,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
394,4,4:45.0,,K. Love makes 2-pt layup at rim (assist by M. Dellavedova),90,84
395,4,4:24.0,J. Smith makes 2-pt hook shot from 6 ft (assist by J. Terry),,92,84
396,4,4:01.0,,K. Love misses 2-pt jump shot from 16 ft,92,84
397,4,4:00.0,Defensive rebound by J. Terry,,92,84
398,4,3:54.0,T. Ariza misses 3-pt jump shot from 25 ft,,92,84
399,4,3:51.0,,Defensive rebound by K. Love,92,84
400,4,3:35.0,,Shooting foul by D. Howard (drawn by K. Love),92,84
401,4,3:35.0,J. Harden enters the game for C. Brewer,,92,84
402,4,3:35.0,,K. Love misses free throw 1 of 2,92,84
403,4,3:35.0,,Offensive rebound by Team,92,84
404,4,3:35.0,,K. Love misses free throw 2 of 2,92,84
405,4,3:32.0,Defensive rebound by D. Howard,,92,84
406,4,3:14.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),,95,84
407,4,3:00.0,,K. Irving misses 2-pt jump shot from 17 ft,95,84
408,4,2:58.0,,Offensive rebound by T. Thompson,95,84
409,4,2:55.0,,T. Thompson misses 2-pt layup from 2 ft,95,84
410,4,2:54.0,Defensive rebound by D. Howard,,95,84
411,4,2:47.0,T. Ariza misses 3-pt jump shot from 24 ft,,95,84
412,4,2:46.0,,Defensive rebound by K. Love,95,84
413,4,2:40.0,,Shooting foul by T. Ariza (drawn by K. Irving),95,84
414,4,2:40.0,Houston full timeout,,95,84
415,4,2:40.0,,K. Irving makes free throw 1 of 2,95,85
416,4,2:40.0,,K. Irving makes free throw 2 of 2,95,86
417,4,2:19.0,J. Harden makes 3-pt jump shot from 25 ft (assist by J. Terry),,98,86
418,4,2:06.0,,Personal foul by J. Terry (drawn by M. Dellavedova),98,86
419,4,2:06.0,,M. Dellavedova misses free throw 1 of 2,98,86
420,4,2:06.0,,Offensive rebound by Team,98,86
421,4,2:06.0,,M. Dellavedova makes free throw 2 of 2,98,87
422,4,1:50.0,Shooting foul by M. Dellavedova (drawn by J. Smith),,98,87
423,4,1:50.0,J. Smith misses free throw 1 of 2,,98,87
424,4,1:50.0,Offensive rebound by Team,,98,87
425,4,1:50.0,J. Smith misses free throw 2 of 2,,98,87
426,4,1:49.0,,Defensive rebound by Team,98,87
427,4,1:49.0,Loose ball foul by D. Howard (drawn by T. Thompson),,98,87
428,4,1:49.0,,T. Thompson makes free throw 1 of 2,98,88
429,4,1:49.0,,T. Thompson makes free throw 2 of 2,98,89
430,4,1:35.0,Turnover by J. Harden (lost ball; steal by J. Harris),,98,89
431,4,1:31.0,,K. Love makes 2-pt layup at rim (assist by K. Irving),98,91
432,4,1:17.0,Personal foul by M. Dellavedova (drawn by J. Harden),,98,91
433,4,1:17.0,J. Harden makes free throw 1 of 2,,99,91
434,4,1:17.0,J. Harden makes free throw 2 of 2,,100,91
435,4,1:17.0,,Cleveland full timeout,100,91
436,4,1:17.0,C. Brewer enters the game for J. Terry,,100,91
437,4,1:12.0,,K. Irving makes 2-pt layup at rim,100,93
438,4,0:49.0,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Harden),,103,93
439,4,0:43.0,,K. Irving misses 3-pt jump shot from 25 ft,103,93
440,4,0:42.0,Defensive rebound by D. Howard,,103,93
441,4,0:19.0,J. Smith misses 3-pt jump shot from 23 ft,,103,93
442,4,0:17.0,Offensive rebound by Team,,103,93
443,4,0:16.0,Personal foul by K. Love (drawn by D. Howard),,103,93
444,4,0:16.0,D. Howard makes free throw 1 of 2,,104,93
445,4,0:16.0,I. Canaan enters the game for J. Harden,,104,93
446,4,0:16.0,K. Papanikolaou enters the game for T. Ariza,,104,93
447,4,0:16.0,D. Howard makes free throw 2 of 2,,105,93
448,4,0:08.0,,K. Irving misses 3-pt jump shot from 23 ft,105,93
449,4,0:06.0,Defensive rebound by J. Smith,,105,93
