,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
86,1,2:09.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,29,30
87,1,2:08.0,Defensive rebound by T. Robinson,,29,30
88,1,1:59.0,D. Lillard misses 2-pt jump shot from 20 ft,,29,30
89,1,1:57.0,,Defensive rebound by E. Bledsoe,29,30
90,1,1:51.0,,I. Thomas makes 2-pt jump shot from 4 ft (assist by E. Bledsoe),29,32
91,1,1:29.0,N. Batum misses 2-pt jump shot from 16 ft,,29,32
92,1,1:27.0,,Defensive rebound by E. Bledsoe,29,32
93,1,1:19.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),29,35
94,1,0:59.0,D. Lillard misses 3-pt jump shot from 25 ft,,29,35
95,1,0:56.0,,Defensive rebound by M. Plumlee,29,35
96,1,0:48.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),29,38
97,1,0:47.0,Portland full timeout,,29,38
98,1,0:47.0,W. Matthews enters the game for N. Batum,,29,38
99,1,0:47.0,S. Blake enters the game for D. Lillard,,29,38
100,1,0:47.0,,G. Green enters the game for E. Bledsoe,29,38
101,1,0:35.0,S. Blake misses 3-pt jump shot from 25 ft,,29,38
102,1,0:33.0,,Defensive rebound by G. Green,29,38
103,1,0:10.0,,I. Thomas misses 3-pt jump shot from 25 ft,29,38
104,1,0:08.0,,Offensive rebound by Team,29,38
105,1,0:03.0,,I. Thomas makes 2-pt jump shot from 12 ft,29,40
106,1,0:00.0,S. Blake misses 3-pt jump shot from 42 ft,,29,40
107,1,0:00.0,Offensive rebound by Team,,29,40
108,2,11:50.0,C. McCollum misses 2-pt jump shot from 16 ft,,29,40
109,2,11:46.0,Offensive rebound by M. Leonard,,29,40
110,2,11:45.0,W. Matthews misses 3-pt jump shot from 25 ft,,29,40
111,2,11:41.0,,Defensive rebound by I. Thomas,29,40
112,2,11:38.0,,M. Morris misses 3-pt jump shot from 25 ft,29,40
113,2,11:36.0,,Offensive rebound by B. Wright,29,40
114,2,11:25.0,,G. Green makes 2-pt jump shot from 15 ft,29,42
115,2,11:12.0,Turnover by M. Leonard (3 sec),,29,42
116,2,11:12.0,C. Kaman enters the game for T. Robinson,,29,42
117,2,10:57.0,,B. Wright misses 2-pt jump shot from 3 ft,29,42
118,2,10:55.0,,Offensive rebound by M. Plumlee,29,42
119,2,10:53.0,,M. Plumlee misses 2-pt hook shot from 10 ft,29,42
120,2,10:50.0,Defensive rebound by M. Leonard,,29,42
121,2,10:43.0,Turnover by C. Kaman (traveling),,29,42
122,2,10:43.0,W. Barton enters the game for C. McCollum,,29,42
123,2,10:31.0,,Turnover by M. Morris (step out of bounds),29,42
124,2,10:15.0,C. Kaman misses 2-pt jump shot from 3 ft,,29,42
125,2,10:13.0,Offensive rebound by C. Kaman,,29,42
126,2,10:12.0,Shooting foul by G. Green (drawn by C. Kaman),,29,42
127,2,10:12.0,C. Kaman misses free throw 1 of 2,,29,42
128,2,10:12.0,Offensive rebound by Team,,29,42
129,2,10:12.0,C. Kaman misses free throw 2 of 2,,29,42
130,2,10:10.0,,Defensive rebound by I. Thomas,29,42
131,2,9:49.0,,I. Thomas makes 2-pt jump shot from 9 ft,29,44
132,2,9:24.0,M. Leonard misses 2-pt hook shot from 5 ft,,29,44
133,2,9:21.0,,Defensive rebound by G. Green,29,44
134,2,9:15.0,,Turnover by G. Green (lost ball; steal by M. Leonard),29,44
135,2,9:10.0,W. Barton makes 2-pt layup from 1 ft (assist by W. Matthews),,31,44
136,2,8:59.0,,G. Green makes 3-pt jump shot from 25 ft (assist by I. Thomas),31,47
137,2,8:46.0,S. Blake misses 2-pt layup from 2 ft,,31,47
138,2,8:43.0,,Defensive rebound by M. Plumlee,31,47
139,2,8:33.0,,G. Green misses 3-pt jump shot from 23 ft,31,47
140,2,8:29.0,Defensive rebound by M. Leonard,,31,47
141,2,8:23.0,W. Matthews misses 2-pt jump shot from 14 ft,,31,47
142,2,8:20.0,,Defensive rebound by G. Green,31,47
143,2,8:06.0,,M. Plumlee makes 2-pt hook shot from 8 ft,31,49
144,2,8:05.0,Portland full timeout,,31,49
145,2,8:05.0,D. Wright enters the game for W. Matthews,,31,49
146,2,8:05.0,N. Batum enters the game for M. Leonard,,31,49
147,2,8:05.0,D. Lillard enters the game for S. Blake,,31,49
148,2,7:48.0,W. Barton misses 2-pt jump shot from 10 ft,,31,49
149,2,7:47.0,,Defensive rebound by M. Morris,31,49
150,2,7:28.0,,I. Thomas makes 2-pt jump shot from 12 ft,31,51
151,2,7:02.0,D. Lillard misses 3-pt jump shot from 27 ft,,31,51
152,2,7:02.0,Offensive rebound by Team,,31,51
153,2,7:02.0,Turnover by Team (shot clock),,31,51
154,2,7:02.0,,G. Dragić enters the game for B. Wright,31,51
155,2,6:50.0,,M. Morris misses 3-pt jump shot from 24 ft,31,51
156,2,6:48.0,Defensive rebound by N. Batum,,31,51
157,2,6:36.0,Turnover by C. Kaman (lost ball; steal by M. Plumlee),,31,51
158,2,6:31.0,,G. Dragić misses 2-pt layup from 2 ft,31,51
159,2,6:29.0,,Offensive rebound by M. Plumlee,31,51
160,2,6:29.0,,M. Plumlee misses 2-pt layup from 1 ft,31,51
161,2,6:28.0,Defensive rebound by C. Kaman,,31,51
162,2,6:23.0,N. Batum misses 3-pt jump shot from 23 ft,,31,51
163,2,6:20.0,,Defensive rebound by M. Plumlee,31,51
164,2,6:08.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Green),31,53
165,2,5:48.0,D. Lillard makes 2-pt jump shot from 5 ft,,33,53
166,2,5:37.0,,G. Green makes 3-pt jump shot from 24 ft,33,56
167,2,5:14.0,Turnover by D. Lillard (lost ball; steal by M. Morris),,33,56
168,2,5:10.0,,M. Morris makes 2-pt layup from 1 ft,33,58
169,2,5:10.0,Portland full timeout,,33,58
170,2,5:10.0,,E. Bledsoe enters the game for M. Morris,33,58
171,2,5:10.0,,A. Len enters the game for M. Plumlee,33,58
172,2,5:10.0,W. Matthews enters the game for W. Barton,,33,58
173,2,5:01.0,Personal foul by G. Green (drawn by N. Batum),,33,58
174,2,4:58.0,N. Batum makes 3-pt jump shot from 24 ft (assist by W. Matthews),,36,58
175,2,4:39.0,,E. Bledsoe misses 2-pt jump shot from 10 ft,36,58
176,2,4:38.0,Defensive rebound by Team,,36,58
177,2,4:21.0,Personal block foul by A. Len (drawn by N. Batum),,36,58
178,2,4:15.0,C. Kaman makes 2-pt layup from 2 ft (assist by N. Batum),,38,58
179,2,4:06.0,,G. Green misses 3-pt jump shot from 25 ft,38,58
180,2,4:04.0,Defensive rebound by C. Kaman,,38,58
181,2,3:55.0,D. Lillard misses 2-pt layup from 1 ft,,38,58
182,2,3:53.0,,Defensive rebound by G. Green,38,58
183,2,3:49.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by I. Thomas),38,60
184,2,3:33.0,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Wright),,41,60
185,2,3:17.0,,G. Green makes 2-pt jump shot from 18 ft,41,62
186,2,3:06.0,Shooting foul by A. Len (drawn by D. Lillard),,41,62
187,2,3:06.0,D. Lillard makes free throw 1 of 2,,42,62
188,2,3:06.0,M. Leonard enters the game for C. Kaman,,42,62
189,2,3:06.0,,M. Morris enters the game for A. Len,42,62
190,2,3:06.0,,P. Tucker enters the game for G. Green,42,62
191,2,3:06.0,D. Lillard makes free throw 2 of 2,,43,62
192,2,2:53.0,,Personal foul by D. Wright (drawn by I. Thomas),43,62
193,2,2:53.0,Official timeout,,43,62
194,2,2:40.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),43,64
195,2,2:29.0,W. Matthews misses 2-pt layup from 1 ft,,43,64
196,2,2:27.0,,Defensive rebound by P. Tucker,43,64
197,2,2:24.0,,G. Dragić makes 2-pt layup from 1 ft (assist by P. Tucker),43,66
198,2,2:08.0,Shooting foul by I. Thomas (drawn by D. Lillard),,43,66
199,2,2:08.0,D. Lillard makes free throw 1 of 2,,44,66
200,2,2:08.0,D. Lillard makes free throw 2 of 2,,45,66
201,2,1:54.0,,G. Dragić misses 3-pt jump shot from 23 ft,45,66
202,2,1:52.0,Defensive rebound by D. Lillard,,45,66
203,2,1:48.0,D. Wright misses 2-pt layup from 2 ft,,45,66
204,2,1:44.0,,Defensive rebound by M. Morris,45,66
205,2,1:42.0,,G. Dragić misses 2-pt layup from 1 ft,45,66
206,2,1:39.0,Defensive rebound by W. Matthews,,45,66
207,2,1:34.0,D. Wright makes 3-pt jump shot from 26 ft (assist by D. Lillard),,48,66
208,2,1:19.0,,Personal foul by M. Leonard (drawn by M. Morris),48,66
209,2,1:12.0,,I. Thomas misses 2-pt jump shot from 15 ft,48,66
210,2,1:10.0,Defensive rebound by N. Batum,,48,66
211,2,1:04.0,D. Lillard misses 3-pt jump shot from 24 ft,,48,66
212,2,1:02.0,Offensive rebound by M. Leonard,,48,66
213,2,0:59.0,W. Matthews makes 2-pt jump shot from 6 ft,,50,66
214,2,0:41.0,,M. Morris misses 2-pt jump shot from 17 ft,50,66
215,2,0:40.0,Defensive rebound by M. Leonard,,50,66
216,2,0:31.0,D. Wright misses 3-pt jump shot from 28 ft,,50,66
217,2,0:29.0,,Defensive rebound by E. Bledsoe,50,66
218,2,0:09.0,,E. Bledsoe misses 3-pt jump shot from 29 ft,50,66
219,2,0:07.0,Defensive rebound by D. Wright,,50,66
220,2,0:02.0,Personal block foul by P. Tucker (drawn by D. Lillard),,50,66
221,2,0:02.0,D. Lillard makes free throw 1 of 2,,51,66
222,2,0:02.0,D. Lillard makes free throw 2 of 2,,52,66
223,2,0:00.0,,E. Bledsoe misses 3-pt jump shot from 44 ft,52,66
224,2,0:00.0,,Offensive rebound by Team,52,66
225,3,11:40.0,C. Kaman makes 2-pt layup from 2 ft (assist by D. Wright),,54,66
226,3,11:23.0,,Turnover by G. Dragić (bad pass; steal by W. Matthews),54,66
227,3,11:21.0,D. Wright makes 2-pt layup at rim,,56,66
228,3,11:21.0,Shooting foul by A. Len (drawn by D. Wright),,56,66
229,3,11:21.0,,Phoenix full timeout,56,66
230,3,11:21.0,D. Wright misses free throw 1 of 1,,56,66
231,3,11:19.0,,Defensive rebound by P. Tucker,56,66
232,3,11:08.0,,E. Bledsoe misses 2-pt jump shot from 6 ft,56,66
233,3,11:06.0,,Offensive rebound by E. Bledsoe,56,66
234,3,11:06.0,,E. Bledsoe makes 2-pt layup from 2 ft,56,68
235,3,10:50.0,D. Wright misses 3-pt jump shot from 23 ft,,56,68
236,3,10:48.0,,Defensive rebound by P. Tucker,56,68
237,3,10:38.0,,P. Tucker misses 2-pt jump shot from 16 ft,56,68
238,3,10:36.0,Defensive rebound by W. Matthews,,56,68
239,3,10:26.0,Turnover by D. Wright (bad pass; steal by P. Tucker),,56,68
240,3,10:16.0,,P. Tucker misses 3-pt jump shot from 24 ft,56,68
241,3,10:14.0,Defensive rebound by W. Matthews,,56,68
242,3,10:02.0,W. Matthews makes 2-pt jump shot from 15 ft,,58,68
243,3,9:36.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,58,70
244,3,9:17.0,N. Batum misses 3-pt jump shot from 25 ft,,58,70
245,3,9:15.0,Offensive rebound by C. Kaman,,58,70
246,3,9:01.0,W. Matthews makes 2-pt jump shot from 17 ft,,60,70
247,3,8:48.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,60,72
248,3,8:34.0,W. Matthews misses 2-pt jump shot from 15 ft,,60,72
249,3,8:30.0,,Defensive rebound by P. Tucker,60,72
250,3,8:17.0,,M. Morris misses 3-pt jump shot from 25 ft,60,72
251,3,8:15.0,Defensive rebound by D. Lillard,,60,72
252,3,8:07.0,Turnover by N. Batum (bad pass; steal by G. Dragić),,60,72
253,3,8:02.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Dragić),60,74
254,3,7:35.0,C. Kaman misses 2-pt jump shot from 13 ft,,60,74
255,3,7:32.0,,Defensive rebound by M. Morris,60,74
256,3,7:25.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,60,74
257,3,7:23.0,,Offensive rebound by A. Len,60,74
258,3,7:22.0,,A. Len misses 2-pt jump shot from 20 ft,60,74
259,3,7:21.0,Defensive rebound by C. Kaman,,60,74
260,3,7:15.0,D. Lillard misses 2-pt layup at rim (block by P. Tucker),,60,74
261,3,7:13.0,Offensive rebound by N. Batum,,60,74
262,3,7:13.0,Personal foul by P. Tucker (drawn by W. Matthews),,60,74
263,3,7:09.0,Turnover by D. Lillard (bad pass; steal by P. Tucker),,60,74
264,3,6:52.0,,G. Dragić makes 2-pt jump shot from 9 ft (assist by A. Len),60,76
265,3,6:28.0,Turnover by W. Matthews (bad pass; steal by E. Bledsoe),,60,76
266,3,6:24.0,,E. Bledsoe makes 2-pt layup from 2 ft,60,78
267,3,6:20.0,Portland full timeout,,60,78
268,3,6:20.0,,B. Wright enters the game for A. Len,60,78
269,3,6:20.0,W. Barton enters the game for D. Wright,,60,78
270,3,6:20.0,M. Leonard enters the game for C. Kaman,,60,78
271,3,6:05.0,Turnover by N. Batum (bad pass; steal by P. Tucker),,60,78
272,3,5:58.0,,Turnover by E. Bledsoe (lost ball),60,78
273,3,5:49.0,D. Lillard makes 2-pt layup from 1 ft,,62,78
274,3,5:34.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,62,78
275,3,5:31.0,Defensive rebound by M. Leonard,,62,78
276,3,5:26.0,D. Lillard misses 3-pt jump shot from 27 ft,,62,78
277,3,5:25.0,Offensive rebound by N. Batum,,62,78
278,3,5:24.0,,Violation by B. Wright (def goaltending),62,78
279,3,5:24.0,N. Batum makes 2-pt jump shot from 5 ft,,64,78
280,3,5:12.0,,Personal foul by N. Batum (drawn by M. Morris),64,78
281,3,4:58.0,,Turnover by E. Bledsoe (lost ball; steal by D. Lillard),64,78
282,3,4:50.0,D. Lillard makes 2-pt layup from 1 ft,,66,78
283,3,4:33.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by P. Tucker),66,81
284,3,4:19.0,N. Batum misses 2-pt jump shot from 12 ft,,66,81
285,3,4:16.0,,Defensive rebound by E. Bledsoe,66,81
286,3,4:03.0,,B. Wright misses 2-pt jump shot from 5 ft (block by N. Batum),66,81
287,3,4:01.0,Defensive rebound by N. Batum,,66,81
288,3,3:56.0,W. Matthews misses 3-pt jump shot from 25 ft,,66,81
289,3,3:53.0,,Defensive rebound by E. Bledsoe,66,81
290,3,3:47.0,,Turnover by M. Morris (bad pass; steal by W. Barton),66,81
291,3,3:45.0,Shooting foul by G. Dragić (drawn by W. Barton),,66,81
292,3,3:45.0,W. Barton makes free throw 1 of 2,,67,81
293,3,3:45.0,,M. Morris enters the game for M. Morris,67,81
294,3,3:45.0,,I. Thomas enters the game for E. Bledsoe,67,81
295,3,3:45.0,W. Barton misses free throw 2 of 2,,67,81
296,3,3:44.0,,Defensive rebound by P. Tucker,67,81
297,3,3:28.0,,Turnover by M. Morris (bad pass; steal by W. Matthews),67,81
298,3,3:20.0,D. Lillard misses 3-pt jump shot from 22 ft,,67,81
299,3,3:18.0,,Defensive rebound by B. Wright,67,81
300,3,2:58.0,,G. Dragić misses 2-pt jump shot from 18 ft,67,81
301,3,2:55.0,Defensive rebound by N. Batum,,67,81
302,3,2:41.0,Personal foul by P. Tucker (drawn by N. Batum),,67,81
303,3,2:41.0,C. McCollum enters the game for D. Lillard,,67,81
304,3,2:41.0,,G. Green enters the game for G. Dragić,67,81
305,3,2:35.0,W. Matthews makes 2-pt dunk at rim,,69,81
306,3,2:18.0,,Personal foul by W. Matthews (drawn by P. Tucker),69,81
307,3,2:13.0,,G. Green makes 2-pt jump shot from 14 ft (assist by I. Thomas),69,83
308,3,1:57.0,Personal block foul by G. Green (drawn by W. Matthews),,69,83
309,3,1:57.0,W. Matthews makes free throw 1 of 2,,70,83
310,3,1:57.0,D. Wright enters the game for N. Batum,,70,83
311,3,1:57.0,W. Matthews makes free throw 2 of 2,,71,83
312,3,1:43.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by P. Tucker),71,86
313,3,1:29.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by M. Leonard),,74,86
314,3,1:03.0,,M. Morris makes 2-pt jump shot from 19 ft,74,88
315,3,0:47.0,W. Matthews misses 2-pt jump shot from 18 ft,,74,88
316,3,0:45.0,,Defensive rebound by P. Tucker,74,88
317,3,0:36.0,,I. Thomas makes 3-pt jump shot from 24 ft,74,91
318,3,0:26.0,C. McCollum misses 2-pt layup from 2 ft,,74,91
319,3,0:26.0,Offensive rebound by C. McCollum,,74,91
320,3,0:26.0,C. McCollum makes 2-pt layup from 2 ft,,76,91
321,3,0:02.0,,M. Morris misses 3-pt jump shot from 25 ft,76,91
322,3,0:01.0,,Offensive rebound by G. Green,76,91
323,3,0:01.0,,G. Green misses 2-pt jump shot from 6 ft,76,91
324,3,0:00.0,Defensive rebound by M. Leonard,,76,91
325,4,11:39.0,,G. Green misses 2-pt dunk at rim,76,91
326,4,11:34.0,Defensive rebound by D. Wright,,76,91
327,4,11:31.0,D. Lillard misses 2-pt jump shot from 21 ft,,76,91
328,4,11:29.0,,Defensive rebound by P. Tucker,76,91
329,4,11:21.0,,Turnover by G. Green (lost ball; steal by D. Lillard),76,91
330,4,11:18.0,Shooting foul by P. Tucker (drawn by W. Barton),,76,91
331,4,11:18.0,W. Barton makes free throw 1 of 2,,77,91
332,4,11:18.0,T. Robinson enters the game for M. Leonard,,77,91
333,4,11:18.0,W. Barton makes free throw 2 of 2,,78,91
334,4,11:02.0,,B. Wright makes 2-pt layup from 2 ft (assist by I. Thomas),78,93
335,4,10:33.0,W. Barton misses 3-pt jump shot from 24 ft,,78,93
336,4,10:31.0,,Defensive rebound by G. Green,78,93
337,4,10:14.0,,G. Green misses 2-pt jump shot from 16 ft,78,93
338,4,10:12.0,,Offensive rebound by I. Thomas,78,93
339,4,10:02.0,,Turnover by G. Green (lost ball),78,93
340,4,10:02.0,N. Batum enters the game for W. Barton,,78,93
341,4,9:46.0,,E. Bledsoe enters the game for P. Tucker,78,93
342,4,9:37.0,D. Lillard misses 2-pt jump shot from 16 ft,,78,93
343,4,9:35.0,Offensive rebound by N. Batum,,78,93
344,4,9:30.0,Shooting foul by M. Morris (drawn by D. Wright),,78,93
345,4,9:30.0,D. Wright makes free throw 1 of 2,,79,93
346,4,9:30.0,D. Wright misses free throw 2 of 2,,79,93
347,4,9:30.0,Offensive rebound by T. Robinson,,79,93
348,4,9:26.0,N. Batum makes 3-pt jump shot from 23 ft (assist by T. Robinson),,82,93
349,4,9:26.0,,Phoenix full timeout,82,93
350,4,9:08.0,,I. Thomas misses 3-pt jump shot from 24 ft,82,93
351,4,9:05.0,Defensive rebound by T. Robinson,,82,93
352,4,8:57.0,D. Wright makes 3-pt jump shot from 23 ft (assist by S. Blake),,85,93
353,4,8:57.0,Shooting foul by E. Bledsoe (drawn by D. Wright),,85,93
354,4,8:57.0,,G. Dragić enters the game for B. Wright,85,93
355,4,8:57.0,,M. Morris enters the game for M. Morris,85,93
356,4,8:57.0,D. Wright makes free throw 1 of 1,,86,93
357,4,8:40.0,,G. Green misses 2-pt jump shot from 12 ft,86,93
358,4,8:38.0,Defensive rebound by T. Robinson,,86,93
359,4,8:28.0,Shooting foul by G. Green (drawn by D. Wright),,86,93
360,4,8:28.0,D. Wright makes free throw 1 of 2,,87,93
361,4,8:28.0,,P. Tucker enters the game for G. Green,87,93
362,4,8:28.0,D. Wright makes free throw 2 of 2,,88,93
363,4,8:11.0,,M. Morris misses 2-pt jump shot from 14 ft,88,93
364,4,8:09.0,Defensive rebound by T. Robinson,,88,93
365,4,7:59.0,D. Lillard misses 3-pt jump shot from 26 ft,,88,93
366,4,7:57.0,,Defensive rebound by P. Tucker,88,93
367,4,7:51.0,,I. Thomas makes 2-pt layup from 1 ft,88,95
368,4,7:30.0,T. Robinson makes 2-pt jump shot from 16 ft (assist by N. Batum),,90,95
369,4,7:07.0,,G. Dragić misses 3-pt jump shot from 24 ft,90,95
370,4,7:05.0,Defensive rebound by T. Robinson,,90,95
371,4,7:00.0,D. Wright misses 3-pt jump shot from 23 ft,,90,95
372,4,6:57.0,,Defensive rebound by M. Morris,90,95
373,4,6:49.0,,Shooting foul by D. Wright (drawn by I. Thomas),90,95
374,4,6:49.0,,I. Thomas makes free throw 1 of 2,90,96
375,4,6:49.0,W. Matthews enters the game for S. Blake,,90,96
376,4,6:49.0,,I. Thomas misses free throw 2 of 2,90,96
377,4,6:48.0,Defensive rebound by N. Batum,,90,96
378,4,6:42.0,W. Matthews makes 2-pt layup from 1 ft (assist by D. Lillard),,92,96
379,4,6:29.0,,Shooting block foul by D. Wright (drawn by I. Thomas),92,96
380,4,6:29.0,,I. Thomas makes 2-pt layup from 2 ft,92,98
381,4,6:29.0,,I. Thomas makes free throw 1 of 1,92,99
382,4,6:16.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Lillard),,95,99
383,4,6:00.0,,I. Thomas makes 2-pt jump shot from 19 ft,95,101
384,4,5:59.0,Portland full timeout,,95,101
385,4,5:51.0,D. Lillard makes 2-pt layup from 1 ft,,97,101
386,4,5:33.0,,I. Thomas misses 2-pt jump shot from 4 ft (block by T. Robinson),97,101
