,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW ORLEANS_ACTION,DETROIT_SCORE,NEW ORLEANS_SCORE
381,4,6:48.0,,A. Davis enters the game for L. Babbitt,71,73
382,4,6:28.0,,Q. Pondexter makes 2-pt layup from 1 ft (assist by A. Ajinça),71,75
383,4,6:03.0,T. Prince misses 2-pt jump shot from 9 ft,,71,75
384,4,6:01.0,,Defensive rebound by A. Ajinça,71,75
385,4,5:55.0,,N. Cole makes 2-pt layup from 1 ft,71,77
386,4,5:55.0,Detroit full timeout,,71,77
387,4,5:55.0,A. Drummond enters the game for C. Butler,,71,77
388,4,5:41.0,T. Prince misses 2-pt jump shot from 20 ft,,71,77
389,4,5:40.0,,Defensive rebound by Q. Pondexter,71,77
390,4,5:25.0,,A. Davis misses 2-pt jump shot from 14 ft,71,77
391,4,5:24.0,Defensive rebound by R. Jackson,,71,77
392,4,5:16.0,R. Jackson misses 2-pt jump shot from 8 ft,,71,77
393,4,5:15.0,Offensive rebound by A. Drummond,,71,77
394,4,5:13.0,A. Drummond misses 2-pt layup from 2 ft,,71,77
395,4,5:12.0,,Defensive rebound by A. Ajinça,71,77
396,4,5:07.0,Violation by A. Drummond (def goaltending),,71,77
397,4,5:07.0,,A. Davis makes 2-pt layup from 1 ft (assist by N. Cole),71,79
398,4,4:54.0,G. Monroe makes 2-pt layup from 2 ft,,73,79
399,4,4:33.0,,N. Cole misses 2-pt jump shot from 20 ft,73,79
400,4,4:30.0,Defensive rebound by A. Drummond,,73,79
401,4,4:27.0,Personal foul by A. Ajinça (drawn by T. Prince),,73,79
402,4,4:27.0,Violation by Team (delay of game),,73,79
403,4,4:27.0,T. Prince makes free throw 1 of 2,,74,79
404,4,4:27.0,,T. Evans enters the game for Q. Pondexter,74,79
405,4,4:27.0,,Ö. Aşık enters the game for A. Ajinça,74,79
406,4,4:27.0,T. Prince makes free throw 2 of 2,,75,79
407,4,4:04.0,,A. Davis misses 2-pt jump shot from 14 ft,75,79
408,4,4:03.0,Defensive rebound by A. Drummond,,75,79
409,4,3:58.0,R. Jackson makes 2-pt layup at rim,,77,79
410,4,3:40.0,,Ö. Aşık misses 2-pt layup at rim (block by A. Drummond),77,79
411,4,3:38.0,Defensive rebound by T. Prince,,77,79
412,4,3:33.0,A. Drummond misses 2-pt layup from 2 ft (block by N. Cole),,77,79
413,4,3:25.0,,Defensive rebound by A. Davis,77,79
414,4,3:22.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),77,81
415,4,3:11.0,Turnover by R. Jackson (bad pass),,77,81
416,4,3:00.0,,Turnover by T. Evans (lost ball),77,81
417,4,3:00.0,,Loose ball foul by T. Evans (drawn by A. Drummond),77,81
418,4,2:50.0,G. Monroe misses 2-pt layup from 1 ft (block by A. Davis),,77,81
419,4,2:50.0,,Defensive rebound by Team,77,81
420,4,2:50.0,Official timeout,,77,81
421,4,2:50.0,,A. Ajinça enters the game for Ö. Aşık,77,81
422,4,2:50.0,K. Caldwell-Pope enters the game for T. Prince,,77,81
423,4,2:31.0,,Personal foul by R. Jackson (drawn by A. Davis),77,81
424,4,2:18.0,,E. Gordon misses 3-pt jump shot from 24 ft,77,81
425,4,2:16.0,Defensive rebound by R. Jackson,,77,81
426,4,2:11.0,R. Jackson makes 2-pt jump shot from 19 ft,,79,81
427,4,1:45.0,,T. Evans misses 2-pt jump shot from 18 ft,79,81
428,4,1:43.0,Defensive rebound by K. Caldwell-Pope,,79,81
429,4,1:31.0,,Violation by A. Davis (kicked ball),79,81
430,4,1:31.0,,Ö. Aşık enters the game for A. Ajinça,79,81
431,4,1:31.0,,Q. Pondexter enters the game for E. Gordon,79,81
432,4,1:24.0,R. Jackson makes 2-pt layup from 2 ft,,81,81
433,4,1:24.0,,New Orleans full timeout,81,81
434,4,1:24.0,,E. Gordon enters the game for Q. Pondexter,81,81
435,4,1:14.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by T. Evans),81,83
436,4,0:58.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,81,83
437,4,0:56.0,,Defensive rebound by A. Davis,81,83
438,4,0:41.0,,T. Evans makes 2-pt layup from 2 ft,81,85
439,4,0:41.0,Detroit full timeout,,81,85
440,4,0:35.0,G. Monroe makes 2-pt layup from 1 ft (assist by A. Drummond),,83,85
441,4,0:18.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),83,87
442,4,0:18.0,Detroit full timeout,,83,87
443,4,0:18.0,,D. Cunningham enters the game for Ö. Aşık,83,87
444,4,0:18.0,,Q. Pondexter enters the game for E. Gordon,83,87
445,4,0:15.0,J. Meeks makes 2-pt jump shot from 18 ft (assist by G. Monroe),,85,87
446,4,0:15.0,,New Orleans full timeout,85,87
447,4,0:15.0,,L. Babbitt enters the game for Q. Pondexter,85,87
448,4,0:15.0,,E. Gordon enters the game for D. Cunningham,85,87
449,4,0:15.0,T. Prince enters the game for G. Monroe,,85,87
450,4,0:13.0,,Personal take foul by A. Drummond (drawn by A. Davis),85,87
451,4,0:13.0,,J. Fredette enters the game for L. Babbitt,85,87
452,4,0:10.0,,Personal take foul by R. Jackson (drawn by T. Evans),85,87
453,4,0:10.0,,T. Evans misses free throw 1 of 2,85,87
454,4,0:10.0,,Offensive rebound by Team,85,87
455,4,0:10.0,,Q. Pondexter enters the game for J. Fredette,85,87
456,4,0:10.0,,D. Cunningham enters the game for E. Gordon,85,87
457,4,0:10.0,,T. Evans makes free throw 2 of 2,85,88
458,4,0:04.0,R. Jackson misses 3-pt jump shot from 25 ft,,85,88
459,4,0:02.0,,Defensive rebound by N. Cole,85,88
