,QUARTER,TIME_REMAINING,DALLAS_ACTION,BOSTON_ACTION,DALLAS_SCORE,BOSTON_SCORE
39,1,6:26.0,G. Smith makes 2-pt hook shot from 1 ft (assist by C. Parsons),,16,9
40,1,6:17.0,,Shooting foul by M. Ellis (drawn by T. Zeller),16,9
41,1,6:17.0,,T. Zeller misses free throw 1 of 2,16,9
42,1,6:17.0,,Offensive rebound by Team,16,9
43,1,6:17.0,D. Harris enters the game for R. Rondo,,16,9
44,1,6:17.0,C. Villanueva enters the game for D. Nowitzki,,16,9
45,1,6:17.0,,T. Zeller makes free throw 2 of 2,16,10
46,1,6:09.0,M. Ellis misses 2-pt jump shot from 13 ft,,16,10
47,1,6:08.0,,Defensive rebound by J. Green,16,10
48,1,6:02.0,,T. Zeller misses 2-pt layup from 2 ft,16,10
49,1,6:01.0,,Offensive rebound by J. Sullinger,16,10
50,1,6:01.0,,J. Sullinger makes 2-pt tip-in at rim,16,12
51,1,5:53.0,Dallas full timeout,,16,12
52,1,5:53.0,T. Chandler enters the game for G. Smith,,16,12
53,1,5:53.0,,K. Olynyk enters the game for T. Zeller,16,12
54,1,5:42.0,Turnover by C. Villanueva (bad pass),,16,12
55,1,5:21.0,,J. Green makes 2-pt layup from 3 ft,16,14
56,1,5:10.0,C. Parsons makes 2-pt jump shot from 4 ft,,18,14
57,1,4:46.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by J. Sullinger),18,17
58,1,4:34.0,C. Parsons misses 2-pt jump shot from 4 ft,,18,17
59,1,4:33.0,,Defensive rebound by K. Olynyk,18,17
60,1,4:23.0,,K. Olynyk misses 3-pt jump shot from 25 ft,18,17
61,1,4:22.0,Defensive rebound by T. Chandler,,18,17
62,1,4:11.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by M. Ellis),,21,17
63,1,3:56.0,,Turnover by K. Olynyk (lost ball; steal by M. Ellis),21,17
64,1,3:53.0,Shooting block foul by E. Turner (drawn by M. Ellis),,21,17
65,1,3:53.0,M. Ellis makes free throw 1 of 2,,22,17
66,1,3:53.0,,J. Nelson enters the game for E. Turner,22,17
67,1,3:53.0,M. Ellis makes free throw 2 of 2,,23,17
68,1,3:37.0,,J. Green misses 2-pt jump shot from 12 ft,23,17
69,1,3:36.0,Defensive rebound by T. Chandler,,23,17
70,1,3:29.0,D. Harris misses 3-pt jump shot from 25 ft,,23,17
71,1,3:27.0,Offensive rebound by C. Villanueva,,23,17
72,1,3:23.0,D. Harris misses 3-pt jump shot from 24 ft,,23,17
73,1,3:22.0,,Defensive rebound by J. Nelson,23,17
74,1,3:12.0,,K. Olynyk misses 2-pt jump shot from 22 ft,23,17
75,1,3:10.0,Defensive rebound by T. Chandler,,23,17
76,1,2:58.0,M. Ellis misses 2-pt jump shot from 3 ft (block by A. Bradley),,23,17
77,1,2:57.0,Offensive rebound by Team,,23,17
78,1,2:57.0,,Boston full timeout,23,17
79,1,2:57.0,,B. Bass enters the game for J. Sullinger,23,17
80,1,2:57.0,,M. Smart enters the game for A. Bradley,23,17
81,1,2:48.0,D. Harris makes 3-pt jump shot from 24 ft (assist by M. Ellis),,26,17
82,1,2:31.0,,B. Bass misses 3-pt jump shot from 25 ft,26,17
83,1,2:30.0,Defensive rebound by D. Harris,,26,17
84,1,2:24.0,C. Villanueva misses 3-pt jump shot from 25 ft,,26,17
85,1,2:23.0,,Defensive rebound by B. Bass,26,17
86,1,2:00.0,,J. Nelson misses 3-pt jump shot from 39 ft,26,17
87,1,1:58.0,,Offensive rebound by Team,26,17
88,1,1:58.0,,Turnover by Team (shot clock),26,17
89,1,1:58.0,R. Rondo enters the game for C. Parsons,,26,17
90,1,1:58.0,D. Nowitzki enters the game for M. Ellis,,26,17
91,1,1:58.0,R. Jefferson enters the game for C. Villanueva,,26,17
92,1,1:40.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,26,17
93,1,1:38.0,Offensive rebound by R. Rondo,,26,17
94,1,1:35.0,T. Chandler misses 2-pt layup from 2 ft,,26,17
95,1,1:34.0,Offensive rebound by Team,,26,17
96,1,1:34.0,,Loose ball foul by K. Olynyk (drawn by T. Chandler),26,17
97,1,1:09.0,R. Rondo makes 2-pt hook shot from 7 ft,,28,17
98,1,0:54.0,,J. Nelson misses 3-pt jump shot from 24 ft,28,17
99,1,0:52.0,Defensive rebound by R. Jefferson,,28,17
100,1,0:33.0,D. Harris misses 2-pt layup from 2 ft,,28,17
101,1,0:32.0,Offensive rebound by T. Chandler,,28,17
102,1,0:28.0,R. Jefferson misses 3-pt jump shot from 25 ft,,28,17
103,1,0:27.0,,Defensive rebound by J. Green,28,17
104,1,0:10.0,,J. Green misses 3-pt jump shot from 25 ft,28,17
105,1,0:09.0,Defensive rebound by T. Chandler,,28,17
106,1,0:00.0,R. Rondo makes 3-pt jump shot from 25 ft (assist by R. Jefferson),,31,17
107,1,0:00.0,,J. Green misses 3-pt jump shot from 62 ft,31,17
108,1,0:00.0,,Offensive rebound by Team,31,17
109,2,11:42.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,31,17
110,2,11:42.0,Offensive rebound by G. Smith,,31,17
111,2,11:39.0,G. Smith makes 2-pt layup at rim,,33,17
112,2,11:24.0,,K. Olynyk misses 2-pt jump shot from 9 ft,33,17
113,2,11:23.0,Defensive rebound by R. Rondo,,33,17
114,2,11:13.0,Shooting foul by M. Smart (drawn by D. Nowitzki),,33,17
115,2,11:13.0,D. Nowitzki makes free throw 1 of 2,,34,17
116,2,11:13.0,,B. Wright enters the game for K. Olynyk,34,17
117,2,11:13.0,D. Nowitzki makes free throw 2 of 2,,35,17
118,2,10:55.0,,J. Nelson misses 2-pt jump shot from 16 ft,35,17
119,2,10:53.0,,Offensive rebound by B. Wright,35,17
120,2,10:50.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by B. Wright),35,20
121,2,10:28.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),,38,20
122,2,10:08.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Crowder),38,23
123,2,9:59.0,R. Rondo misses 2-pt jump shot from 3 ft,,38,23
124,2,9:58.0,Offensive rebound by D. Nowitzki,,38,23
125,2,9:55.0,R. Rondo misses 2-pt layup from 2 ft,,38,23
126,2,9:53.0,Offensive rebound by G. Smith,,38,23
127,2,9:53.0,G. Smith makes 2-pt tip-in from 1 ft,,40,23
128,2,9:44.0,,Turnover by J. Nelson (lost ball; steal by R. Jefferson),40,23
129,2,9:37.0,Dallas full timeout,,40,23
130,2,9:37.0,,J. Sullinger enters the game for B. Bass,40,23
131,2,9:29.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,40,23
132,2,9:28.0,,Defensive rebound by J. Nelson,40,23
133,2,9:16.0,,M. Smart misses 3-pt jump shot from 25 ft,40,23
134,2,9:15.0,Defensive rebound by G. Smith,,40,23
135,2,8:58.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,40,23
136,2,8:57.0,,Defensive rebound by J. Nelson,40,23
137,2,8:42.0,,J. Nelson makes 3-pt jump shot from 24 ft (assist by M. Smart),40,26
138,2,8:34.0,Dallas full timeout,,40,26
139,2,8:34.0,C. Villanueva enters the game for D. Nowitzki,,40,26
140,2,8:24.0,Turnover by C. Villanueva (lost ball; steal by M. Smart),,40,26
141,2,8:04.0,,Shooting foul by J. Barea (drawn by J. Nelson),40,26
142,2,8:04.0,,J. Nelson makes free throw 1 of 2,40,27
143,2,8:04.0,T. Chandler enters the game for G. Smith,,40,27
144,2,8:04.0,C. Parsons enters the game for R. Jefferson,,40,27
145,2,8:04.0,M. Ellis enters the game for R. Rondo,,40,27
146,2,8:04.0,,J. Nelson misses free throw 2 of 2,40,27
147,2,8:03.0,Defensive rebound by T. Chandler,,40,27
148,2,7:52.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by J. Barea),,43,27
149,2,7:32.0,,J. Nelson misses 2-pt jump shot from 15 ft,43,27
150,2,7:32.0,Defensive rebound by Team,,43,27
151,2,7:32.0,,E. Turner enters the game for J. Nelson,43,27
152,2,7:11.0,J. Barea misses 2-pt layup from 1 ft,,43,27
153,2,7:09.0,Offensive rebound by C. Villanueva,,43,27
154,2,7:08.0,C. Villanueva misses 2-pt tip-in from 1 ft,,43,27
155,2,7:05.0,Offensive rebound by C. Villanueva,,43,27
156,2,7:04.0,C. Villanueva misses 2-pt layup at rim,,43,27
157,2,7:02.0,,Defensive rebound by J. Sullinger,43,27
158,2,6:58.0,,J. Crowder misses 3-pt jump shot from 23 ft,43,27
159,2,6:56.0,Defensive rebound by T. Chandler,,43,27
160,2,6:48.0,M. Ellis makes 2-pt layup at rim,,45,27
161,2,6:35.0,,J. Sullinger misses 3-pt jump shot from 24 ft,45,27
162,2,6:33.0,Defensive rebound by M. Ellis,,45,27
163,2,6:28.0,J. Barea makes 2-pt layup from 2 ft,,47,27
164,2,6:21.0,,Boston full timeout,47,27
165,2,6:21.0,,A. Bradley enters the game for J. Crowder,47,27
166,2,6:21.0,,T. Zeller enters the game for B. Wright,47,27
167,2,6:10.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by J. Sullinger),47,30
168,2,5:50.0,M. Ellis makes 2-pt jump shot from 15 ft (assist by T. Chandler),,49,30
169,2,5:38.0,,J. Sullinger makes 2-pt dunk at rim (assist by E. Turner),49,32
170,2,5:27.0,Personal foul by E. Turner (drawn by C. Parsons),,49,32
171,2,5:15.0,Shooting foul by E. Turner (drawn by C. Parsons),,49,32
172,2,5:15.0,C. Parsons makes free throw 1 of 2,,50,32
173,2,5:15.0,C. Parsons makes free throw 2 of 2,,51,32
174,2,5:04.0,,T. Zeller makes 2-pt layup from 2 ft (assist by E. Turner),51,34
175,2,5:04.0,,Shooting foul by T. Chandler (drawn by T. Zeller),51,34
176,2,5:04.0,,J. Green enters the game for M. Smart,51,34
177,2,5:04.0,G. Smith enters the game for T. Chandler,,51,34
178,2,5:04.0,D. Nowitzki enters the game for C. Villanueva,,51,34
179,2,5:04.0,R. Rondo enters the game for J. Barea,,51,34
180,2,5:04.0,,T. Zeller makes free throw 1 of 1,51,35
181,2,4:43.0,M. Ellis misses 2-pt jump shot from 22 ft,,51,35
182,2,4:42.0,,Defensive rebound by J. Green,51,35
183,2,4:34.0,,A. Bradley misses 2-pt jump shot from 19 ft,51,35
184,2,4:33.0,,Offensive rebound by J. Sullinger,51,35
185,2,4:25.0,,J. Sullinger misses 2-pt jump shot from 17 ft,51,35
186,2,4:24.0,Defensive rebound by C. Parsons,,51,35
187,2,4:16.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,51,35
188,2,4:15.0,,Defensive rebound by T. Zeller,51,35
189,2,4:10.0,,A. Bradley misses 3-pt jump shot from 23 ft,51,35
190,2,4:09.0,,Offensive rebound by T. Zeller,51,35
191,2,4:07.0,,T. Zeller makes 2-pt layup from 1 ft,51,37
192,2,3:53.0,G. Smith misses 2-pt dunk at rim,,51,37
193,2,3:52.0,,Defensive rebound by J. Sullinger,51,37
194,2,3:41.0,,J. Green makes 3-pt jump shot from 25 ft (assist by A. Bradley),51,40
195,2,3:16.0,D. Nowitzki makes 2-pt jump shot from 14 ft,,53,40
196,2,3:05.0,,Personal foul by C. Parsons (drawn by J. Green),53,40
197,2,3:00.0,,Personal foul by M. Ellis (drawn by T. Zeller),53,40
198,2,2:56.0,,E. Turner misses 2-pt jump shot from 13 ft,53,40
199,2,2:56.0,,Offensive rebound by Team,53,40
200,2,2:56.0,Loose ball foul by C. Parsons (drawn by J. Sullinger),,53,40
201,2,2:56.0,Official timeout,,53,40
202,2,2:56.0,T. Chandler enters the game for G. Smith,,53,40
203,2,2:56.0,,J. Sullinger makes free throw 1 of 2,53,41
204,2,2:56.0,,J. Sullinger makes free throw 2 of 2,53,42
205,2,2:39.0,M. Ellis makes 2-pt jump shot from 20 ft,,55,42
206,2,2:20.0,,E. Turner misses 2-pt layup from 2 ft,55,42
207,2,2:19.0,,Offensive rebound by T. Zeller,55,42
208,2,2:18.0,,T. Zeller makes 2-pt layup from 1 ft,55,44
209,2,1:58.0,R. Rondo misses 3-pt jump shot from 24 ft,,55,44
210,2,1:57.0,,Defensive rebound by Team,55,44
211,2,1:57.0,,M. Smart enters the game for E. Turner,55,44
212,2,1:45.0,,M. Smart misses 2-pt jump shot from 15 ft (block by C. Parsons),55,44
213,2,1:43.0,Defensive rebound by M. Ellis,,55,44
214,2,1:24.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,55,44
215,2,1:23.0,,Defensive rebound by J. Green,55,44
216,2,1:19.0,Offensive charge foul by J. Green (drawn by M. Ellis),,55,44
217,2,1:19.0,,Turnover by J. Green (offensive foul),55,44
218,2,1:19.0,G. Smith enters the game for T. Chandler,,55,44
219,2,1:19.0,D. Harris enters the game for M. Ellis,,55,44
220,2,1:03.0,D. Nowitzki makes 2-pt jump shot from 11 ft,,57,44
221,2,0:54.0,,Turnover by A. Bradley (bad pass; steal by G. Smith),57,44
222,2,0:49.0,Turnover by R. Rondo (bad pass; steal by J. Green),,57,44
223,2,0:44.0,,J. Green makes 2-pt layup from 1 ft,57,46
224,2,0:34.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Harris),,59,46
225,2,0:21.0,,A. Bradley misses 2-pt jump shot from 18 ft,59,46
226,2,0:20.0,Defensive rebound by C. Parsons,,59,46
227,2,0:03.0,Turnover by D. Nowitzki (bad pass),,59,46
228,2,0:03.0,,Boston full timeout,59,46
229,2,0:03.0,A. Aminu enters the game for C. Parsons,,59,46
230,2,0:03.0,R. Jefferson enters the game for D. Nowitzki,,59,46
231,2,0:03.0,,J. Nelson enters the game for T. Zeller,59,46
232,2,0:03.0,,K. Olynyk enters the game for M. Smart,59,46
233,2,0:00.0,,A. Bradley misses 3-pt jump shot from 24 ft,59,46
234,2,0:00.0,,Offensive rebound by Team,59,46
235,3,11:48.0,T. Chandler misses 2-pt jump shot from 16 ft,,59,46
236,3,11:47.0,,Defensive rebound by A. Bradley,59,46
237,3,11:35.0,,J. Sullinger makes 3-pt jump shot from 25 ft (assist by T. Zeller),59,49
238,3,11:21.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by R. Rondo),,62,49
239,3,11:03.0,,A. Bradley misses 2-pt jump shot from 9 ft,62,49
240,3,11:02.0,Defensive rebound by D. Nowitzki,,62,49
241,3,10:54.0,R. Rondo misses 2-pt jump shot from 21 ft,,62,49
242,3,10:52.0,Offensive rebound by C. Parsons,,62,49
243,3,10:42.0,Offensive foul by C. Parsons (drawn by J. Sullinger),,62,49
244,3,10:42.0,Turnover by C. Parsons (offensive foul),,62,49
245,3,10:27.0,,J. Green makes 2-pt jump shot from 9 ft,62,51
246,3,10:17.0,Personal foul by J. Sullinger (drawn by D. Nowitzki),,62,51
247,3,10:08.0,C. Parsons misses 3-pt jump shot from 23 ft,,62,51
248,3,10:07.0,Offensive rebound by C. Parsons,,62,51
249,3,10:06.0,C. Parsons makes 2-pt layup at rim,,64,51
250,3,9:52.0,,E. Turner misses 2-pt jump shot from 12 ft,64,51
251,3,9:51.0,Defensive rebound by M. Ellis,,64,51
252,3,9:39.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Nowitzki),,66,51
253,3,9:24.0,,T. Zeller makes 2-pt layup from 1 ft (assist by J. Green),66,53
254,3,9:13.0,M. Ellis misses 3-pt jump shot from 24 ft,,66,53
255,3,9:12.0,,Defensive rebound by T. Zeller,66,53
256,3,9:04.0,,J. Sullinger makes 3-pt jump shot from 24 ft (assist by J. Green),66,56
257,3,8:39.0,M. Ellis misses 2-pt layup at rim,,66,56
258,3,8:38.0,,Defensive rebound by E. Turner,66,56
259,3,8:33.0,,A. Bradley makes 2-pt layup from 2 ft,66,58
260,3,8:33.0,,Shooting foul by R. Rondo (drawn by A. Bradley),66,58
261,3,8:33.0,,A. Bradley makes free throw 1 of 1,66,59
262,3,8:18.0,R. Rondo misses 3-pt jump shot from 24 ft,,66,59
263,3,8:17.0,Offensive rebound by D. Nowitzki,,66,59
264,3,8:12.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,66,59
265,3,8:11.0,Offensive rebound by C. Parsons,,66,59
266,3,8:08.0,Shooting foul by J. Green (drawn by T. Chandler),,66,59
267,3,8:08.0,T. Chandler makes free throw 1 of 2,,67,59
268,3,8:08.0,T. Chandler makes free throw 2 of 2,,68,59
269,3,7:53.0,,A. Bradley misses 2-pt jump shot from 19 ft,68,59
270,3,7:51.0,Defensive rebound by R. Rondo,,68,59
271,3,7:43.0,M. Ellis misses 2-pt layup from 2 ft,,68,59
272,3,7:41.0,Offensive rebound by T. Chandler,,68,59
273,3,7:40.0,T. Chandler makes 2-pt hook shot from 2 ft,,70,59
274,3,7:20.0,,J. Green misses 3-pt jump shot from 25 ft,70,59
275,3,7:19.0,Defensive rebound by C. Parsons,,70,59
276,3,7:08.0,R. Rondo makes 2-pt jump shot from 18 ft,,72,59
277,3,6:51.0,,E. Turner misses 2-pt jump shot from 11 ft,72,59
278,3,6:51.0,Defensive rebound by D. Nowitzki,,72,59
279,3,6:39.0,R. Rondo misses 2-pt jump shot from 21 ft,,72,59
280,3,6:37.0,,Defensive rebound by T. Zeller,72,59
281,3,6:28.0,,Personal foul by R. Rondo (drawn by J. Sullinger),72,59
282,3,6:28.0,R. Jefferson enters the game for D. Nowitzki,,72,59
283,3,6:28.0,,K. Olynyk enters the game for T. Zeller,72,59
284,3,6:28.0,D. Harris enters the game for R. Rondo,,72,59
285,3,6:19.0,,A. Bradley misses 2-pt jump shot from 20 ft,72,59
286,3,6:17.0,Defensive rebound by T. Chandler,,72,59
287,3,5:54.0,M. Ellis makes 2-pt jump shot from 19 ft,,74,59
288,3,5:54.0,,Boston full timeout,74,59
289,3,5:54.0,,J. Nelson enters the game for A. Bradley,74,59
290,3,5:31.0,,J. Green misses 2-pt jump shot from 12 ft,74,59
291,3,5:30.0,Defensive rebound by T. Chandler,,74,59
292,3,5:24.0,C. Parsons misses 3-pt jump shot from 24 ft,,74,59
293,3,5:22.0,,Defensive rebound by K. Olynyk,74,59
294,3,5:15.0,,Turnover by E. Turner (bad pass; steal by M. Ellis),74,59
295,3,5:13.0,Personal foul by J. Sullinger (drawn by M. Ellis),,74,59
296,3,5:13.0,,B. Wright enters the game for J. Sullinger,74,59
297,3,5:03.0,C. Parsons misses 2-pt jump shot from 15 ft,,74,59
298,3,5:01.0,,Defensive rebound by J. Nelson,74,59
299,3,4:44.0,,J. Nelson makes 2-pt jump shot from 3 ft,74,61
300,3,4:18.0,T. Chandler misses 2-pt layup from 1 ft (block by B. Wright),,74,61
301,3,4:16.0,,Defensive rebound by B. Wright,74,61
302,3,4:13.0,Offensive charge foul by E. Turner (drawn by D. Harris),,74,61
303,3,4:13.0,,Turnover by E. Turner (offensive foul),74,61
304,3,4:13.0,Dallas full timeout,,74,61
305,3,4:13.0,G. Smith enters the game for T. Chandler,,74,61
306,3,4:13.0,,M. Smart enters the game for E. Turner,74,61
307,3,4:00.0,D. Harris misses 3-pt jump shot from 24 ft,,74,61
308,3,3:59.0,,Defensive rebound by Team,74,61
309,3,3:44.0,,Shooting foul by R. Jefferson (drawn by K. Olynyk),74,61
310,3,3:44.0,,K. Olynyk misses free throw 1 of 2,74,61
311,3,3:44.0,,Offensive rebound by Team,74,61
312,3,3:44.0,,K. Olynyk misses free throw 2 of 2,74,61
313,3,3:43.0,Defensive rebound by C. Parsons,,74,61
314,3,3:33.0,,Offensive charge foul by G. Smith (drawn by K. Olynyk),74,61
315,3,3:33.0,Turnover by G. Smith (offensive foul),,74,61
316,3,3:19.0,,J. Nelson misses 2-pt layup from 1 ft,74,61
317,3,3:18.0,Defensive rebound by R. Jefferson,,74,61
318,3,3:14.0,Shooting foul by J. Green (drawn by C. Parsons),,74,61
319,3,3:14.0,C. Parsons misses free throw 1 of 2,,74,61
320,3,3:14.0,Offensive rebound by Team,,74,61
321,3,3:14.0,C. Parsons makes free throw 2 of 2,,75,61
322,3,2:56.0,,J. Green misses 2-pt jump shot from 6 ft,75,61
323,3,2:55.0,,Offensive rebound by K. Olynyk,75,61
324,3,2:54.0,,K. Olynyk makes 2-pt layup from 1 ft,75,63
325,3,2:40.0,M. Ellis makes 2-pt jump shot from 20 ft,,77,63
326,3,2:26.0,,M. Smart misses 3-pt jump shot from 24 ft,77,63
327,3,2:25.0,,Offensive rebound by K. Olynyk,77,63
328,3,2:23.0,,Turnover by K. Olynyk (lost ball; steal by D. Harris),77,63
329,3,2:09.0,D. Harris makes 2-pt layup from 2 ft,,79,63
330,3,2:01.0,,Shooting foul by G. Smith (drawn by J. Nelson),79,63
331,3,2:01.0,,J. Nelson makes free throw 1 of 2,79,64
332,3,2:01.0,,J. Crowder enters the game for J. Green,79,64
333,3,2:01.0,D. Nowitzki enters the game for C. Parsons,,79,64
334,3,2:01.0,R. Rondo enters the game for M. Ellis,,79,64
335,3,2:01.0,T. Chandler enters the game for G. Smith,,79,64
336,3,2:01.0,,B. Bass enters the game for K. Olynyk,79,64
337,3,2:01.0,,J. Nelson misses free throw 2 of 2,79,64
338,3,1:59.0,,Offensive rebound by Team,79,64
339,3,1:49.0,,J. Nelson misses 2-pt layup from 1 ft,79,64
340,3,1:47.0,Defensive rebound by T. Chandler,,79,64
341,3,1:33.0,D. Harris makes 3-pt jump shot from 25 ft (assist by R. Rondo),,82,64
342,3,1:13.0,,J. Crowder misses 3-pt jump shot from 24 ft,82,64
343,3,1:12.0,Defensive rebound by T. Chandler,,82,64
344,3,1:04.0,D. Nowitzki makes 2-pt layup from 2 ft (assist by D. Harris),,84,64
345,3,1:04.0,Shooting foul by J. Crowder (drawn by D. Nowitzki),,84,64
346,3,1:04.0,D. Nowitzki makes free throw 1 of 1,,85,64
347,3,0:51.0,,J. Nelson misses 3-pt jump shot from 24 ft,85,64
348,3,0:48.0,Defensive rebound by Team,,85,64
349,3,0:34.0,Shooting foul by J. Nelson (drawn by D. Harris),,85,64
350,3,0:34.0,D. Harris makes free throw 1 of 2,,86,64
351,3,0:34.0,D. Harris makes free throw 2 of 2,,87,64
352,3,0:15.0,,M. Smart misses 3-pt jump shot from 26 ft,87,64
353,3,0:13.0,Defensive rebound by R. Rondo,,87,64
354,3,0:07.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by R. Rondo),,90,64
355,3,0:02.0,,Turnover by B. Bass (bad pass),90,64
356,3,0:00.0,R. Jefferson makes 2-pt dunk at rim (assist by D. Nowitzki),,92,64
357,4,11:49.0,,T. Zeller makes 2-pt jump shot from 4 ft (assist by A. Bradley),92,66
358,4,11:49.0,,Shooting foul by R. Jefferson (drawn by T. Zeller),92,66
359,4,11:49.0,,T. Zeller makes free throw 1 of 1,92,67
360,4,11:38.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,92,67
361,4,11:37.0,Offensive rebound by T. Chandler,,92,67
362,4,11:35.0,D. Harris misses 3-pt jump shot from 24 ft,,92,67
363,4,11:33.0,,Defensive rebound by Team,92,67
364,4,11:21.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by M. Smart),92,69
365,4,10:59.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,92,69
366,4,10:58.0,,Defensive rebound by T. Zeller,92,69
367,4,10:54.0,,Personal foul by D. Harris (drawn by B. Bass),92,69
368,4,10:50.0,,Personal foul by R. Jefferson (drawn by A. Bradley),92,69
369,4,10:47.0,,Offensive foul by T. Zeller (drawn by R. Rondo),92,69
370,4,10:47.0,,Turnover by T. Zeller (offensive foul),92,69
371,4,10:38.0,Turnover by D. Nowitzki (bad pass; steal by M. Smart),,92,69
372,4,10:33.0,,B. Bass makes 2-pt dunk at rim (assist by M. Smart),92,71
373,4,10:33.0,Dallas full timeout,,92,71
374,4,10:33.0,G. Smith enters the game for T. Chandler,,92,71
375,4,10:18.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by G. Smith),,94,71
376,4,10:02.0,,A. Bradley makes 3-pt jump shot from 24 ft,94,74
377,4,9:36.0,R. Jefferson misses 2-pt jump shot from 5 ft,,94,74
378,4,9:35.0,,Defensive rebound by T. Zeller,94,74
379,4,9:25.0,,J. Crowder misses 2-pt jump shot from 11 ft,94,74
380,4,9:24.0,Defensive rebound by D. Nowitzki,,94,74
381,4,9:12.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by D. Harris),,97,74
382,4,9:06.0,,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),97,76
383,4,8:45.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,97,76
384,4,8:44.0,,Defensive rebound by T. Zeller,97,76
385,4,8:36.0,C. Parsons enters the game for D. Nowitzki,,97,76
386,4,8:36.0,M. Ellis enters the game for D. Harris,,97,76
387,4,8:36.0,T. Chandler enters the game for G. Smith,,97,76
