,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
394,4,5:40.0,,Turnover by Team (shot clock),90,82
395,4,5:29.0,G. Green makes 2-pt jump shot from 18 ft,,92,82
396,4,5:29.0,Shooting foul by B. Beal (drawn by G. Green),,92,82
397,4,5:29.0,G. Green makes free throw 1 of 1,,93,82
398,4,5:14.0,,Shooting foul by A. Len (drawn by B. Beal),93,82
399,4,5:14.0,,B. Beal misses free throw 1 of 2,93,82
400,4,5:14.0,,Offensive rebound by Team,93,82
401,4,5:14.0,,B. Beal makes free throw 2 of 2,93,83
402,4,4:59.0,Turnover by G. Green (bad pass; steal by B. Beal),,93,83
403,4,4:49.0,,Shooting foul by G. Green (drawn by P. Pierce),93,83
404,4,4:49.0,,P. Pierce misses free throw 1 of 2,93,83
405,4,4:49.0,,Offensive rebound by Team,93,83
406,4,4:49.0,E. Bledsoe enters the game for G. Green,,93,83
407,4,4:49.0,G. Dragić enters the game for A. Len,,93,83
408,4,4:49.0,,P. Pierce makes free throw 2 of 2,93,84
409,4,4:33.0,M. Morris misses 2-pt jump shot from 18 ft,,93,84
410,4,4:32.0,,Defensive rebound by B. Beal,93,84
411,4,4:20.0,,J. Wall makes 2-pt jump shot from 18 ft,93,86
412,4,4:00.0,I. Thomas misses 2-pt jump shot from 16 ft,,93,86
413,4,3:59.0,,Defensive rebound by B. Beal,93,86
414,4,3:44.0,,B. Beal misses 2-pt jump shot from 12 ft,93,86
415,4,3:43.0,,Offensive rebound by R. Butler,93,86
416,4,3:37.0,,Shooting foul by I. Thomas (drawn by B. Beal),93,86
417,4,3:37.0,,B. Beal misses free throw 1 of 2,93,86
418,4,3:37.0,,Offensive rebound by Team,93,86
419,4,3:37.0,,B. Beal makes free throw 2 of 2,93,87
420,4,3:37.0,Phoenix full timeout,,93,87
421,4,3:24.0,G. Dragić misses 3-pt jump shot from 25 ft,,93,87
422,4,3:23.0,,Defensive rebound by R. Butler,93,87
423,4,3:09.0,,B. Beal misses 2-pt jump shot from 9 ft,93,87
424,4,3:08.0,Defensive rebound by G. Dragić,,93,87
425,4,3:04.0,I. Thomas makes 2-pt layup from 1 ft (assist by G. Dragić),,95,87
426,4,2:40.0,,P. Pierce makes 2-pt layup from 2 ft (assist by J. Wall),95,89
427,4,2:15.0,M. Morris makes 2-pt jump shot from 15 ft (assist by I. Thomas),,97,89
428,4,2:02.0,,P. Pierce misses 3-pt jump shot from 24 ft,97,89
429,4,2:01.0,Defensive rebound by E. Bledsoe,,97,89
430,4,1:56.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,99,89
431,4,1:56.0,,Washington full timeout,99,89
432,4,1:37.0,,B. Beal misses 3-pt jump shot from 26 ft,99,89
433,4,1:36.0,Defensive rebound by I. Thomas,,99,89
434,4,1:18.0,E. Bledsoe makes 2-pt layup from 2 ft,,101,89
435,4,1:05.0,,K. Séraphin misses 2-pt jump shot from 17 ft,101,89
436,4,1:04.0,Defensive rebound by G. Dragić,,101,89
437,4,1:01.0,E. Bledsoe makes 2-pt layup at rim (assist by G. Dragić),,103,89
438,4,1:01.0,Shooting foul by K. Séraphin (drawn by E. Bledsoe),,103,89
439,4,1:01.0,,G. Temple enters the game for J. Wall,103,89
440,4,1:01.0,,O. Porter enters the game for P. Pierce,103,89
441,4,1:01.0,E. Bledsoe makes free throw 1 of 1,,104,89
442,4,0:50.0,,Turnover by B. Beal (lost ball),104,89
443,4,0:50.0,,D. Gooden enters the game for B. Beal,104,89
444,4,0:27.0,I. Thomas misses 2-pt layup from 1 ft (block by K. Séraphin),,104,89
445,4,0:24.0,,Defensive rebound by D. Gooden,104,89
446,4,0:20.0,,Shooting foul by M. Morris (drawn by R. Butler),104,89
447,4,0:20.0,,R. Butler makes free throw 1 of 3,104,90
448,4,0:20.0,,R. Butler makes free throw 2 of 3,104,91
449,4,0:20.0,,R. Butler makes free throw 3 of 3,104,92
