,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,HOUSTON_ACTION,MEMPHIS_SCORE,HOUSTON_SCORE
76,1,1:55.0,T. Allen misses 2-pt layup from 2 ft,,20,27
77,1,1:53.0,,Defensive rebound by J. Smith,20,27
78,1,1:49.0,,Personal foul by J. Leuer (drawn by T. Jones),20,27
79,1,1:37.0,,T. Jones makes 2-pt layup at rim (assist by J. Smith),20,29
80,1,1:22.0,M. Gasol makes 2-pt hook shot from 6 ft (assist by C. Lee),,22,29
81,1,1:05.0,,J. Smith misses 3-pt jump shot from 25 ft,22,29
82,1,1:04.0,Defensive rebound by T. Allen,,22,29
83,1,0:46.0,Memphis full timeout,,22,29
84,1,0:44.0,Turnover by M. Gasol (bad pass; steal by J. Terry),,22,29
85,1,0:41.0,,J. Terry makes 2-pt layup from 2 ft,22,31
86,1,0:29.0,B. Udrih makes 2-pt jump shot from 20 ft,,24,31
87,1,0:05.0,,J. Harden misses 2-pt jump shot from 20 ft,24,31
88,1,0:04.0,,Offensive rebound by T. Jones,24,31
89,1,0:04.0,,T. Jones misses 2-pt tip-in from 1 ft,24,31
90,1,0:03.0,Defensive rebound by J. Leuer,,24,31
91,2,11:43.0,J. Leuer misses 3-pt jump shot from 24 ft,,24,31
92,2,11:42.0,,Defensive rebound by J. Smith,24,31
93,2,11:36.0,,Shooting foul by T. Allen (drawn by J. Smith),24,31
94,2,11:36.0,,J. Smith makes free throw 1 of 2,24,32
95,2,11:36.0,,J. Smith makes free throw 2 of 2,24,33
96,2,11:18.0,Shooting foul by J. Smith (drawn by N. Calathes),,24,33
97,2,11:18.0,N. Calathes makes free throw 1 of 2,,25,33
98,2,11:18.0,N. Calathes makes free throw 2 of 2,,26,33
99,2,11:01.0,,Turnover by C. Brewer (lost ball; steal by N. Calathes),26,33
100,2,10:52.0,Shooting foul by J. Dorsey (drawn by J. Leuer),,26,33
101,2,10:52.0,J. Leuer makes free throw 1 of 2,,27,33
102,2,10:52.0,J. Leuer makes free throw 2 of 2,,28,33
103,2,10:41.0,,T. Ariza makes 2-pt jump shot from 19 ft,28,35
104,2,10:25.0,N. Calathes misses 3-pt jump shot from 24 ft,,28,35
105,2,10:23.0,,Defensive rebound by J. Smith,28,35
106,2,10:09.0,,J. Smith misses 2-pt jump shot from 5 ft,28,35
107,2,10:08.0,,Offensive rebound by J. Smith,28,35
108,2,10:02.0,,T. Ariza misses 3-pt jump shot from 23 ft,28,35
109,2,10:00.0,Defensive rebound by N. Calathes,,28,35
110,2,9:55.0,N. Calathes makes 2-pt jump shot from 12 ft,,30,35
111,2,9:36.0,,J. Smith misses 2-pt jump shot from 21 ft,30,35
112,2,9:35.0,,Offensive rebound by J. Dorsey,30,35
113,2,9:33.0,,Turnover by J. Dorsey (lost ball; steal by N. Calathes),30,35
114,2,9:28.0,J. Leuer misses 2-pt layup from 3 ft (block by J. Smith),,30,35
115,2,9:28.0,Offensive rebound by Team,,30,35
116,2,9:28.0,,D. Motiejūnas enters the game for J. Dorsey,30,35
117,2,9:28.0,J. Green enters the game for J. Leuer,,30,35
118,2,9:21.0,B. Udrih misses 2-pt jump shot from 13 ft,,30,35
119,2,9:19.0,,Defensive rebound by J. Smith,30,35
120,2,9:07.0,,C. Brewer misses 2-pt layup from 3 ft (block by K. Koufos),30,35
121,2,9:06.0,Defensive rebound by N. Calathes,,30,35
122,2,9:00.0,T. Allen makes 2-pt layup at rim (assist by N. Calathes),,32,35
123,2,8:46.0,,J. Terry makes 3-pt jump shot from 24 ft,32,38
124,2,8:29.0,K. Koufos misses 2-pt hook shot from 9 ft,,32,38
125,2,8:27.0,,Defensive rebound by T. Ariza,32,38
126,2,8:25.0,,Turnover by T. Ariza (bad pass; steal by N. Calathes),32,38
127,2,8:21.0,Shooting block foul by D. Motiejūnas (drawn by K. Koufos),,32,38
128,2,8:21.0,Official timeout,,32,38
129,2,8:21.0,,J. Dorsey enters the game for D. Motiejūnas,32,38
130,2,8:21.0,,J. Harden enters the game for C. Brewer,32,38
131,2,8:21.0,,T. Jones enters the game for J. Smith,32,38
132,2,8:21.0,K. Koufos misses free throw 1 of 2,,32,38
133,2,8:21.0,Offensive rebound by Team,,32,38
134,2,8:21.0,K. Koufos makes free throw 2 of 2,,33,38
135,2,8:00.0,,J. Harden makes 2-pt layup at rim,33,40
136,2,7:44.0,B. Udrih misses 3-pt jump shot from 25 ft,,33,40
137,2,7:42.0,,Defensive rebound by T. Ariza,33,40
138,2,7:18.0,,T. Ariza makes 2-pt jump shot from 21 ft (assist by J. Harden),33,42
139,2,6:59.0,J. Green makes 2-pt layup from 3 ft,,35,42
140,2,6:48.0,M. Conley enters the game for B. Udrih,,35,42
141,2,6:48.0,,P. Beverley enters the game for J. Terry,35,42
142,2,6:37.0,,Turnover by J. Dorsey (bad pass; steal by N. Calathes),35,42
143,2,6:26.0,N. Calathes makes 3-pt jump shot from 24 ft (assist by J. Green),,38,42
144,2,6:09.0,,Personal foul by M. Conley (drawn by P. Beverley),38,42
145,2,6:00.0,,T. Ariza makes 2-pt jump shot from 20 ft (assist by J. Harden),38,44
146,2,5:37.0,J. Green misses 2-pt jump shot from 6 ft (block by J. Harden),,38,44
147,2,5:37.0,Offensive rebound by Team,,38,44
148,2,5:37.0,,Houston full timeout,38,44
149,2,5:35.0,J. Green misses 2-pt layup from 1 ft (block by T. Jones),,38,44
150,2,5:34.0,Offensive rebound by K. Koufos,,38,44
151,2,5:34.0,Shooting foul by T. Jones (drawn by K. Koufos),,38,44
152,2,5:34.0,K. Koufos misses free throw 1 of 2,,38,44
153,2,5:34.0,Offensive rebound by Team,,38,44
154,2,5:34.0,K. Koufos makes free throw 2 of 2,,39,44
155,2,5:19.0,,Turnover by J. Harden (bad pass; steal by K. Koufos),39,44
156,2,5:13.0,K. Koufos makes 2-pt layup from 1 ft (assist by J. Green),,41,44
157,2,4:52.0,,J. Dorsey makes 2-pt layup at rim,41,46
158,2,4:40.0,M. Conley makes 3-pt jump shot from 24 ft (assist by N. Calathes),,44,46
159,2,4:29.0,,J. Harden makes 2-pt layup from 1 ft,44,48
160,2,4:13.0,T. Allen misses 2-pt layup from 2 ft,,44,48
161,2,4:12.0,,Defensive rebound by J. Dorsey,44,48
162,2,4:01.0,,P. Beverley misses 2-pt layup from 2 ft,44,48
163,2,3:59.0,Defensive rebound by J. Green,,44,48
164,2,3:55.0,T. Allen misses 2-pt layup from 2 ft,,44,48
165,2,3:54.0,,Defensive rebound by P. Beverley,44,48
166,2,3:41.0,,T. Ariza misses 3-pt jump shot from 24 ft,44,48
167,2,3:40.0,,Offensive rebound by J. Dorsey,44,48
168,2,3:40.0,,Personal foul by T. Allen (drawn by J. Dorsey),44,48
169,2,3:40.0,M. Gasol enters the game for K. Koufos,,44,48
170,2,3:40.0,Z. Randolph enters the game for N. Calathes,,44,48
171,2,3:40.0,,J. Smith enters the game for T. Jones,44,48
172,2,3:40.0,,C. Brewer enters the game for T. Ariza,44,48
173,2,3:32.0,,Shooting foul by J. Green (drawn by J. Harden),44,48
174,2,3:32.0,,J. Harden makes free throw 1 of 2,44,49
175,2,3:32.0,,J. Harden makes free throw 2 of 2,44,50
176,2,3:21.0,Z. Randolph makes 2-pt layup at rim (assist by M. Conley),,46,50
177,2,3:01.0,,P. Beverley makes 2-pt layup from 2 ft (assist by J. Harden),46,52
178,2,2:36.0,Personal foul by J. Dorsey (drawn by M. Conley),,46,52
179,2,2:36.0,Memphis full timeout,,46,52
180,2,2:36.0,,T. Jones enters the game for J. Dorsey,46,52
181,2,2:36.0,C. Lee enters the game for T. Allen,,46,52
182,2,2:36.0,M. Conley makes free throw 1 of 2,,47,52
183,2,2:36.0,M. Conley makes free throw 2 of 2,,48,52
184,2,2:13.0,,T. Jones makes 2-pt layup from 1 ft,48,54
185,2,1:55.0,C. Lee misses 2-pt jump shot from 15 ft,,48,54
186,2,1:53.0,,Defensive rebound by C. Brewer,48,54
187,2,1:40.0,,J. Smith makes 2-pt layup from 1 ft (assist by C. Brewer),48,56
188,2,1:18.0,J. Green misses 3-pt jump shot from 23 ft,,48,56
189,2,1:17.0,Offensive rebound by Z. Randolph,,48,56
190,2,1:13.0,M. Gasol makes 2-pt layup from 2 ft (assist by Z. Randolph),,50,56
191,2,1:02.0,,Turnover by J. Harden (lost ball; steal by Z. Randolph),50,56
192,2,0:58.0,M. Conley makes 2-pt layup from 1 ft (assist by C. Lee),,52,56
193,2,0:48.0,,Houston full timeout,52,56
194,2,0:43.0,,J. Harden misses 3-pt jump shot from 24 ft,52,56
195,2,0:42.0,Defensive rebound by M. Gasol,,52,56
196,2,0:26.0,M. Gasol makes 2-pt hook shot from 8 ft,,54,56
197,2,0:01.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Harden),54,59
198,3,11:39.0,M. Gasol makes 2-pt jump shot from 8 ft (assist by Z. Randolph),,56,59
199,3,11:29.0,,T. Ariza misses 3-pt jump shot from 25 ft,56,59
200,3,11:28.0,Defensive rebound by M. Conley,,56,59
201,3,11:17.0,Z. Randolph makes 2-pt jump shot from 17 ft (assist by J. Green),,58,59
202,3,10:57.0,,D. Motiejūnas misses 2-pt jump shot from 7 ft,58,59
203,3,10:56.0,Defensive rebound by Z. Randolph,,58,59
204,3,10:42.0,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),,60,59
205,3,10:17.0,,J. Harden misses 3-pt jump shot from 25 ft,60,59
206,3,10:16.0,Defensive rebound by M. Gasol,,60,59
207,3,10:08.0,,Violation by T. Jones (kicked ball),60,59
208,3,9:57.0,C. Lee misses 2-pt jump shot from 15 ft,,60,59
209,3,9:55.0,,Defensive rebound by T. Ariza,60,59
210,3,9:48.0,,Personal foul by M. Conley (drawn by P. Beverley),60,59
211,3,9:32.0,,P. Beverley misses 2-pt layup from 2 ft,60,59
212,3,9:31.0,,Offensive rebound by T. Jones,60,59
213,3,9:31.0,,T. Jones makes 2-pt dunk at rim,60,61
214,3,9:09.0,Turnover by M. Conley (bad pass; steal by T. Ariza),,60,61
215,3,9:04.0,,J. Harden makes 2-pt layup from 1 ft,60,63
216,3,8:43.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Gasol),,62,63
217,3,8:43.0,Shooting foul by P. Beverley (drawn by Z. Randolph),,62,63
218,3,8:43.0,Z. Randolph makes free throw 1 of 1,,63,63
219,3,8:20.0,,T. Ariza makes 2-pt jump shot from 8 ft,63,65
220,3,7:57.0,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),,65,65
221,3,7:43.0,,Turnover by T. Jones (lost ball; steal by M. Conley),65,65
222,3,7:34.0,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),,67,65
223,3,7:34.0,,Houston full timeout,67,65
224,3,7:19.0,,P. Beverley misses 3-pt jump shot from 23 ft,67,65
225,3,7:18.0,,Offensive rebound by T. Jones,67,65
226,3,7:14.0,,Turnover by D. Motiejūnas (lost ball; steal by Z. Randolph),67,65
227,3,7:05.0,J. Green misses 2-pt jump shot from 19 ft,,67,65
228,3,7:05.0,Offensive rebound by Team,,67,65
229,3,7:05.0,,Loose ball foul by P. Beverley (drawn by M. Gasol),67,65
230,3,6:49.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by J. Green),,69,65
231,3,6:39.0,,Personal foul by C. Lee (drawn by J. Harden),69,65
232,3,6:27.0,,J. Harden misses 3-pt jump shot from 25 ft,69,65
233,3,6:26.0,Defensive rebound by J. Green,,69,65
234,3,6:14.0,Z. Randolph makes 2-pt hook shot from 6 ft,,71,65
235,3,6:01.0,,Personal foul by Z. Randolph (drawn by T. Ariza),71,65
236,3,6:01.0,,J. Smith enters the game for P. Beverley,71,65
237,3,6:01.0,,J. Terry enters the game for T. Jones,71,65
238,3,5:49.0,,D. Motiejūnas misses 2-pt hook shot from 8 ft,71,65
239,3,5:47.0,,Offensive rebound by J. Smith,71,65
240,3,5:46.0,,J. Smith makes 2-pt hook shot from 8 ft,71,67
241,3,5:33.0,M. Conley misses 3-pt jump shot from 25 ft,,71,67
242,3,5:31.0,,Defensive rebound by J. Harden,71,67
243,3,5:26.0,,J. Smith makes 2-pt jump shot from 5 ft (assist by J. Harden),71,69
244,3,5:08.0,M. Conley makes 2-pt layup from 2 ft (assist by Z. Randolph),,73,69
245,3,4:52.0,,D. Motiejūnas misses 2-pt layup from 1 ft,73,69
246,3,4:51.0,,Offensive rebound by D. Motiejūnas,73,69
247,3,4:51.0,,D. Motiejūnas misses 2-pt tip-in from 1 ft,73,69
248,3,4:50.0,Defensive rebound by M. Gasol,,73,69
249,3,4:43.0,Turnover by Z. Randolph (bad pass; steal by D. Motiejūnas),,73,69
250,3,4:38.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by D. Motiejūnas),73,72
251,3,4:19.0,Z. Randolph misses 2-pt jump shot from 13 ft,,73,72
252,3,4:17.0,,Defensive rebound by T. Ariza,73,72
253,3,4:06.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,73,72
254,3,4:04.0,Defensive rebound by Z. Randolph,,73,72
255,3,3:46.0,Turnover by M. Gasol (bad pass; steal by J. Harden),,73,72
256,3,3:43.0,,Personal foul by C. Lee (drawn by J. Harden),73,72
257,3,3:43.0,Memphis full timeout,,73,72
258,3,3:43.0,,T. Jones enters the game for T. Ariza,73,72
259,3,3:43.0,,C. Brewer enters the game for D. Motiejūnas,73,72
260,3,3:43.0,T. Allen enters the game for J. Green,,73,72
261,3,3:31.0,,C. Brewer misses 3-pt jump shot from 23 ft,73,72
262,3,3:30.0,Defensive rebound by Z. Randolph,,73,72
263,3,3:11.0,C. Lee misses 2-pt jump shot from 21 ft,,73,72
264,3,3:09.0,,Defensive rebound by J. Harden,73,72
265,3,3:04.0,,J. Terry makes 3-pt jump shot from 22 ft (assist by J. Harden),73,75
266,3,2:49.0,C. Lee misses 3-pt jump shot from 23 ft,,73,75
267,3,2:48.0,,Defensive rebound by T. Jones,73,75
268,3,2:26.0,,J. Smith misses 3-pt jump shot from 25 ft,73,75
269,3,2:25.0,Defensive rebound by T. Allen,,73,75
270,3,2:17.0,Turnover by M. Conley (bad pass; steal by J. Smith),,73,75
271,3,2:07.0,,Turnover by J. Terry (lost ball; steal by Z. Randolph),73,75
272,3,2:02.0,T. Allen makes 2-pt layup from 1 ft,,75,75
273,3,1:44.0,,Turnover by J. Harden (bad pass; steal by T. Allen),75,75
274,3,1:40.0,Shooting block foul by C. Brewer (drawn by M. Conley),,75,75
275,3,1:40.0,M. Conley makes free throw 1 of 2,,76,75
276,3,1:40.0,K. Koufos enters the game for M. Gasol,,76,75
277,3,1:40.0,M. Conley makes free throw 2 of 2,,77,75
278,3,1:16.0,,Turnover by Team (shot clock),77,75
279,3,1:16.0,B. Udrih enters the game for M. Conley,,77,75
280,3,0:57.0,B. Udrih makes 2-pt layup from 1 ft (assist by K. Koufos),,79,75
281,3,0:46.0,,T. Jones makes 2-pt dunk at rim (assist by J. Smith),79,77
282,3,0:30.0,B. Udrih misses 3-pt jump shot from 25 ft,,79,77
283,3,0:29.0,,Defensive rebound by T. Jones,79,77
284,3,0:08.0,,J. Smith makes 2-pt layup from 1 ft,79,79
285,3,0:01.0,B. Udrih misses 2-pt jump shot from 13 ft,,79,79
286,3,0:00.0,Offensive rebound by Team,,79,79
287,4,11:42.0,,D. Motiejūnas misses 2-pt hook shot from 8 ft,79,79
288,4,11:40.0,Defensive rebound by K. Koufos,,79,79
289,4,11:17.0,Z. Randolph makes 2-pt hook shot from 9 ft,,81,79
290,4,10:58.0,,J. Terry misses 2-pt jump shot from 11 ft,81,79
291,4,10:55.0,,Offensive rebound by D. Motiejūnas,81,79
292,4,10:52.0,,D. Motiejūnas misses 2-pt layup from 2 ft,81,79
293,4,10:50.0,Defensive rebound by N. Calathes,,81,79
294,4,10:43.0,B. Udrih misses 2-pt jump shot from 12 ft,,81,79
295,4,10:41.0,Offensive rebound by Z. Randolph,,81,79
296,4,10:40.0,Z. Randolph makes 2-pt layup from 2 ft,,83,79
297,4,10:25.0,,Turnover by D. Motiejūnas (bad pass; steal by T. Allen),83,79
298,4,10:22.0,T. Allen makes 2-pt layup from 1 ft,,85,79
299,4,10:22.0,,Houston full timeout,85,79
300,4,10:02.0,,T. Jones misses 2-pt jump shot from 7 ft,85,79
301,4,10:00.0,Defensive rebound by T. Allen,,85,79
302,4,9:44.0,K. Koufos makes 2-pt hook shot from 4 ft (assist by Z. Randolph),,87,79
303,4,9:23.0,,J. Terry misses 3-pt jump shot from 26 ft,87,79
304,4,9:21.0,Defensive rebound by K. Koufos,,87,79
305,4,9:06.0,T. Allen makes 2-pt layup from 2 ft (assist by Z. Randolph),,89,79
306,4,9:03.0,,Houston full timeout,89,79
307,4,9:03.0,,J. Smith enters the game for D. Motiejūnas,89,79
308,4,9:03.0,,P. Beverley enters the game for J. Terry,89,79
309,4,9:03.0,,J. Harden enters the game for T. Ariza,89,79
310,4,8:48.0,,Personal foul by N. Calathes (drawn by J. Smith),89,79
311,4,8:48.0,,T. Ariza enters the game for T. Jones,89,79
312,4,8:40.0,,C. Brewer misses 2-pt layup from 3 ft,89,79
313,4,8:39.0,Defensive rebound by N. Calathes,,89,79
314,4,8:24.0,N. Calathes misses 2-pt layup from 4 ft,,89,79
315,4,8:22.0,Offensive rebound by T. Allen,,89,79
316,4,8:13.0,Personal foul by J. Harden (drawn by Z. Randolph),,89,79
317,4,7:58.0,N. Calathes misses 3-pt jump shot from 24 ft,,89,79
318,4,7:58.0,Offensive rebound by Team,,89,79
319,4,7:58.0,Turnover by Team (shot clock),,89,79
320,4,7:38.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by T. Ariza),89,82
321,4,7:30.0,Memphis full timeout,,89,82
322,4,7:30.0,M. Gasol enters the game for K. Koufos,,89,82
323,4,7:19.0,N. Calathes misses 2-pt layup from 2 ft,,89,82
324,4,7:18.0,Offensive rebound by T. Allen,,89,82
325,4,7:17.0,T. Allen makes 2-pt layup at rim,,91,82
326,4,7:03.0,,P. Beverley makes 2-pt layup from 2 ft,91,84
327,4,6:37.0,Z. Randolph misses 2-pt jump shot from 8 ft,,91,84
328,4,6:36.0,,Defensive rebound by C. Brewer,91,84
329,4,6:35.0,,Personal foul by T. Allen (drawn by C. Brewer),91,84
330,4,6:35.0,J. Green enters the game for Z. Randolph,,91,84
331,4,6:35.0,M. Conley enters the game for B. Udrih,,91,84
332,4,6:25.0,,J. Smith misses 3-pt jump shot from 24 ft,91,84
333,4,6:23.0,Defensive rebound by T. Allen,,91,84
334,4,6:09.0,M. Conley makes 2-pt jump shot from 10 ft,,93,84
335,4,5:50.0,,J. Smith misses 2-pt layup from 1 ft,93,84
336,4,5:49.0,,Offensive rebound by J. Smith,93,84
337,4,5:47.0,,J. Smith misses 2-pt hook shot from 5 ft,93,84
338,4,5:45.0,Defensive rebound by M. Gasol,,93,84
339,4,5:31.0,J. Green makes 3-pt jump shot from 23 ft (assist by M. Gasol),,96,84
340,4,5:21.0,,J. Harden misses 3-pt jump shot from 25 ft,96,84
341,4,5:19.0,Defensive rebound by M. Gasol,,96,84
342,4,4:56.0,M. Gasol misses 3-pt jump shot from 24 ft,,96,84
343,4,4:54.0,,Defensive rebound by P. Beverley,96,84
344,4,4:49.0,,C. Brewer makes 2-pt layup from 2 ft (assist by P. Beverley),96,86
345,4,4:22.0,J. Green misses 3-pt jump shot from 23 ft,,96,86
346,4,4:21.0,,Defensive rebound by Team,96,86
347,4,4:21.0,,T. Jones enters the game for J. Smith,96,86
348,4,4:12.0,,J. Harden misses 2-pt layup from 1 ft,96,86
349,4,4:10.0,Defensive rebound by N. Calathes,,96,86
350,4,4:07.0,,Offensive charge foul by N. Calathes (drawn by P. Beverley),96,86
351,4,4:07.0,Turnover by N. Calathes (offensive foul),,96,86
352,4,4:07.0,C. Lee enters the game for N. Calathes,,96,86
353,4,3:46.0,,T. Jones makes 2-pt hook shot from 4 ft,96,88
354,4,3:46.0,,Shooting foul by T. Allen (drawn by T. Jones),96,88
355,4,3:46.0,,T. Jones makes free throw 1 of 1,96,89
356,4,3:26.0,C. Lee misses 3-pt jump shot from 24 ft,,96,89
357,4,3:25.0,,Defensive rebound by T. Jones,96,89
358,4,3:16.0,,T. Jones makes 2-pt dunk at rim (assist by J. Harden),96,91
359,4,3:16.0,Memphis full timeout,,96,91
360,4,3:16.0,Z. Randolph enters the game for C. Lee,,96,91
361,4,3:01.0,M. Conley makes 2-pt jump shot from 12 ft (assist by M. Gasol),,98,91
362,4,2:38.0,,T. Jones makes 2-pt jump shot from 8 ft,98,93
363,4,2:14.0,M. Conley misses 2-pt jump shot from 21 ft,,98,93
364,4,2:13.0,,Defensive rebound by T. Ariza,98,93
365,4,2:03.0,,C. Brewer makes 3-pt jump shot from 22 ft (assist by J. Harden),98,96
366,4,1:45.0,,Offensive charge foul by T. Allen (drawn by C. Brewer),98,96
367,4,1:45.0,Turnover by T. Allen (offensive foul),,98,96
368,4,1:45.0,C. Lee enters the game for T. Allen,,98,96
369,4,1:37.0,,Personal foul by C. Lee (drawn by J. Harden),98,96
370,4,1:27.0,,J. Harden makes 2-pt jump shot from 15 ft,98,98
371,4,1:08.0,Shooting foul by C. Brewer (drawn by C. Lee),,98,98
372,4,1:08.0,C. Lee makes free throw 1 of 2,,99,98
373,4,1:08.0,C. Lee makes free throw 2 of 2,,100,98
374,4,0:59.0,,T. Jones misses 2-pt layup at rim (block by M. Gasol),100,98
375,4,0:59.0,,Offensive rebound by T. Jones,100,98
376,4,0:56.0,,T. Jones makes 2-pt hook shot from 3 ft,100,100
377,4,0:31.0,M. Gasol misses 2-pt jump shot from 20 ft,,100,100
378,4,0:30.0,,Defensive rebound by P. Beverley,100,100
379,4,0:06.0,,J. Harden misses 2-pt layup from 4 ft (block by Z. Randolph),100,100
380,4,0:05.0,Defensive rebound by Z. Randolph,,100,100
381,4,0:05.0,Memphis full timeout,,100,100
382,4,0:00.0,M. Gasol makes 2-pt jump shot from 9 ft,,102,100
383,4,0:00.0,,Houston full timeout,102,100
