,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHOENIX_ACTION,CHARLOTTE_SCORE,PHOENIX_SCORE
385,4,4:23.0,C. Zeller enters the game for M. Williams,,91,85
386,4,4:23.0,G. Neal enters the game for G. Henderson,,91,85
387,4,4:03.0,G. Neal misses 2-pt jump shot from 18 ft,,91,85
388,4,4:02.0,,Defensive rebound by M. Plumlee,91,85
389,4,3:42.0,,E. Bledsoe misses 3-pt jump shot from 22 ft,91,85
390,4,3:41.0,,Offensive rebound by M. Morris,91,85
391,4,3:40.0,,Personal foul by G. Neal (drawn by M. Morris),91,85
392,4,3:26.0,,M. Morris makes 2-pt layup from 3 ft,91,87
393,4,3:00.0,G. Neal misses 2-pt jump shot from 12 ft,,91,87
394,4,3:00.0,,Defensive rebound by P. Tucker,91,87
395,4,2:55.0,,Offensive foul by G. Dragić (drawn by C. Zeller),91,87
396,4,2:55.0,,Turnover by G. Dragić (offensive foul),91,87
397,4,2:41.0,K. Walker misses 2-pt layup from 2 ft,,91,87
398,4,2:40.0,Offensive rebound by C. Zeller,,91,87
399,4,2:38.0,C. Zeller makes 2-pt layup at rim,,93,87
400,4,2:37.0,,Phoenix full timeout,93,87
401,4,2:22.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,93,87
402,4,2:21.0,Defensive rebound by A. Jefferson,,93,87
403,4,2:17.0,Turnover by C. Zeller (offensive foul),,93,87
404,4,2:17.0,Offensive foul by C. Zeller (drawn by G. Dragić),,93,87
405,4,1:55.0,,M. Morris misses 3-pt jump shot from 25 ft,93,87
406,4,1:54.0,,Offensive rebound by P. Tucker,93,87
407,4,1:53.0,,P. Tucker makes 2-pt layup from 1 ft,93,89
408,4,1:31.0,C. Zeller makes 2-pt layup at rim (assist by L. Stephenson),,95,89
409,4,1:20.0,,M. Morris misses 3-pt jump shot from 24 ft,95,89
410,4,1:19.0,Defensive rebound by K. Walker,,95,89
411,4,1:02.0,K. Walker makes 2-pt layup from 1 ft,,97,89
412,4,1:02.0,,Phoenix full timeout,97,89
413,4,1:02.0,,M. Morris enters the game for M. Plumlee,97,89
414,4,1:02.0,M. Williams enters the game for A. Jefferson,,97,89
415,4,0:58.0,,E. Bledsoe makes 2-pt layup from 1 ft,97,91
416,4,0:37.0,L. Stephenson makes 2-pt layup from 1 ft (assist by C. Zeller),,99,91
417,4,0:33.0,,G. Dragić makes 2-pt layup at rim,99,93
418,4,0:31.0,Personal take foul by M. Morris (drawn by K. Walker),,99,93
419,4,0:31.0,Charlotte full timeout,,99,93
420,4,0:30.0,Personal take foul by P. Tucker (drawn by G. Neal),,99,93
421,4,0:30.0,G. Neal makes free throw 1 of 2,,100,93
422,4,0:30.0,G. Neal makes free throw 2 of 2,,101,93
423,4,0:23.0,,G. Dragić makes 2-pt layup from 1 ft,101,95
424,4,0:19.0,Personal foul by M. Morris (drawn by G. Neal),,101,95
425,4,0:19.0,,I. Thomas enters the game for M. Morris,101,95
426,4,0:19.0,G. Neal makes free throw 1 of 2,,102,95
427,4,0:19.0,G. Neal makes free throw 2 of 2,,103,95
428,4,0:12.0,,E. Bledsoe misses 3-pt jump shot from 25 ft (block by K. Walker),103,95
429,4,0:10.0,Defensive rebound by G. Neal,,103,95
