,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA CLIPPERS_ACTION,BOSTON_SCORE,LA CLIPPERS_SCORE
387,4,2:39.0,M. Thornton misses 3-pt jump shot from 25 ft,,88,93
388,4,2:38.0,,Defensive rebound by C. Paul,88,93
389,4,2:34.0,,Personal take foul by K. Olynyk (drawn by D. Jordan),88,93
390,4,2:34.0,,D. Jordan misses free throw 1 of 2,88,93
391,4,2:34.0,,Offensive rebound by Team,88,93
392,4,2:34.0,J. Sullinger enters the game for B. Bass,,88,93
393,4,2:34.0,,D. Jordan makes free throw 2 of 2,88,94
394,4,2:26.0,K. Olynyk misses 3-pt jump shot from 24 ft,,88,94
395,4,2:25.0,,Defensive rebound by D. Jordan,88,94
396,4,2:20.0,,S. Hawes enters the game for D. Jordan,88,94
397,4,2:08.0,,S. Hawes makes 2-pt layup at rim (assist by J. Redick),88,96
398,4,1:50.0,Shooting foul by J. Redick (drawn by E. Turner),,88,96
399,4,1:50.0,E. Turner misses free throw 1 of 2,,88,96
400,4,1:50.0,Offensive rebound by Team,,88,96
401,4,1:50.0,,D. Jordan enters the game for S. Hawes,88,96
402,4,1:50.0,B. Bass enters the game for K. Olynyk,,88,96
403,4,1:50.0,T. Prince enters the game for M. Thornton,,88,96
404,4,1:50.0,E. Turner makes free throw 2 of 2,,89,96
405,4,1:35.0,,Shooting foul by J. Sullinger (drawn by B. Griffin),89,96
406,4,1:35.0,,B. Griffin makes free throw 1 of 2,89,97
407,4,1:35.0,,B. Griffin makes free throw 2 of 2,89,98
408,4,1:35.0,Boston full timeout,,89,98
409,4,1:35.0,M. Thornton enters the game for B. Bass,,89,98
410,4,1:35.0,K. Olynyk enters the game for T. Prince,,89,98
411,4,1:31.0,Turnover by E. Turner (bad pass),,89,98
412,4,1:21.0,,Personal foul by M. Smart (drawn by C. Paul),89,98
413,4,1:21.0,,C. Paul makes free throw 1 of 2,89,99
414,4,1:21.0,,C. Paul misses free throw 2 of 2,89,99
415,4,1:19.0,Defensive rebound by E. Turner,,89,99
416,4,1:10.0,Shooting foul by B. Griffin (drawn by J. Sullinger),,89,99
417,4,1:10.0,J. Sullinger makes free throw 1 of 2,,90,99
418,4,1:10.0,T. Prince enters the game for M. Thornton,,90,99
419,4,1:10.0,,J. Crawford enters the game for M. Barnes,90,99
420,4,1:10.0,B. Bass enters the game for K. Olynyk,,90,99
421,4,1:10.0,J. Sullinger makes free throw 2 of 2,,91,99
422,4,0:48.0,,C. Paul makes 3-pt jump shot from 24 ft,91,102
423,4,0:40.0,M. Smart misses 3-pt jump shot from 24 ft,,91,102
424,4,0:38.0,,Defensive rebound by J. Crawford,91,102
425,4,0:15.0,,B. Griffin misses 3-pt jump shot from 25 ft,91,102
426,4,0:13.0,Defensive rebound by E. Turner,,91,102
427,4,0:09.0,T. Prince makes 2-pt layup from 1 ft (assist by E. Turner),,93,102
