,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,OKLAHOMA CITY_ACTION,LA LAKERS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,,R. Westbrook misses 2-pt jump shot from 13 ft,0,0
1,1,11:43.0,,Offensive rebound by E. Freedom,0,0
2,1,11:42.0,,E. Freedom misses 2-pt layup from 2 ft,0,0
3,1,11:39.0,,Offensive rebound by S. Adams,0,0
4,1,11:35.0,,E. Freedom misses 2-pt layup from 2 ft (block by T. Black),0,0
5,1,11:33.0,,Offensive rebound by E. Freedom,0,0
6,1,11:33.0,,E. Freedom makes 2-pt layup from 1 ft,0,2
7,1,11:33.0,,Shooting foul by R. Kelly (drawn by E. Freedom),0,2
8,1,11:33.0,,E. Freedom makes free throw 1 of 1,0,3
9,1,11:16.0,J. Lin makes 3-pt jump shot from 24 ft,,3,3
10,1,11:02.0,,Personal foul by J. Lin (drawn by S. Adams),3,3
11,1,10:50.0,,Turnover by D. Waiters (bad pass; steal by T. Black),3,3
12,1,10:46.0,W. Johnson makes 2-pt dunk at rim (assist by J. Lin),,5,3
13,1,10:29.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by R. Westbrook),5,6
14,1,10:07.0,Turnover by J. Lin (bad pass; steal by S. Adams),,5,6
15,1,10:00.0,,Shooting foul by J. Clarkson (drawn by R. Westbrook),5,6
16,1,10:00.0,,R. Westbrook makes free throw 1 of 2,5,7
17,1,10:00.0,,R. Westbrook misses free throw 2 of 2,5,7
18,1,9:58.0,Defensive rebound by R. Kelly,,5,7
19,1,9:52.0,Turnover by W. Johnson (lost ball; steal by S. Adams),,5,7
20,1,9:46.0,,R. Westbrook makes 2-pt jump shot from 18 ft,5,9
21,1,9:26.0,R. Kelly makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,8,9
22,1,9:08.0,,K. Singler makes 3-pt jump shot from 22 ft (assist by E. Freedom),8,12
23,1,8:45.0,R. Kelly misses 2-pt jump shot from 5 ft,,8,12
24,1,8:44.0,,Defensive rebound by K. Singler,8,12
25,1,8:36.0,,D. Waiters misses 2-pt layup from 1 ft,8,12
26,1,8:35.0,Defensive rebound by W. Johnson,,8,12
27,1,8:30.0,Turnover by J. Lin (bad pass),,8,12
28,1,8:25.0,,D. Waiters misses 2-pt layup from 1 ft (block by T. Black),8,12
29,1,8:24.0,Defensive rebound by T. Black,,8,12
30,1,8:17.0,J. Clarkson misses 2-pt jump shot from 19 ft,,8,12
31,1,8:16.0,,Defensive rebound by E. Freedom,8,12
32,1,8:11.0,,R. Westbrook misses 2-pt jump shot from 19 ft,8,12
33,1,8:10.0,,Offensive rebound by E. Freedom,8,12
34,1,8:07.0,,Turnover by E. Freedom (lost ball; steal by T. Black),8,12
35,1,8:01.0,J. Lin makes 2-pt layup from 1 ft,,10,12
36,1,7:49.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by R. Westbrook),10,15
37,1,7:23.0,R. Kelly makes 2-pt dunk at rim,,12,15
38,1,7:10.0,,E. Freedom misses 2-pt layup from 1 ft (block by J. Clarkson),12,15
39,1,7:10.0,Defensive rebound by R. Kelly,,12,15
40,1,6:58.0,J. Clarkson misses 2-pt jump shot from 17 ft,,12,15
41,1,6:57.0,,Defensive rebound by S. Adams,12,15
42,1,6:53.0,,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),12,17
43,1,6:31.0,Shooting foul by D. Waiters (drawn by J. Clarkson),,12,17
44,1,6:31.0,J. Clarkson makes free throw 1 of 2,,13,17
45,1,6:31.0,J. Clarkson makes free throw 2 of 2,,14,17
46,1,6:17.0,,R. Westbrook makes 2-pt layup from 1 ft,14,19
47,1,5:55.0,R. Kelly misses 3-pt jump shot from 24 ft,,14,19
48,1,5:54.0,,Defensive rebound by E. Freedom,14,19
49,1,5:41.0,,K. Singler makes 2-pt hook shot from 3 ft (assist by E. Freedom),14,21
50,1,5:28.0,W. Johnson misses 2-pt jump shot from 15 ft,,14,21
51,1,5:27.0,,Defensive rebound by R. Westbrook,14,21
52,1,5:20.0,,R. Westbrook misses 2-pt layup at rim,14,21
53,1,5:19.0,,Offensive rebound by E. Freedom,14,21
54,1,5:18.0,,E. Freedom makes 2-pt layup at rim,14,23
55,1,5:09.0,LA Lakers full timeout,,14,23
56,1,4:51.0,Shooting foul by S. Adams (drawn by R. Kelly),,14,23
57,1,4:51.0,R. Kelly makes free throw 1 of 2,,15,23
58,1,4:51.0,J. Brown enters the game for W. Johnson,,15,23
59,1,4:51.0,W. Ellington enters the game for J. Clarkson,,15,23
60,1,4:51.0,,M. McGary enters the game for S. Adams,15,23
61,1,4:51.0,R. Kelly makes free throw 2 of 2,,16,23
62,1,4:41.0,,M. McGary makes 2-pt layup from 1 ft (assist by K. Singler),16,25
63,1,4:24.0,T. Black misses 2-pt layup at rim,,16,25
64,1,4:23.0,,Defensive rebound by D. Waiters,16,25
65,1,4:14.0,,M. McGary misses 2-pt jump shot from 11 ft,16,25
66,1,4:13.0,,Offensive rebound by E. Freedom,16,25
67,1,4:13.0,,E. Freedom makes 2-pt tip-in from 2 ft,16,27
68,1,4:02.0,J. Lin misses 2-pt layup from 1 ft,,16,27
69,1,4:01.0,Offensive rebound by T. Black,,16,27
70,1,4:01.0,T. Black misses 2-pt tip-in from 2 ft,,16,27
71,1,3:58.0,,Defensive rebound by E. Freedom,16,27
72,1,3:56.0,,Shooting foul by R. Kelly (drawn by E. Freedom),16,27
73,1,3:56.0,,E. Freedom makes free throw 1 of 2,16,28
74,1,3:56.0,R. Sacre enters the game for R. Kelly,,16,28
75,1,3:56.0,,A. Morrow enters the game for K. Singler,16,28
76,1,3:56.0,,E. Freedom makes free throw 2 of 2,16,29
77,1,3:48.0,J. Lin makes 2-pt layup at rim,,18,29
78,1,3:34.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),18,31
79,1,3:18.0,T. Black makes 2-pt dunk at rim (assist by J. Lin),,20,31
80,1,3:18.0,Violation by Team (delay of game),,20,31
81,1,3:03.0,,A. Morrow misses 3-pt jump shot from 22 ft,20,31
82,1,3:02.0,,Offensive rebound by M. McGary,20,31
83,1,2:53.0,,Turnover by M. McGary (lost ball; steal by W. Ellington),20,31
84,1,2:45.0,W. Ellington misses 3-pt jump shot from 24 ft,,20,31
85,1,2:44.0,Offensive rebound by T. Black,,20,31
86,1,2:44.0,T. Black makes 2-pt dunk at rim,,22,31
87,1,2:36.0,,Oklahoma City full timeout,22,31
88,1,2:35.0,,D. Augustin enters the game for R. Westbrook,22,31
89,1,2:35.0,E. Davis enters the game for T. Black,,22,31
90,1,2:22.0,,Personal foul by J. Brown (drawn by M. McGary),22,31
91,1,2:22.0,,M. McGary misses free throw 1 of 2,22,31
92,1,2:22.0,,Offensive rebound by Team,22,31
93,1,2:22.0,,M. McGary makes free throw 2 of 2,22,32
94,1,2:09.0,J. Lin misses 2-pt jump shot from 9 ft,,22,32
95,1,2:08.0,,Defensive rebound by M. McGary,22,32
96,1,1:52.0,,A. Morrow misses 2-pt jump shot from 3 ft,22,32
97,1,1:52.0,,Offensive rebound by E. Freedom,22,32
98,1,1:52.0,,E. Freedom makes 2-pt layup from 1 ft,22,34
99,1,1:30.0,W. Ellington misses 2-pt jump shot from 12 ft,,22,34
100,1,1:29.0,,Defensive rebound by E. Freedom,22,34
101,1,1:17.0,,D. Waiters makes 2-pt layup from 1 ft,22,36
102,1,0:56.0,J. Lin makes 2-pt layup at rim,,24,36
103,1,0:38.0,,M. McGary misses 2-pt jump shot from 14 ft,24,36
104,1,0:37.0,Defensive rebound by E. Davis,,24,36
105,1,0:32.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by J. Lin),,27,36
106,1,0:14.0,,Shooting foul by R. Sacre (drawn by D. Waiters),27,36
107,1,0:14.0,,D. Waiters misses free throw 1 of 2,27,36
108,1,0:14.0,,Offensive rebound by Team,27,36
109,1,0:14.0,,S. Adams enters the game for E. Freedom,27,36
110,1,0:14.0,,D. Waiters makes free throw 2 of 2,27,37
111,1,0:01.0,Personal foul by D. Augustin (drawn by J. Lin),,27,37
112,2,11:52.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,30,37
113,2,11:23.0,,M. McGary makes 2-pt layup from 2 ft (assist by D. Augustin),30,39
114,2,11:03.0,W. Ellington misses 3-pt jump shot from 25 ft,,30,39
115,2,11:02.0,,Defensive rebound by M. McGary,30,39
116,2,10:56.0,,A. Morrow misses 3-pt jump shot from 23 ft,30,39
117,2,10:55.0,,Offensive rebound by M. McGary,30,39
118,2,10:38.0,,Turnover by S. Adams (lost ball),30,39
119,2,10:18.0,J. Brown misses 2-pt jump shot from 19 ft,,30,39
120,2,10:17.0,,Defensive rebound by D. Augustin,30,39
121,2,10:13.0,,M. McGary makes 2-pt dunk at rim (assist by D. Augustin),30,41
122,2,9:45.0,R. Sacre misses 2-pt jump shot from 9 ft,,30,41
123,2,9:44.0,Offensive rebound by J. Clarkson,,30,41
124,2,9:44.0,J. Clarkson makes 2-pt layup from 1 ft,,32,41
125,2,9:19.0,,J. Lamb misses 3-pt jump shot from 28 ft,32,41
126,2,9:18.0,,Offensive rebound by Team,32,41
127,2,9:18.0,,Turnover by Team (shot clock),32,41
128,2,9:03.0,J. Clarkson misses 3-pt jump shot from 26 ft,,32,41
129,2,9:02.0,,Defensive rebound by S. Adams,32,41
130,2,8:52.0,,S. Adams makes 2-pt dunk at rim (assist by M. McGary),32,43
131,2,8:32.0,E. Davis makes 2-pt jump shot from 9 ft,,34,43
132,2,8:32.0,Shooting foul by M. McGary (drawn by E. Davis),,34,43
133,2,8:32.0,Official timeout,,34,43
134,2,8:32.0,,R. Westbrook enters the game for A. Morrow,34,43
135,2,8:32.0,E. Davis misses free throw 1 of 1,,34,43
136,2,8:31.0,,Defensive rebound by S. Adams,34,43
137,2,8:16.0,,J. Lamb misses 3-pt jump shot from 22 ft,34,43
138,2,8:15.0,Defensive rebound by E. Davis,,34,43
139,2,8:03.0,J. Clarkson makes 2-pt hook shot from 7 ft,,36,43
140,2,7:53.0,,R. Westbrook makes 2-pt layup from 1 ft,36,45
141,2,7:33.0,W. Ellington misses 3-pt jump shot from 24 ft,,36,45
142,2,7:32.0,,Defensive rebound by M. McGary,36,45
143,2,7:12.0,,S. Adams misses 2-pt jump shot from 4 ft,36,45
144,2,7:11.0,Defensive rebound by W. Ellington,,36,45
145,2,7:06.0,J. Brown misses 3-pt jump shot from 24 ft,,36,45
146,2,7:05.0,,Defensive rebound by J. Lamb,36,45
147,2,6:47.0,,S. Adams makes 2-pt dunk at rim (assist by D. Augustin),36,47
148,2,6:29.0,Turnover by R. Sacre (lost ball; steal by D. Augustin),,36,47
149,2,6:26.0,,R. Westbrook makes 2-pt dunk at rim (assist by D. Augustin),36,49
150,2,6:15.0,LA Lakers full timeout,,36,49
151,2,6:15.0,,D. Waiters enters the game for M. McGary,36,49
152,2,6:15.0,,E. Freedom enters the game for J. Lamb,36,49
153,2,6:06.0,Turnover by J. Clarkson (lost ball; steal by R. Westbrook),,36,49
154,2,6:01.0,,R. Westbrook misses 2-pt layup at rim,36,49
155,2,6:01.0,,Offensive rebound by Team,36,49
156,2,6:01.0,Loose ball foul by E. Davis (drawn by E. Freedom),,36,49
157,2,6:01.0,J. Lin enters the game for J. Brown,,36,49
158,2,6:01.0,W. Johnson enters the game for W. Ellington,,36,49
159,2,5:50.0,,Shooting foul by E. Davis (drawn by S. Adams),36,49
160,2,5:50.0,,S. Adams makes free throw 1 of 2,36,50
161,2,5:50.0,T. Black enters the game for E. Davis,,36,50
162,2,5:50.0,,S. Adams makes free throw 2 of 2,36,51
163,2,5:29.0,T. Black misses 2-pt layup at rim,,36,51
164,2,5:29.0,Offensive rebound by Team,,36,51
165,2,5:27.0,Turnover by W. Johnson (bad pass; steal by D. Augustin),,36,51
166,2,5:17.0,,Turnover by R. Westbrook (bad pass; steal by R. Sacre),36,51
167,2,5:12.0,,Violation by R. Westbrook (def goaltending),36,51
168,2,5:12.0,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Lin),,38,51
