,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BROOKLYN_ACTION,MILWAUKEE_SCORE,BROOKLYN_SCORE
54,1,5:43.0,Offensive rebound by Z. Pachulia,,18,15
55,1,5:42.0,Z. Pachulia makes 2-pt tip-in from 1 ft,,20,15
56,1,5:22.0,,Turnover by B. Bogdanović (lost ball; steal by M. Carter-Williams),20,15
57,1,5:17.0,M. Carter-Williams makes 2-pt layup at rim,,22,15
58,1,4:51.0,,J. Johnson misses 2-pt jump shot from 7 ft,22,15
59,1,4:50.0,Defensive rebound by Z. Pachulia,,22,15
60,1,4:34.0,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,24,15
61,1,4:16.0,,B. Lopez misses 2-pt layup from 1 ft,24,15
62,1,4:15.0,,Offensive rebound by B. Lopez,24,15
63,1,4:14.0,,B. Lopez makes 2-pt tip-in at rim,24,17
64,1,3:55.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,24,17
65,1,3:54.0,Offensive rebound by Z. Pachulia,,24,17
66,1,3:53.0,Z. Pachulia makes 2-pt tip-in from 1 ft,,26,17
67,1,3:33.0,,Turnover by J. Johnson (lost ball; steal by G. Antetokounmpo),26,17
68,1,3:30.0,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),,26,17
69,1,3:30.0,G. Antetokounmpo misses free throw 1 of 2,,26,17
70,1,3:30.0,Offensive rebound by Team,,26,17
71,1,3:30.0,,A. Anderson enters the game for J. Johnson,26,17
72,1,3:30.0,,J. Jack enters the game for D. Williams,26,17
73,1,3:30.0,J. Bayless enters the game for K. Middleton,,26,17
74,1,3:30.0,T. Ennis enters the game for M. Carter-Williams,,26,17
75,1,3:30.0,G. Antetokounmpo makes free throw 2 of 2,,27,17
76,1,3:21.0,,T. Young makes 2-pt jump shot from 5 ft (assist by J. Jack),27,19
77,1,3:21.0,,Shooting foul by Z. Pachulia (drawn by T. Young),27,19
78,1,3:21.0,J. Henson enters the game for Z. Pachulia,,27,19
79,1,3:21.0,,T. Young makes free throw 1 of 1,27,20
80,1,3:06.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by B. Lopez),,27,20
81,1,3:05.0,,Defensive rebound by B. Lopez,27,20
82,1,2:50.0,,T. Young makes 2-pt layup at rim (assist by J. Jack),27,22
83,1,2:31.0,T. Ennis misses 2-pt jump shot from 7 ft,,27,22
84,1,2:30.0,Offensive rebound by J. Henson,,27,22
85,1,2:29.0,J. Henson misses 2-pt tip-in from 1 ft,,27,22
86,1,2:28.0,Offensive rebound by T. Ennis,,27,22
87,1,2:27.0,T. Ennis misses 2-pt tip-in at rim,,27,22
88,1,2:26.0,,Defensive rebound by B. Lopez,27,22
89,1,2:21.0,,T. Young misses 2-pt layup at rim,27,22
90,1,2:20.0,,Offensive rebound by B. Bogdanović,27,22
91,1,2:19.0,,B. Bogdanović makes 2-pt layup at rim,27,24
92,1,2:19.0,Milwaukee full timeout,,27,24
93,1,2:08.0,E. İlyasova misses 2-pt jump shot from 19 ft,,27,24
94,1,2:07.0,,Defensive rebound by B. Lopez,27,24
95,1,2:05.0,,Personal foul by J. Henson (drawn by B. Lopez),27,24
96,1,1:56.0,,B. Lopez makes 2-pt hook shot from 6 ft (assist by J. Jack),27,26
97,1,1:40.0,E. İlyasova misses 3-pt jump shot from 24 ft,,27,26
98,1,1:39.0,Offensive rebound by G. Antetokounmpo,,27,26
99,1,1:29.0,E. İlyasova misses 2-pt jump shot from 15 ft,,27,26
100,1,1:28.0,,Defensive rebound by J. Jack,27,26
101,1,1:17.0,,J. Jack makes 2-pt jump shot from 4 ft,27,28
102,1,1:03.0,Turnover by J. Bayless (bad pass; steal by J. Jack),,27,28
103,1,0:54.0,,T. Young misses 2-pt layup from 2 ft (block by J. Henson),27,28
104,1,0:52.0,Defensive rebound by G. Antetokounmpo,,27,28
105,1,0:45.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Jack),,27,28
106,1,0:42.0,,B. Bogdanović makes 2-pt dunk at rim (assist by J. Jack),27,30
107,1,0:38.0,Offensive foul by J. Bayless (drawn by A. Anderson),,27,30
108,1,0:38.0,Turnover by J. Bayless (offensive foul),,27,30
109,1,0:38.0,K. Middleton enters the game for E. İlyasova,,27,30
110,1,0:38.0,,C. Jefferson enters the game for T. Young,27,30
111,1,0:35.0,,Turnover by J. Jack (lost ball; steal by K. Middleton),27,30
112,1,0:34.0,Personal foul by J. Jack (drawn by K. Middleton),,27,30
113,1,0:34.0,K. Middleton makes free throw 1 of 2,,28,30
114,1,0:34.0,K. Middleton misses free throw 2 of 2,,28,30
115,1,0:34.0,,Defensive rebound by C. Jefferson,28,30
116,1,0:26.0,,Personal foul by J. Bayless (drawn by A. Anderson),28,30
117,1,0:15.0,,Turnover by A. Anderson (bad pass; steal by K. Middleton),28,30
118,1,0:10.0,J. Henson misses 2-pt layup from 1 ft,,28,30
119,1,0:09.0,Offensive rebound by G. Antetokounmpo,,28,30
120,1,0:09.0,G. Antetokounmpo makes 2-pt tip-in from 2 ft,,30,30
121,1,0:04.0,,Shooting foul by K. Middleton (drawn by C. Jefferson),30,30
122,1,0:04.0,,C. Jefferson misses free throw 1 of 2,30,30
123,1,0:04.0,,Offensive rebound by Team,30,30
124,1,0:04.0,,M. Plumlee enters the game for B. Lopez,30,30
125,1,0:04.0,,C. Jefferson makes free throw 2 of 2,30,31
126,2,11:36.0,Turnover by Team (shot clock),,30,31
127,2,11:29.0,Violation by M. Plumlee (kicked ball),,30,31
128,2,11:22.0,,C. Jefferson misses 2-pt dunk at rim (block by J. Henson),30,31
129,2,11:20.0,Defensive rebound by J. Bayless,,30,31
130,2,11:09.0,M. Plumlee misses 2-pt layup from 2 ft,,30,31
131,2,11:08.0,Offensive rebound by J. Henson,,30,31
132,2,11:07.0,J. Henson makes 2-pt tip-in at rim,,32,31
133,2,10:43.0,,Shooting foul by J. Bayless (drawn by A. Anderson),32,31
134,2,10:43.0,,A. Anderson makes free throw 1 of 2,32,32
135,2,10:43.0,M. Carter-Williams enters the game for J. Bayless,,32,32
136,2,10:43.0,,A. Anderson makes free throw 2 of 2,32,33
137,2,10:28.0,Shooting foul by A. Anderson (drawn by M. Carter-Williams),,32,33
138,2,10:28.0,M. Carter-Williams makes free throw 1 of 2,,33,33
139,2,10:28.0,M. Carter-Williams makes free throw 2 of 2,,34,33
140,2,10:13.0,,C. Jefferson misses 2-pt dunk at rim (block by J. Henson),34,33
141,2,10:11.0,Defensive rebound by J. Henson,,34,33
142,2,10:00.0,M. Plumlee makes 2-pt jump shot from 3 ft,,36,33
143,2,9:46.0,,J. Jack misses 2-pt jump shot from 20 ft,36,33
144,2,9:45.0,Defensive rebound by J. Henson,,36,33
145,2,9:37.0,K. Middleton makes 3-pt jump shot from 24 ft,,39,33
146,2,9:17.0,,A. Anderson misses 2-pt jump shot from 6 ft,39,33
147,2,9:16.0,Defensive rebound by J. Henson,,39,33
148,2,9:05.0,M. Carter-Williams makes 2-pt jump shot from 18 ft,,41,33
149,2,9:00.0,,Brooklyn full timeout,41,33
150,2,9:00.0,,T. Young enters the game for C. Jefferson,41,33
151,2,8:46.0,,J. Johnson makes 2-pt jump shot from 15 ft,41,35
152,2,8:29.0,M. Plumlee makes 2-pt hook shot from 4 ft,,43,35
153,2,8:10.0,,A. Anderson makes 2-pt dunk at rim (assist by J. Johnson),43,37
154,2,7:56.0,J. Henson misses 2-pt layup at rim,,43,37
155,2,7:55.0,,Defensive rebound by T. Young,43,37
156,2,7:50.0,,Personal foul by K. Middleton (drawn by J. Johnson),43,37
157,2,7:50.0,E. İlyasova enters the game for J. Henson,,43,37
158,2,7:41.0,,A. Anderson misses 2-pt jump shot from 9 ft,43,37
159,2,7:40.0,Defensive rebound by M. Plumlee,,43,37
160,2,7:39.0,Personal foul by A. Anderson (drawn by M. Plumlee),,43,37
161,2,7:16.0,Shooting foul by M. Plumlee (drawn by M. Carter-Williams),,43,37
162,2,7:16.0,M. Carter-Williams misses free throw 1 of 3,,43,37
163,2,7:16.0,Offensive rebound by Team,,43,37
164,2,7:16.0,M. Carter-Williams makes free throw 2 of 3,,44,37
165,2,7:16.0,M. Carter-Williams makes free throw 3 of 3,,45,37
166,2,7:01.0,,M. Plumlee misses 2-pt layup from 2 ft,45,37
167,2,7:00.0,Defensive rebound by E. İlyasova,,45,37
168,2,6:51.0,E. İlyasova misses 2-pt jump shot from 18 ft,,45,37
169,2,6:50.0,,Defensive rebound by A. Anderson,45,37
170,2,6:39.0,,T. Young misses 2-pt layup from 2 ft,45,37
171,2,6:38.0,Defensive rebound by T. Ennis,,45,37
172,2,6:22.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,45,37
173,2,6:21.0,,Defensive rebound by J. Jack,45,37
174,2,6:12.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by A. Anderson),45,40
175,2,5:54.0,Shooting foul by M. Plumlee (drawn by M. Plumlee),,45,40
176,2,5:54.0,Official timeout,,45,40
177,2,5:54.0,,B. Bogdanović enters the game for A. Anderson,45,40
178,2,5:54.0,,D. Williams enters the game for J. Jack,45,40
179,2,5:54.0,,B. Lopez enters the game for M. Plumlee,45,40
180,2,5:54.0,G. Antetokounmpo enters the game for T. Ennis,,45,40
181,2,5:54.0,M. Plumlee misses free throw 1 of 2,,45,40
182,2,5:54.0,Offensive rebound by Team,,45,40
183,2,5:54.0,M. Plumlee misses free throw 2 of 2,,45,40
184,2,5:53.0,,Defensive rebound by B. Lopez,45,40
185,2,5:35.0,,T. Young makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),45,43
186,2,5:19.0,M. Plumlee misses 2-pt layup from 2 ft,,45,43
187,2,5:18.0,,Defensive rebound by Team,45,43
188,2,5:02.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,45,43
189,2,5:01.0,Defensive rebound by M. Carter-Williams,,45,43
190,2,4:54.0,Personal foul by B. Lopez (drawn by G. Antetokounmpo),,45,43
191,2,4:54.0,G. Antetokounmpo makes free throw 1 of 2,,46,43
192,2,4:54.0,Z. Pachulia enters the game for M. Plumlee,,46,43
193,2,4:54.0,G. Antetokounmpo makes free throw 2 of 2,,47,43
194,2,4:43.0,,B. Lopez makes 2-pt jump shot from 6 ft (assist by B. Bogdanović),47,45
195,2,4:30.0,M. Carter-Williams makes 2-pt layup from 1 ft,,49,45
196,2,4:21.0,,Turnover by B. Bogdanović (bad pass; steal by E. İlyasova),49,45
197,2,4:13.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,52,45
198,2,3:55.0,,Personal foul by M. Carter-Williams (drawn by J. Johnson),52,45
199,2,3:41.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Williams),52,48
200,2,3:30.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,55,48
201,2,3:18.0,,T. Young misses 2-pt jump shot from 9 ft,55,48
202,2,3:17.0,,Offensive rebound by B. Lopez,55,48
203,2,3:16.0,,B. Lopez misses 2-pt tip-in from 1 ft,55,48
204,2,3:15.0,,Offensive rebound by B. Lopez,55,48
205,2,3:14.0,,B. Lopez misses 2-pt layup from 1 ft,55,48
206,2,3:13.0,,Offensive rebound by B. Lopez,55,48
207,2,3:12.0,,Shooting foul by M. Carter-Williams (drawn by B. Lopez),55,48
208,2,3:12.0,,B. Lopez makes free throw 1 of 2,55,49
209,2,3:12.0,,B. Lopez makes free throw 2 of 2,55,50
210,2,3:01.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,55,50
211,2,3:00.0,Offensive rebound by Z. Pachulia,,55,50
212,2,2:59.0,Personal foul by B. Lopez (drawn by Z. Pachulia),,55,50
213,2,2:59.0,Milwaukee full timeout,,55,50
214,2,2:59.0,Z. Pachulia makes free throw 1 of 2,,56,50
215,2,2:59.0,Z. Pachulia makes free throw 2 of 2,,57,50
216,2,2:46.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,57,50
217,2,2:45.0,Defensive rebound by Z. Pachulia,,57,50
218,2,2:22.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,57,50
219,2,2:21.0,Offensive rebound by Z. Pachulia,,57,50
220,2,2:20.0,Z. Pachulia misses 2-pt tip-in from 1 ft,,57,50
221,2,2:19.0,Offensive rebound by Z. Pachulia,,57,50
222,2,2:18.0,Z. Pachulia makes 2-pt layup at rim,,59,50
223,2,2:05.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),59,52
224,2,1:46.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,61,52
225,2,1:34.0,,B. Lopez makes 2-pt jump shot from 14 ft (assist by D. Williams),61,54
226,2,1:18.0,Z. Pachulia makes 2-pt layup at rim (assist by K. Middleton),,63,54
227,2,1:05.0,,B. Lopez misses 2-pt jump shot from 18 ft,63,54
228,2,1:04.0,Defensive rebound by G. Antetokounmpo,,63,54
229,2,0:58.0,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,65,54
230,2,0:45.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),65,56
231,2,0:31.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by K. Middleton),,68,56
232,2,0:13.0,,Shooting foul by Z. Pachulia (drawn by B. Lopez),68,56
233,2,0:13.0,,B. Lopez makes free throw 1 of 2,68,57
234,2,0:13.0,,A. Anderson enters the game for J. Johnson,68,57
235,2,0:13.0,Milwaukee full timeout,,68,57
236,2,0:13.0,,B. Lopez makes free throw 2 of 2,68,58
237,2,0:03.0,K. Middleton misses 3-pt jump shot from 24 ft,,68,58
238,2,0:01.0,,Defensive rebound by B. Lopez,68,58
239,3,11:54.0,M. Carter-Williams misses 2-pt dunk at rim (block by B. Lopez),,68,58
240,3,11:53.0,,Defensive rebound by Team,68,58
241,3,11:36.0,,Def 3 sec tech foul by E. İlyasova,68,58
242,3,11:36.0,,D. Williams misses technical free throw,68,58
243,3,11:36.0,,Offensive rebound by Team,68,58
244,3,11:26.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by B. Lopez),68,61
245,3,11:08.0,M. Carter-Williams makes 2-pt layup from 3 ft,,70,61
246,3,10:55.0,,Offensive foul by B. Lopez (drawn by M. Carter-Williams),70,61
247,3,10:55.0,,Turnover by B. Lopez (offensive foul),70,61
248,3,10:43.0,Personal foul by M. Brown (drawn by M. Carter-Williams),,70,61
249,3,10:43.0,,B. Bogdanović enters the game for M. Brown,70,61
250,3,10:32.0,G. Antetokounmpo misses 2-pt hook shot from 5 ft,,70,61
251,3,10:31.0,,Defensive rebound by B. Lopez,70,61
252,3,10:21.0,,D. Williams misses 2-pt layup from 1 ft,70,61
253,3,10:20.0,Defensive rebound by E. İlyasova,,70,61
254,3,10:07.0,M. Carter-Williams misses 2-pt jump shot from 14 ft,,70,61
255,3,10:06.0,Offensive rebound by Team,,70,61
256,3,9:57.0,E. İlyasova misses 2-pt layup from 2 ft (block by B. Lopez),,70,61
257,3,9:56.0,Offensive rebound by Z. Pachulia,,70,61
258,3,9:48.0,M. Carter-Williams misses 2-pt layup from 3 ft,,70,61
259,3,9:47.0,Offensive rebound by E. İlyasova,,70,61
260,3,9:46.0,E. İlyasova makes 2-pt layup at rim,,72,61
261,3,9:30.0,,J. Johnson misses 3-pt jump shot from 24 ft,72,61
262,3,9:29.0,Defensive rebound by K. Middleton,,72,61
263,3,9:25.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),,74,61
264,3,9:23.0,,Brooklyn full timeout,74,61
265,3,9:13.0,,T. Young misses 2-pt hook shot from 5 ft,74,61
266,3,9:12.0,Defensive rebound by G. Antetokounmpo,,74,61
267,3,9:00.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,74,61
268,3,8:59.0,,Defensive rebound by D. Williams,74,61
269,3,8:47.0,,Shooting foul by G. Antetokounmpo (drawn by D. Williams),74,61
270,3,8:47.0,,D. Williams makes free throw 1 of 2,74,62
271,3,8:47.0,,D. Williams makes free throw 2 of 2,74,63
272,3,8:32.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,74,63
273,3,8:28.0,Offensive rebound by E. İlyasova,,74,63
274,3,8:27.0,Milwaukee full timeout,,74,63
275,3,8:18.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,74,63
276,3,8:17.0,,Defensive rebound by B. Bogdanović,74,63
277,3,8:03.0,,D. Williams misses 2-pt jump shot from 8 ft,74,63
278,3,8:02.0,,Offensive rebound by B. Lopez,74,63
279,3,8:01.0,,B. Lopez makes 2-pt tip-in from 1 ft,74,65
280,3,7:50.0,K. Middleton misses 2-pt jump shot from 11 ft,,74,65
281,3,7:49.0,,Defensive rebound by Team,74,65
282,3,7:49.0,Loose ball foul by E. İlyasova (drawn by B. Lopez),,74,65
283,3,7:38.0,,Turnover by J. Johnson (lost ball; steal by Z. Pachulia),74,65
284,3,7:33.0,Z. Pachulia makes 2-pt dunk at rim,,76,65
285,3,7:05.0,,J. Johnson misses 3-pt jump shot from 23 ft,76,65
286,3,7:04.0,Defensive rebound by E. İlyasova,,76,65
287,3,6:57.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,79,65
288,3,6:45.0,,Personal foul by E. İlyasova (drawn by J. Johnson),79,65
289,3,6:45.0,,J. Jack enters the game for D. Williams,79,65
290,3,6:45.0,,A. Anderson enters the game for J. Johnson,79,65
291,3,6:39.0,,A. Anderson misses 3-pt jump shot from 24 ft,79,65
292,3,6:38.0,,Offensive rebound by B. Lopez,79,65
293,3,6:37.0,,B. Lopez makes 2-pt layup from 1 ft,79,67
294,3,6:37.0,,Shooting foul by G. Antetokounmpo (drawn by B. Lopez),79,67
295,3,6:37.0,,B. Lopez makes free throw 1 of 1,79,68
296,3,6:24.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,79,68
297,3,6:23.0,,Defensive rebound by B. Lopez,79,68
298,3,6:14.0,,B. Lopez makes 2-pt jump shot from 9 ft (assist by J. Jack),79,70
299,3,6:00.0,Z. Pachulia misses 2-pt layup from 1 ft (block by B. Lopez),,79,70
300,3,5:59.0,,Defensive rebound by T. Young,79,70
301,3,5:53.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by E. İlyasova),79,70
302,3,5:52.0,Defensive rebound by K. Middleton,,79,70
303,3,5:45.0,E. İlyasova misses 3-pt jump shot from 23 ft,,79,70
304,3,5:44.0,,Defensive rebound by Team,79,70
305,3,5:44.0,J. Bayless enters the game for M. Carter-Williams,,79,70
306,3,5:32.0,,Turnover by J. Jack (bad pass),79,70
307,3,5:25.0,K. Middleton makes 2-pt jump shot from 5 ft (assist by J. Bayless),,81,70
308,3,5:08.0,,Turnover by J. Jack (bad pass; steal by J. Bayless),81,70
309,3,5:04.0,Offensive foul by E. İlyasova (drawn by A. Anderson),,81,70
310,3,5:04.0,Turnover by E. İlyasova (offensive foul),,81,70
311,3,5:04.0,M. Plumlee enters the game for E. İlyasova,,81,70
312,3,5:04.0,,M. Plumlee enters the game for B. Lopez,81,70
313,3,4:40.0,,T. Young misses 2-pt jump shot from 7 ft,81,70
314,3,4:39.0,,Offensive rebound by M. Plumlee,81,70
315,3,4:35.0,,T. Young makes 2-pt layup from 2 ft (assist by M. Plumlee),81,72
316,3,4:17.0,Turnover by Z. Pachulia (lost ball; steal by M. Plumlee),,81,72
317,3,4:11.0,,J. Jack makes 2-pt layup from 2 ft,81,74
318,3,3:54.0,J. Bayless makes 2-pt jump shot from 20 ft (assist by Z. Pachulia),,83,74
319,3,3:37.0,,A. Anderson makes 2-pt layup from 3 ft (assist by B. Bogdanović),83,76
320,3,3:19.0,Turnover by K. Middleton (step out of bounds),,83,76
321,3,3:19.0,J. Henson enters the game for Z. Pachulia,,83,76
322,3,3:07.0,,Personal foul by G. Antetokounmpo (drawn by A. Anderson),83,76
323,3,3:07.0,,A. Anderson misses free throw 1 of 2,83,76
324,3,3:07.0,,Offensive rebound by Team,83,76
325,3,3:07.0,,A. Anderson makes free throw 2 of 2,83,77
326,3,2:44.0,J. Bayless misses 2-pt jump shot from 20 ft,,83,77
327,3,2:43.0,,Defensive rebound by M. Plumlee,83,77
328,3,2:33.0,,J. Jack misses 2-pt jump shot from 4 ft,83,77
329,3,2:33.0,,Offensive rebound by M. Plumlee,83,77
330,3,2:25.0,,A. Anderson misses 3-pt jump shot from 25 ft,83,77
331,3,2:24.0,Defensive rebound by G. Antetokounmpo,,83,77
332,3,2:14.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,83,77
333,3,2:12.0,Offensive rebound by M. Plumlee,,83,77
334,3,2:11.0,M. Plumlee misses 2-pt dunk at rim,,83,77
335,3,2:10.0,Offensive rebound by J. Henson,,83,77
336,3,1:51.0,J. Bayless misses 2-pt jump shot from 20 ft,,83,77
337,3,1:50.0,,Defensive rebound by J. Jack,83,77
338,3,1:39.0,,Turnover by J. Jack (lost ball; steal by K. Middleton),83,77
339,3,1:36.0,Shooting foul by A. Anderson (drawn by G. Antetokounmpo),,83,77
340,3,1:36.0,G. Antetokounmpo makes free throw 1 of 2,,84,77
341,3,1:36.0,,C. Jefferson enters the game for T. Young,84,77
342,3,1:36.0,G. Antetokounmpo misses free throw 2 of 2,,84,77
343,3,1:35.0,,Defensive rebound by A. Anderson,84,77
344,3,1:24.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by J. Henson),84,77
345,3,1:23.0,Defensive rebound by J. Henson,,84,77
346,3,1:12.0,M. Plumlee misses 2-pt jump shot from 11 ft,,84,77
347,3,1:11.0,,Defensive rebound by A. Anderson,84,77
348,3,0:56.0,,C. Jefferson misses 2-pt jump shot from 9 ft,84,77
349,3,0:54.0,Defensive rebound by K. Middleton,,84,77
350,3,0:48.0,Turnover by M. Plumlee (lost ball; steal by C. Jefferson),,84,77
351,3,0:44.0,,Shooting foul by K. Middleton (drawn by C. Jefferson),84,77
352,3,0:44.0,,C. Jefferson makes free throw 1 of 2,84,78
353,3,0:44.0,T. Ennis enters the game for G. Antetokounmpo,,84,78
354,3,0:44.0,,C. Jefferson makes free throw 2 of 2,84,79
355,3,0:30.0,J. Henson misses 2-pt layup from 3 ft,,84,79
356,3,0:29.0,,Defensive rebound by M. Plumlee,84,79
357,3,0:07.0,,M. Plumlee misses 2-pt jump shot from 6 ft,84,79
358,3,0:06.0,,Offensive rebound by C. Jefferson,84,79
359,3,0:05.0,,C. Jefferson misses 2-pt tip-in from 1 ft,84,79
360,3,0:03.0,,Offensive rebound by C. Jefferson,84,79
361,3,0:02.0,,J. Jack misses 2-pt jump shot from 11 ft,84,79
362,3,0:00.0,Defensive rebound by K. Middleton,,84,79
363,4,11:43.0,,A. Anderson makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),84,82
364,4,11:28.0,T. Ennis misses 3-pt jump shot from 25 ft,,84,82
365,4,11:27.0,,Defensive rebound by J. Jack,84,82
366,4,11:23.0,,Shooting foul by J. Bayless (drawn by C. Jefferson),84,82
367,4,11:23.0,,C. Jefferson makes free throw 1 of 2,84,83
368,4,11:23.0,,C. Jefferson makes free throw 2 of 2,84,84
369,4,11:10.0,K. Middleton makes 2-pt jump shot from 16 ft,,86,84
370,4,10:49.0,,A. Anderson misses 2-pt jump shot from 4 ft (block by J. Henson),86,84
371,4,10:48.0,Defensive rebound by T. Ennis,,86,84
372,4,10:44.0,J. Bayless misses 2-pt layup from 1 ft (block by B. Bogdanović),,86,84
373,4,10:43.0,Offensive rebound by Team,,86,84
