,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
108,2,10:44.0,L. James makes free throw 2 of 2,,26,22
109,2,10:28.0,,V. Carter misses 3-pt jump shot from 24 ft,26,22
110,2,10:27.0,Defensive rebound by T. Thompson,,26,22
111,2,10:18.0,L. James makes 3-pt jump shot from 26 ft,,29,22
112,2,10:01.0,,B. Udrih misses 3-pt jump shot from 25 ft,29,22
113,2,10:00.0,Defensive rebound by T. Mozgov,,29,22
114,2,9:51.0,L. James misses 3-pt jump shot from 26 ft,,29,22
115,2,9:49.0,,Defensive rebound by J. Green,29,22
116,2,9:42.0,,Shooting foul by T. Mozgov (drawn by J. Green),29,22
117,2,9:42.0,,J. Green makes free throw 1 of 2,29,23
118,2,9:42.0,,T. Allen enters the game for N. Calathes,29,23
119,2,9:42.0,,J. Green makes free throw 2 of 2,29,24
120,2,9:27.0,M. Dellavedova makes 3-pt jump shot from 26 ft,,32,24
121,2,9:10.0,,J. Green misses 2-pt jump shot from 6 ft,32,24
122,2,9:09.0,Defensive rebound by T. Mozgov,,32,24
123,2,9:00.0,Turnover by T. Mozgov (bad pass; steal by J. Green),,32,24
124,2,8:56.0,,Personal foul by M. Dellavedova (drawn by B. Udrih),32,24
125,2,8:56.0,,Memphis full timeout,32,24
126,2,8:45.0,,T. Allen misses 2-pt layup from 1 ft (block by T. Mozgov),32,24
127,2,8:43.0,Defensive rebound by T. Thompson,,32,24
128,2,8:36.0,L. James misses 2-pt jump shot from 3 ft (block by J. Green),,32,24
129,2,8:34.0,,Defensive rebound by B. Udrih,32,24
130,2,8:31.0,,T. Allen misses 2-pt layup from 1 ft,32,24
131,2,8:27.0,Defensive rebound by T. Thompson,,32,24
132,2,8:08.0,L. James misses 2-pt jump shot from 18 ft,,32,24
133,2,8:07.0,Offensive rebound by Team,,32,24
134,2,8:07.0,,Loose ball foul by V. Carter (drawn by T. Thompson),32,24
135,2,8:01.0,L. James misses 3-pt jump shot from 24 ft,,32,24
136,2,8:00.0,Offensive rebound by T. Mozgov,,32,24
137,2,7:58.0,T. Mozgov makes 2-pt layup at rim,,34,24
138,2,7:43.0,,B. Udrih makes 2-pt jump shot from 14 ft,34,26
139,2,7:29.0,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),,36,26
140,2,7:15.0,,T. Allen misses 2-pt layup from 1 ft,36,26
141,2,7:14.0,,Offensive rebound by T. Allen,36,26
142,2,7:14.0,,T. Allen makes 2-pt layup from 1 ft,36,28
143,2,7:00.0,M. Dellavedova misses 2-pt jump shot from 9 ft (block by K. Koufos),,36,28
144,2,6:59.0,,Defensive rebound by B. Udrih,36,28
145,2,6:57.0,,Turnover by B. Udrih (bad pass; steal by I. Shumpert),36,28
146,2,6:52.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,36,28
147,2,6:50.0,,Defensive rebound by T. Allen,36,28
148,2,6:39.0,,K. Koufos makes 2-pt jump shot from 6 ft (assist by T. Allen),36,30
149,2,6:14.0,I. Shumpert misses 3-pt jump shot from 25 ft,,36,30
150,2,6:13.0,,Defensive rebound by K. Koufos,36,30
151,2,6:01.0,,Personal foul by T. Thompson (drawn by V. Carter),36,30
152,2,6:01.0,,M. Gasol enters the game for K. Koufos,36,30
153,2,6:01.0,K. Love enters the game for T. Mozgov,,36,30
154,2,6:01.0,K. Irving enters the game for M. Dellavedova,,36,30
155,2,5:56.0,,M. Gasol misses 2-pt layup from 2 ft,36,30
156,2,5:55.0,Defensive rebound by I. Shumpert,,36,30
157,2,5:44.0,K. Irving makes 2-pt jump shot from 13 ft,,38,30
158,2,5:37.0,,Memphis full timeout,38,30
159,2,5:37.0,,C. Lee enters the game for V. Carter,38,30
160,2,5:37.0,,M. Conley enters the game for B. Udrih,38,30
161,2,5:37.0,J. Smith enters the game for L. James,,38,30
162,2,5:24.0,,M. Gasol makes 2-pt layup at rim,38,32
163,2,5:06.0,K. Irving misses 2-pt jump shot from 20 ft,,38,32
164,2,5:04.0,,Defensive rebound by T. Allen,38,32
165,2,4:55.0,,M. Conley misses 3-pt jump shot from 25 ft,38,32
166,2,4:54.0,,Offensive rebound by M. Gasol,38,32
167,2,4:48.0,,M. Gasol makes 2-pt jump shot from 17 ft,38,34
168,2,4:32.0,J. Smith makes 2-pt jump shot from 19 ft (assist by K. Love),,40,34
169,2,4:11.0,,Def 3 sec tech foul by J. Smith,40,34
170,2,4:11.0,,C. Lee misses technical free throw,40,34
171,2,4:11.0,,Offensive rebound by Team,40,34
172,2,4:04.0,,J. Green makes 2-pt layup at rim,40,36
173,2,3:43.0,K. Irving makes 3-pt jump shot from 23 ft (assist by K. Love),,43,36
174,2,3:30.0,,M. Gasol misses 2-pt layup from 1 ft,43,36
175,2,3:29.0,Defensive rebound by K. Love,,43,36
176,2,3:29.0,Personal foul by J. Green (drawn by K. Love),,43,36
177,2,3:29.0,T. Mozgov enters the game for T. Thompson,,43,36
178,2,3:29.0,,Z. Randolph enters the game for J. Green,43,36
179,2,3:13.0,J. Smith misses 2-pt jump shot from 8 ft (block by M. Gasol),,43,36
180,2,3:13.0,Offensive rebound by Team,,43,36
181,2,3:08.0,K. Love misses 3-pt jump shot from 23 ft,,43,36
182,2,3:08.0,,Defensive rebound by Team,43,36
183,2,3:08.0,,Personal foul by T. Mozgov (drawn by M. Gasol),43,36
184,2,3:08.0,,M. Gasol makes free throw 1 of 2,43,37
185,2,3:08.0,L. James enters the game for I. Shumpert,,43,37
186,2,3:08.0,,M. Gasol misses free throw 2 of 2,43,37
187,2,3:06.0,Defensive rebound by K. Irving,,43,37
188,2,2:58.0,Cleveland full timeout,,43,37
189,2,2:42.0,L. James makes 3-pt jump shot from 25 ft,,46,37
190,2,2:18.0,,T. Allen makes 3-pt jump shot from 23 ft (assist by M. Conley),46,40
191,2,2:00.0,T. Mozgov misses 2-pt layup at rim,,46,40
192,2,1:59.0,Offensive rebound by Team,,46,40
193,2,1:59.0,,Loose ball foul by M. Gasol (drawn by T. Mozgov),46,40
194,2,1:59.0,T. Mozgov makes free throw 1 of 2,,47,40
195,2,1:59.0,T. Mozgov makes free throw 2 of 2,,48,40
196,2,1:50.0,,Z. Randolph misses 2-pt jump shot from 19 ft,48,40
197,2,1:49.0,Defensive rebound by L. James,,48,40
198,2,1:38.0,K. Irving misses 2-pt jump shot from 13 ft,,48,40
199,2,1:36.0,,Defensive rebound by T. Allen,48,40
200,2,1:28.0,,M. Gasol misses 2-pt layup from 2 ft (block by J. Smith),48,40
201,2,1:26.0,Defensive rebound by J. Smith,,48,40
202,2,1:22.0,K. Love makes 2-pt layup at rim (assist by J. Smith),,50,40
203,2,1:01.0,,Personal foul by J. Smith (drawn by M. Gasol),50,40
204,2,1:01.0,,M. Gasol makes free throw 1 of 2,50,41
205,2,1:01.0,T. Thompson enters the game for T. Mozgov,,50,41
206,2,1:01.0,,M. Gasol makes free throw 2 of 2,50,42
207,2,0:45.0,J. Smith misses 3-pt jump shot from 24 ft,,50,42
208,2,0:44.0,Offensive rebound by T. Thompson,,50,42
209,2,0:39.0,K. Irving makes 2-pt jump shot from 16 ft (assist by T. Thompson),,52,42
210,2,0:27.0,,M. Gasol misses 2-pt jump shot from 9 ft,52,42
211,2,0:26.0,,Offensive rebound by T. Allen,52,42
212,2,0:21.0,,Z. Randolph misses 2-pt layup at rim,52,42
213,2,0:20.0,Defensive rebound by Team,,52,42
214,2,0:20.0,Cleveland full timeout,,52,42
215,2,0:20.0,,N. Calathes enters the game for M. Conley,52,42
216,2,0:01.0,K. Irving makes 2-pt jump shot from 7 ft,,54,42
217,2,0:01.0,Shooting foul by C. Lee (drawn by K. Irving),,54,42
218,2,0:01.0,I. Shumpert enters the game for L. James,,54,42
219,2,0:01.0,,M. Conley enters the game for T. Allen,54,42
220,2,0:01.0,K. Irving makes free throw 1 of 1,,55,42
221,3,11:41.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),55,45
222,3,11:28.0,Personal foul by T. Allen (drawn by L. James),,55,45
223,3,11:14.0,Turnover by L. James (bad pass; steal by C. Lee),,55,45
224,3,11:10.0,,T. Allen misses 2-pt layup at rim,55,45
225,3,11:09.0,Defensive rebound by L. James,,55,45
226,3,10:57.0,Personal foul by C. Lee (drawn by K. Love),,55,45
227,3,10:42.0,L. James misses 2-pt jump shot from 19 ft,,55,45
228,3,10:41.0,,Defensive rebound by M. Gasol,55,45
229,3,10:41.0,,Personal foul by T. Mozgov (drawn by M. Gasol),55,45
230,3,10:25.0,,C. Lee misses 3-pt jump shot from 23 ft,55,45
231,3,10:24.0,Defensive rebound by K. Love,,55,45
232,3,10:19.0,J. Smith makes 2-pt layup at rim (assist by L. James),,57,45
233,3,10:07.0,,M. Gasol makes 2-pt hook shot from 5 ft (assist by Z. Randolph),57,47
234,3,9:52.0,K. Irving misses 3-pt jump shot from 26 ft,,57,47
235,3,9:51.0,Offensive rebound by T. Mozgov,,57,47
236,3,9:47.0,K. Love makes 2-pt jump shot from 20 ft (assist by T. Mozgov),,59,47
237,3,9:46.0,,Memphis full timeout,59,47
238,3,9:46.0,,Technical foul by V. Carter,59,47
239,3,9:46.0,,Technical foul by V. Carter,59,47
240,3,9:46.0,K. Irving misses technical free throw,,59,47
241,3,9:46.0,,Offensive rebound by Team,59,47
242,3,9:46.0,K. Irving makes technical free throw,,60,47
243,3,9:30.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by C. Lee),60,50
244,3,9:15.0,K. Love makes 2-pt jump shot from 18 ft (assist by K. Irving),,62,50
245,3,9:03.0,,Shooting foul by J. Smith (drawn by Z. Randolph),62,50
246,3,9:03.0,,Z. Randolph misses free throw 1 of 2,62,50
247,3,9:03.0,,Offensive rebound by Team,62,50
248,3,9:03.0,,Z. Randolph makes free throw 2 of 2,62,51
249,3,8:51.0,Turnover by K. Irving (3 sec),,62,51
250,3,8:40.0,,Z. Randolph misses 2-pt jump shot from 13 ft,62,51
251,3,8:37.0,Defensive rebound by L. James,,62,51
252,3,8:28.0,K. Love makes 2-pt layup at rim (assist by T. Mozgov),,64,51
253,3,8:10.0,,M. Gasol makes 2-pt jump shot from 4 ft,64,53
254,3,8:03.0,Turnover by K. Irving (lost ball; steal by M. Gasol),,64,53
255,3,7:55.0,,C. Lee misses 3-pt jump shot from 23 ft,64,53
256,3,7:54.0,Defensive rebound by L. James,,64,53
257,3,7:32.0,L. James makes 3-pt jump shot from 22 ft (assist by J. Smith),,67,53
258,3,7:12.0,,C. Lee misses 3-pt jump shot from 26 ft,67,53
259,3,7:10.0,Defensive rebound by T. Mozgov,,67,53
260,3,7:00.0,Personal foul by C. Lee (drawn by K. Irving),,67,53
261,3,7:00.0,,J. Green enters the game for Z. Randolph,67,53
262,3,7:00.0,M. Dellavedova enters the game for K. Irving,,67,53
263,3,6:46.0,K. Love makes 2-pt jump shot from 7 ft (assist by J. Smith),,69,53
264,3,6:31.0,,Turnover by T. Allen (lost ball),69,53
265,3,6:11.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Love),,71,53
266,3,6:11.0,,Memphis full timeout,71,53
267,3,6:11.0,,N. Calathes enters the game for C. Lee,71,53
268,3,5:57.0,,T. Allen misses 2-pt layup from 2 ft,71,53
269,3,5:57.0,Defensive rebound by K. Love,,71,53
270,3,5:38.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by J. Smith),,74,53
271,3,5:22.0,,N. Calathes misses 3-pt jump shot from 25 ft,74,53
272,3,5:21.0,Defensive rebound by K. Love,,74,53
273,3,5:13.0,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),,77,53
274,3,4:52.0,,N. Calathes misses 2-pt layup at rim,77,53
275,3,4:51.0,Defensive rebound by T. Mozgov,,77,53
276,3,4:47.0,Shooting foul by M. Gasol (drawn by T. Mozgov),,77,53
277,3,4:47.0,T. Mozgov makes free throw 1 of 2,,78,53
278,3,4:47.0,T. Mozgov makes free throw 2 of 2,,79,53
279,3,4:34.0,,M. Conley makes 2-pt layup from 1 ft,79,55
280,3,4:22.0,K. Love makes 2-pt dunk at rim (assist by L. James),,81,55
281,3,4:09.0,,J. Green misses 3-pt jump shot from 25 ft,81,55
282,3,4:08.0,Defensive rebound by Team,,81,55
283,3,4:08.0,K. Irving enters the game for L. James,,81,55
284,3,3:51.0,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),,83,55
285,3,3:28.0,,M. Conley misses 2-pt jump shot from 6 ft,83,55
286,3,3:27.0,Defensive rebound by K. Love,,83,55
287,3,3:15.0,Turnover by T. Mozgov (step out of bounds),,83,55
288,3,3:15.0,,B. Udrih enters the game for M. Conley,83,55
289,3,3:02.0,,T. Allen misses 2-pt layup at rim,83,55
290,3,3:01.0,Defensive rebound by K. Love,,83,55
291,3,2:41.0,Turnover by K. Love (bad pass; steal by M. Gasol),,83,55
292,3,2:35.0,,B. Udrih makes 2-pt jump shot from 17 ft (assist by N. Calathes),83,57
293,3,2:33.0,Cleveland full timeout,,83,57
294,3,2:33.0,T. Thompson enters the game for K. Love,,83,57
295,3,2:33.0,J. Jones enters the game for T. Mozgov,,83,57
296,3,2:33.0,,J. Adams enters the game for T. Allen,83,57
297,3,2:21.0,J. Jones misses 3-pt jump shot from 25 ft,,83,57
298,3,2:20.0,,Defensive rebound by N. Calathes,83,57
299,3,2:05.0,,J. Green misses 2-pt jump shot from 18 ft,83,57
300,3,2:04.0,Defensive rebound by T. Thompson,,83,57
301,3,1:52.0,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by K. Irving),,86,57
302,3,1:36.0,,Personal foul by T. Thompson (drawn by M. Gasol),86,57
303,3,1:36.0,I. Shumpert enters the game for J. Smith,,86,57
304,3,1:21.0,,B. Udrih makes 2-pt jump shot from 16 ft,86,59
305,3,1:03.0,K. Irving misses 3-pt jump shot from 26 ft,,86,59
306,3,1:02.0,,Defensive rebound by Team,86,59
307,3,0:52.0,,B. Udrih makes 2-pt jump shot from 13 ft (assist by M. Gasol),86,61
308,3,0:52.0,,Shooting foul by M. Dellavedova (drawn by B. Udrih),86,61
309,3,0:52.0,,B. Udrih makes free throw 1 of 1,86,62
310,3,0:39.0,K. Irving makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,89,62
311,3,0:29.0,,B. Udrih makes 2-pt jump shot from 15 ft,89,64
312,3,0:11.0,K. Irving misses 3-pt jump shot from 25 ft,,89,64
313,3,0:10.0,,Defensive rebound by J. Green,89,64
314,3,0:05.0,,J. Green makes 2-pt dunk at rim,89,66
315,3,0:00.0,K. Irving makes 2-pt layup at rim (assist by M. Dellavedova),,91,66
316,4,11:38.0,L. James misses 2-pt jump shot from 18 ft,,91,66
317,4,11:36.0,Offensive rebound by T. Thompson,,91,66
318,4,11:30.0,I. Shumpert misses 3-pt jump shot from 23 ft,,91,66
319,4,11:29.0,Offensive rebound by T. Thompson,,91,66
320,4,11:23.0,Turnover by T. Thompson (bad pass; steal by N. Calathes),,91,66
321,4,11:16.0,,J. Green misses 2-pt jump shot from 8 ft,91,66
322,4,11:14.0,Defensive rebound by K. Irving,,91,66
323,4,10:54.0,Turnover by K. Irving (bad pass; steal by K. Koufos),,91,66
324,4,10:50.0,,N. Calathes makes 2-pt layup from 1 ft (assist by B. Udrih),91,68
325,4,10:46.0,,Violation by Team (delay of game),91,68
326,4,10:24.0,K. Irving misses 3-pt jump shot from 22 ft,,91,68
327,4,10:24.0,Offensive rebound by Team,,91,68
328,4,10:24.0,,Loose ball foul by J. Green (drawn by T. Thompson),91,68
329,4,10:13.0,J. Jones misses 3-pt jump shot from 23 ft,,91,68
330,4,10:10.0,Offensive rebound by J. Jones,,91,68
331,4,9:49.0,,Offensive charge foul by K. Irving (drawn by J. Green),91,68
332,4,9:49.0,Turnover by K. Irving (offensive foul),,91,68
333,4,9:39.0,,J. Green misses 2-pt layup from 1 ft,91,68
334,4,9:37.0,Defensive rebound by T. Thompson,,91,68
335,4,9:30.0,T. Thompson makes 2-pt jump shot from 4 ft,,93,68
336,4,9:13.0,,N. Calathes makes 2-pt layup at rim (assist by J. Green),93,70
337,4,8:48.0,L. James makes 2-pt layup at rim,,95,70
338,4,8:37.0,,B. Udrih misses 2-pt jump shot from 12 ft,95,70
339,4,8:36.0,Defensive rebound by T. Thompson,,95,70
340,4,8:18.0,I. Shumpert misses 3-pt jump shot from 23 ft,,95,70
341,4,8:17.0,,Defensive rebound by N. Calathes,95,70
342,4,8:08.0,,Personal foul by J. Jones (drawn by K. Koufos),95,70
343,4,8:08.0,,Memphis full timeout,95,70
344,4,8:08.0,K. Love enters the game for J. Jones,,95,70
345,4,7:59.0,,K. Koufos makes 2-pt layup at rim (assist by N. Calathes),95,72
346,4,7:40.0,Turnover by K. Love (traveling),,95,72
347,4,7:40.0,Violation by Team (delay of game),,95,72
348,4,7:18.0,,N. Calathes misses 2-pt jump shot from 16 ft,95,72
349,4,7:16.0,Defensive rebound by I. Shumpert,,95,72
350,4,7:05.0,I. Shumpert misses 3-pt jump shot from 23 ft,,95,72
351,4,7:04.0,,Defensive rebound by N. Calathes,95,72
352,4,6:57.0,,B. Udrih makes 2-pt jump shot from 13 ft (assist by N. Calathes),95,74
353,4,6:30.0,L. James makes 2-pt jump shot from 16 ft,,97,74
354,4,6:22.0,,Personal foul by I. Shumpert (drawn by J. Adams),97,74
355,4,6:22.0,J. Smith enters the game for I. Shumpert,,97,74
356,4,6:12.0,,N. Calathes misses 3-pt jump shot from 25 ft,97,74
357,4,6:11.0,Defensive rebound by L. James,,97,74
358,4,5:59.0,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),,100,74
359,4,5:41.0,,Personal foul by K. Irving (drawn by B. Udrih),100,74
360,4,5:41.0,,Memphis full timeout,100,74
361,4,5:41.0,I. Shumpert enters the game for L. James,,100,74
362,4,5:41.0,,J. Green enters the game for J. Green,100,74
363,4,5:26.0,,Turnover by B. Udrih (lost ball; steal by K. Irving),100,74
364,4,5:22.0,I. Shumpert misses 2-pt dunk at rim,,100,74
365,4,5:19.0,Offensive rebound by K. Irving,,100,74
366,4,5:17.0,J. Smith misses 3-pt jump shot from 26 ft,,100,74
367,4,5:17.0,,Defensive rebound by J. Adams,100,74
368,4,5:17.0,Loose ball foul by T. Thompson (drawn by K. Koufos),,100,74
369,4,5:03.0,,B. Udrih misses 3-pt jump shot from 25 ft,100,74
370,4,5:02.0,,Offensive rebound by K. Koufos,100,74
371,4,5:02.0,,K. Koufos makes 2-pt tip-in at rim,100,76
372,4,4:37.0,J. Smith makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,103,76
373,4,4:23.0,,J. Adams misses 2-pt jump shot from 19 ft,103,76
374,4,4:22.0,Defensive rebound by T. Thompson,,103,76
375,4,4:06.0,K. Irving misses 2-pt jump shot from 6 ft,,103,76
376,4,4:04.0,Offensive rebound by K. Love,,103,76
377,4,4:01.0,Turnover by K. Love (lost ball; steal by J. Adams),,103,76
378,4,3:56.0,,K. Koufos makes 2-pt hook shot from 6 ft (assist by J. Adams),103,78
379,4,3:53.0,Cleveland full timeout,,103,78
380,4,3:53.0,,J. Leuer enters the game for K. Koufos,103,78
381,4,3:53.0,M. Dellavedova enters the game for K. Love,,103,78
382,4,3:53.0,K. Perkins enters the game for K. Irving,,103,78
383,4,3:53.0,M. Miller enters the game for T. Thompson,,103,78
384,4,3:40.0,K. Perkins misses 2-pt layup at rim,,103,78
385,4,3:40.0,Offensive rebound by K. Perkins,,103,78
386,4,3:40.0,Turnover by K. Perkins (traveling),,103,78
387,4,3:31.0,,N. Calathes makes 2-pt jump shot from 6 ft,103,80
388,4,3:12.0,J. Smith makes 3-pt jump shot from 25 ft,,106,80
389,4,2:55.0,,J. Adams misses 2-pt jump shot from 12 ft,106,80
390,4,2:54.0,Defensive rebound by K. Perkins,,106,80
391,4,2:42.0,Personal foul by N. Calathes (drawn by M. Dellavedova),,106,80
392,4,2:42.0,S. Marion enters the game for J. Smith,,106,80
