,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
385,4,5:41.0,,Houston full timeout,87,99
386,4,5:41.0,C. Miles enters the game for D. Rudež,,87,99
387,4,5:41.0,,D. Howard misses free throw 1 of 2,87,99
388,4,5:41.0,,Offensive rebound by Team,87,99
389,4,5:41.0,,D. Howard misses free throw 2 of 2,87,99
390,4,5:41.0,,Offensive rebound by J. Smith,87,99
391,4,5:34.0,,T. Ariza misses 3-pt jump shot from 27 ft,87,99
392,4,5:33.0,Defensive rebound by C. Miles,,87,99
393,4,5:13.0,S. Hill misses 3-pt jump shot from 23 ft,,87,99
394,4,5:12.0,Offensive rebound by I. Mahinmi,,87,99
395,4,5:07.0,S. Hill makes 3-pt jump shot from 23 ft (assist by I. Mahinmi),,90,99
396,4,4:50.0,,J. Smith makes 2-pt layup from 2 ft (assist by J. Harden),90,101
397,4,4:28.0,Turnover by S. Hill (bad pass),,90,101
398,4,4:11.0,,Shooting foul by D. Sloan (drawn by J. Harden),90,101
399,4,4:11.0,,J. Harden makes free throw 1 of 2,90,102
400,4,4:11.0,,J. Harden makes free throw 2 of 2,90,103
401,4,3:49.0,Shooting foul by J. Smith (drawn by S. Hill),,90,103
402,4,3:49.0,S. Hill makes free throw 1 of 2,,91,103
403,4,3:49.0,S. Hill makes free throw 2 of 2,,92,103
404,4,3:32.0,,J. Smith misses 3-pt jump shot from 24 ft,92,103
405,4,3:31.0,Defensive rebound by C. Miles,,92,103
406,4,3:22.0,Indiana full timeout,,92,103
407,4,3:22.0,,D. Motiejūnas enters the game for J. Smith,92,103
408,4,3:15.0,C. Miles misses 3-pt jump shot from 23 ft,,92,103
409,4,3:15.0,Offensive rebound by I. Mahinmi,,92,103
410,4,2:56.0,S. Hill makes 2-pt dunk at rim (assist by D. Sloan),,94,103
411,4,2:36.0,,Turnover by J. Harden (lost ball; steal by L. Scola),94,103
412,4,2:31.0,Shooting foul by T. Ariza (drawn by D. Sloan),,94,103
413,4,2:31.0,,Houston full timeout,94,103
414,4,2:31.0,D. Sloan misses free throw 1 of 2,,94,103
415,4,2:31.0,Offensive rebound by Team,,94,103
416,4,2:31.0,D. Sloan makes free throw 2 of 2,,95,103
417,4,2:12.0,,J. Harden makes 2-pt jump shot from 20 ft,95,105
418,4,1:56.0,Turnover by D. Sloan (lost ball),,95,105
419,4,1:56.0,,C. Brewer enters the game for T. Ariza,95,105
420,4,1:48.0,,Personal foul by S. Hill (drawn by J. Harden),95,105
421,4,1:48.0,,J. Harden makes free throw 1 of 2,95,106
422,4,1:48.0,,J. Harden makes free throw 2 of 2,95,107
423,4,1:33.0,C. Miles makes 3-pt jump shot from 24 ft (assist by S. Hill),,98,107
424,4,1:25.0,,C. Brewer misses 3-pt jump shot from 22 ft,98,107
425,4,1:24.0,Defensive rebound by C. Miles,,98,107
426,4,1:20.0,Turnover by C. Miles (bad pass),,98,107
427,4,0:56.0,,J. Harden makes 3-pt jump shot from 25 ft,98,110
428,4,0:46.0,I. Mahinmi misses 2-pt layup from 1 ft,,98,110
429,4,0:45.0,,Defensive rebound by D. Howard,98,110
430,4,0:25.0,,J. Harden misses 3-pt jump shot from 26 ft,98,110
431,4,0:24.0,,Offensive rebound by P. Beverley,98,110
432,4,0:00.0,,Turnover by Team (shot clock),98,110
