,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
385,4,2:17.0,,Sacramento full timeout,97,90
386,4,1:59.0,,R. Gay misses 2-pt jump shot from 20 ft,97,90
387,4,1:58.0,Defensive rebound by E. Payton,,97,90
388,4,1:39.0,V. Oladipo misses 3-pt jump shot from 24 ft,,97,90
389,4,1:38.0,,Defensive rebound by D. Williams,97,90
390,4,1:19.0,,R. Sessions misses 2-pt jump shot from 7 ft,97,90
391,4,1:18.0,Defensive rebound by C. Frye,,97,90
392,4,1:10.0,Orlando full timeout,,97,90
393,4,1:10.0,,B. McLemore enters the game for R. Sessions,97,90
394,4,0:59.0,T. Harris makes 2-pt jump shot from 16 ft,,99,90
395,4,0:47.0,,D. Williams makes 3-pt jump shot from 26 ft (assist by R. Gay),99,93
396,4,0:34.0,Personal foul by J. Thompson (drawn by E. Fournier),,99,93
397,4,0:32.0,Personal foul by D. Collison (drawn by V. Oladipo),,99,93
398,4,0:32.0,V. Oladipo makes free throw 1 of 2,,100,93
399,4,0:32.0,D. Dedmon enters the game for C. Frye,,100,93
400,4,0:32.0,V. Oladipo makes free throw 2 of 2,,101,93
401,4,0:32.0,,Sacramento full timeout,101,93
402,4,0:26.0,,D. Collison misses 3-pt jump shot from 25 ft,101,93
403,4,0:25.0,,Offensive rebound by J. Thompson,101,93
404,4,0:21.0,,B. McLemore misses 3-pt jump shot from 25 ft,101,93
405,4,0:20.0,Defensive rebound by E. Payton,,101,93
406,4,0:17.0,E. Fournier makes 2-pt dunk at rim (assist by E. Payton),,103,93
407,4,0:12.0,,D. Collison makes 3-pt jump shot from 25 ft,103,96
408,4,0:11.0,Orlando full timeout,,103,96
409,4,0:11.0,C. Frye enters the game for D. Dedmon,,103,96
410,4,0:11.0,,R. McCallum enters the game for J. Thompson,103,96
411,4,0:11.0,Personal take foul by B. McLemore (drawn by T. Harris),,103,96
412,4,0:11.0,T. Harris makes free throw 1 of 2,,104,96
413,4,0:11.0,T. Harris makes free throw 2 of 2,,105,96
414,4,0:05.0,,Turnover by D. Collison (step out of bounds),105,96
