,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA LAKERS_ACTION,BOSTON_SCORE,LA LAKERS_SCORE
392,4,6:44.0,Defensive rebound by A. Bradley,,84,85
393,4,6:30.0,A. Bradley misses 3-pt jump shot from 25 ft,,84,85
394,4,6:29.0,Offensive rebound by T. Zeller,,84,85
395,4,6:26.0,Turnover by T. Zeller (lost ball; steal by R. Price),,84,85
396,4,6:26.0,,LA Lakers full timeout,84,85
397,4,6:26.0,,C. Boozer enters the game for E. Davis,84,85
398,4,6:26.0,I. Thomas enters the game for E. Turner,,84,85
399,4,6:21.0,,Personal foul by A. Bradley (drawn by J. Lin),84,85
400,4,6:08.0,,R. Price misses 3-pt jump shot from 22 ft,84,85
401,4,6:08.0,,Offensive rebound by Team,84,85
402,4,6:08.0,Loose ball foul by A. Bradley (drawn by J. Lin),,84,85
403,4,5:51.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by N. Young),84,88
404,4,5:29.0,I. Thomas makes 3-pt jump shot from 25 ft,,87,88
405,4,5:12.0,,N. Young makes 3-pt jump shot from 28 ft (assist by R. Price),87,91
406,4,5:03.0,Offensive foul by I. Thomas (drawn by W. Johnson),,87,91
407,4,5:03.0,Turnover by I. Thomas (offensive foul),,87,91
408,4,5:03.0,Technical foul by I. Thomas,,87,91
409,4,5:03.0,Technical foul by I. Thomas,,87,91
410,4,5:03.0,M. Smart enters the game for I. Thomas,,87,91
411,4,5:03.0,,N. Young misses technical free throw,87,91
412,4,5:03.0,,Offensive rebound by Team,87,91
413,4,5:03.0,,N. Young makes technical free throw,87,92
414,4,5:03.0,E. Turner enters the game for B. Bass,,87,92
415,4,4:54.0,,Shooting block foul by T. Zeller (drawn by J. Lin),87,92
416,4,4:54.0,,J. Lin makes 2-pt jump shot from 8 ft,87,94
417,4,4:54.0,,J. Lin misses free throw 1 of 1,87,94
418,4,4:53.0,Defensive rebound by T. Zeller,,87,94
419,4,4:40.0,J. Crowder makes 2-pt layup from 3 ft (assist by E. Turner),,89,94
420,4,4:22.0,,J. Lin makes 2-pt jump shot from 19 ft,89,96
421,4,4:04.0,A. Bradley misses 2-pt jump shot from 19 ft,,89,96
422,4,4:02.0,,Defensive rebound by C. Boozer,89,96
423,4,3:53.0,,W. Johnson makes 2-pt layup from 1 ft (assist by J. Lin),89,98
424,4,3:53.0,Boston full timeout,,89,98
425,4,3:44.0,Shooting foul by J. Lin (drawn by M. Smart),,89,98
426,4,3:44.0,M. Smart makes free throw 1 of 2,,90,98
427,4,3:44.0,M. Smart misses free throw 2 of 2,,90,98
428,4,3:43.0,,Defensive rebound by W. Johnson,90,98
429,4,3:31.0,,J. Lin makes 2-pt layup from 1 ft (assist by R. Price),90,100
430,4,3:11.0,E. Turner makes 2-pt layup from 2 ft,,92,100
431,4,2:41.0,,R. Price misses 2-pt jump shot from 20 ft,92,100
432,4,2:40.0,Defensive rebound by E. Turner,,92,100
433,4,2:36.0,Shooting foul by N. Young (drawn by A. Bradley),,92,100
434,4,2:36.0,A. Bradley misses free throw 1 of 2,,92,100
435,4,2:36.0,Offensive rebound by Team,,92,100
436,4,2:36.0,B. Bass enters the game for T. Zeller,,92,100
437,4,2:36.0,A. Bradley misses free throw 2 of 2,,92,100
438,4,2:34.0,,Defensive rebound by W. Johnson,92,100
439,4,2:19.0,,J. Lin misses 2-pt jump shot from 21 ft,92,100
440,4,2:18.0,Defensive rebound by M. Smart,,92,100
441,4,2:16.0,Shooting foul by R. Price (drawn by J. Crowder),,92,100
442,4,2:16.0,J. Crowder makes free throw 1 of 2,,93,100
443,4,2:16.0,J. Crowder makes free throw 2 of 2,,94,100
444,4,1:56.0,,Personal foul by B. Bass (drawn by R. Price),94,100
445,4,1:56.0,,R. Price misses free throw 1 of 2,94,100
446,4,1:56.0,,Offensive rebound by Team,94,100
447,4,1:56.0,,R. Price makes free throw 2 of 2,94,101
448,4,1:56.0,Boston full timeout,,94,101
449,4,1:56.0,T. Zeller enters the game for B. Bass,,94,101
450,4,1:48.0,Turnover by E. Turner (lost ball; steal by N. Young),,94,101
451,4,1:28.0,,N. Young makes 2-pt jump shot from 11 ft,94,103
452,4,1:18.0,J. Crowder misses 2-pt hook shot from 5 ft,,94,103
453,4,1:17.0,Offensive rebound by J. Crowder,,94,103
454,4,1:17.0,J. Crowder makes 2-pt jump shot from 5 ft,,96,103
455,4,1:00.0,,J. Lin misses 3-pt jump shot from 25 ft,96,103
456,4,0:59.0,Defensive rebound by J. Crowder,,96,103
457,4,0:54.0,,Violation by N. Young (kicked ball),96,103
458,4,0:48.0,E. Turner misses 3-pt jump shot from 24 ft,,96,103
459,4,0:47.0,,Defensive rebound by C. Boozer,96,103
460,4,0:35.0,,LA Lakers full timeout,96,103
461,4,0:35.0,G. Wallace enters the game for E. Turner,,96,103
462,4,0:35.0,B. Bass enters the game for T. Zeller,,96,103
463,4,0:35.0,,Offensive foul by R. Price (drawn by M. Smart),96,103
464,4,0:35.0,,Turnover by R. Price (offensive foul),96,103
465,4,0:35.0,T. Zeller enters the game for G. Wallace,,96,103
466,4,0:35.0,E. Turner enters the game for B. Bass,,96,103
467,4,0:35.0,,J. Clarkson enters the game for R. Price,96,103
468,4,0:27.0,A. Bradley makes 2-pt dunk at rim (assist by E. Turner),,98,103
469,4,0:27.0,,LA Lakers full timeout,98,103
470,4,0:27.0,G. Wallace enters the game for E. Turner,,98,103
471,4,0:27.0,B. Bass enters the game for T. Zeller,,98,103
472,4,0:27.0,,W. Ellington enters the game for J. Clarkson,98,103
473,4,0:22.0,,Offensive foul by W. Johnson (drawn by A. Bradley),98,103
474,4,0:22.0,,Turnover by W. Johnson (offensive foul),98,103
475,4,0:22.0,Boston full timeout,,98,103
476,4,0:22.0,E. Turner enters the game for B. Bass,,98,103
477,4,0:22.0,T. Zeller enters the game for G. Wallace,,98,103
478,4,0:19.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by T. Zeller),,101,103
479,4,0:12.0,,Personal foul by M. Smart (drawn by N. Young),101,103
480,4,0:12.0,B. Bass enters the game for M. Smart,,101,103
481,4,0:12.0,,N. Young makes free throw 1 of 2,101,104
482,4,0:12.0,,N. Young makes free throw 2 of 2,101,105
483,4,0:12.0,Boston full timeout,,101,105
484,4,0:12.0,J. Young enters the game for B. Bass,,101,105
485,4,0:09.0,J. Crowder makes 2-pt layup from 1 ft (assist by E. Turner),,103,105
486,4,0:08.0,,Personal foul by E. Turner (drawn by N. Young),103,105
487,4,0:08.0,,N. Young misses free throw 1 of 2,103,105
488,4,0:08.0,,Offensive rebound by Team,103,105
489,4,0:08.0,,N. Young makes free throw 2 of 2,103,106
490,4,0:01.0,A. Bradley makes 3-pt jump shot from 25 ft,,106,106
491,1OT,4:36.0,J. Crowder misses 3-pt jump shot from 25 ft,,106,106
492,1OT,4:35.0,Offensive rebound by E. Turner,,106,106
493,1OT,4:33.0,E. Turner misses 2-pt layup from 3 ft,,106,106
494,1OT,4:29.0,,Defensive rebound by W. Johnson,106,106
495,1OT,4:15.0,,N. Young misses 2-pt jump shot from 19 ft,106,106
496,1OT,4:14.0,,Offensive rebound by C. Boozer,106,106
497,1OT,3:54.0,,W. Ellington misses 3-pt jump shot from 26 ft,106,106
498,1OT,3:52.0,Defensive rebound by B. Bass,,106,106
499,1OT,3:38.0,E. Turner misses 2-pt jump shot from 10 ft,,106,106
500,1OT,3:37.0,,Defensive rebound by W. Ellington,106,106
501,1OT,3:18.0,,J. Lin makes 2-pt layup from 3 ft (assist by C. Boozer),106,108
502,1OT,2:58.0,Turnover by T. Zeller (bad pass),,106,108
503,1OT,2:42.0,,C. Boozer makes 2-pt jump shot from 11 ft (assist by J. Lin),106,110
504,1OT,2:20.0,A. Bradley misses 2-pt jump shot from 16 ft,,106,110
505,1OT,2:16.0,,Defensive rebound by C. Boozer,106,110
506,1OT,2:00.0,,W. Johnson makes 2-pt jump shot from 19 ft (assist by J. Lin),106,112
507,1OT,2:00.0,Boston full timeout,,106,112
508,1OT,1:50.0,E. Turner misses 2-pt jump shot from 9 ft (block by N. Young),,106,112
509,1OT,1:47.0,,Defensive rebound by N. Young,106,112
510,1OT,1:30.0,,J. Lin misses 2-pt jump shot from 13 ft,106,112
511,1OT,1:29.0,Defensive rebound by J. Crowder,,106,112
512,1OT,1:19.0,J. Crowder makes 2-pt jump shot from 3 ft (assist by E. Turner),,108,112
513,1OT,1:19.0,Shooting foul by W. Ellington (drawn by J. Crowder),,108,112
514,1OT,1:19.0,J. Crowder makes free throw 1 of 1,,109,112
515,1OT,1:05.0,,Personal foul by A. Bradley (drawn by J. Lin),109,112
516,1OT,1:01.0,,C. Boozer makes 2-pt layup from 2 ft (assist by J. Lin),109,114
517,1OT,1:01.0,Boston full timeout,,109,114
518,1OT,0:54.0,A. Bradley misses 3-pt jump shot from 28 ft,,109,114
519,1OT,0:53.0,Offensive rebound by E. Turner,,109,114
520,1OT,0:51.0,E. Turner makes 2-pt layup from 1 ft,,111,114
521,1OT,0:34.0,,J. Lin makes 2-pt jump shot from 16 ft,111,116
522,1OT,0:26.0,E. Turner misses 3-pt jump shot from 26 ft,,111,116
523,1OT,0:24.0,Offensive rebound by T. Zeller,,111,116
524,1OT,0:24.0,T. Zeller misses 2-pt tip-in from 1 ft,,111,116
525,1OT,0:24.0,Offensive rebound by Team,,111,116
526,1OT,0:17.0,E. Turner misses 2-pt jump shot from 7 ft,,111,116
527,1OT,0:16.0,,Defensive rebound by W. Ellington,111,116
528,1OT,0:16.0,,Personal foul by J. Crowder (drawn by W. Ellington),111,116
529,1OT,0:16.0,,W. Ellington makes free throw 1 of 2,111,117
530,1OT,0:16.0,J. Jerebko enters the game for T. Zeller,,111,117
531,1OT,0:16.0,,W. Ellington makes free throw 2 of 2,111,118
532,1OT,0:07.0,A. Bradley misses 3-pt jump shot from 24 ft,,111,118
533,1OT,0:05.0,,Defensive rebound by W. Ellington,111,118
