,QUARTER,TIME_REMAINING,BOSTON_ACTION,CLEVELAND_ACTION,BOSTON_SCORE,CLEVELAND_SCORE
0,1,11:48.0,M. Smart makes 2-pt jump shot from 20 ft (assist by E. Turner),,2,0
1,1,11:34.0,,Turnover by J. Smith (bad pass; steal by T. Zeller),2,0
2,1,11:23.0,E. Turner misses 2-pt jump shot from 15 ft,,2,0
3,1,11:22.0,,Defensive rebound by L. James,2,0
4,1,11:10.0,,T. Mozgov makes 2-pt jump shot from 12 ft (assist by L. James),2,2
5,1,10:53.0,A. Bradley makes 2-pt jump shot from 19 ft,,4,2
6,1,10:37.0,,J. Smith misses 3-pt jump shot from 26 ft,4,2
7,1,10:36.0,Defensive rebound by T. Zeller,,4,2
8,1,10:27.0,Turnover by B. Bass (bad pass; steal by L. James),,4,2
9,1,10:07.0,,K. Love misses 3-pt jump shot from 24 ft,4,2
10,1,10:06.0,Defensive rebound by E. Turner,,4,2
11,1,9:57.0,T. Zeller makes 2-pt jump shot from 18 ft (assist by E. Turner),,6,2
12,1,9:41.0,,T. Mozgov misses 2-pt hook shot from 7 ft,6,2
13,1,9:40.0,Defensive rebound by E. Turner,,6,2
14,1,9:26.0,E. Turner misses 2-pt layup from 2 ft (block by T. Mozgov),,6,2
15,1,9:26.0,Offensive rebound by Team,,6,2
16,1,9:22.0,B. Bass misses 2-pt jump shot from 15 ft,,6,2
17,1,9:21.0,,Defensive rebound by J. Smith,6,2
18,1,9:01.0,,K. Love misses 2-pt jump shot from 7 ft,6,2
19,1,9:00.0,Defensive rebound by M. Smart,,6,2
20,1,8:53.0,A. Bradley misses 3-pt jump shot from 24 ft,,6,2
21,1,8:52.0,Offensive rebound by T. Zeller,,6,2
22,1,8:52.0,T. Zeller misses 2-pt tip-in from 1 ft,,6,2
23,1,8:50.0,Offensive rebound by B. Bass,,6,2
24,1,8:50.0,B. Bass makes 2-pt layup at rim,,8,2
25,1,8:50.0,,Cleveland full timeout,8,2
26,1,8:34.0,,L. James makes 2-pt jump shot from 15 ft,8,4
27,1,8:18.0,A. Bradley misses 2-pt jump shot from 17 ft,,8,4
28,1,8:17.0,,Defensive rebound by M. Dellavedova,8,4
29,1,8:05.0,,L. James misses 2-pt jump shot from 6 ft,8,4
30,1,8:02.0,Defensive rebound by A. Bradley,,8,4
31,1,7:51.0,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Bradley),,11,4
32,1,7:29.0,,J. Smith misses 3-pt jump shot from 28 ft,11,4
33,1,7:28.0,Defensive rebound by T. Zeller,,11,4
34,1,7:17.0,T. Zeller misses 2-pt jump shot from 18 ft,,11,4
35,1,7:16.0,,Defensive rebound by J. Smith,11,4
36,1,7:09.0,,Turnover by J. Smith (lost ball; steal by B. Bass),11,4
37,1,7:07.0,Personal foul by J. Smith (drawn by E. Turner),,11,4
38,1,6:59.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by T. Zeller),,13,4
39,1,6:35.0,,L. James misses 3-pt jump shot from 24 ft,13,4
40,1,6:34.0,,Offensive rebound by K. Love,13,4
41,1,6:26.0,,J. Smith misses 3-pt jump shot from 29 ft,13,4
42,1,6:24.0,Defensive rebound by T. Zeller,,13,4
43,1,6:11.0,M. Smart makes 3-pt jump shot from 23 ft (assist by E. Turner),,16,4
44,1,5:56.0,,T. Mozgov makes 2-pt dunk at rim (assist by K. Love),16,6
45,1,5:41.0,Shooting foul by L. James (drawn by T. Zeller),,16,6
46,1,5:41.0,T. Zeller misses free throw 1 of 2,,16,6
47,1,5:41.0,Offensive rebound by Team,,16,6
48,1,5:41.0,,S. Marion enters the game for L. James,16,6
49,1,5:41.0,T. Zeller makes free throw 2 of 2,,17,6
50,1,5:27.0,,K. Love makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),17,9
51,1,5:09.0,M. Smart makes 2-pt jump shot from 22 ft (assist by T. Zeller),,19,9
52,1,4:50.0,,T. Mozgov makes 2-pt dunk from 1 ft (assist by M. Dellavedova),19,11
53,1,4:35.0,B. Bass misses 2-pt jump shot from 15 ft,,19,11
54,1,4:34.0,,Defensive rebound by T. Mozgov,19,11
55,1,4:14.0,,T. Mozgov misses 2-pt jump shot from 13 ft,19,11
56,1,4:12.0,Defensive rebound by E. Turner,,19,11
57,1,4:10.0,Turnover by E. Turner (bad pass),,19,11
58,1,4:10.0,,M. Miller enters the game for J. Smith,19,11
59,1,4:10.0,I. Thomas enters the game for E. Turner,,19,11
60,1,4:01.0,,Offensive foul by T. Mozgov (drawn by A. Bradley),19,11
61,1,4:01.0,,Turnover by T. Mozgov (offensive foul),19,11
62,1,4:01.0,J. Crowder enters the game for B. Bass,,19,11
63,1,4:01.0,,T. Thompson enters the game for T. Mozgov,19,11
64,1,3:52.0,I. Thomas makes 2-pt jump shot from 20 ft (assist by T. Zeller),,21,11
65,1,3:30.0,,M. Dellavedova makes 2-pt jump shot from 11 ft,21,13
66,1,3:12.0,T. Zeller misses 2-pt layup at rim,,21,13
67,1,3:11.0,,Defensive rebound by T. Thompson,21,13
68,1,3:01.0,,Personal foul by M. Smart (drawn by M. Dellavedova),21,13
69,1,3:01.0,J. Jerebko enters the game for M. Smart,,21,13
70,1,3:01.0,K. Olynyk enters the game for T. Zeller,,21,13
71,1,3:01.0,,J. Jones enters the game for K. Love,21,13
72,1,2:49.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,21,13
73,1,2:48.0,Defensive rebound by A. Bradley,,21,13
74,1,2:37.0,I. Thomas misses 3-pt jump shot from 25 ft,,21,13
75,1,2:36.0,Offensive rebound by K. Olynyk,,21,13
76,1,2:36.0,K. Olynyk misses 2-pt tip-in from 2 ft,,21,13
77,1,2:35.0,,Defensive rebound by S. Marion,21,13
78,1,2:28.0,,J. Jones misses 3-pt jump shot from 25 ft,21,13
79,1,2:27.0,Defensive rebound by K. Olynyk,,21,13
80,1,2:15.0,J. Crowder misses 2-pt jump shot from 3 ft,,21,13
81,1,2:12.0,,Defensive rebound by T. Thompson,21,13
82,1,2:05.0,,J. Jones misses 3-pt jump shot from 24 ft,21,13
83,1,2:01.0,,Offensive rebound by T. Thompson,21,13
84,1,1:53.0,,S. Marion misses 2-pt layup at rim,21,13
85,1,1:52.0,Defensive rebound by I. Thomas,,21,13
86,1,1:39.0,A. Bradley makes 2-pt layup at rim (assist by I. Thomas),,23,13
87,1,1:25.0,,Turnover by M. Dellavedova (bad pass; steal by A. Bradley),23,13
88,1,1:16.0,J. Jerebko misses 3-pt jump shot from 23 ft,,23,13
89,1,1:14.0,,Defensive rebound by T. Thompson,23,13
90,1,0:59.0,,Shooting foul by K. Olynyk (drawn by J. Jones),23,13
91,1,0:59.0,,J. Jones makes 2-pt jump shot from 9 ft (assist by M. Dellavedova),23,15
92,1,0:59.0,Boston full timeout,,23,15
93,1,0:59.0,,J. Jones makes free throw 1 of 1,23,16
94,1,0:45.0,K. Olynyk makes 2-pt layup at rim (assist by A. Bradley),,25,16
95,1,0:32.0,,Personal foul by J. Jerebko (drawn by J. Jones),25,16
96,1,0:32.0,,J. Jones misses free throw 1 of 2,25,16
97,1,0:32.0,,Offensive rebound by Team,25,16
98,1,0:32.0,,J. Jones makes free throw 2 of 2,25,17
99,1,0:23.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,28,17
100,1,0:01.0,,J. Jones misses 3-pt jump shot from 22 ft,28,17
101,1,0:00.0,Defensive rebound by J. Jerebko,,28,17
102,2,11:40.0,,L. James makes 2-pt layup from 1 ft,28,19
103,2,11:25.0,J. Crowder misses 3-pt jump shot from 24 ft,,28,19
104,2,11:24.0,,Defensive rebound by T. Thompson,28,19
105,2,11:13.0,,Turnover by L. James (bad pass; steal by E. Turner),28,19
106,2,11:07.0,J. Crowder makes 2-pt jump shot from 15 ft (assist by E. Turner),,30,19
107,2,10:53.0,,Personal foul by E. Turner (drawn by T. Thompson),30,19
108,2,10:45.0,,L. James misses 2-pt jump shot from 6 ft,30,19
109,2,10:43.0,Defensive rebound by J. Jerebko,,30,19
110,2,10:36.0,Turnover by I. Thomas (bad pass; steal by J. Jones),,30,19
111,2,10:32.0,,S. Marion misses 2-pt layup at rim,30,19
112,2,10:31.0,Defensive rebound by E. Turner,,30,19
113,2,10:26.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by E. Turner),,33,19
114,2,10:00.0,,S. Marion misses 2-pt jump shot from 7 ft,33,19
115,2,9:57.0,,Offensive rebound by T. Thompson,33,19
116,2,9:57.0,,T. Thompson misses 2-pt tip-in from 1 ft,33,19
117,2,9:55.0,,Offensive rebound by T. Thompson,33,19
118,2,9:52.0,,Shooting foul by I. Thomas (drawn by J. Jones),33,19
119,2,9:52.0,,J. Jones makes free throw 1 of 3,33,20
120,2,9:52.0,,J. Jones makes free throw 2 of 3,33,21
121,2,9:52.0,,J. Smith enters the game for M. Miller,33,21
122,2,9:52.0,,K. Love enters the game for S. Marion,33,21
123,2,9:52.0,,J. Jones makes free throw 3 of 3,33,22
124,2,9:37.0,Personal foul by J. Jones (drawn by J. Crowder),,33,22
125,2,9:33.0,K. Olynyk misses 3-pt jump shot from 25 ft,,33,22
126,2,9:32.0,Offensive rebound by J. Jerebko,,33,22
127,2,9:12.0,Turnover by K. Olynyk (3 sec),,33,22
128,2,9:12.0,,M. Dellavedova enters the game for J. Jones,33,22
129,2,9:06.0,,Personal foul by J. Crowder (drawn by L. James),33,22
130,2,9:06.0,M. Smart enters the game for I. Thomas,,33,22
131,2,9:06.0,B. Bass enters the game for J. Jerebko,,33,22
132,2,8:54.0,,K. Love misses 2-pt hook shot from 10 ft,33,22
133,2,8:54.0,Defensive rebound by Team,,33,22
134,2,8:54.0,Official timeout,,33,22
135,2,8:54.0,J. Sullinger enters the game for K. Olynyk,,33,22
136,2,8:34.0,J. Sullinger misses 2-pt jump shot from 13 ft,,33,22
137,2,8:34.0,,Defensive rebound by K. Love,33,22
