,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
390,4,4:39.0,,Turnover by M. Thornton (bad pass; steal by J. Smith),82,79
391,4,4:27.0,T. Jones misses 3-pt jump shot from 23 ft,,82,79
392,4,4:25.0,,Defensive rebound by M. Thornton,82,79
393,4,4:13.0,,J. Sullinger misses 3-pt jump shot from 24 ft,82,79
394,4,4:12.0,Defensive rebound by J. Harden,,82,79
395,4,4:07.0,Personal block foul by J. Sullinger (drawn by J. Harden),,82,79
396,4,4:07.0,D. Motiejūnas enters the game for T. Jones,,82,79
397,4,4:07.0,,A. Bradley enters the game for M. Thornton,82,79
398,4,4:07.0,,T. Prince enters the game for B. Bass,82,79
399,4,4:01.0,T. Ariza misses 3-pt jump shot from 25 ft,,82,79
400,4,4:00.0,,Defensive rebound by J. Crowder,82,79
401,4,3:37.0,,J. Crowder misses 3-pt jump shot from 24 ft,82,79
402,4,3:35.0,Defensive rebound by T. Ariza,,82,79
403,4,3:29.0,J. Harden misses 3-pt jump shot from 25 ft,,82,79
404,4,3:27.0,Offensive rebound by J. Smith,,82,79
405,4,3:23.0,Turnover by D. Motiejūnas (step out of bounds),,82,79
406,4,3:15.0,,M. Smart misses 2-pt layup from 2 ft,82,79
407,4,3:14.0,Defensive rebound by J. Smith,,82,79
408,4,3:01.0,J. Harden misses 2-pt layup at rim,,82,79
409,4,3:00.0,Offensive rebound by D. Motiejūnas,,82,79
410,4,3:00.0,D. Motiejūnas makes 2-pt dunk at rim,,84,79
411,4,2:40.0,,M. Smart misses 3-pt jump shot from 25 ft,84,79
412,4,2:38.0,,Offensive rebound by Team,84,79
413,4,2:38.0,Houston full timeout,,84,79
414,4,2:38.0,,M. Thornton enters the game for J. Crowder,84,79
415,4,2:26.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by T. Prince),84,81
416,4,2:02.0,P. Beverley misses 3-pt jump shot from 24 ft,,84,81
417,4,2:01.0,,Defensive rebound by M. Thornton,84,81
418,4,1:50.0,,J. Sullinger misses 3-pt jump shot from 24 ft,84,81
419,4,1:48.0,Defensive rebound by J. Smith,,84,81
420,4,1:43.0,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Harden),,86,81
421,4,1:43.0,Shooting foul by J. Sullinger (drawn by D. Motiejūnas),,86,81
422,4,1:43.0,D. Motiejūnas misses free throw 1 of 1,,86,81
423,4,1:43.0,,Defensive rebound by T. Prince,86,81
424,4,1:31.0,,J. Sullinger misses 3-pt jump shot from 25 ft,86,81
425,4,1:29.0,Defensive rebound by J. Smith,,86,81
426,4,1:11.0,T. Ariza misses 3-pt jump shot from 23 ft,,86,81
427,4,1:10.0,,Defensive rebound by T. Prince,86,81
428,4,1:02.0,,Boston full timeout,86,81
429,4,0:57.0,,A. Bradley misses 2-pt jump shot from 19 ft,86,81
430,4,0:56.0,Defensive rebound by Team,,86,81
431,4,0:56.0,,T. Zeller enters the game for J. Sullinger,86,81
432,4,0:56.0,,J. Crowder enters the game for M. Thornton,86,81
433,4,0:52.0,Personal foul by M. Smart (drawn by J. Smith),,86,81
434,4,0:52.0,J. Smith makes free throw 1 of 2,,87,81
435,4,0:52.0,,J. Sullinger enters the game for T. Prince,87,81
436,4,0:52.0,J. Smith makes free throw 2 of 2,,88,81
437,4,0:52.0,,Boston full timeout,88,81
438,4,0:52.0,C. Brewer enters the game for D. Motiejūnas,,88,81
439,4,0:52.0,,M. Thornton enters the game for T. Zeller,88,81
440,4,0:52.0,,T. Prince enters the game for J. Crowder,88,81
441,4,0:46.0,,T. Prince makes 2-pt jump shot from 12 ft,88,83
442,4,0:44.0,Personal take foul by T. Prince (drawn by P. Beverley),,88,83
443,4,0:44.0,P. Beverley makes free throw 1 of 2,,89,83
444,4,0:44.0,,T. Zeller enters the game for T. Prince,89,83
445,4,0:44.0,P. Beverley makes free throw 2 of 2,,90,83
446,4,0:37.0,,M. Thornton misses 3-pt jump shot from 26 ft,90,83
447,4,0:34.0,,Offensive rebound by J. Sullinger,90,83
448,4,0:34.0,,J. Sullinger makes 2-pt dunk at rim,90,85
449,4,0:34.0,Offensive foul by J. Harden (drawn by M. Smart),,90,85
450,4,0:34.0,Turnover by J. Harden (offensive foul),,90,85
451,4,0:27.0,,M. Thornton makes 2-pt layup from 1 ft,90,87
452,4,0:27.0,Houston full timeout,,90,87
453,4,0:27.0,,T. Prince enters the game for J. Sullinger,90,87
454,4,0:27.0,,B. Bass enters the game for T. Zeller,90,87
455,4,0:27.0,,J. Crowder enters the game for M. Thornton,90,87
456,4,0:27.0,J. Terry enters the game for J. Smith,,90,87
457,4,0:22.0,Personal take foul by A. Bradley (drawn by C. Brewer),,90,87
458,4,0:22.0,C. Brewer makes free throw 1 of 2,,91,87
459,4,0:22.0,,T. Zeller enters the game for J. Crowder,91,87
460,4,0:22.0,,J. Sullinger enters the game for B. Bass,91,87
461,4,0:22.0,,M. Thornton enters the game for T. Prince,91,87
462,4,0:22.0,J. Smith enters the game for J. Terry,,91,87
463,4,0:22.0,C. Brewer makes free throw 2 of 2,,92,87
464,4,0:11.0,,A. Bradley misses 3-pt jump shot from 22 ft,92,87
465,4,0:09.0,Defensive rebound by J. Harden,,92,87
466,4,0:09.0,Personal take foul by A. Bradley (drawn by J. Harden),,92,87
467,4,0:09.0,J. Harden misses free throw 1 of 2,,92,87
468,4,0:09.0,Offensive rebound by Team,,92,87
469,4,0:09.0,J. Harden makes free throw 2 of 2,,93,87
470,4,0:09.0,,Boston full timeout,93,87
471,4,0:09.0,,J. Crowder enters the game for T. Zeller,93,87
472,4,0:05.0,,A. Bradley misses 3-pt jump shot from 25 ft,93,87
473,4,0:03.0,Defensive rebound by C. Brewer,,93,87
474,4,0:03.0,Turnover by C. Brewer (traveling),,93,87
475,4,0:01.0,,M. Smart misses 3-pt jump shot from 24 ft,93,87
476,4,0:00.0,Defensive rebound by C. Brewer,,93,87
