,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
33,1,7:42.0,,Defensive rebound by T. Lawson,8,12
34,1,7:36.0,,A. Afflalo misses 3-pt jump shot from 25 ft,8,12
35,1,7:35.0,,Offensive rebound by K. Faried,8,12
36,1,7:33.0,,W. Chandler misses 3-pt jump shot from 25 ft,8,12
37,1,7:33.0,Defensive rebound by Team,,8,12
38,1,7:19.0,T. Young misses 2-pt layup from 2 ft,,8,12
39,1,7:18.0,Offensive rebound by G. Dieng,,8,12
40,1,7:18.0,G. Dieng misses 2-pt tip-in at rim,,8,12
41,1,7:16.0,,Defensive rebound by T. Mozgov,8,12
42,1,7:07.0,,Turnover by T. Lawson (bad pass; steal by T. Young),8,12
43,1,7:02.0,Z. LaVine makes 2-pt layup from 1 ft (assist by A. Wiggins),,10,12
44,1,6:47.0,,T. Lawson misses 2-pt jump shot from 17 ft,10,12
45,1,6:45.0,Defensive rebound by G. Dieng,,10,12
46,1,6:37.0,Shooting foul by A. Afflalo (drawn by A. Wiggins),,10,12
47,1,6:37.0,A. Wiggins misses free throw 1 of 2,,10,12
48,1,6:37.0,Offensive rebound by Team,,10,12
49,1,6:37.0,A. Wiggins makes free throw 2 of 2,,11,12
50,1,6:33.0,,Shooting foul by S. Muhammad (drawn by T. Lawson),11,12
51,1,6:33.0,,T. Lawson makes free throw 1 of 2,11,13
52,1,6:33.0,M. Williams enters the game for Z. LaVine,,11,13
53,1,6:33.0,,J. Hickson enters the game for K. Faried,11,13
54,1,6:33.0,,T. Lawson makes free throw 2 of 2,11,14
55,1,6:22.0,Turnover by M. Williams (bad pass; steal by W. Chandler),,11,14
56,1,6:05.0,,T. Mozgov misses 2-pt jump shot from 19 ft,11,14
57,1,6:04.0,Defensive rebound by A. Wiggins,,11,14
58,1,5:50.0,G. Dieng makes 2-pt jump shot from 8 ft,,13,14
59,1,5:34.0,,T. Lawson misses 3-pt jump shot from 25 ft,13,14
60,1,5:32.0,Defensive rebound by A. Wiggins,,13,14
61,1,5:21.0,G. Dieng misses 2-pt jump shot from 7 ft,,13,14
62,1,5:19.0,,Defensive rebound by T. Mozgov,13,14
63,1,5:11.0,,W. Chandler misses 3-pt jump shot from 23 ft,13,14
64,1,5:10.0,Defensive rebound by M. Williams,,13,14
65,1,5:06.0,Shooting foul by J. Hickson (drawn by T. Young),,13,14
66,1,5:06.0,,Denver full timeout,13,14
67,1,5:06.0,C. Budinger enters the game for S. Muhammad,,13,14
68,1,5:06.0,,A. Gee enters the game for A. Afflalo,13,14
69,1,5:06.0,T. Young makes free throw 1 of 2,,14,14
70,1,5:06.0,T. Young makes free throw 2 of 2,,15,14
71,1,4:54.0,,T. Mozgov misses 2-pt jump shot from 3 ft (block by G. Dieng),15,14
72,1,4:52.0,,Offensive rebound by T. Mozgov,15,14
73,1,4:51.0,,T. Mozgov makes 2-pt dunk at rim,15,16
74,1,4:34.0,T. Young makes 2-pt jump shot from 4 ft (assist by M. Williams),,17,16
75,1,4:12.0,,A. Gee misses 3-pt jump shot from 25 ft,17,16
76,1,4:10.0,Defensive rebound by C. Budinger,,17,16
77,1,4:05.0,A. Wiggins makes 2-pt layup from 2 ft (assist by M. Williams),,19,16
78,1,3:47.0,,J. Hickson makes 2-pt layup from 2 ft (assist by T. Lawson),19,18
79,1,3:28.0,C. Budinger misses 2-pt jump shot from 17 ft,,19,18
80,1,3:26.0,,Defensive rebound by W. Chandler,19,18
81,1,3:18.0,,T. Mozgov makes 2-pt jump shot from 18 ft (assist by W. Chandler),19,20
82,1,3:05.0,M. Williams misses 2-pt jump shot from 15 ft,,19,20
83,1,3:04.0,,Defensive rebound by J. Hickson,19,20
84,1,3:02.0,,Turnover by J. Hickson (bad pass),19,20
85,1,2:54.0,T. Young makes 2-pt jump shot from 3 ft (assist by M. Williams),,21,20
86,1,2:32.0,,J. Hickson misses 2-pt layup from 1 ft (block by A. Wiggins),21,20
87,1,2:30.0,,Offensive rebound by J. Hickson,21,20
88,1,2:30.0,,J. Hickson misses 2-pt layup from 1 ft (block by G. Dieng),21,20
89,1,2:26.0,Defensive rebound by T. Young,,21,20
90,1,2:24.0,Shooting foul by T. Lawson (drawn by A. Wiggins),,21,20
91,1,2:24.0,Minnesota full timeout,,21,20
92,1,2:24.0,,A. Afflalo enters the game for W. Chandler,21,20
93,1,2:24.0,,J. Nurkić enters the game for T. Mozgov,21,20
94,1,2:24.0,A. Wiggins makes free throw 1 of 2,,22,20
95,1,2:24.0,A. Wiggins makes free throw 2 of 2,,23,20
96,1,2:02.0,,J. Hickson misses 2-pt layup from 1 ft (block by G. Dieng),23,20
97,1,1:59.0,,Offensive rebound by J. Nurkić,23,20
98,1,1:57.0,,J. Nurkić makes 2-pt layup at rim,23,22
99,1,1:43.0,T. Young makes 2-pt layup from 2 ft (assist by M. Williams),,25,22
100,1,1:28.0,,A. Afflalo makes 2-pt jump shot from 17 ft (assist by T. Lawson),25,24
101,1,1:06.0,T. Young misses 2-pt jump shot from 16 ft,,25,24
102,1,1:06.0,Offensive rebound by Team,,25,24
103,1,1:03.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by C. Budinger),,27,24
104,1,0:49.0,,Turnover by T. Lawson (bad pass; steal by G. Dieng),27,24
105,1,0:42.0,Turnover by M. Williams (step out of bounds),,27,24
106,1,0:30.0,,J. Hickson makes 2-pt dunk at rim (assist by A. Afflalo),27,26
107,1,0:06.0,Turnover by Team (shot clock),,27,26
108,1,0:05.0,,Personal take foul by M. Williams (drawn by T. Lawson),27,26
109,1,0:02.0,,T. Lawson misses 2-pt jump shot from 9 ft,27,26
110,1,0:00.0,,Offensive rebound by J. Nurkić,27,26
111,2,11:48.0,A. Bennett misses 2-pt jump shot from 19 ft,,27,26
112,2,11:47.0,Offensive rebound by G. Dieng,,27,26
113,2,11:46.0,Shooting foul by J. Nurkić (drawn by G. Dieng),,27,26
114,2,11:46.0,G. Dieng makes free throw 1 of 2,,28,26
115,2,11:46.0,G. Dieng makes free throw 2 of 2,,29,26
116,2,11:37.0,,Personal foul by M. Williams (drawn by N. Robinson),29,26
117,2,11:37.0,J. Adrien enters the game for G. Dieng,,29,26
118,2,11:37.0,Z. LaVine enters the game for M. Williams,,29,26
119,2,11:27.0,,J. Hickson misses 2-pt layup from 2 ft,29,26
120,2,11:26.0,,Offensive rebound by Team,29,26
121,2,11:26.0,,Turnover by J. Hickson (traveling),29,26
122,2,11:10.0,Turnover by J. Adrien (traveling),,29,26
123,2,10:54.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by N. Robinson),29,29
124,2,10:32.0,J. Adrien misses 2-pt layup from 2 ft,,29,29
125,2,10:31.0,,Defensive rebound by J. Nurkić,29,29
126,2,10:21.0,,W. Chandler misses 2-pt jump shot from 17 ft,29,29
127,2,10:20.0,Defensive rebound by J. Adrien,,29,29
128,2,10:12.0,S. Muhammad makes 2-pt jump shot from 7 ft (assist by J. Adrien),,31,29
129,2,9:50.0,,A. Afflalo misses 3-pt jump shot from 23 ft,31,29
130,2,9:48.0,Defensive rebound by Z. LaVine,,31,29
131,2,9:42.0,C. Budinger misses 3-pt jump shot from 24 ft,,31,29
132,2,9:39.0,,Defensive rebound by W. Chandler,31,29
133,2,9:31.0,,W. Chandler misses 3-pt jump shot from 25 ft,31,29
134,2,9:28.0,Defensive rebound by A. Bennett,,31,29
135,2,9:19.0,Z. LaVine misses 2-pt jump shot from 21 ft,,31,29
136,2,9:18.0,,Defensive rebound by J. Nurkić,31,29
137,2,9:09.0,,W. Chandler misses 3-pt jump shot from 25 ft,31,29
138,2,9:08.0,,Offensive rebound by Team,31,29
139,2,9:08.0,Loose ball foul by A. Bennett (drawn by J. Hickson),,31,29
140,2,9:08.0,,K. Faried enters the game for J. Hickson,31,29
141,2,9:08.0,A. Wiggins enters the game for S. Muhammad,,31,29
142,2,9:00.0,,J. Nurkić makes 2-pt jump shot from 3 ft (assist by A. Afflalo),31,31
143,2,8:40.0,J. Adrien misses 2-pt jump shot from 7 ft,,31,31
144,2,8:39.0,,Defensive rebound by K. Faried,31,31
145,2,8:33.0,,K. Faried misses 2-pt jump shot from 5 ft,31,31
146,2,8:32.0,,Offensive rebound by K. Faried,31,31
147,2,8:31.0,,Shooting foul by J. Adrien (drawn by K. Faried),31,31
148,2,8:31.0,Official timeout,,31,31
149,2,8:31.0,,K. Faried makes free throw 1 of 2,31,32
150,2,8:31.0,,K. Faried makes free throw 2 of 2,31,33
151,2,8:10.0,A. Wiggins makes 2-pt layup from 2 ft,,33,33
152,2,7:50.0,,W. Chandler misses 2-pt jump shot from 11 ft,33,33
153,2,7:49.0,,Offensive rebound by J. Nurkić,33,33
154,2,7:46.0,,J. Nurkić misses 2-pt layup from 1 ft,33,33
155,2,7:44.0,Defensive rebound by Z. LaVine,,33,33
156,2,7:38.0,A. Bennett makes 2-pt layup from 2 ft (assist by Z. LaVine),,35,33
157,2,7:18.0,,Shooting foul by J. Adrien (drawn by J. Nurkić),35,33
158,2,7:18.0,,J. Nurkić misses free throw 1 of 2,35,33
159,2,7:18.0,,Offensive rebound by Team,35,33
160,2,7:18.0,,J. Nurkić makes free throw 2 of 2,35,34
161,2,7:05.0,A. Wiggins misses 2-pt hook shot from 4 ft (block by J. Nurkić),,35,34
162,2,7:03.0,,Defensive rebound by J. Nurkić,35,34
163,2,6:51.0,,N. Robinson misses 3-pt jump shot from 24 ft,35,34
164,2,6:49.0,,Offensive rebound by K. Faried,35,34
165,2,6:49.0,,K. Faried makes 2-pt dunk at rim,35,36
166,2,6:36.0,A. Bennett misses 2-pt jump shot from 19 ft,,35,36
167,2,6:35.0,,Defensive rebound by Team,35,36
168,2,6:35.0,Minnesota full timeout,,35,36
169,2,6:35.0,G. Dieng enters the game for C. Budinger,,35,36
170,2,6:35.0,S. Muhammad enters the game for A. Bennett,,35,36
171,2,6:35.0,T. Young enters the game for J. Adrien,,35,36
172,2,6:35.0,,T. Lawson enters the game for J. Nurkić,35,36
173,2,6:35.0,,T. Mozgov enters the game for N. Robinson,35,36
174,2,6:19.0,,W. Chandler misses 2-pt layup from 2 ft (block by S. Muhammad),35,36
175,2,6:16.0,Defensive rebound by T. Young,,35,36
176,2,5:57.0,G. Dieng misses 2-pt jump shot from 17 ft,,35,36
177,2,5:55.0,,Defensive rebound by K. Faried,35,36
178,2,5:51.0,,Personal foul by G. Dieng (drawn by T. Mozgov),35,36
179,2,5:51.0,,T. Mozgov makes free throw 1 of 2,35,37
180,2,5:51.0,Violation by Team (delay of game),,35,37
181,2,5:51.0,M. Williams enters the game for Z. LaVine,,35,37
182,2,5:51.0,,T. Mozgov makes free throw 2 of 2,35,38
183,2,5:37.0,T. Young makes 2-pt jump shot from 16 ft (assist by M. Williams),,37,38
184,2,5:24.0,,A. Afflalo misses 2-pt jump shot from 15 ft,37,38
185,2,5:22.0,Defensive rebound by T. Young,,37,38
186,2,5:11.0,M. Williams misses 2-pt jump shot from 9 ft,,37,38
187,2,5:09.0,Offensive rebound by A. Wiggins,,37,38
188,2,5:05.0,M. Williams misses 2-pt jump shot from 22 ft,,37,38
189,2,5:04.0,,Defensive rebound by K. Faried,37,38
190,2,5:03.0,,Turnover by K. Faried (traveling),37,38
191,2,4:51.0,T. Young misses 2-pt jump shot from 17 ft,,37,38
192,2,4:51.0,Offensive rebound by Team,,37,38
193,2,4:41.0,T. Young misses 2-pt jump shot from 19 ft,,37,38
194,2,4:39.0,,Defensive rebound by K. Faried,37,38
195,2,4:24.0,,A. Afflalo misses 2-pt layup from 2 ft (block by A. Wiggins),37,38
196,2,4:23.0,,Offensive rebound by K. Faried,37,38
197,2,4:23.0,,K. Faried makes 2-pt layup at rim,37,40
198,2,4:10.0,Personal foul by W. Chandler (drawn by S. Muhammad),,37,40
199,2,4:03.0,M. Williams misses 2-pt jump shot from 9 ft,,37,40
200,2,4:02.0,,Defensive rebound by A. Afflalo,37,40
201,2,3:56.0,,Turnover by T. Mozgov (offensive goaltending),37,40
202,2,3:45.0,S. Muhammad misses 2-pt jump shot from 12 ft,,37,40
203,2,3:44.0,Offensive rebound by Team,,37,40
204,2,3:44.0,,Loose ball foul by A. Afflalo (drawn by G. Dieng),37,40
205,2,3:35.0,G. Dieng makes 2-pt jump shot from 15 ft,,39,40
206,2,3:14.0,,W. Chandler misses 2-pt jump shot from 5 ft,39,40
207,2,3:12.0,,Offensive rebound by K. Faried,39,40
208,2,3:09.0,,K. Faried makes 2-pt dunk at rim,39,42
209,2,2:51.0,S. Muhammad misses 2-pt jump shot from 8 ft,,39,42
210,2,2:50.0,,Defensive rebound by W. Chandler,39,42
211,2,2:45.0,,Personal foul by S. Muhammad (drawn by W. Chandler),39,42
212,2,2:45.0,,Denver full timeout,39,42
213,2,2:45.0,,W. Chandler makes free throw 1 of 2,39,43
214,2,2:45.0,,W. Chandler makes free throw 2 of 2,39,44
215,2,2:22.0,M. Williams makes 2-pt layup from 1 ft (assist by G. Dieng),,41,44
216,2,2:07.0,,Personal foul by T. Young (drawn by K. Faried),41,44
217,2,2:07.0,,K. Faried makes free throw 1 of 2,41,45
218,2,2:07.0,Z. LaVine enters the game for M. Williams,,41,45
219,2,2:07.0,,K. Faried misses free throw 2 of 2,41,45
220,2,2:04.0,Defensive rebound by T. Young,,41,45
221,2,1:53.0,A. Wiggins misses 2-pt jump shot from 17 ft,,41,45
222,2,1:52.0,,Defensive rebound by K. Faried,41,45
223,2,1:47.0,,W. Chandler makes 2-pt jump shot from 16 ft (assist by K. Faried),41,47
224,2,1:25.0,T. Young misses 2-pt hook shot from 7 ft,,41,47
225,2,1:24.0,Offensive rebound by Team,,41,47
226,2,1:22.0,Personal foul by W. Chandler (drawn by S. Muhammad),,41,47
227,2,1:15.0,Shooting foul by W. Chandler (drawn by S. Muhammad),,41,47
228,2,1:15.0,S. Muhammad makes free throw 1 of 2,,42,47
229,2,1:15.0,,A. Gee enters the game for W. Chandler,42,47
230,2,1:15.0,S. Muhammad makes free throw 2 of 2,,43,47
231,2,0:59.0,,A. Gee misses 3-pt jump shot from 24 ft,43,47
232,2,0:57.0,Defensive rebound by G. Dieng,,43,47
233,2,0:46.0,G. Dieng misses 2-pt layup from 1 ft,,43,47
234,2,0:44.0,,Defensive rebound by K. Faried,43,47
235,2,0:42.0,,A. Gee makes 2-pt layup from 1 ft (assist by K. Faried),43,49
236,2,0:42.0,,Shooting foul by Z. LaVine (drawn by A. Gee),43,49
237,2,0:42.0,,A. Gee makes free throw 1 of 1,43,50
238,2,0:30.0,S. Muhammad makes 2-pt layup from 1 ft (assist by Z. LaVine),,45,50
239,2,0:24.0,,A. Gee misses 2-pt jump shot from 5 ft,45,50
240,2,0:23.0,Defensive rebound by G. Dieng,,45,50
241,2,0:20.0,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),,47,50
242,2,0:02.0,,A. Gee makes 3-pt jump shot from 24 ft (assist by T. Lawson),47,53
243,2,0:00.0,Z. LaVine misses 3-pt jump shot from 49 ft,,47,53
244,2,0:00.0,Offensive rebound by Team,,47,53
245,3,11:46.0,T. Young makes 2-pt layup from 1 ft,,49,53
246,3,11:26.0,,Shooting foul by A. Wiggins (drawn by A. Afflalo),49,53
247,3,11:26.0,,A. Afflalo makes free throw 1 of 2,49,54
248,3,11:26.0,,A. Afflalo makes free throw 2 of 2,49,55
249,3,11:10.0,T. Young makes 2-pt jump shot from 15 ft (assist by A. Wiggins),,51,55
250,3,10:55.0,,A. Afflalo misses 2-pt jump shot from 20 ft,51,55
251,3,10:53.0,,Offensive rebound by K. Faried,51,55
252,3,10:50.0,,K. Faried makes 2-pt layup from 1 ft,51,57
253,3,10:36.0,T. Young misses 2-pt jump shot from 16 ft,,51,57
254,3,10:35.0,,Defensive rebound by T. Mozgov,51,57
255,3,10:27.0,,T. Lawson misses 2-pt jump shot from 21 ft,51,57
256,3,10:26.0,,Offensive rebound by K. Faried,51,57
257,3,10:20.0,Offensive charge foul by K. Faried (drawn by G. Dieng),,51,57
258,3,10:20.0,,Turnover by K. Faried (offensive foul),51,57
259,3,10:02.0,Z. LaVine makes 2-pt jump shot from 20 ft (assist by T. Young),,53,57
260,3,9:44.0,,W. Chandler misses 2-pt layup from 2 ft,53,57
261,3,9:41.0,,Offensive rebound by T. Mozgov,53,57
262,3,9:37.0,,Turnover by T. Mozgov (offensive goaltending),53,57
263,3,9:26.0,T. Young misses 2-pt jump shot from 5 ft,,53,57
264,3,9:25.0,,Defensive rebound by A. Afflalo,53,57
265,3,9:14.0,,K. Faried makes 2-pt dunk at rim (assist by T. Lawson),53,59
266,3,8:53.0,S. Muhammad misses 3-pt jump shot from 25 ft,,53,59
267,3,8:52.0,,Defensive rebound by K. Faried,53,59
268,3,8:49.0,,W. Chandler makes 2-pt dunk at rim (assist by K. Faried),53,61
269,3,8:49.0,Minnesota full timeout,,53,61
270,3,8:37.0,A. Wiggins misses 2-pt jump shot from 4 ft,,53,61
271,3,8:36.0,Offensive rebound by G. Dieng,,53,61
272,3,8:34.0,A. Wiggins makes 2-pt tip-in at rim,,55,61
273,3,8:18.0,,K. Faried makes 2-pt jump shot from 16 ft (assist by T. Lawson),55,63
274,3,7:50.0,A. Wiggins misses 2-pt jump shot from 8 ft,,55,63
275,3,7:49.0,,Defensive rebound by T. Mozgov,55,63
276,3,7:39.0,,T. Mozgov misses 2-pt dunk at rim,55,63
277,3,7:38.0,Defensive rebound by S. Muhammad,,55,63
278,3,7:18.0,Z. LaVine misses 2-pt jump shot from 20 ft,,55,63
279,3,7:17.0,,Defensive rebound by T. Mozgov,55,63
280,3,7:09.0,,T. Lawson makes 2-pt jump shot from 18 ft,55,65
281,3,6:44.0,T. Young makes 2-pt jump shot from 4 ft,,57,65
282,3,6:30.0,,T. Mozgov makes 2-pt dunk at rim (assist by T. Lawson),57,67
283,3,6:14.0,Z. LaVine makes 2-pt layup from 2 ft,,59,67
284,3,6:08.0,,T. Lawson misses 2-pt layup from 2 ft (block by G. Dieng),59,67
285,3,6:07.0,Defensive rebound by S. Muhammad,,59,67
286,3,6:07.0,Personal foul by K. Faried (drawn by S. Muhammad),,59,67
287,3,6:07.0,C. Budinger enters the game for Z. LaVine,,59,67
288,3,6:03.0,M. Williams enters the game for S. Muhammad,,59,67
289,3,5:56.0,T. Young misses 2-pt jump shot from 4 ft,,59,67
290,3,5:52.0,,Defensive rebound by K. Faried,59,67
291,3,5:52.0,,A. Afflalo misses 2-pt layup from 2 ft (block by M. Williams),59,67
292,3,5:52.0,,Offensive rebound by Team,59,67
293,3,5:44.0,,T. Lawson misses 2-pt jump shot from 19 ft,59,67
294,3,5:43.0,,Offensive rebound by K. Faried,59,67
295,3,5:42.0,,K. Faried misses 2-pt layup from 1 ft (block by M. Williams),59,67
296,3,5:41.0,,Offensive rebound by T. Mozgov,59,67
297,3,5:41.0,,Shooting foul by G. Dieng (drawn by T. Mozgov),59,67
298,3,5:41.0,,T. Mozgov makes free throw 1 of 2,59,68
299,3,5:41.0,,T. Mozgov misses free throw 2 of 2,59,68
300,3,5:38.0,Defensive rebound by G. Dieng,,59,68
301,3,5:13.0,T. Young misses 3-pt jump shot from 25 ft,,59,68
302,3,5:12.0,,Defensive rebound by K. Faried,59,68
303,3,5:02.0,,W. Chandler misses 3-pt jump shot from 25 ft,59,68
304,3,5:01.0,Defensive rebound by M. Williams,,59,68
305,3,4:59.0,Turnover by M. Williams (bad pass),,59,68
306,3,4:59.0,,J. Hickson enters the game for K. Faried,59,68
307,3,4:53.0,,Personal foul by C. Budinger (drawn by T. Lawson),59,68
308,3,4:40.0,,W. Chandler misses 2-pt jump shot from 4 ft,59,68
309,3,4:39.0,Defensive rebound by G. Dieng,,59,68
310,3,4:31.0,C. Budinger misses 3-pt jump shot from 25 ft,,59,68
311,3,4:30.0,Offensive rebound by C. Budinger,,59,68
312,3,4:25.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by C. Budinger),,61,68
313,3,4:08.0,,A. Afflalo makes 2-pt layup at rim,61,70
314,3,3:47.0,G. Dieng makes 2-pt jump shot from 14 ft (assist by T. Young),,63,70
315,3,3:38.0,,A. Afflalo misses 3-pt jump shot from 22 ft,63,70
316,3,3:36.0,Defensive rebound by G. Dieng,,63,70
317,3,3:24.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by M. Williams),,66,70
318,3,3:09.0,,T. Lawson makes 2-pt jump shot from 17 ft,66,72
319,3,2:48.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by T. Young),,68,72
320,3,2:36.0,,T. Lawson makes 2-pt jump shot from 9 ft,68,74
321,3,2:23.0,Personal foul by A. Afflalo (drawn by A. Wiggins),,68,74
322,3,2:23.0,,Denver full timeout,68,74
323,3,2:23.0,R. Hummel enters the game for T. Young,,68,74
324,3,2:23.0,,A. Gee enters the game for T. Mozgov,68,74
325,3,2:23.0,,J. Nurkić enters the game for A. Afflalo,68,74
326,3,2:14.0,A. Wiggins misses 2-pt jump shot from 6 ft (block by J. Hickson),,68,74
327,3,2:12.0,,Defensive rebound by J. Hickson,68,74
328,3,1:56.0,,W. Chandler makes 2-pt layup from 2 ft,68,76
329,3,1:39.0,C. Budinger makes 2-pt jump shot from 5 ft,,70,76
330,3,1:21.0,,W. Chandler misses 3-pt jump shot from 25 ft,70,76
331,3,1:20.0,Defensive rebound by M. Williams,,70,76
332,3,1:16.0,C. Budinger makes 2-pt dunk at rim (assist by M. Williams),,72,76
333,3,0:58.0,,T. Lawson misses 3-pt jump shot from 24 ft,72,76
334,3,0:56.0,Defensive rebound by G. Dieng,,72,76
335,3,0:47.0,G. Dieng misses 2-pt dunk at rim (block by J. Hickson),,72,76
336,3,0:44.0,,Defensive rebound by W. Chandler,72,76
337,3,0:40.0,,Shooting foul by C. Budinger (drawn by J. Nurkić),72,76
338,3,0:40.0,,J. Nurkić makes free throw 1 of 2,72,77
339,3,0:40.0,,N. Robinson enters the game for T. Lawson,72,77
340,3,0:40.0,,J. Nurkić misses free throw 2 of 2,72,77
341,3,0:40.0,Defensive rebound by G. Dieng,,72,77
342,3,0:27.0,G. Dieng makes 2-pt dunk at rim (assist by M. Williams),,74,77
343,3,0:02.0,,W. Chandler makes 2-pt jump shot from 14 ft,74,79
344,3,0:00.0,A. Wiggins misses 3-pt jump shot from 55 ft,,74,79
345,3,0:00.0,Offensive rebound by Team,,74,79
346,4,11:50.0,,Turnover by J. Nurkić (bad pass),74,79
347,4,11:38.0,R. Hummel makes 2-pt jump shot from 16 ft (assist by M. Williams),,76,79
348,4,11:15.0,,Offensive foul by A. Gee (drawn by R. Hummel),76,79
349,4,11:15.0,,Turnover by A. Gee (offensive foul),76,79
350,4,11:15.0,J. Adrien enters the game for G. Dieng,,76,79
351,4,11:05.0,J. Adrien misses 2-pt layup from 2 ft (block by A. Gee),,76,79
352,4,11:04.0,Offensive rebound by J. Adrien,,76,79
353,4,11:03.0,J. Adrien makes 2-pt layup from 1 ft,,78,79
354,4,11:03.0,Shooting foul by J. Nurkić (drawn by J. Adrien),,78,79
355,4,11:03.0,J. Adrien makes free throw 1 of 1,,79,79
356,4,10:50.0,,J. Nurkić makes 2-pt jump shot from 17 ft,79,81
357,4,10:34.0,R. Hummel makes 2-pt jump shot from 18 ft (assist by M. Williams),,81,81
358,4,10:16.0,,Turnover by J. Nurkić (3 sec),81,81
359,4,10:02.0,M. Williams misses 2-pt jump shot from 6 ft,,81,81
360,4,10:00.0,,Defensive rebound by J. Nurkić,81,81
361,4,9:57.0,,Turnover by A. Afflalo (step out of bounds),81,81
362,4,9:48.0,Turnover by M. Williams (lost ball),,81,81
363,4,9:35.0,,Turnover by J. Nurkić (offensive foul),81,81
364,4,9:35.0,Offensive charge foul by J. Nurkić (drawn by R. Hummel),,81,81
365,4,9:21.0,S. Muhammad misses 2-pt jump shot from 7 ft,,81,81
366,4,9:19.0,,Defensive rebound by J. Nurkić,81,81
367,4,9:01.0,,Shooting foul by C. Budinger (drawn by A. Gee),81,81
368,4,9:01.0,,A. Gee misses free throw 1 of 2,81,81
369,4,9:01.0,,Offensive rebound by Team,81,81
370,4,9:01.0,,T. Lawson enters the game for A. Afflalo,81,81
371,4,9:01.0,,A. Gee makes free throw 2 of 2,81,82
372,4,8:44.0,C. Budinger misses 2-pt jump shot from 13 ft,,81,82
373,4,8:42.0,Offensive rebound by R. Hummel,,81,82
374,4,8:42.0,R. Hummel makes 2-pt tip-in at rim,,83,82
375,4,8:18.0,,A. Gee misses 2-pt layup from 2 ft,83,82
376,4,8:16.0,Defensive rebound by J. Adrien,,83,82
377,4,8:10.0,R. Hummel misses 3-pt jump shot from 25 ft,,83,82
378,4,8:10.0,Offensive rebound by C. Budinger,,83,82
379,4,8:10.0,C. Budinger misses 2-pt tip-in from 1 ft,,83,82
380,4,8:10.0,Offensive rebound by J. Adrien,,83,82
381,4,8:10.0,Shooting foul by T. Lawson (drawn by J. Adrien),,83,82
382,4,8:10.0,Official timeout,,83,82
383,4,8:10.0,A. Wiggins enters the game for C. Budinger,,83,82
384,4,8:10.0,,K. Faried enters the game for J. Hickson,83,82
385,4,8:10.0,,A. Afflalo enters the game for A. Gee,83,82
