,QUARTER,TIME_REMAINING,MIAMI_ACTION,SAN ANTONIO_ACTION,MIAMI_SCORE,SAN ANTONIO_SCORE
151,2,4:35.0,,T. Parker makes 2-pt jump shot from 3 ft,30,44
152,2,4:35.0,C. Bosh enters the game for J. Ennis,,30,44
153,2,4:35.0,,T. Parker makes free throw 1 of 1,30,45
154,2,4:30.0,Personal foul by M. Belinelli (drawn by S. Napier),,30,45
155,2,4:23.0,C. Andersen makes 2-pt layup from 3 ft (assist by C. Bosh),,32,45
156,2,4:11.0,,M. Bonner misses 3-pt jump shot from 24 ft,32,45
157,2,4:10.0,,Offensive rebound by T. Duncan,32,45
158,2,3:54.0,,Turnover by T. Duncan (bad pass; steal by M. Chalmers),32,45
159,2,3:29.0,L. Deng makes 2-pt layup from 1 ft (assist by C. Bosh),,34,45
160,2,3:10.0,,K. Leonard misses 3-pt jump shot from 23 ft,34,45
161,2,3:09.0,Defensive rebound by L. Deng,,34,45
162,2,2:56.0,Def 3 sec tech foul by T. Duncan,,34,45
163,2,2:56.0,C. Bosh misses technical free throw,,34,45
164,2,2:56.0,Offensive rebound by Team,,34,45
165,2,2:56.0,,B. Diaw enters the game for M. Bonner,34,45
166,2,2:56.0,,M. Ginóbili enters the game for M. Belinelli,34,45
167,2,2:48.0,C. Bosh makes 2-pt jump shot from 18 ft,,36,45
168,2,2:32.0,,T. Duncan misses 2-pt hook shot from 3 ft,36,45
169,2,2:31.0,Defensive rebound by L. Deng,,36,45
170,2,2:22.0,Turnover by L. Deng (lost ball),,36,45
171,2,2:05.0,,T. Parker makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),36,48
172,2,1:47.0,S. Napier makes 2-pt jump shot from 15 ft (assist by C. Andersen),,38,48
173,2,1:32.0,,Personal foul by M. Chalmers (drawn by T. Parker),38,48
174,2,1:27.0,,T. Duncan makes 2-pt dunk at rim (assist by T. Parker),38,50
175,2,1:04.0,S. Napier misses 3-pt jump shot from 25 ft,,38,50
176,2,1:03.0,,Defensive rebound by B. Diaw,38,50
177,2,0:46.0,,K. Leonard makes 2-pt jump shot from 4 ft (assist by M. Ginóbili),38,52
178,2,0:26.0,L. Deng makes 3-pt jump shot from 23 ft (assist by S. Napier),,41,52
179,2,0:03.0,,K. Leonard misses 3-pt jump shot from 22 ft,41,52
180,2,0:01.0,Defensive rebound by Team,,41,52
181,2,0:01.0,,Loose ball foul by T. Duncan (drawn by M. Chalmers),41,52
182,2,0:00.0,M. Chalmers misses 3-pt jump shot from 39 ft,,41,52
183,2,0:00.0,Offensive rebound by Team,,41,52
184,3,11:47.0,L. Deng makes 2-pt layup at rim (assist by M. Chalmers),,43,52
185,3,11:28.0,,T. Parker misses 2-pt jump shot from 7 ft,43,52
186,3,11:27.0,Defensive rebound by C. Andersen,,43,52
187,3,11:17.0,C. Bosh misses 3-pt jump shot from 24 ft,,43,52
188,3,11:16.0,,Defensive rebound by K. Leonard,43,52
189,3,11:10.0,,K. Leonard makes 3-pt jump shot from 24 ft,43,55
190,3,10:46.0,C. Bosh makes 2-pt jump shot from 13 ft (assist by S. Napier),,45,55
191,3,10:27.0,,A. Baynes misses 2-pt hook shot from 9 ft,45,55
192,3,10:26.0,Defensive rebound by C. Bosh,,45,55
193,3,10:16.0,Shooting block foul by A. Baynes (drawn by M. Chalmers),,45,55
194,3,10:16.0,M. Chalmers makes free throw 1 of 2,,46,55
195,3,10:16.0,M. Chalmers makes free throw 2 of 2,,47,55
196,3,10:04.0,,M. Belinelli misses 2-pt layup from 1 ft,47,55
197,3,10:03.0,Defensive rebound by C. Bosh,,47,55
198,3,9:53.0,S. Napier misses 2-pt layup at rim,,47,55
199,3,9:52.0,,Defensive rebound by Team,47,55
200,3,9:43.0,,Shooting foul by M. Chalmers (drawn by M. Belinelli),47,55
201,3,9:43.0,,M. Belinelli misses free throw 1 of 2,47,55
202,3,9:43.0,,Offensive rebound by Team,47,55
203,3,9:43.0,,M. Belinelli makes free throw 2 of 2,47,56
204,3,9:19.0,M. Chalmers misses 2-pt jump shot from 8 ft (block by M. Belinelli),,47,56
205,3,9:17.0,,Defensive rebound by T. Duncan,47,56
206,3,9:13.0,,Turnover by T. Parker (bad pass),47,56
207,3,9:08.0,Personal foul by M. Belinelli (drawn by C. Andersen),,47,56
208,3,8:56.0,C. Bosh misses 2-pt jump shot from 17 ft,,47,56
209,3,8:53.0,,Defensive rebound by A. Baynes,47,56
210,3,8:39.0,,K. Leonard misses 3-pt jump shot from 24 ft,47,56
211,3,8:38.0,,Offensive rebound by T. Duncan,47,56
212,3,8:35.0,,K. Leonard misses 3-pt jump shot from 25 ft,47,56
213,3,8:34.0,,Offensive rebound by Team,47,56
214,3,8:25.0,,T. Duncan makes 2-pt jump shot from 4 ft (assist by K. Leonard),47,58
215,3,8:05.0,C. Andersen misses 2-pt jump shot from 12 ft,,47,58
216,3,8:04.0,,Defensive rebound by T. Parker,47,58
217,3,7:52.0,,T. Duncan misses 2-pt jump shot from 17 ft,47,58
218,3,7:51.0,,Offensive rebound by K. Leonard,47,58
219,3,7:47.0,,T. Parker misses 3-pt jump shot from 24 ft,47,58
220,3,7:45.0,Defensive rebound by L. Deng,,47,58
221,3,7:39.0,C. Andersen makes 2-pt dunk from 1 ft (assist by S. Napier),,49,58
222,3,7:39.0,,San Antonio full timeout,49,58
223,3,7:20.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by K. Leonard),49,60
224,3,7:07.0,Turnover by M. Chalmers (bad pass; steal by M. Belinelli),,49,60
225,3,6:47.0,,T. Parker makes 2-pt layup from 1 ft,49,62
226,3,6:30.0,Personal foul by M. Belinelli (drawn by M. Chalmers),,49,62
227,3,6:30.0,J. Hamilton enters the game for C. Bosh,,49,62
228,3,6:30.0,,M. Ginóbili enters the game for M. Belinelli,49,62
229,3,6:16.0,Turnover by Team (shot clock),,49,62
230,3,6:05.0,,A. Baynes makes 2-pt jump shot from 18 ft (assist by T. Parker),49,64
231,3,5:45.0,S. Napier misses 3-pt jump shot from 24 ft,,49,64
232,3,5:44.0,,Defensive rebound by T. Duncan,49,64
233,3,5:40.0,,Turnover by K. Leonard (lost ball),49,64
234,3,5:24.0,M. Chalmers makes 2-pt jump shot from 16 ft,,51,64
235,3,5:24.0,,Technical foul by A. Baynes,51,64
236,3,5:24.0,Technical foul by C. Andersen,,51,64
237,3,5:11.0,,T. Duncan makes 2-pt layup at rim (assist by M. Ginóbili),51,66
238,3,4:51.0,C. Andersen makes 2-pt jump shot from 10 ft (assist by J. Hamilton),,53,66
239,3,4:39.0,,K. Leonard misses 2-pt jump shot from 14 ft,53,66
240,3,4:38.0,Defensive rebound by L. Deng,,53,66
241,3,4:32.0,L. Deng misses 2-pt jump shot from 20 ft,,53,66
242,3,4:31.0,Offensive rebound by C. Andersen,,53,66
243,3,4:31.0,C. Andersen makes 2-pt tip-in from 1 ft,,55,66
244,3,4:21.0,,Shooting foul by J. Hamilton (drawn by K. Leonard),55,66
245,3,4:21.0,,K. Leonard misses free throw 1 of 2,55,66
246,3,4:21.0,,Offensive rebound by Team,55,66
247,3,4:21.0,,B. Diaw enters the game for T. Duncan,55,66
248,3,4:21.0,,T. Splitter enters the game for A. Baynes,55,66
249,3,4:21.0,C. Bosh enters the game for C. Andersen,,55,66
250,3,4:21.0,T. Johnson enters the game for S. Napier,,55,66
251,3,4:21.0,,K. Leonard makes free throw 2 of 2,55,67
252,3,4:08.0,C. Bosh misses 2-pt jump shot from 13 ft,,55,67
253,3,4:07.0,,Defensive rebound by T. Parker,55,67
254,3,3:49.0,,T. Parker makes 3-pt jump shot from 24 ft (assist by K. Leonard),55,70
255,3,3:48.0,Miami full timeout,,55,70
256,3,3:48.0,N. Cole enters the game for M. Chalmers,,55,70
257,3,3:34.0,L. Deng makes 2-pt jump shot from 17 ft (assist by N. Cole),,57,70
258,3,3:15.0,,T. Splitter misses 2-pt jump shot from 5 ft (block by C. Bosh),57,70
259,3,3:14.0,Defensive rebound by T. Johnson,,57,70
260,3,2:58.0,C. Bosh makes 2-pt jump shot from 17 ft (assist by N. Cole),,59,70
261,3,2:43.0,,B. Diaw misses 2-pt jump shot from 19 ft,59,70
262,3,2:42.0,,Offensive rebound by T. Splitter,59,70
263,3,2:37.0,,Shooting foul by T. Johnson (drawn by K. Leonard),59,70
264,3,2:37.0,,K. Leonard makes free throw 1 of 2,59,71
265,3,2:37.0,,M. Bonner enters the game for B. Diaw,59,71
266,3,2:37.0,,K. Leonard makes free throw 2 of 2,59,72
267,3,2:26.0,L. Deng misses 2-pt layup from 1 ft,,59,72
268,3,2:25.0,,Defensive rebound by K. Leonard,59,72
269,3,2:12.0,,K. Leonard misses 2-pt jump shot from 12 ft,59,72
270,3,2:11.0,Defensive rebound by L. Deng,,59,72
271,3,1:55.0,L. Deng makes 2-pt layup at rim (assist by J. Hamilton),,61,72
272,3,1:37.0,,M. Bonner makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),61,75
273,3,1:17.0,T. Johnson misses 2-pt layup at rim,,61,75
274,3,1:15.0,,Defensive rebound by T. Parker,61,75
275,3,1:04.0,,T. Splitter misses 2-pt layup from 2 ft,61,75
276,3,1:01.0,Defensive rebound by L. Deng,,61,75
277,3,0:53.0,L. Deng misses 2-pt jump shot from 16 ft,,61,75
278,3,0:52.0,Offensive rebound by C. Bosh,,61,75
279,3,0:52.0,C. Bosh misses 2-pt tip-in at rim,,61,75
280,3,0:50.0,,Defensive rebound by M. Bonner,61,75
281,3,0:42.0,,T. Splitter makes 2-pt hook shot from 8 ft (assist by M. Bonner),61,77
282,3,0:22.0,C. Bosh misses 2-pt jump shot from 19 ft,,61,77
283,3,0:21.0,Offensive rebound by N. Cole,,61,77
284,3,0:07.0,C. Bosh misses 2-pt jump shot from 7 ft (block by T. Splitter),,61,77
285,3,0:05.0,,Defensive rebound by K. Leonard,61,77
286,3,0:00.0,,M. Bonner misses 2-pt jump shot from 15 ft,61,77
287,3,0:00.0,,Offensive rebound by M. Bonner,61,77
288,4,11:45.0,,D. Green makes 2-pt layup from 1 ft (assist by M. Bonner),61,79
289,4,11:24.0,C. Bosh misses 2-pt jump shot from 14 ft,,61,79
290,4,11:22.0,Offensive rebound by J. Hamilton,,61,79
291,4,11:20.0,J. Hamilton misses 2-pt layup at rim,,61,79
292,4,11:18.0,Offensive rebound by J. Ennis,,61,79
293,4,11:18.0,J. Ennis makes 2-pt layup at rim,,63,79
294,4,11:10.0,,Turnover by M. Ginóbili (lost ball),63,79
295,4,10:44.0,C. Bosh makes 2-pt jump shot from 19 ft,,65,79
296,4,10:26.0,,T. Splitter misses 2-pt layup at rim (block by J. Ennis),65,79
297,4,10:25.0,Defensive rebound by J. Hamilton,,65,79
298,4,10:24.0,Personal foul by M. Ginóbili (drawn by T. Johnson),,65,79
299,4,10:13.0,Turnover by T. Johnson (lost ball; steal by M. Bonner),,65,79
300,4,10:08.0,,D. Green makes 2-pt layup at rim (assist by P. Mills),65,81
301,4,9:44.0,N. Cole misses 3-pt jump shot from 25 ft,,65,81
302,4,9:43.0,,Defensive rebound by T. Splitter,65,81
303,4,9:24.0,,M. Bonner misses 2-pt jump shot from 6 ft,65,81
304,4,9:23.0,Defensive rebound by J. Ennis,,65,81
305,4,9:12.0,C. Bosh misses 2-pt layup from 2 ft (block by D. Green),,65,81
306,4,9:11.0,,Defensive rebound by M. Bonner,65,81
307,4,9:03.0,,D. Green misses 2-pt jump shot from 4 ft,65,81
308,4,9:01.0,,Offensive rebound by P. Mills,65,81
309,4,8:50.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),65,84
310,4,8:50.0,Miami full timeout,,65,84
311,4,8:34.0,N. Cole misses 2-pt jump shot from 6 ft,,65,84
312,4,8:34.0,Offensive rebound by Team,,65,84
313,4,8:34.0,,Loose ball foul by M. Ginóbili (drawn by J. Ennis),65,84
314,4,8:26.0,Personal foul by P. Mills (drawn by N. Cole),,65,84
315,4,8:13.0,J. Hamilton makes 2-pt layup at rim (assist by N. Cole),,67,84
316,4,8:04.0,,Personal foul by J. Ennis (drawn by D. Green),67,84
317,4,7:54.0,,P. Mills misses 3-pt jump shot from 25 ft,67,84
318,4,7:53.0,,Offensive rebound by M. Bonner,67,84
319,4,7:48.0,,Offensive foul by T. Splitter (drawn by N. Cole),67,84
320,4,7:48.0,,Turnover by T. Splitter (offensive foul),67,84
321,4,7:36.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by J. Hamilton),,70,84
322,4,7:23.0,,P. Mills makes 2-pt layup at rim (assist by M. Ginóbili),70,86
323,4,7:09.0,Turnover by J. Ennis (lost ball; steal by M. Ginóbili),,70,86
324,4,6:54.0,,D. Green misses 2-pt jump shot from 11 ft,70,86
325,4,6:53.0,Defensive rebound by J. Hamilton,,70,86
326,4,6:38.0,Turnover by C. Bosh (lost ball; steal by P. Mills),,70,86
327,4,6:25.0,,D. Green misses 3-pt jump shot from 24 ft,70,86
328,4,6:24.0,Defensive rebound by J. Ennis,,70,86
329,4,6:23.0,Technical foul by Team,,70,86
330,4,6:23.0,,D. Green makes technical free throw,70,87
331,4,6:23.0,,M. Belinelli enters the game for M. Ginóbili,70,87
332,4,6:08.0,C. Bosh makes 2-pt jump shot from 18 ft,,72,87
333,4,6:08.0,,San Antonio full timeout,72,87
334,4,5:51.0,,D. Green misses 2-pt layup from 1 ft,72,87
335,4,5:50.0,Defensive rebound by C. Bosh,,72,87
336,4,5:36.0,Turnover by J. Hamilton (bad pass; steal by M. Belinelli),,72,87
337,4,5:22.0,,Turnover by P. Mills (bad pass; steal by T. Johnson),72,87
338,4,5:19.0,T. Johnson misses 2-pt layup at rim,,72,87
339,4,5:17.0,Offensive rebound by T. Johnson,,72,87
340,4,5:17.0,T. Johnson makes 2-pt layup from 1 ft,,74,87
341,4,4:59.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by T. Splitter),74,90
342,4,4:35.0,C. Bosh misses 2-pt jump shot from 15 ft,,74,90
343,4,4:35.0,Offensive rebound by Team,,74,90
344,4,4:35.0,,Loose ball foul by P. Mills (drawn by J. Hamilton),74,90
345,4,4:35.0,,A. Baynes enters the game for T. Splitter,74,90
346,4,4:35.0,,K. Leonard enters the game for D. Green,74,90
347,4,4:26.0,C. Bosh misses 2-pt layup from 1 ft,,74,90
348,4,4:25.0,,Defensive rebound by A. Baynes,74,90
349,4,4:09.0,,M. Bonner misses 3-pt jump shot from 23 ft,74,90
350,4,4:08.0,Defensive rebound by J. Ennis,,74,90
351,4,4:04.0,Turnover by J. Ennis (bad pass; steal by K. Leonard),,74,90
352,4,3:51.0,,M. Belinelli makes 2-pt jump shot from 18 ft,74,92
353,4,3:30.0,J. Ennis misses 2-pt jump shot from 19 ft,,74,92
354,4,3:30.0,,Defensive rebound by Team,74,92
355,4,3:30.0,,B. Diaw enters the game for M. Bonner,74,92
356,4,3:30.0,L. Deng enters the game for C. Bosh,,74,92
357,4,3:17.0,,K. Leonard makes 2-pt jump shot from 19 ft,74,94
358,4,3:02.0,Shooting foul by B. Diaw (drawn by L. Deng),,74,94
359,4,3:02.0,L. Deng makes free throw 1 of 2,,75,94
360,4,3:02.0,,C. Joseph enters the game for M. Belinelli,75,94
361,4,3:02.0,,R. Williams enters the game for K. Leonard,75,94
362,4,3:02.0,S. Napier enters the game for N. Cole,,75,94
363,4,3:02.0,L. Deng makes free throw 2 of 2,,76,94
364,4,2:45.0,,P. Mills misses 2-pt jump shot from 14 ft,76,94
365,4,2:44.0,Defensive rebound by J. Ennis,,76,94
366,4,2:37.0,L. Deng misses 3-pt jump shot from 24 ft,,76,94
367,4,2:35.0,,Defensive rebound by A. Baynes,76,94
368,4,2:20.0,,C. Joseph makes 2-pt layup at rim (assist by B. Diaw),76,96
369,4,2:06.0,T. Johnson makes 2-pt jump shot from 18 ft,,78,96
370,4,1:51.0,,Offensive foul by A. Baynes (drawn by J. Ennis),78,96
371,4,1:51.0,,Turnover by A. Baynes (offensive foul),78,96
372,4,1:51.0,Official timeout,,78,96
373,4,1:37.0,J. Hamilton misses 3-pt jump shot from 24 ft,,78,96
374,4,1:36.0,,Defensive rebound by P. Mills,78,96
375,4,1:20.0,,A. Baynes makes 2-pt dunk at rim (assist by R. Williams),78,98
376,4,1:11.0,T. Johnson makes 2-pt jump shot from 10 ft (assist by S. Napier),,80,98
377,4,0:52.0,,A. Baynes misses 2-pt jump shot from 8 ft,80,98
378,4,0:51.0,,Offensive rebound by C. Joseph,80,98
379,4,0:37.0,,A. Baynes misses 2-pt jump shot from 3 ft,80,98
