,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:46.0,D. DeRozan misses 2-pt layup from 2 ft (block by P. Pierce),,0,0
1,1,11:43.0,Offensive rebound by D. DeRozan,,0,0
2,1,11:41.0,D. DeRozan misses 2-pt jump shot from 17 ft,,0,0
3,1,11:40.0,,Defensive rebound by P. Pierce,0,0
4,1,11:16.0,,J. Wall makes 2-pt jump shot from 20 ft (assist by M. Gortat),0,2
5,1,10:55.0,K. Lowry makes 2-pt jump shot from 20 ft,,2,2
6,1,10:35.0,,Turnover by M. Gortat (lost ball),2,2
7,1,10:16.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,2,2
8,1,10:15.0,,Defensive rebound by M. Gortat,2,2
9,1,10:12.0,,Shooting foul by K. Lowry (drawn by J. Wall),2,2
10,1,10:12.0,,J. Wall makes free throw 1 of 2,2,3
11,1,10:12.0,,J. Wall makes free throw 2 of 2,2,4
12,1,9:59.0,Personal foul by N. Hilário (drawn by K. Lowry),,2,4
13,1,9:47.0,K. Lowry misses 3-pt jump shot from 24 ft,,2,4
14,1,9:46.0,,Defensive rebound by P. Pierce,2,4
15,1,9:42.0,,Shooting foul by A. Johnson (drawn by N. Hilário),2,4
16,1,9:42.0,,N. Hilário makes free throw 1 of 2,2,5
17,1,9:42.0,,N. Hilário misses free throw 2 of 2,2,5
18,1,9:40.0,,Offensive rebound by M. Gortat,2,5
19,1,9:35.0,,P. Pierce misses 3-pt jump shot from 26 ft,2,5
20,1,9:34.0,Defensive rebound by Team,,2,5
21,1,9:34.0,,Loose ball foul by M. Gortat (drawn by A. Johnson),2,5
22,1,9:22.0,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by T. Ross),,4,5
23,1,8:59.0,,Turnover by N. Hilário (step out of bounds),4,5
24,1,8:52.0,Turnover by K. Lowry (lost ball; steal by M. Gortat),,4,5
25,1,8:50.0,,Shooting foul by D. DeRozan (drawn by N. Hilário),4,5
26,1,8:50.0,,N. Hilário makes free throw 1 of 2,4,6
27,1,8:50.0,,N. Hilário misses free throw 2 of 2,4,6
28,1,8:48.0,Defensive rebound by J. Valančiūnas,,4,6
29,1,8:35.0,T. Ross misses 3-pt jump shot from 25 ft,,4,6
30,1,8:34.0,,Defensive rebound by J. Wall,4,6
31,1,8:12.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),4,9
32,1,7:51.0,A. Johnson misses 2-pt jump shot from 5 ft,,4,9
33,1,7:51.0,,Defensive rebound by Team,4,9
34,1,7:38.0,,Turnover by B. Beal (lost ball; steal by D. DeRozan),4,9
35,1,7:32.0,T. Ross makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,7,9
36,1,7:14.0,,N. Hilário makes 2-pt jump shot from 19 ft (assist by P. Pierce),7,11
37,1,6:59.0,T. Ross misses 3-pt jump shot from 26 ft,,7,11
38,1,6:58.0,,Defensive rebound by J. Wall,7,11
39,1,6:53.0,,J. Wall misses 2-pt jump shot from 20 ft,7,11
40,1,6:50.0,Defensive rebound by J. Valančiūnas,,7,11
41,1,6:35.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,7,11
42,1,6:34.0,,Defensive rebound by M. Gortat,7,11
43,1,6:31.0,,Shooting foul by K. Lowry (drawn by J. Wall),7,11
44,1,6:31.0,,J. Wall makes free throw 1 of 2,7,12
45,1,6:31.0,,J. Wall makes free throw 2 of 2,7,13
46,1,6:27.0,Toronto full timeout,,7,13
47,1,6:27.0,Technical foul by K. Lowry,,7,13
48,1,6:27.0,,J. Wall makes technical free throw,7,14
49,1,6:20.0,Def 3 sec tech foul by N. Hilário,,7,14
50,1,6:20.0,D. DeRozan makes technical free throw,,8,14
51,1,6:15.0,Turnover by A. Johnson (bad pass; steal by P. Pierce),,8,14
52,1,6:12.0,Violation by D. DeRozan (def goaltending),,8,14
53,1,6:12.0,,P. Pierce makes 2-pt layup from 1 ft,8,16
54,1,6:01.0,Turnover by D. DeRozan (step out of bounds),,8,16
55,1,5:42.0,,N. Hilário makes 2-pt jump shot from 20 ft (assist by M. Gortat),8,18
56,1,5:24.0,K. Lowry makes 2-pt layup from 1 ft (assist by D. DeRozan),,10,18
57,1,5:06.0,,Shooting foul by K. Lowry (drawn by B. Beal),10,18
58,1,5:06.0,,B. Beal makes free throw 1 of 2,10,19
59,1,5:06.0,,D. Gooden enters the game for N. Hilário,10,19
60,1,5:06.0,L. Williams enters the game for T. Ross,,10,19
61,1,5:06.0,G. Vásquez enters the game for A. Johnson,,10,19
62,1,5:06.0,P. Patterson enters the game for K. Lowry,,10,19
63,1,5:06.0,,B. Beal makes free throw 2 of 2,10,20
64,1,4:50.0,D. DeRozan makes 2-pt jump shot from 18 ft,,12,20
65,1,4:44.0,,Offensive foul by J. Wall (drawn by L. Williams),12,20
66,1,4:44.0,,Turnover by J. Wall (offensive foul),12,20
67,1,4:28.0,G. Vásquez misses 2-pt jump shot from 3 ft,,12,20
68,1,4:26.0,,Defensive rebound by M. Gortat,12,20
69,1,4:14.0,,Shooting foul by J. Valančiūnas (drawn by M. Gortat),12,20
70,1,4:14.0,,M. Gortat makes free throw 1 of 2,12,21
71,1,4:14.0,,M. Gortat makes free throw 2 of 2,12,22
72,1,4:02.0,P. Patterson makes 2-pt jump shot from 18 ft,,14,22
73,1,3:45.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),14,25
74,1,3:29.0,D. DeRozan makes 2-pt jump shot from 17 ft,,16,25
75,1,3:16.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),16,27
76,1,3:07.0,L. Williams misses 2-pt layup from 1 ft,,16,27
77,1,3:05.0,Offensive rebound by J. Valančiūnas,,16,27
78,1,3:04.0,J. Valančiūnas makes 2-pt tip-in from 1 ft,,18,27
79,1,2:58.0,,P. Pierce makes 3-pt jump shot from 23 ft (assist by J. Wall),18,30
80,1,2:46.0,Toronto full timeout,,18,30
81,1,2:46.0,,Washington full timeout,18,30
82,1,2:46.0,,R. Sessions enters the game for B. Beal,18,30
83,1,2:46.0,,O. Porter enters the game for P. Pierce,18,30
84,1,2:46.0,T. Hansbrough enters the game for J. Valančiūnas,,18,30
85,1,2:33.0,D. DeRozan misses 2-pt jump shot from 20 ft,,18,30
86,1,2:32.0,,Defensive rebound by J. Wall,18,30
87,1,2:29.0,,Personal foul by G. Vásquez (drawn by J. Wall),18,30
88,1,2:29.0,,J. Wall makes free throw 1 of 2,18,31
89,1,2:29.0,,J. Wall makes free throw 2 of 2,18,32
90,1,2:08.0,G. Vásquez misses 2-pt jump shot from 3 ft,,18,32
91,1,2:07.0,Offensive rebound by P. Patterson,,18,32
92,1,2:05.0,P. Patterson misses 2-pt layup from 2 ft (block by M. Gortat),,18,32
93,1,2:05.0,,Defensive rebound by R. Sessions,18,32
94,1,2:05.0,,Turnover by R. Sessions (step out of bounds),18,32
95,1,1:51.0,L. Williams makes 2-pt jump shot from 19 ft,,20,32
96,1,1:33.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),20,34
97,1,1:23.0,T. Hansbrough misses 2-pt layup from 2 ft (block by O. Porter),,20,34
98,1,1:23.0,Offensive rebound by Team,,20,34
99,1,1:17.0,G. Vásquez misses 3-pt jump shot from 28 ft,,20,34
100,1,1:16.0,,Defensive rebound by M. Gortat,20,34
101,1,1:09.0,,J. Wall misses 3-pt jump shot from 27 ft,20,34
102,1,1:08.0,Defensive rebound by T. Hansbrough,,20,34
103,1,1:02.0,Personal foul by R. Sessions (drawn by L. Williams),,20,34
104,1,0:55.0,Offensive foul by D. DeRozan (drawn by O. Porter),,20,34
105,1,0:55.0,Turnover by D. DeRozan (offensive foul),,20,34
106,1,0:37.0,,O. Porter misses 2-pt jump shot from 4 ft,20,34
107,1,0:36.0,,Offensive rebound by M. Gortat,20,34
108,1,0:35.0,,M. Gortat makes 2-pt layup from 1 ft,20,36
109,1,0:29.0,G. Vásquez makes 2-pt layup from 3 ft,,22,36
110,1,0:05.0,,Turnover by Team (shot clock),22,36
111,1,0:05.0,,B. Beal enters the game for J. Wall,22,36
112,1,0:01.0,L. Williams misses 3-pt jump shot from 32 ft,,22,36
113,1,0:00.0,Offensive rebound by Team,,22,36
114,2,11:35.0,,R. Sessions misses 2-pt jump shot from 16 ft,22,36
115,2,11:34.0,Defensive rebound by P. Patterson,,22,36
116,2,11:12.0,L. Williams makes 2-pt jump shot from 8 ft,,24,36
117,2,10:54.0,,D. Gooden makes 2-pt layup from 2 ft (assist by N. Hilário),24,38
118,2,10:41.0,L. Williams makes 3-pt jump shot from 26 ft (assist by P. Patterson),,27,38
119,2,10:17.0,,N. Hilário misses 2-pt jump shot from 20 ft,27,38
120,2,10:16.0,Defensive rebound by T. Hansbrough,,27,38
121,2,10:08.0,G. Vásquez makes 3-pt jump shot from 26 ft,,30,38
122,2,9:47.0,,Shooting foul by T. Ross (drawn by B. Beal),30,38
123,2,9:47.0,,B. Beal makes free throw 1 of 2,30,39
124,2,9:47.0,,B. Beal makes free throw 2 of 2,30,40
125,2,9:30.0,G. Vásquez misses 3-pt jump shot from 26 ft,,30,40
126,2,9:28.0,,Defensive rebound by O. Porter,30,40
127,2,9:20.0,,B. Beal misses 2-pt layup from 3 ft,30,40
128,2,9:19.0,Defensive rebound by Team,,30,40
129,2,9:13.0,Shooting foul by B. Beal (drawn by L. Williams),,30,40
130,2,9:13.0,L. Williams misses free throw 1 of 2,,30,40
131,2,9:13.0,Offensive rebound by Team,,30,40
132,2,9:13.0,L. Williams makes free throw 2 of 2,,31,40
133,2,9:04.0,,D. Gooden makes 3-pt jump shot from 27 ft (assist by R. Sessions),31,43
134,2,8:59.0,Offensive foul by P. Patterson (drawn by R. Sessions),,31,43
135,2,8:59.0,Turnover by P. Patterson (offensive foul),,31,43
136,2,8:59.0,Official timeout,,31,43
137,2,8:42.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by B. Beal),31,46
138,2,8:27.0,L. Williams misses 2-pt jump shot from 11 ft,,31,46
139,2,8:26.0,,Defensive rebound by D. Gooden,31,46
140,2,8:11.0,,B. Beal makes 2-pt jump shot from 5 ft,31,48
141,2,7:51.0,P. Patterson makes 2-pt layup from 2 ft (assist by T. Hansbrough),,33,48
142,2,7:29.0,,D. Gooden misses 3-pt jump shot from 27 ft,33,48
143,2,7:28.0,,Offensive rebound by B. Beal,33,48
144,2,7:26.0,,B. Beal makes 2-pt tip-in from 2 ft,33,50
145,2,7:08.0,P. Patterson misses 3-pt jump shot from 25 ft,,33,50
146,2,7:07.0,,Defensive rebound by N. Hilário,33,50
147,2,6:59.0,,R. Sessions makes flagrant free throw 1 of 2,33,51
148,2,6:59.0,,R. Sessions makes flagrant free throw 2 of 2,33,52
149,2,6:59.0,K. Lowry enters the game for T. Ross,,33,52
150,2,6:59.0,D. DeRozan enters the game for G. Vásquez,,33,52
151,2,6:59.0,A. Johnson enters the game for T. Hansbrough,,33,52
152,2,6:50.0,,B. Beal misses 3-pt jump shot from 28 ft,33,52
153,2,6:49.0,Defensive rebound by Team,,33,52
154,2,6:30.0,Personal block foul by N. Hilário (drawn by L. Williams),,33,52
155,2,6:23.0,L. Williams misses 3-pt jump shot from 24 ft,,33,52
156,2,6:22.0,,Defensive rebound by R. Sessions,33,52
157,2,6:15.0,,Shooting foul by L. Williams (drawn by B. Beal),33,52
158,2,6:15.0,,B. Beal makes free throw 1 of 2,33,53
159,2,6:15.0,,J. Wall enters the game for R. Sessions,33,53
160,2,6:15.0,,B. Beal misses free throw 2 of 2,33,53
161,2,6:14.0,Defensive rebound by D. DeRozan,,33,53
162,2,6:02.0,A. Johnson makes 2-pt layup from 1 ft (assist by D. DeRozan),,35,53
163,2,5:42.0,,B. Beal misses 2-pt layup at rim,35,53
164,2,5:41.0,Defensive rebound by P. Patterson,,35,53
165,2,5:32.0,K. Lowry misses 3-pt jump shot from 25 ft,,35,53
166,2,5:31.0,Offensive rebound by K. Lowry,,35,53
167,2,5:19.0,D. DeRozan makes 2-pt jump shot from 14 ft,,37,53
168,2,5:01.0,,N. Hilário misses 2-pt layup from 2 ft,37,53
169,2,5:00.0,Defensive rebound by A. Johnson,,37,53
170,2,4:55.0,P. Patterson misses 3-pt jump shot from 25 ft,,37,53
171,2,4:52.0,Offensive rebound by K. Lowry,,37,53
172,2,4:50.0,P. Patterson misses 2-pt jump shot from 12 ft (block by J. Wall),,37,53
173,2,4:48.0,,Defensive rebound by N. Hilário,37,53
