,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
389,4,8:27.0,,R. Stuckey misses free throw 2 of 2,78,91
390,4,8:27.0,Defensive rebound by T. Wroten,,78,91
391,4,8:15.0,T. Wroten misses 3-pt jump shot from 25 ft,,78,91
392,4,8:13.0,,Defensive rebound by I. Mahinmi,78,91
393,4,7:58.0,,D. Rudež misses 3-pt jump shot from 23 ft,78,91
394,4,7:57.0,Defensive rebound by A. Shved,,78,91
395,4,7:54.0,C. Johnson makes 2-pt layup from 1 ft (assist by A. Shved),,80,91
396,4,7:54.0,Shooting foul by R. Stuckey (drawn by C. Johnson),,80,91
397,4,7:54.0,C. Johnson makes free throw 1 of 1,,81,91
398,4,7:34.0,,C. Copeland misses 2-pt layup from 2 ft,81,91
399,4,7:32.0,Defensive rebound by T. Wroten,,81,91
400,4,7:28.0,A. Shved makes 2-pt layup from 1 ft (assist by T. Wroten),,83,91
401,4,7:28.0,,Indiana full timeout,83,91
402,4,7:11.0,,R. Stuckey misses 2-pt jump shot from 3 ft,83,91
403,4,7:10.0,,Offensive rebound by I. Mahinmi,83,91
404,4,7:10.0,,I. Mahinmi misses 2-pt tip-in from 1 ft,83,91
405,4,7:09.0,Defensive rebound by T. Wroten,,83,91
406,4,6:57.0,H. Sims misses 2-pt layup from 2 ft,,83,91
407,4,6:56.0,Offensive rebound by N. Noel,,83,91
408,4,6:56.0,N. Noel misses 2-pt tip-in from 1 ft,,83,91
409,4,6:55.0,,Defensive rebound by L. Allen,83,91
410,4,6:38.0,,Turnover by I. Mahinmi (3 sec),83,91
411,4,6:38.0,H. Thompson enters the game for C. Johnson,,83,91
412,4,6:38.0,B. Davies enters the game for N. Noel,,83,91
413,4,6:22.0,H. Sims makes 2-pt jump shot from 13 ft (assist by A. Shved),,85,91
414,4,6:08.0,,Turnover by R. Stuckey (lost ball; steal by B. Davies),85,91
415,4,6:04.0,T. Wroten misses 2-pt layup from 2 ft (block by L. Allen),,85,91
416,4,6:03.0,,Defensive rebound by I. Mahinmi,85,91
417,4,5:56.0,,D. Rudež misses 3-pt jump shot from 27 ft,85,91
418,4,5:56.0,Defensive rebound by H. Sims,,85,91
419,4,5:37.0,T. Wroten misses 3-pt jump shot from 26 ft,,85,91
420,4,5:35.0,Offensive rebound by A. Shved,,85,91
421,4,5:33.0,H. Sims misses 2-pt layup from 2 ft,,85,91
422,4,5:31.0,,Defensive rebound by I. Mahinmi,85,91
423,4,5:24.0,,Offensive foul by I. Mahinmi (drawn by A. Shved),85,91
424,4,5:24.0,,Turnover by I. Mahinmi (offensive foul),85,91
425,4,5:24.0,N. Noel enters the game for H. Sims,,85,91
426,4,5:24.0,,L. Scola enters the game for L. Allen,85,91
427,4,5:24.0,,D. Sloan enters the game for R. Stuckey,85,91
428,4,5:09.0,T. Wroten makes 2-pt dunk at rim,,87,91
429,4,4:48.0,,Personal foul by A. Shved (drawn by C. Copeland),87,91
430,4,4:48.0,,C. Copeland misses free throw 1 of 2,87,91
431,4,4:48.0,,Offensive rebound by Team,87,91
432,4,4:48.0,,R. Hibbert enters the game for I. Mahinmi,87,91
433,4,4:48.0,,C. Miles enters the game for D. Rudež,87,91
434,4,4:48.0,,C. Copeland makes free throw 2 of 2,87,92
435,4,4:30.0,T. Wroten misses 2-pt jump shot from 6 ft,,87,92
436,4,4:28.0,,Defensive rebound by D. Sloan,87,92
437,4,4:23.0,,C. Copeland misses 3-pt jump shot from 25 ft,87,92
438,4,4:21.0,Defensive rebound by A. Shved,,87,92
439,4,4:18.0,T. Wroten makes 2-pt dunk at rim (assist by A. Shved),,89,92
440,4,4:04.0,,Personal foul by A. Shved (drawn by D. Sloan),89,92
441,4,4:04.0,,D. Sloan makes free throw 1 of 2,89,93
442,4,4:04.0,,D. Sloan misses free throw 2 of 2,89,93
443,4,4:04.0,Defensive rebound by N. Noel,,89,93
444,4,3:50.0,Turnover by N. Noel (traveling),,89,93
445,4,3:35.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Sloan),89,96
446,4,3:23.0,B. Davies misses 3-pt jump shot from 25 ft,,89,96
447,4,3:23.0,,Defensive rebound by Team,89,96
448,4,3:05.0,,R. Hibbert makes 2-pt layup from 1 ft (assist by L. Scola),89,98
449,4,3:05.0,,Shooting foul by H. Thompson (drawn by R. Hibbert),89,98
450,4,3:05.0,,R. Hibbert makes free throw 1 of 1,89,99
451,4,2:57.0,N. Noel misses 2-pt jump shot from 5 ft,,89,99
452,4,2:56.0,Offensive rebound by Team,,89,99
453,4,2:56.0,Official timeout,,89,99
454,4,2:56.0,,S. Hill enters the game for C. Copeland,89,99
455,4,2:56.0,H. Sims enters the game for B. Davies,,89,99
456,4,2:44.0,A. Shved misses 3-pt jump shot from 25 ft,,89,99
457,4,2:43.0,,Defensive rebound by D. Sloan,89,99
458,4,2:23.0,,Turnover by L. Scola (traveling),89,99
459,4,2:23.0,C. Johnson enters the game for H. Sims,,89,99
460,4,2:23.0,Philadelphia full timeout,,89,99
461,4,2:23.0,,R. Stuckey enters the game for L. Scola,89,99
462,4,2:13.0,H. Thompson misses 2-pt jump shot from 4 ft,,89,99
463,4,2:12.0,Offensive rebound by N. Noel,,89,99
464,4,2:12.0,N. Noel misses 2-pt tip-in at rim,,89,99
465,4,2:11.0,Offensive rebound by N. Noel,,89,99
466,4,2:09.0,N. Noel misses 2-pt layup from 1 ft (block by S. Hill),,89,99
467,4,2:08.0,Offensive rebound by Team,,89,99
468,4,2:06.0,Shooting block foul by R. Hibbert (drawn by N. Noel),,89,99
469,4,2:06.0,N. Noel misses free throw 1 of 2,,89,99
470,4,2:06.0,Offensive rebound by Team,,89,99
471,4,2:06.0,N. Noel misses free throw 2 of 2,,89,99
472,4,2:06.0,,Defensive rebound by D. Sloan,89,99
473,4,1:43.0,,S. Hill misses 2-pt jump shot from 12 ft,89,99
474,4,1:41.0,Defensive rebound by N. Noel,,89,99
475,4,1:32.0,C. Johnson misses 2-pt layup from 1 ft (block by R. Hibbert),,89,99
476,4,1:30.0,,Defensive rebound by R. Stuckey,89,99
477,4,1:14.0,,Shooting foul by N. Noel (drawn by D. Sloan),89,99
478,4,1:14.0,,D. Sloan makes free throw 1 of 2,89,100
479,4,1:14.0,,D. Sloan makes free throw 2 of 2,89,101
480,4,1:07.0,A. Shved misses 3-pt jump shot from 23 ft,,89,101
481,4,1:05.0,,Defensive rebound by R. Stuckey,89,101
482,4,0:43.0,,D. Sloan misses 3-pt jump shot from 23 ft,89,101
483,4,0:42.0,,Offensive rebound by S. Hill,89,101
484,4,0:23.0,,D. Sloan makes 2-pt layup at rim,89,103
485,4,0:15.0,Shooting foul by C. Miles (drawn by T. Wroten),,89,103
486,4,0:15.0,T. Wroten makes free throw 1 of 2,,90,103
487,4,0:15.0,T. Wroten makes free throw 2 of 2,,91,103
