,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
47,1,5:45.0,,M. Barnes misses 3-pt jump shot from 25 ft,9,14
48,1,5:43.0,Defensive rebound by T. Duncan,,9,14
49,1,5:30.0,T. Duncan misses 2-pt jump shot from 4 ft,,9,14
50,1,5:29.0,,Defensive rebound by D. Jordan,9,14
51,1,5:26.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),9,16
52,1,5:08.0,D. Green misses 2-pt jump shot from 7 ft,,9,16
53,1,5:07.0,,Defensive rebound by B. Griffin,9,16
54,1,5:01.0,,J. Redick misses 2-pt jump shot from 11 ft,9,16
55,1,5:00.0,Defensive rebound by K. Leonard,,9,16
56,1,4:53.0,T. Duncan misses 2-pt jump shot from 9 ft,,9,16
57,1,4:51.0,Offensive rebound by T. Duncan,,9,16
58,1,4:48.0,T. Duncan makes 2-pt layup from 2 ft,,11,16
59,1,4:48.0,,LA Clippers full timeout,11,16
60,1,4:48.0,,J. Crawford enters the game for M. Barnes,11,16
61,1,4:48.0,P. Mills enters the game for T. Parker,,11,16
62,1,4:48.0,M. Ginóbili enters the game for D. Green,,11,16
63,1,4:35.0,,Personal foul by P. Mills (drawn by C. Paul),11,16
64,1,4:28.0,,C. Paul misses 2-pt jump shot from 17 ft,11,16
65,1,4:27.0,Defensive rebound by T. Duncan,,11,16
66,1,4:09.0,T. Duncan makes 2-pt jump shot from 12 ft,,13,16
67,1,3:55.0,,Def 3 sec tech foul by T. Duncan,13,16
68,1,3:55.0,,J. Redick makes technical free throw,13,17
69,1,3:47.0,,C. Paul misses 2-pt jump shot from 13 ft,13,17
70,1,3:46.0,Defensive rebound by B. Diaw,,13,17
71,1,3:39.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,13,17
72,1,3:38.0,,Defensive rebound by B. Griffin,13,17
73,1,3:32.0,,D. Jordan makes 2-pt layup from 2 ft (assist by B. Griffin),13,19
74,1,3:21.0,San Antonio full timeout,,13,19
75,1,3:21.0,,A. Rivers enters the game for J. Redick,13,19
76,1,3:14.0,Turnover by P. Mills (bad pass; steal by C. Paul),,13,19
77,1,3:10.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),13,21
78,1,2:57.0,Turnover by K. Leonard (bad pass),,13,21
79,1,2:54.0,,Personal foul by K. Leonard (drawn by C. Paul),13,21
80,1,2:54.0,A. Baynes enters the game for T. Duncan,,13,21
81,1,2:49.0,,B. Griffin misses 2-pt layup from 2 ft,13,21
82,1,2:48.0,,Offensive rebound by B. Griffin,13,21
83,1,2:48.0,,Shooting foul by B. Diaw (drawn by B. Griffin),13,21
84,1,2:48.0,,B. Griffin makes free throw 1 of 2,13,22
85,1,2:48.0,M. Belinelli enters the game for K. Leonard,,13,22
86,1,2:48.0,,G. Davis enters the game for D. Jordan,13,22
87,1,2:48.0,,B. Griffin makes free throw 2 of 2,13,23
88,1,2:34.0,Personal foul by A. Rivers (drawn by M. Ginóbili),,13,23
89,1,2:25.0,Turnover by B. Diaw (step out of bounds),,13,23
90,1,2:10.0,,G. Davis makes 2-pt layup from 2 ft (assist by C. Paul),13,25
91,1,1:51.0,M. Belinelli misses 2-pt jump shot from 23 ft,,13,25
92,1,1:50.0,,Defensive rebound by G. Davis,13,25
93,1,1:40.0,,C. Paul makes 2-pt jump shot from 17 ft,13,27
94,1,1:30.0,Shooting foul by G. Davis (drawn by M. Belinelli),,13,27
95,1,1:30.0,M. Belinelli makes free throw 1 of 2,,14,27
96,1,1:30.0,,J. Redick enters the game for C. Paul,14,27
97,1,1:30.0,M. Belinelli makes free throw 2 of 2,,15,27
98,1,1:16.0,,Turnover by G. Davis (3 sec),15,27
99,1,1:02.0,P. Mills makes 3-pt jump shot from 28 ft (assist by M. Ginóbili),,18,27
100,1,0:47.0,,G. Davis misses 2-pt layup from 1 ft (block by M. Ginóbili),18,27
101,1,0:45.0,Defensive rebound by M. Ginóbili,,18,27
102,1,0:38.0,B. Diaw makes 2-pt layup from 2 ft,,20,27
103,1,0:30.0,,J. Crawford misses 3-pt jump shot from 26 ft,20,27
104,1,0:29.0,Defensive rebound by B. Diaw,,20,27
105,1,0:09.0,M. Ginóbili makes 2-pt layup from 3 ft,,22,27
106,1,0:02.0,,J. Crawford misses 3-pt jump shot from 26 ft,22,27
107,1,0:00.0,,Offensive rebound by Team,22,27
108,2,11:44.0,P. Mills makes 3-pt jump shot from 27 ft (assist by M. Ginóbili),,25,27
109,2,11:18.0,,J. Crawford misses 3-pt jump shot from 27 ft,25,27
110,2,11:17.0,Defensive rebound by P. Mills,,25,27
111,2,11:03.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,28,27
112,2,10:51.0,,G. Davis makes 2-pt layup from 3 ft (assist by A. Rivers),28,29
113,2,10:51.0,,Shooting block foul by A. Baynes (drawn by G. Davis),28,29
114,2,10:51.0,,G. Davis makes free throw 1 of 1,28,30
115,2,10:38.0,B. Diaw misses 2-pt layup from 3 ft,,28,30
116,2,10:38.0,,Defensive rebound by Team,28,30
117,2,10:38.0,Loose ball foul by B. Diaw (drawn by G. Davis),,28,30
118,2,10:26.0,,J. Crawford misses 2-pt layup from 3 ft,28,30
119,2,10:25.0,,Offensive rebound by D. Jordan,28,30
120,2,10:24.0,,D. Jordan misses 2-pt hook shot from 7 ft,28,30
121,2,10:20.0,Defensive rebound by A. Baynes,,28,30
122,2,9:59.0,M. Ginóbili misses 2-pt jump shot from 4 ft,,28,30
123,2,9:56.0,Offensive rebound by M. Ginóbili,,28,30
124,2,9:50.0,Turnover by M. Ginóbili (bad pass; steal by J. Redick),,28,30
125,2,9:41.0,,A. Rivers misses 3-pt jump shot from 25 ft,28,30
126,2,9:40.0,Defensive rebound by P. Mills,,28,30
127,2,9:35.0,P. Mills makes 3-pt jump shot from 27 ft,,31,30
128,2,9:35.0,Shooting foul by A. Rivers (drawn by P. Mills),,31,30
129,2,9:35.0,K. Leonard enters the game for M. Ginóbili,,31,30
130,2,9:35.0,P. Mills makes free throw 1 of 1,,32,30
131,2,9:19.0,,A. Rivers misses 2-pt jump shot from 8 ft,32,30
132,2,9:18.0,,Offensive rebound by D. Jordan,32,30
133,2,9:18.0,,D. Jordan makes 2-pt dunk at rim,32,32
134,2,9:04.0,B. Diaw misses 2-pt hook shot from 5 ft,,32,32
135,2,9:01.0,Offensive rebound by A. Baynes,,32,32
136,2,9:01.0,A. Baynes misses 2-pt tip-in from 3 ft,,32,32
137,2,8:58.0,,Defensive rebound by A. Rivers,32,32
138,2,8:48.0,,A. Rivers misses 2-pt jump shot from 8 ft,32,32
139,2,8:47.0,Defensive rebound by B. Diaw,,32,32
140,2,8:43.0,P. Mills misses 2-pt layup from 2 ft (block by D. Jordan),,32,32
141,2,8:41.0,,Defensive rebound by G. Davis,32,32
142,2,8:36.0,,J. Crawford makes 2-pt layup from 2 ft,32,34
143,2,8:35.0,San Antonio full timeout,,32,34
144,2,8:35.0,,M. Barnes enters the game for J. Crawford,32,34
145,2,8:35.0,,B. Griffin enters the game for G. Davis,32,34
146,2,8:35.0,,C. Paul enters the game for A. Rivers,32,34
147,2,8:35.0,T. Duncan enters the game for B. Diaw,,32,34
148,2,8:35.0,M. Bonner enters the game for A. Baynes,,32,34
149,2,8:14.0,K. Leonard misses 2-pt jump shot from 4 ft,,32,34
150,2,8:13.0,,Defensive rebound by C. Paul,32,34
151,2,8:08.0,,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),32,36
152,2,7:56.0,Turnover by P. Mills (lost ball; steal by B. Griffin),,32,36
153,2,7:45.0,,M. Barnes misses 3-pt jump shot from 26 ft,32,36
154,2,7:44.0,Defensive rebound by P. Mills,,32,36
155,2,7:34.0,Turnover by K. Leonard (traveling),,32,36
156,2,7:34.0,T. Parker enters the game for P. Mills,,32,36
157,2,7:34.0,T. Splitter enters the game for M. Bonner,,32,36
158,2,7:18.0,,Turnover by D. Jordan (3 sec),32,36
159,2,7:06.0,K. Leonard makes 2-pt layup from 3 ft (assist by T. Duncan),,34,36
160,2,6:51.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),34,38
161,2,6:37.0,Turnover by M. Belinelli (bad pass; steal by B. Griffin),,34,38
162,2,6:32.0,,J. Redick makes 2-pt layup from 2 ft (assist by B. Griffin),34,40
163,2,6:20.0,Offensive foul by T. Splitter (drawn by B. Griffin),,34,40
164,2,6:20.0,Turnover by T. Splitter (offensive foul),,34,40
165,2,6:20.0,D. Green enters the game for M. Belinelli,,34,40
166,2,6:14.0,,Shooting foul by T. Splitter (drawn by B. Griffin),34,40
167,2,6:14.0,,B. Griffin makes free throw 1 of 2,34,41
168,2,6:14.0,,B. Griffin makes free throw 2 of 2,34,42
169,2,6:05.0,T. Parker makes 2-pt jump shot from 10 ft,,36,42
170,2,6:05.0,Shooting foul by C. Paul (drawn by T. Parker),,36,42
171,2,6:05.0,T. Parker makes free throw 1 of 1,,37,42
172,2,5:45.0,,J. Redick misses 2-pt jump shot from 18 ft,37,42
173,2,5:45.0,,Offensive rebound by D. Jordan,37,42
174,2,5:45.0,,Turnover by M. Barnes (offensive goaltending),37,42
175,2,5:45.0,Official timeout,,37,42
176,2,5:45.0,B. Diaw enters the game for T. Splitter,,37,42
177,2,5:31.0,D. Green makes 2-pt jump shot from 19 ft (assist by K. Leonard),,39,42
178,2,5:06.0,,B. Griffin misses 2-pt jump shot from 22 ft,39,42
179,2,5:05.0,,Offensive rebound by Team,39,42
180,2,5:05.0,,Turnover by Team (shot clock),39,42
181,2,4:53.0,K. Leonard makes 2-pt jump shot from 17 ft,,41,42
182,2,4:39.0,,Personal foul by B. Diaw (drawn by C. Paul),41,42
183,2,4:39.0,M. Bonner enters the game for B. Diaw,,41,42
184,2,4:39.0,,Personal take foul by M. Bonner (drawn by D. Jordan),41,42
185,2,4:39.0,,D. Jordan misses free throw 1 of 2,41,42
186,2,4:39.0,,Offensive rebound by Team,41,42
187,2,4:39.0,,D. Jordan misses free throw 2 of 2,41,42
188,2,4:38.0,Defensive rebound by K. Leonard,,41,42
189,2,4:29.0,M. Bonner misses 3-pt jump shot from 26 ft,,41,42
190,2,4:28.0,Offensive rebound by T. Duncan,,41,42
191,2,4:26.0,T. Duncan makes 2-pt layup from 3 ft,,43,42
192,2,4:22.0,,Personal take foul by M. Bonner (drawn by D. Jordan),43,42
193,2,4:22.0,,D. Jordan makes free throw 1 of 2,43,43
194,2,4:22.0,,D. Jordan misses free throw 2 of 2,43,43
195,2,4:20.0,Defensive rebound by M. Bonner,,43,43
196,2,4:02.0,M. Bonner makes 3-pt jump shot from 25 ft (assist by K. Leonard),,46,43
197,2,3:59.0,,Personal take foul by M. Bonner (drawn by D. Jordan),46,43
198,2,3:59.0,,D. Jordan misses free throw 1 of 2,46,43
199,2,3:59.0,,Offensive rebound by Team,46,43
200,2,3:59.0,,D. Jordan makes free throw 2 of 2,46,44
201,2,3:57.0,Personal take foul by J. Redick (drawn by T. Parker),,46,44
202,2,3:57.0,,J. Crawford enters the game for D. Jordan,46,44
203,2,3:57.0,M. Ginóbili enters the game for M. Bonner,,46,44
204,2,3:38.0,D. Green makes 2-pt jump shot from 20 ft (assist by T. Parker),,48,44
205,2,3:23.0,,J. Crawford misses 2-pt jump shot from 16 ft,48,44
206,2,3:22.0,,Offensive rebound by B. Griffin,48,44
207,2,3:21.0,,B. Griffin makes 2-pt layup from 1 ft,48,46
208,2,3:01.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,48,46
209,2,3:00.0,,Defensive rebound by M. Barnes,48,46
210,2,2:50.0,,C. Paul makes 2-pt jump shot from 8 ft,48,48
211,2,2:38.0,T. Duncan makes 2-pt dunk at rim (assist by M. Ginóbili),,50,48
212,2,2:38.0,,LA Clippers full timeout,50,48
213,2,2:27.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by J. Crawford),50,50
214,2,2:11.0,Turnover by M. Ginóbili (bad pass; steal by B. Griffin),,50,50
215,2,2:04.0,,Shooting foul by T. Duncan (drawn by B. Griffin),50,50
216,2,2:04.0,,B. Griffin makes free throw 1 of 2,50,51
217,2,2:04.0,,B. Griffin makes free throw 2 of 2,50,52
218,2,1:45.0,K. Leonard misses 2-pt jump shot from 13 ft,,50,52
219,2,1:43.0,,Defensive rebound by J. Redick,50,52
220,2,1:33.0,,B. Griffin misses 2-pt jump shot from 18 ft,50,52
221,2,1:32.0,Defensive rebound by M. Ginóbili,,50,52
222,2,1:15.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by T. Duncan),,53,52
223,2,0:51.0,,Shooting foul by K. Leonard (drawn by C. Paul),53,52
224,2,0:51.0,,C. Paul makes free throw 1 of 2,53,53
225,2,0:51.0,,C. Paul makes free throw 2 of 2,53,54
226,2,0:31.0,T. Parker misses 2-pt layup from 3 ft,,53,54
227,2,0:28.0,Offensive rebound by D. Green,,53,54
228,2,0:26.0,Personal foul by C. Paul (drawn by D. Green),,53,54
229,2,0:07.0,K. Leonard misses 3-pt jump shot from 26 ft (block by M. Barnes),,53,54
230,2,0:04.0,,Defensive rebound by B. Griffin,53,54
231,2,0:01.0,,C. Paul misses 3-pt jump shot from 26 ft,53,54
232,2,0:00.0,,Offensive rebound by Team,53,54
233,3,11:37.0,T. Parker misses 3-pt jump shot from 27 ft,,53,54
234,3,11:35.0,,Defensive rebound by M. Barnes,53,54
235,3,11:33.0,,J. Redick makes 2-pt layup from 2 ft (assist by M. Barnes),53,56
236,3,11:33.0,,Shooting foul by T. Parker (drawn by J. Redick),53,56
237,3,11:33.0,,J. Redick misses free throw 1 of 1,53,56
238,3,11:31.0,Defensive rebound by K. Leonard,,53,56
239,3,11:18.0,Shooting foul by D. Jordan (drawn by T. Splitter),,53,56
240,3,11:18.0,T. Splitter misses free throw 1 of 2,,53,56
241,3,11:18.0,Offensive rebound by Team,,53,56
242,3,11:18.0,T. Splitter misses free throw 2 of 2,,53,56
243,3,11:17.0,,Defensive rebound by D. Jordan,53,56
244,3,11:02.0,,C. Paul makes 2-pt layup from 3 ft,53,58
245,3,10:47.0,T. Splitter makes 2-pt layup from 2 ft (assist by T. Duncan),,55,58
246,3,10:33.0,,Turnover by Team (back court),55,58
247,3,10:25.0,Shooting foul by M. Barnes (drawn by K. Leonard),,55,58
248,3,10:25.0,K. Leonard makes free throw 1 of 2,,56,58
249,3,10:25.0,K. Leonard misses free throw 2 of 2,,56,58
250,3,10:24.0,,Defensive rebound by D. Jordan,56,58
251,3,10:10.0,,J. Redick makes 2-pt layup at rim (assist by B. Griffin),56,60
252,3,9:58.0,,Violation by M. Barnes (kicked ball),56,60
253,3,9:48.0,T. Parker misses 2-pt jump shot from 12 ft,,56,60
254,3,9:47.0,Offensive rebound by T. Parker,,56,60
255,3,9:44.0,T. Parker misses 2-pt layup from 2 ft,,56,60
256,3,9:42.0,,Defensive rebound by D. Jordan,56,60
257,3,9:29.0,,B. Griffin misses 2-pt jump shot from 13 ft,56,60
258,3,9:27.0,,Offensive rebound by D. Jordan,56,60
259,3,9:27.0,,D. Jordan makes 2-pt tip-in from 2 ft,56,62
260,3,9:27.0,San Antonio full timeout,,56,62
261,3,9:27.0,A. Baynes enters the game for T. Splitter,,56,62
262,3,9:11.0,K. Leonard misses 2-pt jump shot from 10 ft,,56,62
263,3,9:10.0,,Defensive rebound by D. Jordan,56,62
264,3,9:01.0,,C. Paul misses 2-pt jump shot from 17 ft,56,62
265,3,9:00.0,Defensive rebound by T. Parker,,56,62
266,3,8:49.0,T. Parker makes 2-pt jump shot from 6 ft,,58,62
267,3,8:41.0,,J. Redick misses 2-pt jump shot from 21 ft,58,62
268,3,8:40.0,Defensive rebound by T. Duncan,,58,62
269,3,8:27.0,Shooting foul by B. Griffin (drawn by T. Duncan),,58,62
270,3,8:27.0,T. Duncan makes free throw 1 of 2,,59,62
271,3,8:27.0,T. Duncan makes free throw 2 of 2,,60,62
272,3,8:05.0,,B. Griffin misses 3-pt jump shot from 25 ft,60,62
273,3,8:03.0,Defensive rebound by T. Parker,,60,62
274,3,7:58.0,T. Duncan misses 2-pt layup from 2 ft,,60,62
275,3,7:55.0,Offensive rebound by T. Parker,,60,62
276,3,7:45.0,T. Duncan misses 2-pt layup from 3 ft,,60,62
277,3,7:44.0,,Defensive rebound by M. Barnes,60,62
278,3,7:36.0,,Turnover by B. Griffin (lost ball; steal by T. Duncan),60,62
279,3,7:14.0,K. Leonard misses 3-pt jump shot from 25 ft,,60,62
280,3,7:13.0,,Defensive rebound by M. Barnes,60,62
281,3,7:01.0,,C. Paul misses 2-pt jump shot from 7 ft,60,62
282,3,7:01.0,Defensive rebound by K. Leonard,,60,62
283,3,7:01.0,Personal foul by C. Paul (drawn by K. Leonard),,60,62
284,3,7:01.0,,LA Clippers full timeout,60,62
285,3,6:48.0,K. Leonard misses 3-pt jump shot from 24 ft,,60,62
286,3,6:48.0,,Defensive rebound by Team,60,62
287,3,6:48.0,Loose ball foul by A. Baynes (drawn by B. Griffin),,60,62
288,3,6:27.0,,B. Griffin misses 2-pt jump shot from 18 ft,60,62
289,3,6:26.0,Defensive rebound by T. Parker,,60,62
290,3,6:10.0,Personal foul by J. Redick (drawn by T. Parker),,60,62
291,3,6:10.0,T. Parker makes free throw 1 of 2,,61,62
292,3,6:10.0,B. Diaw enters the game for A. Baynes,,61,62
293,3,6:10.0,T. Parker misses free throw 2 of 2,,61,62
294,3,6:09.0,Offensive rebound by D. Green,,61,62
295,3,5:58.0,Turnover by T. Parker (bad pass; steal by J. Redick),,61,62
296,3,5:53.0,,Turnover by M. Barnes (bad pass),61,62
297,3,5:36.0,T. Parker makes 2-pt jump shot from 13 ft (assist by D. Green),,63,62
298,3,5:29.0,,Personal foul by B. Diaw (drawn by D. Jordan),63,62
299,3,5:29.0,A. Baynes enters the game for B. Diaw,,63,62
300,3,5:23.0,,B. Griffin misses 2-pt jump shot from 16 ft,63,62
301,3,5:23.0,,Offensive rebound by Team,63,62
302,3,5:23.0,Loose ball foul by A. Baynes (drawn by D. Jordan),,63,62
303,3,5:23.0,,J. Crawford enters the game for M. Barnes,63,62
304,3,5:22.0,,Personal take foul by A. Baynes (drawn by D. Jordan),63,62
305,3,5:22.0,,D. Jordan makes free throw 1 of 2,63,63
306,3,5:22.0,M. Ginóbili enters the game for D. Green,,63,63
307,3,5:22.0,M. Bonner enters the game for A. Baynes,,63,63
308,3,5:22.0,,D. Jordan makes free throw 2 of 2,63,64
309,3,5:07.0,K. Leonard misses 2-pt jump shot from 15 ft (block by D. Jordan),,63,64
310,3,5:05.0,,Defensive rebound by D. Jordan,63,64
311,3,5:01.0,,Turnover by B. Griffin (traveling),63,64
312,3,4:39.0,M. Ginóbili misses 2-pt layup from 2 ft,,63,64
313,3,4:38.0,,Defensive rebound by B. Griffin,63,64
314,3,4:38.0,,Personal take foul by M. Bonner (drawn by D. Jordan),63,64
315,3,4:38.0,,D. Jordan makes free throw 1 of 2,63,65
316,3,4:38.0,,D. Jordan misses free throw 2 of 2,63,65
317,3,4:36.0,Defensive rebound by K. Leonard,,63,65
318,3,4:24.0,Personal foul by J. Redick (drawn by M. Ginóbili),,63,65
319,3,4:24.0,M. Ginóbili makes free throw 1 of 2,,64,65
320,3,4:24.0,P. Mills enters the game for T. Parker,,64,65
321,3,4:24.0,M. Ginóbili makes free throw 2 of 2,,65,65
322,3,4:23.0,,Personal take foul by P. Mills (drawn by D. Jordan),65,65
323,3,4:23.0,,D. Jordan misses free throw 1 of 2,65,65
324,3,4:23.0,,Offensive rebound by Team,65,65
325,3,4:23.0,,D. Jordan makes free throw 2 of 2,65,66
326,3,4:03.0,T. Duncan makes 2-pt hook shot from 3 ft,,67,66
327,3,3:59.0,,Personal take foul by P. Mills (drawn by D. Jordan),67,66
328,3,3:59.0,,D. Jordan makes free throw 1 of 2,67,67
329,3,3:59.0,,A. Rivers enters the game for J. Redick,67,67
330,3,3:59.0,,D. Jordan misses free throw 2 of 2,67,67
331,3,3:57.0,Defensive rebound by K. Leonard,,67,67
332,3,3:41.0,P. Mills makes 3-pt jump shot from 25 ft (assist by T. Duncan),,70,67
333,3,3:36.0,,Personal take foul by P. Mills (drawn by D. Jordan),70,67
334,3,3:36.0,,D. Jordan misses free throw 1 of 2,70,67
335,3,3:36.0,,Offensive rebound by Team,70,67
336,3,3:36.0,,D. Jordan misses free throw 2 of 2,70,67
337,3,3:35.0,Defensive rebound by M. Bonner,,70,67
338,3,3:26.0,Personal foul by A. Rivers (drawn by M. Ginóbili),,70,67
339,3,3:26.0,M. Ginóbili makes free throw 1 of 2,,71,67
340,3,3:26.0,,G. Davis enters the game for D. Jordan,71,67
341,3,3:26.0,D. Green enters the game for M. Bonner,,71,67
342,3,3:26.0,M. Ginóbili makes free throw 2 of 2,,72,67
343,3,3:13.0,,Shooting foul by D. Green (drawn by B. Griffin),72,67
344,3,3:13.0,,B. Griffin makes free throw 1 of 2,72,68
345,3,3:13.0,,B. Griffin makes free throw 2 of 2,72,69
346,3,2:56.0,K. Leonard misses 2-pt hook shot from 8 ft (block by B. Griffin),,72,69
347,3,2:53.0,,Defensive rebound by C. Paul,72,69
348,3,2:47.0,,J. Crawford misses 2-pt jump shot from 19 ft,72,69
349,3,2:46.0,Defensive rebound by P. Mills,,72,69
350,3,2:40.0,T. Duncan makes 2-pt dunk at rim (assist by M. Ginóbili),,74,69
351,3,2:27.0,,Shooting foul by K. Leonard (drawn by B. Griffin),74,69
352,3,2:27.0,,B. Griffin makes free throw 1 of 2,74,70
353,3,2:27.0,,B. Griffin misses free throw 2 of 2,74,70
354,3,2:27.0,Defensive rebound by Team,,74,70
355,3,2:27.0,,Loose ball foul by G. Davis (drawn by T. Duncan),74,70
356,3,2:27.0,T. Duncan makes free throw 1 of 2,,75,70
357,3,2:27.0,T. Duncan makes free throw 2 of 2,,76,70
358,3,2:11.0,,C. Paul misses 2-pt jump shot from 12 ft,76,70
359,3,2:10.0,,Offensive rebound by C. Paul,76,70
360,3,2:09.0,,Shooting foul by T. Duncan (drawn by C. Paul),76,70
361,3,2:09.0,,C. Paul makes free throw 1 of 2,76,71
362,3,2:09.0,,C. Paul makes free throw 2 of 2,76,72
363,3,1:57.0,Turnover by M. Ginóbili (bad pass; steal by A. Rivers),,76,72
364,3,1:54.0,,B. Griffin makes 2-pt dunk at rim,76,74
365,3,1:35.0,Turnover by M. Ginóbili (bad pass; steal by G. Davis),,76,74
366,3,1:25.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),76,76
367,3,1:16.0,Shooting foul by B. Griffin (drawn by K. Leonard),,76,76
368,3,1:16.0,K. Leonard makes free throw 1 of 2,,77,76
369,3,1:16.0,,M. Barnes enters the game for B. Griffin,77,76
370,3,1:16.0,,J. Redick enters the game for C. Paul,77,76
371,3,1:16.0,A. Baynes enters the game for T. Duncan,,77,76
372,3,1:16.0,K. Leonard misses free throw 2 of 2,,77,76
373,3,1:12.0,,Defensive rebound by G. Davis,77,76
374,3,1:00.0,,G. Davis makes 2-pt jump shot from 3 ft (assist by J. Redick),77,78
375,3,0:51.0,K. Leonard misses 2-pt jump shot from 4 ft,,77,78
376,3,0:50.0,,Defensive rebound by G. Davis,77,78
377,3,0:43.0,,J. Crawford makes 2-pt jump shot from 11 ft,77,80
378,3,0:36.0,Shooting foul by G. Davis (drawn by M. Ginóbili),,77,80
379,3,0:36.0,M. Ginóbili makes free throw 1 of 2,,78,80
380,3,0:36.0,M. Belinelli enters the game for K. Leonard,,78,80
381,3,0:36.0,M. Ginóbili makes free throw 2 of 2,,79,80
382,3,0:27.0,,J. Crawford misses 2-pt jump shot from 21 ft,79,80
383,3,0:26.0,Defensive rebound by Team,,79,80
384,3,0:07.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by M. Ginóbili),,82,80
385,3,0:01.0,,A. Rivers makes 2-pt jump shot from 19 ft (assist by J. Crawford),82,82
386,4,11:48.0,,Shooting foul by A. Baynes (drawn by A. Rivers),82,82
387,4,11:48.0,,A. Rivers misses free throw 1 of 2,82,82
388,4,11:48.0,,Offensive rebound by Team,82,82
389,4,11:48.0,,A. Rivers misses free throw 2 of 2,82,82
