,QUARTER,TIME_REMAINING,MIAMI_ACTION,INDIANA_ACTION,MIAMI_SCORE,INDIANA_SCORE
58,1,5:34.0,,Shooting foul by M. Beasley (drawn by G. Hill),10,13
59,1,5:34.0,,G. Hill makes free throw 1 of 2,10,14
60,1,5:34.0,,P. George enters the game for S. Hill,10,14
61,1,5:34.0,,G. Hill makes free throw 2 of 2,10,15
62,1,5:20.0,D. Wade makes 2-pt jump shot from 9 ft,,12,15
63,1,5:00.0,,R. Hibbert makes 2-pt hook shot from 5 ft,12,17
64,1,4:44.0,Personal foul by P. George (drawn by L. Deng),,12,17
65,1,4:29.0,M. Chalmers misses 3-pt jump shot from 22 ft,,12,17
66,1,4:27.0,,Defensive rebound by D. West,12,17
67,1,4:15.0,,Shooting foul by M. Beasley (drawn by R. Hibbert),12,17
68,1,4:15.0,,R. Hibbert misses free throw 1 of 2,12,17
69,1,4:15.0,,Offensive rebound by Team,12,17
70,1,4:15.0,,R. Stuckey enters the game for C. Miles,12,17
71,1,4:15.0,J. Ennis enters the game for M. Beasley,,12,17
72,1,4:15.0,,R. Hibbert makes free throw 2 of 2,12,18
73,1,4:02.0,L. Deng misses 2-pt jump shot from 9 ft,,12,18
74,1,4:01.0,Offensive rebound by U. Haslem,,12,18
75,1,4:01.0,U. Haslem makes 2-pt tip-in from 1 ft,,14,18
76,1,3:45.0,,P. George makes 2-pt jump shot from 13 ft,14,20
77,1,3:37.0,Miami full timeout,,14,20
78,1,3:37.0,,I. Mahinmi enters the game for R. Hibbert,14,20
79,1,3:37.0,G. Dragić enters the game for D. Wade,,14,20
80,1,3:25.0,J. Ennis misses 3-pt jump shot from 27 ft,,14,20
81,1,3:23.0,,Defensive rebound by P. George,14,20
82,1,3:05.0,,P. George misses 2-pt jump shot from 18 ft,14,20
83,1,3:04.0,Defensive rebound by L. Deng,,14,20
84,1,2:52.0,M. Chalmers misses 3-pt jump shot from 23 ft,,14,20
85,1,2:51.0,,Defensive rebound by Team,14,20
86,1,2:28.0,,R. Stuckey misses 3-pt jump shot from 25 ft,14,20
87,1,2:27.0,,Offensive rebound by I. Mahinmi,14,20
88,1,2:25.0,,I. Mahinmi misses 2-pt layup from 3 ft,14,20
89,1,2:24.0,Defensive rebound by L. Deng,,14,20
90,1,2:13.0,Personal foul by G. Hill (drawn by J. Ennis),,14,20
91,1,2:13.0,,D. Sloan enters the game for G. Hill,14,20
92,1,2:00.0,M. Chalmers misses 2-pt jump shot from 9 ft,,14,20
93,1,1:58.0,Offensive rebound by M. Chalmers,,14,20
94,1,1:58.0,M. Chalmers makes 2-pt tip-in from 3 ft,,16,20
95,1,1:46.0,,Turnover by P. George (bad pass; steal by U. Haslem),16,20
96,1,1:44.0,Turnover by U. Haslem (bad pass),,16,20
97,1,1:34.0,,P. George misses 3-pt jump shot from 23 ft,16,20
98,1,1:33.0,Defensive rebound by L. Deng,,16,20
99,1,1:25.0,J. Ennis misses 2-pt layup at rim,,16,20
100,1,1:24.0,,Defensive rebound by P. George,16,20
101,1,1:15.0,,P. George misses 2-pt jump shot from 3 ft,16,20
102,1,1:13.0,,Offensive rebound by I. Mahinmi,16,20
103,1,1:12.0,,Shooting foul by J. Ennis (drawn by I. Mahinmi),16,20
104,1,1:12.0,,I. Mahinmi misses free throw 1 of 2,16,20
105,1,1:12.0,,Offensive rebound by Team,16,20
106,1,1:12.0,,L. Scola enters the game for D. West,16,20
107,1,1:12.0,,I. Mahinmi misses free throw 2 of 2,16,20
108,1,1:12.0,Defensive rebound by U. Haslem,,16,20
109,1,0:52.0,Turnover by U. Haslem (bad pass; steal by P. George),,16,20
110,1,0:49.0,,P. George misses 2-pt layup from 2 ft,16,20
111,1,0:48.0,,Offensive rebound by L. Scola,16,20
112,1,0:48.0,,L. Scola makes 2-pt layup at rim,16,22
113,1,0:31.0,U. Haslem misses 3-pt jump shot from 23 ft,,16,22
114,1,0:30.0,,Defensive rebound by I. Mahinmi,16,22
115,1,0:26.0,,R. Stuckey misses 2-pt layup at rim,16,22
116,1,0:24.0,Defensive rebound by U. Haslem,,16,22
117,1,0:10.0,G. Dragić makes 2-pt layup at rim,,18,22
118,1,0:10.0,Shooting block foul by I. Mahinmi (drawn by G. Dragić),,18,22
119,1,0:10.0,,C. Miles enters the game for I. Mahinmi,18,22
120,1,0:10.0,G. Dragić makes free throw 1 of 1,,19,22
121,1,0:00.0,,L. Scola misses 2-pt jump shot from 18 ft,19,22
122,1,0:00.0,,Offensive rebound by Team,19,22
123,2,11:38.0,Turnover by M. Beasley (traveling),,19,22
124,2,11:20.0,,P. George makes 3-pt jump shot from 23 ft (assist by I. Mahinmi),19,25
125,2,11:11.0,G. Dragić makes 2-pt jump shot from 22 ft (assist by J. Ennis),,21,25
126,2,10:54.0,,D. Sloan makes 3-pt jump shot from 23 ft (assist by P. George),21,28
127,2,10:36.0,D. Wade misses 2-pt layup from 2 ft (block by I. Mahinmi),,21,28
128,2,10:35.0,,Defensive rebound by I. Mahinmi,21,28
129,2,10:32.0,Offensive charge foul by P. George (drawn by G. Dragić),,21,28
130,2,10:32.0,,Turnover by P. George (offensive foul),21,28
131,2,10:32.0,,Violation by Team (delay of game),21,28
132,2,10:32.0,,S. Hill enters the game for P. George,21,28
133,2,10:17.0,M. Beasley misses 2-pt jump shot from 18 ft,,21,28
134,2,10:16.0,,Defensive rebound by L. Scola,21,28
135,2,10:04.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by L. Scola),21,30
136,2,10:03.0,Miami full timeout,,21,30
137,2,9:54.0,G. Dragić makes 2-pt layup at rim (assist by D. Wade),,23,30
138,2,9:35.0,,L. Scola misses 2-pt layup from 1 ft,23,30
139,2,9:33.0,,Offensive rebound by L. Scola,23,30
140,2,9:32.0,,L. Scola makes 2-pt layup from 1 ft,23,32
141,2,9:18.0,Turnover by M. Chalmers (lost ball; steal by I. Mahinmi),,23,32
142,2,9:07.0,,R. Stuckey misses 3-pt jump shot from 23 ft,23,32
143,2,9:06.0,Defensive rebound by M. Beasley,,23,32
144,2,8:53.0,M. Beasley makes 2-pt jump shot from 21 ft (assist by G. Dragić),,25,32
145,2,8:38.0,,S. Hill misses 2-pt jump shot from 6 ft,25,32
146,2,8:37.0,Defensive rebound by M. Beasley,,25,32
147,2,8:32.0,G. Dragić misses 2-pt layup from 1 ft,,25,32
148,2,8:29.0,,Defensive rebound by R. Stuckey,25,32
149,2,8:27.0,,Personal take foul by M. Chalmers (drawn by R. Stuckey),25,32
150,2,8:19.0,,Shooting foul by J. Ennis (drawn by I. Mahinmi),25,32
151,2,8:19.0,,I. Mahinmi misses free throw 1 of 2,25,32
152,2,8:19.0,,Offensive rebound by Team,25,32
153,2,8:19.0,,I. Mahinmi misses free throw 2 of 2,25,32
154,2,8:19.0,Defensive rebound by M. Beasley,,25,32
155,2,7:59.0,Turnover by D. Wade (bad pass; steal by I. Mahinmi),,25,32
156,2,7:53.0,,D. Sloan misses 3-pt jump shot from 24 ft,25,32
157,2,7:52.0,Defensive rebound by G. Dragić,,25,32
158,2,7:42.0,D. Wade makes 2-pt jump shot from 11 ft,,27,32
159,2,7:30.0,,Turnover by I. Mahinmi (bad pass),27,32
160,2,7:30.0,,C. Miles enters the game for S. Hill,27,32
161,2,7:22.0,Shooting foul by C. Miles (drawn by D. Wade),,27,32
162,2,7:22.0,D. Wade makes free throw 1 of 2,,28,32
163,2,7:22.0,,L. Allen enters the game for I. Mahinmi,28,32
164,2,7:22.0,T. Johnson enters the game for G. Dragić,,28,32
165,2,7:22.0,D. Wade makes free throw 2 of 2,,29,32
166,2,7:08.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by R. Stuckey),29,35
167,2,6:53.0,D. Wade makes 2-pt dunk at rim,,31,35
168,2,6:34.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by R. Stuckey),31,38
169,2,6:17.0,M. Beasley makes 2-pt jump shot from 6 ft,,33,38
170,2,6:17.0,Shooting foul by L. Allen (drawn by M. Beasley),,33,38
171,2,6:17.0,M. Beasley misses free throw 1 of 1,,33,38
172,2,6:17.0,,Defensive rebound by L. Scola,33,38
173,2,6:01.0,,C. Miles misses 3-pt jump shot from 26 ft,33,38
174,2,6:00.0,Defensive rebound by J. Ennis,,33,38
175,2,5:48.0,J. Ennis misses 2-pt layup at rim (block by C. Miles),,33,38
176,2,5:46.0,,Defensive rebound by L. Scola,33,38
177,2,5:41.0,,C. Miles misses 3-pt jump shot from 23 ft,33,38
178,2,5:39.0,,Offensive rebound by L. Scola,33,38
179,2,5:39.0,,L. Scola makes 2-pt tip-in from 1 ft,33,40
180,2,5:22.0,J. Ennis makes 2-pt layup from 1 ft (assist by T. Johnson),,35,40
181,2,5:22.0,Shooting foul by L. Scola (drawn by J. Ennis),,35,40
182,2,5:22.0,Official timeout,,35,40
183,2,5:22.0,J. Ennis makes free throw 1 of 1,,36,40
184,2,5:03.0,,C. Miles misses 3-pt jump shot from 26 ft,36,40
185,2,5:02.0,Defensive rebound by T. Johnson,,36,40
186,2,4:49.0,T. Johnson misses 3-pt jump shot from 26 ft,,36,40
187,2,4:48.0,,Defensive rebound by L. Allen,36,40
188,2,4:39.0,,C. Miles misses 2-pt jump shot from 17 ft,36,40
189,2,4:38.0,,Offensive rebound by L. Allen,36,40
190,2,4:32.0,,Turnover by R. Stuckey (bad pass; steal by M. Chalmers),36,40
191,2,4:32.0,,Loose ball foul by L. Allen (drawn by M. Chalmers),36,40
192,2,4:32.0,L. Deng enters the game for J. Ennis,,36,40
193,2,4:32.0,,G. Hill enters the game for D. Sloan,36,40
194,2,4:10.0,L. Deng misses 2-pt jump shot from 12 ft,,36,40
195,2,4:10.0,,Defensive rebound by L. Allen,36,40
196,2,4:01.0,,Turnover by L. Allen (bad pass; steal by T. Johnson),36,40
197,2,3:56.0,D. Wade makes 2-pt jump shot from 20 ft,,38,40
198,2,3:39.0,,Turnover by C. Miles (bad pass; steal by D. Wade),38,40
199,2,3:34.0,T. Johnson makes 2-pt dunk at rim (assist by D. Wade),,40,40
200,2,3:34.0,,Indiana full timeout,40,40
201,2,3:34.0,G. Dragić enters the game for D. Wade,,40,40
202,2,3:34.0,J. Ennis enters the game for M. Chalmers,,40,40
203,2,3:34.0,,D. West enters the game for R. Stuckey,40,40
204,2,3:34.0,,S. Hill enters the game for L. Scola,40,40
205,2,3:24.0,,Personal foul by M. Beasley (drawn by L. Allen),40,40
206,2,3:24.0,U. Haslem enters the game for M. Beasley,,40,40
207,2,3:24.0,,R. Hibbert enters the game for L. Allen,40,40
208,2,3:12.0,,C. Miles makes 3-pt jump shot from 25 ft,40,43
209,2,2:54.0,U. Haslem misses 2-pt layup at rim (block by R. Hibbert),,40,43
210,2,2:53.0,Offensive rebound by J. Ennis,,40,43
211,2,2:52.0,Shooting foul by D. West (drawn by J. Ennis),,40,43
212,2,2:52.0,J. Ennis makes 2-pt layup from 1 ft,,42,43
213,2,2:52.0,J. Ennis makes free throw 1 of 1,,43,43
214,2,2:30.0,,R. Hibbert misses 2-pt jump shot from 8 ft,43,43
215,2,2:29.0,Defensive rebound by J. Ennis,,43,43
216,2,2:20.0,Turnover by G. Dragić (bad pass; steal by G. Hill),,43,43
217,2,2:14.0,,G. Hill misses 2-pt layup from 1 ft (block by T. Johnson),43,43
218,2,2:13.0,,Offensive rebound by G. Hill,43,43
219,2,2:11.0,,G. Hill misses 2-pt jump shot from 3 ft (block by L. Deng),43,43
220,2,2:10.0,Defensive rebound by G. Dragić,,43,43
221,2,2:08.0,Shooting foul by C. Miles (drawn by J. Ennis),,43,43
222,2,2:08.0,J. Ennis makes free throw 1 of 2,,44,43
223,2,2:08.0,,D. Rudež enters the game for C. Miles,44,43
224,2,2:08.0,J. Ennis makes free throw 2 of 2,,45,43
225,2,1:58.0,,Personal foul by T. Johnson (drawn by G. Hill),45,43
226,2,1:46.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by G. Hill),45,46
227,2,1:27.0,G. Dragić makes 2-pt layup from 1 ft,,47,46
228,2,1:14.0,,G. Hill misses 2-pt jump shot from 16 ft,47,46
229,2,1:12.0,,Offensive rebound by R. Hibbert,47,46
230,2,0:59.0,,D. Rudež misses 2-pt jump shot from 19 ft,47,46
231,2,0:58.0,,Offensive rebound by S. Hill,47,46
232,2,0:50.0,,Personal foul by J. Ennis (drawn by D. West),47,46
233,2,0:50.0,,D. West misses free throw 1 of 2,47,46
234,2,0:50.0,,Offensive rebound by Team,47,46
235,2,0:50.0,D. Wade enters the game for T. Johnson,,47,46
236,2,0:50.0,M. Chalmers enters the game for J. Ennis,,47,46
237,2,0:50.0,,R. Stuckey enters the game for G. Hill,47,46
238,2,0:50.0,,D. Sloan enters the game for D. Rudež,47,46
239,2,0:50.0,,D. West makes free throw 2 of 2,47,47
240,2,0:37.0,L. Deng misses 3-pt jump shot from 25 ft,,47,47
241,2,0:36.0,,Defensive rebound by R. Hibbert,47,47
242,2,0:27.0,,R. Stuckey makes 2-pt layup from 1 ft,47,49
243,2,0:27.0,,Shooting block foul by U. Haslem (drawn by R. Stuckey),47,49
244,2,0:27.0,,R. Stuckey misses free throw 1 of 1,47,49
245,2,0:27.0,,Offensive rebound by D. West,47,49
246,2,0:20.0,,Indiana full timeout,47,49
247,2,0:20.0,H. Walker enters the game for U. Haslem,,47,49
248,2,0:20.0,,G. Hill enters the game for S. Hill,47,49
249,2,0:06.0,,Personal foul by M. Chalmers (drawn by D. West),47,49
250,2,0:06.0,,D. West makes free throw 1 of 2,47,50
251,2,0:06.0,,I. Mahinmi enters the game for R. Hibbert,47,50
252,2,0:06.0,,S. Hill enters the game for G. Hill,47,50
253,2,0:06.0,U. Haslem enters the game for H. Walker,,47,50
254,2,0:06.0,,D. West makes free throw 2 of 2,47,51
255,2,0:00.0,M. Chalmers misses 2-pt jump shot from 16 ft,,47,51
256,2,0:00.0,Offensive rebound by Team,,47,51
257,3,11:37.0,D. Wade misses 3-pt jump shot from 23 ft,,47,51
258,3,11:36.0,,Defensive rebound by G. Hill,47,51
259,3,11:21.0,,Turnover by C. Miles (bad pass; steal by H. Walker),47,51
260,3,11:09.0,L. Deng misses 2-pt jump shot from 4 ft,,47,51
261,3,11:08.0,,Defensive rebound by G. Hill,47,51
262,3,10:51.0,,R. Hibbert misses 2-pt jump shot from 20 ft,47,51
263,3,10:49.0,Defensive rebound by U. Haslem,,47,51
264,3,10:36.0,U. Haslem misses 2-pt layup from 1 ft,,47,51
265,3,10:35.0,,Defensive rebound by D. West,47,51
266,3,10:21.0,,R. Hibbert misses 2-pt jump shot from 7 ft,47,51
267,3,10:20.0,Defensive rebound by L. Deng,,47,51
268,3,10:04.0,D. Wade makes 2-pt layup at rim,,49,51
269,3,9:44.0,,C. Miles makes 2-pt jump shot from 19 ft (assist by G. Hill),49,53
270,3,9:31.0,Personal foul by R. Hibbert (drawn by G. Dragić),,49,53
271,3,9:21.0,H. Walker makes 2-pt jump shot from 18 ft (assist by G. Dragić),,51,53
272,3,9:07.0,,S. Hill misses 3-pt jump shot from 24 ft,51,53
273,3,9:06.0,,Offensive rebound by R. Hibbert,51,53
274,3,9:06.0,,R. Hibbert misses 2-pt tip-in from 1 ft,51,53
275,3,9:04.0,,Offensive rebound by S. Hill,51,53
276,3,9:04.0,,Personal foul by H. Walker (drawn by S. Hill),51,53
277,3,8:54.0,,S. Hill makes 2-pt layup from 1 ft (assist by D. West),51,55
278,3,8:32.0,D. Wade misses 2-pt jump shot from 21 ft,,51,55
279,3,8:31.0,Offensive rebound by Team,,51,55
280,3,8:31.0,,Loose ball foul by R. Hibbert (drawn by U. Haslem),51,55
281,3,8:22.0,D. Wade makes 2-pt jump shot from 11 ft (assist by G. Dragić),,53,55
282,3,8:02.0,,R. Hibbert makes 2-pt hook shot from 8 ft,53,57
283,3,7:42.0,G. Dragić misses 2-pt jump shot from 11 ft,,53,57
284,3,7:40.0,,Defensive rebound by D. West,53,57
285,3,7:38.0,,Personal foul by G. Dragić (drawn by C. Miles),53,57
286,3,7:28.0,,G. Hill misses 3-pt jump shot from 23 ft,53,57
287,3,7:27.0,Defensive rebound by L. Deng,,53,57
288,3,7:16.0,D. Wade makes 2-pt jump shot from 15 ft,,55,57
289,3,6:52.0,,G. Hill misses 3-pt jump shot from 22 ft,55,57
290,3,6:50.0,,Offensive rebound by R. Hibbert,55,57
291,3,6:32.0,,R. Hibbert misses 2-pt jump shot from 4 ft,55,57
292,3,6:31.0,Defensive rebound by Team,,55,57
293,3,6:18.0,D. Wade misses 2-pt jump shot from 9 ft,,55,57
294,3,6:17.0,,Defensive rebound by G. Hill,55,57
295,3,6:07.0,,S. Hill misses 2-pt layup from 1 ft (block by D. Wade),55,57
296,3,6:05.0,Defensive rebound by D. Wade,,55,57
297,3,5:54.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by D. Wade),,58,57
298,3,5:47.0,,Indiana full timeout,58,57
299,3,5:47.0,M. Chalmers enters the game for D. Wade,,58,57
300,3,5:34.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by C. Miles),58,60
301,3,5:15.0,M. Chalmers misses 2-pt layup from 1 ft (block by R. Hibbert),,58,60
302,3,5:15.0,Offensive rebound by Team,,58,60
303,3,5:13.0,Turnover by G. Dragić (offensive foul),,58,60
304,3,5:13.0,,D. West makes flagrant free throw 1 of 2,58,61
305,3,5:13.0,,D. West makes flagrant free throw 2 of 2,58,62
306,3,4:56.0,,D. West misses 2-pt jump shot from 11 ft,58,62
307,3,4:55.0,,Offensive rebound by R. Hibbert,58,62
308,3,4:52.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by R. Hibbert),58,65
309,3,4:32.0,U. Haslem makes 2-pt jump shot from 3 ft (assist by M. Chalmers),,60,65
310,3,4:10.0,,S. Hill makes 2-pt layup from 1 ft,60,67
311,3,3:52.0,M. Chalmers misses 2-pt layup from 1 ft,,60,67
312,3,3:51.0,,Defensive rebound by D. West,60,67
313,3,3:45.0,,C. Miles misses 3-pt jump shot from 28 ft,60,67
314,3,3:42.0,Defensive rebound by U. Haslem,,60,67
315,3,3:35.0,M. Chalmers misses 3-pt jump shot from 24 ft,,60,67
316,3,3:32.0,,Defensive rebound by S. Hill,60,67
317,3,3:18.0,,Shooting foul by U. Haslem (drawn by R. Hibbert),60,67
318,3,3:18.0,,R. Hibbert makes free throw 1 of 2,60,68
319,3,3:18.0,,L. Scola enters the game for C. Miles,60,68
320,3,3:18.0,J. Ennis enters the game for H. Walker,,60,68
321,3,3:18.0,,P. George enters the game for S. Hill,60,68
322,3,3:18.0,,R. Hibbert makes free throw 2 of 2,60,69
323,3,3:18.0,Miami full timeout,,60,69
324,3,3:18.0,,I. Mahinmi enters the game for R. Hibbert,60,69
325,3,3:18.0,,R. Stuckey enters the game for L. Scola,60,69
326,3,2:58.0,G. Dragić misses 2-pt jump shot from 5 ft (block by I. Mahinmi),,60,69
327,3,2:57.0,,Defensive rebound by I. Mahinmi,60,69
328,3,2:57.0,,Personal foul by G. Dragić (drawn by I. Mahinmi),60,69
329,3,2:57.0,,I. Mahinmi misses free throw 1 of 2,60,69
330,3,2:57.0,,Offensive rebound by Team,60,69
331,3,2:57.0,,I. Mahinmi makes free throw 2 of 2,60,70
332,3,2:39.0,J. Ennis makes 2-pt jump shot from 19 ft,,62,70
333,3,2:25.0,,D. West makes 2-pt jump shot at rim (assist by R. Stuckey),62,72
334,3,2:03.0,L. Deng misses 3-pt jump shot from 26 ft,,62,72
335,3,2:02.0,,Defensive rebound by G. Hill,62,72
336,3,1:55.0,,Offensive foul by I. Mahinmi (drawn by M. Chalmers),62,72
337,3,1:55.0,,Turnover by I. Mahinmi (offensive foul),62,72
338,3,1:55.0,M. Beasley enters the game for U. Haslem,,62,72
339,3,1:55.0,D. Wade enters the game for G. Dragić,,62,72
340,3,1:42.0,M. Beasley makes 2-pt jump shot from 11 ft (assist by M. Chalmers),,64,72
341,3,1:18.0,,Shooting foul by J. Ennis (drawn by I. Mahinmi),64,72
342,3,1:18.0,,I. Mahinmi misses free throw 1 of 2,64,72
343,3,1:18.0,,Offensive rebound by Team,64,72
344,3,1:18.0,,I. Mahinmi misses free throw 2 of 2,64,72
345,3,1:18.0,Defensive rebound by L. Deng,,64,72
346,3,0:59.0,D. Wade misses 3-pt jump shot from 26 ft,,64,72
347,3,0:57.0,,Defensive rebound by D. West,64,72
348,3,0:55.0,,Personal take foul by M. Chalmers (drawn by D. West),64,72
349,3,0:55.0,Miami full timeout,,64,72
350,3,0:55.0,,D. West makes free throw 1 of 2,64,73
351,3,0:55.0,H. Walker enters the game for L. Deng,,64,73
352,3,0:55.0,,D. West makes free throw 2 of 2,64,74
353,3,0:38.0,D. Wade misses 2-pt jump shot from 16 ft,,64,74
354,3,0:37.0,,Defensive rebound by I. Mahinmi,64,74
355,3,0:20.0,,P. George makes 2-pt jump shot from 16 ft (assist by R. Stuckey),64,76
356,3,0:05.0,D. Wade makes 2-pt jump shot from 17 ft,,66,76
357,3,0:01.0,,Personal foul by M. Chalmers (drawn by G. Hill),66,76
358,3,0:01.0,,G. Hill makes free throw 1 of 2,66,77
359,3,0:01.0,,G. Hill misses free throw 2 of 2,66,77
360,3,0:01.0,Defensive rebound by J. Ennis,,66,77
361,4,11:48.0,,P. George misses 2-pt layup at rim,66,77
362,4,11:45.0,Defensive rebound by J. Ennis,,66,77
363,4,11:23.0,M. Beasley makes 2-pt jump shot from 20 ft (assist by H. Walker),,68,77
364,4,10:57.0,,L. Scola makes 2-pt layup from 1 ft,68,79
365,4,10:35.0,D. Wade makes 2-pt jump shot from 6 ft,,70,79
366,4,10:35.0,Shooting foul by R. Stuckey (drawn by D. Wade),,70,79
367,4,10:35.0,U. Haslem enters the game for M. Beasley,,70,79
368,4,10:35.0,D. Wade makes free throw 1 of 1,,71,79
369,4,10:19.0,,L. Scola misses 2-pt layup from 1 ft (block by H. Walker),71,79
370,4,10:19.0,,Offensive rebound by Team,71,79
371,4,10:17.0,,P. George makes 3-pt jump shot from 26 ft (assist by R. Stuckey),71,82
372,4,10:00.0,Turnover by D. Wade (bad pass; steal by P. George),,71,82
373,4,9:57.0,,Turnover by P. George (offensive foul),71,82
374,4,9:57.0,Offensive charge foul by P. George (drawn by M. Chalmers),,71,82
375,4,9:47.0,Turnover by M. Chalmers (bad pass),,71,82
376,4,9:34.0,,P. George makes 3-pt jump shot from 26 ft (assist by R. Stuckey),71,85
377,4,9:33.0,Miami full timeout,,71,85
378,4,9:33.0,L. Deng enters the game for J. Ennis,,71,85
379,4,9:33.0,G. Dragić enters the game for H. Walker,,71,85
380,4,9:19.0,D. Wade misses 2-pt jump shot from 19 ft,,71,85
381,4,9:18.0,,Defensive rebound by I. Mahinmi,71,85
382,4,8:56.0,,P. George misses 3-pt jump shot from 23 ft,71,85
383,4,8:55.0,,Offensive rebound by L. Scola,71,85
384,4,8:52.0,,L. Scola misses 2-pt layup at rim (block by U. Haslem),71,85
385,4,8:51.0,,Offensive rebound by L. Scola,71,85
386,4,8:49.0,,L. Scola makes 2-pt layup at rim,71,87
387,4,8:34.0,Turnover by D. Wade (bad pass),,71,87
388,4,8:28.0,,L. Scola makes 2-pt jump shot from 5 ft (assist by P. George),71,89
389,4,8:26.0,Miami full timeout,,71,89
390,4,8:10.0,D. Wade makes 2-pt jump shot from 6 ft,,73,89
391,4,7:47.0,,P. George misses 3-pt jump shot from 27 ft,73,89
392,4,7:46.0,,Offensive rebound by L. Scola,73,89
393,4,7:46.0,,L. Scola makes 2-pt layup from 4 ft,73,91
394,4,7:46.0,,Shooting foul by U. Haslem (drawn by L. Scola),73,91
