,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:43.0,,S. Hawes misses 2-pt layup at rim,0,0
1,1,11:41.0,,Offensive rebound by D. Jordan,0,0
2,1,11:41.0,,D. Jordan makes 2-pt dunk at rim,0,2
3,1,11:18.0,R. McCallum misses 3-pt jump shot from 25 ft,,0,2
4,1,11:17.0,,Defensive rebound by S. Hawes,0,2
5,1,10:58.0,,Turnover by S. Hawes (lost ball),0,2
6,1,10:41.0,J. Thompson misses 2-pt hook shot from 7 ft,,0,2
7,1,10:40.0,,Defensive rebound by D. Jordan,0,2
8,1,10:38.0,,Personal foul by D. Cousins (drawn by D. Jordan),0,2
9,1,10:29.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by C. Paul),0,5
10,1,10:17.0,D. Cousins makes 2-pt jump shot from 19 ft (assist by R. Gay),,2,5
11,1,10:04.0,,J. Redick misses 2-pt jump shot from 12 ft,2,5
12,1,10:02.0,,Offensive rebound by D. Jordan,2,5
13,1,10:02.0,,D. Jordan misses 2-pt tip-in at rim,2,5
14,1,10:00.0,Defensive rebound by R. Gay,,2,5
15,1,9:54.0,R. Gay makes 3-pt jump shot from 25 ft (assist by R. McCallum),,5,5
16,1,9:37.0,,J. Redick misses 2-pt jump shot from 7 ft,5,5
17,1,9:36.0,Defensive rebound by D. Cousins,,5,5
18,1,9:29.0,D. Cousins misses 2-pt jump shot from 7 ft (block by D. Jordan),,5,5
19,1,9:27.0,,Defensive rebound by D. Jordan,5,5
20,1,9:22.0,,S. Hawes misses 2-pt jump shot from 3 ft (block by R. Gay),5,5
21,1,9:20.0,Defensive rebound by R. McCallum,,5,5
22,1,9:17.0,B. McLemore makes 2-pt layup from 1 ft (assist by D. Cousins),,7,5
23,1,9:02.0,,C. Paul misses 2-pt jump shot from 15 ft,7,5
24,1,9:00.0,Defensive rebound by R. Gay,,7,5
25,1,8:54.0,B. McLemore misses 3-pt jump shot from 24 ft,,7,5
26,1,8:53.0,,Defensive rebound by D. Jordan,7,5
