,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
146,2,5:23.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Noah),37,29
147,2,5:00.0,L. Allen misses 2-pt hook shot from 6 ft,,37,29
148,2,5:00.0,,Defensive rebound by Team,37,29
149,2,5:00.0,Loose ball foul by R. Hibbert,,37,29
150,2,5:00.0,,J. Noah makes free throw 1 of 2,37,30
151,2,5:00.0,,J. Butler enters the game for D. McDermott,37,30
152,2,5:00.0,,M. Dunleavy enters the game for T. Snell,37,30
153,2,5:00.0,,J. Noah misses free throw 2 of 2,37,30
154,2,4:59.0,,Offensive rebound by Team,37,30
155,2,4:47.0,,J. Butler misses 2-pt jump shot from 15 ft,37,30
156,2,4:46.0,Defensive rebound by D. Rudež,,37,30
157,2,4:30.0,C. Copeland misses 2-pt layup from 2 ft (block by J. Noah),,37,30
158,2,4:29.0,,Defensive rebound by Team,37,30
159,2,4:17.0,,K. Hinrich makes 2-pt jump shot from 13 ft,37,32
160,2,3:57.0,L. Allen misses 2-pt jump shot from 9 ft,,37,32
161,2,3:55.0,,Defensive rebound by J. Butler,37,32
162,2,3:50.0,,K. Hinrich misses 3-pt jump shot from 25 ft,37,32
163,2,3:48.0,Defensive rebound by R. Hibbert,,37,32
164,2,3:43.0,A. Price misses 2-pt jump shot from 20 ft,,37,32
165,2,3:41.0,Offensive rebound by D. Rudež,,37,32
166,2,3:37.0,D. Rudež misses 3-pt jump shot from 25 ft,,37,32
167,2,3:36.0,,Defensive rebound by J. Butler,37,32
168,2,3:28.0,,J. Noah makes 2-pt jump shot from 19 ft (assist by K. Hinrich),37,34
169,2,3:27.0,Indiana full timeout,,37,34
170,2,3:27.0,,P. Gasol enters the game for T. Gibson,37,34
171,2,3:27.0,L. Scola enters the game for C. Copeland,,37,34
172,2,3:27.0,D. Sloan enters the game for A. Price,,37,34
173,2,3:27.0,S. Hill enters the game for L. Allen,,37,34
174,2,3:09.0,L. Scola makes 2-pt jump shot from 18 ft (assist by D. Sloan),,39,34
175,2,2:45.0,,K. Hinrich makes 2-pt jump shot from 22 ft (assist by J. Noah),39,36
176,2,2:20.0,D. Rudež misses 3-pt jump shot from 29 ft,,39,36
177,2,2:20.0,Offensive rebound by S. Hill,,39,36
178,2,2:20.0,Turnover by Team (shot clock),,39,36
179,2,2:20.0,,Chicago full timeout,39,36
180,2,2:20.0,C. Copeland enters the game for D. Rudež,,39,36
181,2,2:11.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by K. Hinrich),39,38
182,2,1:53.0,L. Scola makes 2-pt jump shot from 19 ft (assist by D. Sloan),,41,38
183,2,1:35.0,,Shooting foul by S. Hill (drawn by J. Butler),41,38
184,2,1:35.0,,J. Butler makes free throw 1 of 2,41,39
185,2,1:35.0,,J. Butler makes free throw 2 of 2,41,40
186,2,1:16.0,R. Hibbert makes 2-pt jump shot from 12 ft,,43,40
187,2,0:59.0,,K. Hinrich makes 2-pt jump shot from 18 ft,43,42
188,2,0:43.0,C. Copeland makes 3-pt jump shot from 23 ft (assist by R. Hibbert),,46,42
189,2,0:29.0,,K. Hinrich misses 2-pt jump shot from 14 ft,46,42
190,2,0:27.0,,Offensive rebound by Team,46,42
191,2,0:07.0,,K. Hinrich misses 2-pt layup from 1 ft,46,42
192,2,0:05.0,,Offensive rebound by Team,46,42
193,2,0:00.0,,Turnover by M. Dunleavy (lost ball; steal by S. Hill),46,42
194,3,11:37.0,,Chicago full timeout,46,42
195,3,11:35.0,,Turnover by K. Hinrich (lost ball; steal by C. Copeland),46,42
196,3,11:21.0,R. Hibbert makes 2-pt hook shot from 4 ft,,48,42
197,3,11:04.0,,P. Gasol misses 2-pt jump shot from 8 ft,48,42
198,3,11:03.0,Defensive rebound by L. Scola,,48,42
199,3,10:53.0,D. Sloan misses 2-pt layup from 2 ft (block by P. Gasol),,48,42
200,3,10:52.0,,Defensive rebound by Team,48,42
201,3,10:52.0,Violation by L. Scola (kicked ball),,48,42
202,3,10:36.0,,M. Dunleavy makes 2-pt jump shot from 23 ft (assist by J. Noah),48,44
203,3,10:21.0,L. Scola makes 2-pt jump shot from 23 ft (assist by D. Sloan),,50,44
204,3,10:02.0,,P. Gasol misses 2-pt jump shot from 3 ft,50,44
205,3,10:01.0,Defensive rebound by R. Hibbert,,50,44
206,3,9:40.0,D. Sloan misses 2-pt jump shot from 12 ft,,50,44
207,3,9:39.0,Offensive rebound by Team,,50,44
208,3,9:22.0,L. Scola misses 2-pt jump shot from 18 ft,,50,44
209,3,9:21.0,Offensive rebound by S. Hill,,50,44
210,3,9:19.0,Shooting foul by M. Dunleavy (drawn by S. Hill),,50,44
211,3,9:19.0,S. Hill makes 2-pt jump shot from 10 ft,,52,44
212,3,9:19.0,S. Hill makes free throw 1 of 1,,53,44
213,3,9:08.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,53,44
214,3,9:07.0,,Offensive rebound by J. Butler,53,44
215,3,9:00.0,,J. Butler misses 3-pt jump shot from 25 ft,53,44
216,3,8:59.0,Defensive rebound by L. Scola,,53,44
217,3,8:40.0,Turnover by C. Copeland (bad pass),,53,44
218,3,8:31.0,,Shooting foul by C. Copeland (drawn by P. Gasol),53,44
219,3,8:31.0,,P. Gasol makes free throw 1 of 2,53,45
220,3,8:31.0,,P. Gasol makes free throw 2 of 2,53,46
221,3,8:20.0,L. Scola makes 2-pt layup from 2 ft (assist by R. Hibbert),,55,46
222,3,8:04.0,,K. Hinrich makes 2-pt jump shot from 15 ft,55,48
223,3,7:49.0,R. Hibbert misses 2-pt jump shot from 8 ft,,55,48
224,3,7:48.0,,Defensive rebound by M. Dunleavy,55,48
225,3,7:36.0,,J. Noah makes 2-pt layup from 2 ft (assist by K. Hinrich),55,50
226,3,7:19.0,Shooting foul by J. Noah (drawn by L. Scola),,55,50
227,3,7:19.0,L. Scola misses free throw 1 of 2,,55,50
228,3,7:19.0,Offensive rebound by Team,,55,50
229,3,7:19.0,L. Scola misses free throw 2 of 2,,55,50
230,3,7:17.0,,Defensive rebound by J. Noah,55,50
231,3,7:04.0,,K. Hinrich misses 2-pt jump shot from 21 ft,55,50
232,3,7:03.0,Defensive rebound by S. Hill,,55,50
233,3,6:57.0,Shooting foul by P. Gasol (drawn by S. Hill),,55,50
234,3,6:57.0,S. Hill makes free throw 1 of 2,,56,50
235,3,6:57.0,S. Hill makes free throw 2 of 2,,57,50
236,3,6:42.0,,J. Butler misses 2-pt layup from 3 ft (block by R. Hibbert),57,50
237,3,6:42.0,Defensive rebound by Team,,57,50
238,3,6:27.0,S. Hill misses 3-pt jump shot from 24 ft,,57,50
239,3,6:26.0,,Defensive rebound by P. Gasol,57,50
240,3,6:20.0,,P. Gasol makes 2-pt dunk at rim (assist by M. Dunleavy),57,52
241,3,6:03.0,Turnover by R. Hibbert (lost ball; steal by K. Hinrich),,57,52
242,3,5:59.0,,J. Butler makes 2-pt layup from 2 ft (assist by K. Hinrich),57,54
243,3,5:52.0,Indiana full timeout,,57,54
244,3,5:37.0,Turnover by L. Scola (lost ball),,57,54
245,3,5:21.0,,J. Butler makes 2-pt layup from 1 ft (assist by J. Noah),57,56
246,3,5:04.0,S. Hill misses 2-pt jump shot from 5 ft,,57,56
247,3,5:04.0,,Defensive rebound by Team,57,56
248,3,5:04.0,Loose ball foul by L. Scola,,57,56
249,3,5:04.0,D. Rudež enters the game for C. Copeland,,57,56
250,3,4:56.0,,Shooting foul by D. Rudež (drawn by J. Butler),57,56
251,3,4:56.0,,J. Butler makes free throw 1 of 2,57,57
252,3,4:56.0,,J. Butler misses free throw 2 of 2,57,57
253,3,4:55.0,Defensive rebound by L. Scola,,57,57
254,3,4:40.0,Turnover by S. Hill (bad pass),,57,57
255,3,4:26.0,,P. Gasol misses 2-pt jump shot from 5 ft,57,57
256,3,4:25.0,Defensive rebound by D. Rudež,,57,57
257,3,4:15.0,D. Sloan makes 2-pt layup from 2 ft,,59,57
258,3,3:58.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,59,57
259,3,3:57.0,Defensive rebound by L. Scola,,59,57
260,3,3:47.0,L. Scola makes 2-pt jump shot from 16 ft (assist by R. Hibbert),,61,57
261,3,3:37.0,,Chicago full timeout,61,57
262,3,3:37.0,,T. Gibson enters the game for J. Noah,61,57
263,3,3:37.0,,A. Brooks enters the game for K. Hinrich,61,57
264,3,3:25.0,,M. Dunleavy misses 2-pt jump shot from 6 ft,61,57
265,3,3:24.0,Defensive rebound by S. Hill,,61,57
266,3,3:14.0,Offensive foul by R. Hibbert (drawn by J. Butler),,61,57
267,3,3:14.0,Turnover by R. Hibbert (offensive foul),,61,57
268,3,3:01.0,,J. Butler makes 2-pt layup from 1 ft,61,59
269,3,2:38.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by S. Hill),,63,59
270,3,2:19.0,,A. Brooks misses 3-pt jump shot from 26 ft,63,59
271,3,2:18.0,Defensive rebound by R. Hibbert,,63,59
272,3,2:08.0,L. Scola makes 2-pt layup from 1 ft (assist by D. Sloan),,65,59
273,3,1:50.0,,A. Brooks makes 2-pt layup from 3 ft,65,61
274,3,1:37.0,D. Sloan misses 2-pt jump shot from 15 ft,,65,61
275,3,1:37.0,,Defensive rebound by Team,65,61
276,3,1:37.0,,D. McDermott enters the game for M. Dunleavy,65,61
277,3,1:37.0,A. Price enters the game for D. Sloan,,65,61
278,3,1:37.0,I. Mahinmi enters the game for R. Hibbert,,65,61
279,3,1:20.0,,P. Gasol misses 2-pt layup from 3 ft,65,61
280,3,1:19.0,Defensive rebound by L. Scola,,65,61
281,3,1:06.0,Turnover by L. Scola (lost ball; steal by J. Butler),,65,61
282,3,1:04.0,,J. Butler makes 2-pt dunk at rim,65,63
283,3,0:46.0,A. Price makes 2-pt jump shot from 17 ft,,67,63
284,3,0:37.0,,Shooting foul by L. Scola (drawn by P. Gasol),67,63
285,3,0:37.0,,P. Gasol makes free throw 1 of 2,67,64
286,3,0:37.0,,P. Gasol makes free throw 2 of 2,67,65
287,3,0:29.0,S. Hill makes 2-pt layup from 2 ft,,69,65
288,3,0:13.0,,Shooting foul by A. Price (drawn by A. Brooks),69,65
289,3,0:13.0,,A. Brooks misses free throw 1 of 2,69,65
290,3,0:13.0,,Offensive rebound by Team,69,65
291,3,0:13.0,,T. Snell enters the game for D. McDermott,69,65
292,3,0:13.0,C. Copeland enters the game for I. Mahinmi,,69,65
293,3,0:13.0,,J. Noah enters the game for P. Gasol,69,65
294,3,0:13.0,,A. Brooks misses free throw 2 of 2,69,65
295,3,0:11.0,Defensive rebound by A. Price,,69,65
296,3,0:01.0,Turnover by A. Price (lost ball; steal by J. Butler),,69,65
297,4,11:47.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by L. Allen),,72,65
298,4,11:36.0,,Offensive foul by T. Gibson (drawn by L. Allen),72,65
299,4,11:36.0,,Turnover by T. Gibson (offensive foul),72,65
300,4,11:20.0,I. Mahinmi misses 2-pt jump shot from 13 ft,,72,65
301,4,11:18.0,,Defensive rebound by D. McDermott,72,65
302,4,11:08.0,,T. Gibson misses 2-pt layup from 2 ft (block by L. Allen),72,65
303,4,11:06.0,Defensive rebound by I. Mahinmi,,72,65
304,4,10:58.0,A. Price makes 2-pt jump shot from 4 ft,,74,65
305,4,10:58.0,Shooting foul by T. Gibson (drawn by A. Price),,74,65
306,4,10:58.0,A. Price makes free throw 1 of 1,,75,65
307,4,10:47.0,,A. Brooks misses 3-pt jump shot from 24 ft,75,65
308,4,10:46.0,Defensive rebound by L. Allen,,75,65
309,4,10:26.0,C. Copeland misses 2-pt layup from 2 ft,,75,65
310,4,10:25.0,,Defensive rebound by J. Noah,75,65
311,4,10:20.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Noah),75,67
312,4,10:02.0,D. Rudež makes 2-pt jump shot from 21 ft (assist by A. Price),,77,67
313,4,9:50.0,,A. Brooks makes 2-pt jump shot from 5 ft,77,69
314,4,9:34.0,D. Rudež misses 3-pt jump shot from 24 ft,,77,69
315,4,9:33.0,,Defensive rebound by T. Gibson,77,69
316,4,9:25.0,,Shooting foul by C. Copeland (drawn by J. Butler),77,69
317,4,9:25.0,,J. Butler makes free throw 1 of 2,77,70
318,4,9:25.0,,J. Butler makes free throw 2 of 2,77,71
319,4,9:09.0,A. Price makes 3-pt jump shot from 24 ft,,80,71
320,4,8:57.0,,D. McDermott misses 2-pt layup from 2 ft,80,71
321,4,8:56.0,,Offensive rebound by T. Gibson,80,71
322,4,8:56.0,,T. Gibson misses 2-pt tip-in at rim,80,71
323,4,8:55.0,Defensive rebound by L. Allen,,80,71
324,4,8:44.0,A. Price misses 3-pt jump shot from 25 ft,,80,71
325,4,8:43.0,Offensive rebound by I. Mahinmi,,80,71
326,4,8:41.0,D. Rudež misses 3-pt jump shot from 24 ft,,80,71
327,4,8:40.0,,Defensive rebound by J. Butler,80,71
328,4,8:36.0,,Turnover by J. Butler (bad pass),80,71
329,4,8:36.0,Indiana full timeout,,80,71
330,4,8:36.0,,K. Hinrich enters the game for J. Butler,80,71
331,4,8:18.0,C. Copeland misses 2-pt jump shot from 6 ft,,80,71
332,4,8:18.0,,Defensive rebound by T. Gibson,80,71
333,4,8:18.0,,Personal foul by I. Mahinmi,80,71
334,4,7:59.0,,T. Gibson misses 2-pt jump shot from 8 ft,80,71
335,4,7:58.0,Defensive rebound by I. Mahinmi,,80,71
336,4,7:44.0,C. Copeland makes 2-pt jump shot from 14 ft,,82,71
337,4,7:25.0,,Turnover by A. Brooks (bad pass),82,71
338,4,7:06.0,Shooting foul by A. Brooks (drawn by A. Price),,82,71
339,4,7:06.0,A. Price makes free throw 1 of 2,,83,71
340,4,7:06.0,,T. Snell enters the game for A. Brooks,83,71
341,4,7:06.0,A. Price misses free throw 2 of 2,,83,71
342,4,7:04.0,Offensive rebound by L. Allen,,83,71
343,4,7:04.0,Shooting foul by D. McDermott (drawn by L. Allen),,83,71
344,4,7:04.0,L. Allen makes free throw 1 of 2,,84,71
345,4,7:04.0,L. Allen makes free throw 2 of 2,,85,71
346,4,6:54.0,,K. Hinrich misses 2-pt jump shot from 21 ft,85,71
347,4,6:53.0,Defensive rebound by I. Mahinmi,,85,71
348,4,6:42.0,A. Price makes 3-pt jump shot from 25 ft,,88,71
349,4,6:34.0,,Chicago full timeout,88,71
350,4,6:34.0,,P. Gasol enters the game for J. Noah,88,71
351,4,6:34.0,,J. Butler enters the game for D. McDermott,88,71
352,4,6:22.0,,T. Snell misses 3-pt jump shot from 25 ft,88,71
353,4,6:21.0,Defensive rebound by L. Allen,,88,71
354,4,5:59.0,A. Price misses 3-pt jump shot from 25 ft,,88,71
355,4,5:58.0,,Defensive rebound by P. Gasol,88,71
356,4,5:52.0,,Personal foul by I. Mahinmi,88,71
357,4,5:52.0,S. Hill enters the game for D. Rudež,,88,71
358,4,5:52.0,R. Hibbert enters the game for I. Mahinmi,,88,71
359,4,5:44.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by T. Snell),88,74
360,4,5:22.0,S. Hill misses 2-pt jump shot from 15 ft,,88,74
361,4,5:22.0,,Defensive rebound by Team,88,74
362,4,5:12.0,,Shooting foul by C. Copeland (drawn by J. Butler),88,74
363,4,5:12.0,,J. Butler misses free throw 1 of 2,88,74
364,4,5:12.0,,Offensive rebound by Team,88,74
365,4,5:12.0,,J. Butler misses free throw 2 of 2,88,74
366,4,5:10.0,Defensive rebound by S. Hill,,88,74
367,4,4:46.0,C. Copeland misses 2-pt jump shot from 6 ft (block by J. Butler),,88,74
368,4,4:46.0,Offensive rebound by Team,,88,74
369,4,4:46.0,Turnover by Team (shot clock),,88,74
370,4,4:33.0,,J. Butler makes 2-pt jump shot from 20 ft (assist by K. Hinrich),88,76
371,4,4:27.0,Indiana full timeout,,88,76
372,4,4:27.0,L. Scola enters the game for L. Allen,,88,76
373,4,4:09.0,R. Hibbert misses 2-pt jump shot from 6 ft,,88,76
374,4,4:07.0,Offensive rebound by S. Hill,,88,76
375,4,3:53.0,R. Hibbert misses 2-pt jump shot from 18 ft,,88,76
376,4,3:52.0,,Defensive rebound by T. Gibson,88,76
377,4,3:33.0,,K. Hinrich makes 3-pt jump shot from 22 ft (assist by J. Butler),88,79
378,4,3:16.0,S. Hill misses 2-pt layup from 1 ft (block by P. Gasol),,88,79
379,4,3:15.0,Offensive rebound by S. Hill,,88,79
380,4,3:15.0,Personal foul by K. Hinrich,,88,79
381,4,3:15.0,,J. Noah enters the game for T. Gibson,88,79
382,4,3:01.0,A. Price misses 3-pt jump shot from 24 ft,,88,79
383,4,3:01.0,,Defensive rebound by Team,88,79
384,4,2:51.0,,J. Butler misses 2-pt jump shot from 6 ft,88,79
385,4,2:50.0,Defensive rebound by S. Hill,,88,79
386,4,2:37.0,S. Hill misses 2-pt layup from 1 ft,,88,79
387,4,2:36.0,,Defensive rebound by J. Noah,88,79
388,4,2:30.0,,K. Hinrich misses 3-pt jump shot from 25 ft,88,79
389,4,2:29.0,,Offensive rebound by Team,88,79
390,4,2:21.0,,K. Hinrich makes 2-pt layup from 2 ft,88,81
391,4,2:00.0,C. Copeland makes 2-pt layup at rim,,90,81
392,4,1:50.0,,Turnover by K. Hinrich (lost ball; steal by L. Scola),90,81
