,QUARTER,TIME_REMAINING,BOSTON_ACTION,BROOKLYN_ACTION,BOSTON_SCORE,BROOKLYN_SCORE
233,3,8:37.0,Offensive rebound by T. Zeller,,48,48
234,3,8:36.0,T. Zeller makes 2-pt tip-in from 1 ft,,50,48
235,3,8:30.0,,Personal foul by A. Bradley (drawn by J. Johnson),50,48
236,3,8:18.0,,M. Plumlee makes 2-pt dunk at rim (assist by K. Garnett),50,50
237,3,7:54.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by E. Turner),,53,50
238,3,7:42.0,,Turnover by J. Johnson (bad pass),53,50
239,3,7:32.0,E. Turner makes 2-pt dunk at rim,,55,50
240,3,7:27.0,,Brooklyn full timeout,55,50
241,3,7:27.0,,B. Lopez enters the game for M. Plumlee,55,50
242,3,7:10.0,,B. Lopez misses 2-pt hook shot from 6 ft,55,50
243,3,7:09.0,Defensive rebound by E. Turner,,55,50
244,3,6:44.0,Turnover by Team (shot clock),,55,50
245,3,6:25.0,,B. Lopez misses 2-pt jump shot from 16 ft,55,50
246,3,6:24.0,Defensive rebound by E. Turner,,55,50
247,3,6:19.0,E. Turner misses 2-pt layup from 3 ft,,55,50
248,3,6:18.0,Offensive rebound by T. Zeller,,55,50
249,3,6:17.0,T. Zeller misses 2-pt tip-in at rim,,55,50
250,3,6:16.0,,Defensive rebound by K. Garnett,55,50
251,3,6:10.0,,J. Jack makes 2-pt layup from 1 ft,55,52
252,3,5:54.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by T. Zeller),,57,52
253,3,5:36.0,,Shooting foul by E. Turner (drawn by S. Karasev),57,52
254,3,5:36.0,,S. Karasev misses free throw 1 of 2,57,52
255,3,5:36.0,,Offensive rebound by Team,57,52
256,3,5:36.0,,S. Karasev makes free throw 2 of 2,57,53
257,3,5:30.0,Personal foul by S. Karasev (drawn by T. Zeller),,57,53
258,3,5:30.0,,A. Anderson enters the game for S. Karasev,57,53
259,3,5:30.0,K. Olynyk enters the game for J. Sullinger,,57,53
260,3,5:26.0,Personal foul by K. Garnett (drawn by T. Zeller),,57,53
261,3,5:21.0,Turnover by K. Olynyk (bad pass; steal by K. Garnett),,57,53
262,3,5:10.0,,Turnover by J. Jack (lost ball; steal by E. Turner),57,53
263,3,5:06.0,J. Green makes 2-pt dunk at rim (assist by A. Bradley),,59,53
264,3,4:41.0,,J. Johnson makes 2-pt layup from 1 ft,59,55
265,3,4:20.0,A. Bradley makes 2-pt dunk at rim (assist by E. Turner),,61,55
266,3,4:04.0,,Turnover by B. Lopez (lost ball; steal by T. Zeller),61,55
267,3,3:59.0,Turnover by A. Bradley (bad pass),,61,55
268,3,3:59.0,,M. Plumlee enters the game for K. Garnett,61,55
269,3,3:46.0,,J. Johnson misses 2-pt jump shot from 18 ft,61,55
270,3,3:45.0,,Offensive rebound by Team,61,55
271,3,3:45.0,Loose ball foul by K. Olynyk (drawn by M. Plumlee),,61,55
272,3,3:45.0,M. Smart enters the game for E. Turner,,61,55
273,3,3:29.0,,A. Anderson misses 3-pt jump shot from 25 ft,61,55
274,3,3:28.0,Defensive rebound by J. Green,,61,55
275,3,3:20.0,K. Olynyk makes 2-pt hook shot from 5 ft (assist by M. Smart),,63,55
276,3,3:12.0,,Brooklyn full timeout,63,55
277,3,2:59.0,,J. Johnson misses 2-pt jump shot from 4 ft,63,55
278,3,2:58.0,,Offensive rebound by B. Lopez,63,55
279,3,2:57.0,,Shooting foul by T. Zeller (drawn by B. Lopez),63,55
280,3,2:57.0,Boston full timeout,,63,55
281,3,2:57.0,,B. Lopez makes free throw 1 of 2,63,56
282,3,2:57.0,,B. Lopez makes free throw 2 of 2,63,57
283,3,2:34.0,J. Green misses 2-pt jump shot from 18 ft,,63,57
284,3,2:33.0,,Defensive rebound by A. Anderson,63,57
285,3,2:16.0,,J. Jack misses 3-pt jump shot from 25 ft,63,57
286,3,2:15.0,Defensive rebound by Team,,63,57
287,3,2:15.0,M. Thornton enters the game for A. Bradley,,63,57
288,3,2:01.0,K. Olynyk makes 2-pt jump shot from 14 ft (assist by J. Green),,65,57
289,3,1:37.0,,B. Lopez makes 2-pt jump shot from 18 ft (assist by J. Johnson),65,59
290,3,1:16.0,M. Smart makes 2-pt jump shot from 18 ft (assist by T. Zeller),,67,59
291,3,0:58.0,,Personal foul by K. Olynyk (drawn by M. Plumlee),67,59
292,3,0:58.0,,M. Plumlee misses free throw 1 of 2,67,59
293,3,0:58.0,,Offensive rebound by Team,67,59
294,3,0:58.0,,D. Morris enters the game for J. Jack,67,59
295,3,0:58.0,J. Crowder enters the game for J. Green,,67,59
296,3,0:58.0,,M. Plumlee makes free throw 2 of 2,67,60
297,3,0:45.0,K. Olynyk misses 3-pt jump shot from 24 ft,,67,60
298,3,0:44.0,,Defensive rebound by B. Lopez,67,60
299,3,0:30.0,,Turnover by J. Johnson (bad pass; steal by J. Crowder),67,60
300,3,0:29.0,Personal foul by D. Morris (drawn by J. Crowder),,67,60
301,3,0:29.0,J. Crowder makes free throw 1 of 2,,68,60
302,3,0:29.0,J. Crowder makes free throw 2 of 2,,69,60
303,3,0:11.0,,D. Morris makes 2-pt jump shot from 15 ft,69,62
304,3,0:03.0,M. Smart misses 3-pt jump shot from 24 ft,,69,62
305,3,0:02.0,,Defensive rebound by A. Anderson,69,62
306,4,11:45.0,M. Thornton makes 2-pt jump shot from 18 ft,,71,62
307,4,11:23.0,,B. Lopez misses 2-pt jump shot from 15 ft,71,62
308,4,11:22.0,Defensive rebound by M. Thornton,,71,62
309,4,11:17.0,J. Crowder misses 2-pt layup from 2 ft,,71,62
310,4,11:16.0,,Defensive rebound by B. Lopez,71,62
311,4,11:06.0,,B. Lopez misses 2-pt layup from 3 ft,71,62
312,4,11:05.0,Defensive rebound by M. Smart,,71,62
313,4,10:58.0,K. Olynyk misses 3-pt jump shot from 24 ft,,71,62
314,4,10:57.0,Offensive rebound by J. Crowder,,71,62
315,4,10:56.0,J. Crowder makes 2-pt layup from 1 ft,,73,62
316,4,10:36.0,,A. Anderson makes 2-pt dunk at rim (assist by D. Morris),73,64
317,4,10:14.0,M. Thornton misses 2-pt jump shot from 18 ft,,73,64
318,4,10:13.0,,Defensive rebound by B. Bogdanović,73,64
319,4,10:01.0,,M. Plumlee misses 2-pt layup from 3 ft (block by B. Bass),73,64
320,4,10:00.0,,Offensive rebound by M. Plumlee,73,64
321,4,9:54.0,,A. Anderson misses 2-pt jump shot from 16 ft,73,64
322,4,9:53.0,Defensive rebound by J. Crowder,,73,64
323,4,9:52.0,Personal foul by M. Plumlee (drawn by J. Crowder),,73,64
324,4,9:52.0,,M. Teletović enters the game for B. Lopez,73,64
325,4,9:36.0,M. Thornton makes 2-pt layup from 2 ft (assist by M. Smart),,75,64
326,4,9:36.0,Shooting foul by A. Anderson (drawn by M. Thornton),,75,64
327,4,9:36.0,M. Thornton makes free throw 1 of 1,,76,64
328,4,9:28.0,,Personal foul by M. Smart (drawn by D. Morris),76,64
329,4,9:21.0,,D. Morris misses 2-pt jump shot from 12 ft,76,64
330,4,9:20.0,,Offensive rebound by Team,76,64
331,4,9:20.0,Loose ball foul by M. Smart (drawn by M. Plumlee),,76,64
332,4,9:01.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,76,64
333,4,9:00.0,Defensive rebound by M. Thornton,,76,64
334,4,8:49.0,B. Bass misses 2-pt jump shot from 14 ft,,76,64
335,4,8:48.0,,Defensive rebound by B. Bogdanović,76,64
336,4,8:27.0,,M. Plumlee misses 2-pt jump shot from 4 ft,76,64
337,4,8:26.0,,Offensive rebound by M. Plumlee,76,64
338,4,8:25.0,,Turnover by Team (shot clock),76,64
339,4,8:25.0,Official timeout,,76,64
340,4,8:25.0,,J. Jack enters the game for D. Morris,76,64
341,4,8:25.0,,J. Johnson enters the game for B. Bogdanović,76,64
342,4,8:16.0,B. Bass misses 2-pt layup from 1 ft (block by M. Plumlee),,76,64
343,4,8:15.0,Offensive rebound by J. Crowder,,76,64
344,4,8:14.0,J. Crowder misses 2-pt layup from 2 ft,,76,64
345,4,8:13.0,Offensive rebound by J. Crowder,,76,64
346,4,8:12.0,J. Crowder misses 2-pt tip-in from 2 ft,,76,64
347,4,8:11.0,Offensive rebound by Team,,76,64
348,4,8:08.0,K. Olynyk misses 2-pt layup from 2 ft,,76,64
349,4,8:06.0,,Defensive rebound by A. Anderson,76,64
350,4,8:03.0,,Personal foul by M. Thornton (drawn by A. Anderson),76,64
351,4,7:57.0,,Turnover by J. Jack (lost ball),76,64
352,4,7:46.0,M. Thornton misses 2-pt jump shot from 10 ft,,76,64
353,4,7:45.0,,Defensive rebound by M. Plumlee,76,64
354,4,7:41.0,,M. Teletović makes 2-pt jump shot from 23 ft (assist by M. Plumlee),76,66
355,4,7:20.0,B. Bass makes 2-pt jump shot from 13 ft,,78,66
356,4,7:02.0,,J. Jack makes 2-pt jump shot from 7 ft,78,68
357,4,6:45.0,Shooting foul by M. Plumlee (drawn by B. Bass),,78,68
358,4,6:45.0,B. Bass makes free throw 1 of 2,,79,68
359,4,6:45.0,B. Bass makes free throw 2 of 2,,80,68
360,4,6:36.0,,Personal foul by M. Smart (drawn by J. Jack),80,68
361,4,6:29.0,,J. Jack misses 2-pt jump shot from 19 ft,80,68
362,4,6:28.0,,Offensive rebound by M. Plumlee,80,68
363,4,6:27.0,,Personal foul by J. Crowder (drawn by M. Plumlee),80,68
364,4,6:27.0,,M. Plumlee misses free throw 1 of 2,80,68
365,4,6:27.0,,Offensive rebound by Team,80,68
366,4,6:27.0,,Turnover by M. Teletović (lane violation.),80,68
367,4,6:19.0,B. Bass misses 2-pt jump shot from 19 ft,,80,68
368,4,6:17.0,,Defensive rebound by M. Teletović,80,68
369,4,6:06.0,,Turnover by J. Johnson (bad pass),80,68
370,4,6:03.0,J. Crowder makes 2-pt dunk at rim (assist by M. Thornton),,82,68
371,4,5:46.0,,J. Johnson misses 3-pt jump shot from 24 ft,82,68
372,4,5:45.0,,Offensive rebound by M. Plumlee,82,68
373,4,5:43.0,,M. Plumlee misses 2-pt layup from 2 ft,82,68
374,4,5:41.0,,Offensive rebound by M. Plumlee,82,68
375,4,5:40.0,,Shooting foul by K. Olynyk (drawn by M. Plumlee),82,68
376,4,5:40.0,,Brooklyn full timeout,82,68
377,4,5:40.0,A. Bradley enters the game for M. Thornton,,82,68
378,4,5:40.0,J. Sullinger enters the game for J. Crowder,,82,68
379,4,5:40.0,J. Green enters the game for K. Olynyk,,82,68
380,4,5:40.0,,M. Plumlee makes free throw 1 of 2,82,69
381,4,5:40.0,,M. Plumlee makes free throw 2 of 2,82,70
382,4,5:17.0,A. Bradley misses 3-pt jump shot from 25 ft,,82,70
383,4,5:15.0,,Defensive rebound by J. Jack,82,70
384,4,5:11.0,,Shooting foul by J. Sullinger (drawn by M. Plumlee),82,70
385,4,5:11.0,,M. Plumlee makes free throw 1 of 2,82,71
386,4,5:11.0,E. Turner enters the game for M. Smart,,82,71
