,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
62,1,4:16.0,,M. Williams misses 3-pt jump shot from 25 ft,16,16
63,1,4:15.0,Defensive rebound by R. McCallum,,16,16
64,1,3:59.0,C. Landry makes 2-pt dunk at rim (assist by R. McCallum),,18,16
65,1,3:44.0,,M. Williams misses 3-pt jump shot from 25 ft,18,16
66,1,3:42.0,,Offensive rebound by M. Kidd-Gilchrist,18,16
67,1,3:39.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by M. Kidd-Gilchrist),18,18
68,1,3:13.0,R. Gay misses 2-pt layup from 1 ft,,18,18
69,1,3:11.0,,Defensive rebound by A. Jefferson,18,18
70,1,3:07.0,,M. Williams misses 2-pt layup from 1 ft,18,18
71,1,3:06.0,Defensive rebound by B. McLemore,,18,18
72,1,2:53.0,C. Landry makes 2-pt layup from 1 ft (assist by R. McCallum),,20,18
73,1,2:33.0,,Shooting foul by C. Landry (drawn by M. Kidd-Gilchrist),20,18
74,1,2:33.0,,M. Kidd-Gilchrist makes free throw 1 of 2,20,19
75,1,2:33.0,O. Casspi enters the game for C. Landry,,20,19
76,1,2:33.0,D. Williams enters the game for D. Cousins,,20,19
77,1,2:33.0,J. Thompson enters the game for B. McLemore,,20,19
78,1,2:33.0,A. Miller enters the game for R. McCallum,,20,19
79,1,2:33.0,,K. Walker enters the game for M. Williams,20,19
80,1,2:33.0,,B. Biyombo enters the game for A. Jefferson,20,19
81,1,2:33.0,,J. Maxiell enters the game for G. Henderson,20,19
82,1,2:33.0,,M. Kidd-Gilchrist misses free throw 2 of 2,20,19
83,1,2:31.0,Defensive rebound by O. Casspi,,20,19
84,1,2:07.0,D. Williams misses 3-pt jump shot from 26 ft,,20,19
85,1,2:06.0,,Defensive rebound by K. Walker,20,19
86,1,1:55.0,,K. Walker misses 2-pt jump shot from 21 ft,20,19
87,1,1:54.0,Defensive rebound by O. Casspi,,20,19
88,1,1:47.0,Shooting foul by J. Maxiell (drawn by R. Gay),,20,19
89,1,1:47.0,R. Gay makes free throw 1 of 2,,21,19
90,1,1:47.0,R. Gay misses free throw 2 of 2,,21,19
91,1,1:46.0,,Defensive rebound by M. Kidd-Gilchrist,21,19
92,1,1:32.0,,J. Maxiell misses 2-pt jump shot from 6 ft,21,19
93,1,1:31.0,,Offensive rebound by J. Maxiell,21,19
94,1,1:31.0,,Shooting foul by J. Thompson (drawn by J. Maxiell),21,19
95,1,1:31.0,,J. Maxiell misses free throw 1 of 2,21,19
96,1,1:31.0,,Offensive rebound by Team,21,19
97,1,1:31.0,,J. Maxiell misses free throw 2 of 2,21,19
98,1,1:28.0,,Offensive rebound by J. Maxiell,21,19
99,1,1:26.0,,J. Maxiell misses 2-pt layup at rim,21,19
100,1,1:24.0,,Offensive rebound by B. Biyombo,21,19
101,1,1:24.0,,B. Biyombo makes 2-pt dunk at rim,21,21
102,1,1:06.0,R. Gay makes 2-pt jump shot from 6 ft,,23,21
103,1,0:50.0,,M. Williams misses 2-pt jump shot from 19 ft,23,21
104,1,0:49.0,Defensive rebound by J. Thompson,,23,21
105,1,0:45.0,Shooting foul by B. Biyombo (drawn by R. Gay),,23,21
106,1,0:45.0,R. Gay makes free throw 1 of 2,,24,21
107,1,0:45.0,R. Gay misses free throw 2 of 2,,24,21
108,1,0:44.0,,Defensive rebound by M. Kidd-Gilchrist,24,21
109,1,0:26.0,,K. Walker misses 3-pt jump shot from 25 ft,24,21
110,1,0:24.0,,Offensive rebound by J. Maxiell,24,21
111,1,0:22.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by J. Thompson),,24,21
112,1,0:22.0,,Turnover by M. Kidd-Gilchrist (offensive foul),24,21
113,1,0:22.0,,L. Stephenson enters the game for M. Kidd-Gilchrist,24,21
114,1,0:01.0,D. Williams misses 3-pt jump shot from 24 ft,,24,21
115,1,0:00.0,Offensive rebound by Team,,24,21
116,2,11:47.0,,L. Stephenson misses 2-pt jump shot from 17 ft (block by O. Casspi),24,21
117,2,11:47.0,Defensive rebound by J. Thompson,,24,21
118,2,11:47.0,Personal foul by B. Biyombo (drawn by J. Thompson),,24,21
119,2,11:33.0,Turnover by R. Gay (bad pass),,24,21
120,2,11:10.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Henderson),24,24
121,2,10:45.0,A. Miller makes 2-pt jump shot from 17 ft,,26,24
122,2,10:30.0,,G. Henderson makes 2-pt jump shot from 16 ft (assist by K. Walker),26,26
123,2,10:17.0,Shooting foul by K. Walker (drawn by O. Casspi),,26,26
124,2,10:17.0,O. Casspi makes free throw 1 of 2,,27,26
125,2,10:17.0,B. McLemore enters the game for R. Gay,,27,26
126,2,10:17.0,O. Casspi makes free throw 2 of 2,,28,26
127,2,9:58.0,,L. Stephenson makes 2-pt layup from 2 ft (assist by G. Henderson),28,28
128,2,9:47.0,Personal foul by L. Stephenson (drawn by O. Casspi),,28,28
129,2,9:41.0,B. McLemore makes 2-pt jump shot from 18 ft (assist by A. Miller),,30,28
130,2,9:28.0,,L. Stephenson makes 2-pt layup from 2 ft,30,30
131,2,9:15.0,D. Williams makes 3-pt jump shot from 25 ft (assist by A. Miller),,33,30
132,2,9:02.0,,Turnover by L. Stephenson (lost ball),33,30
133,2,9:02.0,Sacramento full timeout,,33,30
134,2,8:48.0,O. Casspi misses 2-pt jump shot from 7 ft,,33,30
135,2,8:46.0,Offensive rebound by J. Thompson,,33,30
136,2,8:46.0,J. Thompson makes 2-pt dunk at rim,,35,30
137,2,8:33.0,,Shooting foul by B. McLemore (drawn by G. Henderson),35,30
138,2,8:33.0,,G. Henderson misses free throw 1 of 2,35,30
139,2,8:33.0,,Offensive rebound by Team,35,30
140,2,8:33.0,,G. Henderson makes free throw 2 of 2,35,31
141,2,8:21.0,Turnover by A. Miller (bad pass),,35,31
142,2,8:06.0,,K. Walker misses 2-pt layup from 2 ft (block by J. Thompson),35,31
143,2,8:06.0,,Offensive rebound by Team,35,31
144,2,8:06.0,D. Cousins enters the game for J. Thompson,,35,31
145,2,7:59.0,,Turnover by K. Walker (bad pass; steal by B. McLemore),35,31
146,2,7:53.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by A. Miller),,38,31
147,2,7:31.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Henderson),38,34
148,2,7:13.0,Shooting foul by K. Walker (drawn by D. Cousins),,38,34
149,2,7:13.0,D. Cousins makes free throw 1 of 2,,39,34
150,2,7:13.0,,A. Jefferson enters the game for G. Henderson,39,34
151,2,7:13.0,,M. Kidd-Gilchrist enters the game for B. Biyombo,39,34
152,2,7:13.0,,M. Williams enters the game for K. Walker,39,34
153,2,7:13.0,D. Cousins makes free throw 2 of 2,,40,34
154,2,6:56.0,,L. Stephenson misses 2-pt jump shot from 21 ft,40,34
155,2,6:55.0,Defensive rebound by O. Casspi,,40,34
156,2,6:44.0,A. Miller misses 2-pt layup at rim,,40,34
157,2,6:43.0,,Defensive rebound by M. Kidd-Gilchrist,40,34
158,2,6:40.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,40,36
159,2,6:40.0,,Shooting foul by O. Casspi (drawn by M. Kidd-Gilchrist),40,36
160,2,6:40.0,,M. Williams enters the game for J. Maxiell,40,36
161,2,6:40.0,,M. Kidd-Gilchrist makes free throw 1 of 1,40,37
162,2,6:26.0,Turnover by A. Miller (bad pass; steal by A. Jefferson),,40,37
163,2,6:19.0,,M. Williams misses 2-pt jump shot from 8 ft,40,37
164,2,6:19.0,,Offensive rebound by Team,40,37
165,2,6:16.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by M. Williams),40,39
166,2,5:52.0,O. Casspi misses 2-pt jump shot from 6 ft,,40,39
167,2,5:50.0,,Defensive rebound by M. Williams,40,39
168,2,5:41.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,40,39
169,2,5:40.0,Defensive rebound by D. Cousins,,40,39
170,2,5:37.0,Official timeout,,40,39
171,2,5:37.0,R. Gay enters the game for O. Casspi,,40,39
172,2,5:21.0,D. Cousins misses 2-pt jump shot from 3 ft (block by M. Williams),,40,39
173,2,5:20.0,,Defensive rebound by M. Williams,40,39
174,2,5:14.0,,M. Williams makes 2-pt layup from 2 ft,40,41
175,2,5:07.0,A. Miller misses 2-pt jump shot from 4 ft (block by A. Jefferson),,40,41
176,2,5:05.0,Offensive rebound by A. Miller,,40,41
177,2,5:02.0,B. McLemore misses 3-pt jump shot from 24 ft,,40,41
178,2,5:01.0,,Defensive rebound by M. Williams,40,41
179,2,4:43.0,,Turnover by A. Jefferson (lost ball; steal by D. Williams),40,41
180,2,4:37.0,B. McLemore misses 2-pt layup from 1 ft,,40,41
181,2,4:36.0,,Defensive rebound by M. Williams,40,41
182,2,4:23.0,,A. Jefferson misses 2-pt jump shot from 15 ft,40,41
183,2,4:22.0,Defensive rebound by D. Williams,,40,41
184,2,4:12.0,R. Gay makes 2-pt dunk at rim (assist by A. Miller),,42,41
185,2,3:56.0,,Personal foul by R. Gay (drawn by A. Jefferson),42,41
186,2,3:56.0,,G. Henderson enters the game for M. Kidd-Gilchrist,42,41
187,2,3:56.0,R. McCallum enters the game for A. Miller,,42,41
188,2,3:50.0,,Turnover by L. Stephenson (bad pass),42,41
189,2,3:33.0,Turnover by D. Williams (traveling),,42,41
190,2,3:15.0,,M. Williams misses 2-pt jump shot from 18 ft,42,41
191,2,3:14.0,Defensive rebound by D. Cousins,,42,41
192,2,3:07.0,Shooting foul by A. Jefferson (drawn by R. McCallum),,42,41
193,2,3:07.0,R. McCallum makes free throw 1 of 2,,43,41
194,2,3:07.0,R. McCallum makes free throw 2 of 2,,44,41
195,2,2:53.0,,Turnover by A. Jefferson (lost ball),44,41
196,2,2:53.0,,Charlotte full timeout,44,41
197,2,2:53.0,,Technical foul by A. Jefferson,44,41
198,2,2:53.0,C. Landry enters the game for D. Williams,,44,41
199,2,2:53.0,R. Gay makes technical free throw,,45,41
200,2,2:31.0,D. Cousins misses 2-pt jump shot from 5 ft,,45,41
201,2,2:30.0,,Defensive rebound by A. Jefferson,45,41
202,2,2:22.0,,A. Jefferson misses 2-pt jump shot from 16 ft,45,41
203,2,2:21.0,Defensive rebound by R. Gay,,45,41
204,2,2:14.0,Turnover by D. Cousins (bad pass),,45,41
205,2,2:02.0,,M. Williams misses 2-pt jump shot from 12 ft,45,41
206,2,2:01.0,Defensive rebound by D. Cousins,,45,41
207,2,1:57.0,B. McLemore misses 2-pt layup from 2 ft,,45,41
208,2,1:54.0,,Defensive rebound by M. Williams,45,41
209,2,1:50.0,,M. Williams misses 2-pt jump shot from 17 ft,45,41
210,2,1:48.0,Defensive rebound by R. McCallum,,45,41
211,2,1:42.0,B. McLemore misses 2-pt layup from 2 ft,,45,41
212,2,1:38.0,Offensive rebound by C. Landry,,45,41
213,2,1:38.0,C. Landry makes 2-pt layup from 1 ft,,47,41
214,2,1:15.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Williams),47,44
215,2,1:00.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. McCallum),,49,44
216,2,0:47.0,,L. Stephenson misses 2-pt jump shot from 20 ft,49,44
217,2,0:46.0,Defensive rebound by D. Cousins,,49,44
218,2,0:33.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by B. McLemore),,51,44
219,2,0:18.0,,A. Jefferson makes 2-pt layup from 1 ft,51,46
220,2,0:05.0,R. Gay misses 2-pt jump shot from 17 ft,,51,46
221,2,0:03.0,,Defensive rebound by L. Stephenson,51,46
222,2,0:03.0,,Personal foul by D. Cousins (drawn by L. Stephenson),51,46
223,2,0:00.0,,M. Williams misses 3-pt jump shot from 30 ft,51,46
224,2,0:00.0,,Offensive rebound by Team,51,46
225,3,11:41.0,,Turnover by M. Williams (bad pass; steal by D. Cousins),51,46
226,3,11:27.0,R. Gay makes 3-pt jump shot from 25 ft (assist by R. McCallum),,54,46
227,3,11:11.0,,Shooting foul by B. McLemore (drawn by G. Henderson),54,46
228,3,11:11.0,,G. Henderson makes free throw 1 of 2,54,47
229,3,11:11.0,,G. Henderson makes free throw 2 of 2,54,48
230,3,11:00.0,Shooting foul by M. Williams (drawn by C. Landry),,54,48
231,3,11:00.0,C. Landry makes free throw 1 of 2,,55,48
232,3,11:00.0,C. Landry makes free throw 2 of 2,,56,48
233,3,10:44.0,,A. Jefferson makes 2-pt jump shot from 9 ft (assist by G. Henderson),56,50
234,3,10:28.0,D. Cousins misses 2-pt layup from 2 ft (block by M. Williams),,56,50
235,3,10:26.0,,Defensive rebound by M. Williams,56,50
236,3,10:21.0,,G. Henderson misses 2-pt jump shot from 10 ft,56,50
237,3,10:18.0,Defensive rebound by D. Cousins,,56,50
238,3,10:12.0,Shooting foul by M. Williams (drawn by R. McCallum),,56,50
239,3,10:12.0,R. McCallum misses free throw 1 of 2,,56,50
240,3,10:12.0,Offensive rebound by Team,,56,50
241,3,10:12.0,R. McCallum makes free throw 2 of 2,,57,50
242,3,9:58.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by G. Henderson),57,52
243,3,9:46.0,Personal foul by M. Williams (drawn by C. Landry),,57,52
244,3,9:38.0,R. Gay makes 2-pt jump shot from 16 ft (assist by R. McCallum),,59,52
245,3,9:19.0,,M. Williams misses 2-pt layup from 2 ft,59,52
246,3,9:18.0,Defensive rebound by R. McCallum,,59,52
247,3,9:09.0,B. McLemore makes 2-pt jump shot from 8 ft (assist by R. McCallum),,61,52
248,3,8:53.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by A. Jefferson),61,55
249,3,8:40.0,R. McCallum misses 2-pt layup from 1 ft (block by A. Jefferson),,61,55
250,3,8:40.0,Offensive rebound by Team,,61,55
251,3,8:36.0,R. Gay misses 2-pt jump shot from 8 ft,,61,55
252,3,8:34.0,,Defensive rebound by G. Henderson,61,55
253,3,8:28.0,,M. Williams misses 3-pt jump shot from 25 ft,61,55
254,3,8:25.0,,Offensive rebound by A. Jefferson,61,55
255,3,8:21.0,,A. Jefferson misses 2-pt layup from 1 ft,61,55
256,3,8:20.0,Defensive rebound by D. Cousins,,61,55
257,3,8:03.0,R. Gay misses 2-pt jump shot from 6 ft,,61,55
258,3,8:02.0,,Defensive rebound by M. Williams,61,55
259,3,7:51.0,,G. Henderson makes 2-pt layup from 1 ft (assist by M. Williams),61,57
260,3,7:27.0,R. McCallum misses 2-pt jump shot from 18 ft,,61,57
261,3,7:26.0,,Defensive rebound by M. Williams,61,57
262,3,7:20.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),61,59
263,3,7:11.0,B. McLemore misses 2-pt layup from 1 ft,,61,59
264,3,7:10.0,,Defensive rebound by A. Jefferson,61,59
265,3,7:04.0,,M. Williams misses 2-pt jump shot from 10 ft,61,59
266,3,7:02.0,Defensive rebound by D. Cousins,,61,59
267,3,6:40.0,R. McCallum misses 2-pt layup from 2 ft,,61,59
268,3,6:39.0,,Defensive rebound by A. Jefferson,61,59
269,3,6:34.0,,G. Henderson misses 3-pt jump shot from 23 ft,61,59
270,3,6:32.0,Defensive rebound by D. Cousins,,61,59
271,3,6:32.0,Sacramento full timeout,,61,59
272,3,6:15.0,R. Gay misses 2-pt layup from 2 ft,,61,59
273,3,6:13.0,,Defensive rebound by G. Henderson,61,59
274,3,6:05.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,61,59
275,3,6:04.0,Defensive rebound by B. McLemore,,61,59
276,3,5:45.0,R. McCallum misses 3-pt jump shot from 23 ft,,61,59
277,3,5:44.0,,Defensive rebound by G. Henderson,61,59
278,3,5:33.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by G. Henderson),61,61
279,3,5:20.0,R. McCallum makes 2-pt layup at rim,,63,61
280,3,5:20.0,Shooting foul by M. Williams (drawn by R. McCallum),,63,61
281,3,5:20.0,A. Miller enters the game for C. Landry,,63,61
282,3,5:20.0,R. McCallum makes free throw 1 of 1,,64,61
283,3,4:58.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by G. Henderson),64,63
284,3,4:48.0,Turnover by A. Miller (bad pass),,64,63
285,3,4:22.0,,G. Henderson misses 2-pt jump shot from 19 ft,64,63
286,3,4:19.0,Defensive rebound by R. McCallum,,64,63
287,3,4:17.0,B. McLemore makes 2-pt dunk at rim (assist by R. McCallum),,66,63
288,3,4:17.0,,Charlotte full timeout,66,63
289,3,4:17.0,,L. Stephenson enters the game for M. Williams,66,63
290,3,4:17.0,,K. Walker enters the game for A. Jefferson,66,63
291,3,4:17.0,,B. Biyombo enters the game for G. Henderson,66,63
292,3,4:04.0,,M. Williams makes 2-pt jump shot from 16 ft,66,65
293,3,3:52.0,Turnover by D. Cousins (lost ball; steal by M. Kidd-Gilchrist),,66,65
294,3,3:52.0,Loose ball foul by D. Cousins (drawn by M. Kidd-Gilchrist),,66,65
295,3,3:41.0,,M. Williams makes 2-pt jump shot from 18 ft (assist by M. Kidd-Gilchrist),66,67
296,3,3:16.0,A. Miller makes 2-pt jump shot from 16 ft,,68,67
297,3,3:01.0,,Personal foul by A. Miller (drawn by K. Walker),68,67
298,3,3:01.0,J. Thompson enters the game for D. Cousins,,68,67
299,3,3:01.0,O. Casspi enters the game for B. McLemore,,68,67
300,3,2:53.0,,L. Stephenson makes 2-pt jump shot from 17 ft,68,69
301,3,2:35.0,R. McCallum misses 2-pt dunk at rim (block by B. Biyombo),,68,69
302,3,2:33.0,Offensive rebound by J. Thompson,,68,69
303,3,2:33.0,J. Thompson makes 2-pt tip-in at rim,,70,69
304,3,2:15.0,,Shooting foul by J. Thompson (drawn by B. Biyombo),70,69
305,3,2:15.0,Technical foul by A. Miller,,70,69
306,3,2:15.0,,M. Williams makes technical free throw,70,70
307,3,2:15.0,,B. Biyombo makes free throw 1 of 2,70,71
308,3,2:15.0,,J. Maxiell enters the game for M. Kidd-Gilchrist,70,71
309,3,2:15.0,D. Williams enters the game for R. McCallum,,70,71
310,3,2:15.0,,B. Biyombo misses free throw 2 of 2,70,71
311,3,2:13.0,Defensive rebound by A. Miller,,70,71
312,3,1:53.0,R. Gay makes 2-pt jump shot from 8 ft,,72,71
313,3,1:40.0,,K. Walker misses 2-pt jump shot from 7 ft,72,71
314,3,1:39.0,,Offensive rebound by B. Biyombo,72,71
315,3,1:39.0,,B. Biyombo makes 2-pt tip-in from 1 ft,72,73
316,3,1:29.0,A. Miller misses 2-pt jump shot from 6 ft,,72,73
317,3,1:28.0,Offensive rebound by O. Casspi,,72,73
318,3,1:25.0,O. Casspi makes 2-pt jump shot from 3 ft,,74,73
319,3,1:25.0,Violation by Team (delay of game),,74,73
320,3,1:17.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),74,76
321,3,0:56.0,A. Miller misses 3-pt jump shot from 23 ft,,74,76
322,3,0:55.0,,Defensive rebound by J. Maxiell,74,76
323,3,0:46.0,,M. Williams makes 2-pt jump shot from 8 ft (assist by L. Stephenson),74,78
324,3,0:28.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by J. Thompson),,77,78
325,3,0:06.0,,Shooting foul by R. Gay (drawn by K. Walker),77,78
326,3,0:06.0,,K. Walker misses free throw 1 of 2,77,78
327,3,0:06.0,,Offensive rebound by Team,77,78
328,3,0:06.0,,K. Walker misses free throw 2 of 2,77,78
329,3,0:06.0,Defensive rebound by Team,,77,78
330,3,0:06.0,,Loose ball foul by B. Biyombo (drawn by J. Thompson),77,78
331,3,0:06.0,J. Thompson misses free throw 1 of 2,,77,78
332,3,0:06.0,Offensive rebound by Team,,77,78
333,3,0:06.0,B. McLemore enters the game for R. Gay,,77,78
334,3,0:06.0,J. Thompson makes free throw 2 of 2,,78,78
335,3,0:00.0,,K. Walker misses 2-pt jump shot from 15 ft,78,78
336,3,0:00.0,,Offensive rebound by Team,78,78
337,4,11:50.0,Turnover by A. Miller (bad pass; steal by B. Biyombo),,78,78
338,4,11:45.0,,L. Stephenson misses 2-pt layup from 1 ft,78,78
339,4,11:42.0,Defensive rebound by O. Casspi,,78,78
340,4,11:34.0,B. McLemore makes 2-pt jump shot from 18 ft (assist by D. Williams),,80,78
341,4,11:18.0,,G. Henderson makes 2-pt jump shot from 18 ft (assist by L. Stephenson),80,80
342,4,10:59.0,O. Casspi misses 2-pt layup from 2 ft,,80,80
343,4,10:58.0,Offensive rebound by J. Thompson,,80,80
344,4,10:58.0,J. Thompson makes 2-pt layup from 1 ft,,82,80
345,4,10:39.0,,B. Biyombo makes 2-pt dunk at rim (assist by G. Henderson),82,82
346,4,10:24.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by A. Miller),,85,82
347,4,10:06.0,,G. Henderson misses 2-pt jump shot from 19 ft,85,82
348,4,10:05.0,,Offensive rebound by Team,85,82
349,4,10:05.0,Loose ball foul by D. Williams (drawn by B. Biyombo),,85,82
350,4,9:52.0,,K. Walker misses 2-pt layup from 2 ft,85,82
351,4,9:52.0,,Offensive rebound by Team,85,82
352,4,9:52.0,Loose ball foul by J. Thompson (drawn by J. Maxiell),,85,82
353,4,9:52.0,,Offensive foul by J. Maxiell (drawn by D. Williams),85,82
354,4,9:52.0,,Turnover by J. Maxiell (offensive foul),85,82
355,4,9:38.0,D. Williams misses 3-pt jump shot from 23 ft,,85,82
356,4,9:36.0,,Defensive rebound by L. Stephenson,85,82
357,4,9:26.0,,G. Henderson misses 2-pt layup at rim,85,82
358,4,9:25.0,Defensive rebound by J. Thompson,,85,82
359,4,9:20.0,O. Casspi misses 2-pt layup from 1 ft (block by K. Walker),,85,82
360,4,9:18.0,,Defensive rebound by B. Biyombo,85,82
361,4,9:14.0,,L. Stephenson makes 2-pt layup from 1 ft (assist by G. Henderson),85,84
362,4,8:59.0,A. Miller makes 3-pt jump shot from 25 ft (assist by O. Casspi),,88,84
363,4,8:33.0,,K. Walker misses 3-pt jump shot from 25 ft,88,84
364,4,8:31.0,Defensive rebound by J. Thompson,,88,84
365,4,8:20.0,J. Thompson misses 2-pt dunk at rim (block by B. Biyombo),,88,84
366,4,8:18.0,,Defensive rebound by G. Henderson,88,84
367,4,8:14.0,,G. Henderson misses 2-pt layup from 1 ft,88,84
368,4,8:14.0,Defensive rebound by Team,,88,84
369,4,8:14.0,Official timeout,,88,84
370,4,8:14.0,,M. Williams enters the game for J. Maxiell,88,84
371,4,8:00.0,A. Miller misses 2-pt jump shot from 17 ft,,88,84
372,4,7:59.0,,Defensive rebound by L. Stephenson,88,84
373,4,7:36.0,,L. Stephenson misses 3-pt jump shot from 26 ft,88,84
374,4,7:35.0,Defensive rebound by O. Casspi,,88,84
375,4,7:32.0,B. McLemore makes 2-pt dunk at rim (assist by O. Casspi),,90,84
376,4,7:32.0,Shooting foul by L. Stephenson (drawn by B. McLemore),,90,84
377,4,7:32.0,,Technical foul by L. Stephenson,90,84
378,4,7:32.0,B. McLemore makes technical free throw,,91,84
379,4,7:32.0,R. McCallum enters the game for A. Miller,,91,84
380,4,7:32.0,R. Gay enters the game for D. Williams,,91,84
