,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
28,1,8:13.0,M. Gortat makes 2-pt hook shot from 8 ft,,7,6
29,1,8:01.0,,G. Dragić makes 2-pt jump shot from 4 ft,7,8
30,1,7:55.0,B. Beal makes 2-pt dunk at rim (assist by J. Wall),,9,8
31,1,7:40.0,,M. Morris misses 2-pt jump shot from 17 ft,9,8
32,1,7:39.0,Defensive rebound by M. Gortat,,9,8
33,1,7:33.0,B. Beal misses 2-pt jump shot from 19 ft,,9,8
34,1,7:32.0,,Defensive rebound by M. Morris,9,8
35,1,7:26.0,,G. Dragić misses 2-pt jump shot from 14 ft,9,8
36,1,7:24.0,Defensive rebound by K. Humphries,,9,8
37,1,7:09.0,Turnover by P. Pierce (bad pass; steal by G. Dragić),,9,8
38,1,7:04.0,,G. Dragić makes 2-pt layup at rim,9,10
39,1,6:45.0,J. Wall misses 2-pt jump shot from 16 ft,,9,10
40,1,6:44.0,,Defensive rebound by P. Tucker,9,10
41,1,6:35.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,9,10
42,1,6:34.0,Defensive rebound by K. Humphries,,9,10
43,1,6:19.0,K. Humphries makes 2-pt hook shot from 4 ft (assist by P. Pierce),,11,10
44,1,6:02.0,,G. Dragić makes 2-pt layup at rim (assist by P. Tucker),11,12
45,1,5:48.0,P. Pierce misses 2-pt layup at rim,,11,12
46,1,5:47.0,Offensive rebound by M. Gortat,,11,12
47,1,5:39.0,M. Gortat makes 2-pt dunk at rim,,13,12
48,1,5:31.0,,Phoenix full timeout,13,12
49,1,5:20.0,,M. Morris makes 2-pt jump shot from 9 ft,13,14
50,1,4:54.0,K. Humphries misses 2-pt jump shot from 17 ft,,13,14
51,1,4:53.0,,Defensive rebound by M. Morris,13,14
52,1,4:42.0,,M. Morris misses 2-pt jump shot from 17 ft,13,14
53,1,4:42.0,Defensive rebound by K. Humphries,,13,14
54,1,4:26.0,M. Gortat misses 2-pt jump shot from 16 ft,,13,14
55,1,4:25.0,,Defensive rebound by E. Bledsoe,13,14
56,1,4:14.0,,Shooting foul by M. Gortat (drawn by M. Morris),13,14
57,1,4:14.0,,M. Morris makes free throw 1 of 2,13,15
58,1,4:14.0,,M. Morris enters the game for P. Tucker,13,15
59,1,4:14.0,,M. Plumlee enters the game for A. Len,13,15
60,1,4:14.0,,M. Morris makes free throw 2 of 2,13,16
61,1,4:01.0,B. Beal makes 2-pt jump shot from 14 ft,,15,16
62,1,3:46.0,,M. Morris makes 2-pt jump shot from 13 ft,15,18
63,1,3:40.0,Turnover by J. Wall (bad pass; steal by G. Dragić),,15,18
64,1,3:24.0,,Personal foul by P. Pierce (drawn by M. Morris),15,18
65,1,3:24.0,R. Butler enters the game for B. Beal,,15,18
66,1,3:24.0,D. Gooden enters the game for K. Humphries,,15,18
67,1,3:10.0,,M. Morris makes 2-pt jump shot from 20 ft,15,20
68,1,2:44.0,P. Pierce misses 2-pt jump shot from 16 ft,,15,20
69,1,2:42.0,,Defensive rebound by E. Bledsoe,15,20
70,1,2:35.0,,E. Bledsoe makes 3-pt jump shot from 24 ft,15,23
71,1,2:26.0,Personal foul by M. Morris (drawn by P. Pierce),,15,23
72,1,2:26.0,Washington full timeout,,15,23
73,1,2:26.0,,I. Thomas enters the game for G. Dragić,15,23
74,1,2:26.0,O. Porter enters the game for P. Pierce,,15,23
75,1,2:09.0,M. Gortat misses 2-pt jump shot from 1 ft,,15,23
76,1,2:08.0,Offensive rebound by M. Gortat,,15,23
77,1,2:08.0,M. Gortat makes 2-pt layup from 1 ft,,17,23
78,1,1:42.0,,M. Morris misses 3-pt jump shot from 22 ft,17,23
79,1,1:41.0,Defensive rebound by D. Gooden,,17,23
80,1,1:30.0,D. Gooden misses 2-pt jump shot from 18 ft,,17,23
81,1,1:30.0,,Defensive rebound by M. Morris,17,23
82,1,1:15.0,,I. Thomas misses 2-pt jump shot from 14 ft (block by J. Wall),17,23
83,1,1:14.0,Defensive rebound by J. Wall,,17,23
84,1,1:03.0,J. Wall misses 2-pt jump shot from 4 ft,,17,23
85,1,1:02.0,,Defensive rebound by M. Plumlee,17,23
86,1,0:57.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),17,26
87,1,0:38.0,Turnover by R. Butler (traveling),,17,26
88,1,0:38.0,A. Miller enters the game for M. Gortat,,17,26
89,1,0:38.0,K. Séraphin enters the game for J. Wall,,17,26
90,1,0:33.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),17,29
91,1,0:14.0,R. Butler misses 2-pt jump shot from 5 ft,,17,29
92,1,0:12.0,,Defensive rebound by M. Morris,17,29
93,1,0:02.0,,Personal take foul by R. Butler (drawn by E. Bledsoe),17,29
94,1,0:00.0,,I. Thomas misses 3-pt jump shot from 25 ft,17,29
95,1,0:00.0,,Offensive rebound by Team,17,29
96,2,11:42.0,R. Butler misses 3-pt jump shot from 22 ft,,17,29
97,2,11:41.0,,Defensive rebound by G. Green,17,29
98,2,11:38.0,,Shooting block foul by A. Miller (drawn by G. Dragić),17,29
99,2,11:38.0,,G. Dragić misses free throw 1 of 2,17,29
100,2,11:38.0,,Offensive rebound by Team,17,29
101,2,11:38.0,B. Beal enters the game for R. Butler,,17,29
102,2,11:38.0,,G. Dragić makes free throw 2 of 2,17,30
103,2,11:25.0,B. Beal misses 2-pt jump shot from 19 ft,,17,30
104,2,11:23.0,Offensive rebound by D. Gooden,,17,30
105,2,11:23.0,D. Gooden misses 2-pt tip-in from 3 ft,,17,30
106,2,11:22.0,,Defensive rebound by M. Morris,17,30
107,2,11:18.0,,Turnover by G. Green (step out of bounds),17,30
108,2,10:56.0,D. Gooden makes 2-pt jump shot from 15 ft (assist by O. Porter),,19,30
109,2,10:42.0,,M. Morris misses 3-pt jump shot from 24 ft,19,30
110,2,10:40.0,Defensive rebound by A. Miller,,19,30
111,2,10:27.0,Shooting foul by M. Morris (drawn by D. Gooden),,19,30
112,2,10:27.0,D. Gooden makes free throw 1 of 2,,20,30
113,2,10:27.0,,B. Wright enters the game for M. Plumlee,20,30
114,2,10:27.0,D. Gooden makes free throw 2 of 2,,21,30
115,2,10:15.0,,G. Dragić misses 2-pt layup from 2 ft,21,30
116,2,10:14.0,,Offensive rebound by B. Wright,21,30
117,2,10:10.0,,I. Thomas makes 3-pt jump shot from 24 ft,21,33
118,2,9:47.0,O. Porter misses 2-pt jump shot from 8 ft,,21,33
119,2,9:46.0,Offensive rebound by K. Séraphin,,21,33
120,2,9:44.0,K. Séraphin makes 2-pt layup at rim,,23,33
121,2,9:33.0,,Shooting foul by D. Gooden (drawn by B. Wright),23,33
122,2,9:33.0,,B. Wright makes 2-pt layup from 1 ft (assist by G. Green),23,35
123,2,9:33.0,,B. Wright makes free throw 1 of 1,23,36
124,2,9:10.0,D. Gooden misses 3-pt jump shot from 25 ft,,23,36
125,2,9:09.0,Offensive rebound by A. Miller,,23,36
126,2,9:09.0,A. Miller makes 2-pt layup from 1 ft,,25,36
127,2,8:51.0,,G. Green makes 2-pt jump shot from 13 ft,25,38
128,2,8:40.0,Turnover by B. Beal (bad pass; steal by M. Morris),,25,38
129,2,8:36.0,,M. Morris misses 2-pt layup at rim,25,38
130,2,8:36.0,,Offensive rebound by I. Thomas,25,38
131,2,8:36.0,,Personal foul by D. Gooden (drawn by I. Thomas),25,38
132,2,8:36.0,Official timeout,,25,38
133,2,8:36.0,K. Humphries enters the game for D. Gooden,,25,38
134,2,8:26.0,,Shooting foul by K. Séraphin (drawn by I. Thomas),25,38
135,2,8:26.0,,I. Thomas makes free throw 1 of 3,25,39
136,2,8:26.0,,I. Thomas misses free throw 2 of 3,25,39
137,2,8:26.0,,Offensive rebound by Team,25,39
138,2,8:26.0,,I. Thomas makes free throw 3 of 3,25,40
139,2,8:12.0,K. Humphries misses 2-pt jump shot from 19 ft,,25,40
140,2,8:11.0,,Defensive rebound by B. Wright,25,40
141,2,8:01.0,,G. Green misses 2-pt jump shot from 16 ft,25,40
142,2,8:00.0,Defensive rebound by K. Humphries,,25,40
143,2,7:52.0,Personal foul by B. Wright (drawn by K. Séraphin),,25,40
144,2,7:52.0,J. Wall enters the game for A. Miller,,25,40
145,2,7:52.0,M. Gortat enters the game for K. Séraphin,,25,40
146,2,7:52.0,,E. Bledsoe enters the game for I. Thomas,25,40
147,2,7:46.0,B. Beal misses 2-pt layup from 2 ft,,25,40
148,2,7:45.0,Offensive rebound by K. Humphries,,25,40
149,2,7:45.0,K. Humphries misses 2-pt tip-in from 1 ft,,25,40
150,2,7:42.0,Offensive rebound by K. Humphries,,25,40
151,2,7:35.0,J. Wall misses 2-pt jump shot from 18 ft,,25,40
152,2,7:34.0,,Defensive rebound by G. Green,25,40
153,2,7:29.0,,B. Wright makes 2-pt dunk at rim (assist by G. Green),25,42
154,2,7:19.0,Washington full timeout,,25,42
155,2,7:19.0,,M. Morris enters the game for M. Morris,25,42
156,2,7:01.0,M. Gortat misses 2-pt jump shot from 7 ft,,25,42
157,2,7:00.0,,Defensive rebound by Team,25,42
158,2,6:43.0,,G. Green misses 3-pt jump shot from 25 ft,25,42
159,2,6:42.0,Defensive rebound by M. Gortat,,25,42
160,2,6:31.0,J. Wall misses 2-pt jump shot from 20 ft,,25,42
161,2,6:30.0,,Defensive rebound by G. Green,25,42
162,2,6:25.0,,B. Wright makes 2-pt dunk at rim (assist by G. Green),25,44
163,2,5:58.0,P. Pierce enters the game for O. Porter,,25,44
164,2,5:57.0,Turnover by K. Humphries (bad pass; steal by E. Bledsoe),,25,44
165,2,5:54.0,,G. Green makes 2-pt dunk at rim,25,46
166,2,5:54.0,,Shooting foul by B. Beal (drawn by G. Green),25,46
167,2,5:54.0,,I. Thomas enters the game for G. Dragić,25,46
168,2,5:54.0,,G. Green makes free throw 1 of 1,25,47
169,2,5:41.0,B. Beal misses 2-pt jump shot from 12 ft,,25,47
170,2,5:40.0,,Defensive rebound by M. Morris,25,47
171,2,5:36.0,,Turnover by M. Morris (bad pass),25,47
172,2,5:23.0,P. Pierce misses 2-pt layup from 2 ft,,25,47
173,2,5:22.0,Offensive rebound by K. Humphries,,25,47
174,2,5:22.0,K. Humphries makes 2-pt dunk at rim,,27,47
175,2,5:09.0,,B. Wright makes 2-pt dunk at rim (assist by M. Morris),27,49
176,2,4:44.0,K. Humphries misses 2-pt jump shot from 12 ft,,27,49
177,2,4:43.0,,Defensive rebound by E. Bledsoe,27,49
178,2,4:24.0,,G. Green misses 3-pt jump shot from 26 ft,27,49
179,2,4:23.0,Defensive rebound by K. Humphries,,27,49
180,2,4:13.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,29,49
181,2,3:48.0,,B. Wright misses 2-pt layup at rim (block by J. Wall),29,49
182,2,3:47.0,Defensive rebound by K. Humphries,,29,49
183,2,3:40.0,,A. Len enters the game for B. Wright,29,49
184,2,3:30.0,B. Beal misses 2-pt layup at rim,,29,49
185,2,3:29.0,Offensive rebound by K. Humphries,,29,49
186,2,3:29.0,K. Humphries makes 2-pt dunk at rim,,31,49
187,2,3:12.0,,M. Morris misses 2-pt jump shot from 14 ft,31,49
188,2,3:11.0,Defensive rebound by P. Pierce,,31,49
189,2,3:05.0,J. Wall makes 2-pt layup at rim,,33,49
190,2,3:00.0,,Phoenix full timeout,33,49
191,2,3:00.0,,P. Tucker enters the game for G. Green,33,49
192,2,2:47.0,,M. Morris makes 2-pt jump shot from 15 ft,33,51
193,2,2:23.0,P. Pierce misses 3-pt jump shot from 25 ft,,33,51
194,2,2:22.0,,Defensive rebound by E. Bledsoe,33,51
195,2,2:07.0,,A. Len makes 2-pt dunk at rim (assist by I. Thomas),33,53
196,2,1:48.0,M. Gortat misses 2-pt layup from 2 ft,,33,53
197,2,1:47.0,Offensive rebound by J. Wall,,33,53
198,2,1:42.0,J. Wall makes 3-pt jump shot from 23 ft,,36,53
199,2,1:24.0,,I. Thomas misses 3-pt jump shot from 25 ft,36,53
200,2,1:23.0,Defensive rebound by M. Gortat,,36,53
201,2,1:15.0,J. Wall misses 2-pt layup at rim (block by A. Len),,36,53
202,2,1:15.0,Offensive rebound by Team,,36,53
203,2,1:08.0,J. Wall misses 2-pt layup from 1 ft,,36,53
204,2,1:07.0,,Defensive rebound by A. Len,36,53
205,2,0:59.0,,Turnover by E. Bledsoe (bad pass),36,53
206,2,0:45.0,B. Beal misses 2-pt layup from 1 ft,,36,53
207,2,0:43.0,,Defensive rebound by M. Morris,36,53
208,2,0:40.0,,G. Dragić enters the game for P. Tucker,36,53
209,2,0:30.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by M. Morris),36,56
210,2,0:14.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,39,56
211,2,0:02.0,,I. Thomas misses 2-pt jump shot from 9 ft,39,56
212,2,0:00.0,,Offensive rebound by Team,39,56
213,3,11:39.0,J. Wall makes 2-pt jump shot from 9 ft,,41,56
214,3,11:12.0,,P. Tucker misses 3-pt jump shot from 25 ft,41,56
215,3,11:12.0,,Offensive rebound by Team,41,56
216,3,11:12.0,,Turnover by Team (shot clock),41,56
217,3,10:57.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by J. Wall),,44,56
218,3,10:42.0,,Phoenix full timeout,44,56
219,3,10:35.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,44,56
220,3,10:34.0,Defensive rebound by M. Gortat,,44,56
221,3,10:28.0,P. Pierce misses 2-pt layup at rim,,44,56
222,3,10:26.0,Offensive rebound by P. Pierce,,44,56
223,3,10:26.0,P. Pierce makes 2-pt layup from 2 ft,,46,56
224,3,10:10.0,,A. Len makes 2-pt layup from 1 ft (assist by M. Morris),46,58
225,3,10:01.0,Turnover by K. Humphries (bad pass; steal by P. Tucker),,46,58
226,3,9:57.0,,P. Tucker makes 2-pt dunk at rim,46,60
227,3,9:23.0,M. Gortat misses 2-pt jump shot from 14 ft,,46,60
228,3,9:22.0,,Defensive rebound by M. Morris,46,60
229,3,9:14.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,46,60
230,3,9:13.0,Defensive rebound by J. Wall,,46,60
231,3,9:07.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,48,60
232,3,8:40.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Dragić),48,62
233,3,8:28.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,51,62
234,3,8:14.0,,M. Morris misses 2-pt jump shot from 4 ft,51,62
235,3,8:14.0,Defensive rebound by M. Gortat,,51,62
236,3,8:06.0,P. Pierce misses 3-pt jump shot from 25 ft,,51,62
237,3,8:06.0,Offensive rebound by Team,,51,62
238,3,8:06.0,,Loose ball foul by A. Len (drawn by K. Humphries),51,62
239,3,7:56.0,J. Wall misses 3-pt jump shot from 23 ft,,51,62
240,3,7:55.0,Offensive rebound by K. Humphries,,51,62
241,3,7:45.0,Shooting foul by A. Len (drawn by P. Pierce),,51,62
242,3,7:45.0,P. Pierce misses free throw 1 of 2,,51,62
243,3,7:45.0,Offensive rebound by Team,,51,62
244,3,7:45.0,P. Pierce makes free throw 2 of 2,,52,62
245,3,7:34.0,,M. Morris misses 3-pt jump shot from 24 ft,52,62
246,3,7:33.0,Defensive rebound by B. Beal,,52,62
247,3,7:28.0,,Violation by M. Morris (kicked ball),52,62
248,3,7:23.0,B. Beal makes 3-pt jump shot from 25 ft,,55,62
249,3,7:01.0,,Personal foul by J. Wall (drawn by E. Bledsoe),55,62
250,3,6:52.0,,G. Dragić misses 2-pt jump shot from 7 ft,55,62
251,3,6:51.0,Defensive rebound by K. Humphries,,55,62
252,3,6:39.0,P. Pierce makes 2-pt layup from 1 ft,,57,62
253,3,6:27.0,,Shooting foul by M. Gortat (drawn by E. Bledsoe),57,62
254,3,6:27.0,,E. Bledsoe makes 2-pt layup at rim,57,64
255,3,6:27.0,,B. Wright enters the game for A. Len,57,64
256,3,6:27.0,,E. Bledsoe makes free throw 1 of 1,57,65
257,3,6:04.0,P. Pierce misses 2-pt jump shot from 12 ft,,57,65
258,3,6:03.0,,Defensive rebound by P. Tucker,57,65
259,3,5:49.0,,M. Morris misses 3-pt jump shot from 25 ft,57,65
260,3,5:48.0,,Offensive rebound by E. Bledsoe,57,65
261,3,5:33.0,,B. Wright makes 2-pt jump shot from 3 ft (assist by E. Bledsoe),57,67
262,3,5:23.0,Turnover by P. Pierce (lost ball; steal by B. Wright),,57,67
263,3,5:18.0,,M. Morris misses 2-pt layup from 1 ft,57,67
264,3,5:18.0,Defensive rebound by Team,,57,67
265,3,5:04.0,J. Wall misses 2-pt jump shot from 13 ft,,57,67
266,3,5:03.0,,Defensive rebound by B. Wright,57,67
267,3,4:40.0,,P. Tucker misses 3-pt jump shot from 23 ft,57,67
268,3,4:39.0,Defensive rebound by Team,,57,67
269,3,4:38.0,,M. Morris enters the game for M. Morris,57,67
270,3,4:23.0,Turnover by B. Beal (bad pass),,57,67
271,3,4:05.0,,G. Dragić makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),57,70
272,3,4:04.0,Washington full timeout,,57,70
273,3,4:00.0,Personal foul by G. Dragić (drawn by M. Gortat),,57,70
274,3,3:50.0,Turnover by P. Pierce (bad pass),,57,70
275,3,3:44.0,,G. Dragić misses 3-pt jump shot from 23 ft (block by B. Beal),57,70
276,3,3:42.0,Defensive rebound by J. Wall,,57,70
277,3,3:28.0,B. Beal misses 2-pt jump shot from 3 ft (block by B. Wright),,57,70
278,3,3:27.0,,Defensive rebound by B. Wright,57,70
279,3,3:13.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,57,70
280,3,3:12.0,Defensive rebound by P. Pierce,,57,70
281,3,3:04.0,Shooting foul by M. Morris (drawn by M. Gortat),,57,70
282,3,3:04.0,M. Gortat makes free throw 1 of 2,,58,70
283,3,3:04.0,O. Porter enters the game for P. Pierce,,58,70
284,3,3:04.0,,I. Thomas enters the game for E. Bledsoe,58,70
285,3,3:04.0,M. Gortat misses free throw 2 of 2,,58,70
286,3,3:04.0,,Defensive rebound by Team,58,70
287,3,3:04.0,,Personal foul by K. Humphries (drawn by P. Tucker),58,70
288,3,2:48.0,,I. Thomas makes 3-pt jump shot from 23 ft (assist by G. Dragić),58,73
289,3,2:44.0,Turnover by J. Wall (bad pass; steal by P. Tucker),,58,73
290,3,2:39.0,,P. Tucker misses 2-pt jump shot from 21 ft,58,73
291,3,2:38.0,Defensive rebound by J. Wall,,58,73
292,3,2:32.0,J. Wall makes 2-pt layup at rim,,60,73
293,3,2:16.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by I. Thomas),60,76
294,3,2:02.0,O. Porter makes 3-pt jump shot from 22 ft,,63,76
295,3,1:51.0,,I. Thomas misses 2-pt layup at rim,63,76
296,3,1:49.0,Defensive rebound by M. Gortat,,63,76
297,3,1:44.0,J. Wall makes 2-pt layup from 1 ft,,65,76
298,3,1:15.0,,B. Wright makes 2-pt jump shot from 19 ft (assist by I. Thomas),65,78
299,3,1:07.0,Personal foul by B. Wright (drawn by M. Gortat),,65,78
300,3,1:07.0,M. Gortat misses free throw 1 of 2,,65,78
301,3,1:07.0,Offensive rebound by Team,,65,78
302,3,1:07.0,M. Webster enters the game for B. Beal,,65,78
303,3,1:07.0,D. Gooden enters the game for K. Humphries,,65,78
304,3,1:07.0,M. Gortat makes free throw 2 of 2,,66,78
305,3,0:52.0,,I. Thomas misses 2-pt jump shot from 8 ft,66,78
306,3,0:51.0,Defensive rebound by D. Gooden,,66,78
307,3,0:35.0,Turnover by J. Wall (lost ball; steal by M. Morris),,66,78
308,3,0:31.0,,G. Dragić makes 2-pt layup from 1 ft (assist by M. Morris),66,80
309,3,0:08.0,J. Wall misses 2-pt jump shot from 14 ft,,66,80
310,3,0:07.0,,Defensive rebound by B. Wright,66,80
311,3,0:00.0,,I. Thomas misses 3-pt jump shot from 27 ft,66,80
312,3,0:00.0,,Offensive rebound by Team,66,80
313,4,11:45.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by I. Thomas),66,83
314,4,11:33.0,G. Temple makes 2-pt jump shot from 20 ft,,68,83
315,4,11:16.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by M. Morris),68,86
316,4,11:02.0,K. Séraphin makes 2-pt jump shot from 17 ft (assist by M. Webster),,70,86
317,4,10:52.0,,Shooting foul by K. Séraphin (drawn by I. Thomas),70,86
318,4,10:52.0,,I. Thomas makes free throw 1 of 2,70,87
319,4,10:52.0,,I. Thomas makes free throw 2 of 2,70,88
320,4,10:41.0,O. Porter makes 3-pt jump shot from 24 ft (assist by G. Temple),,73,88
321,4,10:20.0,,I. Thomas misses 2-pt jump shot from 12 ft,73,88
322,4,10:19.0,Defensive rebound by D. Gooden,,73,88
323,4,10:16.0,G. Temple makes 2-pt layup at rim,,75,88
324,4,9:57.0,,G. Green misses 2-pt jump shot from 14 ft,75,88
325,4,9:56.0,,Offensive rebound by P. Tucker,75,88
326,4,9:52.0,,M. Morris misses 3-pt jump shot from 24 ft,75,88
327,4,9:51.0,Defensive rebound by M. Webster,,75,88
328,4,9:40.0,K. Séraphin makes 2-pt hook shot from 5 ft,,77,88
329,4,9:38.0,,Phoenix full timeout,77,88
330,4,9:38.0,,M. Morris enters the game for P. Tucker,77,88
331,4,9:24.0,,G. Green misses 2-pt jump shot from 10 ft,77,88
332,4,9:23.0,Defensive rebound by M. Webster,,77,88
333,4,9:16.0,D. Gooden makes 2-pt layup from 1 ft,,79,88
334,4,9:00.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by G. Green),79,91
335,4,8:41.0,Shooting foul by G. Green (drawn by K. Séraphin),,79,91
336,4,8:41.0,K. Séraphin misses free throw 1 of 2,,79,91
337,4,8:41.0,Offensive rebound by Team,,79,91
338,4,8:41.0,K. Séraphin makes free throw 2 of 2,,80,91
339,4,8:23.0,,M. Morris misses 2-pt jump shot from 14 ft,80,91
340,4,8:22.0,Defensive rebound by M. Webster,,80,91
341,4,8:14.0,Shooting foul by B. Wright (drawn by K. Séraphin),,80,91
342,4,8:14.0,K. Séraphin makes free throw 1 of 2,,81,91
343,4,8:14.0,,A. Len enters the game for B. Wright,81,91
344,4,8:14.0,K. Séraphin makes free throw 2 of 2,,82,91
345,4,7:54.0,,I. Thomas misses 3-pt jump shot from 24 ft,82,91
346,4,7:53.0,Defensive rebound by M. Webster,,82,91
347,4,7:49.0,,Violation by I. Thomas (kicked ball),82,91
348,4,7:49.0,,G. Dragić enters the game for M. Morris,82,91
349,4,7:49.0,,E. Bledsoe enters the game for I. Thomas,82,91
350,4,7:46.0,Shooting foul by G. Dragić (drawn by M. Webster),,82,91
351,4,7:46.0,M. Webster makes free throw 1 of 3,,83,91
352,4,7:46.0,M. Webster makes free throw 2 of 3,,84,91
353,4,7:46.0,M. Webster makes free throw 3 of 3,,85,91
354,4,7:32.0,,G. Dragić misses 2-pt layup from 2 ft,85,91
355,4,7:31.0,Defensive rebound by D. Gooden,,85,91
356,4,7:12.0,G. Temple misses 3-pt jump shot from 25 ft,,85,91
357,4,7:11.0,,Defensive rebound by G. Green,85,91
358,4,7:03.0,,Turnover by G. Green (lost ball; steal by G. Temple),85,91
359,4,6:58.0,G. Temple makes 2-pt layup from 2 ft (assist by O. Porter),,87,91
360,4,6:42.0,,Offensive foul by A. Len (drawn by G. Temple),87,91
361,4,6:42.0,,Turnover by A. Len (offensive foul),87,91
362,4,6:42.0,,P. Tucker enters the game for G. Green,87,91
363,4,6:31.0,O. Porter misses 2-pt jump shot from 21 ft,,87,91
364,4,6:31.0,Offensive rebound by D. Gooden,,87,91
365,4,6:20.0,K. Séraphin misses 2-pt hook shot from 8 ft,,87,91
366,4,6:18.0,,Defensive rebound by A. Len,87,91
367,4,6:14.0,,Shooting foul by K. Séraphin (drawn by P. Tucker),87,91
368,4,6:14.0,,P. Tucker makes free throw 1 of 2,87,92
369,4,6:14.0,Washington full timeout,,87,92
370,4,6:14.0,,P. Tucker makes free throw 2 of 2,87,93
371,4,6:02.0,M. Webster misses 3-pt jump shot from 24 ft,,87,93
372,4,6:01.0,,Defensive rebound by Team,87,93
373,4,5:41.0,,M. Morris makes 2-pt jump shot from 8 ft,87,95
374,4,5:18.0,G. Temple misses 2-pt jump shot from 8 ft,,87,95
375,4,5:17.0,,Defensive rebound by P. Tucker,87,95
376,4,4:59.0,,G. Dragić makes 2-pt jump shot from 17 ft,87,97
377,4,4:57.0,Washington full timeout,,87,97
378,4,4:57.0,J. Wall enters the game for D. Gooden,,87,97
379,4,4:57.0,K. Humphries enters the game for M. Webster,,87,97
380,4,4:57.0,B. Beal enters the game for G. Temple,,87,97
381,4,4:40.0,B. Beal misses 2-pt jump shot from 18 ft,,87,97
382,4,4:39.0,,Defensive rebound by P. Tucker,87,97
383,4,4:33.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,87,97
384,4,4:31.0,Defensive rebound by K. Séraphin,,87,97
385,4,4:24.0,O. Porter misses 3-pt jump shot from 23 ft,,87,97
386,4,4:23.0,,Defensive rebound by M. Morris,87,97
387,4,4:00.0,,A. Len misses 2-pt jump shot from 16 ft,87,97
388,4,4:00.0,,Offensive rebound by M. Morris,87,97
389,4,3:42.0,,P. Tucker makes 2-pt hook shot from 1 ft,87,99
390,4,3:27.0,Shooting foul by M. Morris (drawn by K. Humphries),,87,99
391,4,3:27.0,K. Humphries makes free throw 1 of 2,,88,99
392,4,3:27.0,M. Gortat enters the game for K. Séraphin,,88,99
393,4,3:27.0,K. Humphries makes free throw 2 of 2,,89,99
