,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
0,1,11:38.0,A. Drummond misses 2-pt jump shot from 4 ft (block by T. Zeller),,0,0
1,1,11:37.0,,Defensive rebound by J. Green,0,0
2,1,11:19.0,,J. Green makes 3-pt jump shot from 22 ft (assist by J. Sullinger),0,3
3,1,10:58.0,J. Smith misses 2-pt jump shot from 20 ft,,0,3
4,1,10:56.0,,Defensive rebound by J. Green,0,3
5,1,10:33.0,,A. Bradley misses 3-pt jump shot from 23 ft,0,3
6,1,10:32.0,,Offensive rebound by Team,0,3
7,1,10:32.0,,Turnover by Team (shot clock),0,3
8,1,10:21.0,B. Jennings misses 2-pt jump shot from 22 ft,,0,3
9,1,10:20.0,,Defensive rebound by T. Zeller,0,3
10,1,10:11.0,,Turnover by R. Rondo (bad pass),0,3
11,1,9:57.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,0,3
12,1,9:56.0,Offensive rebound by A. Drummond,,0,3
13,1,9:53.0,A. Drummond makes 2-pt layup at rim,,2,3
14,1,9:37.0,,T. Zeller makes 2-pt hook shot from 5 ft,2,5
15,1,9:23.0,K. Singler misses 3-pt jump shot from 24 ft,,2,5
16,1,9:21.0,,Defensive rebound by Team,2,5
17,1,9:10.0,,J. Green makes 2-pt jump shot from 8 ft (assist by R. Rondo),2,7
18,1,8:55.0,J. Smith makes 2-pt jump shot from 7 ft (assist by B. Jennings),,4,7
19,1,8:40.0,,J. Sullinger makes 2-pt jump shot from 21 ft (assist by R. Rondo),4,9
20,1,8:28.0,J. Smith misses 2-pt jump shot from 19 ft,,4,9
21,1,8:26.0,,Defensive rebound by T. Zeller,4,9
22,1,8:16.0,,J. Sullinger misses 3-pt jump shot from 25 ft,4,9
23,1,8:15.0,Defensive rebound by Team,,4,9
24,1,8:00.0,K. Singler misses 3-pt jump shot from 25 ft,,4,9
25,1,7:59.0,,Defensive rebound by J. Sullinger,4,9
26,1,7:53.0,,R. Rondo makes 2-pt jump shot from 17 ft,4,11
27,1,7:38.0,Turnover by J. Smith (lost ball; steal by R. Rondo),,4,11
28,1,7:27.0,,J. Green misses 2-pt jump shot from 14 ft,4,11
29,1,7:26.0,Defensive rebound by A. Drummond,,4,11
30,1,7:21.0,A. Drummond makes 2-pt dunk at rim (assist by B. Jennings),,6,11
31,1,7:05.0,,J. Green misses 3-pt jump shot from 24 ft,6,11
32,1,7:04.0,Defensive rebound by A. Drummond,,6,11
33,1,6:57.0,Turnover by B. Jennings (lost ball; steal by J. Sullinger),,6,11
34,1,6:51.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by R. Rondo),6,14
35,1,6:32.0,A. Drummond makes 2-pt dunk at rim (assist by J. Smith),,8,14
36,1,6:17.0,,J. Green misses 2-pt hook shot from 6 ft (block by A. Drummond),8,14
37,1,6:16.0,Defensive rebound by J. Smith,,8,14
38,1,6:08.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,8,14
39,1,6:06.0,,Defensive rebound by T. Zeller,8,14
40,1,5:50.0,,T. Zeller makes 2-pt jump shot from 14 ft (assist by J. Green),8,16
41,1,5:44.0,Detroit full timeout,,8,16
