,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
0,1,11:41.0,,K. Anderson misses 2-pt jump shot from 14 ft,0,0
1,1,11:40.0,Defensive rebound by D. Jordan,,0,0
2,1,11:26.0,Turnover by C. Paul (lost ball; steal by T. Parker),,0,0
3,1,11:22.0,,Shooting foul by C. Paul (drawn by T. Parker),0,0
4,1,11:22.0,,T. Parker makes free throw 1 of 2,0,1
5,1,11:22.0,,T. Parker makes free throw 2 of 2,0,2
6,1,11:09.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,3,2
7,1,11:07.0,,San Antonio full timeout,3,2
8,1,10:45.0,,T. Splitter makes 2-pt hook shot from 6 ft,3,4
9,1,10:27.0,B. Griffin misses 2-pt jump shot from 11 ft,,3,4
10,1,10:24.0,Offensive rebound by D. Jordan,,3,4
11,1,10:17.0,Shooting foul by T. Splitter (drawn by J. Redick),,3,4
12,1,10:17.0,J. Redick misses free throw 1 of 2,,3,4
13,1,10:17.0,Offensive rebound by Team,,3,4
14,1,10:17.0,J. Redick makes free throw 2 of 2,,4,4
15,1,10:01.0,,T. Parker makes 2-pt jump shot from 11 ft (assist by D. Green),4,6
16,1,9:53.0,C. Paul makes 2-pt jump shot from 12 ft,,6,6
17,1,9:37.0,,T. Duncan misses 2-pt jump shot from 11 ft,6,6
18,1,9:36.0,Defensive rebound by C. Paul,,6,6
19,1,9:25.0,M. Barnes misses 3-pt jump shot from 22 ft,,6,6
20,1,9:24.0,Offensive rebound by D. Jordan,,6,6
21,1,9:16.0,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),,9,6
22,1,9:08.0,,T. Parker misses 2-pt jump shot from 13 ft,9,6
23,1,9:06.0,Defensive rebound by M. Barnes,,9,6
24,1,8:52.0,J. Redick makes 3-pt jump shot from 22 ft (assist by M. Barnes),,12,6
25,1,8:52.0,Shooting foul by K. Anderson (drawn by J. Redick),,12,6
26,1,8:52.0,J. Redick makes free throw 1 of 1,,13,6
27,1,8:38.0,,T. Parker makes 2-pt jump shot from 5 ft,13,8
28,1,8:31.0,M. Barnes misses 2-pt layup from 3 ft (block by D. Green),,13,8
29,1,8:30.0,Offensive rebound by J. Redick,,13,8
30,1,8:27.0,C. Paul makes 3-pt jump shot from 23 ft (assist by J. Redick),,16,8
31,1,8:08.0,,T. Duncan makes 2-pt dunk at rim (assist by T. Splitter),16,10
32,1,7:50.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,18,10
33,1,7:33.0,,T. Duncan misses 2-pt layup from 1 ft,18,10
34,1,7:32.0,Defensive rebound by D. Jordan,,18,10
35,1,7:23.0,J. Redick misses 2-pt jump shot from 19 ft,,18,10
36,1,7:22.0,,Defensive rebound by T. Splitter,18,10
37,1,7:08.0,,K. Anderson makes 2-pt dunk at rim (assist by T. Splitter),18,12
38,1,6:51.0,B. Griffin makes 2-pt layup from 1 ft,,20,12
39,1,6:40.0,,T. Parker makes 2-pt jump shot from 18 ft,20,14
40,1,6:30.0,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),,22,14
41,1,6:20.0,,San Antonio full timeout,22,14
42,1,6:20.0,,M. Belinelli enters the game for K. Anderson,22,14
43,1,6:20.0,,M. Ginóbili enters the game for D. Green,22,14
44,1,6:04.0,,T. Duncan makes 2-pt jump shot from 11 ft,22,16
45,1,5:43.0,Offensive foul by B. Griffin (drawn by T. Parker),,22,16
46,1,5:43.0,Turnover by B. Griffin (offensive foul),,22,16
47,1,5:43.0,,B. Diaw enters the game for T. Splitter,22,16
48,1,5:43.0,,C. Joseph enters the game for T. Parker,22,16
49,1,5:31.0,,B. Diaw makes 2-pt jump shot from 17 ft (assist by C. Joseph),22,18
50,1,5:09.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,24,18
51,1,4:49.0,,T. Duncan makes 2-pt jump shot from 3 ft (assist by M. Belinelli),24,20
52,1,4:39.0,C. Paul misses 2-pt jump shot from 15 ft,,24,20
