,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
54,1,3:09.0,,Defensive rebound by V. Oladipo,18,15
55,1,3:04.0,,T. Harris makes 2-pt jump shot from 17 ft (assist by V. Oladipo),18,17
56,1,2:52.0,R. Kelly misses 3-pt jump shot from 24 ft,,18,17
57,1,2:51.0,,Defensive rebound by N. Vučević,18,17
58,1,2:43.0,,L. Ridnour misses 3-pt jump shot from 25 ft,18,17
59,1,2:41.0,,Offensive rebound by V. Oladipo,18,17
60,1,2:26.0,,A. Gordon misses 3-pt jump shot from 23 ft,18,17
61,1,2:25.0,,Offensive rebound by N. Vučević,18,17
62,1,2:25.0,,N. Vučević makes 2-pt dunk at rim,18,19
63,1,2:17.0,LA Lakers full timeout,,18,19
64,1,2:17.0,W. Johnson enters the game for R. Kelly,,18,19
65,1,2:17.0,J. Lin enters the game for W. Ellington,,18,19
66,1,2:17.0,N. Young enters the game for J. Clarkson,,18,19
67,1,2:08.0,,E. Fournier enters the game for V. Oladipo,18,19
68,1,2:06.0,N. Young misses 2-pt jump shot from 21 ft,,18,19
69,1,2:03.0,,Defensive rebound by T. Harris,18,19
70,1,1:41.0,,L. Ridnour makes 2-pt jump shot from 4 ft (assist by T. Harris),18,21
71,1,1:27.0,J. Lin makes 3-pt jump shot from 25 ft (assist by E. Davis),,21,21
72,1,1:14.0,,T. Harris makes 2-pt layup from 2 ft (assist by A. Gordon),21,23
73,1,0:56.0,C. Boozer makes 2-pt jump shot from 18 ft (assist by N. Young),,23,23
74,1,0:46.0,,N. Vučević misses 2-pt hook shot from 9 ft,23,23
75,1,0:43.0,Defensive rebound by C. Boozer,,23,23
76,1,0:37.0,Turnover by J. Lin (bad pass; steal by N. Vučević),,23,23
77,1,0:34.0,,N. Vučević makes 2-pt dunk at rim (assist by E. Fournier),23,25
78,1,0:13.0,E. Davis misses 2-pt jump shot from 12 ft,,23,25
79,1,0:12.0,,Defensive rebound by N. Vučević,23,25
80,1,0:00.0,,Shooting foul by C. Boozer (drawn by N. Vučević),23,25
81,1,0:00.0,,N. Vučević misses free throw 1 of 2,23,25
82,1,0:00.0,,Offensive rebound by Team,23,25
83,1,0:00.0,,N. Vučević makes free throw 2 of 2,23,26
84,2,11:40.0,C. Boozer misses 2-pt jump shot at rim,,23,26
85,2,11:39.0,Offensive rebound by C. Boozer,,23,26
86,2,11:39.0,C. Boozer makes 2-pt layup at rim,,25,26
87,2,11:28.0,,Offensive foul by K. O'Quinn (drawn by W. Johnson),25,26
88,2,11:28.0,,Turnover by K. O'Quinn (offensive foul),25,26
89,2,11:12.0,Turnover by J. Lin (bad pass),,25,26
90,2,10:59.0,,Turnover by E. Fournier (lost ball; steal by C. Boozer),25,26
91,2,10:51.0,J. Lin makes 3-pt jump shot from 23 ft (assist by E. Davis),,28,26
92,2,10:25.0,,A. Gordon misses 2-pt jump shot from 3 ft (block by E. Davis),28,26
93,2,10:25.0,,Offensive rebound by Team,28,26
94,2,10:25.0,,Turnover by Team (shot clock),28,26
95,2,10:08.0,C. Boozer misses 2-pt jump shot from 18 ft,,28,26
96,2,10:07.0,Offensive rebound by E. Davis,,28,26
97,2,10:07.0,Shooting foul by L. Ridnour (drawn by E. Davis),,28,26
98,2,10:07.0,E. Davis misses free throw 1 of 2,,28,26
99,2,10:07.0,Offensive rebound by Team,,28,26
100,2,10:07.0,E. Davis misses free throw 2 of 2,,28,26
101,2,10:05.0,Offensive rebound by W. Johnson,,28,26
102,2,9:52.0,C. Boozer makes 2-pt jump shot from 13 ft,,30,26
103,2,9:34.0,,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by L. Ridnour),30,28
104,2,9:10.0,W. Johnson makes 2-pt jump shot from 22 ft (assist by N. Young),,32,28
105,2,8:50.0,,E. Fournier misses 2-pt jump shot from 4 ft (block by E. Davis),32,28
106,2,8:48.0,Defensive rebound by W. Johnson,,32,28
107,2,8:43.0,J. Lin misses 2-pt jump shot from 14 ft,,32,28
108,2,8:40.0,Offensive rebound by E. Davis,,32,28
109,2,8:35.0,J. Lin makes 2-pt layup from 2 ft (assist by W. Johnson),,34,28
110,2,8:35.0,,Orlando full timeout,34,28
111,2,8:35.0,,E. Payton enters the game for A. Gordon,34,28
112,2,8:35.0,,T. Harris enters the game for L. Ridnour,34,28
113,2,8:22.0,,T. Harris misses 3-pt jump shot from 25 ft,34,28
114,2,8:20.0,Defensive rebound by E. Davis,,34,28
115,2,8:11.0,N. Young misses 2-pt jump shot from 19 ft,,34,28
116,2,8:09.0,,Defensive rebound by K. O'Quinn,34,28
117,2,8:01.0,,E. Payton misses 2-pt jump shot from 10 ft,34,28
118,2,7:59.0,Defensive rebound by W. Johnson,,34,28
119,2,7:44.0,J. Lin makes 2-pt jump shot from 22 ft (assist by C. Boozer),,36,28
120,2,7:25.0,,Shooting foul by E. Davis (drawn by T. Harris),36,28
121,2,7:25.0,,T. Harris makes free throw 1 of 2,36,29
122,2,7:25.0,,C. Frye enters the game for E. Fournier,36,29
123,2,7:25.0,,T. Harris makes free throw 2 of 2,36,30
124,2,7:13.0,E. Davis misses 2-pt jump shot from 3 ft (block by K. O'Quinn),,36,30
125,2,7:12.0,Offensive rebound by Team,,36,30
126,2,7:12.0,,N. Vučević enters the game for K. O'Quinn,36,30
127,2,6:59.0,E. Davis misses 2-pt hook shot from 9 ft,,36,30
128,2,6:58.0,Offensive rebound by C. Boozer,,36,30
129,2,6:56.0,C. Boozer makes 2-pt layup at rim,,38,30
130,2,6:45.0,,W. Green misses 2-pt jump shot from 7 ft,38,30
131,2,6:42.0,Defensive rebound by W. Johnson,,38,30
132,2,6:39.0,,Offensive charge foul by C. Boozer (drawn by E. Payton),38,30
133,2,6:39.0,Turnover by C. Boozer (offensive foul),,38,30
134,2,6:39.0,T. Black enters the game for C. Boozer,,38,30
135,2,6:21.0,,E. Payton misses 2-pt jump shot from 6 ft (block by J. Lin),38,30
136,2,6:19.0,Defensive rebound by N. Young,,38,30
137,2,6:13.0,E. Davis misses 2-pt jump shot from 4 ft,,38,30
138,2,6:11.0,,Defensive rebound by C. Frye,38,30
139,2,6:10.0,,Turnover by C. Frye (bad pass; steal by W. Johnson),38,30
140,2,6:07.0,W. Johnson misses 2-pt jump shot from 14 ft,,38,30
141,2,6:05.0,,Defensive rebound by N. Vučević,38,30
142,2,5:51.0,,T. Harris misses 2-pt jump shot from 12 ft,38,30
143,2,5:50.0,Defensive rebound by E. Davis,,38,30
144,2,5:44.0,E. Davis makes 2-pt dunk at rim (assist by J. Lin),,40,30
145,2,5:42.0,,Orlando full timeout,40,30
146,2,5:42.0,Official timeout,,40,30
147,2,5:42.0,,V. Oladipo enters the game for W. Green,40,30
148,2,5:42.0,W. Ellington enters the game for E. Davis,,40,30
149,2,5:42.0,R. Sacre enters the game for N. Young,,40,30
150,2,5:20.0,,T. Harris makes 2-pt jump shot from 15 ft,40,32
151,2,4:54.0,J. Lin makes 2-pt jump shot from 20 ft,,42,32
152,2,4:34.0,,C. Frye makes 2-pt hook shot from 8 ft,42,34
153,2,4:09.0,Turnover by W. Johnson (bad pass),,42,34
154,2,3:44.0,,C. Frye misses 3-pt jump shot from 25 ft,42,34
155,2,3:43.0,Defensive rebound by T. Black,,42,34
156,2,3:30.0,Turnover by W. Ellington (lost ball; steal by E. Payton),,42,34
157,2,3:25.0,,Turnover by T. Harris (bad pass),42,34
158,2,3:25.0,,A. Gordon enters the game for C. Frye,42,34
159,2,3:25.0,J. Clarkson enters the game for J. Lin,,42,34
160,2,3:07.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by W. Johnson),,45,34
161,2,2:50.0,,T. Harris makes 2-pt hook shot from 3 ft (assist by N. Vučević),45,36
162,2,2:41.0,Turnover by J. Clarkson (lost ball; steal by E. Payton),,45,36
163,2,2:38.0,,E. Payton makes 2-pt dunk at rim,45,38
164,2,2:12.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by R. Sacre),,48,38
165,2,1:57.0,,N. Vučević misses 2-pt jump shot from 11 ft,48,38
166,2,1:56.0,Defensive rebound by R. Sacre,,48,38
167,2,1:50.0,W. Johnson misses 3-pt jump shot from 25 ft,,48,38
168,2,1:47.0,,Defensive rebound by V. Oladipo,48,38
169,2,1:35.0,,Turnover by N. Vučević (offensive foul),48,38
170,2,1:35.0,Offensive charge foul by N. Vučević (drawn by W. Ellington),,48,38
171,2,1:35.0,LA Lakers full timeout,,48,38
172,2,1:17.0,J. Clarkson makes 2-pt jump shot from 21 ft,,50,38
173,2,1:01.0,,V. Oladipo misses 3-pt jump shot from 24 ft,50,38
174,2,1:00.0,Defensive rebound by T. Black,,50,38
175,2,0:49.0,W. Johnson misses 2-pt jump shot from 17 ft,,50,38
176,2,0:47.0,,Defensive rebound by V. Oladipo,50,38
177,2,0:33.0,,Turnover by V. Oladipo (lost ball; steal by J. Clarkson),50,38
178,2,0:29.0,W. Johnson makes 2-pt dunk at rim (assist by J. Clarkson),,52,38
179,2,0:09.0,,E. Payton misses 2-pt layup from 2 ft,52,38
180,2,0:07.0,Defensive rebound by R. Sacre,,52,38
181,2,0:00.0,W. Johnson misses 3-pt jump shot from 23 ft,,52,38
182,2,0:00.0,,Defensive rebound by N. Vučević,52,38
183,3,11:44.0,,Violation by V. Oladipo (kicked ball),52,38
184,3,11:30.0,R. Sacre misses 2-pt jump shot from 11 ft,,52,38
185,3,11:27.0,,Defensive rebound by T. Harris,52,38
186,3,11:17.0,,Shooting foul by T. Black (drawn by T. Harris),52,38
187,3,11:17.0,,T. Harris makes free throw 1 of 2,52,39
188,3,11:17.0,,T. Harris makes free throw 2 of 2,52,40
189,3,11:00.0,R. Kelly misses 2-pt jump shot from 17 ft,,52,40
190,3,10:56.0,,Defensive rebound by E. Payton,52,40
191,3,10:52.0,,Personal block foul by T. Black (drawn by E. Payton),52,40
192,3,10:42.0,,V. Oladipo misses 2-pt jump shot from 7 ft,52,40
193,3,10:39.0,,Offensive rebound by V. Oladipo,52,40
194,3,10:38.0,,V. Oladipo makes 2-pt layup from 1 ft,52,42
195,3,10:20.0,Def 3 sec tech foul by N. Vučević,,52,42
196,3,10:20.0,,Def 3 sec tech foul by W. Ellington,52,42
197,3,10:20.0,Def 3 sec tech foul by C. Frye,,52,42
198,3,10:20.0,W. Ellington makes technical free throw,,53,42
199,3,10:07.0,W. Ellington misses 3-pt jump shot from 24 ft,,53,42
200,3,10:06.0,Offensive rebound by R. Sacre,,53,42
201,3,10:06.0,Personal foul by T. Harris (drawn by R. Sacre),,53,42
202,3,9:50.0,Turnover by J. Clarkson (traveling),,53,42
203,3,9:42.0,,C. Frye misses 3-pt jump shot from 25 ft,53,42
204,3,9:40.0,Defensive rebound by T. Black,,53,42
205,3,9:30.0,R. Sacre makes 2-pt jump shot from 8 ft (assist by J. Clarkson),,55,42
206,3,9:15.0,,T. Harris makes 2-pt jump shot from 19 ft (assist by E. Payton),55,44
207,3,8:49.0,J. Clarkson misses 2-pt jump shot from 18 ft,,55,44
208,3,8:48.0,Offensive rebound by T. Black,,55,44
209,3,8:46.0,T. Black misses 2-pt hook shot from 7 ft,,55,44
210,3,8:44.0,Offensive rebound by J. Clarkson,,55,44
211,3,8:41.0,R. Kelly makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,58,44
212,3,8:22.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by N. Vučević),58,47
213,3,8:07.0,J. Clarkson misses 3-pt jump shot from 24 ft,,58,47
214,3,8:06.0,,Defensive rebound by V. Oladipo,58,47
215,3,7:58.0,,V. Oladipo makes 2-pt layup from 2 ft,58,49
216,3,7:43.0,W. Ellington makes 2-pt jump shot from 18 ft (assist by R. Sacre),,60,49
217,3,7:31.0,,T. Harris misses 3-pt jump shot from 23 ft,60,49
218,3,7:30.0,Defensive rebound by R. Kelly,,60,49
219,3,7:12.0,R. Kelly makes 2-pt jump shot from 8 ft,,62,49
220,3,7:12.0,Shooting foul by E. Payton (drawn by R. Kelly),,62,49
221,3,7:12.0,R. Kelly makes free throw 1 of 1,,63,49
222,3,7:02.0,,V. Oladipo misses 2-pt layup from 2 ft (block by R. Sacre),63,49
223,3,7:00.0,,Offensive rebound by N. Vučević,63,49
224,3,6:58.0,,N. Vučević misses 2-pt layup from 2 ft (block by R. Kelly),63,49
225,3,6:56.0,,Offensive rebound by C. Frye,63,49
226,3,6:53.0,,T. Harris makes 3-pt jump shot from 22 ft (assist by C. Frye),63,52
227,3,6:29.0,R. Sacre misses 2-pt hook shot from 6 ft,,63,52
228,3,6:27.0,,Defensive rebound by N. Vučević,63,52
229,3,6:21.0,,Turnover by C. Frye (traveling),63,52
230,3,6:07.0,T. Black misses 2-pt hook shot from 11 ft,,63,52
231,3,6:04.0,,Defensive rebound by N. Vučević,63,52
232,3,5:59.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),63,54
233,3,5:40.0,R. Kelly makes 3-pt jump shot from 25 ft (assist by W. Ellington),,66,54
234,3,5:19.0,,N. Vučević makes 2-pt jump shot from 8 ft (assist by V. Oladipo),66,56
235,3,5:01.0,J. Clarkson makes 2-pt layup from 1 ft (assist by W. Ellington),,68,56
236,3,4:52.0,,N. Vučević makes 2-pt jump shot from 3 ft (assist by E. Payton),68,58
237,3,4:52.0,,Shooting foul by R. Sacre (drawn by N. Vučević),68,58
238,3,4:52.0,,Orlando full timeout,68,58
239,3,4:52.0,,L. Ridnour enters the game for C. Frye,68,58
240,3,4:52.0,,A. Gordon enters the game for E. Payton,68,58
241,3,4:52.0,E. Davis enters the game for R. Sacre,,68,58
242,3,4:52.0,,N. Vučević makes free throw 1 of 1,68,59
243,3,4:39.0,Turnover by T. Black (lost ball; steal by N. Vučević),,68,59
244,3,4:35.0,,V. Oladipo makes 2-pt dunk at rim (assist by T. Harris),68,61
245,3,4:17.0,R. Kelly makes 3-pt jump shot from 25 ft (assist by T. Black),,71,61
246,3,3:56.0,,T. Harris makes 2-pt dunk from 1 ft,71,63
247,3,3:42.0,T. Black misses 2-pt jump shot from 21 ft,,71,63
248,3,3:41.0,Offensive rebound by W. Ellington,,71,63
249,3,3:41.0,,Loose ball foul by V. Oladipo (drawn by W. Ellington),71,63
250,3,3:41.0,N. Young enters the game for T. Black,,71,63
251,3,3:41.0,C. Boozer enters the game for W. Ellington,,71,63
252,3,3:41.0,J. Lin enters the game for J. Clarkson,,71,63
253,3,3:36.0,N. Young misses 3-pt jump shot from 25 ft,,71,63
254,3,3:35.0,,Defensive rebound by L. Ridnour,71,63
255,3,3:27.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by L. Ridnour),71,65
256,3,3:05.0,C. Boozer misses 2-pt jump shot from 18 ft,,71,65
257,3,3:00.0,,Defensive rebound by L. Ridnour,71,65
258,3,2:53.0,,Turnover by T. Harris (bad pass; steal by J. Lin),71,65
259,3,2:50.0,LA Lakers full timeout,,71,65
260,3,2:35.0,R. Kelly makes 3-pt jump shot from 25 ft (assist by N. Young),,74,65
261,3,2:08.0,,L. Ridnour misses 3-pt jump shot from 30 ft,74,65
262,3,2:07.0,Defensive rebound by R. Kelly,,74,65
263,3,1:56.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,76,65
264,3,1:40.0,,N. Vučević makes 2-pt hook shot from 5 ft,76,67
265,3,1:27.0,C. Boozer makes 2-pt layup at rim,,78,67
266,3,1:27.0,Shooting foul by N. Vučević (drawn by C. Boozer),,78,67
267,3,1:27.0,,K. O'Quinn enters the game for N. Vučević,78,67
268,3,1:27.0,C. Boozer misses free throw 1 of 1,,78,67
269,3,1:25.0,,Defensive rebound by T. Harris,78,67
270,3,1:11.0,Violation by E. Davis (kicked ball),,78,67
271,3,1:07.0,,V. Oladipo makes 2-pt dunk at rim (assist by K. O'Quinn),78,69
272,3,0:47.0,N. Young misses 2-pt jump shot from 18 ft,,78,69
273,3,0:42.0,,Defensive rebound by K. O'Quinn,78,69
274,3,0:24.0,,L. Ridnour misses 2-pt jump shot from 10 ft,78,69
275,3,0:23.0,,Offensive rebound by K. O'Quinn,78,69
276,3,0:23.0,,K. O'Quinn misses 2-pt tip-in from 1 ft,78,69
277,3,0:20.0,Defensive rebound by E. Davis,,78,69
278,3,0:00.0,J. Lin misses 2-pt jump shot from 18 ft,,78,69
279,3,0:00.0,Offensive rebound by Team,,78,69
280,4,11:46.0,,T. Harris makes 2-pt jump shot from 11 ft,78,71
281,4,11:45.0,,Violation by Team (delay of game),78,71
282,4,11:21.0,J. Lin makes 2-pt jump shot from 18 ft,,80,71
283,4,11:02.0,,A. Gordon misses 2-pt jump shot from 19 ft (block by E. Davis),80,71
284,4,11:00.0,Defensive rebound by E. Davis,,80,71
285,4,10:55.0,Personal foul by A. Gordon (drawn by J. Lin),,80,71
286,4,10:55.0,,W. Green enters the game for T. Harris,80,71
287,4,10:47.0,C. Boozer makes 2-pt jump shot from 8 ft (assist by J. Lin),,82,71
288,4,10:34.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by W. Green),82,74
289,4,10:17.0,N. Young misses 3-pt jump shot from 22 ft,,82,74
290,4,10:17.0,,Defensive rebound by Team,82,74
291,4,10:17.0,Loose ball foul by E. Davis (drawn by E. Fournier),,82,74
292,4,9:56.0,,A. Gordon makes 2-pt layup from 1 ft,82,76
293,4,9:34.0,C. Boozer misses 2-pt jump shot from 3 ft,,82,76
294,4,9:33.0,,Defensive rebound by E. Fournier,82,76
295,4,9:28.0,,A. Gordon makes 2-pt dunk at rim (assist by L. Ridnour),82,78
296,4,9:27.0,LA Lakers full timeout,,82,78
297,4,9:06.0,C. Boozer misses 2-pt jump shot from 16 ft,,82,78
298,4,9:04.0,,Defensive rebound by L. Ridnour,82,78
299,4,8:45.0,,A. Gordon makes 2-pt layup from 2 ft (assist by E. Fournier),82,80
300,4,8:45.0,,Shooting foul by C. Boozer (drawn by A. Gordon),82,80
301,4,8:45.0,,A. Gordon makes free throw 1 of 1,82,81
302,4,8:28.0,N. Young misses 3-pt jump shot from 24 ft,,82,81
303,4,8:26.0,,Defensive rebound by A. Gordon,82,81
304,4,8:25.0,,Personal foul by N. Young (drawn by A. Gordon),82,81
305,4,8:13.0,,W. Green makes 3-pt jump shot from 25 ft (assist by A. Gordon),82,84
306,4,7:54.0,W. Ellington enters the game for N. Young,,82,84
307,4,7:54.0,Turnover by W. Johnson (lost ball; steal by E. Fournier),,82,84
308,4,7:43.0,,W. Green makes 2-pt layup from 1 ft,82,86
309,4,7:25.0,Turnover by C. Boozer (lost ball; steal by E. Fournier),,82,86
310,4,7:20.0,,Turnover by L. Ridnour (bad pass),82,86
311,4,7:03.0,E. Davis makes 2-pt hook shot from 4 ft (assist by C. Boozer),,84,86
312,4,6:46.0,,Turnover by E. Fournier (lost ball; steal by C. Boozer),84,86
313,4,6:44.0,Personal take foul by W. Green (drawn by W. Johnson),,84,86
314,4,6:44.0,R. Sacre enters the game for E. Davis,,84,86
315,4,6:44.0,R. Kelly enters the game for C. Boozer,,84,86
316,4,6:44.0,,T. Harris enters the game for A. Gordon,84,86
317,4,6:43.0,W. Ellington makes technical free throw,,85,86
318,4,6:30.0,W. Ellington misses 3-pt jump shot from 25 ft,,85,86
319,4,6:29.0,,Defensive rebound by T. Harris,85,86
320,4,6:13.0,,Turnover by W. Green (bad pass; steal by J. Lin),85,86
321,4,5:59.0,R. Sacre makes 2-pt jump shot from 15 ft (assist by R. Kelly),,87,86
322,4,5:59.0,,Orlando full timeout,87,86
323,4,5:59.0,,E. Payton enters the game for L. Ridnour,87,86
324,4,5:59.0,,N. Vučević enters the game for K. O'Quinn,87,86
325,4,5:43.0,,E. Fournier misses 2-pt jump shot from 15 ft,87,86
326,4,5:41.0,Defensive rebound by J. Lin,,87,86
327,4,5:18.0,R. Kelly misses 2-pt jump shot from 8 ft,,87,86
328,4,5:16.0,,Defensive rebound by T. Harris,87,86
329,4,5:08.0,,N. Vučević misses 2-pt jump shot from 17 ft,87,86
330,4,5:07.0,Defensive rebound by W. Ellington,,87,86
331,4,4:53.0,R. Sacre misses 2-pt hook shot from 10 ft,,87,86
332,4,4:50.0,Offensive rebound by R. Kelly,,87,86
333,4,4:50.0,R. Kelly misses 2-pt tip-in from 1 ft,,87,86
334,4,4:47.0,,Defensive rebound by W. Green,87,86
335,4,4:35.0,,N. Vučević misses 2-pt hook shot from 7 ft,87,86
336,4,4:33.0,Defensive rebound by R. Sacre,,87,86
337,4,4:17.0,Personal foul by N. Vučević (drawn by J. Lin),,87,86
338,4,4:17.0,,V. Oladipo enters the game for E. Fournier,87,86
339,4,4:17.0,J. Clarkson enters the game for J. Lin,,87,86
340,4,4:17.0,,Technical foul by N. Vučević,87,86
341,4,4:17.0,W. Ellington misses technical free throw,,87,86
342,4,4:17.0,Offensive rebound by Team,,87,86
343,4,4:06.0,J. Clarkson misses 3-pt jump shot from 24 ft,,87,86
344,4,4:04.0,,Defensive rebound by V. Oladipo,87,86
345,4,3:48.0,,T. Harris makes 2-pt jump shot from 8 ft,87,88
346,4,3:18.0,J. Clarkson misses 2-pt jump shot from 20 ft,,87,88
347,4,3:17.0,Offensive rebound by W. Johnson,,87,88
348,4,3:15.0,W. Johnson makes 2-pt jump shot from 7 ft,,89,88
349,4,3:00.0,,V. Oladipo misses 2-pt layup from 2 ft (block by W. Johnson),89,88
350,4,3:00.0,,Offensive rebound by N. Vučević,89,88
351,4,3:00.0,,Shooting foul by R. Kelly (drawn by N. Vučević),89,88
352,4,3:00.0,,N. Vučević makes free throw 1 of 2,89,89
353,4,3:00.0,,N. Vučević misses free throw 2 of 2,89,89
354,4,2:58.0,Defensive rebound by R. Kelly,,89,89
355,4,2:46.0,Official timeout,,89,89
356,4,2:44.0,R. Kelly misses 2-pt jump shot from 12 ft (block by N. Vučević),,89,89
357,4,2:42.0,,Defensive rebound by W. Green,89,89
358,4,2:39.0,,W. Green misses 2-pt layup from 1 ft,89,89
359,4,2:36.0,,Offensive rebound by V. Oladipo,89,89
360,4,2:36.0,,V. Oladipo misses 2-pt tip-in from 1 ft,89,89
361,4,2:36.0,Defensive rebound by Team,,89,89
362,4,2:20.0,Shooting foul by W. Green (drawn by R. Kelly),,89,89
363,4,2:20.0,R. Kelly makes free throw 1 of 2,,90,89
364,4,2:20.0,R. Kelly makes free throw 2 of 2,,91,89
365,4,1:59.0,,N. Vučević makes 2-pt hook shot from 7 ft,91,91
366,4,1:37.0,R. Sacre misses 2-pt jump shot from 16 ft,,91,91
367,4,1:35.0,,Defensive rebound by V. Oladipo,91,91
368,4,1:21.0,,V. Oladipo misses 2-pt jump shot from 15 ft,91,91
369,4,1:18.0,Defensive rebound by R. Sacre,,91,91
370,4,1:01.0,W. Johnson misses 3-pt jump shot from 28 ft,,91,91
371,4,1:00.0,,Defensive rebound by T. Harris,91,91
372,4,0:38.0,,N. Vučević misses 2-pt jump shot from 16 ft,91,91
373,4,0:36.0,Defensive rebound by R. Kelly,,91,91
374,4,0:14.0,J. Clarkson misses 3-pt jump shot from 27 ft,,91,91
375,4,0:12.0,Offensive rebound by W. Johnson,,91,91
376,4,0:00.0,W. Ellington misses 3-pt jump shot from 26 ft (block by V. Oladipo),,91,91
377,4,0:00.0,Offensive rebound by Team,,91,91
378,1OT,4:41.0,,T. Harris makes 2-pt jump shot from 11 ft,91,93
379,1OT,4:14.0,R. Sacre misses 2-pt jump shot from 14 ft,,91,93
380,1OT,4:14.0,Offensive rebound by Team,,91,93
381,1OT,4:14.0,Turnover by Team (shot clock),,91,93
382,1OT,3:49.0,,T. Harris misses 3-pt jump shot from 27 ft,91,93
