,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ATLANTA_ACTION,CLEVELAND_SCORE,ATLANTA_SCORE
0,1,11:37.0,,K. Korver misses 2-pt jump shot from 22 ft,0,0
1,1,11:35.0,,Offensive rebound by A. Horford,0,0
2,1,11:25.0,,A. Horford misses 2-pt jump shot from 21 ft,0,0
3,1,11:24.0,Defensive rebound by K. Love,,0,0
4,1,11:07.0,L. James misses 2-pt jump shot from 16 ft (block by A. Horford),,0,0
5,1,11:05.0,,Defensive rebound by D. Carroll,0,0
6,1,10:56.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by A. Horford),0,2
7,1,10:32.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,3,2
8,1,10:19.0,,Personal foul by J. Smith (drawn by K. Korver),3,2
9,1,10:11.0,,P. Millsap misses 2-pt dunk at rim (block by T. Mozgov),3,2
10,1,10:10.0,,Offensive rebound by A. Horford,3,2
11,1,10:09.0,,A. Horford makes 2-pt layup at rim,3,4
12,1,9:52.0,Turnover by L. James (bad pass; steal by J. Teague),,3,4
13,1,9:51.0,,Turnover by J. Teague (bad pass; steal by L. James),3,4
14,1,9:47.0,Turnover by L. James (lost ball; steal by A. Horford),,3,4
15,1,9:43.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by P. Millsap),3,7
16,1,9:27.0,K. Irving makes 2-pt layup from 4 ft,,5,7
17,1,9:02.0,,P. Millsap makes 2-pt jump shot from 4 ft (assist by J. Teague),5,9
18,1,8:51.0,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),,8,9
19,1,8:30.0,,Turnover by A. Horford (lost ball; steal by L. James),8,9
20,1,8:23.0,K. Love misses 3-pt jump shot from 24 ft,,8,9
21,1,8:21.0,,Defensive rebound by Team,8,9
22,1,8:14.0,,J. Teague makes 2-pt jump shot from 9 ft,8,11
23,1,7:52.0,L. James misses 2-pt jump shot from 21 ft,,8,11
24,1,7:50.0,,Defensive rebound by K. Korver,8,11
25,1,7:43.0,,J. Teague misses 3-pt jump shot from 25 ft,8,11
26,1,7:41.0,Defensive rebound by K. Irving,,8,11
27,1,7:36.0,L. James makes 2-pt dunk at rim,,10,11
28,1,7:28.0,,J. Teague makes 2-pt layup from 1 ft,10,13
29,1,7:05.0,K. Love misses 3-pt jump shot from 24 ft,,10,13
30,1,7:03.0,,Defensive rebound by D. Carroll,10,13
31,1,6:53.0,,P. Millsap misses 2-pt jump shot from 10 ft,10,13
32,1,6:52.0,Defensive rebound by T. Mozgov,,10,13
33,1,6:43.0,Turnover by L. James (lost ball; steal by D. Carroll),,10,13
34,1,6:38.0,,D. Carroll makes 2-pt dunk at rim (assist by A. Horford),10,15
35,1,6:21.0,L. James misses 3-pt jump shot from 23 ft,,10,15
36,1,6:19.0,Offensive rebound by K. Love,,10,15
37,1,6:16.0,J. Smith misses 3-pt jump shot from 24 ft,,10,15
38,1,6:15.0,,Defensive rebound by A. Horford,10,15
39,1,6:10.0,,P. Millsap makes 2-pt layup from 1 ft (assist by A. Horford),10,17
40,1,6:10.0,,Shooting foul by J. Smith (drawn by P. Millsap),10,17
41,1,6:10.0,I. Shumpert enters the game for J. Smith,,10,17
42,1,6:10.0,,K. Bazemore enters the game for K. Korver,10,17
43,1,6:10.0,,P. Millsap misses free throw 1 of 1,10,17
44,1,6:08.0,,Offensive rebound by D. Carroll,10,17
45,1,5:58.0,,A. Horford makes 3-pt jump shot from 23 ft,10,20
46,1,5:41.0,Turnover by K. Irving (bad pass),,10,20
47,1,5:41.0,,Atlanta full timeout,10,20
48,1,5:28.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),10,22
49,1,5:15.0,Shooting foul by P. Millsap (drawn by K. Love),,10,22
50,1,5:15.0,K. Love misses free throw 1 of 2,,10,22
51,1,5:15.0,Offensive rebound by Team,,10,22
52,1,5:15.0,T. Thompson enters the game for T. Mozgov,,10,22
53,1,5:15.0,,P. Antić enters the game for A. Horford,10,22
54,1,5:15.0,K. Love makes free throw 2 of 2,,11,22
55,1,4:58.0,,J. Teague makes 2-pt jump shot from 17 ft,11,24
56,1,4:37.0,Turnover by K. Irving (lost ball; steal by K. Bazemore),,11,24
57,1,4:20.0,,J. Teague misses 2-pt jump shot from 5 ft,11,24
58,1,4:16.0,Defensive rebound by T. Thompson,,11,24
59,1,4:06.0,I. Shumpert misses 3-pt jump shot from 24 ft,,11,24
60,1,4:05.0,,Defensive rebound by P. Millsap,11,24
61,1,3:59.0,,K. Bazemore makes 2-pt layup at rim (assist by D. Carroll),11,26
62,1,3:38.0,T. Thompson makes 2-pt layup at rim (assist by L. James),,13,26
63,1,3:30.0,,D. Carroll misses 3-pt jump shot from 23 ft,13,26
64,1,3:29.0,Defensive rebound by I. Shumpert,,13,26
65,1,3:17.0,I. Shumpert makes 2-pt jump shot from 19 ft (assist by L. James),,15,26
66,1,3:04.0,,J. Teague makes 2-pt layup at rim,15,28
67,1,2:56.0,Cleveland full timeout,,15,28
68,1,2:56.0,J. Jones enters the game for K. Love,,15,28
69,1,2:56.0,,D. Schröder enters the game for P. Millsap,15,28
70,1,2:56.0,,A. Horford enters the game for J. Teague,15,28
71,1,2:36.0,L. James misses 2-pt jump shot from 4 ft,,15,28
72,1,2:35.0,,Defensive rebound by A. Horford,15,28
73,1,2:27.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by D. Schröder),15,30
74,1,2:02.0,J. Jones misses 3-pt jump shot from 25 ft,,15,30
75,1,2:00.0,Offensive rebound by L. James,,15,30
76,1,1:59.0,Shooting foul by K. Bazemore (drawn by L. James),,15,30
77,1,1:59.0,L. James makes free throw 1 of 2,,16,30
78,1,1:59.0,M. Dellavedova enters the game for K. Irving,,16,30
79,1,1:59.0,L. James makes free throw 2 of 2,,17,30
80,1,1:42.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by A. Horford),17,32
81,1,1:24.0,Personal foul by K. Bazemore (drawn by T. Thompson),,17,32
82,1,1:24.0,T. Thompson makes free throw 1 of 2,,18,32
83,1,1:24.0,,K. Korver enters the game for K. Bazemore,18,32
84,1,1:24.0,T. Thompson makes free throw 2 of 2,,19,32
85,1,1:07.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),19,34
86,1,0:45.0,Turnover by I. Shumpert (traveling),,19,34
87,1,0:45.0,,M. Scott enters the game for P. Antić,19,34
88,1,0:22.0,,D. Schröder makes 2-pt layup from 2 ft,19,36
89,2,11:44.0,K. Irving makes 2-pt layup from 1 ft,,21,36
90,2,11:30.0,,Turnover by A. Horford (bad pass; steal by I. Shumpert),21,36
91,2,11:20.0,J. Jones makes 3-pt jump shot from 22 ft (assist by I. Shumpert),,24,36
92,2,10:51.0,,M. Scott makes 2-pt jump shot from 12 ft,24,38
93,2,10:35.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by K. Irving),,27,38
94,2,10:18.0,,M. Scott makes 2-pt jump shot from 4 ft (assist by D. Schröder),27,40
95,2,10:01.0,J. Jones misses 3-pt jump shot from 22 ft (block by M. Scott),,27,40
96,2,9:59.0,,Defensive rebound by A. Horford,27,40
97,2,9:57.0,,Personal foul by M. Dellavedova (drawn by S. Mack),27,40
98,2,9:37.0,,D. Schröder misses 2-pt jump shot from 7 ft,27,40
99,2,9:36.0,Defensive rebound by J. Jones,,27,40
100,2,9:25.0,J. Jones makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,30,40
101,2,9:10.0,,Shooting foul by I. Shumpert (drawn by D. Schröder),30,40
102,2,9:10.0,,D. Schröder makes free throw 1 of 2,30,41
103,2,9:10.0,,D. Schröder makes free throw 2 of 2,30,42
104,2,8:54.0,M. Dellavedova misses 2-pt jump shot from 21 ft,,30,42
105,2,8:52.0,,Defensive rebound by A. Horford,30,42
106,2,8:46.0,,Offensive foul by S. Mack (drawn by I. Shumpert),30,42
107,2,8:46.0,,Turnover by S. Mack (offensive foul),30,42
108,2,8:46.0,Official timeout,,30,42
109,2,8:30.0,K. Irving misses 2-pt jump shot from 15 ft,,30,42
110,2,8:28.0,,Defensive rebound by K. Korver,30,42
111,2,8:10.0,,A. Horford makes 2-pt dunk at rim (assist by M. Scott),30,44
112,2,7:55.0,Personal foul by M. Scott (drawn by K. Irving),,30,44
113,2,7:55.0,L. James enters the game for I. Shumpert,,30,44
114,2,7:55.0,,D. Carroll enters the game for S. Mack,30,44
115,2,7:41.0,K. Irving makes 2-pt layup from 1 ft (assist by L. James),,32,44
116,2,7:26.0,,D. Carroll makes 2-pt layup from 2 ft (assist by D. Schröder),32,46
117,2,7:16.0,Shooting foul by D. Carroll (drawn by L. James),,32,46
118,2,7:16.0,L. James misses free throw 1 of 2,,32,46
119,2,7:16.0,Offensive rebound by Team,,32,46
120,2,7:16.0,L. James makes free throw 2 of 2,,33,46
121,2,7:01.0,,D. Schröder misses 2-pt layup from 2 ft,33,46
122,2,6:59.0,Defensive rebound by J. Jones,,33,46
123,2,6:55.0,,Offensive charge foul by L. James (drawn by D. Carroll),33,46
124,2,6:55.0,Turnover by L. James (offensive foul),,33,46
125,2,6:55.0,Technical foul by Team,,33,46
126,2,6:55.0,,K. Korver makes technical free throw,33,47
127,2,6:55.0,,J. Teague enters the game for A. Horford,33,47
128,2,6:55.0,,P. Millsap enters the game for K. Korver,33,47
129,2,6:55.0,T. Mozgov enters the game for T. Thompson,,33,47
130,2,6:43.0,Offensive charge foul by D. Schröder (drawn by J. Jones),,33,47
131,2,6:43.0,,Turnover by D. Schröder (offensive foul),33,47
132,2,6:43.0,K. Love enters the game for J. Jones,,33,47
133,2,6:29.0,L. James misses 2-pt layup at rim,,33,47
134,2,6:28.0,,Defensive rebound by M. Scott,33,47
135,2,6:23.0,,M. Scott misses 3-pt jump shot from 25 ft,33,47
136,2,6:23.0,Defensive rebound by Team,,33,47
137,2,6:13.0,K. Irving misses 2-pt jump shot from 17 ft,,33,47
138,2,6:11.0,,Defensive rebound by P. Millsap,33,47
139,2,6:05.0,,J. Teague misses 2-pt layup from 2 ft (block by T. Mozgov),33,47
140,2,6:03.0,,Offensive rebound by P. Millsap,33,47
141,2,6:01.0,,P. Millsap misses 3-pt jump shot from 25 ft,33,47
142,2,6:00.0,Defensive rebound by K. Love,,33,47
143,2,5:55.0,,Atlanta full timeout,33,47
144,2,5:55.0,J. Smith enters the game for M. Dellavedova,,33,47
145,2,5:55.0,,P. Antić enters the game for M. Scott,33,47
146,2,5:42.0,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),,36,47
147,2,5:17.0,,P. Antić misses 3-pt jump shot from 24 ft,36,47
148,2,5:14.0,,Offensive rebound by D. Schröder,36,47
149,2,5:13.0,,D. Schröder misses 2-pt layup at rim,36,47
150,2,5:10.0,,Offensive rebound by D. Carroll,36,47
151,2,5:09.0,,Turnover by D. Carroll (lost ball),36,47
152,2,5:09.0,Personal foul by D. Schröder (drawn by L. James),,36,47
153,2,4:55.0,K. Irving makes 2-pt layup from 1 ft,,38,47
154,2,4:32.0,,J. Teague misses 2-pt layup from 2 ft,38,47
155,2,4:30.0,Defensive rebound by K. Love,,38,47
156,2,4:23.0,K. Irving misses 3-pt jump shot from 25 ft,,38,47
157,2,4:21.0,Offensive rebound by J. Smith,,38,47
158,2,4:19.0,J. Smith misses 2-pt layup from 1 ft,,38,47
159,2,4:17.0,,Defensive rebound by P. Millsap,38,47
160,2,4:13.0,,P. Millsap makes 2-pt layup from 1 ft,38,49
161,2,3:52.0,Personal foul by D. Carroll (drawn by L. James),,38,49
162,2,3:52.0,,K. Bazemore enters the game for D. Carroll,38,49
163,2,3:52.0,,A. Horford enters the game for P. Antić,38,49
164,2,3:37.0,Turnover by Team (shot clock),,38,49
165,2,3:16.0,,Shooting foul by J. Smith (drawn by D. Schröder),38,49
166,2,3:16.0,,D. Schröder makes free throw 1 of 2,38,50
167,2,3:16.0,I. Shumpert enters the game for J. Smith,,38,50
168,2,3:16.0,,D. Schröder makes free throw 2 of 2,38,51
169,2,3:03.0,Turnover by K. Irving (lost ball; steal by A. Horford),,38,51
170,2,2:49.0,,A. Horford misses 2-pt jump shot from 6 ft,38,51
171,2,2:47.0,Defensive rebound by T. Mozgov,,38,51
172,2,2:36.0,Turnover by L. James (bad pass),,38,51
173,2,2:36.0,Cleveland full timeout,,38,51
174,2,2:36.0,,K. Korver enters the game for D. Schröder,38,51
175,2,2:18.0,,P. Millsap misses 2-pt jump shot from 14 ft,38,51
176,2,2:16.0,,Offensive rebound by K. Bazemore,38,51
177,2,2:06.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Korver),38,53
178,2,1:50.0,K. Love misses 3-pt jump shot from 22 ft,,38,53
179,2,1:50.0,Offensive rebound by Team,,38,53
180,2,1:35.0,T. Mozgov makes 2-pt layup from 1 ft (assist by L. James),,40,53
181,2,1:35.0,,Violation by A. Horford (def goaltending),40,53
182,2,1:22.0,,Turnover by K. Bazemore (lost ball; steal by K. Irving),40,53
183,2,1:15.0,I. Shumpert makes 3-pt jump shot from 22 ft (assist by L. James),,43,53
184,2,0:58.0,,K. Bazemore misses 3-pt jump shot from 22 ft,43,53
185,2,0:56.0,Defensive rebound by Team,,43,53
186,2,0:56.0,Cleveland full timeout,,43,53
187,2,0:56.0,,D. Carroll enters the game for K. Bazemore,43,53
188,2,0:34.0,L. James misses 2-pt jump shot from 14 ft,,43,53
189,2,0:33.0,,Defensive rebound by P. Millsap,43,53
190,2,0:29.0,,K. Korver misses 3-pt jump shot from 25 ft,43,53
191,2,0:27.0,Defensive rebound by I. Shumpert,,43,53
192,2,0:06.0,Turnover by L. James (bad pass; steal by P. Millsap),,43,53
193,2,0:01.0,,Turnover by K. Korver (lost ball; steal by K. Irving),43,53
194,3,11:40.0,K. Irving misses 3-pt jump shot from 24 ft,,43,53
195,3,11:39.0,,Defensive rebound by K. Korver,43,53
196,3,11:21.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),43,55
197,3,11:07.0,Shooting foul by D. Carroll (drawn by T. Mozgov),,43,55
198,3,11:07.0,T. Mozgov makes free throw 1 of 2,,44,55
199,3,11:07.0,T. Mozgov makes free throw 2 of 2,,45,55
200,3,10:51.0,,Shooting foul by K. Love (drawn by J. Teague),45,55
201,3,10:51.0,,J. Teague makes free throw 1 of 2,45,56
202,3,10:51.0,,J. Teague makes free throw 2 of 2,45,57
203,3,10:37.0,J. Smith makes 2-pt jump shot from 21 ft,,47,57
204,3,10:23.0,,J. Teague makes 2-pt jump shot from 10 ft,47,59
205,3,10:04.0,Shooting foul by J. Teague (drawn by K. Irving),,47,59
206,3,10:04.0,K. Irving makes free throw 1 of 2,,48,59
207,3,10:04.0,K. Irving makes free throw 2 of 2,,49,59
208,3,9:47.0,,Turnover by K. Korver (step out of bounds),49,59
209,3,9:36.0,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),,52,59
210,3,9:22.0,,D. Carroll makes 2-pt layup from 2 ft (assist by K. Korver),52,61
211,3,9:07.0,K. Love misses 3-pt jump shot from 24 ft,,52,61
212,3,9:06.0,,Defensive rebound by D. Carroll,52,61
213,3,8:55.0,,D. Carroll makes 2-pt layup from 1 ft (assist by K. Korver),52,63
214,3,8:42.0,L. James makes 2-pt layup from 2 ft,,54,63
215,3,8:20.0,,A. Horford misses 2-pt jump shot from 11 ft,54,63
216,3,8:16.0,Defensive rebound by L. James,,54,63
217,3,8:07.0,Turnover by T. Mozgov (lost ball; steal by P. Millsap),,54,63
218,3,7:59.0,,A. Horford misses 2-pt jump shot from 7 ft,54,63
219,3,7:58.0,Defensive rebound by J. Smith,,54,63
220,3,7:55.0,L. James makes 2-pt dunk at rim (assist by J. Smith),,56,63
221,3,7:35.0,,J. Teague misses 2-pt layup at rim,56,63
222,3,7:34.0,Defensive rebound by L. James,,56,63
223,3,7:28.0,J. Smith misses 2-pt layup from 2 ft,,56,63
224,3,7:26.0,Offensive rebound by J. Smith,,56,63
225,3,7:25.0,J. Smith makes 3-pt jump shot from 22 ft,,59,63
226,3,7:25.0,,Atlanta full timeout,59,63
227,3,7:25.0,Loose ball foul by T. Mozgov (drawn by A. Horford),,59,63
228,3,7:06.0,,K. Korver misses 3-pt jump shot from 24 ft,59,63
229,3,7:05.0,Defensive rebound by T. Mozgov,,59,63
230,3,7:00.0,Shooting foul by J. Teague (drawn by K. Irving),,59,63
231,3,7:00.0,K. Irving makes free throw 1 of 2,,60,63
232,3,7:00.0,K. Irving makes free throw 2 of 2,,61,63
233,3,6:54.0,Violation by T. Mozgov (def goaltending),,61,63
234,3,6:54.0,,J. Teague makes 2-pt layup from 1 ft,61,65
235,3,6:46.0,Shooting foul by A. Horford (drawn by K. Irving),,61,65
236,3,6:46.0,K. Irving makes 2-pt layup at rim,,63,65
237,3,6:46.0,,K. Bazemore enters the game for D. Carroll,63,65
238,3,6:46.0,K. Irving makes free throw 1 of 1,,64,65
239,3,6:36.0,Violation by J. Smith (kicked ball),,64,65
240,3,6:22.0,,J. Teague misses 2-pt jump shot from 4 ft (block by L. James),64,65
241,3,6:20.0,Defensive rebound by J. Smith,,64,65
242,3,6:15.0,Personal foul by P. Millsap (drawn by T. Mozgov),,64,65
243,3,6:15.0,T. Mozgov makes free throw 1 of 2,,65,65
244,3,6:15.0,T. Mozgov makes free throw 2 of 2,,66,65
245,3,6:08.0,,Shooting foul by L. James (drawn by A. Horford),66,65
246,3,6:08.0,Technical foul by L. James,,66,65
247,3,6:08.0,,K. Korver makes technical free throw,66,66
248,3,6:08.0,,A. Horford makes free throw 1 of 2,66,67
249,3,6:08.0,,A. Horford makes free throw 2 of 2,66,68
250,3,5:53.0,K. Irving makes 2-pt jump shot from 15 ft (assist by J. Smith),,68,68
251,3,5:38.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Horford),68,71
252,3,5:22.0,K. Love misses 3-pt jump shot from 24 ft,,68,71
253,3,5:22.0,,Defensive rebound by Team,68,71
254,3,5:22.0,,D. Carroll enters the game for K. Korver,68,71
255,3,5:05.0,,Turnover by P. Millsap (lost ball),68,71
256,3,4:50.0,J. Smith misses 3-pt jump shot from 23 ft,,68,71
257,3,4:48.0,,Defensive rebound by K. Bazemore,68,71
258,3,4:34.0,,Shooting foul by T. Mozgov (drawn by P. Millsap),68,71
259,3,4:34.0,,P. Millsap misses free throw 1 of 2,68,71
260,3,4:34.0,,Offensive rebound by Team,68,71
261,3,4:34.0,T. Thompson enters the game for T. Mozgov,,68,71
262,3,4:34.0,,E. Brand enters the game for A. Horford,68,71
263,3,4:34.0,,P. Millsap misses free throw 2 of 2,68,71
264,3,4:33.0,Defensive rebound by K. Love,,68,71
265,3,4:11.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,71,71
266,3,4:01.0,,J. Teague makes 2-pt layup at rim,71,73
267,3,3:50.0,Shooting foul by J. Teague (drawn by K. Irving),,71,73
268,3,3:50.0,K. Irving makes free throw 1 of 2,,72,73
269,3,3:50.0,,D. Schröder enters the game for J. Teague,72,73
270,3,3:50.0,K. Irving misses free throw 2 of 2,,72,73
271,3,3:49.0,,Defensive rebound by D. Carroll,72,73
272,3,3:32.0,,P. Millsap misses 3-pt jump shot from 25 ft,72,73
273,3,3:30.0,Defensive rebound by T. Thompson,,72,73
274,3,3:24.0,K. Irving misses 3-pt jump shot from 24 ft,,72,73
275,3,3:23.0,Offensive rebound by Team,,72,73
276,3,3:23.0,,Loose ball foul by D. Schröder (drawn by K. Love),72,73
277,3,3:23.0,K. Love misses free throw 1 of 2,,72,73
278,3,3:23.0,Offensive rebound by Team,,72,73
279,3,3:23.0,M. Dellavedova enters the game for K. Irving,,72,73
280,3,3:23.0,K. Love makes free throw 2 of 2,,73,73
281,3,3:12.0,,Shooting foul by T. Thompson (drawn by P. Millsap),73,73
282,3,3:12.0,,P. Millsap makes free throw 1 of 2,73,74
283,3,3:12.0,,P. Millsap makes free throw 2 of 2,73,75
284,3,3:01.0,Personal foul by D. Schröder (drawn by M. Dellavedova),,73,75
285,3,3:01.0,M. Dellavedova makes free throw 1 of 2,,74,75
286,3,3:01.0,M. Dellavedova makes free throw 2 of 2,,75,75
287,3,2:37.0,,D. Schröder misses 2-pt layup at rim,75,75
288,3,2:36.0,Defensive rebound by K. Love,,75,75
289,3,2:22.0,Cleveland full timeout,,75,75
290,3,2:22.0,,K. Korver enters the game for D. Carroll,75,75
291,3,2:15.0,K. Love misses 3-pt jump shot from 24 ft,,75,75
292,3,2:13.0,Offensive rebound by T. Thompson,,75,75
293,3,2:13.0,Personal foul by K. Korver (drawn by T. Thompson),,75,75
294,3,2:13.0,T. Thompson makes free throw 1 of 2,,76,75
295,3,2:13.0,T. Thompson makes free throw 2 of 2,,77,75
296,3,1:54.0,,D. Schröder makes 2-pt layup at rim,77,77
297,3,1:35.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,77,77
298,3,1:33.0,Offensive rebound by M. Dellavedova,,77,77
299,3,1:16.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,77,77
300,3,1:15.0,Offensive rebound by M. Dellavedova,,77,77
301,3,1:10.0,,Offensive charge foul by K. Love (drawn by E. Brand),77,77
302,3,1:10.0,Turnover by K. Love (offensive foul),,77,77
303,3,1:10.0,J. Jones enters the game for K. Love,,77,77
304,3,1:10.0,,M. Scott enters the game for P. Millsap,77,77
305,3,0:59.0,,E. Brand makes 2-pt jump shot from 17 ft (assist by K. Korver),77,79
306,3,0:38.0,L. James makes 2-pt jump shot from 14 ft,,79,79
307,3,0:30.0,,D. Schröder makes 2-pt layup from 3 ft,79,81
308,3,0:12.0,L. James misses 3-pt jump shot from 25 ft,,79,81
309,3,0:10.0,,Defensive rebound by D. Schröder,79,81
310,3,0:03.0,,D. Schröder misses 2-pt jump shot from 3 ft (block by J. Jones),79,81
311,3,0:03.0,,Offensive rebound by Team,79,81
312,3,0:01.0,,D. Schröder misses 2-pt jump shot from 17 ft,79,81
313,3,0:00.0,Defensive rebound by T. Thompson,,79,81
314,4,11:47.0,,K. Korver misses 3-pt jump shot from 24 ft (block by J. Smith),79,81
315,4,11:45.0,,Offensive rebound by K. Korver,79,81
316,4,11:36.0,,K. Korver misses 3-pt jump shot from 25 ft,79,81
317,4,11:35.0,Defensive rebound by M. Dellavedova,,79,81
318,4,11:19.0,K. Irving misses 2-pt layup from 2 ft (block by E. Brand),,79,81
319,4,11:19.0,Offensive rebound by Team,,79,81
320,4,11:15.0,J. Jones misses 2-pt jump shot from 19 ft,,79,81
321,4,11:13.0,,Defensive rebound by M. Scott,79,81
322,4,11:06.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),79,84
323,4,10:48.0,K. Irving makes 2-pt jump shot from 4 ft,,81,84
324,4,10:37.0,,K. Korver misses 3-pt jump shot from 24 ft,81,84
325,4,10:35.0,,Offensive rebound by M. Scott,81,84
326,4,10:34.0,,M. Scott makes 2-pt layup at rim,81,86
327,4,10:18.0,Turnover by K. Irving (back court),,81,86
328,4,10:18.0,,A. Horford enters the game for E. Brand,81,86
329,4,10:03.0,,D. Schröder misses 2-pt layup from 2 ft,81,86
330,4,10:01.0,Defensive rebound by J. Smith,,81,86
331,4,9:50.0,J. Jones misses 3-pt jump shot from 22 ft,,81,86
332,4,9:49.0,,Defensive rebound by K. Bazemore,81,86
333,4,9:20.0,,M. Scott makes 2-pt hook shot from 8 ft (assist by D. Schröder),81,88
334,4,8:58.0,J. Smith misses 2-pt jump shot from 10 ft,,81,88
335,4,8:57.0,,Defensive rebound by A. Horford,81,88
