,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ATLANTA_ACTION,CLEVELAND_SCORE,ATLANTA_SCORE
336,4,8:47.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Schröder),81,91
337,4,8:46.0,Cleveland full timeout,,81,91
338,4,8:46.0,I. Shumpert enters the game for J. Jones,,81,91
339,4,8:46.0,K. Love enters the game for M. Dellavedova,,81,91
340,4,8:46.0,L. James enters the game for J. Smith,,81,91
341,4,8:34.0,,Violation by D. Schröder (kicked ball),81,91
342,4,8:29.0,Shooting foul by K. Bazemore (drawn by L. James),,81,91
343,4,8:29.0,L. James makes free throw 1 of 2,,82,91
344,4,8:29.0,L. James makes free throw 2 of 2,,83,91
345,4,8:08.0,,A. Horford makes 2-pt jump shot from 9 ft (assist by D. Schröder),83,93
346,4,7:42.0,K. Irving misses 3-pt jump shot from 24 ft,,83,93
347,4,7:41.0,Offensive rebound by T. Thompson,,83,93
348,4,7:35.0,Turnover by K. Irving (bad pass; steal by K. Bazemore),,83,93
349,4,7:29.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by K. Bazemore),83,96
350,4,7:09.0,Shooting foul by M. Scott (drawn by T. Thompson),,83,96
351,4,7:09.0,T. Thompson misses free throw 1 of 2,,83,96
352,4,7:09.0,Offensive rebound by Team,,83,96
353,4,7:09.0,,D. Carroll enters the game for K. Bazemore,83,96
354,4,7:09.0,,J. Teague enters the game for D. Schröder,83,96
355,4,7:09.0,T. Thompson misses free throw 2 of 2,,83,96
356,4,7:07.0,,Defensive rebound by A. Horford,83,96
357,4,6:50.0,,M. Scott makes 2-pt jump shot from 21 ft (assist by A. Horford),83,98
358,4,6:34.0,I. Shumpert misses 3-pt jump shot from 23 ft,,83,98
359,4,6:33.0,,Defensive rebound by M. Scott,83,98
360,4,6:27.0,,D. Carroll misses 3-pt jump shot from 24 ft,83,98
361,4,6:24.0,Defensive rebound by T. Thompson,,83,98
362,4,6:16.0,I. Shumpert makes 3-pt jump shot from 22 ft (assist by K. Love),,86,98
363,4,6:02.0,,Turnover by J. Teague (bad pass; steal by K. Love),86,98
364,4,5:59.0,Shooting foul by J. Teague (drawn by L. James),,86,98
365,4,5:59.0,Official timeout,,86,98
366,4,5:59.0,J. Smith enters the game for T. Thompson,,86,98
367,4,5:59.0,,P. Millsap enters the game for A. Horford,86,98
368,4,5:59.0,,D. Schröder enters the game for K. Korver,86,98
369,4,5:59.0,L. James makes free throw 1 of 2,,87,98
370,4,5:59.0,L. James makes free throw 2 of 2,,88,98
371,4,5:37.0,,P. Millsap misses 2-pt jump shot from 11 ft (block by K. Love),88,98
372,4,5:34.0,,Offensive rebound by P. Millsap,88,98
373,4,5:34.0,,P. Millsap misses 2-pt jump shot from 10 ft,88,98
374,4,5:34.0,,Offensive rebound by Team,88,98
375,4,5:34.0,,Turnover by Team (shot clock),88,98
376,4,5:20.0,L. James misses 3-pt jump shot from 24 ft,,88,98
377,4,5:18.0,Offensive rebound by I. Shumpert,,88,98
378,4,5:06.0,Turnover by L. James (lost ball; steal by P. Millsap),,88,98
379,4,5:00.0,,M. Scott makes 2-pt dunk at rim (assist by P. Millsap),88,100
380,4,4:38.0,K. Love misses 2-pt layup from 1 ft,,88,100
381,4,4:37.0,,Defensive rebound by D. Carroll,88,100
382,4,4:19.0,,M. Scott misses 2-pt jump shot from 19 ft,88,100
383,4,4:18.0,,Offensive rebound by P. Millsap,88,100
384,4,4:17.0,,P. Millsap makes 2-pt layup at rim,88,102
385,4,4:00.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,91,102
386,4,3:36.0,,M. Scott makes 2-pt jump shot from 5 ft (assist by P. Millsap),91,104
387,4,3:18.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Irving),,94,104
388,4,3:16.0,,Atlanta full timeout,94,104
389,4,3:16.0,,K. Korver enters the game for D. Schröder,94,104
390,4,3:16.0,,A. Horford enters the game for M. Scott,94,104
391,4,2:55.0,,P. Millsap misses 2-pt jump shot from 12 ft,94,104
392,4,2:54.0,Defensive rebound by L. James,,94,104
393,4,2:41.0,Shooting foul by P. Millsap (drawn by J. Smith),,94,104
394,4,2:41.0,J. Smith misses free throw 1 of 2,,94,104
