,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BOSTON_ACTION,LA LAKERS_SCORE,BOSTON_SCORE
63,1,4:18.0,,R. Rondo makes 2-pt layup from 1 ft,9,25
64,1,4:03.0,Turnover by K. Bryant (bad pass),,9,25
65,1,4:03.0,R. Price enters the game for J. Lin,,9,25
66,1,4:03.0,R. Sacre enters the game for J. Hill,,9,25
67,1,3:53.0,,R. Rondo misses 2-pt jump shot from 18 ft,9,25
68,1,3:52.0,Defensive rebound by E. Davis,,9,25
69,1,3:44.0,K. Bryant makes 2-pt jump shot from 15 ft,,11,25
70,1,3:27.0,,J. Green misses 2-pt jump shot from 19 ft,11,25
71,1,3:26.0,,Offensive rebound by Team,11,25
72,1,3:26.0,,P. Pressey enters the game for R. Rondo,11,25
73,1,3:26.0,,Boston full timeout,11,25
74,1,3:19.0,,J. Green makes 2-pt layup from 1 ft (assist by P. Pressey),11,27
75,1,3:01.0,N. Young makes 2-pt jump shot from 13 ft,,13,27
76,1,2:43.0,,Turnover by J. Green (lost ball),13,27
77,1,2:43.0,,B. Bass enters the game for T. Zeller,13,27
78,1,2:29.0,K. Bryant makes 3-pt jump shot from 24 ft (assist by R. Price),,16,27
79,1,2:11.0,,Turnover by B. Bass (bad pass),16,27
80,1,2:00.0,N. Young makes 2-pt jump shot from 13 ft (assist by R. Sacre),,18,27
81,1,1:38.0,,B. Bass misses 2-pt jump shot from 18 ft,18,27
82,1,1:37.0,Defensive rebound by N. Young,,18,27
83,1,1:34.0,N. Young misses 2-pt jump shot from 3 ft (block by K. Olynyk),,18,27
84,1,1:34.0,Offensive rebound by Team,,18,27
85,1,1:34.0,,M. Thornton enters the game for J. Green,18,27
86,1,1:34.0,W. Ellington enters the game for K. Bryant,,18,27
87,1,1:29.0,R. Sacre misses 2-pt jump shot from 17 ft,,18,27
88,1,1:28.0,,Defensive rebound by M. Thornton,18,27
89,1,1:12.0,,E. Turner misses 2-pt jump shot from 3 ft (block by E. Davis),18,27
90,1,1:11.0,Defensive rebound by W. Ellington,,18,27
91,1,1:03.0,W. Ellington makes 2-pt jump shot from 22 ft,,20,27
92,1,0:43.0,,K. Olynyk makes 3-pt jump shot from 22 ft (assist by P. Pressey),20,30
93,1,0:27.0,R. Sacre misses 2-pt jump shot from 18 ft,,20,30
94,1,0:26.0,Offensive rebound by R. Price,,20,30
95,1,0:23.0,R. Price misses 2-pt jump shot from 14 ft,,20,30
96,1,0:21.0,,Defensive rebound by M. Thornton,20,30
97,1,0:02.0,,B. Bass misses 2-pt jump shot from 13 ft,20,30
98,1,0:01.0,Defensive rebound by Team,,20,30
99,1,0:00.0,R. Price misses 3-pt jump shot from 44 ft,,20,30
100,1,0:00.0,Offensive rebound by Team,,20,30
101,2,11:47.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by A. Bradley),20,33
102,2,11:31.0,Personal foul by P. Pressey (drawn by R. Price),,20,33
103,2,11:19.0,W. Ellington misses 2-pt jump shot from 23 ft,,20,33
104,2,11:18.0,,Defensive rebound by J. Sullinger,20,33
105,2,11:03.0,,M. Thornton misses 2-pt jump shot from 18 ft,20,33
106,2,11:02.0,Defensive rebound by E. Davis,,20,33
107,2,10:45.0,R. Price makes 2-pt layup from 1 ft,,22,33
108,2,10:32.0,,A. Bradley misses 2-pt jump shot from 18 ft,22,33
109,2,10:31.0,Defensive rebound by W. Ellington,,22,33
110,2,10:20.0,E. Davis makes 2-pt dunk at rim (assist by R. Price),,24,33
111,2,10:03.0,,P. Pressey misses 3-pt jump shot from 25 ft,24,33
112,2,10:02.0,Defensive rebound by N. Young,,24,33
113,2,9:47.0,E. Davis makes 2-pt hook shot from 6 ft,,26,33
114,2,9:28.0,,Personal block foul by E. Davis (drawn by M. Thornton),26,33
115,2,9:12.0,,J. Sullinger misses 2-pt jump shot from 21 ft,26,33
116,2,9:11.0,Defensive rebound by W. Ellington,,26,33
117,2,9:06.0,W. Ellington makes 2-pt layup from 1 ft (assist by N. Young),,28,33
118,2,9:02.0,,Boston full timeout,28,33
119,2,9:02.0,,T. Zeller enters the game for B. Bass,28,33
120,2,8:44.0,,Turnover by T. Zeller (bad pass),28,33
121,2,8:26.0,E. Davis misses 2-pt dunk at rim,,28,33
122,2,8:25.0,,Defensive rebound by P. Pressey,28,33
123,2,8:21.0,,Shooting foul by W. Ellington (drawn by J. Sullinger),28,33
124,2,8:21.0,,J. Sullinger makes free throw 1 of 2,28,34
125,2,8:21.0,C. Boozer enters the game for E. Davis,,28,34
126,2,8:21.0,,J. Sullinger misses free throw 2 of 2,28,34
127,2,8:20.0,Defensive rebound by R. Sacre,,28,34
128,2,8:00.0,R. Price misses 2-pt jump shot from 21 ft,,28,34
129,2,7:59.0,,Defensive rebound by T. Zeller,28,34
130,2,7:56.0,,Turnover by P. Pressey (bad pass),28,34
131,2,7:42.0,N. Young makes 3-pt jump shot from 24 ft,,31,34
132,2,7:28.0,,M. Thornton misses 2-pt jump shot from 4 ft (block by R. Sacre),31,34
133,2,7:26.0,,Offensive rebound by M. Thornton,31,34
134,2,7:24.0,,M. Thornton makes 2-pt jump shot from 7 ft,31,36
135,2,7:11.0,N. Young misses 2-pt jump shot from 11 ft,,31,36
136,2,7:09.0,,Defensive rebound by M. Thornton,31,36
137,2,7:00.0,,M. Thornton misses 2-pt jump shot from 22 ft,31,36
138,2,6:59.0,,Offensive rebound by J. Sullinger,31,36
139,2,6:53.0,,J. Sullinger makes 2-pt jump shot from 3 ft (assist by M. Thornton),31,38
140,2,6:30.0,R. Sacre misses 2-pt hook shot from 3 ft,,31,38
141,2,6:29.0,,Defensive rebound by J. Sullinger,31,38
142,2,6:21.0,,J. Sullinger misses 3-pt jump shot from 24 ft,31,38
143,2,6:19.0,Defensive rebound by N. Young,,31,38
144,2,6:09.0,N. Young misses 2-pt jump shot from 14 ft,,31,38
145,2,6:08.0,,Defensive rebound by J. Sullinger,31,38
146,2,6:04.0,,Shooting block foul by R. Price (drawn by P. Pressey),31,38
147,2,6:04.0,,P. Pressey misses free throw 1 of 2,31,38
148,2,6:04.0,,Offensive rebound by Team,31,38
149,2,6:04.0,J. Hill enters the game for N. Young,,31,38
150,2,6:04.0,W. Johnson enters the game for R. Price,,31,38
151,2,6:04.0,K. Bryant enters the game for R. Sacre,,31,38
152,2,6:04.0,,E. Turner enters the game for J. Sullinger,31,38
153,2,6:04.0,,K. Olynyk enters the game for M. Thornton,31,38
154,2,6:04.0,,P. Pressey misses free throw 2 of 2,31,38
155,2,6:03.0,Defensive rebound by K. Bryant,,31,38
156,2,5:49.0,Shooting foul by A. Bradley (drawn by K. Bryant),,31,38
157,2,5:49.0,Official timeout,,31,38
158,2,5:49.0,,R. Rondo enters the game for P. Pressey,31,38
159,2,5:49.0,K. Bryant makes free throw 1 of 2,,32,38
160,2,5:49.0,K. Bryant makes free throw 2 of 2,,33,38
161,2,5:39.0,,Turnover by R. Rondo (traveling),33,38
162,2,5:29.0,K. Bryant makes 2-pt jump shot from 22 ft (assist by W. Ellington),,35,38
163,2,5:16.0,,T. Zeller makes 2-pt jump shot from 3 ft (assist by R. Rondo),35,40
164,2,4:56.0,K. Bryant misses 2-pt jump shot from 12 ft,,35,40
165,2,4:55.0,,Defensive rebound by T. Zeller,35,40
166,2,4:50.0,,E. Turner makes 2-pt layup from 1 ft (assist by R. Rondo),35,42
167,2,4:30.0,C. Boozer makes 2-pt jump shot from 11 ft,,37,42
168,2,4:24.0,,R. Rondo misses 2-pt jump shot from 17 ft,37,42
169,2,4:23.0,Defensive rebound by C. Boozer,,37,42
170,2,4:13.0,C. Boozer misses 2-pt layup from 2 ft,,37,42
171,2,4:12.0,Offensive rebound by J. Hill,,37,42
172,2,4:12.0,J. Hill makes 2-pt tip-in at rim,,39,42
173,2,4:05.0,,K. Olynyk makes 2-pt layup from 1 ft,39,44
174,2,3:50.0,Turnover by K. Bryant (bad pass; steal by E. Turner),,39,44
175,2,3:45.0,,A. Bradley misses 2-pt layup at rim,39,44
176,2,3:44.0,Defensive rebound by W. Ellington,,39,44
177,2,3:31.0,C. Boozer misses 2-pt layup from 1 ft,,39,44
178,2,3:30.0,,Defensive rebound by T. Zeller,39,44
179,2,3:24.0,,A. Bradley misses 3-pt jump shot from 24 ft,39,44
180,2,3:23.0,,Offensive rebound by A. Bradley,39,44
181,2,3:19.0,,K. Olynyk misses 3-pt jump shot from 25 ft,39,44
182,2,3:18.0,,Offensive rebound by T. Zeller,39,44
183,2,3:17.0,,T. Zeller makes 2-pt layup at rim,39,46
184,2,2:56.0,Turnover by J. Hill (lost ball; steal by R. Rondo),,39,46
185,2,2:50.0,,T. Zeller makes 2-pt layup from 1 ft (assist by R. Rondo),39,48
186,2,2:46.0,LA Lakers full timeout,,39,48
187,2,2:46.0,,J. Green enters the game for A. Bradley,39,48
188,2,2:46.0,J. Lin enters the game for W. Ellington,,39,48
189,2,2:32.0,W. Johnson misses 3-pt jump shot from 24 ft,,39,48
190,2,2:29.0,,Defensive rebound by T. Zeller,39,48
191,2,2:22.0,,K. Olynyk misses 2-pt layup from 1 ft (block by W. Johnson),39,48
192,2,2:20.0,,Offensive rebound by E. Turner,39,48
193,2,2:14.0,,E. Turner makes 3-pt jump shot from 24 ft,39,51
194,2,2:04.0,Shooting block foul by T. Zeller (drawn by J. Lin),,39,51
195,2,2:04.0,J. Lin makes free throw 1 of 2,,40,51
196,2,2:04.0,J. Lin makes free throw 2 of 2,,41,51
197,2,1:51.0,,T. Zeller misses 2-pt jump shot from 3 ft,41,51
198,2,1:51.0,,Offensive rebound by Team,41,51
199,2,1:47.0,,K. Olynyk misses 2-pt jump shot from 14 ft,41,51
200,2,1:46.0,,Offensive rebound by R. Rondo,41,51
201,2,1:43.0,,K. Olynyk misses 3-pt jump shot from 25 ft,41,51
202,2,1:41.0,,Offensive rebound by Team,41,51
203,2,1:31.0,,R. Rondo misses 3-pt jump shot from 26 ft,41,51
204,2,1:30.0,Defensive rebound by C. Boozer,,41,51
205,2,1:23.0,J. Lin makes 2-pt jump shot from 4 ft,,43,51
206,2,1:23.0,Shooting foul by T. Zeller (drawn by J. Lin),,43,51
207,2,1:23.0,,J. Sullinger enters the game for T. Zeller,43,51
208,2,1:23.0,J. Lin makes free throw 1 of 1,,44,51
209,2,1:04.0,,Offensive foul by K. Olynyk (drawn by J. Lin),44,51
210,2,1:04.0,,Turnover by K. Olynyk (offensive foul),44,51
211,2,0:54.0,J. Lin misses 2-pt jump shot from 10 ft,,44,51
212,2,0:52.0,,Defensive rebound by K. Olynyk,44,51
213,2,0:44.0,,R. Rondo makes 2-pt jump shot from 16 ft (assist by E. Turner),44,53
214,2,0:31.0,K. Bryant misses 3-pt jump shot from 24 ft,,44,53
215,2,0:30.0,Offensive rebound by J. Hill,,44,53
216,2,0:29.0,J. Hill makes 2-pt layup at rim,,46,53
217,2,0:05.0,,Turnover by Team (shot clock),46,53
218,2,0:00.0,J. Lin makes 2-pt layup from 2 ft,,48,53
219,3,11:50.0,,J. Green makes 2-pt jump shot from 3 ft (assist by J. Sullinger),48,55
220,3,11:50.0,,Shooting foul by W. Johnson (drawn by J. Green),48,55
221,3,11:50.0,,J. Green makes free throw 1 of 1,48,56
222,3,11:38.0,W. Johnson misses 2-pt jump shot from 18 ft,,48,56
223,3,11:36.0,,Defensive rebound by J. Sullinger,48,56
224,3,11:29.0,,Offensive foul by J. Green (drawn by K. Bryant),48,56
225,3,11:29.0,,Turnover by J. Green (offensive foul),48,56
226,3,11:16.0,J. Hill makes 2-pt layup from 2 ft (assist by J. Lin),,50,56
227,3,11:04.0,,J. Green makes 3-pt jump shot from 24 ft (assist by T. Zeller),50,59
228,3,10:52.0,J. Lin misses 2-pt jump shot from 17 ft,,50,59
229,3,10:50.0,,Defensive rebound by R. Rondo,50,59
230,3,10:46.0,,Shooting foul by J. Lin (drawn by T. Zeller),50,59
231,3,10:46.0,,T. Zeller makes free throw 1 of 2,50,60
232,3,10:46.0,,T. Zeller makes free throw 2 of 2,50,61
233,3,10:33.0,Def 3 sec tech foul by T. Zeller,,50,61
234,3,10:33.0,K. Bryant makes technical free throw,,51,61
235,3,10:21.0,K. Bryant misses 2-pt jump shot from 17 ft,,51,61
236,3,10:20.0,,Defensive rebound by T. Zeller,51,61
237,3,10:11.0,,Turnover by J. Sullinger (step out of bounds),51,61
238,3,10:00.0,C. Boozer misses 2-pt jump shot from 17 ft,,51,61
239,3,9:59.0,,Defensive rebound by J. Green,51,61
240,3,9:50.0,,J. Sullinger misses 2-pt hook shot from 4 ft,51,61
241,3,9:49.0,Defensive rebound by J. Hill,,51,61
242,3,9:38.0,W. Johnson misses 3-pt jump shot from 22 ft,,51,61
243,3,9:36.0,,Defensive rebound by R. Rondo,51,61
244,3,9:31.0,,J. Green makes 2-pt layup at rim (assist by R. Rondo),51,63
245,3,9:15.0,Turnover by W. Johnson (bad pass; steal by J. Sullinger),,51,63
246,3,8:57.0,,R. Rondo misses 2-pt jump shot from 15 ft,51,63
247,3,8:56.0,Defensive rebound by C. Boozer,,51,63
248,3,8:44.0,K. Bryant makes 2-pt jump shot from 17 ft,,53,63
249,3,8:30.0,,A. Bradley misses 2-pt jump shot from 17 ft,53,63
250,3,8:29.0,Defensive rebound by C. Boozer,,53,63
251,3,8:21.0,J. Lin makes 2-pt layup from 2 ft (assist by K. Bryant),,55,63
252,3,8:05.0,,R. Rondo misses 2-pt jump shot from 12 ft,55,63
253,3,8:03.0,Defensive rebound by C. Boozer,,55,63
254,3,7:59.0,J. Lin makes 2-pt layup from 2 ft,,57,63
255,3,7:59.0,,Boston full timeout,57,63
256,3,7:38.0,,R. Rondo misses 2-pt jump shot from 17 ft,57,63
257,3,7:36.0,,Offensive rebound by Team,57,63
258,3,7:33.0,,J. Sullinger makes 2-pt jump shot from 15 ft (assist by R. Rondo),57,65
259,3,7:10.0,K. Bryant misses 2-pt jump shot from 14 ft,,57,65
260,3,7:09.0,,Defensive rebound by J. Sullinger,57,65
261,3,6:50.0,,T. Zeller makes 2-pt jump shot from 14 ft (assist by R. Rondo),57,67
262,3,6:37.0,J. Lin makes 3-pt jump shot from 25 ft,,60,67
263,3,6:22.0,,A. Bradley misses 2-pt jump shot from 19 ft,60,67
264,3,6:21.0,Defensive rebound by K. Bryant,,60,67
265,3,6:11.0,K. Bryant misses 2-pt jump shot from 4 ft,,60,67
266,3,6:10.0,,Defensive rebound by J. Sullinger,60,67
267,3,6:02.0,,J. Sullinger makes 3-pt jump shot from 24 ft (assist by R. Rondo),60,70
268,3,5:50.0,,Offensive charge foul by C. Boozer (drawn by J. Sullinger),60,70
269,3,5:50.0,Turnover by C. Boozer (offensive foul),,60,70
270,3,5:50.0,,E. Turner enters the game for J. Green,60,70
271,3,5:50.0,E. Davis enters the game for C. Boozer,,60,70
272,3,5:37.0,,J. Sullinger misses 2-pt jump shot from 4 ft,60,70
273,3,5:36.0,,Offensive rebound by J. Sullinger,60,70
274,3,5:35.0,,Shooting foul by J. Hill (drawn by J. Sullinger),60,70
275,3,5:35.0,,J. Sullinger makes free throw 1 of 2,60,71
276,3,5:35.0,,J. Sullinger makes free throw 2 of 2,60,72
277,3,5:28.0,Turnover by J. Lin (discontinued dribble),,60,72
278,3,5:10.0,,Shooting foul by J. Lin (drawn by J. Sullinger),60,72
279,3,5:10.0,,J. Sullinger misses free throw 1 of 2,60,72
280,3,5:10.0,,Offensive rebound by Team,60,72
281,3,5:10.0,,J. Sullinger misses free throw 2 of 2,60,72
282,3,5:10.0,Defensive rebound by K. Bryant,,60,72
283,3,4:52.0,Turnover by J. Hill (bad pass; steal by E. Turner),,60,72
284,3,4:47.0,,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),60,74
285,3,4:29.0,W. Johnson misses 3-pt jump shot from 22 ft,,60,74
286,3,4:28.0,,Defensive rebound by R. Rondo,60,74
287,3,4:18.0,,A. Bradley misses 3-pt jump shot from 24 ft,60,74
288,3,4:17.0,,Offensive rebound by J. Sullinger,60,74
289,3,4:16.0,Violation by E. Davis (def goaltending),,60,74
290,3,4:16.0,,J. Sullinger makes 2-pt layup at rim,60,76
291,3,4:16.0,LA Lakers full timeout,,60,76
292,3,4:16.0,,B. Bass enters the game for J. Sullinger,60,76
293,3,4:16.0,,K. Olynyk enters the game for T. Zeller,60,76
294,3,4:16.0,R. Sacre enters the game for J. Hill,,60,76
295,3,4:16.0,N. Young enters the game for W. Johnson,,60,76
296,3,4:00.0,K. Bryant makes 2-pt layup at rim,,62,76
297,3,3:44.0,,R. Rondo misses 2-pt jump shot from 7 ft,62,76
298,3,3:43.0,Defensive rebound by E. Davis,,62,76
299,3,3:35.0,K. Bryant misses 3-pt jump shot from 25 ft,,62,76
300,3,3:33.0,,Defensive rebound by Team,62,76
301,3,3:25.0,,A. Bradley misses 3-pt jump shot from 24 ft,62,76
302,3,3:24.0,Defensive rebound by Team,,62,76
303,3,3:24.0,,Loose ball foul by K. Olynyk (drawn by R. Sacre),62,76
304,3,3:24.0,R. Price enters the game for J. Lin,,62,76
305,3,3:12.0,K. Bryant makes 2-pt jump shot from 8 ft,,64,76
306,3,2:47.0,,B. Bass makes 2-pt jump shot from 5 ft,64,78
307,3,2:29.0,K. Bryant makes 2-pt layup from 2 ft,,66,78
308,3,2:20.0,,A. Bradley makes 3-pt jump shot from 22 ft (assist by R. Rondo),66,81
309,3,2:02.0,R. Sacre misses 2-pt hook shot from 8 ft,,66,81
310,3,2:02.0,,Defensive rebound by B. Bass,66,81
311,3,1:53.0,,A. Bradley misses 2-pt jump shot from 3 ft,66,81
312,3,1:49.0,,Offensive rebound by R. Rondo,66,81
313,3,1:43.0,,R. Rondo misses 2-pt jump shot from 18 ft,66,81
314,3,1:42.0,Defensive rebound by E. Davis,,66,81
315,3,1:33.0,N. Young misses 2-pt jump shot from 7 ft,,66,81
316,3,1:32.0,,Defensive rebound by R. Rondo,66,81
317,3,1:27.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by R. Rondo),66,83
318,3,1:10.0,Personal block foul by E. Turner (drawn by K. Bryant),,66,83
319,3,1:10.0,,P. Pressey enters the game for R. Rondo,66,83
320,3,1:10.0,,J. Green enters the game for A. Bradley,66,83
321,3,1:10.0,W. Ellington enters the game for K. Bryant,,66,83
322,3,1:00.0,W. Ellington makes 2-pt jump shot from 13 ft (assist by R. Price),,68,83
323,3,0:50.0,,J. Green makes 2-pt hook shot from 7 ft,68,85
324,3,0:35.0,N. Young misses 3-pt jump shot from 24 ft,,68,85
325,3,0:33.0,Offensive rebound by E. Davis,,68,85
326,3,0:33.0,Personal foul by K. Olynyk (drawn by E. Davis),,68,85
327,3,0:33.0,E. Davis misses free throw 1 of 2,,68,85
328,3,0:33.0,Offensive rebound by Team,,68,85
329,3,0:33.0,E. Davis misses free throw 2 of 2,,68,85
330,3,0:33.0,,Defensive rebound by K. Olynyk,68,85
331,3,0:20.0,,Shooting foul by R. Sacre (drawn by J. Green),68,85
332,3,0:20.0,,J. Green misses free throw 1 of 2,68,85
333,3,0:20.0,,Offensive rebound by Team,68,85
334,3,0:20.0,,J. Green makes free throw 2 of 2,68,86
335,3,0:04.0,Shooting foul by J. Green (drawn by N. Young),,68,86
336,3,0:04.0,N. Young makes free throw 1 of 3,,69,86
337,3,0:04.0,N. Young makes free throw 2 of 3,,70,86
338,3,0:04.0,,J. Sullinger enters the game for P. Pressey,70,86
339,3,0:04.0,,G. Wallace enters the game for B. Bass,70,86
340,3,0:04.0,N. Young misses free throw 3 of 3,,70,86
341,3,0:04.0,,Defensive rebound by K. Olynyk,70,86
342,3,0:00.0,,G. Wallace misses 3-pt jump shot from 54 ft,70,86
343,3,0:00.0,,Offensive rebound by Team,70,86
344,4,11:50.0,Personal foul by J. Green (drawn by N. Young),,70,86
345,4,11:46.0,Shooting foul by B. Bass (drawn by N. Young),,70,86
346,4,11:46.0,N. Young makes free throw 1 of 2,,71,86
347,4,11:46.0,N. Young makes free throw 2 of 2,,72,86
348,4,11:30.0,,Turnover by J. Green (traveling),72,86
349,4,11:16.0,W. Ellington misses 2-pt jump shot from 19 ft,,72,86
350,4,11:15.0,,Defensive rebound by J. Green,72,86
351,4,11:13.0,,Turnover by J. Green (bad pass),72,86
352,4,10:52.0,N. Young makes 2-pt layup from 2 ft,,74,86
353,4,10:46.0,,Turnover by P. Pressey (bad pass),74,86
354,4,10:30.0,R. Sacre misses 2-pt jump shot from 10 ft,,74,86
355,4,10:30.0,,Defensive rebound by Team,74,86
356,4,10:30.0,Loose ball foul by E. Davis (drawn by K. Olynyk),,74,86
357,4,10:21.0,,Shooting foul by R. Sacre (drawn by K. Olynyk),74,86
358,4,10:21.0,,K. Olynyk makes free throw 1 of 2,74,87
359,4,10:21.0,,K. Olynyk misses free throw 2 of 2,74,87
360,4,10:20.0,Defensive rebound by R. Sacre,,74,87
361,4,10:09.0,W. Ellington makes 2-pt jump shot from 18 ft,,76,87
362,4,9:51.0,,P. Pressey misses 2-pt jump shot from 20 ft,76,87
363,4,9:49.0,Defensive rebound by E. Davis,,76,87
364,4,9:36.0,N. Young misses 3-pt jump shot from 24 ft,,76,87
365,4,9:35.0,,Defensive rebound by K. Olynyk,76,87
366,4,9:29.0,,B. Bass makes 2-pt layup from 1 ft (assist by K. Olynyk),76,89
367,4,9:29.0,,Shooting foul by R. Sacre (drawn by B. Bass),76,89
368,4,9:29.0,,B. Bass makes free throw 1 of 1,76,90
369,4,9:18.0,R. Price makes 2-pt jump shot from 9 ft,,78,90
370,4,9:10.0,,Turnover by J. Green (traveling),78,90
371,4,8:52.0,R. Price misses 2-pt jump shot from 18 ft,,78,90
372,4,8:51.0,,Defensive rebound by E. Turner,78,90
373,4,8:44.0,,E. Turner makes 2-pt jump shot from 4 ft,78,92
374,4,8:40.0,Official timeout,,78,92
375,4,8:40.0,,J. Sullinger enters the game for K. Olynyk,78,92
376,4,8:40.0,,A. Bradley enters the game for J. Green,78,92
377,4,8:24.0,R. Sacre makes 2-pt jump shot from 12 ft (assist by W. Ellington),,80,92
378,4,8:08.0,,A. Bradley misses 2-pt layup from 1 ft,80,92
379,4,8:06.0,,Offensive rebound by A. Bradley,80,92
380,4,7:53.0,,E. Turner misses 2-pt layup from 1 ft,80,92
381,4,7:52.0,Defensive rebound by W. Ellington,,80,92
382,4,7:49.0,N. Young makes 2-pt layup at rim (assist by W. Ellington),,82,92
383,4,7:49.0,Shooting foul by B. Bass (drawn by N. Young),,82,92
384,4,7:49.0,,R. Rondo enters the game for P. Pressey,82,92
385,4,7:49.0,,T. Zeller enters the game for B. Bass,82,92
386,4,7:49.0,N. Young makes free throw 1 of 1,,83,92
387,4,7:39.0,,Personal foul by N. Young (drawn by A. Bradley),83,92
388,4,7:26.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by E. Turner),83,94
389,4,7:08.0,R. Sacre misses 2-pt hook shot from 5 ft,,83,94
390,4,7:08.0,,Defensive rebound by T. Zeller,83,94
391,4,6:55.0,,A. Bradley misses 2-pt jump shot from 17 ft,83,94
392,4,6:55.0,,Offensive rebound by Team,83,94
