,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
388,4,1:34.0,,T. Young misses 2-pt jump shot from 7 ft (block by B. Bass),94,103
389,4,1:32.0,Defensive rebound by M. Smart,,94,103
390,4,1:26.0,J. Sullinger misses 3-pt jump shot from 25 ft,,94,103
391,4,1:23.0,,Defensive rebound by G. Dieng,94,103
392,4,1:19.0,,Personal take foul by M. Smart (drawn by K. Martin),94,103
393,4,1:19.0,,K. Martin makes free throw 1 of 2,94,104
394,4,1:19.0,,K. Martin makes free throw 2 of 2,94,105
395,4,1:19.0,Boston full timeout,,94,105
396,4,1:19.0,J. Young enters the game for B. Bass,,94,105
397,4,1:19.0,M. Thornton enters the game for E. Turner,,94,105
398,4,1:11.0,B. Bass enters the game for J. Young,,94,105
399,4,1:11.0,J. Young enters the game for M. Thornton,,94,105
400,4,1:07.0,Turnover by M. Smart (bad pass; steal by T. Young),,94,105
401,4,0:55.0,,Personal foul by J. Sullinger (drawn by L. Brown),94,105
402,4,0:55.0,,L. Brown makes free throw 1 of 2,94,106
403,4,0:55.0,,L. Brown misses free throw 2 of 2,94,106
404,4,0:55.0,Defensive rebound by M. Smart,,94,106
405,4,0:45.0,J. Sullinger makes 2-pt layup from 1 ft,,96,106
406,4,0:45.0,,Personal foul by J. Young (drawn by L. Brown),96,106
407,4,0:45.0,,L. Brown makes free throw 1 of 2,96,107
408,4,0:45.0,,L. Brown makes free throw 2 of 2,96,108
409,4,0:32.0,B. Bass makes 2-pt layup from 1 ft,,98,108
410,4,0:24.0,,Personal take foul by J. Sullinger (drawn by T. Young),98,108
411,4,0:24.0,,T. Young makes free throw 1 of 2,98,109
412,4,0:24.0,,T. Young makes free throw 2 of 2,98,110
413,4,0:14.0,J. Young misses 3-pt jump shot from 23 ft,,98,110
414,4,0:13.0,,Defensive rebound by G. Dieng,98,110
