,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHARLOTTE_ACTION,GOLDEN STATE_SCORE,CHARLOTTE_SCORE
76,1,3:15.0,,L. Stephenson makes 2-pt jump shot from 8 ft,18,12
77,1,3:09.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,20,12
78,1,2:52.0,,C. Zeller makes 2-pt dunk at rim (assist by L. Stephenson),20,14
79,1,2:44.0,Golden State full timeout,,20,14
80,1,2:44.0,,B. Roberts enters the game for C. Zeller,20,14
81,1,2:44.0,,J. Maxiell enters the game for K. Walker,20,14
82,1,2:37.0,S. Curry misses 3-pt jump shot from 25 ft,,20,14
83,1,2:35.0,,Defensive rebound by B. Biyombo,20,14
84,1,2:23.0,,B. Biyombo makes 2-pt dunk at rim (assist by L. Stephenson),20,16
85,1,2:06.0,M. Speights misses 2-pt jump shot from 4 ft (block by B. Biyombo),,20,16
86,1,2:06.0,Offensive rebound by Team,,20,16
87,1,2:04.0,D. Green misses 3-pt jump shot from 25 ft,,20,16
88,1,2:02.0,,Defensive rebound by B. Biyombo,20,16
89,1,1:51.0,,B. Roberts makes 2-pt jump shot from 7 ft,20,18
90,1,1:38.0,M. Speights makes 2-pt jump shot from 20 ft (assist by B. Rush),,22,18
91,1,1:38.0,Shooting foul by B. Biyombo (drawn by M. Speights),,22,18
92,1,1:38.0,H. Barnes enters the game for D. Green,,22,18
93,1,1:38.0,S. Livingston enters the game for S. Curry,,22,18
94,1,1:38.0,M. Speights makes free throw 1 of 1,,23,18
95,1,1:24.0,,B. Roberts makes 2-pt layup at rim (assist by J. Maxiell),23,20
96,1,1:15.0,M. Speights misses 2-pt jump shot from 8 ft,,23,20
97,1,1:14.0,,Defensive rebound by J. Maxiell,23,20
98,1,1:00.0,,B. Biyombo makes 2-pt hook shot from 7 ft (assist by L. Stephenson),23,22
99,1,0:37.0,S. Livingston misses 2-pt jump shot from 16 ft,,23,22
100,1,0:35.0,Offensive rebound by M. Speights,,23,22
101,1,0:33.0,B. Rush makes 3-pt jump shot from 24 ft (assist by M. Speights),,26,22
102,1,0:23.0,,Personal foul by S. Livingston (drawn by B. Roberts),26,22
103,1,0:15.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by L. Stephenson),26,24
104,1,0:01.0,H. Barnes makes 2-pt layup from 1 ft (assist by M. Speights),,28,24
105,2,11:42.0,S. Livingston misses 2-pt jump shot from 13 ft,,28,24
106,2,11:41.0,,Defensive rebound by B. Biyombo,28,24
107,2,11:32.0,,K. Walker misses 2-pt jump shot from 18 ft,28,24
108,2,11:29.0,,Offensive rebound by B. Biyombo,28,24
109,2,11:29.0,,B. Biyombo misses 2-pt tip-in from 1 ft,28,24
110,2,11:28.0,Defensive rebound by B. Rush,,28,24
111,2,11:16.0,,Violation by B. Biyombo (def goaltending),28,24
112,2,11:16.0,B. Rush makes 2-pt jump shot from 5 ft,,30,24
113,2,11:03.0,,B. Roberts makes 2-pt jump shot from 17 ft (assist by K. Walker),30,26
114,2,10:43.0,M. Speights misses 2-pt jump shot from 12 ft,,30,26
115,2,10:42.0,,Defensive rebound by K. Walker,30,26
116,2,10:37.0,,P. Hairston makes 3-pt jump shot from 25 ft (assist by K. Walker),30,29
117,2,10:18.0,B. Rush misses 2-pt layup from 1 ft,,30,29
118,2,10:16.0,Offensive rebound by M. Speights,,30,29
119,2,10:16.0,M. Speights makes 2-pt tip-in at rim,,32,29
120,2,9:58.0,,B. Biyombo misses 2-pt hook shot from 7 ft,32,29
121,2,9:55.0,Defensive rebound by H. Barnes,,32,29
122,2,9:50.0,H. Barnes misses 2-pt jump shot from 16 ft,,32,29
123,2,9:47.0,Offensive rebound by A. Iguodala,,32,29
124,2,9:43.0,Shooting foul by P. Hairston (drawn by M. Speights),,32,29
125,2,9:43.0,M. Speights makes free throw 1 of 2,,33,29
126,2,9:43.0,M. Speights makes free throw 2 of 2,,34,29
127,2,9:32.0,,Shooting foul by M. Speights (drawn by B. Roberts),34,29
128,2,9:32.0,,B. Roberts makes free throw 1 of 2,34,30
129,2,9:32.0,K. Thompson enters the game for B. Rush,,34,30
130,2,9:32.0,,B. Roberts makes free throw 2 of 2,34,31
131,2,9:11.0,K. Thompson misses 2-pt jump shot from 14 ft,,34,31
132,2,9:10.0,,Defensive rebound by P. Hairston,34,31
133,2,9:00.0,,P. Hairston makes 3-pt jump shot from 28 ft (assist by K. Walker),34,34
134,2,8:48.0,H. Barnes misses 3-pt jump shot from 25 ft,,34,34
135,2,8:47.0,,Defensive rebound by P. Hairston,34,34
136,2,8:40.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by K. Walker),34,37
137,2,8:26.0,M. Speights misses 2-pt jump shot from 19 ft,,34,37
138,2,8:24.0,,Defensive rebound by P. Hairston,34,37
139,2,8:12.0,,P. Hairston misses 3-pt jump shot from 29 ft,34,37
140,2,8:11.0,Defensive rebound by H. Barnes,,34,37
141,2,8:02.0,S. Livingston makes 2-pt jump shot from 15 ft,,36,37
142,2,7:47.0,,K. Walker misses 2-pt jump shot from 15 ft,36,37
143,2,7:45.0,,Offensive rebound by K. Walker,36,37
144,2,7:42.0,,K. Walker misses 2-pt jump shot from 6 ft,36,37
145,2,7:42.0,Defensive rebound by Team,,36,37
146,2,7:42.0,Official timeout,,36,37
147,2,7:42.0,S. Curry enters the game for M. Speights,,36,37
148,2,7:42.0,A. Bogut enters the game for S. Livingston,,36,37
149,2,7:42.0,,A. Jefferson enters the game for B. Biyombo,36,37
150,2,7:25.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),,38,37
151,2,7:05.0,,J. Maxiell misses 2-pt jump shot from 7 ft (block by S. Curry),38,37
152,2,7:03.0,Defensive rebound by Team,,38,37
153,2,7:03.0,,L. Stephenson enters the game for P. Hairston,38,37
154,2,6:55.0,Offensive foul by K. Thompson (drawn by J. Maxiell),,38,37
155,2,6:55.0,Turnover by K. Thompson (offensive foul),,38,37
156,2,6:39.0,,A. Jefferson misses 2-pt jump shot from 7 ft,38,37
157,2,6:37.0,Defensive rebound by A. Bogut,,38,37
158,2,6:29.0,K. Thompson misses 2-pt jump shot from 16 ft,,38,37
159,2,6:28.0,,Defensive rebound by A. Jefferson,38,37
160,2,6:20.0,Violation by A. Bogut (kicked ball),,38,37
161,2,6:20.0,,C. Zeller enters the game for J. Maxiell,38,37
162,2,6:13.0,,C. Zeller misses 2-pt jump shot from 3 ft (block by A. Bogut),38,37
163,2,6:06.0,Defensive rebound by H. Barnes,,38,37
164,2,6:06.0,Offensive foul by A. Bogut (drawn by A. Jefferson),,38,37
165,2,6:06.0,Turnover by A. Bogut (offensive foul),,38,37
166,2,5:52.0,,L. Stephenson misses 2-pt jump shot from 5 ft,38,37
167,2,5:52.0,,Offensive rebound by Team,38,37
168,2,5:52.0,,Charlotte full timeout,38,37
169,2,5:52.0,D. Green enters the game for H. Barnes,,38,37
170,2,5:41.0,,Turnover by L. Stephenson (lost ball; steal by A. Iguodala),38,37
171,2,5:24.0,A. Iguodala makes 3-pt jump shot from 27 ft (assist by A. Bogut),,41,37
172,2,5:04.0,,Personal foul by S. Curry (drawn by C. Zeller),41,37
173,2,4:55.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by A. Jefferson),41,40
174,2,4:35.0,K. Thompson misses 2-pt jump shot from 8 ft,,41,40
175,2,4:33.0,,Defensive rebound by C. Zeller,41,40
176,2,4:27.0,,Personal foul by S. Curry (drawn by K. Walker),41,40
177,2,4:27.0,B. Rush enters the game for S. Curry,,41,40
178,2,4:15.0,,L. Stephenson makes 2-pt jump shot from 20 ft (assist by A. Jefferson),41,42
179,2,3:57.0,D. Green misses 2-pt jump shot from 17 ft,,41,42
180,2,3:56.0,,Defensive rebound by C. Zeller,41,42
181,2,3:49.0,,Turnover by L. Stephenson (bad pass),41,42
182,2,3:33.0,B. Rush misses 2-pt jump shot from 11 ft,,41,42
183,2,3:32.0,Offensive rebound by A. Bogut,,41,42
184,2,3:29.0,Personal foul by B. Roberts (drawn by K. Thompson),,41,42
185,2,3:21.0,Turnover by A. Iguodala (bad pass; steal by L. Stephenson),,41,42
186,2,3:16.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by L. Stephenson),41,45
187,2,2:58.0,A. Iguodala misses 3-pt jump shot from 26 ft,,41,45
188,2,2:57.0,,Defensive rebound by A. Jefferson,41,45
189,2,2:45.0,,A. Jefferson makes 2-pt jump shot from 19 ft (assist by K. Walker),41,47
190,2,2:37.0,Golden State full timeout,,41,47
191,2,2:37.0,S. Livingston enters the game for A. Iguodala,,41,47
192,2,2:33.0,,Violation by K. Walker (kicked ball),41,47
193,2,2:25.0,K. Thompson misses 2-pt jump shot from 5 ft,,41,47
194,2,2:24.0,Offensive rebound by K. Thompson,,41,47
195,2,2:22.0,K. Thompson makes 2-pt layup from 1 ft,,43,47
196,2,2:03.0,,Shooting foul by K. Thompson (drawn by C. Zeller),43,47
197,2,2:03.0,,C. Zeller makes free throw 1 of 2,43,48
198,2,2:03.0,M. Speights enters the game for A. Bogut,,43,48
199,2,2:03.0,,C. Zeller makes free throw 2 of 2,43,49
200,2,1:52.0,B. Rush misses 3-pt jump shot from 22 ft,,43,49
201,2,1:50.0,,Defensive rebound by C. Zeller,43,49
202,2,1:42.0,,Shooting foul by S. Livingston (drawn by K. Walker),43,49
203,2,1:42.0,,K. Walker misses free throw 1 of 2,43,49
204,2,1:42.0,,Offensive rebound by Team,43,49
205,2,1:42.0,,K. Walker makes free throw 2 of 2,43,50
206,2,1:28.0,M. Speights misses 2-pt layup from 2 ft,,43,50
207,2,1:27.0,,Defensive rebound by C. Zeller,43,50
208,2,1:12.0,,Personal foul by B. Rush (drawn by L. Stephenson),43,50
209,2,1:12.0,,L. Stephenson makes free throw 1 of 2,43,51
210,2,1:12.0,,L. Stephenson makes free throw 2 of 2,43,52
211,2,0:53.0,M. Speights makes 2-pt jump shot from 19 ft (assist by S. Livingston),,45,52
212,2,0:44.0,,Shooting foul by M. Speights (drawn by C. Zeller),45,52
213,2,0:44.0,,C. Zeller misses free throw 1 of 2,45,52
214,2,0:44.0,,Offensive rebound by Team,45,52
215,2,0:44.0,,C. Zeller makes free throw 2 of 2,45,53
216,2,0:32.0,K. Thompson makes 2-pt jump shot from 12 ft,,47,53
217,2,0:14.0,,Shooting block foul by D. Green (drawn by L. Stephenson),47,53
218,2,0:14.0,,L. Stephenson makes free throw 1 of 2,47,54
219,2,0:14.0,S. Curry enters the game for D. Green,,47,54
220,2,0:14.0,,G. Henderson enters the game for A. Jefferson,47,54
221,2,0:14.0,,L. Stephenson makes free throw 2 of 2,47,55
222,2,0:03.0,S. Livingston makes 2-pt layup from 1 ft,,49,55
223,2,0:01.0,,Turnover by L. Stephenson (bad pass),49,55
224,3,11:49.0,A. Bogut makes 2-pt hook shot from 7 ft (assist by K. Thompson),,51,55
225,3,11:35.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),51,57
226,3,11:20.0,H. Barnes misses 2-pt jump shot from 16 ft,,51,57
227,3,11:18.0,,Defensive rebound by C. Zeller,51,57
228,3,11:09.0,,C. Zeller makes 2-pt jump shot from 19 ft (assist by K. Walker),51,59
229,3,10:53.0,S. Curry makes 2-pt jump shot from 6 ft (assist by A. Bogut),,53,59
230,3,10:29.0,,K. Walker misses 3-pt jump shot from 26 ft,53,59
231,3,10:28.0,Defensive rebound by D. Green,,53,59
232,3,10:22.0,S. Curry misses 3-pt jump shot from 25 ft,,53,59
233,3,10:19.0,Offensive rebound by H. Barnes,,53,59
234,3,10:10.0,K. Thompson misses 2-pt layup from 4 ft (block by A. Jefferson),,53,59
235,3,10:10.0,Offensive rebound by Team,,53,59
236,3,10:08.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by S. Curry),,56,59
237,3,9:48.0,,G. Henderson makes 2-pt jump shot from 17 ft,56,61
238,3,9:37.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,58,61
239,3,9:26.0,,Turnover by G. Henderson (bad pass; steal by K. Thompson),58,61
240,3,9:20.0,K. Thompson misses 3-pt jump shot from 27 ft,,58,61
241,3,9:20.0,Offensive rebound by Team,,58,61
242,3,9:20.0,Personal foul by G. Henderson (drawn by H. Barnes),,58,61
243,3,9:09.0,D. Green misses 3-pt jump shot from 26 ft,,58,61
244,3,9:07.0,,Defensive rebound by L. Stephenson,58,61
245,3,8:52.0,,K. Walker makes 2-pt layup at rim,58,63
246,3,8:41.0,S. Curry makes 2-pt layup from 1 ft,,60,63
247,3,8:28.0,,A. Jefferson makes 2-pt layup from 2 ft (assist by G. Henderson),60,65
248,3,8:14.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),,63,65
249,3,7:56.0,,A. Jefferson misses 2-pt jump shot from 6 ft,63,65
250,3,7:55.0,Defensive rebound by D. Green,,63,65
251,3,7:37.0,K. Thompson misses 2-pt jump shot from 23 ft,,63,65
252,3,7:36.0,,Defensive rebound by L. Stephenson,63,65
253,3,7:27.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by L. Stephenson),63,68
254,3,7:12.0,A. Bogut misses 2-pt hook shot from 10 ft,,63,68
255,3,7:10.0,,Defensive rebound by L. Stephenson,63,68
256,3,7:01.0,,A. Jefferson makes 2-pt jump shot from 4 ft (assist by L. Stephenson),63,70
257,3,6:53.0,Turnover by S. Curry (dbl dribble),,63,70
258,3,6:43.0,,K. Walker misses 2-pt jump shot from 17 ft (block by S. Curry),63,70
259,3,6:41.0,Defensive rebound by A. Bogut,,63,70
260,3,6:38.0,Personal foul by L. Stephenson (drawn by K. Thompson),,63,70
261,3,6:32.0,K. Thompson misses 2-pt jump shot from 17 ft (block by G. Henderson),,63,70
262,3,6:31.0,,Defensive rebound by G. Henderson,63,70
263,3,6:22.0,,G. Henderson makes 2-pt layup at rim (assist by L. Stephenson),63,72
264,3,6:22.0,Golden State full timeout,,63,72
265,3,6:22.0,A. Iguodala enters the game for H. Barnes,,63,72
266,3,6:13.0,D. Green misses 2-pt jump shot from 10 ft,,63,72
267,3,6:12.0,,Defensive rebound by A. Jefferson,63,72
268,3,5:51.0,,K. Walker misses 3-pt jump shot from 24 ft,63,72
269,3,5:49.0,Defensive rebound by K. Thompson,,63,72
270,3,5:41.0,K. Thompson makes 3-pt jump shot from 25 ft,,66,72
271,3,5:14.0,,Shooting foul by A. Bogut (drawn by A. Jefferson),66,72
272,3,5:14.0,,A. Jefferson makes free throw 1 of 2,66,73
273,3,5:14.0,,A. Jefferson makes free throw 2 of 2,66,74
274,3,5:03.0,S. Curry misses 3-pt jump shot from 26 ft (block by K. Walker),,66,74
275,3,5:01.0,,Defensive rebound by K. Walker,66,74
276,3,4:48.0,,Turnover by C. Zeller (bad pass; steal by K. Thompson),66,74
277,3,4:41.0,K. Thompson misses 2-pt dunk at rim,,66,74
278,3,4:38.0,,Defensive rebound by L. Stephenson,66,74
279,3,4:29.0,,G. Henderson makes 2-pt jump shot from 21 ft,66,76
280,3,4:11.0,S. Curry makes 2-pt jump shot from 12 ft,,68,76
281,3,3:55.0,,A. Jefferson misses 2-pt jump shot from 5 ft,68,76
282,3,3:54.0,Defensive rebound by D. Green,,68,76
283,3,3:47.0,S. Curry misses 2-pt jump shot from 8 ft,,68,76
284,3,3:46.0,Offensive rebound by D. Green,,68,76
285,3,3:42.0,S. Curry misses 3-pt jump shot from 24 ft,,68,76
286,3,3:40.0,Offensive rebound by A. Iguodala,,68,76
287,3,3:38.0,K. Thompson misses 3-pt jump shot from 26 ft,,68,76
288,3,3:37.0,,Defensive rebound by C. Zeller,68,76
289,3,3:23.0,,K. Walker misses 2-pt jump shot from 8 ft,68,76
290,3,3:22.0,Defensive rebound by A. Iguodala,,68,76
291,3,3:15.0,S. Curry misses 3-pt jump shot from 25 ft,,68,76
292,3,3:14.0,,Defensive rebound by A. Jefferson,68,76
293,3,3:04.0,,Turnover by L. Stephenson (palming),68,76
294,3,3:04.0,,B. Roberts enters the game for L. Stephenson,68,76
295,3,3:04.0,,P. Hairston enters the game for G. Henderson,68,76
296,3,3:04.0,B. Rush enters the game for K. Thompson,,68,76
297,3,2:45.0,S. Curry misses 3-pt jump shot from 26 ft,,68,76
298,3,2:44.0,,Defensive rebound by C. Zeller,68,76
299,3,2:25.0,,C. Zeller misses 2-pt layup from 1 ft (block by A. Bogut),68,76
300,3,2:24.0,Defensive rebound by A. Iguodala,,68,76
301,3,2:14.0,D. Green misses 2-pt jump shot from 5 ft (block by P. Hairston),,68,76
302,3,2:14.0,Offensive rebound by Team,,68,76
303,3,2:14.0,,Charlotte full timeout,68,76
304,3,2:14.0,,J. Maxiell enters the game for C. Zeller,68,76
305,3,2:14.0,M. Speights enters the game for D. Green,,68,76
306,3,2:14.0,H. Barnes enters the game for A. Bogut,,68,76
307,3,2:11.0,Offensive foul by M. Speights (drawn by A. Jefferson),,68,76
308,3,2:11.0,Turnover by M. Speights (offensive foul),,68,76
309,3,1:54.0,,P. Hairston makes 2-pt jump shot from 20 ft (assist by B. Roberts),68,78
310,3,1:43.0,M. Speights makes 2-pt jump shot from 19 ft (assist by H. Barnes),,70,78
311,3,1:19.0,,Turnover by K. Walker (lost ball; steal by M. Speights),70,78
312,3,1:12.0,B. Rush misses 3-pt jump shot from 27 ft,,70,78
313,3,1:10.0,,Defensive rebound by K. Walker,70,78
314,3,1:06.0,,P. Hairston misses 3-pt jump shot from 25 ft,70,78
315,3,1:04.0,Defensive rebound by S. Curry,,70,78
316,3,1:03.0,Personal foul by A. Jefferson (drawn by S. Curry),,70,78
317,3,1:03.0,,B. Biyombo enters the game for A. Jefferson,70,78
318,3,0:46.0,H. Barnes makes 2-pt layup from 1 ft,,72,78
319,3,0:26.0,,B. Roberts makes 2-pt jump shot from 3 ft (assist by K. Walker),72,80
320,3,0:21.0,S. Curry misses 3-pt jump shot from 24 ft,,72,80
321,3,0:20.0,Offensive rebound by S. Curry,,72,80
322,3,0:07.0,Shooting block foul by B. Roberts (drawn by H. Barnes),,72,80
323,3,0:07.0,H. Barnes makes free throw 1 of 2,,73,80
324,3,0:07.0,S. Livingston enters the game for S. Curry,,73,80
325,3,0:07.0,H. Barnes makes free throw 2 of 2,,74,80
326,3,0:04.0,,Personal take foul by S. Livingston (drawn by K. Walker),74,80
327,3,0:01.0,,K. Walker misses 3-pt jump shot from 35 ft,74,80
328,3,0:00.0,,Offensive rebound by Team,74,80
329,4,11:52.0,,Personal foul by B. Rush (drawn by B. Roberts),74,80
330,4,11:36.0,,B. Biyombo misses 2-pt layup from 2 ft,74,80
331,4,11:35.0,Defensive rebound by Team,,74,80
332,4,11:25.0,Turnover by H. Barnes (lost ball; steal by J. Maxiell),,74,80
333,4,11:19.0,,J. Maxiell makes 2-pt dunk at rim (assist by K. Walker),74,82
334,4,11:02.0,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Livingston),,76,82
335,4,10:48.0,,B. Roberts makes 2-pt jump shot from 20 ft,76,84
336,4,10:38.0,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Livingston),,78,84
337,4,10:17.0,,B. Biyombo misses 2-pt layup from 2 ft,78,84
338,4,10:16.0,Defensive rebound by H. Barnes,,78,84
339,4,10:08.0,M. Speights misses 2-pt jump shot from 18 ft,,78,84
340,4,10:06.0,Offensive rebound by H. Barnes,,78,84
341,4,9:58.0,H. Barnes misses 2-pt jump shot from 20 ft,,78,84
342,4,9:54.0,Offensive rebound by M. Speights,,78,84
343,4,9:54.0,M. Speights makes 2-pt layup at rim,,80,84
344,4,9:28.0,,P. Hairston misses 3-pt jump shot from 35 ft,80,84
345,4,9:27.0,Defensive rebound by H. Barnes,,80,84
346,4,9:20.0,B. Rush misses 2-pt jump shot from 5 ft (block by B. Biyombo),,80,84
347,4,9:18.0,,Defensive rebound by B. Biyombo,80,84
348,4,9:11.0,,B. Roberts misses 3-pt jump shot from 27 ft,80,84
349,4,9:10.0,Defensive rebound by Team,,80,84
350,4,9:10.0,K. Thompson enters the game for B. Rush,,80,84
351,4,9:10.0,,L. Stephenson enters the game for K. Walker,80,84
352,4,8:52.0,M. Speights makes 2-pt jump shot from 7 ft (assist by S. Livingston),,82,84
353,4,8:38.0,,L. Stephenson misses 2-pt jump shot from 17 ft,82,84
354,4,8:37.0,,Offensive rebound by B. Biyombo,82,84
355,4,8:37.0,,B. Biyombo makes 2-pt tip-in at rim,82,86
356,4,8:24.0,S. Livingston misses 2-pt jump shot from 4 ft (block by B. Roberts),,82,86
357,4,8:21.0,,Defensive rebound by B. Biyombo,82,86
358,4,8:13.0,,P. Hairston misses 2-pt jump shot from 17 ft,82,86
359,4,8:10.0,,Offensive rebound by J. Maxiell,82,86
360,4,8:08.0,,J. Maxiell misses 2-pt jump shot at rim (block by K. Thompson),82,86
361,4,8:08.0,Defensive rebound by K. Thompson,,82,86
362,4,8:02.0,M. Speights makes 2-pt jump shot from 18 ft (assist by K. Thompson),,84,86
363,4,7:35.0,,J. Maxiell misses 2-pt jump shot from 7 ft,84,86
364,4,7:33.0,Defensive rebound by S. Livingston,,84,86
365,4,7:27.0,Offensive foul by A. Iguodala (drawn by B. Roberts),,84,86
366,4,7:27.0,Turnover by A. Iguodala (offensive foul),,84,86
367,4,7:27.0,Official timeout,,84,86
368,4,7:27.0,,A. Jefferson enters the game for B. Biyombo,84,86
369,4,7:27.0,,C. Zeller enters the game for J. Maxiell,84,86
370,4,7:11.0,,P. Hairston misses 2-pt layup from 1 ft (block by M. Speights),84,86
371,4,7:10.0,Defensive rebound by M. Speights,,84,86
372,4,6:50.0,A. Iguodala misses 3-pt jump shot from 24 ft,,84,86
373,4,6:49.0,,Defensive rebound by C. Zeller,84,86
374,4,6:37.0,,B. Roberts misses 2-pt layup from 2 ft,84,86
375,4,6:36.0,,Offensive rebound by Team,84,86
376,4,6:36.0,S. Curry enters the game for S. Livingston,,84,86
377,4,6:36.0,D. Green enters the game for H. Barnes,,84,86
378,4,6:36.0,,K. Walker enters the game for P. Hairston,84,86
379,4,6:19.0,,Turnover by L. Stephenson (bad pass; steal by D. Green),84,86
380,4,6:13.0,M. Speights makes 2-pt layup at rim (assist by A. Iguodala),,86,86
