,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
0,1,11:46.0,,Turnover by E. Gordon (bad pass; steal by C. Boozer),0,0
1,1,11:35.0,J. Lin makes 2-pt layup at rim (assist by K. Bryant),,2,0
2,1,11:21.0,,A. Davis misses 2-pt jump shot from 19 ft,2,0
3,1,11:20.0,,Offensive rebound by Ö. Aşık,2,0
4,1,11:09.0,,T. Evans misses 2-pt layup from 1 ft,2,0
5,1,11:08.0,Defensive rebound by J. Hill,,2,0
6,1,10:56.0,J. Lin misses 3-pt jump shot from 24 ft,,2,0
7,1,10:54.0,,Defensive rebound by Ö. Aşık,2,0
8,1,10:47.0,,E. Gordon makes 2-pt layup from 1 ft,2,2
9,1,10:47.0,,Shooting foul by C. Boozer (drawn by E. Gordon),2,2
10,1,10:47.0,,E. Gordon makes free throw 1 of 1,2,3
11,1,10:35.0,W. Johnson makes 2-pt jump shot from 17 ft,,4,3
12,1,10:11.0,,A. Davis makes 2-pt layup from 1 ft,4,5
13,1,10:00.0,W. Johnson makes 2-pt layup from 1 ft,,6,5
14,1,10:00.0,Shooting foul by T. Evans (drawn by W. Johnson),,6,5
15,1,10:00.0,W. Johnson makes free throw 1 of 1,,7,5
16,1,9:46.0,,J. Holiday misses 2-pt jump shot from 16 ft,7,5
17,1,9:45.0,Defensive rebound by C. Boozer,,7,5
18,1,9:27.0,W. Johnson misses 3-pt jump shot from 22 ft,,7,5
19,1,9:26.0,Offensive rebound by J. Hill,,7,5
20,1,9:23.0,J. Hill misses 2-pt layup from 2 ft (block by A. Davis),,7,5
21,1,9:21.0,,Defensive rebound by A. Davis,7,5
22,1,9:08.0,,Personal foul by K. Bryant (drawn by A. Davis),7,5
23,1,9:02.0,,A. Davis makes 2-pt dunk at rim (assist by E. Gordon),7,7
24,1,8:46.0,Turnover by C. Boozer (bad pass; steal by J. Holiday),,7,7
25,1,8:39.0,,T. Evans makes 2-pt layup from 1 ft (assist by E. Gordon),7,9
26,1,8:21.0,Turnover by J. Lin (lost ball; steal by A. Davis),,7,9
27,1,8:15.0,,T. Evans makes 2-pt layup from 1 ft (assist by J. Holiday),7,11
28,1,7:52.0,C. Boozer misses 2-pt jump shot from 16 ft,,7,11
29,1,7:51.0,,Defensive rebound by T. Evans,7,11
30,1,7:45.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),7,13
31,1,7:38.0,LA Lakers full timeout,,7,13
32,1,7:32.0,Shooting foul by Ö. Aşık (drawn by C. Boozer),,7,13
33,1,7:32.0,C. Boozer makes free throw 1 of 2,,8,13
34,1,7:32.0,C. Boozer makes free throw 2 of 2,,9,13
35,1,7:17.0,,A. Davis misses 2-pt jump shot from 16 ft,9,13
36,1,7:16.0,Defensive rebound by C. Boozer,,9,13
37,1,7:10.0,K. Bryant makes 2-pt layup from 1 ft (assist by J. Lin),,11,13
38,1,6:53.0,,E. Gordon misses 2-pt layup from 1 ft,11,13
39,1,6:52.0,,Offensive rebound by A. Davis,11,13
40,1,6:49.0,,Turnover by A. Davis (lost ball; steal by J. Lin),11,13
41,1,6:42.0,C. Boozer misses 2-pt layup from 2 ft (block by Ö. Aşık),,11,13
42,1,6:40.0,,Defensive rebound by E. Gordon,11,13
43,1,6:37.0,,T. Evans makes 2-pt layup from 1 ft (assist by E. Gordon),11,15
44,1,6:21.0,J. Hill misses 2-pt jump shot from 7 ft,,11,15
45,1,6:19.0,,Defensive rebound by Ö. Aşık,11,15
46,1,6:09.0,,E. Gordon misses 3-pt jump shot from 25 ft,11,15
47,1,6:08.0,Defensive rebound by J. Lin,,11,15
48,1,5:56.0,J. Lin misses 2-pt jump shot from 13 ft,,11,15
49,1,5:55.0,Offensive rebound by J. Hill,,11,15
50,1,5:55.0,J. Hill misses 2-pt tip-in from 2 ft,,11,15
51,1,5:52.0,,Defensive rebound by Ö. Aşık,11,15
52,1,5:45.0,,Turnover by T. Evans (lost ball),11,15
53,1,5:27.0,K. Bryant misses 2-pt layup from 2 ft,,11,15
54,1,5:25.0,Offensive rebound by W. Johnson,,11,15
55,1,5:25.0,W. Johnson misses 2-pt tip-in from 3 ft,,11,15
