,QUARTER,TIME_REMAINING,UTAH_ACTION,PHOENIX_ACTION,UTAH_SCORE,PHOENIX_SCORE
61,1,3:37.0,,M. Morris makes free throw 2 of 2,22,13
62,1,3:23.0,Turnover by D. Favors (lost ball; steal by E. Bledsoe),,22,13
63,1,3:17.0,,I. Thomas makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),22,15
64,1,3:02.0,G. Hayward misses 2-pt jump shot from 5 ft,,22,15
65,1,3:00.0,Offensive rebound by J. Ingles,,22,15
66,1,2:57.0,D. Favors misses 2-pt jump shot from 17 ft,,22,15
67,1,2:55.0,,Defensive rebound by M. Morris,22,15
68,1,2:51.0,,B. Wright misses 2-pt jump shot from 11 ft,22,15
69,1,2:48.0,Defensive rebound by R. Gobert,,22,15
70,1,2:40.0,T. Burke misses 2-pt jump shot from 19 ft,,22,15
71,1,2:38.0,,Defensive rebound by M. Morris,22,15
72,1,2:24.0,,Personal foul by D. Favors (drawn by B. Wright),22,15
73,1,2:24.0,Utah full timeout,,22,15
74,1,2:24.0,,P. Tucker enters the game for M. Morris,22,15
75,1,2:24.0,E. Millsap enters the game for D. Favors,,22,15
76,1,2:24.0,T. Booker enters the game for J. Ingles,,22,15
77,1,2:15.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),22,18
78,1,1:48.0,G. Hayward misses 3-pt jump shot from 26 ft,,22,18
79,1,1:46.0,,Defensive rebound by M. Morris,22,18
80,1,1:29.0,,I. Thomas misses 3-pt jump shot from 24 ft (block by T. Burke),22,18
81,1,1:26.0,Defensive rebound by R. Gobert,,22,18
82,1,1:21.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,24,18
83,1,1:03.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by P. Tucker),24,21
84,1,0:42.0,E. Millsap misses 2-pt layup from 2 ft,,24,21
85,1,0:40.0,,Defensive rebound by B. Wright,24,21
86,1,0:30.0,,M. Morris makes 2-pt jump shot from 15 ft,24,23
87,1,0:16.0,Turnover by E. Millsap (bad pass; steal by E. Bledsoe),,24,23
88,1,0:12.0,,E. Bledsoe makes 2-pt layup from 1 ft,24,25
89,1,0:02.0,T. Burke misses 3-pt jump shot from 24 ft,,24,25
90,1,0:00.0,,Defensive rebound by M. Morris,24,25
91,2,11:38.0,,M. Morris makes 2-pt jump shot from 17 ft,24,27
92,2,11:18.0,Shooting foul by P. Tucker (drawn by T. Booker),,24,27
93,2,11:18.0,T. Booker makes free throw 1 of 2,,25,27
94,2,11:18.0,E. Freedom enters the game for R. Gobert,,25,27
95,2,11:18.0,,G. Green enters the game for E. Bledsoe,25,27
96,2,11:18.0,T. Booker misses free throw 2 of 2,,25,27
97,2,11:17.0,,Defensive rebound by M. Morris,25,27
98,2,10:56.0,,B. Wright misses 2-pt jump shot from 6 ft,25,27
99,2,10:54.0,Defensive rebound by T. Booker,,25,27
100,2,10:35.0,T. Booker misses 2-pt jump shot from 5 ft (block by B. Wright),,25,27
101,2,10:33.0,,Defensive rebound by Team,25,27
102,2,10:16.0,,M. Morris makes 2-pt layup from 1 ft,25,29
103,2,9:54.0,E. Freedom makes 2-pt layup from 2 ft,,27,29
104,2,9:36.0,,Turnover by I. Thomas (lost ball; steal by E. Millsap),27,29
105,2,9:32.0,E. Millsap misses 2-pt layup from 1 ft (block by M. Morris),,27,29
106,2,9:30.0,,Defensive rebound by G. Green,27,29
107,2,9:26.0,,G. Green misses 3-pt jump shot from 23 ft,27,29
108,2,9:23.0,Defensive rebound by D. Exum,,27,29
109,2,9:13.0,T. Booker misses 2-pt jump shot from 16 ft,,27,29
110,2,9:12.0,,Defensive rebound by I. Thomas,27,29
111,2,9:01.0,,M. Morris misses 3-pt jump shot from 24 ft,27,29
112,2,8:59.0,Defensive rebound by E. Freedom,,27,29
113,2,8:40.0,D. Exum misses 2-pt layup from 2 ft,,27,29
114,2,8:37.0,,Defensive rebound by M. Morris,27,29
115,2,8:31.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by I. Thomas),27,32
116,2,8:30.0,Utah full timeout,,27,32
117,2,8:30.0,C. Johnson enters the game for T. Booker,,27,32
118,2,8:30.0,D. Favors enters the game for E. Millsap,,27,32
119,2,8:30.0,,M. Plumlee enters the game for B. Wright,27,32
120,2,8:08.0,D. Exum makes 3-pt jump shot from 24 ft (assist by C. Johnson),,30,32
121,2,7:54.0,,G. Green makes 2-pt jump shot from 21 ft (assist by I. Thomas),30,34
122,2,7:32.0,,Offensive charge foul by E. Freedom (drawn by P. Tucker),30,34
123,2,7:32.0,Turnover by E. Freedom (offensive foul),,30,34
124,2,7:32.0,R. Gobert enters the game for E. Freedom,,30,34
125,2,7:22.0,,G. Green misses 3-pt jump shot from 24 ft,30,34
126,2,7:19.0,Defensive rebound by R. Gobert,,30,34
127,2,7:11.0,Personal foul by G. Green (drawn by T. Burke),,30,34
128,2,7:01.0,C. Johnson makes 3-pt jump shot from 25 ft (assist by T. Burke),,33,34
129,2,6:35.0,,Turnover by M. Morris (bad pass; steal by D. Favors),33,34
130,2,6:22.0,T. Burke misses 2-pt jump shot from 4 ft,,33,34
131,2,6:21.0,Offensive rebound by R. Gobert,,33,34
132,2,6:21.0,R. Gobert makes 2-pt tip-in from 1 ft,,35,34
133,2,6:21.0,,Phoenix full timeout,35,34
134,2,6:21.0,J. Ingles enters the game for D. Exum,,35,34
135,2,6:04.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by I. Thomas),35,37
136,2,5:42.0,C. Johnson makes 3-pt jump shot from 25 ft (assist by T. Burke),,38,37
137,2,5:26.0,,M. Morris misses 2-pt jump shot from 3 ft (block by R. Gobert),38,37
138,2,5:23.0,Defensive rebound by J. Ingles,,38,37
139,2,5:15.0,Turnover by D. Favors (bad pass; steal by M. Plumlee),,38,37
140,2,4:58.0,,M. Plumlee misses 2-pt jump shot from 15 ft,38,37
141,2,4:54.0,Defensive rebound by J. Ingles,,38,37
142,2,4:49.0,D. Favors makes 2-pt layup from 2 ft (assist by C. Johnson),,40,37
143,2,4:38.0,,I. Thomas makes 3-pt jump shot from 24 ft,40,40
144,2,4:20.0,T. Burke misses 2-pt jump shot from 16 ft,,40,40
145,2,4:18.0,,Defensive rebound by M. Morris,40,40
146,2,4:08.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by I. Thomas),40,43
147,2,3:46.0,R. Gobert makes 2-pt layup from 1 ft,,42,43
148,2,3:30.0,,I. Thomas misses 3-pt jump shot from 25 ft,42,43
149,2,3:27.0,Defensive rebound by R. Gobert,,42,43
150,2,3:25.0,Turnover by R. Gobert (bad pass; steal by P. Tucker),,42,43
151,2,3:14.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by P. Tucker),42,46
152,2,3:14.0,Utah full timeout,,42,46
153,2,3:14.0,E. Freedom enters the game for D. Favors,,42,46
154,2,3:14.0,G. Hayward enters the game for T. Burke,,42,46
155,2,3:14.0,D. Exum enters the game for C. Johnson,,42,46
156,2,3:14.0,,G. Dragić enters the game for P. Tucker,42,46
157,2,3:14.0,,E. Bledsoe enters the game for I. Thomas,42,46
158,2,3:14.0,,M. Morris enters the game for G. Green,42,46
159,2,3:03.0,G. Hayward misses 2-pt jump shot from 16 ft,,42,46
160,2,3:03.0,Offensive rebound by R. Gobert,,42,46
161,2,3:03.0,R. Gobert misses 2-pt tip-in from 1 ft (block by M. Morris),,42,46
162,2,3:01.0,,Defensive rebound by M. Morris,42,46
163,2,2:52.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. Bledsoe),42,48
164,2,2:34.0,Turnover by D. Exum (bad pass; steal by M. Plumlee),,42,48
165,2,2:31.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Dragić),42,50
166,2,2:26.0,Utah full timeout,,42,50
167,2,2:14.0,G. Hayward misses 2-pt jump shot from 21 ft,,42,50
168,2,2:13.0,,Defensive rebound by M. Morris,42,50
169,2,1:57.0,,M. Morris misses 2-pt jump shot from 16 ft,42,50
170,2,1:56.0,Defensive rebound by D. Exum,,42,50
171,2,1:42.0,E. Freedom misses 2-pt jump shot from 16 ft,,42,50
172,2,1:40.0,,Defensive rebound by M. Morris,42,50
173,2,1:22.0,,M. Morris makes 2-pt jump shot from 14 ft,42,52
174,2,1:03.0,Turnover by D. Exum (bad pass; steal by E. Bledsoe),,42,52
175,2,1:00.0,,G. Dragić makes 2-pt layup from 1 ft,42,54
176,2,0:56.0,Personal foul by M. Plumlee (drawn by R. Gobert),,42,54
177,2,0:56.0,,B. Wright enters the game for M. Plumlee,42,54
178,2,0:50.0,Personal foul by E. Bledsoe (drawn by R. Gobert),,42,54
179,2,0:50.0,R. Gobert misses free throw 1 of 2,,42,54
180,2,0:50.0,Offensive rebound by Team,,42,54
181,2,0:50.0,R. Gobert misses free throw 2 of 2,,42,54
182,2,0:49.0,,Defensive rebound by M. Morris,42,54
183,2,0:30.0,,E. Bledsoe misses 2-pt layup from 1 ft,42,54
184,2,0:28.0,Defensive rebound by R. Gobert,,42,54
185,2,0:05.0,G. Hayward misses 2-pt jump shot from 15 ft,,42,54
186,2,0:03.0,,Defensive rebound by M. Morris,42,54
187,3,11:41.0,,E. Bledsoe makes 3-pt jump shot from 22 ft (assist by G. Dragić),42,57
188,3,11:31.0,J. Ingles misses 3-pt jump shot from 24 ft,,42,57
189,3,11:29.0,,Defensive rebound by P. Tucker,42,57
190,3,11:18.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,42,57
191,3,11:16.0,Defensive rebound by J. Ingles,,42,57
192,3,10:56.0,Shooting foul by E. Bledsoe (drawn by J. Ingles),,42,57
193,3,10:56.0,J. Ingles makes free throw 1 of 2,,43,57
194,3,10:56.0,J. Ingles makes free throw 2 of 2,,44,57
195,3,10:47.0,,Turnover by P. Tucker (bad pass),44,57
196,3,10:34.0,J. Ingles makes 2-pt jump shot from 7 ft,,46,57
197,3,10:17.0,,Turnover by G. Dragić (traveling),46,57
198,3,9:59.0,D. Favors misses 2-pt jump shot from 7 ft,,46,57
199,3,9:57.0,,Defensive rebound by M. Morris,46,57
200,3,9:52.0,,G. Dragić misses 2-pt layup from 1 ft,46,57
201,3,9:49.0,,Offensive rebound by M. Morris,46,57
202,3,9:49.0,,M. Morris makes 2-pt tip-in from 1 ft,46,59
203,3,9:41.0,J. Ingles makes 2-pt jump shot from 15 ft,,48,59
204,3,9:32.0,,Turnover by M. Morris (bad pass; steal by E. Freedom),48,59
205,3,9:18.0,D. Favors makes 2-pt layup at rim,,50,59
206,3,9:01.0,,G. Dragić misses 2-pt jump shot from 8 ft,50,59
207,3,8:59.0,Defensive rebound by G. Hayward,,50,59
208,3,8:52.0,G. Hayward makes 2-pt jump shot from 9 ft,,52,59
209,3,8:31.0,,M. Morris misses 2-pt layup from 2 ft,52,59
210,3,8:29.0,,Offensive rebound by M. Morris,52,59
211,3,8:29.0,,M. Morris misses 2-pt tip-in from 2 ft,52,59
212,3,8:26.0,Defensive rebound by G. Hayward,,52,59
213,3,8:22.0,E. Freedom makes 2-pt hook shot from 6 ft (assist by D. Exum),,54,59
214,3,8:12.0,,Phoenix full timeout,54,59
215,3,8:00.0,,M. Morris misses 2-pt jump shot from 9 ft,54,59
216,3,7:57.0,,Offensive rebound by M. Plumlee,54,59
217,3,7:57.0,,M. Plumlee misses 2-pt layup from 1 ft,54,59
218,3,7:55.0,Defensive rebound by D. Favors,,54,59
219,3,7:43.0,D. Favors misses 2-pt jump shot from 15 ft,,54,59
220,3,7:42.0,,Defensive rebound by G. Dragić,54,59
221,3,7:26.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by G. Dragić),54,62
222,3,7:10.0,J. Ingles misses 2-pt jump shot from 7 ft,,54,62
223,3,7:09.0,Offensive rebound by D. Exum,,54,62
224,3,7:03.0,D. Exum misses 3-pt jump shot from 24 ft,,54,62
225,3,7:02.0,,Defensive rebound by E. Bledsoe,54,62
226,3,6:57.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. Bledsoe),54,64
227,3,6:36.0,G. Hayward makes 2-pt jump shot from 7 ft,,56,64
228,3,6:18.0,,M. Morris makes 2-pt dunk at rim (assist by G. Dragić),56,66
229,3,6:07.0,D. Favors makes 2-pt layup from 1 ft (assist by G. Hayward),,58,66
230,3,5:49.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by G. Dragić),58,69
231,3,5:36.0,Shooting foul by M. Plumlee (drawn by D. Favors),,58,69
232,3,5:36.0,D. Favors makes free throw 1 of 2,,59,69
233,3,5:36.0,,Violation by P. Tucker (lane),59,69
234,3,5:36.0,D. Favors makes free throw 2 of 2,,60,69
235,3,5:16.0,,Turnover by M. Morris (bad pass; steal by D. Favors),60,69
236,3,5:05.0,E. Freedom misses 2-pt jump shot from 15 ft,,60,69
237,3,5:03.0,,Defensive rebound by M. Plumlee,60,69
238,3,4:55.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,60,69
239,3,4:51.0,Defensive rebound by E. Freedom,,60,69
240,3,4:32.0,D. Favors misses 2-pt jump shot from 13 ft,,60,69
241,3,4:30.0,,Defensive rebound by M. Plumlee,60,69
242,3,4:19.0,,Personal foul by D. Exum (drawn by M. Plumlee),60,69
243,3,4:19.0,,B. Wright enters the game for M. Plumlee,60,69
244,3,4:19.0,R. Gobert enters the game for E. Freedom,,60,69
245,3,4:05.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),60,72
246,3,3:48.0,Turnover by G. Hayward (lost ball),,60,72
247,3,3:48.0,T. Burke enters the game for D. Exum,,60,72
248,3,3:48.0,,I. Thomas enters the game for E. Bledsoe,60,72
249,3,3:33.0,,Turnover by M. Morris (bad pass; steal by R. Gobert),60,72
250,3,3:31.0,Shooting foul by G. Dragić (drawn by G. Hayward),,60,72
251,3,3:31.0,G. Hayward makes free throw 1 of 2,,61,72
252,3,3:31.0,C. Johnson enters the game for J. Ingles,,61,72
253,3,3:31.0,,M. Morris enters the game for P. Tucker,61,72
254,3,3:31.0,G. Hayward makes free throw 2 of 2,,62,72
255,3,3:14.0,,M. Morris misses 2-pt jump shot from 12 ft,62,72
256,3,3:10.0,Defensive rebound by R. Gobert,,62,72
257,3,3:03.0,D. Favors misses 2-pt jump shot from 5 ft,,62,72
258,3,3:02.0,Offensive rebound by Team,,62,72
259,3,3:02.0,Utah full timeout,,62,72
260,3,2:49.0,D. Favors makes 2-pt jump shot from 12 ft (assist by G. Hayward),,64,72
261,3,2:31.0,,M. Morris misses 2-pt jump shot from 19 ft,64,72
262,3,2:29.0,Defensive rebound by C. Johnson,,64,72
263,3,2:27.0,Personal foul by I. Thomas (drawn by D. Favors),,64,72
264,3,2:21.0,T. Burke misses 3-pt jump shot from 25 ft,,64,72
265,3,2:20.0,,Defensive rebound by Team,64,72
266,3,2:06.0,,I. Thomas misses 2-pt jump shot from 5 ft (block by T. Burke),64,72
267,3,2:03.0,,Offensive rebound by I. Thomas,64,72
268,3,2:01.0,,M. Morris misses 2-pt dunk at rim (block by D. Favors),64,72
269,3,1:58.0,Defensive rebound by T. Burke,,64,72
270,3,1:54.0,R. Gobert makes 2-pt dunk at rim (assist by T. Burke),,66,72
271,3,1:33.0,,M. Morris makes 2-pt jump shot from 16 ft,66,74
272,3,1:05.0,C. Johnson misses 3-pt jump shot from 24 ft,,66,74
273,3,1:03.0,,Defensive rebound by I. Thomas,66,74
274,3,0:54.0,,Turnover by M. Morris (lost ball; steal by C. Johnson),66,74
275,3,0:51.0,Shooting foul by M. Morris (drawn by G. Hayward),,66,74
276,3,0:51.0,G. Hayward makes free throw 1 of 2,,67,74
277,3,0:51.0,,P. Tucker enters the game for M. Morris,67,74
278,3,0:51.0,G. Hayward makes free throw 2 of 2,,68,74
279,3,0:34.0,,P. Tucker makes 2-pt jump shot from 3 ft,68,76
280,3,0:26.0,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Gobert),,71,76
281,3,0:01.0,,Turnover by Team (shot clock),71,76
282,3,0:00.0,T. Burke misses 3-pt jump shot from 56 ft (block by I. Thomas),,71,76
283,3,0:00.0,Offensive rebound by Team,,71,76
284,4,11:38.0,T. Burke misses 2-pt jump shot from 5 ft,,71,76
285,4,11:38.0,,Defensive rebound by Team,71,76
286,4,11:38.0,,Personal foul by R. Gobert (drawn by P. Tucker),71,76
287,4,11:28.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by G. Green),71,79
288,4,11:19.0,R. Gobert makes 2-pt dunk at rim (assist by C. Johnson),,73,79
289,4,10:58.0,,M. Morris misses 2-pt jump shot from 16 ft,73,79
290,4,10:56.0,,Offensive rebound by B. Wright,73,79
291,4,10:51.0,Violation by T. Burke (kicked ball),,73,79
292,4,10:46.0,,G. Green misses 2-pt jump shot from 16 ft,73,79
293,4,10:44.0,Defensive rebound by R. Gobert,,73,79
294,4,10:21.0,J. Ingles misses 3-pt jump shot from 22 ft,,73,79
295,4,10:20.0,,Defensive rebound by M. Morris,73,79
296,4,10:15.0,,I. Thomas misses 3-pt jump shot from 24 ft,73,79
297,4,10:11.0,,Offensive rebound by G. Green,73,79
298,4,10:09.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by G. Green),73,82
299,4,9:50.0,T. Burke misses 3-pt jump shot from 25 ft,,73,82
300,4,9:48.0,,Defensive rebound by B. Wright,73,82
301,4,9:48.0,,Personal foul by R. Gobert (drawn by B. Wright),73,82
302,4,9:32.0,,M. Morris makes 2-pt jump shot from 14 ft,73,84
303,4,9:13.0,T. Booker makes 2-pt layup from 1 ft,,75,84
304,4,8:55.0,,P. Tucker misses 3-pt jump shot from 24 ft,75,84
305,4,8:54.0,,Offensive rebound by B. Wright,75,84
306,4,8:46.0,,I. Thomas misses 2-pt layup from 1 ft,75,84
307,4,8:44.0,Defensive rebound by R. Gobert,,75,84
308,4,8:37.0,C. Johnson misses 3-pt jump shot from 24 ft,,75,84
309,4,8:36.0,,Defensive rebound by P. Tucker,75,84
310,4,8:36.0,,Personal foul by C. Johnson (drawn by P. Tucker),75,84
311,4,8:36.0,Official timeout,,75,84
312,4,8:36.0,E. Freedom enters the game for R. Gobert,,75,84
313,4,8:21.0,,M. Morris misses 2-pt jump shot from 16 ft,75,84
314,4,8:19.0,Defensive rebound by J. Ingles,,75,84
315,4,8:01.0,E. Freedom misses 2-pt jump shot from 5 ft,,75,84
316,4,7:58.0,,Defensive rebound by P. Tucker,75,84
317,4,7:53.0,,G. Green misses 3-pt jump shot from 25 ft,75,84
318,4,7:50.0,Defensive rebound by E. Freedom,,75,84
319,4,7:38.0,T. Burke makes 2-pt jump shot from 18 ft,,77,84
320,4,7:12.0,,M. Morris misses 3-pt jump shot from 26 ft,77,84
321,4,7:10.0,Defensive rebound by C. Johnson,,77,84
322,4,6:57.0,T. Burke misses 3-pt jump shot from 25 ft,,77,84
323,4,6:57.0,Offensive rebound by Team,,77,84
324,4,6:57.0,,Loose ball foul by I. Thomas (drawn by E. Freedom),77,84
325,4,6:57.0,G. Hayward enters the game for J. Ingles,,77,84
326,4,6:57.0,D. Favors enters the game for T. Burke,,77,84
327,4,6:57.0,D. Exum enters the game for T. Booker,,77,84
328,4,6:57.0,,M. Morris enters the game for P. Tucker,77,84
329,4,6:57.0,,E. Bledsoe enters the game for G. Green,77,84
330,4,6:49.0,Turnover by G. Hayward (bad pass; steal by M. Morris),,77,84
331,4,6:30.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,77,86
332,4,6:12.0,E. Freedom misses 2-pt jump shot from 19 ft,,77,86
333,4,6:10.0,,Defensive rebound by E. Bledsoe,77,86
334,4,6:02.0,,I. Thomas misses 3-pt jump shot from 24 ft,77,86
335,4,6:00.0,Defensive rebound by G. Hayward,,77,86
336,4,5:50.0,Turnover by G. Hayward (lost ball; steal by E. Bledsoe),,77,86
337,4,5:50.0,,Personal foul by D. Exum (drawn by E. Bledsoe),77,86
338,4,5:50.0,,Phoenix full timeout,77,86
339,4,5:50.0,,M. Plumlee enters the game for B. Wright,77,86
340,4,5:50.0,R. Gobert enters the game for E. Freedom,,77,86
341,4,5:28.0,,M. Morris makes 2-pt jump shot from 12 ft,77,88
342,4,5:16.0,Turnover by G. Hayward (bad pass; steal by M. Morris),,77,88
343,4,5:13.0,,M. Morris makes 2-pt layup from 1 ft,77,90
344,4,5:00.0,G. Hayward makes 2-pt dunk at rim,,79,90
345,4,4:30.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,79,90
346,4,4:28.0,,Offensive rebound by M. Morris,79,90
347,4,4:22.0,,M. Morris misses 2-pt jump shot from 6 ft,79,90
348,4,4:18.0,,Offensive rebound by M. Plumlee,79,90
349,4,4:14.0,,Personal foul by D. Exum (drawn by I. Thomas),79,90
350,4,4:14.0,,I. Thomas makes free throw 1 of 2,79,91
351,4,4:14.0,T. Burke enters the game for D. Exum,,79,91
352,4,4:14.0,,I. Thomas makes free throw 2 of 2,79,92
353,4,4:02.0,G. Hayward makes 2-pt jump shot from 20 ft,,81,92
354,4,3:39.0,,M. Morris misses 2-pt jump shot from 14 ft,81,92
355,4,3:38.0,Defensive rebound by Team,,81,92
356,4,3:38.0,,G. Dragić enters the game for I. Thomas,81,92
357,4,3:29.0,C. Johnson misses 2-pt jump shot from 3 ft,,81,92
358,4,3:27.0,,Defensive rebound by M. Morris,81,92
359,4,3:16.0,,E. Bledsoe misses 2-pt layup from 2 ft,81,92
360,4,3:16.0,Defensive rebound by D. Favors,,81,92
361,4,3:16.0,Personal foul by M. Plumlee (drawn by D. Favors),,81,92
362,4,3:01.0,G. Hayward misses 2-pt jump shot from 6 ft,,81,92
363,4,2:58.0,,Defensive rebound by G. Dragić,81,92
364,4,2:49.0,,M. Morris misses 3-pt jump shot from 25 ft,81,92
365,4,2:47.0,Defensive rebound by T. Burke,,81,92
366,4,2:45.0,Shooting foul by G. Dragić (drawn by R. Gobert),,81,92
367,4,2:45.0,Utah full timeout,,81,92
368,4,2:45.0,R. Gobert makes free throw 1 of 2,,82,92
369,4,2:45.0,R. Gobert makes free throw 2 of 2,,83,92
370,4,2:27.0,,M. Plumlee misses 2-pt hook shot from 9 ft,83,92
371,4,2:24.0,Defensive rebound by T. Burke,,83,92
372,4,2:12.0,T. Burke misses 2-pt jump shot from 7 ft,,83,92
373,4,2:09.0,Offensive rebound by R. Gobert,,83,92
374,4,2:06.0,D. Favors makes 2-pt jump shot from 14 ft (assist by R. Gobert),,85,92
375,4,1:38.0,,Shooting foul by R. Gobert (drawn by M. Morris),85,92
376,4,1:38.0,,M. Morris makes free throw 1 of 2,85,93
377,4,1:38.0,,P. Tucker enters the game for M. Plumlee,85,93
378,4,1:38.0,,M. Morris makes free throw 2 of 2,85,94
379,4,1:25.0,T. Burke misses 3-pt jump shot from 23 ft,,85,94
380,4,1:23.0,,Defensive rebound by M. Morris,85,94
381,4,1:21.0,,Turnover by M. Morris (bad pass; steal by C. Johnson),85,94
382,4,1:21.0,,Loose ball foul by G. Dragić (drawn by C. Johnson),85,94
383,4,1:10.0,C. Johnson makes 3-pt jump shot from 26 ft (assist by D. Favors),,88,94
384,4,1:00.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),88,97
