,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DETROIT_ACTION,CLEVELAND_SCORE,DETROIT_SCORE
0,1,11:48.0,,R. Jackson makes 2-pt jump shot from 15 ft,0,2
1,1,11:30.0,J. Smith misses 3-pt jump shot from 25 ft,,0,2
2,1,11:28.0,,Defensive rebound by R. Jackson,0,2
3,1,11:17.0,,A. Drummond misses 2-pt jump shot from 5 ft,0,2
4,1,11:16.0,Defensive rebound by K. Love,,0,2
5,1,11:08.0,L. James makes 2-pt layup at rim,,2,2
6,1,10:52.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,2,2
7,1,10:48.0,Defensive rebound by K. Love,,2,2
8,1,10:43.0,Turnover by L. James (bad pass; steal by A. Drummond),,2,2
9,1,10:40.0,,Turnover by G. Monroe (lost ball),2,2
10,1,10:26.0,K. Love misses 3-pt jump shot from 24 ft,,2,2
11,1,10:24.0,Offensive rebound by J. Smith,,2,2
12,1,10:21.0,L. James misses 3-pt jump shot from 26 ft,,2,2
13,1,10:21.0,,Defensive rebound by Team,2,2
14,1,10:04.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by R. Jackson),2,4
15,1,9:48.0,K. Irving makes 2-pt layup at rim,,4,4
16,1,9:35.0,,G. Monroe misses 2-pt jump shot from 5 ft,4,4
17,1,9:34.0,,Offensive rebound by A. Drummond,4,4
18,1,9:30.0,,A. Drummond misses 2-pt jump shot from 4 ft,4,4
19,1,9:29.0,Defensive rebound by L. James,,4,4
20,1,9:27.0,L. James misses 2-pt jump shot from 3 ft (block by T. Prince),,4,4
21,1,9:26.0,Offensive rebound by Team,,4,4
22,1,9:22.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,6,4
23,1,9:11.0,,R. Jackson makes 2-pt jump shot from 10 ft,6,6
24,1,9:11.0,,Shooting foul by J. Smith (drawn by R. Jackson),6,6
25,1,9:11.0,,R. Jackson misses free throw 1 of 1,6,6
26,1,9:09.0,Defensive rebound by K. Love,,6,6
27,1,9:00.0,Turnover by L. James (bad pass; steal by T. Prince),,6,6
28,1,8:56.0,,Turnover by G. Monroe (bad pass; steal by L. James),6,6
29,1,8:53.0,L. James makes 2-pt dunk at rim,,8,6
30,1,8:44.0,,T. Prince misses 2-pt layup from 1 ft (block by T. Mozgov),8,6
31,1,8:43.0,,Offensive rebound by A. Drummond,8,6
32,1,8:42.0,,A. Drummond makes 2-pt layup from 1 ft,8,8
33,1,8:19.0,T. Mozgov makes 2-pt layup from 2 ft (assist by K. Irving),,10,8
34,1,8:02.0,,G. Monroe misses 2-pt layup from 1 ft,10,8
35,1,8:01.0,Defensive rebound by K. Love,,10,8
36,1,7:54.0,K. Irving misses 2-pt jump shot from 3 ft,,10,8
37,1,7:52.0,,Defensive rebound by A. Drummond,10,8
38,1,7:52.0,,Turnover by A. Drummond (bad pass; steal by L. James),10,8
39,1,7:52.0,Shooting foul by A. Drummond (drawn by L. James),,10,8
40,1,7:52.0,L. James misses free throw 1 of 2,,10,8
41,1,7:52.0,Offensive rebound by Team,,10,8
42,1,7:52.0,L. James makes free throw 2 of 2,,11,8
43,1,7:34.0,,T. Prince misses 2-pt jump shot from 8 ft,11,8
44,1,7:33.0,Defensive rebound by T. Mozgov,,11,8
45,1,7:23.0,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),,14,8
46,1,7:06.0,,R. Jackson misses 2-pt jump shot from 10 ft (block by T. Mozgov),14,8
47,1,7:04.0,,Offensive rebound by T. Prince,14,8
48,1,7:00.0,,G. Monroe misses 2-pt hook shot from 6 ft,14,8
49,1,6:57.0,Defensive rebound by T. Mozgov,,14,8
50,1,6:43.0,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),,17,8
51,1,6:36.0,,Detroit full timeout,17,8
52,1,6:27.0,,R. Jackson makes 2-pt jump shot from 11 ft,17,10
53,1,6:16.0,Turnover by L. James (bad pass),,17,10
54,1,5:52.0,,G. Monroe makes 2-pt layup from 3 ft,17,12
55,1,5:39.0,K. Love misses 3-pt jump shot from 25 ft,,17,12
56,1,5:37.0,,Defensive rebound by T. Prince,17,12
57,1,5:31.0,,T. Prince makes 2-pt dunk at rim,17,14
58,1,5:05.0,K. Irving misses 2-pt jump shot from 5 ft (block by A. Drummond),,17,14
59,1,5:03.0,,Defensive rebound by G. Monroe,17,14
60,1,4:58.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Jackson),17,17
61,1,4:36.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,20,17
62,1,4:11.0,,Turnover by T. Prince (bad pass; steal by J. Smith),20,17
63,1,4:11.0,Shooting foul by K. Caldwell-Pope (drawn by J. Smith),,20,17
64,1,4:11.0,J. Smith makes free throw 1 of 2,,21,17
65,1,4:11.0,I. Shumpert enters the game for L. James,,21,17
66,1,4:11.0,T. Thompson enters the game for T. Mozgov,,21,17
67,1,4:11.0,,A. Tolliver enters the game for G. Monroe,21,17
68,1,4:11.0,J. Smith makes free throw 2 of 2,,22,17
69,1,3:51.0,,C. Butler enters the game for T. Prince,22,17
70,1,3:47.0,,Turnover by Team (shot clock),22,17
71,1,3:29.0,K. Love misses 3-pt jump shot from 23 ft,,22,17
72,1,3:28.0,,Defensive rebound by Team,22,17
73,1,3:16.0,,R. Jackson makes 2-pt jump shot from 8 ft,22,19
74,1,3:04.0,I. Shumpert misses 3-pt jump shot from 22 ft,,22,19
75,1,3:02.0,,Defensive rebound by A. Drummond,22,19
76,1,2:56.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by C. Butler),22,22
77,1,2:44.0,Shooting foul by R. Jackson (drawn by K. Irving),,22,22
78,1,2:44.0,Cleveland full timeout,,22,22
79,1,2:44.0,J. Jones enters the game for K. Love,,22,22
80,1,2:44.0,K. Irving makes free throw 1 of 2,,23,22
81,1,2:44.0,K. Irving makes free throw 2 of 2,,24,22
82,1,2:29.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),24,24
83,1,2:12.0,K. Irving misses 2-pt jump shot from 8 ft,,24,24
84,1,2:10.0,,Defensive rebound by R. Jackson,24,24
