,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DALLAS_ACTION,MEMPHIS_SCORE,DALLAS_SCORE
47,1,3:51.0,,Turnover by D. Harris (bad pass),18,20
48,1,3:51.0,,R. Jefferson enters the game for C. Parsons,18,20
49,1,3:32.0,Personal foul by D. Powell (drawn by M. Gasol),,18,20
50,1,3:25.0,Turnover by Z. Randolph (bad pass),,18,20
51,1,3:18.0,,D. Harris makes 2-pt jump shot from 21 ft,18,22
52,1,3:07.0,M. Gasol makes 2-pt dunk at rim (assist by B. Udrih),,20,22
53,1,3:03.0,,Dallas full timeout,20,22
54,1,3:03.0,N. Calathes enters the game for B. Udrih,,20,22
55,1,2:49.0,,M. Ellis misses 2-pt jump shot from 17 ft,20,22
56,1,2:49.0,,Offensive rebound by T. Chandler,20,22
57,1,2:49.0,Loose ball foul by Z. Randolph (drawn by T. Chandler),,20,22
58,1,2:41.0,,R. Jefferson misses 3-pt jump shot from 23 ft,20,22
59,1,2:40.0,Defensive rebound by Z. Randolph,,20,22
60,1,2:17.0,M. Gasol misses 2-pt jump shot from 18 ft,,20,22
61,1,2:16.0,,Defensive rebound by D. Harris,20,22
62,1,2:06.0,,D. Powell misses 2-pt jump shot from 15 ft,20,22
63,1,2:05.0,Defensive rebound by J. Green,,20,22
64,1,1:58.0,J. Green misses 2-pt layup from 2 ft,,20,22
65,1,1:55.0,,Defensive rebound by R. Jefferson,20,22
66,1,1:33.0,,D. Harris misses 3-pt jump shot from 46 ft,20,22
67,1,1:32.0,Defensive rebound by Z. Randolph,,20,22
68,1,1:22.0,Personal foul by R. Jefferson (drawn by Z. Randolph),,20,22
69,1,1:22.0,,R. Rondo enters the game for M. Ellis,20,22
70,1,1:22.0,,D. Nowitzki enters the game for T. Chandler,20,22
71,1,1:22.0,V. Carter enters the game for J. Green,,20,22
72,1,1:07.0,V. Carter misses 3-pt jump shot from 28 ft,,20,22
73,1,1:06.0,,Defensive rebound by D. Nowitzki,20,22
74,1,0:53.0,,D. Harris misses 2-pt layup from 2 ft,20,22
75,1,0:52.0,,Offensive rebound by R. Rondo,20,22
76,1,0:52.0,,R. Rondo makes 2-pt dunk at rim,20,24
77,1,0:41.0,N. Calathes misses 2-pt jump shot from 13 ft,,20,24
78,1,0:39.0,,Defensive rebound by D. Powell,20,24
79,1,0:31.0,,R. Rondo misses 3-pt jump shot from 25 ft,20,24
80,1,0:29.0,Defensive rebound by M. Gasol,,20,24
81,1,0:24.0,V. Carter misses 3-pt jump shot from 26 ft,,20,24
82,1,0:23.0,Offensive rebound by Z. Randolph,,20,24
83,1,0:23.0,Shooting foul by D. Harris (drawn by Z. Randolph),,20,24
84,1,0:23.0,Z. Randolph misses free throw 1 of 2,,20,24
85,1,0:23.0,Offensive rebound by Team,,20,24
86,1,0:23.0,,C. Parsons enters the game for R. Jefferson,20,24
87,1,0:23.0,J. Leuer enters the game for M. Gasol,,20,24
88,1,0:23.0,Z. Randolph misses free throw 2 of 2,,20,24
89,1,0:22.0,,Defensive rebound by D. Powell,20,24
90,1,0:21.0,,Turnover by D. Powell (lost ball),20,24
91,1,0:06.0,Shooting foul by D. Powell (drawn by N. Calathes),,20,24
92,1,0:06.0,N. Calathes makes free throw 1 of 2,,21,24
93,1,0:06.0,N. Calathes makes free throw 2 of 2,,22,24
94,1,0:05.0,,Turnover by R. Rondo (bad pass; steal by N. Calathes),22,24
95,1,0:04.0,N. Calathes makes 2-pt layup from 1 ft,,24,24
96,2,11:45.0,J. Leuer makes 3-pt jump shot from 23 ft (assist by N. Calathes),,27,24
97,2,11:32.0,,Offensive foul by R. Rondo (drawn by J. Leuer),27,24
98,2,11:32.0,,Turnover by R. Rondo (offensive foul),27,24
99,2,11:10.0,Turnover by J. Leuer (bad pass),,27,24
100,2,10:52.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,27,24
101,2,10:51.0,Defensive rebound by N. Calathes,,27,24
102,2,10:31.0,V. Carter misses 3-pt jump shot from 23 ft,,27,24
103,2,10:29.0,,Defensive rebound by R. Rondo,27,24
104,2,10:22.0,,D. Nowitzki makes 2-pt layup at rim,27,26
105,2,10:08.0,K. Koufos misses 2-pt jump shot from 15 ft,,27,26
106,2,10:07.0,Offensive rebound by J. Leuer,,27,26
107,2,10:07.0,Shooting foul by R. Rondo (drawn by J. Leuer),,27,26
108,2,10:07.0,J. Leuer makes free throw 1 of 2,,28,26
109,2,10:07.0,J. Adams enters the game for C. Lee,,28,26
110,2,10:07.0,J. Leuer misses free throw 2 of 2,,28,26
111,2,10:05.0,,Defensive rebound by C. Parsons,28,26
112,2,9:53.0,,C. Parsons makes 2-pt layup at rim (assist by R. Rondo),28,28
113,2,9:36.0,K. Koufos misses 2-pt hook shot from 8 ft,,28,28
114,2,9:33.0,,Defensive rebound by R. Rondo,28,28
115,2,9:24.0,,J. Barea misses 3-pt jump shot from 24 ft,28,28
116,2,9:23.0,Defensive rebound by J. Adams,,28,28
117,2,9:21.0,Turnover by J. Adams (bad pass; steal by D. Powell),,28,28
118,2,9:14.0,,Personal foul by N. Calathes (drawn by R. Rondo),28,28
119,2,9:02.0,,Turnover by C. Parsons (bad pass; steal by V. Carter),28,28
120,2,8:48.0,J. Leuer misses 2-pt jump shot from 18 ft,,28,28
121,2,8:46.0,Offensive rebound by K. Koufos,,28,28
122,2,8:41.0,V. Carter misses 3-pt jump shot from 26 ft,,28,28
123,2,8:39.0,,Defensive rebound by R. Rondo,28,28
124,2,8:22.0,,D. Nowitzki makes 2-pt layup from 3 ft,28,30
125,2,8:08.0,N. Calathes makes 3-pt jump shot from 25 ft,,31,30
126,2,7:49.0,,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by R. Rondo),31,32
127,2,7:30.0,N. Calathes makes 3-pt jump shot from 25 ft,,34,32
128,2,7:29.0,,Dallas full timeout,34,32
129,2,7:29.0,,C. Villanueva enters the game for D. Nowitzki,34,32
130,2,7:29.0,,T. Chandler enters the game for R. Rondo,34,32
131,2,7:29.0,,D. Harris enters the game for D. Powell,34,32
132,2,7:17.0,,Shooting foul by J. Adams (drawn by T. Chandler),34,32
133,2,7:17.0,,T. Chandler makes free throw 1 of 2,34,33
134,2,7:17.0,,T. Chandler makes free throw 2 of 2,34,34
135,2,7:06.0,Turnover by K. Koufos (offensive foul),,34,34
136,2,7:06.0,Offensive foul by K. Koufos (drawn by T. Chandler),,34,34
137,2,6:53.0,,Offensive foul by T. Chandler (drawn by N. Calathes),34,34
138,2,6:53.0,,Turnover by T. Chandler (offensive foul),34,34
139,2,6:43.0,Shooting block foul by D. Harris (drawn by K. Koufos),,34,34
140,2,6:43.0,K. Koufos makes free throw 1 of 2,,35,34
141,2,6:43.0,,M. Ellis enters the game for D. Harris,35,34
142,2,6:43.0,,R. Jefferson enters the game for C. Parsons,35,34
143,2,6:43.0,K. Koufos makes free throw 2 of 2,,36,34
144,2,6:36.0,,J. Barea misses 2-pt jump shot from 4 ft,36,34
145,2,6:33.0,Defensive rebound by J. Leuer,,36,34
146,2,6:28.0,J. Leuer misses 2-pt dunk at rim (block by C. Villanueva),,36,34
147,2,6:27.0,,Defensive rebound by C. Villanueva,36,34
148,2,6:27.0,,Turnover by C. Villanueva (bad pass),36,34
149,2,6:17.0,K. Koufos misses 2-pt hook shot from 6 ft,,36,34
150,2,6:14.0,,Defensive rebound by C. Villanueva,36,34
151,2,5:59.0,,M. Ellis makes 2-pt jump shot from 22 ft,36,36
152,2,5:41.0,J. Adams makes 2-pt layup from 1 ft (assist by J. Leuer),,38,36
153,2,5:22.0,,Turnover by M. Ellis (lost ball; steal by J. Adams),38,36
154,2,5:14.0,J. Adams makes 3-pt jump shot from 24 ft (assist by N. Calathes),,41,36
155,2,5:12.0,,Dallas full timeout,41,36
156,2,5:12.0,Official timeout,,41,36
157,2,5:12.0,,R. Rondo enters the game for J. Barea,41,36
158,2,5:02.0,,C. Villanueva misses 3-pt jump shot from 25 ft,41,36
159,2,5:01.0,,Offensive rebound by T. Chandler,41,36
160,2,4:53.0,,Personal foul by J. Adams (drawn by T. Chandler),41,36
161,2,4:44.0,,M. Ellis misses 2-pt jump shot from 18 ft,41,36
162,2,4:42.0,Defensive rebound by N. Calathes,,41,36
163,2,4:33.0,V. Carter makes 2-pt jump shot from 10 ft,,43,36
164,2,4:12.0,,Turnover by C. Villanueva (lost ball),43,36
165,2,4:12.0,,D. Powell enters the game for T. Chandler,43,36
166,2,4:12.0,,D. Nowitzki enters the game for C. Villanueva,43,36
167,2,3:56.0,N. Calathes misses 2-pt jump shot from 3 ft,,43,36
168,2,3:53.0,,Defensive rebound by D. Powell,43,36
169,2,3:46.0,,Turnover by R. Rondo (bad pass; steal by V. Carter),43,36
170,2,3:41.0,V. Carter makes 2-pt jump shot from 11 ft,,45,36
171,2,3:08.0,,M. Ellis misses 2-pt jump shot from 18 ft,45,36
172,2,3:06.0,,Offensive rebound by D. Nowitzki,45,36
173,2,3:05.0,,Personal foul by N. Calathes (drawn by D. Nowitzki),45,36
174,2,3:05.0,,C. Parsons enters the game for R. Jefferson,45,36
175,2,3:05.0,M. Gasol enters the game for K. Koufos,,45,36
176,2,2:56.0,,Shooting block foul by N. Calathes (drawn by M. Ellis),45,36
177,2,2:56.0,Memphis full timeout,,45,36
178,2,2:56.0,B. Udrih enters the game for N. Calathes,,45,36
179,2,2:56.0,Z. Randolph enters the game for J. Leuer,,45,36
180,2,2:56.0,,M. Ellis makes free throw 1 of 2,45,37
181,2,2:56.0,,M. Ellis makes free throw 2 of 2,45,38
182,2,2:37.0,M. Gasol makes 2-pt layup from 1 ft (assist by Z. Randolph),,47,38
183,2,2:23.0,,M. Ellis makes 2-pt layup from 1 ft,47,40
184,2,2:12.0,Shooting block foul by D. Powell (drawn by V. Carter),,47,40
185,2,2:12.0,V. Carter makes free throw 1 of 2,,48,40
186,2,2:12.0,,T. Chandler enters the game for D. Powell,48,40
187,2,2:12.0,V. Carter makes free throw 2 of 2,,49,40
188,2,2:02.0,,M. Ellis makes 2-pt layup from 2 ft (assist by D. Nowitzki),49,42
189,2,1:39.0,Z. Randolph makes 2-pt jump shot from 21 ft (assist by B. Udrih),,51,42
190,2,1:20.0,,M. Ellis misses 2-pt jump shot from 4 ft,51,42
191,2,1:19.0,Defensive rebound by Z. Randolph,,51,42
192,2,1:09.0,V. Carter misses 2-pt layup from 3 ft,,51,42
193,2,1:09.0,,Defensive rebound by Team,51,42
194,2,1:09.0,J. Green enters the game for J. Adams,,51,42
195,2,1:01.0,,Offensive foul by M. Ellis (drawn by B. Udrih),51,42
196,2,1:01.0,,Turnover by M. Ellis (offensive foul),51,42
197,2,1:01.0,,Technical foul by M. Ellis,51,42
198,2,1:01.0,V. Carter makes technical free throw,,52,42
199,2,0:42.0,B. Udrih makes 2-pt jump shot from 13 ft,,54,42
200,2,0:35.0,,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),54,44
201,2,0:18.0,V. Carter misses 3-pt jump shot from 27 ft,,54,44
202,2,0:18.0,,Defensive rebound by T. Chandler,54,44
203,2,0:00.0,,M. Ellis misses 3-pt jump shot from 25 ft,54,44
204,2,0:00.0,,Offensive rebound by Team,54,44
205,3,11:43.0,B. Udrih misses 3-pt jump shot from 24 ft,,54,44
206,3,11:42.0,Offensive rebound by M. Gasol,,54,44
207,3,11:40.0,M. Gasol makes 2-pt layup from 1 ft,,56,44
208,3,11:20.0,,Offensive foul by T. Chandler (drawn by M. Gasol),56,44
209,3,11:20.0,,Turnover by T. Chandler (offensive foul),56,44
210,3,11:07.0,B. Udrih makes 2-pt layup from 2 ft,,58,44
211,3,10:55.0,,Personal block foul by C. Lee (drawn by M. Ellis),58,44
212,3,10:42.0,,D. Nowitzki makes 2-pt jump shot from 7 ft,58,46
213,3,10:30.0,Z. Randolph misses 2-pt hook shot from 5 ft,,58,46
214,3,10:27.0,,Defensive rebound by D. Nowitzki,58,46
215,3,10:15.0,,R. Rondo misses 2-pt jump shot from 7 ft,58,46
216,3,10:13.0,Defensive rebound by Z. Randolph,,58,46
217,3,10:08.0,Z. Randolph misses 2-pt jump shot from 11 ft,,58,46
218,3,10:05.0,Offensive rebound by M. Gasol,,58,46
219,3,10:04.0,Turnover by M. Gasol (bad pass; steal by R. Rondo),,58,46
220,3,9:59.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by C. Parsons),58,49
221,3,9:41.0,C. Lee misses 2-pt jump shot from 20 ft,,58,49
222,3,9:40.0,,Defensive rebound by C. Parsons,58,49
223,3,9:33.0,,C. Parsons misses 2-pt layup at rim,58,49
224,3,9:32.0,,Offensive rebound by T. Chandler,58,49
225,3,9:32.0,,T. Chandler makes 2-pt dunk at rim,58,51
226,3,9:08.0,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),,60,51
227,3,8:58.0,,Personal block foul by C. Lee (drawn by M. Ellis),60,51
228,3,8:53.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,60,51
229,3,8:51.0,Defensive rebound by B. Udrih,,60,51
230,3,8:30.0,B. Udrih makes 2-pt jump shot from 19 ft (assist by J. Green),,62,51
231,3,8:16.0,,Personal foul by Z. Randolph (drawn by D. Nowitzki),62,51
232,3,8:10.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by C. Parsons),62,54
233,3,7:57.0,J. Green makes 3-pt jump shot from 25 ft (assist by B. Udrih),,65,54
234,3,7:31.0,,C. Parsons misses 2-pt jump shot from 20 ft,65,54
235,3,7:30.0,Defensive rebound by Z. Randolph,,65,54
236,3,7:21.0,C. Lee makes 3-pt jump shot from 22 ft (assist by J. Green),,68,54
237,3,7:19.0,,Dallas full timeout,68,54
238,3,7:04.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,68,54
239,3,7:03.0,,Offensive rebound by R. Rondo,68,54
240,3,6:57.0,,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),68,56
241,3,6:32.0,Offensive foul by Z. Randolph (drawn by T. Chandler),,68,56
242,3,6:32.0,Turnover by Z. Randolph (offensive foul),,68,56
243,3,6:22.0,,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by C. Parsons),68,58
244,3,6:07.0,Turnover by B. Udrih (bad pass; steal by M. Ellis),,68,58
245,3,6:00.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,68,58
246,3,5:58.0,Defensive rebound by J. Green,,68,58
247,3,5:41.0,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Gasol),,71,58
248,3,5:25.0,,M. Ellis misses 3-pt jump shot from 25 ft,71,58
249,3,5:24.0,Defensive rebound by Z. Randolph,,71,58
250,3,5:06.0,M. Gasol makes 2-pt jump shot from 17 ft,,73,58
251,3,5:04.0,,Dallas full timeout,73,58
252,3,5:04.0,,D. Powell enters the game for D. Nowitzki,73,58
253,3,5:04.0,,D. Harris enters the game for R. Rondo,73,58
254,3,4:50.0,,C. Parsons makes 2-pt layup from 1 ft (assist by D. Harris),73,60
255,3,4:31.0,M. Gasol makes 2-pt jump shot from 10 ft (assist by C. Lee),,75,60
256,3,4:31.0,Shooting foul by D. Powell (drawn by M. Gasol),,75,60
257,3,4:31.0,M. Gasol makes free throw 1 of 1,,76,60
258,3,4:16.0,,Shooting block foul by J. Green (drawn by C. Parsons),76,60
259,3,4:16.0,,C. Parsons makes free throw 1 of 2,76,61
260,3,4:16.0,,A. Aminu enters the game for D. Powell,76,61
261,3,4:16.0,,C. Parsons makes free throw 2 of 2,76,62
262,3,3:59.0,Z. Randolph makes 2-pt jump shot from 17 ft,,78,62
263,3,3:48.0,,C. Parsons makes 3-pt jump shot from 27 ft (assist by M. Ellis),78,65
264,3,3:24.0,B. Udrih misses 2-pt layup from 2 ft,,78,65
265,3,3:21.0,,Defensive rebound by A. Aminu,78,65
266,3,3:14.0,,M. Ellis makes 2-pt jump shot from 18 ft,78,67
267,3,3:12.0,Memphis full timeout,,78,67
268,3,3:12.0,N. Calathes enters the game for B. Udrih,,78,67
269,3,2:50.0,M. Gasol misses 2-pt hook shot from 5 ft,,78,67
270,3,2:48.0,,Defensive rebound by A. Aminu,78,67
271,3,2:29.0,,A. Aminu misses 3-pt jump shot from 23 ft,78,67
272,3,2:26.0,Defensive rebound by N. Calathes,,78,67
273,3,2:15.0,Turnover by N. Calathes (bad pass; steal by A. Aminu),,78,67
274,3,2:11.0,,M. Ellis makes 2-pt layup from 1 ft (assist by A. Aminu),78,69
275,3,1:42.0,Z. Randolph makes 2-pt jump shot from 19 ft (assist by M. Gasol),,80,69
276,3,1:22.0,,M. Ellis misses 3-pt jump shot from 23 ft,80,69
277,3,1:21.0,Defensive rebound by N. Calathes,,80,69
278,3,1:15.0,M. Gasol misses 2-pt layup from 1 ft (block by A. Aminu),,80,69
279,3,1:15.0,Offensive rebound by Team,,80,69
280,3,1:15.0,V. Carter enters the game for J. Green,,80,69
281,3,1:15.0,K. Koufos enters the game for M. Gasol,,80,69
282,3,1:15.0,,D. Nowitzki enters the game for T. Chandler,80,69
283,3,1:01.0,K. Koufos makes 2-pt hook shot from 4 ft (assist by V. Carter),,82,69
284,3,0:52.0,,Personal foul by K. Koufos (drawn by D. Nowitzki),82,69
285,3,0:52.0,,D. Nowitzki misses free throw 1 of 2,82,69
286,3,0:52.0,,Offensive rebound by Team,82,69
287,3,0:52.0,,R. Jefferson enters the game for C. Parsons,82,69
288,3,0:52.0,,D. Nowitzki makes free throw 2 of 2,82,70
289,3,0:37.0,Turnover by Z. Randolph (bad pass; steal by A. Aminu),,82,70
290,3,0:35.0,,A. Aminu makes 2-pt dunk at rim,82,72
291,3,0:18.0,Z. Randolph makes 2-pt jump shot from 7 ft,,84,72
292,3,0:09.0,,Turnover by M. Ellis (bad pass; steal by N. Calathes),84,72
293,3,0:02.0,C. Lee makes 2-pt jump shot from 16 ft,,86,72
294,3,0:00.0,,D. Harris misses 3-pt jump shot from 34 ft,86,72
295,3,0:00.0,,Offensive rebound by Team,86,72
296,4,11:48.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by D. Harris),86,75
297,4,11:22.0,N. Calathes misses 3-pt jump shot from 23 ft,,86,75
298,4,11:20.0,Offensive rebound by K. Koufos,,86,75
299,4,11:19.0,C. Lee makes 2-pt jump shot from 17 ft (assist by K. Koufos),,88,75
300,4,10:58.0,,A. Aminu makes 2-pt dunk at rim (assist by J. Barea),88,77
301,4,10:35.0,Z. Randolph makes 2-pt jump shot from 17 ft,,90,77
302,4,10:22.0,,D. Harris misses 2-pt jump shot from 23 ft,90,77
303,4,10:21.0,Defensive rebound by V. Carter,,90,77
304,4,10:10.0,N. Calathes makes 2-pt layup at rim (assist by Z. Randolph),,92,77
305,4,10:02.0,,Dallas full timeout,92,77
306,4,10:02.0,,T. Chandler enters the game for A. Aminu,92,77
307,4,9:46.0,,J. Barea misses 3-pt jump shot from 25 ft,92,77
308,4,9:44.0,,Offensive rebound by D. Nowitzki,92,77
309,4,9:43.0,,D. Nowitzki misses 2-pt layup from 2 ft,92,77
310,4,9:41.0,Defensive rebound by K. Koufos,,92,77
311,4,9:25.0,Personal foul by D. Harris (drawn by Z. Randolph),,92,77
312,4,9:16.0,Shooting foul by T. Chandler (drawn by Z. Randolph),,92,77
313,4,9:16.0,Z. Randolph makes free throw 1 of 2,,93,77
314,4,9:16.0,,R. Rondo enters the game for D. Harris,93,77
315,4,9:16.0,,M. Ellis enters the game for R. Jefferson,93,77
316,4,9:16.0,,C. Parsons enters the game for J. Barea,93,77
317,4,9:16.0,Z. Randolph makes free throw 2 of 2,,94,77
318,4,9:08.0,,Personal foul by V. Carter (drawn by C. Parsons),94,77
319,4,8:50.0,,C. Parsons misses 3-pt jump shot from 24 ft,94,77
320,4,8:49.0,Defensive rebound by C. Lee,,94,77
321,4,8:28.0,Z. Randolph makes 2-pt jump shot from 17 ft,,96,77
322,4,8:13.0,,Personal block foul by C. Lee (drawn by M. Ellis),96,77
323,4,8:13.0,J. Green enters the game for C. Lee,,96,77
324,4,8:02.0,,R. Rondo misses 3-pt jump shot from 23 ft,96,77
325,4,8:01.0,Defensive rebound by Z. Randolph,,96,77
326,4,7:44.0,V. Carter misses 3-pt jump shot from 25 ft,,96,77
327,4,7:42.0,,Defensive rebound by M. Ellis,96,77
328,4,7:34.0,,M. Ellis makes 2-pt jump shot from 20 ft,96,79
329,4,7:10.0,N. Calathes misses 2-pt jump shot from 17 ft,,96,79
330,4,7:08.0,,Defensive rebound by R. Rondo,96,79
331,4,7:00.0,,R. Rondo misses 2-pt jump shot from 20 ft,96,79
332,4,6:59.0,Defensive rebound by K. Koufos,,96,79
333,4,6:44.0,Personal foul by T. Chandler (drawn by Z. Randolph),,96,79
334,4,6:44.0,,D. Harris enters the game for D. Nowitzki,96,79
335,4,6:31.0,Z. Randolph makes 2-pt jump shot from 17 ft (assist by V. Carter),,98,79
336,4,6:28.0,,Dallas full timeout,98,79
337,4,6:18.0,,C. Parsons misses 3-pt jump shot from 25 ft,98,79
338,4,6:16.0,Defensive rebound by Z. Randolph,,98,79
339,4,5:54.0,Z. Randolph misses 2-pt jump shot from 18 ft,,98,79
340,4,5:54.0,,Defensive rebound by D. Harris,98,79
341,4,5:32.0,,M. Ellis misses 2-pt jump shot from 19 ft,98,79
342,4,5:31.0,Defensive rebound by N. Calathes,,98,79
343,4,5:18.0,Shooting foul by D. Harris (drawn by V. Carter),,98,79
344,4,5:18.0,V. Carter makes free throw 1 of 2,,99,79
345,4,5:18.0,,R. Jefferson enters the game for C. Parsons,99,79
346,4,5:18.0,M. Gasol enters the game for Z. Randolph,,99,79
347,4,5:18.0,,J. Barea enters the game for M. Ellis,99,79
348,4,5:18.0,,R. Felton enters the game for D. Harris,99,79
349,4,5:18.0,,A. Aminu enters the game for R. Rondo,99,79
350,4,5:18.0,V. Carter makes free throw 2 of 2,,100,79
351,4,5:04.0,,Personal foul by N. Calathes (drawn by J. Barea),100,79
352,4,5:04.0,,G. Smith enters the game for T. Chandler,100,79
353,4,4:54.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by R. Felton),100,82
354,4,4:28.0,M. Gasol misses 3-pt jump shot from 24 ft,,100,82
355,4,4:25.0,Offensive rebound by K. Koufos,,100,82
356,4,4:25.0,K. Koufos misses 2-pt tip-in from 3 ft,,100,82
357,4,4:23.0,,Defensive rebound by A. Aminu,100,82
358,4,4:17.0,,R. Felton makes 2-pt jump shot from 5 ft,100,84
359,4,4:07.0,Personal block foul by A. Aminu (drawn by N. Calathes),,100,84
360,4,4:07.0,N. Calathes misses free throw 1 of 2,,100,84
361,4,4:07.0,Offensive rebound by Team,,100,84
362,4,4:07.0,N. Calathes makes free throw 2 of 2,,101,84
363,4,3:57.0,,J. Barea misses 2-pt jump shot from 2 ft,101,84
364,4,3:53.0,Defensive rebound by V. Carter,,101,84
365,4,3:34.0,K. Koufos makes 2-pt layup from 2 ft (assist by M. Gasol),,103,84
366,4,3:16.0,,A. Aminu misses 3-pt jump shot from 25 ft,103,84
367,4,3:15.0,Defensive rebound by V. Carter,,103,84
368,4,3:00.0,K. Koufos makes 2-pt jump shot from 10 ft,,105,84
369,4,2:48.0,,J. Barea makes 2-pt layup from 2 ft,105,86
370,4,2:36.0,Shooting foul by R. Felton (drawn by K. Koufos),,105,86
371,4,2:36.0,Official timeout,,105,86
372,4,2:36.0,,D. Powell enters the game for R. Jefferson,105,86
373,4,2:36.0,C. Lee enters the game for M. Gasol,,105,86
374,4,2:36.0,K. Koufos misses free throw 1 of 2,,105,86
375,4,2:36.0,Offensive rebound by Team,,105,86
376,4,2:36.0,K. Koufos makes free throw 2 of 2,,106,86
377,4,2:27.0,,Shooting foul by V. Carter (drawn by G. Smith),106,86
378,4,2:27.0,,G. Smith misses free throw 1 of 2,106,86
379,4,2:27.0,,Offensive rebound by Team,106,86
380,4,2:27.0,,C. Villanueva enters the game for D. Powell,106,86
381,4,2:27.0,,G. Smith misses free throw 2 of 2,106,86
382,4,2:26.0,Defensive rebound by K. Koufos,,106,86
383,4,2:12.0,J. Green misses 2-pt layup from 2 ft,,106,86
