,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
0,1,11:45.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),0,2
1,1,11:23.0,A. Aminu misses 2-pt dunk from 2 ft,,0,2
2,1,11:22.0,,Defensive rebound by D. Cousins,0,2
3,1,11:18.0,,D. Cousins makes 2-pt dunk at rim,0,4
4,1,11:02.0,C. Parsons misses 2-pt jump shot from 5 ft (block by J. Thompson),,0,4
5,1,10:59.0,,Defensive rebound by D. Cousins,0,4
6,1,10:57.0,,Turnover by D. Cousins (bad pass; steal by M. Ellis),0,4
7,1,10:54.0,A. Aminu makes 2-pt dunk at rim (assist by J. Barea),,2,4
8,1,10:31.0,,R. Gay misses 2-pt jump shot from 16 ft,2,4
9,1,10:30.0,Defensive rebound by T. Chandler,,2,4
10,1,10:16.0,Turnover by T. Chandler (lost ball; steal by J. Thompson),,2,4
11,1,10:12.0,Offensive charge foul by D. Collison (drawn by J. Barea),,2,4
12,1,10:12.0,,Turnover by D. Collison (offensive foul),2,4
13,1,10:00.0,C. Parsons misses 2-pt jump shot from 15 ft,,2,4
14,1,9:59.0,,Defensive rebound by J. Thompson,2,4
15,1,9:54.0,,R. Gay makes 2-pt layup from 1 ft (assist by B. McLemore),2,6
16,1,9:36.0,Personal foul by B. McLemore (drawn by A. Aminu),,2,6
17,1,9:29.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,4,6
18,1,9:26.0,Violation by Team (delay of game),,4,6
19,1,9:16.0,,Shooting foul by T. Chandler (drawn by D. Cousins),4,6
20,1,9:16.0,,D. Cousins misses free throw 1 of 2,4,6
21,1,9:16.0,,Offensive rebound by Team,4,6
22,1,9:16.0,,D. Cousins makes free throw 2 of 2,4,7
23,1,9:03.0,J. Barea makes 3-pt jump shot from 23 ft (assist by M. Ellis),,7,7
24,1,8:39.0,,R. Gay misses 2-pt jump shot from 14 ft,7,7
25,1,8:39.0,Defensive rebound by J. Barea,,7,7
26,1,8:25.0,C. Parsons misses 3-pt jump shot from 24 ft,,7,7
27,1,8:24.0,Offensive rebound by T. Chandler,,7,7
28,1,8:24.0,T. Chandler makes 2-pt dunk at rim,,9,7
29,1,8:08.0,,B. McLemore misses 3-pt jump shot from 23 ft,9,7
30,1,8:07.0,Defensive rebound by M. Ellis,,9,7
31,1,8:05.0,Personal foul by B. McLemore (drawn by M. Ellis),,9,7
32,1,8:05.0,,N. Stauskas enters the game for B. McLemore,9,7
33,1,7:51.0,M. Ellis makes 2-pt layup from 4 ft,,11,7
34,1,7:32.0,,D. Cousins misses 2-pt jump shot from 19 ft,11,7
35,1,7:31.0,Defensive rebound by T. Chandler,,11,7
36,1,7:21.0,C. Parsons misses 2-pt jump shot from 10 ft,,11,7
37,1,7:20.0,,Defensive rebound by D. Cousins,11,7
38,1,7:14.0,,R. Gay misses 3-pt jump shot from 22 ft,11,7
39,1,7:13.0,Defensive rebound by T. Chandler,,11,7
40,1,6:59.0,,Violation by D. Cousins (def goaltending),11,7
41,1,6:59.0,M. Ellis makes 2-pt jump shot from 6 ft (assist by C. Parsons),,13,7
42,1,6:40.0,,Shooting foul by A. Aminu (drawn by D. Cousins),13,7
43,1,6:40.0,,D. Cousins makes free throw 1 of 2,13,8
44,1,6:40.0,D. Powell enters the game for T. Chandler,,13,8
45,1,6:40.0,,D. Cousins makes free throw 2 of 2,13,9
46,1,6:18.0,J. Barea misses 3-pt jump shot from 27 ft,,13,9
47,1,6:18.0,,Defensive rebound by R. Gay,13,9
48,1,6:12.0,,Shooting foul by D. Powell (drawn by D. Cousins),13,9
49,1,6:12.0,,D. Cousins makes 2-pt jump shot from 3 ft (assist by R. Gay),13,11
50,1,6:12.0,,D. Cousins makes free throw 1 of 1,13,12
51,1,5:58.0,Turnover by M. Ellis (bad pass),,13,12
52,1,5:58.0,,Sacramento full timeout,13,12
53,1,5:58.0,G. Smith enters the game for D. Powell,,13,12
54,1,5:39.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by D. Cousins),13,15
55,1,5:23.0,A. Aminu misses 2-pt jump shot from 3 ft,,13,15
56,1,5:22.0,,Defensive rebound by N. Stauskas,13,15
57,1,5:17.0,,D. Collison makes 2-pt layup from 2 ft (assist by N. Stauskas),13,17
58,1,4:58.0,Personal foul by D. Collison (drawn by J. Barea),,13,17
59,1,4:58.0,C. Villanueva enters the game for C. Parsons,,13,17
60,1,4:58.0,D. Harris enters the game for J. Barea,,13,17
61,1,4:58.0,,R. Sessions enters the game for D. Collison,13,17
62,1,4:58.0,T. Chandler enters the game for G. Smith,,13,17
63,1,4:45.0,D. Harris makes 3-pt jump shot from 25 ft,,16,17
64,1,4:23.0,,Turnover by D. Cousins (bad pass; steal by M. Ellis),16,17
65,1,4:19.0,M. Ellis makes 2-pt layup from 1 ft,,18,17
66,1,4:03.0,,R. Gay misses 3-pt jump shot from 24 ft,18,17
67,1,4:03.0,Defensive rebound by T. Chandler,,18,17
68,1,3:56.0,,Violation by R. Gay (kicked ball),18,17
69,1,3:56.0,,D. Williams enters the game for J. Thompson,18,17
70,1,3:48.0,C. Villanueva misses 3-pt jump shot from 25 ft,,18,17
71,1,3:47.0,,Defensive rebound by D. Cousins,18,17
72,1,3:42.0,,D. Williams makes 2-pt dunk at rim (assist by R. Sessions),18,19
73,1,3:22.0,T. Chandler misses 2-pt layup from 2 ft (block by R. Gay),,18,19
74,1,3:20.0,,Defensive rebound by N. Stauskas,18,19
75,1,3:16.0,,R. Gay misses 2-pt dunk at rim,18,19
76,1,3:13.0,,Offensive rebound by N. Stauskas,18,19
77,1,3:12.0,,Turnover by N. Stauskas (bad pass; steal by A. Aminu),18,19
78,1,3:05.0,Personal foul by R. Sessions (drawn by T. Chandler),,18,19
79,1,2:58.0,C. Villanueva misses 2-pt hook shot from 4 ft,,18,19
80,1,2:56.0,,Defensive rebound by D. Cousins,18,19
81,1,2:47.0,,R. Gay misses 2-pt layup from 2 ft (block by A. Aminu),18,19
82,1,2:45.0,Defensive rebound by A. Aminu,,18,19
83,1,2:38.0,M. Ellis misses 3-pt jump shot from 25 ft,,18,19
84,1,2:37.0,Offensive rebound by A. Aminu,,18,19
85,1,2:21.0,D. Harris misses 3-pt jump shot from 24 ft,,18,19
86,1,2:21.0,,Defensive rebound by D. Cousins,18,19
87,1,2:06.0,,R. Sessions makes 2-pt layup from 2 ft,18,21
88,1,2:06.0,Dallas full timeout,,18,21
89,1,2:06.0,R. Jefferson enters the game for A. Aminu,,18,21
90,1,2:06.0,C. Parsons enters the game for M. Ellis,,18,21
91,1,2:06.0,,O. Casspi enters the game for R. Gay,18,21
92,1,1:52.0,D. Harris misses 2-pt jump shot from 5 ft,,18,21
93,1,1:52.0,Offensive rebound by T. Chandler,,18,21
94,1,1:52.0,Shooting foul by R. Sessions (drawn by T. Chandler),,18,21
