,QUARTER,TIME_REMAINING,UTAH_ACTION,TORONTO_ACTION,UTAH_SCORE,TORONTO_SCORE
0,1,11:41.0,A. Burks misses 3-pt jump shot from 23 ft,,0,0
1,1,11:39.0,,Defensive rebound by K. Lowry,0,0
2,1,11:26.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft,0,2
3,1,11:06.0,E. Freedom misses 2-pt jump shot from 17 ft,,0,2
4,1,11:04.0,,Defensive rebound by J. Valančiūnas,0,2
5,1,10:55.0,,D. DeRozan makes 2-pt jump shot from 14 ft,0,4
6,1,10:42.0,T. Burke misses 2-pt jump shot from 16 ft,,0,4
7,1,10:41.0,,Defensive rebound by J. Valančiūnas,0,4
8,1,10:31.0,Violation by D. Favors (kicked ball),,0,4
9,1,10:24.0,,Personal foul by D. Favors (drawn by J. Valančiūnas),0,4
10,1,10:17.0,,J. Valančiūnas misses 2-pt jump shot from 13 ft,0,4
11,1,10:16.0,Defensive rebound by A. Burks,,0,4
12,1,9:54.0,T. Burke misses 3-pt jump shot from 25 ft,,0,4
13,1,9:53.0,,Defensive rebound by D. DeRozan,0,4
14,1,9:46.0,,D. DeRozan makes 2-pt jump shot from 15 ft,0,6
15,1,9:30.0,A. Burks misses 2-pt jump shot from 15 ft,,0,6
16,1,9:29.0,Offensive rebound by Team,,0,6
17,1,9:22.0,E. Freedom makes 2-pt dunk at rim (assist by G. Hayward),,2,6
18,1,9:03.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),2,8
19,1,8:39.0,E. Freedom makes 3-pt jump shot from 22 ft (assist by A. Burks),,5,8
20,1,8:19.0,,K. Lowry makes 2-pt layup from 1 ft,5,10
21,1,8:04.0,D. Favors makes 2-pt dunk at rim (assist by T. Burke),,7,10
22,1,7:38.0,,Personal foul by E. Freedom (drawn by J. Valančiūnas),7,10
23,1,7:31.0,,T. Ross misses 3-pt jump shot from 23 ft,7,10
24,1,7:30.0,Defensive rebound by A. Burks,,7,10
25,1,7:22.0,Personal foul by T. Ross (drawn by G. Hayward),,7,10
26,1,7:10.0,D. Favors makes 2-pt jump shot from 3 ft (assist by A. Burks),,9,10
27,1,6:50.0,,D. DeRozan makes 2-pt jump shot from 4 ft,9,12
28,1,6:31.0,T. Burke makes 2-pt jump shot from 18 ft (assist by D. Favors),,11,12
29,1,6:16.0,,A. Johnson misses 2-pt jump shot from 18 ft,11,12
30,1,6:15.0,Defensive rebound by T. Burke,,11,12
31,1,5:55.0,A. Burks misses 2-pt jump shot from 20 ft,,11,12
32,1,5:55.0,Offensive rebound by Team,,11,12
33,1,5:55.0,,Toronto full timeout,11,12
34,1,5:55.0,J. Ingles enters the game for G. Hayward,,11,12
35,1,5:38.0,D. Favors misses 2-pt jump shot from 15 ft,,11,12
36,1,5:35.0,Offensive rebound by A. Burks,,11,12
37,1,5:33.0,A. Burks makes 2-pt jump shot from 5 ft,,13,12
38,1,5:07.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft,13,14
39,1,4:49.0,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),,15,14
40,1,4:27.0,,D. DeRozan misses 2-pt jump shot from 2 ft,15,14
41,1,4:25.0,Defensive rebound by D. Favors,,15,14
42,1,4:07.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by A. Burks),,18,14
43,1,3:45.0,,D. DeRozan makes 2-pt layup from 2 ft,18,16
44,1,3:28.0,T. Burke misses 3-pt jump shot from 23 ft,,18,16
45,1,3:26.0,,Defensive rebound by J. Valančiūnas,18,16
46,1,3:17.0,,Turnover by K. Lowry (bad pass; steal by E. Freedom),18,16
47,1,3:02.0,E. Freedom misses 2-pt jump shot from 10 ft (block by J. Valančiūnas),,18,16
48,1,3:00.0,,Defensive rebound by J. Valančiūnas,18,16
49,1,2:51.0,,D. DeRozan misses 2-pt jump shot from 13 ft,18,16
50,1,2:50.0,Defensive rebound by D. Favors,,18,16
51,1,2:30.0,D. Favors makes 2-pt jump shot from 12 ft (assist by J. Ingles),,20,16
52,1,2:13.0,,K. Lowry misses 2-pt jump shot from 19 ft,20,16
