,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
371,4,8:58.0,Defensive rebound by J. Lauvergne,,107,78
372,4,8:53.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by J. Lauvergne),,110,78
373,4,8:43.0,,V. Oladipo makes 2-pt jump shot from 8 ft,110,80
374,4,8:37.0,Denver full timeout,,110,80
375,4,8:37.0,,A. Gordon enters the game for B. Gordon,110,80
376,4,8:37.0,E. Green enters the game for D. Gallinari,,110,80
377,4,8:23.0,E. Green misses 2-pt jump shot from 15 ft,,110,80
378,4,8:20.0,,Defensive rebound by K. O'Quinn,110,80
379,4,8:13.0,,V. Oladipo makes 2-pt layup from 1 ft,110,82
380,4,7:47.0,K. Faried misses 2-pt jump shot from 19 ft,,110,82
381,4,7:46.0,Offensive rebound by E. Green,,110,82
382,4,7:44.0,E. Green misses 2-pt jump shot from 17 ft,,110,82
383,4,7:44.0,Offensive rebound by Team,,110,82
384,4,7:44.0,Turnover by Team (shot clock),,110,82
385,4,7:44.0,J. Hickson enters the game for K. Faried,,110,82
386,4,7:36.0,,Personal foul by J. Hickson (drawn by V. Oladipo),110,82
387,4,7:25.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,110,82
388,4,7:24.0,,Offensive rebound by K. O'Quinn,110,82
389,4,7:24.0,,Shooting foul by E. Green (drawn by K. O'Quinn),110,82
390,4,7:24.0,,K. O'Quinn makes free throw 1 of 2,110,83
391,4,7:24.0,,K. O'Quinn makes free throw 2 of 2,110,84
392,4,7:09.0,J. Hickson makes 2-pt layup from 1 ft (assist by J. Lauvergne),,112,84
393,4,6:50.0,,Turnover by V. Oladipo (bad pass),112,84
394,4,6:40.0,Turnover by J. Lauvergne (bad pass; steal by K. O'Quinn),,112,84
395,4,6:34.0,,K. O'Quinn misses 2-pt layup from 2 ft (block by J. Lauvergne),112,84
396,4,6:32.0,,Offensive rebound by K. O'Quinn,112,84
397,4,6:32.0,,Shooting foul by J. Lauvergne (drawn by K. O'Quinn),112,84
398,4,6:32.0,,K. O'Quinn makes free throw 1 of 2,112,85
399,4,6:32.0,,K. O'Quinn makes free throw 2 of 2,112,86
400,4,6:17.0,W. Barton misses 3-pt jump shot from 25 ft,,112,86
401,4,6:16.0,,Defensive rebound by E. Payton,112,86
402,4,6:07.0,,E. Payton makes 2-pt jump shot from 3 ft,112,88
403,4,5:49.0,Shooting foul by A. Gordon (drawn by G. Harris),,112,88
404,4,5:49.0,Official timeout,,112,88
405,4,5:49.0,,W. Green enters the game for L. Ridnour,112,88
406,4,5:49.0,G. Harris misses free throw 1 of 2,,112,88
407,4,5:49.0,Offensive rebound by Team,,112,88
408,4,5:49.0,G. Harris makes free throw 2 of 2,,113,88
409,4,5:29.0,,K. O'Quinn misses 3-pt jump shot from 25 ft,113,88
410,4,5:28.0,,Offensive rebound by V. Oladipo,113,88
411,4,5:17.0,,V. Oladipo makes 2-pt layup at rim,113,90
412,4,4:58.0,W. Barton misses 2-pt jump shot from 7 ft,,113,90
413,4,4:54.0,,Defensive rebound by V. Oladipo,113,90
414,4,4:50.0,,W. Green misses 3-pt jump shot from 25 ft,113,90
415,4,4:48.0,Defensive rebound by J. Hickson,,113,90
416,4,4:46.0,Turnover by J. Hickson (bad pass; steal by E. Payton),,113,90
417,4,4:41.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),113,92
418,4,4:13.0,W. Barton misses 2-pt jump shot from 15 ft,,113,92
419,4,4:12.0,Offensive rebound by J. Lauvergne,,113,92
420,4,4:10.0,J. Lauvergne makes 2-pt layup from 1 ft,,115,92
421,4,3:56.0,,K. O'Quinn misses 2-pt jump shot from 12 ft,115,92
422,4,3:55.0,Defensive rebound by E. Green,,115,92
423,4,3:47.0,J. Hickson misses 2-pt layup from 2 ft (block by A. Gordon),,115,92
424,4,3:44.0,Offensive rebound by J. Hickson,,115,92
425,4,3:44.0,Turnover by J. Hickson (bad pass),,115,92
426,4,3:36.0,,V. Oladipo makes 2-pt jump shot from 16 ft,115,94
427,4,3:16.0,E. Green misses 2-pt jump shot from 12 ft,,115,94
428,4,3:15.0,,Defensive rebound by A. Gordon,115,94
429,4,3:04.0,,A. Gordon makes 2-pt dunk at rim (assist by V. Oladipo),115,96
430,4,2:43.0,W. Barton makes 2-pt jump shot from 4 ft (assist by E. Green),,117,96
431,4,2:25.0,,Turnover by K. O'Quinn (bad pass; steal by J. Lauvergne),117,96
432,4,2:23.0,Personal foul by K. O'Quinn (drawn by W. Barton),,117,96
433,4,2:23.0,,Orlando full timeout,117,96
434,4,2:08.0,W. Barton misses 2-pt jump shot from 9 ft,,117,96
435,4,2:05.0,Offensive rebound by J. Hickson,,117,96
436,4,2:00.0,G. Harris makes 2-pt jump shot from 8 ft (assist by E. Green),,119,96
437,4,1:53.0,,Turnover by V. Oladipo (bad pass),119,96
438,4,1:34.0,G. Harris misses 3-pt jump shot from 23 ft,,119,96
439,4,1:31.0,Offensive rebound by G. Harris,,119,96
440,4,1:21.0,Turnover by W. Barton (bad pass),,119,96
441,4,1:10.0,,E. Payton misses 2-pt jump shot from 8 ft,119,96
442,4,1:09.0,,Offensive rebound by K. O'Quinn,119,96
443,4,1:09.0,,K. O'Quinn misses 2-pt tip-in from 1 ft,119,96
444,4,1:08.0,,Offensive rebound by K. O'Quinn,119,96
445,4,1:08.0,,K. O'Quinn makes 2-pt layup from 1 ft,119,98
446,4,0:49.0,E. Green misses 3-pt jump shot from 25 ft,,119,98
447,4,0:48.0,,Defensive rebound by K. O'Quinn,119,98
448,4,0:41.0,,V. Oladipo misses 3-pt jump shot from 24 ft,119,98
449,4,0:38.0,Defensive rebound by J. Lauvergne,,119,98
450,4,0:35.0,Turnover by J. Lauvergne (bad pass; steal by W. Green),,119,98
451,4,0:13.0,,V. Oladipo misses 2-pt jump shot from 17 ft,119,98
452,4,0:11.0,,Offensive rebound by K. O'Quinn,119,98
453,4,0:11.0,,K. O'Quinn makes 2-pt layup from 1 ft,119,100
