,QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
0,1,11:41.0,,C. Lee makes 2-pt jump shot from 17 ft (assist by B. Udrih),0,2
1,1,11:25.0,D. Arthur misses 2-pt layup from 2 ft,,0,2
2,1,11:23.0,Offensive rebound by D. Arthur,,0,2
3,1,11:22.0,D. Arthur misses 2-pt layup from 1 ft,,0,2
4,1,11:20.0,,Defensive rebound by J. Green,0,2
5,1,11:09.0,,M. Gasol misses 2-pt hook shot from 8 ft,0,2
6,1,11:04.0,Defensive rebound by W. Chandler,,0,2
7,1,10:56.0,W. Chandler misses 2-pt jump shot from 11 ft,,0,2
8,1,10:55.0,,Defensive rebound by J. Green,0,2
9,1,10:39.0,,C. Lee makes 2-pt layup from 2 ft,0,4
10,1,10:30.0,J. Nelson makes 3-pt jump shot from 24 ft,,3,4
11,1,10:12.0,,Z. Randolph makes 2-pt jump shot from 15 ft,3,6
12,1,9:55.0,R. Foye misses 3-pt jump shot from 26 ft,,3,6
13,1,9:54.0,,Defensive rebound by M. Gasol,3,6
14,1,9:45.0,,M. Gasol misses 2-pt jump shot from 19 ft,3,6
15,1,9:44.0,,Offensive rebound by Z. Randolph,3,6
16,1,9:31.0,,Z. Randolph misses 2-pt layup from 1 ft,3,6
17,1,9:30.0,,Offensive rebound by Z. Randolph,3,6
18,1,9:30.0,,Z. Randolph makes 2-pt layup from 1 ft,3,8
19,1,9:30.0,,Shooting foul by J. Nurkić (drawn by Z. Randolph),3,8
20,1,9:30.0,J. Hickson enters the game for J. Nurkić,,3,8
21,1,9:30.0,,Z. Randolph makes free throw 1 of 1,3,9
22,1,9:05.0,D. Arthur misses 2-pt jump shot from 13 ft,,3,9
23,1,9:04.0,,Defensive rebound by C. Lee,3,9
24,1,9:01.0,Offensive charge foul by J. Green (drawn by D. Arthur),,3,9
25,1,9:01.0,,Turnover by J. Green (offensive foul),3,9
26,1,9:01.0,J. Nurkić enters the game for J. Hickson,,3,9
27,1,8:50.0,J. Nelson misses 3-pt jump shot from 26 ft,,3,9
28,1,8:49.0,Offensive rebound by W. Chandler,,3,9
29,1,8:49.0,,Loose ball foul by J. Green (drawn by W. Chandler),3,9
30,1,8:49.0,,T. Allen enters the game for J. Green,3,9
31,1,8:43.0,Offensive foul by J. Nelson (drawn by B. Udrih),,3,9
32,1,8:43.0,Turnover by J. Nelson (offensive foul),,3,9
33,1,8:28.0,,C. Lee misses 2-pt jump shot from 10 ft,3,9
34,1,8:26.0,Defensive rebound by J. Nurkić,,3,9
35,1,8:21.0,R. Foye misses 2-pt jump shot from 4 ft,,3,9
36,1,8:18.0,Offensive rebound by W. Chandler,,3,9
37,1,8:18.0,W. Chandler misses 2-pt tip-in from 1 ft,,3,9
38,1,8:15.0,,Defensive rebound by Z. Randolph,3,9
39,1,8:06.0,,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),3,11
