,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA CLIPPERS_ACTION,PHILADELPHIA_SCORE,LA CLIPPERS_SCORE
35,1,5:52.0,Philadelphia full timeout,,11,20
36,1,5:52.0,J. Grant enters the game for L. Mbah a Moute,,11,20
37,1,5:30.0,J. Grant misses 2-pt jump shot from 19 ft,,11,20
38,1,5:28.0,Offensive rebound by N. Noel,,11,20
39,1,5:22.0,Turnover by N. Noel (lost ball),,11,20
40,1,5:08.0,,B. Griffin misses 2-pt jump shot from 4 ft (block by N. Noel),11,20
41,1,5:05.0,,Offensive rebound by C. Paul,11,20
42,1,5:02.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),11,22
43,1,5:02.0,,Shooting foul by N. Noel (drawn by B. Griffin),11,22
44,1,5:02.0,J. Sampson enters the game for K. McDaniels,,11,22
45,1,5:02.0,,B. Griffin makes free throw 1 of 1,11,23
46,1,4:53.0,Turnover by N. Noel (lost ball),,11,23
47,1,4:44.0,,M. Barnes misses 3-pt jump shot from 26 ft,11,23
48,1,4:44.0,,Offensive rebound by Team,11,23
49,1,4:44.0,Loose ball foul by J. Sampson (drawn by D. Jordan),,11,23
50,1,4:44.0,H. Sims enters the game for N. Noel,,11,23
51,1,4:29.0,,Turnover by B. Griffin (bad pass; steal by J. Sampson),11,23
52,1,4:09.0,J. Sampson makes 2-pt dunk at rim (assist by T. Wroten),,13,23
53,1,3:51.0,M. Thomas enters the game for R. Covington,,13,23
54,1,3:44.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by D. Jordan),13,26
55,1,3:30.0,J. Sampson makes 2-pt dunk at rim (assist by H. Sims),,15,26
56,1,3:23.0,,Shooting foul by J. Sampson (drawn by D. Jordan),15,26
57,1,3:23.0,,D. Jordan misses free throw 1 of 2,15,26
58,1,3:23.0,,Offensive rebound by Team,15,26
59,1,3:23.0,,S. Hawes enters the game for B. Griffin,15,26
60,1,3:23.0,,J. Crawford enters the game for M. Barnes,15,26
61,1,3:23.0,,D. Jordan misses free throw 2 of 2,15,26
62,1,3:21.0,,Offensive rebound by J. Crawford,15,26
63,1,3:17.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Crawford),15,29
64,1,3:07.0,T. Wroten makes 2-pt layup from 1 ft,,17,29
65,1,2:56.0,,C. Paul misses 2-pt jump shot from 10 ft,17,29
66,1,2:54.0,,Offensive rebound by D. Jordan,17,29
67,1,2:52.0,,D. Jordan misses 2-pt layup at rim,17,29
68,1,2:51.0,Defensive rebound by J. Sampson,,17,29
69,1,2:34.0,T. Wroten makes 2-pt layup from 1 ft,,19,29
70,1,2:32.0,Violation by Team (jump ball),,19,29
71,1,2:27.0,,LA Clippers full timeout,19,29
72,1,2:27.0,K. McDaniels enters the game for T. Wroten,,19,29
73,1,2:17.0,,J. Redick misses 3-pt jump shot from 23 ft,19,29
74,1,2:14.0,Defensive rebound by M. Thomas,,19,29
75,1,2:13.0,Shooting foul by C. Paul (drawn by K. McDaniels),,19,29
76,1,2:13.0,K. McDaniels misses free throw 1 of 2,,19,29
77,1,2:13.0,Offensive rebound by Team,,19,29
78,1,2:13.0,,R. Bullock enters the game for J. Redick,19,29
79,1,2:13.0,K. McDaniels misses free throw 2 of 2,,19,29
80,1,2:10.0,,Defensive rebound by R. Bullock,19,29
81,1,1:58.0,,S. Hawes misses 3-pt jump shot from 25 ft,19,29
82,1,1:56.0,Defensive rebound by K. McDaniels,,19,29
83,1,1:34.0,J. Sampson misses 3-pt jump shot from 23 ft,,19,29
84,1,1:32.0,,Defensive rebound by R. Bullock,19,29
85,1,1:22.0,,S. Hawes misses 3-pt jump shot from 24 ft,19,29
86,1,1:21.0,Defensive rebound by K. McDaniels,,19,29
87,1,1:07.0,M. Thomas misses 2-pt jump shot from 15 ft,,19,29
88,1,1:06.0,,Defensive rebound by C. Paul,19,29
89,1,1:00.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),19,32
90,1,0:42.0,Turnover by H. Sims (bad pass),,19,32
91,1,0:42.0,,G. Davis enters the game for D. Jordan,19,32
92,1,0:42.0,,J. Farmar enters the game for C. Paul,19,32
93,1,0:32.0,,Personal foul by K. McDaniels (drawn by J. Crawford),19,32
94,1,0:32.0,L. Mbah a Moute enters the game for J. Sampson,,19,32
95,1,0:25.0,,S. Hawes makes 2-pt layup from 2 ft (assist by J. Farmar),19,34
96,1,0:04.0,K. McDaniels makes 2-pt layup from 1 ft (assist by H. Sims),,21,34
97,1,0:02.0,,J. Crawford misses 3-pt jump shot from 30 ft,21,34
98,1,0:00.0,,Offensive rebound by Team,21,34
99,2,11:44.0,R. Covington misses 3-pt jump shot from 23 ft,,21,34
100,2,11:43.0,,Defensive rebound by G. Davis,21,34
101,2,11:36.0,,J. Farmar misses 3-pt jump shot from 27 ft,21,34
102,2,11:33.0,Defensive rebound by R. Covington,,21,34
103,2,11:23.0,Turnover by H. Sims (bad pass; steal by R. Bullock),,21,34
104,2,11:19.0,,Shooting foul by H. Sims (drawn by G. Davis),21,34
105,2,11:19.0,,G. Davis makes free throw 1 of 2,21,35
106,2,11:19.0,,G. Davis makes free throw 2 of 2,21,36
107,2,11:10.0,T. Wroten misses 2-pt layup from 1 ft,,21,36
108,2,11:09.0,,Defensive rebound by S. Hawes,21,36
109,2,11:03.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by S. Hawes),21,39
110,2,10:52.0,Personal foul by J. Crawford (drawn by R. Covington),,21,39
111,2,10:52.0,N. Noel enters the game for H. Sims,,21,39
112,2,10:38.0,T. Wroten misses 3-pt jump shot from 22 ft,,21,39
113,2,10:37.0,,Defensive rebound by R. Bullock,21,39
114,2,10:34.0,,Shooting foul by R. Covington (drawn by R. Bullock),21,39
115,2,10:34.0,,R. Bullock misses free throw 1 of 2,21,39
116,2,10:34.0,,Offensive rebound by Team,21,39
117,2,10:34.0,,R. Bullock makes free throw 2 of 2,21,40
118,2,10:23.0,Turnover by N. Noel (traveling),,21,40
119,2,10:12.0,,J. Farmar misses 3-pt jump shot from 25 ft,21,40
120,2,10:11.0,Defensive rebound by M. Thomas,,21,40
121,2,10:03.0,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by T. Wroten),,24,40
122,2,9:51.0,,J. Crawford misses 3-pt jump shot from 25 ft,24,40
123,2,9:50.0,Defensive rebound by M. Thomas,,24,40
124,2,9:36.0,Shooting foul by R. Bullock (drawn by L. Mbah a Moute),,24,40
125,2,9:36.0,L. Mbah a Moute makes free throw 1 of 2,,25,40
126,2,9:36.0,F. Aldemir enters the game for M. Thomas,,25,40
127,2,9:36.0,L. Mbah a Moute makes free throw 2 of 2,,26,40
128,2,9:24.0,,J. Crawford makes 2-pt jump shot from 13 ft,26,42
129,2,9:06.0,Shooting foul by S. Hawes (drawn by L. Mbah a Moute),,26,42
130,2,9:06.0,L. Mbah a Moute makes free throw 1 of 2,,27,42
131,2,9:06.0,,B. Griffin enters the game for G. Davis,27,42
132,2,9:06.0,L. Mbah a Moute makes free throw 2 of 2,,28,42
133,2,8:52.0,,Shooting foul by R. Covington (drawn by J. Crawford),28,42
134,2,8:52.0,Official timeout,,28,42
135,2,8:52.0,,J. Crawford makes free throw 1 of 2,28,43
136,2,8:52.0,,J. Crawford makes free throw 2 of 2,28,44
137,2,8:38.0,F. Aldemir misses 2-pt jump shot from 17 ft,,28,44
138,2,8:37.0,,Defensive rebound by J. Farmar,28,44
139,2,8:26.0,,B. Griffin makes 2-pt layup from 1 ft (assist by S. Hawes),28,46
140,2,8:15.0,Shooting foul by B. Griffin (drawn by T. Wroten),,28,46
141,2,8:15.0,T. Wroten makes free throw 1 of 2,,29,46
142,2,8:15.0,T. Wroten misses free throw 2 of 2,,29,46
143,2,8:13.0,Offensive rebound by N. Noel,,29,46
144,2,7:56.0,N. Noel misses 2-pt jump shot from 3 ft (block by S. Hawes),,29,46
145,2,7:55.0,Offensive rebound by F. Aldemir,,29,46
146,2,7:51.0,F. Aldemir misses 2-pt layup from 1 ft,,29,46
147,2,7:50.0,Offensive rebound by N. Noel,,29,46
148,2,7:50.0,N. Noel makes 2-pt dunk at rim,,31,46
149,2,7:30.0,,J. Crawford misses 3-pt jump shot from 24 ft,31,46
150,2,7:28.0,Defensive rebound by F. Aldemir,,31,46
151,2,7:20.0,T. Wroten misses 2-pt layup at rim,,31,46
152,2,7:18.0,,Defensive rebound by B. Griffin,31,46
153,2,7:16.0,,C. Paul enters the game for J. Farmar,31,46
154,2,7:16.0,,M. Barnes enters the game for R. Bullock,31,46
155,2,7:10.0,,B. Griffin misses 2-pt jump shot from 15 ft,31,46
156,2,7:09.0,Defensive rebound by F. Aldemir,,31,46
157,2,6:49.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,31,46
158,2,6:48.0,,Defensive rebound by M. Barnes,31,46
159,2,6:35.0,,B. Griffin makes 2-pt dunk at rim (assist by S. Hawes),31,48
160,2,6:12.0,T. Wroten misses 3-pt jump shot from 26 ft,,31,48
161,2,6:10.0,,Defensive rebound by S. Hawes,31,48
162,2,5:59.0,,S. Hawes misses 2-pt layup from 1 ft,31,48
163,2,5:58.0,Defensive rebound by F. Aldemir,,31,48
164,2,5:55.0,T. Wroten makes 2-pt layup from 1 ft,,33,48
165,2,5:28.0,,B. Griffin misses 2-pt jump shot from 9 ft,33,48
166,2,5:25.0,Defensive rebound by R. Covington,,33,48
167,2,5:21.0,Philadelphia full timeout,,33,48
168,2,5:21.0,,D. Jordan enters the game for S. Hawes,33,48
169,2,5:21.0,,J. Redick enters the game for J. Crawford,33,48
170,2,5:21.0,M. Thomas enters the game for L. Mbah a Moute,,33,48
171,2,5:21.0,H. Sims enters the game for R. Covington,,33,48
172,2,5:21.0,K. McDaniels enters the game for N. Noel,,33,48
173,2,5:21.0,J. Sampson enters the game for F. Aldemir,,33,48
174,2,5:06.0,T. Wroten makes 2-pt jump shot from 3 ft (assist by J. Sampson),,35,48
175,2,5:06.0,Shooting foul by J. Redick (drawn by J. Sampson),,35,48
176,2,5:06.0,T. Wroten makes free throw 1 of 1,,36,48
177,2,4:53.0,,Turnover by B. Griffin (bad pass; steal by T. Wroten),36,48
178,2,4:52.0,Personal take foul by C. Paul (drawn by T. Wroten),,36,48
179,2,4:52.0,T. Wroten makes free throw 1 of 2,,37,48
180,2,4:52.0,T. Wroten makes free throw 2 of 2,,38,48
181,2,4:43.0,,Personal foul by T. Wroten (drawn by C. Paul),38,48
182,2,4:38.0,,LA Clippers full timeout,38,48
183,2,4:27.0,,Turnover by Team (shot clock),38,48
184,2,4:14.0,Turnover by T. Wroten (lost ball; steal by M. Barnes),,38,48
185,2,4:09.0,,Turnover by D. Jordan (bad pass; steal by K. McDaniels),38,48
186,2,4:02.0,H. Sims makes 2-pt jump shot from 17 ft (assist by K. McDaniels),,40,48
187,2,3:51.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),40,50
188,2,3:44.0,Turnover by T. Wroten (bad pass; steal by D. Jordan),,40,50
189,2,3:39.0,,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),40,52
190,2,3:20.0,Turnover by T. Wroten (bad pass; steal by C. Paul),,40,52
191,2,3:16.0,,Personal foul by K. McDaniels (drawn by C. Paul),40,52
192,2,3:16.0,,C. Paul makes free throw 1 of 2,40,53
193,2,3:16.0,L. Mbah a Moute enters the game for M. Thomas,,40,53
194,2,3:16.0,R. Covington enters the game for K. McDaniels,,40,53
195,2,3:16.0,,C. Paul makes free throw 2 of 2,40,54
196,2,2:55.0,R. Covington makes 2-pt jump shot from 11 ft (assist by T. Wroten),,42,54
197,2,2:40.0,,J. Redick misses 3-pt jump shot from 25 ft,42,54
198,2,2:39.0,Defensive rebound by H. Sims,,42,54
199,2,2:23.0,,J. Crawford enters the game for M. Barnes,42,54
200,2,2:23.0,N. Noel enters the game for H. Sims,,42,54
201,2,2:15.0,R. Covington makes 3-pt jump shot from 22 ft (assist by N. Noel),,45,54
202,2,2:00.0,,J. Redick misses 2-pt jump shot from 20 ft,45,54
203,2,1:59.0,Defensive rebound by J. Sampson,,45,54
204,2,1:54.0,Philadelphia full timeout,,45,54
205,2,1:41.0,R. Covington makes 2-pt jump shot from 20 ft (assist by L. Mbah a Moute),,47,54
206,2,1:08.0,,B. Griffin misses 3-pt jump shot from 24 ft,47,54
207,2,1:06.0,,Offensive rebound by C. Paul,47,54
208,2,1:03.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),47,56
209,2,0:46.0,L. Mbah a Moute makes 3-pt jump shot from 26 ft,,50,56
210,2,0:41.0,,C. Paul makes 3-pt jump shot from 25 ft,50,59
211,2,0:32.0,T. Wroten makes 3-pt jump shot from 26 ft,,53,59
212,2,0:12.0,,Shooting foul by N. Noel (drawn by C. Paul),53,59
213,2,0:12.0,,C. Paul makes 2-pt layup from 3 ft,53,61
214,2,0:12.0,,M. Barnes enters the game for J. Crawford,53,61
215,2,0:12.0,J. Grant enters the game for J. Sampson,,53,61
216,2,0:12.0,K. McDaniels enters the game for N. Noel,,53,61
217,2,0:12.0,,C. Paul makes free throw 1 of 1,53,62
218,2,0:04.0,T. Wroten misses 2-pt layup from 2 ft (block by D. Jordan),,53,62
219,2,0:04.0,Offensive rebound by Team,,53,62
220,2,0:04.0,N. Noel enters the game for J. Grant,,53,62
221,2,0:04.0,,J. Farmar enters the game for C. Paul,53,62
222,2,0:02.0,N. Noel misses 2-pt jump shot from 20 ft,,53,62
223,2,0:01.0,,Defensive rebound by D. Jordan,53,62
224,3,11:34.0,K. McDaniels misses 2-pt jump shot from 5 ft,,53,62
225,3,11:32.0,,Defensive rebound by C. Paul,53,62
226,3,11:21.0,,M. Barnes misses 3-pt jump shot from 24 ft,53,62
227,3,11:19.0,Defensive rebound by T. Wroten,,53,62
228,3,11:11.0,L. Mbah a Moute makes 2-pt jump shot from 21 ft (assist by N. Noel),,55,62
229,3,10:56.0,,J. Redick misses 3-pt jump shot from 26 ft,55,62
230,3,10:54.0,Defensive rebound by R. Covington,,55,62
231,3,10:39.0,R. Covington makes 3-pt jump shot from 24 ft (assist by T. Wroten),,58,62
232,3,10:38.0,,LA Clippers full timeout,58,62
233,3,10:28.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),58,65
234,3,10:18.0,R. Covington makes 2-pt jump shot from 3 ft (assist by T. Wroten),,60,65
235,3,10:02.0,,Shooting foul by N. Noel (drawn by M. Barnes),60,65
236,3,10:02.0,,M. Barnes misses free throw 1 of 2,60,65
237,3,10:02.0,,Offensive rebound by Team,60,65
238,3,10:02.0,,M. Barnes misses free throw 2 of 2,60,65
239,3,10:00.0,Defensive rebound by N. Noel,,60,65
240,3,9:52.0,Personal foul by M. Barnes (drawn by R. Covington),,60,65
241,3,9:44.0,Personal foul by C. Paul (drawn by T. Wroten),,60,65
242,3,9:31.0,N. Noel misses 2-pt jump shot from 4 ft,,60,65
243,3,9:30.0,,Defensive rebound by B. Griffin,60,65
244,3,9:17.0,,M. Barnes misses 3-pt jump shot from 25 ft,60,65
245,3,9:15.0,Defensive rebound by N. Noel,,60,65
246,3,9:06.0,K. McDaniels misses 3-pt jump shot from 26 ft,,60,65
247,3,9:05.0,,Defensive rebound by M. Barnes,60,65
248,3,8:56.0,,B. Griffin misses 2-pt jump shot from 19 ft,60,65
249,3,8:55.0,,Offensive rebound by D. Jordan,60,65
250,3,8:55.0,,D. Jordan makes 2-pt dunk at rim,60,67
251,3,8:36.0,R. Covington misses 3-pt jump shot from 25 ft,,60,67
252,3,8:35.0,Offensive rebound by N. Noel,,60,67
253,3,8:23.0,T. Wroten makes 3-pt jump shot from 25 ft (assist by N. Noel),,63,67
254,3,8:03.0,,C. Paul misses 3-pt jump shot from 23 ft,63,67
255,3,8:01.0,,Offensive rebound by D. Jordan,63,67
256,3,7:48.0,,B. Griffin makes 2-pt layup from 2 ft,63,69
257,3,7:30.0,Turnover by N. Noel (lost ball; steal by B. Griffin),,63,69
258,3,7:14.0,,C. Paul makes 2-pt jump shot from 20 ft,63,71
259,3,6:47.0,R. Covington misses 2-pt jump shot from 19 ft,,63,71
260,3,6:46.0,Offensive rebound by L. Mbah a Moute,,63,71
261,3,6:28.0,K. McDaniels misses 2-pt jump shot from 6 ft,,63,71
262,3,6:25.0,Offensive rebound by N. Noel,,63,71
263,3,6:25.0,N. Noel misses 2-pt tip-in from 1 ft,,63,71
264,3,6:18.0,,Defensive rebound by D. Jordan,63,71
265,3,6:14.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by C. Paul),63,74
266,3,6:14.0,Philadelphia full timeout,,63,74
267,3,6:14.0,H. Sims enters the game for N. Noel,,63,74
268,3,6:14.0,M. Thomas enters the game for L. Mbah a Moute,,63,74
269,3,6:14.0,J. Sampson enters the game for K. McDaniels,,63,74
270,3,6:02.0,Offensive foul by H. Sims (drawn by M. Barnes),,63,74
271,3,6:02.0,Turnover by H. Sims (offensive foul),,63,74
272,3,5:47.0,,Turnover by C. Paul (bad pass; steal by R. Covington),63,74
273,3,5:40.0,T. Wroten misses 2-pt jump shot from 4 ft,,63,74
274,3,5:39.0,Offensive rebound by M. Thomas,,63,74
275,3,5:39.0,Personal foul by J. Redick (drawn by M. Thomas),,63,74
276,3,5:17.0,R. Covington misses 2-pt jump shot from 6 ft,,63,74
277,3,5:16.0,Offensive rebound by T. Wroten,,63,74
278,3,5:13.0,T. Wroten misses 3-pt jump shot from 27 ft,,63,74
279,3,5:12.0,,Defensive rebound by C. Paul,63,74
280,3,5:08.0,,Shooting foul by R. Covington (drawn by D. Jordan),63,74
281,3,5:08.0,,D. Jordan misses free throw 1 of 2,63,74
282,3,5:08.0,,Offensive rebound by Team,63,74
283,3,5:08.0,,D. Jordan makes free throw 2 of 2,63,75
284,3,4:54.0,Turnover by M. Thomas (lost ball; steal by C. Paul),,63,75
285,3,4:52.0,,Shooting foul by M. Thomas (drawn by C. Paul),63,75
286,3,4:52.0,,C. Paul makes free throw 1 of 2,63,76
287,3,4:52.0,,C. Paul makes free throw 2 of 2,63,77
288,3,4:42.0,R. Covington makes 3-pt jump shot from 25 ft,,66,77
289,3,4:26.0,,C. Paul misses 2-pt jump shot from 15 ft,66,77
290,3,4:24.0,Defensive rebound by J. Sampson,,66,77
291,3,4:14.0,R. Covington makes 2-pt dunk at rim (assist by T. Wroten),,68,77
292,3,4:03.0,,Personal foul by M. Thomas (drawn by B. Griffin),68,77
293,3,3:45.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),68,79
294,3,3:32.0,J. Sampson makes 2-pt jump shot from 5 ft,,70,79
295,3,3:19.0,,C. Paul makes 2-pt jump shot from 10 ft (assist by B. Griffin),70,81
296,3,3:12.0,Shooting foul by M. Barnes (drawn by R. Covington),,70,81
297,3,3:12.0,R. Covington makes free throw 1 of 2,,71,81
298,3,3:12.0,,J. Crawford enters the game for M. Barnes,71,81
299,3,3:12.0,L. Mbah a Moute enters the game for T. Wroten,,71,81
300,3,3:12.0,N. Noel enters the game for M. Thomas,,71,81
301,3,3:12.0,R. Covington misses free throw 2 of 2,,71,81
302,3,3:09.0,,Defensive rebound by D. Jordan,71,81
303,3,2:59.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),71,83
304,3,2:39.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,71,83
305,3,2:37.0,,Defensive rebound by C. Paul,71,83
306,3,2:32.0,,Shooting foul by L. Mbah a Moute (drawn by J. Crawford),71,83
307,3,2:32.0,,J. Crawford makes free throw 1 of 3,71,84
308,3,2:32.0,,J. Crawford makes free throw 2 of 3,71,85
309,3,2:32.0,,S. Hawes enters the game for D. Jordan,71,85
310,3,2:32.0,,J. Crawford makes free throw 3 of 3,71,86
311,3,2:17.0,Turnover by R. Covington (bad pass),,71,86
312,3,2:07.0,,J. Redick misses 3-pt jump shot from 25 ft,71,86
313,3,2:06.0,Defensive rebound by N. Noel,,71,86
314,3,1:53.0,N. Noel misses 2-pt jump shot from 3 ft,,71,86
315,3,1:52.0,,Defensive rebound by Team,71,86
316,3,1:52.0,J. Grant enters the game for R. Covington,,71,86
317,3,1:36.0,,S. Hawes misses 2-pt jump shot from 6 ft,71,86
318,3,1:34.0,Defensive rebound by H. Sims,,71,86
319,3,1:27.0,Turnover by H. Sims (bad pass),,71,86
320,3,1:10.0,,Personal foul by J. Sampson (drawn by C. Paul),71,86
321,3,1:10.0,,C. Paul makes free throw 1 of 2,71,87
322,3,1:10.0,T. Wroten enters the game for L. Mbah a Moute,,71,87
323,3,1:10.0,,C. Paul makes free throw 2 of 2,71,88
324,3,0:56.0,J. Sampson misses 3-pt jump shot from 25 ft,,71,88
325,3,0:55.0,,Defensive rebound by C. Paul,71,88
326,3,0:46.0,,Turnover by S. Hawes (lost ball; steal by H. Sims),71,88
327,3,0:36.0,T. Wroten misses 2-pt layup at rim (block by S. Hawes),,71,88
328,3,0:34.0,,Defensive rebound by S. Hawes,71,88
329,3,0:28.0,,C. Paul misses 3-pt jump shot from 25 ft,71,88
330,3,0:27.0,Defensive rebound by J. Grant,,71,88
331,3,0:04.0,Shooting foul by C. Paul (drawn by T. Wroten),,71,88
332,3,0:04.0,T. Wroten makes free throw 1 of 3,,72,88
333,3,0:04.0,T. Wroten makes free throw 2 of 3,,73,88
334,3,0:04.0,,J. Farmar enters the game for C. Paul,73,88
335,3,0:04.0,K. McDaniels enters the game for H. Sims,,73,88
336,3,0:04.0,T. Wroten makes free throw 3 of 3,,74,88
337,3,0:03.0,,B. Griffin misses 2-pt layup from 2 ft,74,88
338,3,0:01.0,Defensive rebound by K. McDaniels,,74,88
339,4,11:40.0,,J. Farmar makes 3-pt jump shot from 26 ft (assist by G. Davis),74,91
340,4,11:23.0,T. Wroten misses 3-pt jump shot from 26 ft,,74,91
341,4,11:22.0,,Defensive rebound by J. Crawford,74,91
342,4,11:01.0,,J. Crawford misses 3-pt jump shot from 27 ft,74,91
343,4,11:00.0,Defensive rebound by M. Thomas,,74,91
344,4,10:52.0,M. Thomas misses 3-pt jump shot from 24 ft,,74,91
345,4,10:51.0,,Defensive rebound by R. Bullock,74,91
346,4,10:43.0,,J. Farmar makes 2-pt layup from 2 ft,74,93
347,4,10:42.0,Philadelphia full timeout,,74,93
348,4,10:26.0,K. McDaniels misses 2-pt jump shot from 12 ft,,74,93
349,4,10:25.0,,Defensive rebound by S. Hawes,74,93
350,4,10:08.0,,J. Farmar makes 2-pt layup at rim,74,95
351,4,9:59.0,Shooting foul by S. Hawes (drawn by J. Sampson),,74,95
352,4,9:59.0,J. Sampson misses free throw 1 of 2,,74,95
353,4,9:59.0,Offensive rebound by Team,,74,95
354,4,9:59.0,J. Sampson makes free throw 2 of 2,,75,95
355,4,9:34.0,,J. Crawford misses 2-pt jump shot from 18 ft,75,95
356,4,9:31.0,,Offensive rebound by S. Hawes,75,95
357,4,9:31.0,,S. Hawes misses 2-pt tip-in from 1 ft,75,95
358,4,9:29.0,Defensive rebound by N. Noel,,75,95
359,4,9:25.0,Turnover by T. Wroten (bad pass; steal by R. Bullock),,75,95
360,4,9:18.0,,R. Bullock misses 3-pt jump shot from 26 ft,75,95
361,4,9:16.0,Defensive rebound by T. Wroten,,75,95
362,4,9:04.0,N. Noel makes 2-pt jump shot from 18 ft (assist by T. Wroten),,77,95
363,4,8:42.0,,J. Crawford misses 2-pt jump shot from 10 ft,77,95
364,4,8:40.0,,Offensive rebound by J. Crawford,77,95
365,4,8:37.0,,J. Crawford makes 2-pt layup at rim,77,97
366,4,8:23.0,N. Noel misses 2-pt jump shot from 14 ft,,77,97
367,4,8:21.0,,Defensive rebound by J. Crawford,77,97
368,4,8:15.0,,G. Davis makes 2-pt layup from 2 ft (assist by J. Crawford),77,99
369,4,8:15.0,Philadelphia full timeout,,77,99
370,4,8:15.0,F. Aldemir enters the game for K. McDaniels,,77,99
371,4,8:15.0,R. Covington enters the game for J. Sampson,,77,99
372,4,8:15.0,J. Grant enters the game for M. Thomas,,77,99
373,4,8:01.0,R. Covington makes 2-pt jump shot from 20 ft (assist by N. Noel),,79,99
374,4,7:42.0,,Turnover by J. Crawford (bad pass; steal by J. Grant),79,99
375,4,7:29.0,Turnover by T. Wroten (lost ball; steal by S. Hawes),,79,99
376,4,7:22.0,,S. Hawes makes 2-pt jump shot from 11 ft (assist by J. Crawford),79,101
377,4,7:08.0,Shooting foul by J. Crawford (drawn by N. Noel),,79,101
378,4,7:08.0,N. Noel makes free throw 1 of 2,,80,101
379,4,7:08.0,N. Noel misses free throw 2 of 2,,80,101
380,4,7:07.0,,Defensive rebound by S. Hawes,80,101
381,4,6:49.0,,J. Farmar makes 3-pt jump shot from 25 ft (assist by R. Bullock),80,104
382,4,6:32.0,N. Noel misses 2-pt jump shot from 12 ft,,80,104
383,4,6:30.0,Offensive rebound by F. Aldemir,,80,104
384,4,6:26.0,Turnover by F. Aldemir (bad pass; steal by J. Farmar),,80,104
