,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHICAGO_ACTION,PHOENIX_SCORE,CHICAGO_SCORE
384,4,0:50.0,E. Bledsoe makes 2-pt layup from 2 ft,,104,106
385,4,0:31.0,,P. Gasol makes 2-pt hook shot from 7 ft (assist by D. Rose),104,108
386,4,0:31.0,Phoenix full timeout,,104,108
387,4,0:30.0,Personal foul by D. Rose (drawn by E. Bledsoe),,104,108
388,4,0:26.0,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,107,108
389,4,0:23.0,,Personal take foul by E. Bledsoe (drawn by D. Rose),107,108
390,4,0:16.0,,Personal foul by M. Morris (drawn by D. Rose),107,108
391,4,0:16.0,,D. Rose makes free throw 1 of 2,107,109
392,4,0:16.0,,D. Rose makes free throw 2 of 2,107,110
393,4,0:08.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,107,110
394,4,0:07.0,,Defensive rebound by J. Butler,107,110
395,4,0:07.0,,Personal foul by P. Tucker (drawn by J. Butler),107,110
396,4,0:07.0,,J. Butler makes free throw 1 of 2,107,111
397,4,0:07.0,,T. Gibson enters the game for P. Gasol,107,111
398,4,0:07.0,,J. Butler makes free throw 2 of 2,107,112
399,4,0:07.0,Phoenix full timeout,,107,112
400,4,0:04.0,P. Tucker misses 3-pt jump shot from 24 ft,,107,112
401,4,0:03.0,,Defensive rebound by D. Rose,107,112
