,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
27,1,7:46.0,,K. Leonard makes 2-pt jump shot from 15 ft (assist by T. Parker),8,12
28,1,7:21.0,C. Kaman misses 2-pt jump shot from 3 ft (block by T. Duncan),,8,12
29,1,7:20.0,,Defensive rebound by D. Green,8,12
30,1,7:09.0,,T. Duncan misses 2-pt jump shot from 16 ft,8,12
31,1,7:08.0,Defensive rebound by L. Aldridge,,8,12
32,1,7:02.0,D. Lillard makes 2-pt jump shot from 18 ft,,10,12
33,1,6:46.0,,T. Parker misses 2-pt layup from 2 ft (block by C. Kaman),10,12
34,1,6:45.0,,Offensive rebound by Team,10,12
35,1,6:45.0,,M. Ginóbili enters the game for K. Leonard,10,12
36,1,6:42.0,,M. Ginóbili makes 2-pt jump shot from 10 ft (assist by T. Parker),10,14
37,1,6:22.0,L. Aldridge misses 2-pt jump shot from 17 ft,,10,14
38,1,6:21.0,,Defensive rebound by T. Parker,10,14
39,1,6:16.0,,San Antonio full timeout,10,14
40,1,6:16.0,M. Leonard enters the game for C. Kaman,,10,14
41,1,6:16.0,S. Blake enters the game for W. Matthews,,10,14
42,1,6:11.0,,M. Ginóbili makes 2-pt jump shot from 9 ft (assist by T. Parker),10,16
43,1,5:58.0,D. Lillard misses 3-pt jump shot from 25 ft,,10,16
44,1,5:57.0,,Defensive rebound by T. Duncan,10,16
45,1,5:52.0,,Turnover by T. Parker (lost ball),10,16
46,1,5:52.0,,B. Diaw enters the game for T. Splitter,10,16
47,1,5:29.0,L. Aldridge makes 2-pt jump shot from 13 ft,,12,16
48,1,5:08.0,,T. Parker makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),12,19
49,1,4:53.0,M. Leonard makes 2-pt hook shot from 8 ft,,14,19
50,1,4:39.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),14,22
51,1,4:15.0,D. Lillard makes 2-pt layup from 1 ft,,16,22
52,1,3:58.0,,B. Diaw misses 3-pt jump shot from 25 ft,16,22
53,1,3:57.0,Defensive rebound by D. Lillard,,16,22
54,1,3:46.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),,19,22
55,1,3:28.0,,T. Parker misses 2-pt layup from 1 ft (block by L. Aldridge),19,22
56,1,3:28.0,,Offensive rebound by Team,19,22
57,1,3:28.0,,P. Mills enters the game for T. Parker,19,22
58,1,3:22.0,,P. Mills makes 2-pt jump shot from 16 ft (assist by T. Duncan),19,24
59,1,3:05.0,M. Leonard makes 2-pt jump shot from 18 ft (assist by S. Blake),,21,24
60,1,2:47.0,,T. Duncan misses 2-pt jump shot from 4 ft,21,24
61,1,2:46.0,Defensive rebound by M. Leonard,,21,24
62,1,2:35.0,Turnover by L. Aldridge (lost ball; steal by T. Duncan),,21,24
63,1,2:24.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by T. Duncan),21,27
64,1,2:23.0,Portland full timeout,,21,27
65,1,2:23.0,,A. Baynes enters the game for T. Duncan,21,27
66,1,2:23.0,,K. Leonard enters the game for D. Green,21,27
67,1,2:23.0,W. Matthews enters the game for D. Lillard,,21,27
68,1,2:23.0,C. McCollum enters the game for N. Batum,,21,27
69,1,2:02.0,L. Aldridge misses 2-pt jump shot from 9 ft,,21,27
70,1,2:01.0,,Defensive rebound by K. Leonard,21,27
71,1,1:53.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,21,27
72,1,1:52.0,Defensive rebound by L. Aldridge,,21,27
73,1,1:28.0,C. McCollum makes 3-pt jump shot from 22 ft (assist by S. Blake),,24,27
74,1,1:20.0,,P. Mills makes 2-pt jump shot from 14 ft (assist by M. Ginóbili),24,29
75,1,1:20.0,,Shooting foul by S. Blake (drawn by P. Mills),24,29
76,1,1:20.0,,P. Mills makes free throw 1 of 1,24,30
77,1,1:07.0,Turnover by S. Blake (lost ball; steal by M. Ginóbili),,24,30
78,1,1:00.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),24,33
79,1,0:44.0,L. Aldridge makes 2-pt hook shot from 6 ft,,26,33
80,1,0:44.0,Shooting foul by B. Diaw (drawn by L. Aldridge),,26,33
81,1,0:44.0,L. Aldridge makes free throw 1 of 1,,27,33
82,1,0:34.0,,Turnover by M. Ginóbili (bad pass; steal by L. Aldridge),27,33
83,1,0:29.0,C. McCollum misses 2-pt layup from 1 ft (block by B. Diaw),,27,33
84,1,0:26.0,,Defensive rebound by M. Ginóbili,27,33
85,1,0:12.0,,Turnover by M. Ginóbili (lost ball; steal by C. McCollum),27,33
86,1,0:11.0,Personal foul by M. Ginóbili (drawn by C. McCollum),,27,33
87,1,0:11.0,C. McCollum misses free throw 1 of 2,,27,33
88,1,0:11.0,Offensive rebound by Team,,27,33
89,1,0:11.0,C. Kaman enters the game for L. Aldridge,,27,33
90,1,0:11.0,,M. Bonner enters the game for A. Baynes,27,33
91,1,0:11.0,C. McCollum makes free throw 2 of 2,,28,33
92,1,0:03.0,,M. Bonner misses 3-pt jump shot from 26 ft (block by M. Leonard),28,33
93,1,0:02.0,,Offensive rebound by P. Mills,28,33
94,1,0:02.0,,P. Mills makes 2-pt layup from 2 ft,28,35
95,1,0:00.0,S. Blake misses 3-pt jump shot from 52 ft,,28,35
96,1,0:00.0,Offensive rebound by Team,,28,35
97,2,11:46.0,C. McCollum makes 2-pt jump shot from 13 ft (assist by W. Matthews),,30,35
98,2,11:31.0,,K. Leonard misses 2-pt jump shot from 9 ft,30,35
99,2,11:31.0,Defensive rebound by Team,,30,35
100,2,11:06.0,S. Blake misses 2-pt layup from 4 ft,,30,35
101,2,11:05.0,,Defensive rebound by M. Ginóbili,30,35
102,2,10:56.0,,B. Diaw makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),30,38
103,2,10:43.0,C. McCollum makes 2-pt jump shot from 20 ft (assist by M. Leonard),,32,38
104,2,10:26.0,,M. Ginóbili misses 2-pt jump shot from 3 ft,32,38
105,2,10:25.0,,Offensive rebound by A. Baynes,32,38
106,2,10:25.0,,A. Baynes misses 2-pt tip-in from 1 ft,32,38
107,2,10:24.0,,Offensive rebound by A. Baynes,32,38
108,2,10:24.0,,Shooting foul by C. McCollum (drawn by A. Baynes),32,38
109,2,10:24.0,,A. Baynes misses free throw 1 of 2,32,38
110,2,10:24.0,,Offensive rebound by Team,32,38
111,2,10:24.0,,A. Baynes makes free throw 2 of 2,32,39
112,2,10:08.0,W. Matthews misses 3-pt jump shot from 24 ft,,32,39
113,2,10:07.0,,Defensive rebound by Team,32,39
114,2,10:07.0,,T. Splitter enters the game for B. Diaw,32,39
115,2,9:52.0,,M. Ginóbili misses 2-pt layup at rim,32,39
116,2,9:51.0,Defensive rebound by M. Leonard,,32,39
117,2,9:45.0,Turnover by C. Kaman (bad pass; steal by M. Ginóbili),,32,39
118,2,9:33.0,,Shooting block foul by M. Leonard (drawn by M. Ginóbili),32,39
119,2,9:33.0,,M. Ginóbili makes free throw 1 of 2,32,40
120,2,9:33.0,D. Lillard enters the game for W. Matthews,,32,40
121,2,9:33.0,N. Batum enters the game for S. Blake,,32,40
122,2,9:33.0,,T. Parker enters the game for P. Mills,32,40
123,2,9:33.0,,M. Ginóbili makes free throw 2 of 2,32,41
124,2,9:08.0,C. Kaman misses 2-pt hook shot from 4 ft,,32,41
125,2,9:07.0,,Defensive rebound by K. Leonard,32,41
126,2,8:53.0,,K. Leonard misses 2-pt jump shot from 6 ft,32,41
127,2,8:52.0,Defensive rebound by C. Kaman,,32,41
128,2,8:45.0,N. Batum misses 3-pt jump shot from 24 ft,,32,41
129,2,8:44.0,Offensive rebound by Team,,32,41
130,2,8:44.0,,Loose ball foul by T. Splitter (drawn by C. Kaman),32,41
131,2,8:44.0,Official timeout,,32,41
132,2,8:44.0,,D. Green enters the game for M. Ginóbili,32,41
133,2,8:44.0,,T. Duncan enters the game for A. Baynes,32,41
134,2,8:44.0,L. Aldridge enters the game for M. Leonard,,32,41
135,2,8:42.0,Personal foul by K. Leonard (drawn by N. Batum),,32,41
136,2,8:21.0,D. Lillard misses 3-pt jump shot from 26 ft,,32,41
137,2,8:20.0,Offensive rebound by C. Kaman,,32,41
138,2,8:15.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by C. Kaman),,35,41
139,2,8:04.0,,T. Parker misses 2-pt jump shot from 18 ft,35,41
140,2,8:03.0,Defensive rebound by L. Aldridge,,35,41
141,2,7:51.0,C. Kaman makes 2-pt layup from 1 ft (assist by D. Lillard),,37,41
142,2,7:33.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Duncan),37,43
143,2,7:10.0,N. Batum misses 2-pt layup from 3 ft (block by T. Duncan),,37,43
144,2,7:09.0,,Defensive rebound by T. Splitter,37,43
145,2,6:53.0,,K. Leonard misses 2-pt jump shot from 6 ft,37,43
146,2,6:53.0,,Offensive rebound by Team,37,43
147,2,6:45.0,,T. Parker misses 2-pt jump shot from 10 ft,37,43
148,2,6:44.0,Defensive rebound by C. Kaman,,37,43
149,2,6:35.0,Turnover by N. Batum (bad pass; steal by K. Leonard),,37,43
150,2,6:29.0,,T. Parker makes 2-pt layup from 1 ft (assist by K. Leonard),37,45
151,2,6:12.0,Turnover by N. Batum (lost ball; steal by T. Parker),,37,45
152,2,6:06.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),37,48
153,2,6:05.0,Portland full timeout,,37,48
154,2,6:05.0,Technical foul by Team,,37,48
155,2,6:05.0,,D. Green makes technical free throw,37,49
156,2,5:50.0,L. Aldridge makes 2-pt jump shot from 13 ft (assist by D. Lillard),,39,49
157,2,5:34.0,,Turnover by T. Parker (bad pass; steal by N. Batum),39,49
158,2,5:30.0,Shooting foul by D. Green (drawn by C. McCollum),,39,49
159,2,5:30.0,C. McCollum misses free throw 1 of 2,,39,49
160,2,5:30.0,Offensive rebound by Team,,39,49
161,2,5:30.0,C. McCollum misses free throw 2 of 2,,39,49
162,2,5:30.0,,Defensive rebound by T. Splitter,39,49
163,2,5:10.0,,T. Parker makes 2-pt jump shot from 17 ft,39,51
164,2,4:56.0,Personal foul by T. Splitter (drawn by L. Aldridge),,39,51
165,2,4:56.0,W. Matthews enters the game for C. McCollum,,39,51
166,2,4:45.0,N. Batum misses 3-pt jump shot from 24 ft,,39,51
167,2,4:44.0,,Defensive rebound by K. Leonard,39,51
168,2,4:35.0,,T. Parker misses 3-pt jump shot from 22 ft,39,51
169,2,4:33.0,,Offensive rebound by T. Splitter,39,51
170,2,4:30.0,,D. Green misses 3-pt jump shot from 25 ft,39,51
171,2,4:30.0,,Offensive rebound by T. Duncan,39,51
172,2,4:24.0,,K. Leonard misses 3-pt jump shot from 22 ft,39,51
173,2,4:23.0,Defensive rebound by N. Batum,,39,51
174,2,4:17.0,N. Batum makes 2-pt layup from 1 ft,,41,51
175,2,4:16.0,,San Antonio full timeout,41,51
176,2,4:16.0,,M. Ginóbili enters the game for K. Leonard,41,51
177,2,4:16.0,M. Leonard enters the game for C. Kaman,,41,51
178,2,3:50.0,,T. Splitter misses 2-pt layup from 2 ft,41,51
179,2,3:49.0,,Offensive rebound by T. Duncan,41,51
180,2,3:49.0,,T. Duncan makes 2-pt tip-in at rim,41,53
181,2,3:35.0,N. Batum makes 3-pt jump shot from 24 ft,,44,53
182,2,3:11.0,,M. Ginóbili misses 2-pt layup from 4 ft,44,53
183,2,3:10.0,,Offensive rebound by T. Duncan,44,53
184,2,2:57.0,,T. Splitter makes 2-pt jump shot from 3 ft,44,55
185,2,2:40.0,Turnover by N. Batum (bad pass; steal by M. Ginóbili),,44,55
186,2,2:37.0,,Turnover by M. Ginóbili (bad pass),44,55
187,2,2:37.0,,B. Diaw enters the game for T. Splitter,44,55
188,2,2:30.0,D. Lillard makes 2-pt jump shot from 3 ft,,46,55
189,2,2:30.0,Shooting foul by T. Parker (drawn by D. Lillard),,46,55
190,2,2:30.0,D. Lillard misses free throw 1 of 1,,46,55
191,2,2:29.0,,Defensive rebound by D. Green,46,55
192,2,2:14.0,,T. Parker misses 2-pt jump shot from 9 ft (block by M. Leonard),46,55
193,2,2:12.0,Defensive rebound by L. Aldridge,,46,55
194,2,2:02.0,D. Lillard makes 2-pt layup from 2 ft,,48,55
195,2,1:47.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,48,55
196,2,1:46.0,,Offensive rebound by B. Diaw,48,55
197,2,1:34.0,,T. Parker misses 2-pt jump shot from 7 ft,48,55
198,2,1:33.0,Defensive rebound by L. Aldridge,,48,55
199,2,1:26.0,Shooting block foul by B. Diaw (drawn by D. Lillard),,48,55
200,2,1:26.0,D. Lillard makes free throw 1 of 2,,49,55
201,2,1:26.0,,P. Mills enters the game for T. Parker,49,55
202,2,1:26.0,D. Lillard makes free throw 2 of 2,,50,55
203,2,1:17.0,,Shooting foul by M. Leonard (drawn by D. Green),50,55
204,2,1:17.0,,D. Green makes free throw 1 of 2,50,56
205,2,1:17.0,,D. Green makes free throw 2 of 2,50,57
206,2,1:01.0,L. Aldridge misses 2-pt jump shot from 14 ft,,50,57
207,2,1:00.0,,Defensive rebound by B. Diaw,50,57
208,2,0:52.0,,T. Duncan makes 2-pt jump shot from 4 ft (assist by B. Diaw),50,59
209,2,0:52.0,,Shooting block foul by N. Batum (drawn by T. Duncan),50,59
210,2,0:52.0,,T. Duncan makes free throw 1 of 1,50,60
211,2,0:34.0,D. Lillard makes 2-pt jump shot from 17 ft,,52,60
212,2,0:27.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,52,60
213,2,0:26.0,Defensive rebound by D. Lillard,,52,60
214,2,0:03.0,D. Lillard misses 2-pt jump shot from 7 ft,,52,60
215,2,0:02.0,,Defensive rebound by T. Duncan,52,60
216,3,11:48.0,D. Lillard makes 2-pt jump shot from 19 ft,,54,60
217,3,11:48.0,Shooting foul by T. Parker (drawn by D. Lillard),,54,60
218,3,11:48.0,D. Lillard makes free throw 1 of 1,,55,60
219,3,11:32.0,,T. Duncan makes 2-pt layup from 2 ft (assist by T. Splitter),55,62
220,3,11:16.0,C. Kaman makes 2-pt jump shot from 16 ft (assist by D. Lillard),,57,62
221,3,11:04.0,,T. Splitter makes 2-pt layup from 1 ft (assist by K. Leonard),57,64
222,3,10:51.0,Personal foul by K. Leonard (drawn by N. Batum),,57,64
223,3,10:48.0,Turnover by N. Batum (lost ball; steal by K. Leonard),,57,64
224,3,10:43.0,,K. Leonard misses 2-pt layup at rim,57,64
225,3,10:42.0,,Offensive rebound by T. Parker,57,64
226,3,10:42.0,,T. Parker makes 2-pt layup from 1 ft,57,66
227,3,10:23.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by N. Batum),,59,66
228,3,10:23.0,Shooting foul by T. Splitter (drawn by L. Aldridge),,59,66
229,3,10:23.0,L. Aldridge makes free throw 1 of 1,,60,66
230,3,10:08.0,,K. Leonard misses 3-pt jump shot from 25 ft,60,66
231,3,10:07.0,Defensive rebound by N. Batum,,60,66
232,3,9:56.0,C. Kaman misses 2-pt jump shot from 12 ft,,60,66
233,3,9:55.0,,Defensive rebound by T. Duncan,60,66
234,3,9:43.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by D. Green),60,69
235,3,9:22.0,Shooting foul by T. Parker (drawn by L. Aldridge),,60,69
236,3,9:22.0,L. Aldridge makes free throw 1 of 2,,61,69
237,3,9:22.0,L. Aldridge makes free throw 2 of 2,,62,69
238,3,9:03.0,,D. Green makes 3-pt jump shot from 26 ft,62,72
239,3,8:51.0,Turnover by D. Lillard (bad pass; steal by T. Parker),,62,72
240,3,8:44.0,,T. Splitter misses 2-pt layup from 2 ft (block by C. Kaman),62,72
241,3,8:43.0,,Offensive rebound by T. Splitter,62,72
242,3,8:42.0,,Turnover by T. Splitter (lost ball; steal by W. Matthews),62,72
243,3,8:41.0,Personal foul by T. Splitter (drawn by C. Kaman),,62,72
244,3,8:41.0,C. Kaman makes free throw 1 of 2,,63,72
245,3,8:41.0,,B. Diaw enters the game for T. Splitter,63,72
246,3,8:41.0,C. Kaman makes free throw 2 of 2,,64,72
247,3,8:27.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),64,75
248,3,8:04.0,L. Aldridge makes 2-pt jump shot from 16 ft,,66,75
249,3,7:49.0,,T. Parker makes 2-pt jump shot from 6 ft (assist by D. Green),66,77
250,3,7:30.0,L. Aldridge misses 2-pt jump shot from 16 ft,,66,77
251,3,7:29.0,,Defensive rebound by T. Duncan,66,77
252,3,7:21.0,,D. Green makes 2-pt layup from 1 ft (assist by B. Diaw),66,79
253,3,7:20.0,Portland full timeout,,66,79
254,3,7:06.0,D. Lillard makes 2-pt jump shot from 14 ft (assist by L. Aldridge),,68,79
255,3,6:51.0,,T. Parker makes 2-pt layup from 2 ft,68,81
256,3,6:36.0,W. Matthews misses 3-pt jump shot from 23 ft,,68,81
257,3,6:35.0,,Defensive rebound by T. Duncan,68,81
258,3,6:23.0,,T. Parker misses 2-pt jump shot from 14 ft,68,81
259,3,6:22.0,Defensive rebound by L. Aldridge,,68,81
260,3,6:14.0,D. Lillard misses 2-pt jump shot from 17 ft,,68,81
261,3,6:13.0,Offensive rebound by C. Kaman,,68,81
262,3,6:07.0,Shooting foul by T. Duncan (drawn by L. Aldridge),,68,81
263,3,6:07.0,L. Aldridge makes free throw 1 of 2,,69,81
264,3,6:07.0,,M. Ginóbili enters the game for K. Leonard,69,81
265,3,6:07.0,,P. Mills enters the game for T. Parker,69,81
266,3,6:07.0,M. Leonard enters the game for C. Kaman,,69,81
267,3,6:07.0,C. McCollum enters the game for W. Matthews,,69,81
268,3,6:07.0,L. Aldridge makes free throw 2 of 2,,70,81
269,3,5:52.0,,Turnover by T. Duncan (3 sec),70,81
270,3,5:39.0,N. Batum misses 3-pt jump shot from 22 ft,,70,81
271,3,5:38.0,,Defensive rebound by T. Duncan,70,81
272,3,5:28.0,,Shooting foul by N. Batum (drawn by M. Ginóbili),70,81
273,3,5:28.0,,M. Ginóbili makes free throw 1 of 2,70,82
274,3,5:28.0,D. Wright enters the game for N. Batum,,70,82
275,3,5:28.0,,M. Ginóbili makes free throw 2 of 2,70,83
276,3,5:07.0,Turnover by C. McCollum (bad pass),,70,83
277,3,4:54.0,,Personal block foul by D. Lillard (drawn by M. Ginóbili),70,83
278,3,4:43.0,,M. Ginóbili makes 2-pt jump shot from 7 ft (assist by T. Duncan),70,85
279,3,4:21.0,L. Aldridge misses 2-pt jump shot from 10 ft,,70,85
280,3,4:20.0,,Defensive rebound by M. Ginóbili,70,85
281,3,4:15.0,,P. Mills misses 2-pt layup from 1 ft,70,85
282,3,4:14.0,Defensive rebound by C. McCollum,,70,85
283,3,4:03.0,Turnover by L. Aldridge (lost ball; steal by D. Green),,70,85
284,3,3:55.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,70,85
285,3,3:55.0,Defensive rebound by Team,,70,85
286,3,3:41.0,D. Lillard misses 2-pt jump shot from 11 ft,,70,85
287,3,3:40.0,,Defensive rebound by B. Diaw,70,85
288,3,3:36.0,,San Antonio full timeout,70,85
289,3,3:36.0,,T. Splitter enters the game for T. Duncan,70,85
290,3,3:32.0,,Offensive foul by T. Splitter (drawn by D. Wright),70,85
291,3,3:32.0,,Turnover by T. Splitter (offensive foul),70,85
292,3,3:32.0,,A. Baynes enters the game for T. Splitter,70,85
293,3,3:13.0,L. Aldridge misses 2-pt jump shot from 14 ft,,70,85
294,3,3:12.0,,Defensive rebound by A. Baynes,70,85
295,3,3:02.0,,Turnover by Team (back court),70,85
296,3,3:02.0,,K. Leonard enters the game for D. Green,70,85
297,3,3:02.0,T. Robinson enters the game for L. Aldridge,,70,85
298,3,2:48.0,T. Robinson misses 2-pt jump shot from 18 ft,,70,85
299,3,2:47.0,,Defensive rebound by P. Mills,70,85
300,3,2:42.0,,P. Mills misses 2-pt jump shot from 16 ft,70,85
301,3,2:41.0,Defensive rebound by D. Wright,,70,85
302,3,2:31.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Wright),,73,85
303,3,2:09.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),73,88
304,3,1:56.0,D. Lillard misses 3-pt jump shot from 25 ft,,73,88
305,3,1:55.0,,Defensive rebound by M. Ginóbili,73,88
306,3,1:49.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),73,91
307,3,1:19.0,C. McCollum makes 2-pt jump shot from 9 ft,,75,91
308,3,0:59.0,,A. Baynes misses 2-pt jump shot from 13 ft,75,91
309,3,0:58.0,Defensive rebound by T. Robinson,,75,91
310,3,0:46.0,Offensive foul by M. Leonard (drawn by M. Ginóbili),,75,91
311,3,0:46.0,Turnover by M. Leonard (offensive foul),,75,91
312,3,0:46.0,S. Blake enters the game for D. Lillard,,75,91
313,3,0:46.0,W. Matthews enters the game for C. McCollum,,75,91
314,3,0:34.0,,P. Mills misses 2-pt jump shot from 16 ft,75,91
315,3,0:33.0,Defensive rebound by Team,,75,91
316,3,0:33.0,,Loose ball foul by A. Baynes (drawn by M. Leonard),75,91
317,3,0:33.0,M. Leonard makes free throw 1 of 2,,76,91
318,3,0:33.0,M. Leonard makes free throw 2 of 2,,77,91
319,3,0:13.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,77,91
320,3,0:12.0,Defensive rebound by M. Leonard,,77,91
321,3,0:04.0,T. Robinson makes 2-pt layup from 1 ft (assist by S. Blake),,79,91
322,3,0:00.0,,P. Mills misses 3-pt jump shot from 25 ft,79,91
323,3,0:00.0,,Offensive rebound by Team,79,91
324,4,11:45.0,,P. Mills makes 2-pt jump shot from 13 ft (assist by M. Ginóbili),79,93
325,4,11:22.0,Turnover by W. Matthews (bad pass; steal by B. Diaw),,79,93
326,4,11:07.0,,Personal foul by W. Matthews (drawn by M. Ginóbili),79,93
327,4,11:07.0,D. Lillard enters the game for D. Wright,,79,93
328,4,11:07.0,L. Aldridge enters the game for T. Robinson,,79,93
329,4,11:01.0,,P. Mills misses 3-pt jump shot from 25 ft,79,93
330,4,11:00.0,,Offensive rebound by A. Baynes,79,93
331,4,10:52.0,,Personal foul by W. Matthews (drawn by K. Leonard),79,93
332,4,10:52.0,,T. Parker enters the game for M. Ginóbili,79,93
333,4,10:44.0,,A. Baynes makes 2-pt layup from 1 ft (assist by K. Leonard),79,95
334,4,10:22.0,C. Kaman enters the game for M. Leonard,,79,95
335,4,10:21.0,Turnover by L. Aldridge (bad pass),,79,95
336,4,10:03.0,,B. Diaw makes 2-pt jump shot from 8 ft (assist by K. Leonard),79,97
337,4,10:02.0,Portland full timeout,,79,97
338,4,9:46.0,D. Lillard makes 2-pt jump shot from 9 ft (assist by L. Aldridge),,81,97
339,4,9:23.0,,Turnover by T. Parker (bad pass),81,97
340,4,9:23.0,N. Batum enters the game for S. Blake,,81,97
341,4,9:03.0,D. Lillard misses 3-pt jump shot from 24 ft,,81,97
342,4,9:02.0,,Defensive rebound by K. Leonard,81,97
343,4,8:53.0,,K. Leonard misses 2-pt jump shot from 13 ft,81,97
344,4,8:52.0,,Offensive rebound by A. Baynes,81,97
345,4,8:49.0,,K. Leonard makes 2-pt jump shot from 8 ft (assist by B. Diaw),81,99
346,4,8:49.0,,Shooting foul by C. Kaman (drawn by K. Leonard),81,99
347,4,8:49.0,,T. Duncan enters the game for A. Baynes,81,99
348,4,8:49.0,,D. Green enters the game for P. Mills,81,99
349,4,8:49.0,,K. Leonard makes free throw 1 of 1,81,100
350,4,8:41.0,Personal foul by T. Duncan (drawn by C. Kaman),,81,100
351,4,8:29.0,W. Matthews misses 3-pt jump shot from 23 ft,,81,100
352,4,8:28.0,,Defensive rebound by D. Green,81,100
353,4,8:18.0,,K. Leonard misses 2-pt jump shot from 15 ft,81,100
354,4,8:17.0,Defensive rebound by N. Batum,,81,100
355,4,8:02.0,L. Aldridge makes 2-pt layup from 2 ft,,83,100
356,4,7:50.0,,T. Duncan makes 2-pt jump shot from 12 ft (assist by B. Diaw),83,102
357,4,7:27.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by W. Matthews),,85,102
358,4,7:15.0,,D. Green makes 2-pt layup from 1 ft (assist by T. Duncan),85,104
359,4,7:02.0,D. Lillard misses 3-pt jump shot from 25 ft,,85,104
360,4,7:01.0,,Defensive rebound by D. Green,85,104
361,4,6:45.0,,Shooting foul by C. Kaman (drawn by K. Leonard),85,104
362,4,6:45.0,,K. Leonard makes free throw 1 of 2,85,105
363,4,6:45.0,,K. Leonard makes free throw 2 of 2,85,106
364,4,6:28.0,L. Aldridge misses 2-pt jump shot from 8 ft (block by B. Diaw),,85,106
365,4,6:27.0,,Defensive rebound by T. Duncan,85,106
366,4,6:16.0,,K. Leonard makes 2-pt layup from 1 ft (assist by T. Parker),85,108
367,4,6:16.0,,Shooting foul by L. Aldridge (drawn by K. Leonard),85,108
368,4,6:16.0,,K. Leonard misses free throw 1 of 1,85,108
369,4,6:15.0,Defensive rebound by L. Aldridge,,85,108
370,4,5:59.0,N. Batum misses 2-pt jump shot from 11 ft,,85,108
371,4,5:58.0,,Defensive rebound by T. Duncan,85,108
372,4,5:47.0,,K. Leonard misses 2-pt jump shot from 18 ft,85,108
373,4,5:46.0,Defensive rebound by C. Kaman,,85,108
374,4,5:39.0,Shooting foul by B. Diaw (drawn by D. Lillard),,85,108
375,4,5:39.0,Official timeout,,85,108
376,4,5:39.0,D. Lillard makes free throw 1 of 2,,86,108
377,4,5:39.0,D. Lillard makes free throw 2 of 2,,87,108
