,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
0,1,11:47.0,,B. Lopez misses 2-pt jump shot from 8 ft,0,0
1,1,11:46.0,Defensive rebound by A. Horford,,0,0
2,1,11:23.0,A. Horford misses 2-pt jump shot from 10 ft,,0,0
3,1,11:19.0,Offensive rebound by J. Teague,,0,0
4,1,11:12.0,M. Muscala makes 2-pt layup from 3 ft (assist by D. Carroll),,2,0
5,1,10:49.0,,T. Young misses 2-pt jump shot from 8 ft,2,0
6,1,10:48.0,Defensive rebound by K. Korver,,2,0
7,1,10:40.0,D. Carroll makes 2-pt jump shot from 7 ft (assist by A. Horford),,4,0
8,1,10:26.0,,Turnover by D. Williams (bad pass; steal by J. Teague),4,0
9,1,10:22.0,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),,6,0
10,1,9:59.0,,M. Brown misses 2-pt jump shot from 18 ft (block by K. Korver),6,0
11,1,9:57.0,,Offensive rebound by M. Brown,6,0
12,1,9:55.0,,B. Lopez makes 2-pt layup from 1 ft,6,2
13,1,9:40.0,M. Muscala misses 3-pt jump shot from 23 ft,,6,2
14,1,9:39.0,,Defensive rebound by M. Brown,6,2
15,1,9:29.0,,Turnover by B. Lopez (bad pass; steal by M. Muscala),6,2
16,1,9:27.0,Turnover by M. Muscala (lost ball; steal by B. Lopez),,6,2
17,1,9:21.0,Violation by M. Muscala (kicked ball),,6,2
18,1,9:14.0,,D. Williams misses 3-pt jump shot from 24 ft,6,2
19,1,9:13.0,Defensive rebound by D. Carroll,,6,2
20,1,8:53.0,M. Muscala makes 2-pt jump shot from 19 ft (assist by J. Teague),,8,2
21,1,8:36.0,,B. Lopez makes 2-pt layup from 2 ft (assist by D. Williams),8,4
22,1,8:23.0,A. Horford makes 2-pt layup from 1 ft (assist by M. Muscala),,10,4
23,1,7:59.0,,T. Young misses 2-pt jump shot from 15 ft,10,4
24,1,7:58.0,Defensive rebound by D. Carroll,,10,4
25,1,7:53.0,Personal foul by J. Johnson (drawn by D. Carroll),,10,4
26,1,7:45.0,K. Korver misses 3-pt jump shot from 23 ft,,10,4
27,1,7:44.0,,Defensive rebound by T. Young,10,4
28,1,7:26.0,,T. Young makes 2-pt jump shot from 7 ft (assist by D. Williams),10,6
29,1,7:07.0,A. Horford makes 3-pt jump shot from 23 ft (assist by J. Teague),,13,6
30,1,6:48.0,,B. Bogdanović enters the game for M. Brown,13,6
31,1,6:40.0,,B. Lopez misses 2-pt jump shot from 17 ft,13,6
32,1,6:39.0,Defensive rebound by D. Carroll,,13,6
33,1,6:26.0,D. Carroll makes 2-pt jump shot from 17 ft (assist by J. Teague),,15,6
34,1,6:14.0,,Personal foul by M. Muscala (drawn by D. Williams),15,6
35,1,6:14.0,K. Bazemore enters the game for K. Korver,,15,6
36,1,6:14.0,M. Scott enters the game for A. Horford,,15,6
37,1,6:06.0,,Turnover by B. Bogdanović (bad pass; steal by D. Carroll),15,6
38,1,6:03.0,D. Carroll makes 2-pt dunk at rim (assist by J. Teague),,17,6
39,1,6:03.0,,Brooklyn full timeout,17,6
40,1,5:43.0,,T. Young makes 3-pt jump shot from 24 ft (assist by D. Williams),17,9
41,1,5:22.0,M. Muscala makes 2-pt jump shot from 15 ft (assist by D. Carroll),,19,9
42,1,5:05.0,,B. Lopez makes 2-pt layup from 2 ft (assist by T. Young),19,11
43,1,4:54.0,J. Teague misses 2-pt layup from 2 ft,,19,11
44,1,4:53.0,Offensive rebound by M. Muscala,,19,11
45,1,4:52.0,M. Muscala makes 2-pt tip-in from 1 ft,,21,11
46,1,4:42.0,,J. Johnson misses 3-pt jump shot from 22 ft,21,11
47,1,4:41.0,Defensive rebound by M. Scott,,21,11
48,1,4:33.0,K. Bazemore misses 2-pt layup from 3 ft,,21,11
49,1,4:32.0,,Defensive rebound by T. Young,21,11
50,1,4:20.0,,T. Young misses 3-pt jump shot from 25 ft,21,11
51,1,4:19.0,Defensive rebound by K. Bazemore,,21,11
52,1,4:13.0,Shooting foul by T. Young (drawn by M. Scott),,21,11
53,1,4:13.0,M. Scott makes free throw 1 of 2,,22,11
54,1,4:13.0,E. Brand enters the game for M. Muscala,,22,11
55,1,4:13.0,D. Schröder enters the game for J. Teague,,22,11
56,1,4:13.0,,M. Brown enters the game for J. Johnson,22,11
57,1,4:13.0,M. Scott makes free throw 2 of 2,,23,11
58,1,4:06.0,,Shooting foul by K. Bazemore (drawn by B. Lopez),23,11
59,1,4:06.0,,B. Lopez makes free throw 1 of 2,23,12
60,1,4:06.0,,B. Lopez makes free throw 2 of 2,23,13
61,1,3:45.0,Personal foul by M. Brown (drawn by K. Bazemore),,23,13
62,1,3:39.0,D. Schröder misses 3-pt jump shot from 25 ft,,23,13
63,1,3:38.0,,Defensive rebound by T. Young,23,13
64,1,3:32.0,,M. Brown makes 2-pt layup from 2 ft,23,15
65,1,3:31.0,Atlanta full timeout,,23,15
66,1,3:10.0,M. Scott makes 3-pt jump shot from 26 ft (assist by D. Carroll),,26,15
67,1,2:51.0,,D. Williams makes 2-pt jump shot from 8 ft,26,17
68,1,2:37.0,,Violation by B. Lopez (def goaltending),26,17
69,1,2:37.0,D. Schröder makes 2-pt layup from 2 ft (assist by M. Scott),,28,17
70,1,2:21.0,,B. Lopez misses 2-pt jump shot from 17 ft,28,17
71,1,2:20.0,Defensive rebound by E. Brand,,28,17
72,1,2:05.0,D. Schröder misses 3-pt jump shot from 24 ft,,28,17
73,1,2:04.0,,Defensive rebound by T. Young,28,17
74,1,1:48.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Williams),28,19
75,1,1:37.0,Turnover by D. Schröder (bad pass; steal by T. Young),,28,19
76,1,1:32.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Williams),28,21
77,1,1:10.0,M. Scott misses 2-pt jump shot from 16 ft,,28,21
78,1,1:09.0,,Defensive rebound by M. Brown,28,21
79,1,1:01.0,,M. Brown misses 2-pt jump shot from 16 ft,28,21
80,1,1:00.0,Defensive rebound by M. Scott,,28,21
81,1,0:50.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by E. Brand),,31,21
82,1,0:42.0,,B. Lopez makes 2-pt layup from 1 ft (assist by D. Williams),31,23
83,1,0:27.0,D. Carroll misses 3-pt jump shot from 22 ft,,31,23
84,1,0:26.0,,Defensive rebound by B. Lopez,31,23
85,1,0:12.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Williams),31,26
86,1,0:04.0,K. Korver enters the game for D. Schröder,,31,26
87,1,0:04.0,A. Horford enters the game for E. Brand,,31,26
88,1,0:04.0,,J. Johnson enters the game for T. Young,31,26
89,1,0:04.0,,M. Plumlee enters the game for B. Lopez,31,26
90,1,0:03.0,Personal foul by J. Johnson (drawn by A. Horford),,31,26
91,1,0:03.0,S. Mack enters the game for K. Bazemore,,31,26
92,1,0:01.0,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Korver),,33,26
93,2,11:49.0,A. Horford misses 2-pt jump shot from 3 ft,,33,26
94,2,11:48.0,Offensive rebound by A. Horford,,33,26
95,2,11:46.0,A. Horford makes 2-pt tip-in from 1 ft,,35,26
96,2,11:21.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Brown),35,28
97,2,11:08.0,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),,38,28
98,2,10:54.0,,M. Brown misses 2-pt layup from 1 ft,38,28
99,2,10:53.0,Defensive rebound by D. Schröder,,38,28
100,2,10:48.0,Shooting foul by M. Plumlee (drawn by M. Scott),,38,28
101,2,10:48.0,M. Scott makes free throw 1 of 2,,39,28
102,2,10:48.0,M. Scott misses free throw 2 of 2,,39,28
103,2,10:47.0,,Defensive rebound by J. Johnson,39,28
104,2,10:37.0,,Shooting foul by D. Schröder (drawn by J. Jack),39,28
105,2,10:37.0,,J. Jack makes free throw 1 of 2,39,29
106,2,10:37.0,,J. Jack makes free throw 2 of 2,39,30
