,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
56,1,4:10.0,Personal foul by S. Larkin (drawn by J. Wall),,10,11
57,1,4:10.0,,J. Smith enters the game for I. Shumpert,10,11
58,1,4:06.0,,Violation by C. Aldrich (kicked ball),10,11
59,1,3:59.0,M. Gortat misses 2-pt jump shot from 11 ft,,10,11
60,1,3:58.0,,Defensive rebound by C. Anthony,10,11
61,1,3:48.0,,C. Anthony misses 2-pt jump shot from 17 ft,10,11
62,1,3:47.0,Defensive rebound by M. Gortat,,10,11
63,1,3:39.0,Offensive foul by M. Gortat (drawn by C. Aldrich),,10,11
64,1,3:39.0,Turnover by M. Gortat (offensive foul),,10,11
65,1,3:26.0,,J. Smith makes 2-pt jump shot from 19 ft,10,13
66,1,3:06.0,J. Wall misses 2-pt jump shot from 23 ft,,10,13
67,1,3:05.0,,Defensive rebound by C. Anthony,10,13
68,1,2:54.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by J. Smith),10,15
69,1,2:46.0,Washington full timeout,,10,15
70,1,2:33.0,G. Temple misses 3-pt jump shot from 24 ft,,10,15
71,1,2:31.0,,Defensive rebound by Team,10,15
72,1,2:31.0,,P. Prigioni enters the game for S. Larkin,10,15
73,1,2:20.0,,J. Smith misses 3-pt jump shot from 25 ft,10,15
74,1,2:19.0,Defensive rebound by D. Gooden,,10,15
75,1,2:09.0,Personal block foul by C. Aldrich (drawn by J. Wall),,10,15
76,1,1:59.0,G. Temple makes 2-pt jump shot from 15 ft,,12,15
77,1,1:33.0,,C. Anthony makes 2-pt jump shot from 18 ft,12,17
78,1,1:28.0,,Violation by C. Aldrich (def goaltending),12,17
79,1,1:28.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,14,17
80,1,1:16.0,,J. Smith makes 2-pt jump shot from 3 ft (assist by J. Smith),14,19
81,1,1:02.0,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Wall),,17,19
82,1,0:51.0,,C. Aldrich makes 2-pt dunk at rim (assist by C. Anthony),17,21
83,1,0:41.0,J. Wall misses 2-pt layup from 1 ft,,17,21
84,1,0:39.0,,Defensive rebound by C. Aldrich,17,21
85,1,0:29.0,,Shooting foul by M. Gortat (drawn by J. Smith),17,21
86,1,0:29.0,,J. Smith makes free throw 1 of 2,17,22
87,1,0:29.0,,T. Hardaway enters the game for C. Anthony,17,22
88,1,0:29.0,K. Séraphin enters the game for M. Gortat,,17,22
89,1,0:29.0,A. Miller enters the game for G. Temple,,17,22
90,1,0:29.0,G. Rice enters the game for J. Wall,,17,22
91,1,0:29.0,,J. Smith makes free throw 2 of 2,17,23
92,1,0:15.0,A. Miller misses 2-pt layup from 1 ft,,17,23
93,1,0:14.0,,Defensive rebound by J. Smith,17,23
94,1,0:03.0,,J. Smith misses 2-pt jump shot from 20 ft,17,23
95,1,0:02.0,Defensive rebound by K. Séraphin,,17,23
96,2,11:45.0,G. Rice misses 2-pt jump shot from 11 ft,,17,23
97,2,11:44.0,,Defensive rebound by J. Smith,17,23
98,2,11:38.0,,T. Hardaway misses 2-pt jump shot from 18 ft,17,23
99,2,11:37.0,,Offensive rebound by Team,17,23
100,2,11:20.0,,C. Aldrich misses 2-pt hook shot from 10 ft,17,23
101,2,11:19.0,Defensive rebound by O. Porter,,17,23
102,2,11:01.0,G. Rice misses 3-pt jump shot from 25 ft,,17,23
103,2,11:00.0,,Defensive rebound by C. Aldrich,17,23
104,2,10:44.0,,Shooting foul by D. Gooden (drawn by J. Smith),17,23
105,2,10:44.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by J. Smith),17,25
106,2,10:44.0,,J. Smith makes free throw 1 of 1,17,26
107,2,10:23.0,A. Miller makes 2-pt layup from 1 ft (assist by D. Gooden),,19,26
108,2,10:03.0,,T. Hardaway misses 2-pt jump shot from 20 ft,19,26
109,2,10:02.0,,Offensive rebound by C. Aldrich,19,26
110,2,10:02.0,,C. Aldrich misses 2-pt tip-in from 1 ft,19,26
111,2,10:00.0,,Offensive rebound by Team,19,26
112,2,10:00.0,Loose ball foul by G. Rice (drawn by C. Aldrich),,19,26
113,2,9:58.0,,Offensive foul by C. Aldrich (drawn by G. Rice),19,26
114,2,9:58.0,,Turnover by C. Aldrich (offensive foul),19,26
115,2,9:42.0,Turnover by K. Séraphin (lost ball),,19,26
116,2,9:21.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by C. Aldrich),19,28
117,2,9:06.0,D. Gooden makes 2-pt jump shot from 15 ft (assist by G. Rice),,21,28
118,2,8:58.0,,Personal foul by A. Miller (drawn by P. Prigioni),21,28
119,2,8:58.0,Official timeout,,21,28
120,2,8:58.0,,S. Dalembert enters the game for C. Aldrich,21,28
121,2,8:40.0,,T. Hardaway misses 2-pt layup from 2 ft,21,28
122,2,8:39.0,,Offensive rebound by S. Dalembert,21,28
123,2,8:39.0,,S. Dalembert misses 2-pt tip-in from 1 ft,21,28
124,2,8:38.0,Defensive rebound by O. Porter,,21,28
125,2,8:25.0,K. Séraphin makes 2-pt jump shot from 14 ft,,23,28
126,2,8:13.0,,Turnover by J. Smith (lost ball; steal by A. Miller),23,28
127,2,8:09.0,O. Porter makes 2-pt dunk at rim (assist by A. Miller),,25,28
128,2,7:46.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Smith),25,31
129,2,7:36.0,,Violation by J. Smith (kicked ball),25,31
130,2,7:23.0,D. Gooden makes 2-pt jump shot from 21 ft (assist by O. Porter),,27,31
131,2,7:07.0,,T. Hardaway misses 3-pt jump shot from 24 ft,27,31
132,2,7:06.0,Defensive rebound by G. Rice,,27,31
133,2,7:01.0,Personal foul by S. Dalembert (drawn by K. Séraphin),,27,31
134,2,7:01.0,,I. Shumpert enters the game for T. Hardaway,27,31
135,2,7:01.0,,C. Anthony enters the game for J. Smith,27,31
136,2,7:01.0,P. Pierce enters the game for G. Rice,,27,31
137,2,7:01.0,N. Hilário enters the game for D. Gooden,,27,31
138,2,6:53.0,Personal foul by P. Prigioni (drawn by N. Hilário),,27,31
139,2,6:40.0,A. Miller makes 2-pt jump shot from 9 ft,,29,31
140,2,6:17.0,,P. Prigioni misses 3-pt jump shot from 25 ft,29,31
141,2,6:16.0,Defensive rebound by Team,,29,31
142,2,6:16.0,,Loose ball foul by J. Smith (drawn by N. Hilário),29,31
143,2,6:16.0,,A. Stoudemire enters the game for J. Smith,29,31
144,2,5:59.0,K. Séraphin makes 2-pt hook shot from 4 ft (assist by P. Pierce),,31,31
145,2,5:45.0,,P. Prigioni makes 3-pt jump shot from 23 ft (assist by C. Anthony),31,34
146,2,5:27.0,A. Miller misses 2-pt layup from 3 ft (block by S. Dalembert),,31,34
147,2,5:26.0,Offensive rebound by K. Séraphin,,31,34
148,2,5:23.0,N. Hilário misses 2-pt jump shot from 4 ft (block by S. Dalembert),,31,34
149,2,5:22.0,Offensive rebound by O. Porter,,31,34
150,2,5:20.0,O. Porter misses 2-pt jump shot from 9 ft,,31,34
151,2,5:19.0,,Defensive rebound by I. Shumpert,31,34
152,2,5:00.0,,I. Shumpert misses 2-pt layup from 1 ft,31,34
153,2,4:59.0,,Offensive rebound by S. Dalembert,31,34
154,2,4:59.0,,S. Dalembert makes 2-pt tip-in at rim,31,36
155,2,4:42.0,N. Hilário misses 2-pt layup from 1 ft,,31,36
156,2,4:41.0,,Defensive rebound by S. Dalembert,31,36
157,2,4:27.0,,A. Stoudemire misses 2-pt jump shot from 4 ft,31,36
158,2,4:26.0,Defensive rebound by A. Miller,,31,36
159,2,4:16.0,A. Miller makes 2-pt jump shot from 8 ft,,33,36
160,2,4:15.0,Technical foul by Team,,33,36
161,2,4:15.0,,New York full timeout,33,36
162,2,4:15.0,J. Wall enters the game for A. Miller,,33,36
163,2,4:15.0,,S. Larkin enters the game for P. Prigioni,33,36
164,2,4:15.0,,C. Anthony misses technical free throw,33,36
165,2,4:15.0,,Offensive rebound by Team,33,36
166,2,3:54.0,,Turnover by C. Anthony (lost ball; steal by P. Pierce),33,36
167,2,3:44.0,N. Hilário makes 2-pt jump shot from 16 ft (assist by O. Porter),,35,36
168,2,3:24.0,,I. Shumpert misses 2-pt jump shot from 11 ft,35,36
169,2,3:23.0,,Offensive rebound by S. Dalembert,35,36
170,2,3:21.0,,C. Anthony makes 2-pt layup from 2 ft (assist by S. Dalembert),35,38
171,2,3:21.0,,Shooting block foul by N. Hilário (drawn by C. Anthony),35,38
172,2,3:21.0,G. Temple enters the game for O. Porter,,35,38
173,2,3:21.0,,C. Anthony makes free throw 1 of 1,35,39
174,2,3:09.0,P. Pierce misses 2-pt jump shot from 8 ft,,35,39
175,2,3:07.0,,Defensive rebound by S. Dalembert,35,39
176,2,3:02.0,,C. Anthony misses 2-pt layup from 2 ft (block by P. Pierce),35,39
177,2,3:00.0,,Offensive rebound by A. Stoudemire,35,39
178,2,2:59.0,,A. Stoudemire makes 2-pt jump shot from 3 ft,35,41
179,2,2:48.0,Turnover by J. Wall (bad pass; steal by A. Stoudemire),,35,41
180,2,2:45.0,,Shooting foul by G. Temple (drawn by I. Shumpert),35,41
181,2,2:45.0,Washington full timeout,,35,41
182,2,2:45.0,M. Gortat enters the game for K. Séraphin,,35,41
183,2,2:45.0,,I. Shumpert misses free throw 1 of 2,35,41
184,2,2:45.0,,Offensive rebound by Team,35,41
185,2,2:45.0,,I. Shumpert makes free throw 2 of 2,35,42
186,2,2:27.0,Personal foul by C. Anthony (drawn by P. Pierce),,35,42
187,2,2:20.0,M. Gortat misses 2-pt jump shot from 19 ft,,35,42
188,2,2:19.0,,Defensive rebound by S. Dalembert,35,42
189,2,2:00.0,,A. Stoudemire misses 2-pt layup from 1 ft,35,42
190,2,1:59.0,Defensive rebound by N. Hilário,,35,42
191,2,1:52.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by M. Gortat),,38,42
192,2,1:28.0,,Turnover by I. Shumpert (lost ball),38,42
193,2,1:28.0,,J. Smith enters the game for A. Stoudemire,38,42
194,2,1:28.0,D. Gooden enters the game for N. Hilário,,38,42
195,2,1:28.0,G. Rice enters the game for G. Temple,,38,42
196,2,1:14.0,D. Gooden misses 2-pt jump shot from 15 ft,,38,42
197,2,1:13.0,,Defensive rebound by J. Smith,38,42
198,2,1:05.0,,I. Shumpert makes 3-pt jump shot from 24 ft,38,45
199,2,0:56.0,G. Rice misses 3-pt jump shot from 22 ft,,38,45
200,2,0:54.0,,Defensive rebound by Team,38,45
201,2,0:39.0,,C. Anthony misses 2-pt jump shot from 7 ft,38,45
202,2,0:37.0,Defensive rebound by D. Gooden,,38,45
203,2,0:30.0,J. Wall misses 2-pt jump shot from 22 ft,,38,45
204,2,0:29.0,Offensive rebound by D. Gooden,,38,45
205,2,0:28.0,Shooting foul by J. Smith (drawn by D. Gooden),,38,45
206,2,0:28.0,D. Gooden makes free throw 1 of 2,,39,45
207,2,0:28.0,D. Gooden misses free throw 2 of 2,,39,45
208,2,0:28.0,,Defensive rebound by S. Dalembert,39,45
209,2,0:24.0,,New York full timeout,39,45
210,2,0:24.0,K. Séraphin enters the game for M. Gortat,,39,45
211,2,0:18.0,,Turnover by C. Anthony (lost ball; steal by P. Pierce),39,45
212,2,0:14.0,Shooting foul by S. Dalembert (drawn by P. Pierce),,39,45
213,2,0:14.0,P. Pierce misses free throw 1 of 2,,39,45
214,2,0:14.0,Offensive rebound by Team,,39,45
215,2,0:14.0,,J. Smith enters the game for J. Smith,39,45
216,2,0:14.0,O. Porter enters the game for K. Séraphin,,39,45
217,2,0:14.0,P. Pierce makes free throw 2 of 2,,40,45
218,3,11:43.0,Shooting foul by I. Shumpert (drawn by P. Pierce),,40,45
219,3,11:43.0,P. Pierce makes free throw 1 of 2,,41,45
220,3,11:43.0,P. Pierce makes free throw 2 of 2,,42,45
221,3,11:19.0,,A. Stoudemire misses 2-pt jump shot from 15 ft,42,45
222,3,11:18.0,Defensive rebound by P. Pierce,,42,45
223,3,11:15.0,Shooting foul by S. Larkin (drawn by G. Temple),,42,45
224,3,11:15.0,G. Temple misses free throw 1 of 2,,42,45
225,3,11:15.0,Offensive rebound by Team,,42,45
226,3,11:15.0,G. Temple makes free throw 2 of 2,,43,45
227,3,10:54.0,,S. Dalembert misses 2-pt jump shot from 16 ft,43,45
228,3,10:53.0,Defensive rebound by G. Temple,,43,45
229,3,10:44.0,M. Gortat makes 2-pt jump shot from 3 ft (assist by J. Wall),,45,45
230,3,10:42.0,,New York full timeout,45,45
231,3,10:18.0,,I. Shumpert misses 2-pt jump shot from 10 ft,45,45
232,3,10:16.0,Defensive rebound by M. Gortat,,45,45
233,3,10:10.0,N. Hilário misses 2-pt jump shot from 16 ft,,45,45
234,3,10:09.0,Offensive rebound by G. Temple,,45,45
235,3,9:57.0,M. Gortat misses 2-pt jump shot from 6 ft,,45,45
236,3,9:56.0,,Defensive rebound by I. Shumpert,45,45
237,3,9:43.0,,C. Anthony makes 3-pt jump shot from 25 ft,45,48
238,3,9:19.0,P. Pierce misses 3-pt jump shot from 27 ft,,45,48
239,3,9:18.0,Offensive rebound by N. Hilário,,45,48
240,3,9:12.0,G. Temple makes 3-pt jump shot from 24 ft (assist by N. Hilário),,48,48
241,3,8:59.0,,C. Anthony misses 2-pt jump shot from 14 ft,48,48
242,3,8:58.0,,Offensive rebound by C. Anthony,48,48
243,3,8:55.0,,C. Anthony misses 2-pt jump shot from 7 ft,48,48
244,3,8:54.0,Defensive rebound by M. Gortat,,48,48
245,3,8:50.0,N. Hilário makes 2-pt layup from 3 ft (assist by P. Pierce),,50,48
246,3,8:50.0,Shooting block foul by I. Shumpert (drawn by N. Hilário),,50,48
247,3,8:50.0,N. Hilário misses free throw 1 of 1,,50,48
248,3,8:50.0,,Defensive rebound by A. Stoudemire,50,48
249,3,8:36.0,,C. Anthony misses 2-pt jump shot from 18 ft,50,48
250,3,8:35.0,Defensive rebound by G. Temple,,50,48
251,3,8:29.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by J. Wall),,53,48
252,3,8:29.0,Shooting foul by S. Larkin (drawn by P. Pierce),,53,48
253,3,8:29.0,,J. Smith enters the game for S. Dalembert,53,48
254,3,8:29.0,P. Pierce makes free throw 1 of 1,,54,48
255,3,8:16.0,,Personal foul by G. Temple (drawn by I. Shumpert),54,48
256,3,8:10.0,,S. Larkin makes 2-pt layup from 2 ft,54,50
257,3,7:57.0,G. Temple misses 2-pt jump shot from 9 ft,,54,50
258,3,7:56.0,,Defensive rebound by A. Stoudemire,54,50
259,3,7:49.0,,I. Shumpert makes 2-pt jump shot from 17 ft,54,52
260,3,7:27.0,N. Hilário misses 2-pt hook shot from 3 ft,,54,52
261,3,7:26.0,,Defensive rebound by S. Larkin,54,52
262,3,7:12.0,,C. Anthony makes 2-pt jump shot from 21 ft,54,54
263,3,6:52.0,J. Wall makes 2-pt jump shot from 13 ft,,56,54
264,3,6:33.0,,A. Stoudemire makes 2-pt layup from 1 ft,56,56
265,3,6:33.0,,Shooting foul by M. Gortat (drawn by A. Stoudemire),56,56
266,3,6:33.0,,A. Stoudemire misses free throw 1 of 1,56,56
267,3,6:32.0,Defensive rebound by M. Gortat,,56,56
268,3,6:26.0,J. Wall misses 2-pt layup at rim,,56,56
269,3,6:25.0,,Defensive rebound by A. Stoudemire,56,56
270,3,6:19.0,,I. Shumpert misses 2-pt jump shot from 10 ft,56,56
271,3,6:18.0,,Offensive rebound by J. Smith,56,56
272,3,6:15.0,,J. Smith misses 2-pt layup from 3 ft (block by N. Hilário),56,56
273,3,6:14.0,Defensive rebound by N. Hilário,,56,56
274,3,6:06.0,P. Pierce misses 3-pt jump shot from 25 ft,,56,56
275,3,6:05.0,Offensive rebound by M. Gortat,,56,56
276,3,6:00.0,P. Pierce makes 2-pt jump shot from 18 ft (assist by M. Gortat),,58,56
277,3,5:47.0,,J. Smith misses 2-pt jump shot from 21 ft,58,56
278,3,5:46.0,,Offensive rebound by A. Stoudemire,58,56
279,3,5:44.0,,Personal foul by P. Pierce (drawn by A. Stoudemire),58,56
280,3,5:44.0,,J. Smith enters the game for I. Shumpert,58,56
281,3,5:30.0,,Turnover by A. Stoudemire (traveling),58,56
282,3,5:29.0,Personal foul by S. Larkin (drawn by J. Wall),,58,56
283,3,5:29.0,,P. Prigioni enters the game for S. Larkin,58,56
284,3,5:29.0,J. Wall misses free throw 1 of 2,,58,56
285,3,5:29.0,Offensive rebound by Team,,58,56
286,3,5:29.0,J. Wall misses free throw 2 of 2,,58,56
287,3,5:29.0,Offensive rebound by M. Gortat,,58,56
288,3,5:16.0,N. Hilário misses 2-pt layup at rim,,58,56
289,3,5:15.0,,Defensive rebound by A. Stoudemire,58,56
290,3,5:00.0,,Turnover by J. Smith (bad pass; steal by J. Wall),58,56
291,3,4:53.0,Turnover by G. Temple (bad pass; steal by J. Smith),,58,56
292,3,4:36.0,,C. Anthony misses 2-pt jump shot from 11 ft,58,56
293,3,4:35.0,Defensive rebound by N. Hilário,,58,56
294,3,4:31.0,Personal foul by P. Prigioni (drawn by J. Wall),,58,56
295,3,4:31.0,J. Wall makes free throw 1 of 2,,59,56
296,3,4:31.0,,C. Aldrich enters the game for A. Stoudemire,59,56
297,3,4:31.0,D. Gooden enters the game for N. Hilário,,59,56
298,3,4:31.0,J. Wall misses free throw 2 of 2,,59,56
299,3,4:30.0,,Defensive rebound by C. Aldrich,59,56
300,3,4:16.0,,J. Smith misses 3-pt jump shot from 25 ft,59,56
301,3,4:15.0,Defensive rebound by M. Gortat,,59,56
302,3,4:14.0,Offensive foul by M. Gortat (drawn by J. Smith),,59,56
303,3,4:14.0,Turnover by M. Gortat (offensive foul),,59,56
304,3,4:14.0,K. Séraphin enters the game for M. Gortat,,59,56
305,3,4:02.0,,Turnover by C. Anthony (palming),59,56
306,3,3:39.0,G. Temple makes 3-pt jump shot from 24 ft (assist by P. Pierce),,62,56
307,3,3:20.0,,J. Smith misses 2-pt layup from 1 ft,62,56
308,3,3:19.0,Defensive rebound by G. Temple,,62,56
309,3,3:13.0,J. Wall makes 2-pt layup from 1 ft,,64,56
310,3,3:01.0,,Personal foul by P. Pierce (drawn by C. Anthony),64,56
311,3,3:01.0,O. Porter enters the game for P. Pierce,,64,56
312,3,3:01.0,,T. Hardaway enters the game for C. Anthony,64,56
313,3,2:53.0,,C. Aldrich misses 2-pt hook shot from 9 ft,64,56
314,3,2:51.0,,Offensive rebound by J. Smith,64,56
315,3,2:39.0,,T. Hardaway misses 3-pt jump shot from 24 ft,64,56
316,3,2:38.0,Defensive rebound by Team,,64,56
317,3,2:38.0,Washington full timeout,,64,56
318,3,2:22.0,O. Porter makes 2-pt jump shot from 19 ft (assist by D. Gooden),,66,56
319,3,2:11.0,,C. Aldrich misses 2-pt jump shot from 6 ft,66,56
320,3,2:10.0,Defensive rebound by D. Gooden,,66,56
321,3,2:03.0,A. Miller enters the game for J. Wall,,66,56
322,3,1:51.0,K. Séraphin makes 2-pt hook shot from 8 ft,,68,56
323,3,1:30.0,,J. Smith misses 2-pt jump shot from 21 ft,68,56
324,3,1:29.0,Defensive rebound by A. Miller,,68,56
325,3,1:13.0,K. Séraphin makes 2-pt jump shot from 11 ft (assist by G. Temple),,70,56
326,3,0:52.0,,T. Hardaway makes 2-pt jump shot from 20 ft,70,58
327,3,0:37.0,Shooting foul by C. Aldrich (drawn by K. Séraphin),,70,58
328,3,0:37.0,K. Séraphin makes free throw 1 of 2,,71,58
329,3,0:37.0,G. Rice enters the game for G. Temple,,71,58
330,3,0:37.0,K. Séraphin makes free throw 2 of 2,,72,58
331,3,0:23.0,,Shooting foul by G. Rice (drawn by J. Smith),72,58
332,3,0:23.0,,J. Smith makes free throw 1 of 2,72,59
333,3,0:23.0,J. Wall enters the game for D. Gooden,,72,59
334,3,0:23.0,,I. Shumpert enters the game for J. Smith,72,59
335,3,0:23.0,,J. Smith makes free throw 2 of 2,72,60
336,3,0:03.0,O. Porter misses 3-pt jump shot from 24 ft (block by J. Smith),,72,60
337,3,0:01.0,Offensive rebound by Team,,72,60
338,3,0:01.0,D. Gooden enters the game for A. Miller,,72,60
339,3,0:01.0,,S. Dalembert enters the game for P. Prigioni,72,60
340,4,11:45.0,,Turnover by A. Stoudemire (3 sec),72,60
341,4,11:33.0,Offensive foul by K. Séraphin (drawn by I. Shumpert),,72,60
342,4,11:33.0,Turnover by K. Séraphin (offensive foul),,72,60
343,4,11:14.0,,A. Stoudemire makes 2-pt jump shot from 4 ft,72,62
344,4,11:00.0,G. Rice misses 3-pt jump shot from 26 ft,,72,62
345,4,10:59.0,Offensive rebound by O. Porter,,72,62
346,4,10:45.0,A. Miller makes 2-pt layup from 1 ft,,74,62
347,4,10:28.0,,Personal foul by D. Gooden (drawn by C. Anthony),74,62
348,4,10:24.0,,Turnover by I. Shumpert (bad pass),74,62
349,4,10:24.0,,Violation by Team (delay of game),74,62
350,4,10:06.0,A. Miller misses 2-pt jump shot from 3 ft,,74,62
351,4,10:05.0,Offensive rebound by Team,,74,62
352,4,9:56.0,Turnover by A. Miller (bad pass; steal by A. Stoudemire),,74,62
353,4,9:48.0,,Personal block foul by G. Rice (drawn by I. Shumpert),74,62
354,4,9:37.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by C. Anthony),74,65
355,4,9:11.0,A. Miller misses 2-pt jump shot from 10 ft,,74,65
356,4,9:10.0,Offensive rebound by O. Porter,,74,65
357,4,9:10.0,O. Porter misses 2-pt tip-in at rim,,74,65
358,4,9:08.0,Offensive rebound by Team,,74,65
359,4,8:55.0,D. Gooden makes 3-pt jump shot from 26 ft (assist by A. Miller),,77,65
360,4,8:33.0,,P. Prigioni makes 3-pt jump shot from 26 ft (assist by J. Smith),77,68
361,4,8:21.0,Personal foul by J. Smith (drawn by O. Porter),,77,68
362,4,8:21.0,Official timeout,,77,68
363,4,8:12.0,G. Rice misses 2-pt layup at rim (block by I. Shumpert),,77,68
364,4,8:11.0,,Defensive rebound by I. Shumpert,77,68
365,4,8:02.0,,C. Anthony misses 2-pt jump shot from 20 ft,77,68
366,4,8:01.0,,Offensive rebound by P. Prigioni,77,68
367,4,7:53.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by J. Smith),77,71
368,4,7:32.0,K. Séraphin makes 2-pt jump shot from 13 ft (assist by A. Miller),,79,71
369,4,7:14.0,,J. Smith misses 2-pt jump shot from 17 ft,79,71
370,4,7:13.0,Defensive rebound by O. Porter,,79,71
371,4,6:56.0,A. Miller makes 2-pt jump shot from 9 ft,,81,71
372,4,6:41.0,,C. Anthony makes 2-pt jump shot from 12 ft (assist by A. Stoudemire),81,73
373,4,6:24.0,A. Miller makes 2-pt jump shot from 5 ft,,83,73
374,4,6:15.0,,C. Anthony misses 2-pt jump shot from 21 ft,83,73
375,4,6:14.0,Defensive rebound by O. Porter,,83,73
376,4,5:58.0,D. Gooden misses 3-pt jump shot from 25 ft,,83,73
377,4,5:57.0,,Defensive rebound by A. Stoudemire,83,73
378,4,5:45.0,,Personal foul by G. Rice (drawn by J. Smith),83,73
379,4,5:45.0,,New York full timeout,83,73
380,4,5:45.0,P. Pierce enters the game for D. Gooden,,83,73
381,4,5:45.0,J. Wall enters the game for G. Rice,,83,73
382,4,5:45.0,,S. Larkin enters the game for P. Prigioni,83,73
383,4,5:42.0,,Personal foul by P. Pierce (drawn by S. Larkin),83,73
384,4,5:31.0,,Personal foul by O. Porter (drawn by I. Shumpert),83,73
385,4,5:31.0,,I. Shumpert makes free throw 1 of 2,83,74
