,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
446,4,1:16.0,A. Brooks misses 3-pt jump shot from 28 ft,,87,96
447,4,1:15.0,,Defensive rebound by J. Smith,87,96
448,4,0:57.0,,T. Ariza makes 2-pt jump shot from 12 ft,87,98
449,4,0:57.0,Chicago full timeout,,87,98
450,4,0:57.0,,C. Brewer enters the game for D. Motiejūnas,87,98
451,4,0:49.0,A. Brooks misses 3-pt jump shot from 25 ft,,87,98
452,4,0:48.0,,Defensive rebound by T. Ariza,87,98
453,4,0:26.0,,J. Harden makes 3-pt jump shot from 25 ft,87,101
454,4,0:15.0,P. Gasol makes 2-pt hook shot from 4 ft,,89,101
455,4,0:15.0,Shooting foul by J. Smith (drawn by P. Gasol),,89,101
456,4,0:15.0,P. Gasol makes free throw 1 of 1,,90,101
