,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
49,1,5:50.0,,P. Prigioni enters the game for T. Hardaway,15,7
50,1,5:50.0,,J. Smith enters the game for C. Aldrich,15,7
51,1,5:50.0,,S. Dalembert enters the game for Q. Acy,15,7
52,1,5:50.0,G. Dragić makes free throw 2 of 2,,16,7
53,1,5:31.0,,Turnover by J. Calderón (lost ball; steal by E. Bledsoe),16,7
54,1,5:28.0,E. Bledsoe misses 2-pt layup from 1 ft,,16,7
55,1,5:26.0,Offensive rebound by M. Morris,,16,7
56,1,5:26.0,M. Morris misses 2-pt tip-in from 2 ft,,16,7
57,1,5:25.0,Offensive rebound by M. Morris,,16,7
58,1,5:23.0,M. Morris misses 2-pt jump shot from 4 ft,,16,7
59,1,5:22.0,,Defensive rebound by C. Anthony,16,7
60,1,5:06.0,,C. Anthony misses 2-pt jump shot from 22 ft,16,7
61,1,5:05.0,Defensive rebound by Team,,16,7
62,1,4:52.0,Turnover by E. Bledsoe (bad pass; steal by P. Prigioni),,16,7
63,1,4:46.0,,S. Dalembert misses 2-pt layup from 2 ft,16,7
64,1,4:45.0,,Offensive rebound by Team,16,7
65,1,4:45.0,M. Plumlee enters the game for A. Len,,16,7
66,1,4:45.0,I. Thomas enters the game for E. Bledsoe,,16,7
67,1,4:42.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by C. Anthony),16,10
68,1,4:21.0,M. Morris makes 2-pt jump shot from 22 ft,,18,10
69,1,4:06.0,,Personal foul by M. Morris (drawn by J. Smith),18,10
70,1,3:56.0,,J. Smith misses 2-pt jump shot from 19 ft,18,10
71,1,3:55.0,,Offensive rebound by Team,18,10
72,1,3:51.0,,J. Calderón makes 2-pt jump shot from 14 ft (assist by P. Prigioni),18,12
73,1,3:35.0,M. Morris misses 2-pt layup from 2 ft,,18,12
74,1,3:34.0,,Defensive rebound by S. Dalembert,18,12
75,1,3:23.0,,J. Smith misses 2-pt jump shot from 20 ft,18,12
76,1,3:22.0,,Offensive rebound by S. Dalembert,18,12
77,1,3:17.0,,J. Smith makes 2-pt layup from 1 ft (assist by C. Anthony),18,14
78,1,3:17.0,,Shooting foul by G. Dragić (drawn by J. Smith),18,14
79,1,3:17.0,,S. Larkin enters the game for J. Calderón,18,14
80,1,3:17.0,,J. Smith makes free throw 1 of 1,18,15
81,1,3:12.0,Phoenix full timeout,,18,15
82,1,3:03.0,Turnover by M. Plumlee (lost ball; steal by P. Prigioni),,18,15
83,1,2:47.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by P. Prigioni),18,17
84,1,2:31.0,M. Morris makes 3-pt jump shot from 23 ft (assist by I. Thomas),,21,17
85,1,2:16.0,,J. Smith makes 2-pt jump shot from 7 ft,21,19
86,1,1:56.0,M. Morris misses 3-pt jump shot from 26 ft,,21,19
87,1,1:55.0,,Defensive rebound by S. Dalembert,21,19
88,1,1:36.0,,J. Smith misses 2-pt jump shot from 10 ft,21,19
89,1,1:35.0,Defensive rebound by M. Plumlee,,21,19
90,1,1:34.0,Personal foul by P. Prigioni (drawn by G. Dragić),,21,19
91,1,1:34.0,M. Morris enters the game for P. Tucker,,21,19
92,1,1:24.0,I. Thomas misses 2-pt layup from 1 ft,,21,19
93,1,1:23.0,,Defensive rebound by S. Dalembert,21,19
94,1,1:17.0,,J. Smith misses 2-pt jump shot from 18 ft,21,19
95,1,1:16.0,Defensive rebound by Team,,21,19
96,1,1:16.0,,T. Wear enters the game for C. Anthony,21,19
97,1,1:00.0,G. Dragić misses 2-pt jump shot from 11 ft,,21,19
98,1,0:59.0,,Defensive rebound by P. Prigioni,21,19
99,1,0:42.0,,Shooting foul by M. Plumlee (drawn by J. Smith),21,19
100,1,0:42.0,,J. Smith misses free throw 1 of 2,21,19
101,1,0:42.0,,Offensive rebound by Team,21,19
102,1,0:42.0,E. Bledsoe enters the game for M. Morris,,21,19
103,1,0:42.0,,Q. Acy enters the game for S. Dalembert,21,19
104,1,0:42.0,,J. Smith misses free throw 2 of 2,21,19
105,1,0:41.0,Defensive rebound by E. Bledsoe,,21,19
106,1,0:31.0,Shooting foul by T. Wear (drawn by E. Bledsoe),,21,19
107,1,0:31.0,E. Bledsoe misses free throw 1 of 2,,21,19
108,1,0:31.0,Offensive rebound by Team,,21,19
109,1,0:31.0,,C. Anthony enters the game for J. Smith,21,19
110,1,0:31.0,,S. Dalembert enters the game for Q. Acy,21,19
111,1,0:31.0,E. Bledsoe makes free throw 2 of 2,,22,19
112,1,0:09.0,,T. Wear makes 2-pt jump shot from 18 ft,22,21
113,1,0:03.0,I. Thomas makes 2-pt jump shot from 4 ft,,24,21
114,2,11:38.0,,S. Larkin misses 3-pt jump shot from 25 ft,24,21
115,2,11:37.0,Defensive rebound by M. Plumlee,,24,21
116,2,11:27.0,Turnover by G. Green (lost ball; steal by P. Prigioni),,24,21
117,2,11:21.0,,P. Prigioni makes 2-pt layup from 1 ft,24,23
118,2,11:04.0,Shooting foul by S. Larkin (drawn by I. Thomas),,24,23
119,2,11:04.0,I. Thomas misses free throw 1 of 2,,24,23
120,2,11:04.0,Offensive rebound by Team,,24,23
121,2,11:04.0,I. Thomas makes free throw 2 of 2,,25,23
122,2,10:43.0,,S. Larkin makes 2-pt layup from 1 ft,25,25
123,2,10:32.0,G. Green misses 3-pt jump shot from 24 ft,,25,25
124,2,10:31.0,,Defensive rebound by S. Larkin,25,25
125,2,10:09.0,,P. Prigioni misses 2-pt jump shot from 4 ft,25,25
126,2,10:08.0,,Offensive rebound by S. Dalembert,25,25
127,2,10:07.0,,Turnover by Team (shot clock),25,25
128,2,9:50.0,M. Morris misses 2-pt layup from 2 ft,,25,25
129,2,9:49.0,,Defensive rebound by T. Wear,25,25
130,2,9:37.0,,S. Larkin makes 2-pt layup from 1 ft,25,27
131,2,9:30.0,Personal foul by Q. Acy (drawn by M. Morris),,25,27
132,2,9:30.0,,T. Hardaway enters the game for P. Prigioni,25,27
133,2,9:26.0,Turnover by E. Bledsoe (bad pass; steal by T. Hardaway),,25,27
134,2,9:22.0,,T. Wear misses 2-pt layup from 1 ft,25,27
135,2,9:21.0,Defensive rebound by E. Bledsoe,,25,27
136,2,8:58.0,G. Green makes 2-pt jump shot from 10 ft,,27,27
137,2,8:44.0,,T. Wear misses 2-pt jump shot from 22 ft,27,27
138,2,8:42.0,,Offensive rebound by S. Dalembert,27,27
139,2,8:42.0,,S. Dalembert misses 2-pt tip-in from 2 ft,27,27
140,2,8:39.0,Defensive rebound by M. Plumlee,,27,27
141,2,8:35.0,E. Bledsoe misses 2-pt layup from 1 ft,,27,27
142,2,8:34.0,,Defensive rebound by Q. Acy,27,27
143,2,8:30.0,,Turnover by Q. Acy (bad pass; steal by I. Thomas),27,27
144,2,8:26.0,M. Morris misses 2-pt layup from 1 ft (block by S. Dalembert),,27,27
145,2,8:25.0,Offensive rebound by Team,,27,27
146,2,8:25.0,Official timeout,,27,27
147,2,8:25.0,A. Len enters the game for M. Plumlee,,27,27
148,2,8:25.0,,C. Anthony enters the game for Q. Acy,27,27
149,2,8:25.0,,C. Aldrich enters the game for S. Dalembert,27,27
150,2,8:25.0,,J. Smith enters the game for T. Wear,27,27
151,2,8:12.0,,S. Larkin misses 2-pt jump shot from 17 ft,27,27
152,2,8:11.0,Defensive rebound by M. Morris,,27,27
153,2,7:59.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,27,27
154,2,7:58.0,,Defensive rebound by C. Anthony,27,27
155,2,7:38.0,,C. Aldrich misses 2-pt layup from 1 ft,27,27
156,2,7:36.0,Defensive rebound by E. Bledsoe,,27,27
157,2,7:27.0,M. Morris makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,30,27
158,2,7:13.0,,Shooting foul by M. Morris (drawn by T. Hardaway),30,27
159,2,7:13.0,,T. Hardaway makes free throw 1 of 3,30,28
160,2,7:13.0,,T. Hardaway makes free throw 2 of 3,30,29
161,2,7:13.0,,J. Calderón enters the game for S. Larkin,30,29
162,2,7:13.0,,T. Hardaway makes free throw 3 of 3,30,30
163,2,6:57.0,I. Thomas makes 2-pt jump shot from 16 ft,,32,30
164,2,6:51.0,,Turnover by J. Calderón (bad pass; steal by E. Bledsoe),32,30
165,2,6:45.0,E. Bledsoe makes 2-pt dunk at rim,,34,30
166,2,6:28.0,,C. Anthony makes 2-pt jump shot from 3 ft,34,32
167,2,6:28.0,,Shooting foul by A. Len (drawn by C. Anthony),34,32
168,2,6:28.0,,C. Anthony makes free throw 1 of 1,34,33
169,2,6:07.0,M. Morris misses 3-pt jump shot from 25 ft,,34,33
170,2,6:05.0,Offensive rebound by A. Len,,34,33
171,2,6:03.0,Shooting foul by C. Aldrich (drawn by A. Len),,34,33
172,2,6:03.0,A. Len makes free throw 1 of 2,,35,33
173,2,6:03.0,P. Tucker enters the game for M. Morris,,35,33
174,2,6:03.0,,T. Wear enters the game for J. Smith,35,33
175,2,6:03.0,A. Len makes free throw 2 of 2,,36,33
176,2,5:38.0,,C. Anthony makes 2-pt jump shot from 14 ft (assist by T. Hardaway),36,35
177,2,5:21.0,G. Green misses 3-pt jump shot from 25 ft,,36,35
178,2,5:20.0,Offensive rebound by A. Len,,36,35
179,2,5:12.0,Turnover by G. Green (traveling),,36,35
180,2,5:12.0,,New York full timeout,36,35
181,2,5:12.0,G. Dragić enters the game for I. Thomas,,36,35
182,2,5:12.0,,S. Dalembert enters the game for C. Aldrich,36,35
183,2,4:54.0,,J. Calderón misses 3-pt jump shot from 25 ft,36,35
184,2,4:53.0,Defensive rebound by G. Green,,36,35
185,2,4:36.0,G. Green makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,38,35
186,2,4:12.0,,S. Dalembert misses 2-pt jump shot from 13 ft,38,35
187,2,4:11.0,,Offensive rebound by C. Anthony,38,35
188,2,4:09.0,,S. Dalembert misses 2-pt jump shot from 4 ft (block by A. Len),38,35
189,2,4:08.0,,Offensive rebound by C. Anthony,38,35
190,2,4:07.0,,Shooting foul by A. Len (drawn by C. Anthony),38,35
191,2,4:07.0,,C. Anthony makes free throw 1 of 2,38,36
192,2,4:07.0,,P. Prigioni enters the game for T. Wear,38,36
193,2,4:07.0,,C. Anthony makes free throw 2 of 2,38,37
194,2,3:52.0,G. Green misses 3-pt jump shot from 25 ft,,38,37
195,2,3:51.0,,Defensive rebound by S. Dalembert,38,37
196,2,3:39.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by P. Prigioni),38,39
197,2,3:16.0,Turnover by G. Green (bad pass; steal by S. Dalembert),,38,39
198,2,3:06.0,,Personal foul by P. Tucker (drawn by C. Anthony),38,39
199,2,3:06.0,I. Thomas enters the game for G. Green,,38,39
200,2,3:06.0,M. Morris enters the game for A. Len,,38,39
201,2,3:06.0,,J. Smith enters the game for S. Dalembert,38,39
202,2,2:53.0,,J. Calderón misses 2-pt jump shot from 3 ft,38,39
203,2,2:52.0,,Offensive rebound by J. Smith,38,39
204,2,2:50.0,,J. Smith makes 2-pt layup from 1 ft,38,41
205,2,2:31.0,I. Thomas misses 3-pt jump shot from 25 ft,,38,41
206,2,2:30.0,Offensive rebound by P. Tucker,,38,41
207,2,2:22.0,E. Bledsoe misses 2-pt layup from 1 ft,,38,41
208,2,2:21.0,,Defensive rebound by J. Smith,38,41
209,2,2:15.0,,Turnover by J. Smith (lost ball; steal by P. Tucker),38,41
210,2,2:11.0,E. Bledsoe misses 2-pt layup from 2 ft (block by T. Hardaway),,38,41
211,2,2:10.0,Offensive rebound by Team,,38,41
212,2,2:10.0,Phoenix full timeout,,38,41
213,2,1:58.0,G. Dragić makes 2-pt layup at rim,,40,41
214,2,1:46.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by C. Anthony),40,44
215,2,1:20.0,Turnover by Team (shot clock),,40,44
216,2,1:06.0,,P. Prigioni misses 3-pt jump shot from 25 ft,40,44
217,2,1:05.0,Defensive rebound by P. Tucker,,40,44
218,2,0:57.0,P. Tucker misses 2-pt jump shot from 22 ft,,40,44
219,2,0:56.0,,Defensive rebound by J. Calderón,40,44
220,2,0:50.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by J. Calderón),40,47
221,2,0:43.0,Shooting foul by J. Calderón (drawn by I. Thomas),,40,47
222,2,0:43.0,I. Thomas makes free throw 1 of 2,,41,47
223,2,0:43.0,,S. Larkin enters the game for J. Calderón,41,47
224,2,0:43.0,I. Thomas makes free throw 2 of 2,,42,47
225,2,0:32.0,,C. Anthony misses 2-pt jump shot from 20 ft,42,47
226,2,0:31.0,,Offensive rebound by J. Smith,42,47
227,2,0:27.0,,New York full timeout,42,47
228,2,0:14.0,,P. Prigioni misses 3-pt jump shot from 24 ft,42,47
229,2,0:13.0,Defensive rebound by I. Thomas,,42,47
230,2,0:09.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by I. Thomas),,44,47
231,2,0:01.0,,P. Prigioni misses 3-pt jump shot from 25 ft,44,47
232,2,0:00.0,,Offensive rebound by Team,44,47
233,3,12:00.0,Technical foul by M. Morris,,44,47
234,3,12:00.0,,C. Anthony makes technical free throw,44,48
235,3,11:42.0,,Turnover by J. Calderón (bad pass; steal by A. Len),44,48
236,3,11:35.0,G. Dragić makes 2-pt jump shot from 16 ft (assist by P. Tucker),,46,48
237,3,11:10.0,,C. Aldrich misses 2-pt hook shot from 3 ft,46,48
238,3,11:09.0,Defensive rebound by E. Bledsoe,,46,48
239,3,10:58.0,M. Morris makes 2-pt jump shot from 13 ft (assist by G. Dragić),,48,48
240,3,10:38.0,,C. Anthony misses 2-pt jump shot from 21 ft,48,48
241,3,10:37.0,,Offensive rebound by Q. Acy,48,48
242,3,10:25.0,,C. Aldrich misses 2-pt hook shot from 4 ft,48,48
243,3,10:24.0,,Offensive rebound by Q. Acy,48,48
244,3,10:12.0,,J. Calderón makes 2-pt layup from 2 ft (assist by C. Aldrich),48,50
245,3,9:48.0,M. Morris makes 2-pt jump shot from 11 ft,,50,50
246,3,9:30.0,,T. Hardaway makes 2-pt jump shot from 4 ft,50,52
247,3,9:22.0,G. Dragić misses 2-pt jump shot from 14 ft,,50,52
248,3,9:21.0,Offensive rebound by A. Len,,50,52
249,3,9:21.0,A. Len misses 2-pt tip-in from 1 ft,,50,52
250,3,9:20.0,Offensive rebound by A. Len,,50,52
251,3,9:20.0,A. Len misses 2-pt tip-in from 1 ft,,50,52
252,3,9:19.0,,Defensive rebound by C. Anthony,50,52
253,3,9:13.0,,Offensive foul by T. Hardaway (drawn by M. Morris),50,52
254,3,9:13.0,,Turnover by T. Hardaway (offensive foul),50,52
255,3,8:55.0,M. Morris makes 2-pt jump shot from 19 ft (assist by P. Tucker),,52,52
256,3,8:27.0,,C. Anthony misses 3-pt jump shot from 27 ft,52,52
257,3,8:25.0,Defensive rebound by Team,,52,52
258,3,8:25.0,,Loose ball foul by C. Aldrich (drawn by G. Dragić),52,52
259,3,8:14.0,A. Len misses 2-pt jump shot from 15 ft,,52,52
260,3,8:13.0,,Defensive rebound by C. Anthony,52,52
261,3,7:57.0,,C. Aldrich makes 2-pt hook shot from 5 ft (assist by J. Calderón),52,54
262,3,7:45.0,M. Morris makes 2-pt jump shot from 16 ft,,54,54
263,3,7:18.0,,J. Calderón misses 2-pt jump shot from 4 ft,54,54
264,3,7:17.0,Defensive rebound by P. Tucker,,54,54
265,3,7:10.0,G. Dragić misses 2-pt jump shot from 4 ft,,54,54
266,3,7:09.0,,Defensive rebound by T. Hardaway,54,54
267,3,6:56.0,,J. Calderón makes 3-pt jump shot from 25 ft,54,57
268,3,6:36.0,Shooting foul by Q. Acy (drawn by M. Morris),,54,57
269,3,6:36.0,M. Morris makes free throw 1 of 2,,55,57
270,3,6:36.0,M. Plumlee enters the game for A. Len,,55,57
271,3,6:36.0,,S. Dalembert enters the game for C. Aldrich,55,57
272,3,6:36.0,,J. Smith enters the game for Q. Acy,55,57
273,3,6:36.0,M. Morris makes free throw 2 of 2,,56,57
274,3,6:22.0,,J. Smith misses 2-pt jump shot from 21 ft,56,57
275,3,6:21.0,Defensive rebound by P. Tucker,,56,57
276,3,5:58.0,G. Dragić misses 3-pt jump shot from 25 ft,,56,57
277,3,5:57.0,Offensive rebound by M. Plumlee,,56,57
278,3,5:54.0,Turnover by M. Plumlee (bad pass; steal by J. Smith),,56,57
279,3,5:38.0,,J. Smith makes 2-pt jump shot from 14 ft,56,59
280,3,5:17.0,Turnover by M. Plumlee (lost ball),,56,59
281,3,5:17.0,,New York full timeout,56,59
282,3,5:17.0,,P. Prigioni enters the game for T. Hardaway,56,59
283,3,5:17.0,I. Thomas enters the game for E. Bledsoe,,56,59
284,3,4:54.0,,J. Smith misses 2-pt jump shot from 17 ft,56,59
285,3,4:53.0,Defensive rebound by P. Tucker,,56,59
286,3,4:43.0,Personal foul by S. Dalembert (drawn by M. Morris),,56,59
287,3,4:36.0,Turnover by P. Tucker (traveling),,56,59
288,3,4:19.0,,J. Smith misses 2-pt jump shot from 20 ft,56,59
289,3,4:18.0,Defensive rebound by G. Dragić,,56,59
290,3,4:05.0,M. Morris misses 3-pt jump shot from 24 ft,,56,59
291,3,4:04.0,,Defensive rebound by P. Prigioni,56,59
292,3,3:41.0,,J. Smith misses 3-pt jump shot from 23 ft,56,59
293,3,3:40.0,Defensive rebound by I. Thomas,,56,59
294,3,3:30.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,59,59
295,3,3:13.0,,Shooting foul by P. Tucker (drawn by S. Dalembert),59,59
296,3,3:13.0,,S. Dalembert makes free throw 1 of 2,59,60
297,3,3:13.0,M. Morris enters the game for G. Dragić,,59,60
298,3,3:13.0,G. Green enters the game for P. Tucker,,59,60
299,3,3:13.0,,S. Dalembert misses free throw 2 of 2,59,60
300,3,3:12.0,Defensive rebound by M. Plumlee,,59,60
301,3,2:52.0,I. Thomas misses 3-pt jump shot from 23 ft,,59,60
302,3,2:51.0,,Defensive rebound by J. Calderón,59,60
303,3,2:34.0,,Turnover by S. Dalembert (lost ball; steal by G. Green),59,60
304,3,2:30.0,Turnover by G. Green (bad pass; steal by J. Calderón),,59,60
305,3,2:13.0,,P. Prigioni misses 3-pt jump shot from 29 ft,59,60
306,3,2:11.0,,Offensive rebound by S. Dalembert,59,60
307,3,2:09.0,,Turnover by S. Dalembert (step out of bounds),59,60
308,3,2:09.0,Phoenix full timeout,,59,60
309,3,1:58.0,M. Morris makes 2-pt jump shot from 9 ft (assist by G. Green),,61,60
310,3,1:38.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by P. Prigioni),61,63
311,3,1:27.0,G. Green misses 3-pt jump shot from 24 ft,,61,63
312,3,1:26.0,,Defensive rebound by J. Calderón,61,63
313,3,1:19.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by P. Prigioni),61,66
314,3,1:11.0,M. Morris makes 3-pt jump shot from 25 ft (assist by I. Thomas),,64,66
315,3,0:54.0,,C. Anthony makes 2-pt jump shot from 3 ft,64,68
316,3,0:47.0,I. Thomas makes 2-pt layup from 1 ft,,66,68
317,3,0:47.0,Shooting foul by S. Dalembert (drawn by I. Thomas),,66,68
318,3,0:47.0,,S. Larkin enters the game for J. Calderón,66,68
319,3,0:47.0,I. Thomas makes free throw 1 of 1,,67,68
320,3,0:29.0,,J. Smith misses 2-pt jump shot from 14 ft,67,68
321,3,0:28.0,,Offensive rebound by S. Dalembert,67,68
322,3,0:07.0,,C. Anthony misses 2-pt jump shot from 15 ft,67,68
323,3,0:06.0,Defensive rebound by M. Morris,,67,68
324,3,0:01.0,I. Thomas misses 2-pt layup from 2 ft,,67,68
325,3,0:00.0,Offensive rebound by Team,,67,68
326,4,11:47.0,Turnover by G. Green (lost ball; steal by S. Dalembert),,67,68
327,4,11:27.0,,T. Hardaway misses 3-pt jump shot from 25 ft,67,68
328,4,11:26.0,,Offensive rebound by P. Prigioni,67,68
329,4,11:20.0,,T. Hardaway misses 3-pt jump shot from 24 ft,67,68
330,4,11:19.0,,Offensive rebound by T. Hardaway,67,68
331,4,11:06.0,,S. Larkin misses 2-pt layup from 2 ft,67,68
332,4,11:04.0,,Offensive rebound by S. Dalembert,67,68
333,4,11:04.0,,S. Dalembert misses 2-pt tip-in at rim,67,68
334,4,11:02.0,Defensive rebound by G. Green,,67,68
335,4,10:47.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by G. Green),,70,68
336,4,10:24.0,,P. Prigioni misses 3-pt jump shot from 24 ft,70,68
337,4,10:23.0,Defensive rebound by P. Tucker,,70,68
338,4,10:04.0,G. Green misses 2-pt jump shot from 19 ft,,70,68
339,4,10:02.0,,Defensive rebound by S. Dalembert,70,68
340,4,9:47.0,,Turnover by T. Hardaway (traveling),70,68
341,4,9:47.0,E. Bledsoe enters the game for P. Tucker,,70,68
342,4,9:47.0,A. Len enters the game for M. Plumlee,,70,68
343,4,9:30.0,M. Morris makes 3-pt jump shot from 24 ft (assist by G. Green),,73,68
344,4,9:12.0,,T. Wear misses 2-pt jump shot from 18 ft,73,68
345,4,9:11.0,Defensive rebound by E. Bledsoe,,73,68
346,4,9:04.0,Personal foul by S. Dalembert (drawn by E. Bledsoe),,73,68
347,4,8:52.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,73,68
348,4,8:51.0,Offensive rebound by I. Thomas,,73,68
349,4,8:44.0,E. Bledsoe misses 2-pt layup from 2 ft,,73,68
350,4,8:43.0,Offensive rebound by A. Len,,73,68
351,4,8:43.0,A. Len makes 2-pt tip-in from 1 ft,,75,68
352,4,8:42.0,,New York full timeout,75,68
353,4,8:42.0,,C. Aldrich enters the game for S. Dalembert,75,68
354,4,8:42.0,,C. Anthony enters the game for S. Larkin,75,68
355,4,8:42.0,,J. Calderón enters the game for T. Wear,75,68
356,4,8:24.0,,C. Anthony makes 2-pt jump shot from 10 ft,75,70
357,4,8:05.0,M. Morris misses 3-pt jump shot from 24 ft,,75,70
358,4,8:04.0,Offensive rebound by E. Bledsoe,,75,70
359,4,7:58.0,G. Green misses 3-pt jump shot from 23 ft,,75,70
360,4,7:57.0,,Defensive rebound by C. Anthony,75,70
361,4,7:48.0,,C. Aldrich makes 2-pt dunk at rim (assist by P. Prigioni),75,72
362,4,7:33.0,Turnover by M. Morris (lost ball; steal by C. Anthony),,75,72
363,4,7:29.0,Violation by E. Bledsoe (def goaltending),,75,72
364,4,7:29.0,,T. Hardaway makes 2-pt layup from 1 ft,75,74
365,4,7:16.0,I. Thomas makes 2-pt layup from 1 ft,,77,74
366,4,7:01.0,,T. Hardaway misses 2-pt jump shot from 5 ft (block by A. Len),77,74
367,4,7:00.0,Defensive rebound by E. Bledsoe,,77,74
368,4,6:56.0,Shooting foul by C. Anthony (drawn by E. Bledsoe),,77,74
369,4,6:56.0,E. Bledsoe makes free throw 1 of 2,,78,74
370,4,6:56.0,P. Tucker enters the game for M. Morris,,78,74
371,4,6:56.0,M. Morris enters the game for A. Len,,78,74
372,4,6:56.0,,S. Dalembert enters the game for C. Aldrich,78,74
373,4,6:56.0,E. Bledsoe makes free throw 2 of 2,,79,74
374,4,6:32.0,,Shooting foul by G. Green (drawn by C. Anthony),79,74
375,4,6:32.0,,C. Anthony makes free throw 1 of 2,79,75
376,4,6:32.0,,C. Anthony makes free throw 2 of 2,79,76
377,4,6:14.0,G. Green makes 3-pt jump shot from 24 ft (assist by P. Tucker),,82,76
378,4,6:00.0,,C. Anthony misses 3-pt jump shot from 24 ft,82,76
379,4,5:58.0,Defensive rebound by G. Green,,82,76
380,4,5:45.0,Turnover by G. Green (lost ball; steal by C. Anthony),,82,76
381,4,5:40.0,,Shooting block foul by P. Tucker (drawn by T. Hardaway),82,76
382,4,5:40.0,Official timeout,,82,76
383,4,5:40.0,,T. Hardaway makes free throw 1 of 2,82,77
384,4,5:40.0,,T. Hardaway makes free throw 2 of 2,82,78
385,4,5:26.0,Personal foul by P. Prigioni (drawn by P. Tucker),,82,78
386,4,5:26.0,G. Dragić enters the game for G. Green,,82,78
