,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHILADELPHIA_ACTION,GOLDEN STATE_SCORE,PHILADELPHIA_SCORE
54,1,4:49.0,A. Iguodala enters the game for A. Bogut,,14,14
55,1,4:34.0,,R. Covington makes 2-pt dunk at rim (assist by L. Mbah a Moute),14,16
56,1,4:20.0,M. Speights misses 2-pt jump shot from 16 ft,,14,16
57,1,4:18.0,,Defensive rebound by H. Sims,14,16
58,1,4:12.0,,H. Sims misses 2-pt jump shot from 20 ft,14,16
59,1,4:08.0,Defensive rebound by S. Curry,,14,16
60,1,4:01.0,D. Green misses 3-pt jump shot from 25 ft,,14,16
61,1,3:59.0,,Defensive rebound by R. Covington,14,16
62,1,3:40.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft (block by D. Green),14,16
63,1,3:38.0,,Offensive rebound by T. Frazier,14,16
64,1,3:36.0,,T. Frazier misses 2-pt layup from 2 ft,14,16
65,1,3:34.0,Defensive rebound by M. Speights,,14,16
66,1,3:29.0,Shooting foul by H. Sims (drawn by K. Thompson),,14,16
67,1,3:29.0,K. Thompson makes free throw 1 of 2,,15,16
68,1,3:29.0,,K. McDaniels enters the game for L. Mbah a Moute,15,16
69,1,3:29.0,,J. Grant enters the game for R. Covington,15,16
70,1,3:29.0,K. Thompson makes free throw 2 of 2,,16,16
71,1,3:18.0,,H. Thompson misses 3-pt jump shot from 26 ft,16,16
72,1,3:16.0,Defensive rebound by A. Iguodala,,16,16
73,1,3:09.0,S. Curry misses 3-pt jump shot from 26 ft,,16,16
74,1,3:08.0,Offensive rebound by Team,,16,16
75,1,3:08.0,S. Livingston enters the game for S. Curry,,16,16
76,1,3:04.0,Turnover by K. Thompson (bad pass; steal by H. Sims),,16,16
77,1,2:57.0,,Offensive foul by J. Grant (drawn by D. Green),16,16
78,1,2:57.0,,Turnover by J. Grant (offensive foul),16,16
79,1,2:57.0,,J. Sampson enters the game for T. Frazier,16,16
80,1,2:47.0,K. Thompson makes 2-pt layup at rim,,18,16
81,1,2:30.0,,H. Thompson misses 2-pt layup from 1 ft,18,16
82,1,2:28.0,,Offensive rebound by J. Grant,18,16
83,1,2:27.0,,J. Grant makes 2-pt dunk at rim,18,18
84,1,2:17.0,Personal foul by H. Thompson (drawn by M. Speights),,18,18
85,1,2:11.0,Turnover by A. Iguodala (bad pass; steal by J. Sampson),,18,18
86,1,2:07.0,Violation by A. Iguodala (def goaltending),,18,18
87,1,2:07.0,,J. Sampson makes 2-pt jump shot from 4 ft,18,20
88,1,1:52.0,M. Speights makes 2-pt layup from 1 ft (assist by K. Thompson),,20,20
89,1,1:29.0,,K. McDaniels misses 2-pt jump shot from 5 ft,20,20
90,1,1:28.0,,Offensive rebound by K. McDaniels,20,20
91,1,1:26.0,,K. McDaniels makes 2-pt dunk at rim,20,22
92,1,1:24.0,Turnover by M. Speights (lost ball),,20,22
93,1,1:08.0,,Turnover by H. Sims (lost ball),20,22
94,1,0:53.0,A. Iguodala misses 3-pt jump shot from 23 ft,,20,22
95,1,0:51.0,,Defensive rebound by H. Sims,20,22
96,1,0:44.0,,J. Sampson makes 2-pt layup at rim,20,24
97,1,0:37.0,S. Livingston misses 2-pt jump shot from 16 ft,,20,24
98,1,0:37.0,,Defensive rebound by Team,20,24
99,1,0:37.0,Loose ball foul by M. Speights (drawn by H. Thompson),,20,24
100,1,0:36.0,D. Lee enters the game for D. Green,,20,24
101,1,0:26.0,,J. Grant misses 2-pt jump shot from 21 ft,20,24
102,1,0:24.0,Defensive rebound by S. Livingston,,20,24
103,1,0:08.0,K. Thompson misses 2-pt jump shot from 12 ft (block by J. Grant),,20,24
104,1,0:06.0,,Defensive rebound by H. Thompson,20,24
105,1,0:01.0,,Turnover by H. Thompson (bad pass; steal by A. Iguodala),20,24
106,2,11:40.0,,H. Sims makes 2-pt dunk at rim (assist by J. Sampson),20,26
107,2,11:23.0,D. Lee misses 2-pt jump shot from 5 ft,,20,26
108,2,11:22.0,,Defensive rebound by H. Sims,20,26
109,2,11:16.0,,Shooting foul by M. Speights (drawn by J. Grant),20,26
110,2,11:16.0,,J. Grant makes free throw 1 of 2,20,27
111,2,11:16.0,,J. Grant makes free throw 2 of 2,20,28
112,2,11:09.0,Turnover by D. Lee (lost ball; steal by K. McDaniels),,20,28
113,2,11:02.0,,K. McDaniels misses 3-pt jump shot from 25 ft,20,28
114,2,11:00.0,Defensive rebound by L. Barbosa,,20,28
115,2,10:55.0,,Violation by K. McDaniels (def goaltending),20,28
116,2,10:55.0,L. Barbosa makes 2-pt layup from 1 ft,,22,28
117,2,10:55.0,,Technical foul by K. McDaniels,22,28
118,2,10:55.0,L. Barbosa makes technical free throw,,23,28
119,2,10:39.0,,J. Sampson misses 3-pt jump shot from 25 ft,23,28
120,2,10:37.0,Defensive rebound by A. Iguodala,,23,28
121,2,10:24.0,L. Barbosa makes 3-pt jump shot from 25 ft (assist by D. Lee),,26,28
122,2,10:14.0,,Turnover by J. Sampson (bad pass; steal by S. Livingston),26,28
123,2,10:10.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),,28,28
124,2,9:50.0,,H. Sims makes 2-pt jump shot from 16 ft (assist by K. McDaniels),28,30
125,2,9:38.0,M. Speights makes 2-pt jump shot from 18 ft (assist by D. Lee),,30,30
126,2,9:26.0,,Turnover by K. McDaniels (bad pass; steal by D. Lee),30,30
127,2,9:22.0,D. Lee misses 2-pt jump shot from 3 ft (block by K. McDaniels),,30,30
128,2,9:19.0,,Defensive rebound by H. Sims,30,30
129,2,9:17.0,,Philadelphia full timeout,30,30
130,2,9:17.0,,L. Mbah a Moute enters the game for J. Sampson,30,30
131,2,9:17.0,,T. Frazier enters the game for H. Sims,30,30
132,2,9:17.0,,N. Noel enters the game for J. Grant,30,30
133,2,9:03.0,,H. Thompson misses 3-pt jump shot from 26 ft,30,30
134,2,9:01.0,Defensive rebound by L. Barbosa,,30,30
135,2,8:45.0,M. Speights misses 2-pt jump shot from 15 ft,,30,30
136,2,8:43.0,,Defensive rebound by L. Mbah a Moute,30,30
137,2,8:30.0,,N. Noel misses 2-pt jump shot from 8 ft,30,30
138,2,8:29.0,,Offensive rebound by Team,30,30
139,2,8:26.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,30,30
140,2,8:24.0,,Offensive rebound by T. Frazier,30,30
141,2,8:18.0,,T. Frazier misses 2-pt jump shot from 7 ft,30,30
142,2,8:16.0,Defensive rebound by S. Livingston,,30,30
143,2,8:05.0,D. Lee misses 2-pt layup from 1 ft,,30,30
144,2,8:05.0,Offensive rebound by Team,,30,30
145,2,8:05.0,,Loose ball foul by H. Thompson (drawn by M. Speights),30,30
146,2,8:05.0,Golden State full timeout,,30,30
147,2,8:05.0,A. Bogut enters the game for M. Speights,,30,30
148,2,7:50.0,S. Livingston misses 2-pt jump shot from 5 ft,,30,30
149,2,7:49.0,,Defensive rebound by N. Noel,30,30
150,2,7:37.0,,K. McDaniels makes 2-pt layup from 1 ft (assist by N. Noel),30,32
151,2,7:37.0,,Shooting foul by L. Barbosa (drawn by K. McDaniels),30,32
152,2,7:37.0,,R. Covington enters the game for H. Thompson,30,32
153,2,7:37.0,,K. McDaniels makes free throw 1 of 1,30,33
154,2,7:28.0,D. Lee misses 2-pt jump shot from 4 ft,,30,33
155,2,7:26.0,,Defensive rebound by R. Covington,30,33
156,2,7:21.0,,R. Covington misses 3-pt jump shot from 25 ft,30,33
157,2,7:19.0,Defensive rebound by L. Barbosa,,30,33
158,2,7:01.0,Turnover by A. Iguodala (bad pass; steal by R. Covington),,30,33
159,2,6:53.0,,Turnover by T. Frazier (bad pass; steal by A. Iguodala),30,33
160,2,6:43.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by L. Barbosa),,33,33
161,2,6:26.0,,L. Mbah a Moute misses 2-pt jump shot from 19 ft,33,33
162,2,6:25.0,Defensive rebound by S. Livingston,,33,33
163,2,6:19.0,Shooting foul by T. Frazier (drawn by A. Iguodala),,33,33
164,2,6:19.0,A. Iguodala makes free throw 1 of 2,,34,33
165,2,6:19.0,,J. Grant enters the game for K. McDaniels,34,33
166,2,6:19.0,A. Iguodala makes free throw 2 of 2,,35,33
167,2,6:04.0,,Turnover by R. Covington (bad pass; steal by D. Lee),35,33
168,2,6:02.0,Personal foul by R. Covington (drawn by L. Barbosa),,35,33
169,2,5:51.0,A. Bogut makes 2-pt hook shot from 3 ft (assist by L. Barbosa),,37,33
170,2,5:28.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Frazier),37,36
171,2,5:11.0,L. Barbosa makes 2-pt jump shot from 17 ft (assist by D. Lee),,39,36
172,2,4:59.0,,Personal foul by D. Lee (drawn by J. Grant),39,36
173,2,4:59.0,Official timeout,,39,36
174,2,4:59.0,S. Curry enters the game for A. Iguodala,,39,36
175,2,4:59.0,H. Barnes enters the game for S. Livingston,,39,36
176,2,4:47.0,,Turnover by L. Mbah a Moute (bad pass; steal by S. Curry),39,36
177,2,4:20.0,A. Bogut makes 2-pt hook shot from 7 ft (assist by S. Curry),,41,36
178,2,4:09.0,,J. Grant misses 2-pt jump shot from 12 ft,41,36
179,2,4:08.0,Defensive rebound by Team,,41,36
180,2,3:51.0,H. Barnes misses 3-pt jump shot from 25 ft,,41,36
181,2,3:49.0,Offensive rebound by L. Barbosa,,41,36
182,2,3:46.0,S. Curry misses 3-pt jump shot from 25 ft,,41,36
183,2,3:44.0,,Defensive rebound by R. Covington,41,36
184,2,3:32.0,,T. Frazier makes 2-pt layup from 1 ft (assist by N. Noel),41,38
185,2,3:23.0,Shooting foul by N. Noel (drawn by A. Bogut),,41,38
186,2,3:23.0,A. Bogut misses free throw 1 of 2,,41,38
187,2,3:23.0,,Defensive rebound by Team,41,38
188,2,3:23.0,A. Bogut misses free throw 2 of 2,,41,38
189,2,3:22.0,,Offensive rebound by N. Noel,41,38
190,2,3:00.0,,L. Mbah a Moute makes 3-pt jump shot from 22 ft (assist by T. Frazier),41,41
191,2,2:40.0,H. Barnes misses 2-pt jump shot from 5 ft,,41,41
192,2,2:38.0,Offensive rebound by L. Barbosa,,41,41
193,2,2:38.0,Turnover by L. Barbosa (traveling),,41,41
194,2,2:38.0,Golden State full timeout,,41,41
195,2,2:38.0,K. Thompson enters the game for D. Lee,,41,41
196,2,2:38.0,D. Green enters the game for L. Barbosa,,41,41
197,2,2:38.0,,H. Thompson enters the game for J. Grant,41,41
198,2,2:18.0,,Turnover by T. Frazier (bad pass),41,41
199,2,2:01.0,S. Curry misses 3-pt jump shot from 25 ft,,41,41
200,2,1:58.0,Offensive rebound by A. Bogut,,41,41
201,2,1:55.0,K. Thompson misses 3-pt jump shot from 26 ft,,41,41
202,2,1:52.0,,Defensive rebound by H. Thompson,41,41
203,2,1:36.0,,Turnover by L. Mbah a Moute (lost ball),41,41
204,2,1:21.0,Turnover by K. Thompson (bad pass; steal by R. Covington),,41,41
205,2,1:17.0,,Personal foul by D. Green (drawn by T. Frazier),41,41
206,2,1:17.0,,J. Grant enters the game for L. Mbah a Moute,41,41
207,2,1:00.0,,J. Grant misses 2-pt layup from 2 ft,41,41
208,2,1:00.0,Defensive rebound by A. Bogut,,41,41
209,2,0:55.0,K. Thompson misses 3-pt jump shot from 24 ft,,41,41
210,2,0:53.0,Offensive rebound by D. Green,,41,41
211,2,0:50.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,44,41
212,2,0:26.0,,Shooting foul by S. Curry (drawn by J. Grant),44,41
213,2,0:26.0,,J. Grant makes free throw 1 of 2,44,42
214,2,0:26.0,,J. Sampson enters the game for T. Frazier,44,42
215,2,0:26.0,,K. McDaniels enters the game for H. Thompson,44,42
216,2,0:26.0,,J. Grant makes free throw 2 of 2,44,43
217,2,0:09.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,46,43
218,2,0:05.0,,Philadelphia full timeout,46,43
219,2,0:05.0,A. Iguodala enters the game for A. Bogut,,46,43
220,2,0:05.0,L. Barbosa enters the game for S. Curry,,46,43
221,2,0:03.0,,Shooting foul by D. Green (drawn by N. Noel),46,43
222,2,0:03.0,,N. Noel makes free throw 1 of 2,46,44
223,2,0:03.0,,N. Noel misses free throw 2 of 2,46,44
224,2,0:02.0,Defensive rebound by A. Iguodala,,46,44
225,2,0:00.0,A. Iguodala misses 3-pt jump shot from 52 ft,,46,44
226,2,0:00.0,Offensive rebound by Team,,46,44
227,3,11:43.0,,R. Covington misses 2-pt layup at rim,46,44
228,3,11:41.0,Defensive rebound by H. Barnes,,46,44
229,3,11:29.0,Personal foul by N. Noel (drawn by A. Bogut),,46,44
230,3,11:23.0,H. Barnes misses 2-pt layup from 2 ft,,46,44
231,3,11:22.0,,Defensive rebound by N. Noel,46,44
232,3,11:22.0,,Personal foul by A. Bogut (drawn by N. Noel),46,44
233,3,11:12.0,,T. Frazier misses 2-pt jump shot from 4 ft,46,44
234,3,11:11.0,,Offensive rebound by N. Noel,46,44
235,3,11:10.0,,N. Noel makes 2-pt dunk at rim,46,46
236,3,10:51.0,S. Curry misses 3-pt jump shot from 25 ft,,46,46
237,3,10:50.0,Offensive rebound by A. Bogut,,46,46
238,3,10:43.0,H. Barnes misses 3-pt jump shot from 23 ft,,46,46
239,3,10:42.0,,Defensive rebound by J. Sampson,46,46
240,3,10:27.0,,L. Mbah a Moute misses 2-pt jump shot from 16 ft,46,46
241,3,10:25.0,Defensive rebound by S. Curry,,46,46
242,3,10:22.0,Offensive foul by D. Green (drawn by T. Frazier),,46,46
243,3,10:22.0,Turnover by D. Green (offensive foul),,46,46
244,3,10:08.0,,Turnover by R. Covington (bad pass; steal by D. Green),46,46
245,3,9:56.0,Shooting foul by N. Noel (drawn by K. Thompson),,46,46
246,3,9:56.0,K. Thompson makes free throw 1 of 2,,47,46
247,3,9:56.0,K. Thompson makes free throw 2 of 2,,48,46
248,3,9:35.0,Offensive charge foul by R. Covington (drawn by D. Green),,48,46
249,3,9:35.0,,Turnover by R. Covington (offensive foul),48,46
250,3,9:15.0,K. Thompson misses 3-pt jump shot from 25 ft,,48,46
251,3,9:13.0,,Defensive rebound by R. Covington,48,46
252,3,9:09.0,,Turnover by T. Frazier (bad pass),48,46
253,3,8:55.0,S. Curry makes 3-pt jump shot from 22 ft (assist by K. Thompson),,51,46
254,3,8:33.0,,R. Covington misses 3-pt jump shot from 23 ft,51,46
255,3,8:31.0,Defensive rebound by H. Barnes,,51,46
256,3,8:23.0,H. Barnes makes 2-pt jump shot from 14 ft (assist by S. Curry),,53,46
257,3,8:17.0,,Philadelphia full timeout,53,46
258,3,8:17.0,,H. Thompson enters the game for J. Sampson,53,46
259,3,8:08.0,,H. Thompson misses 3-pt jump shot from 25 ft,53,46
260,3,8:06.0,Defensive rebound by D. Green,,53,46
261,3,7:57.0,S. Curry misses 3-pt jump shot from 25 ft,,53,46
262,3,7:53.0,,Defensive rebound by R. Covington,53,46
263,3,7:42.0,,Turnover by T. Frazier (bad pass; steal by K. Thompson),53,46
264,3,7:38.0,K. Thompson makes 2-pt layup at rim,,55,46
265,3,7:20.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by N. Noel),55,49
266,3,7:07.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),,57,49
267,3,6:52.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by T. Frazier),57,52
268,3,6:39.0,H. Barnes misses 2-pt layup from 1 ft,,57,52
269,3,6:38.0,,Defensive rebound by T. Frazier,57,52
270,3,6:28.0,,T. Frazier misses 2-pt jump shot from 5 ft,57,52
271,3,6:27.0,,Offensive rebound by T. Frazier,57,52
272,3,6:26.0,,T. Frazier misses 2-pt layup from 2 ft,57,52
273,3,6:24.0,Defensive rebound by A. Bogut,,57,52
274,3,6:19.0,D. Green misses 2-pt jump shot from 4 ft (block by L. Mbah a Moute),,57,52
275,3,6:17.0,,Defensive rebound by R. Covington,57,52
276,3,6:14.0,,R. Covington misses 2-pt layup from 2 ft (block by H. Barnes),57,52
277,3,6:14.0,,Offensive rebound by Team,57,52
278,3,5:59.0,,Shooting foul by A. Bogut (drawn by L. Mbah a Moute),57,52
279,3,5:59.0,,L. Mbah a Moute makes free throw 1 of 2,57,53
280,3,5:59.0,,J. Sampson enters the game for T. Frazier,57,53
281,3,5:59.0,,J. Grant enters the game for R. Covington,57,53
282,3,5:59.0,A. Iguodala enters the game for H. Barnes,,57,53
283,3,5:59.0,,L. Mbah a Moute misses free throw 2 of 2,57,53
284,3,5:58.0,Defensive rebound by A. Iguodala,,57,53
285,3,5:42.0,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,60,53
286,3,5:18.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft (block by A. Bogut),60,53
287,3,5:16.0,Defensive rebound by A. Bogut,,60,53
288,3,5:04.0,S. Curry misses 2-pt jump shot from 19 ft,,60,53
289,3,5:02.0,,Defensive rebound by L. Mbah a Moute,60,53
290,3,4:52.0,,Turnover by N. Noel (bad pass; steal by A. Iguodala),60,53
291,3,4:35.0,D. Green misses 2-pt layup from 2 ft (block by N. Noel),,60,53
292,3,4:32.0,,Defensive rebound by H. Thompson,60,53
293,3,4:23.0,,Turnover by H. Thompson (offensive foul),60,53
294,3,4:23.0,Offensive charge foul by H. Thompson (drawn by A. Bogut),,60,53
295,3,4:23.0,,K. McDaniels enters the game for N. Noel,60,53
296,3,4:10.0,S. Curry makes 2-pt layup at rim (assist by A. Bogut),,62,53
297,3,3:45.0,,Turnover by J. Sampson (lost ball; steal by S. Curry),62,53
298,3,3:39.0,K. Thompson misses 2-pt jump shot from 14 ft,,62,53
299,3,3:36.0,,Defensive rebound by J. Grant,62,53
300,3,3:29.0,,H. Thompson misses 2-pt layup from 2 ft,62,53
301,3,3:28.0,,Offensive rebound by Team,62,53
302,3,3:28.0,L. Barbosa enters the game for K. Thompson,,62,53
303,3,3:16.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Grant),62,55
304,3,2:56.0,A. Iguodala misses 3-pt jump shot from 23 ft,,62,55
305,3,2:54.0,,Defensive rebound by K. McDaniels,62,55
306,3,2:42.0,,Turnover by H. Thompson (bad pass; steal by A. Iguodala),62,55
307,3,2:38.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,64,55
308,3,2:14.0,,Turnover by K. McDaniels (lost ball),64,55
309,3,2:14.0,Golden State full timeout,,64,55
310,3,2:14.0,D. Lee enters the game for A. Bogut,,64,55
311,3,2:14.0,,H. Sims enters the game for L. Mbah a Moute,64,55
312,3,2:00.0,S. Curry misses 3-pt jump shot from 26 ft,,64,55
313,3,1:58.0,,Defensive rebound by H. Thompson,64,55
314,3,1:48.0,,J. Sampson makes 2-pt layup from 1 ft (assist by J. Grant),64,57
315,3,1:32.0,D. Lee misses 2-pt jump shot from 19 ft,,64,57
316,3,1:30.0,,Defensive rebound by J. Grant,64,57
317,3,1:20.0,,H. Sims makes 2-pt hook shot from 3 ft,64,59
318,3,1:16.0,Shooting foul by K. McDaniels (drawn by L. Barbosa),,64,59
319,3,1:16.0,L. Barbosa makes free throw 1 of 2,,65,59
320,3,1:16.0,L. Barbosa misses free throw 2 of 2,,65,59
321,3,1:13.0,,Defensive rebound by J. Sampson,65,59
322,3,0:52.0,,J. Sampson makes 2-pt jump shot from 4 ft (assist by H. Thompson),65,61
323,3,0:35.0,D. Green makes 2-pt jump shot from 16 ft (assist by S. Curry),,67,61
324,3,0:13.0,,K. McDaniels misses 2-pt jump shot from 20 ft (block by L. Barbosa),67,61
325,3,0:09.0,Defensive rebound by D. Green,,67,61
326,3,0:01.0,S. Curry misses 3-pt jump shot from 24 ft,,67,61
327,3,0:00.0,,Defensive rebound by H. Thompson,67,61
328,4,11:45.0,M. Speights makes 2-pt jump shot from 12 ft,,69,61
329,4,11:45.0,,Violation by K. McDaniels (def goaltending),69,61
330,4,11:28.0,Offensive charge foul by H. Thompson (drawn by M. Speights),,69,61
331,4,11:28.0,,Turnover by H. Thompson (offensive foul),69,61
332,4,11:13.0,M. Speights makes 2-pt jump shot from 20 ft (assist by D. Lee),,71,61
333,4,10:58.0,,H. Sims makes 2-pt jump shot from 17 ft (assist by J. Grant),71,63
334,4,10:39.0,L. Barbosa makes 2-pt layup from 1 ft (assist by D. Lee),,73,63
335,4,10:29.0,,T. Frazier misses 3-pt jump shot from 26 ft,73,63
336,4,10:27.0,Defensive rebound by D. Lee,,73,63
337,4,10:12.0,M. Speights makes 2-pt jump shot from 16 ft (assist by A. Iguodala),,75,63
338,4,10:12.0,,Philadelphia full timeout,75,63
339,4,10:12.0,,N. Noel enters the game for H. Sims,75,63
340,4,10:12.0,,L. Mbah a Moute enters the game for J. Grant,75,63
341,4,9:59.0,,K. McDaniels misses 2-pt jump shot from 17 ft,75,63
342,4,9:57.0,Defensive rebound by A. Iguodala,,75,63
343,4,9:44.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),,77,63
344,4,9:25.0,,Turnover by L. Mbah a Moute (lost ball; steal by D. Lee),77,63
345,4,9:22.0,Shooting foul by T. Frazier (drawn by L. Barbosa),,77,63
346,4,9:22.0,L. Barbosa makes free throw 1 of 2,,78,63
347,4,9:22.0,,R. Covington enters the game for K. McDaniels,78,63
348,4,9:22.0,L. Barbosa makes free throw 2 of 2,,79,63
349,4,9:08.0,,Turnover by L. Mbah a Moute (bad pass; steal by S. Livingston),79,63
350,4,9:05.0,L. Barbosa makes 2-pt layup from 1 ft (assist by S. Livingston),,81,63
351,4,9:05.0,,Philadelphia full timeout,81,63
352,4,8:50.0,,R. Covington makes 3-pt jump shot from 25 ft,81,66
353,4,8:36.0,Turnover by L. Barbosa (lost ball; steal by L. Mbah a Moute),,81,66
354,4,8:30.0,,Turnover by T. Frazier (palming),81,66
355,4,8:18.0,Turnover by S. Livingston (bad pass; steal by L. Mbah a Moute),,81,66
356,4,8:13.0,,H. Thompson misses 2-pt layup from 2 ft,81,66
357,4,8:11.0,,Offensive rebound by L. Mbah a Moute,81,66
358,4,8:11.0,,L. Mbah a Moute makes 2-pt layup from 1 ft,81,68
359,4,7:48.0,M. Speights misses 2-pt jump shot from 18 ft,,81,68
360,4,7:47.0,,Defensive rebound by H. Thompson,81,68
361,4,7:38.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,81,68
362,4,7:37.0,Defensive rebound by D. Lee,,81,68
363,4,7:18.0,,J. Sampson enters the game for H. Thompson,81,68
364,4,7:18.0,Golden State full timeout,,81,68
365,4,7:14.0,L. Barbosa misses 2-pt jump shot from 20 ft,,81,68
366,4,7:14.0,,Defensive rebound by J. Sampson,81,68
367,4,7:14.0,Loose ball foul by S. Livingston (drawn by J. Sampson),,81,68
368,4,6:51.0,,R. Covington makes 2-pt jump shot from 3 ft (assist by J. Sampson),81,70
369,4,6:34.0,Turnover by S. Livingston (step out of bounds),,81,70
370,4,6:21.0,,T. Frazier makes 2-pt jump shot from 20 ft,81,72
371,4,6:07.0,L. Barbosa misses 2-pt jump shot from 7 ft,,81,72
372,4,6:05.0,,Defensive rebound by R. Covington,81,72
373,4,6:00.0,,R. Covington misses 3-pt jump shot from 25 ft,81,72
374,4,5:59.0,Defensive rebound by D. Lee,,81,72
375,4,5:59.0,Golden State full timeout,,81,72
376,4,5:59.0,K. Thompson enters the game for M. Speights,,81,72
377,4,5:59.0,S. Curry enters the game for S. Livingston,,81,72
378,4,5:59.0,A. Bogut enters the game for L. Barbosa,,81,72
379,4,5:50.0,,Violation by L. Mbah a Moute (kicked ball),81,72
380,4,5:49.0,Turnover by S. Curry (bad pass),,81,72
381,4,5:36.0,,N. Noel misses 2-pt layup from 1 ft,81,72
