,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
0,1,11:41.0,,Turnover by M. Morris (lost ball),0,0
1,1,11:23.0,A. Afflalo misses 3-pt jump shot from 23 ft,,0,0
2,1,11:21.0,,Defensive rebound by M. Morris,0,0
3,1,11:11.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by M. Morris),0,2
4,1,10:51.0,N. Batum misses 2-pt jump shot from 20 ft,,0,2
5,1,10:49.0,,Defensive rebound by M. Morris,0,2
6,1,10:40.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),0,5
7,1,10:20.0,L. Aldridge misses 2-pt jump shot from 15 ft,,0,5
8,1,10:17.0,,Defensive rebound by M. Morris,0,5
9,1,10:06.0,,Turnover by M. Morris (bad pass; steal by L. Aldridge),0,5
10,1,10:00.0,A. Afflalo makes 2-pt jump shot from 13 ft,,2,5
11,1,9:36.0,,P. Tucker misses 2-pt jump shot from 14 ft,2,5
12,1,9:33.0,Defensive rebound by L. Aldridge,,2,5
13,1,9:24.0,L. Aldridge misses 3-pt jump shot from 25 ft,,2,5
14,1,9:23.0,Offensive rebound by R. Lopez,,2,5
15,1,9:23.0,R. Lopez makes 2-pt layup from 1 ft,,4,5
16,1,9:23.0,Shooting foul by A. Len (drawn by R. Lopez),,4,5
17,1,9:23.0,R. Lopez misses free throw 1 of 1,,4,5
18,1,9:21.0,,Defensive rebound by M. Morris,4,5
19,1,9:06.0,,M. Morris misses 3-pt jump shot from 23 ft,4,5
20,1,9:04.0,,Offensive rebound by A. Len,4,5
21,1,8:56.0,,E. Bledsoe makes 2-pt jump shot from 6 ft,4,7
22,1,8:40.0,D. Lillard makes 3-pt jump shot from 25 ft,,7,7
23,1,8:20.0,,Turnover by M. Morris (traveling),7,7
24,1,8:08.0,Personal foul by M. Morris (drawn by L. Aldridge),,7,7
25,1,7:58.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by N. Batum),,9,7
26,1,7:40.0,,M. Morris makes 2-pt jump shot from 17 ft,9,9
27,1,7:18.0,L. Aldridge makes 2-pt jump shot from 16 ft,,11,9
28,1,6:55.0,,M. Morris misses 2-pt jump shot from 19 ft,11,9
29,1,6:52.0,Defensive rebound by A. Afflalo,,11,9
30,1,6:44.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. Lillard),,13,9
31,1,6:28.0,,M. Morris misses 3-pt jump shot from 24 ft,13,9
32,1,6:26.0,,Offensive rebound by M. Morris,13,9
33,1,6:21.0,,M. Morris misses 2-pt jump shot from 6 ft,13,9
34,1,6:19.0,,Offensive rebound by P. Tucker,13,9
35,1,6:05.0,,E. Bledsoe misses 2-pt jump shot from 3 ft,13,9
36,1,6:03.0,,Offensive rebound by A. Len,13,9
37,1,6:03.0,,A. Len makes 2-pt layup from 1 ft,13,11
38,1,6:00.0,Turnover by D. Lillard (bad pass; steal by M. Morris),,13,11
39,1,6:00.0,Offensive charge foul by M. Morris (drawn by D. Lillard),,13,11
40,1,6:00.0,,Turnover by M. Morris (offensive foul),13,11
41,1,5:44.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by N. Batum),,15,11
42,1,5:31.0,,Shooting foul by D. Lillard (drawn by M. Morris),15,11
43,1,5:31.0,,Phoenix full timeout,15,11
44,1,5:31.0,,M. Morris makes free throw 1 of 2,15,12
45,1,5:31.0,,M. Morris makes free throw 2 of 2,15,13
46,1,5:18.0,N. Batum makes 3-pt jump shot from 24 ft,,18,13
