,QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
385,4,6:31.0,D. Harris misses 2-pt jump shot from 14 ft,,89,94
386,4,6:30.0,Offensive rebound by T. Chandler,,89,94
387,4,6:21.0,R. Jefferson misses 2-pt layup at rim (block by K. Middleton),,89,94
388,4,6:19.0,,Defensive rebound by L. Sanders,89,94
389,4,6:05.0,,J. Dudley misses 2-pt jump shot from 9 ft,89,94
390,4,6:04.0,Defensive rebound by C. Parsons,,89,94
391,4,5:52.0,Shooting block foul by L. Sanders (drawn by C. Parsons),,89,94
392,4,5:52.0,C. Parsons misses free throw 1 of 2,,89,94
393,4,5:52.0,Offensive rebound by Team,,89,94
394,4,5:52.0,J. Nelson enters the game for T. Chandler,,89,94
395,4,5:52.0,B. Wright enters the game for D. Harris,,89,94
396,4,5:52.0,,J. Parker enters the game for J. Dudley,89,94
397,4,5:52.0,C. Parsons makes free throw 2 of 2,,90,94
398,4,5:32.0,,K. Marshall makes 2-pt jump shot from 7 ft,90,96
399,4,5:22.0,Personal foul by J. Bayless (drawn by M. Ellis),,90,96
400,4,5:12.0,Turnover by C. Parsons (bad pass; steal by K. Middleton),,90,96
401,4,5:08.0,,Shooting foul by M. Ellis (drawn by L. Sanders),90,96
402,4,5:08.0,,L. Sanders misses free throw 1 of 2,90,96
403,4,5:08.0,,Offensive rebound by Team,90,96
404,4,5:08.0,A. Aminu enters the game for R. Jefferson,,90,96
405,4,5:08.0,,L. Sanders misses free throw 2 of 2,90,96
406,4,5:08.0,,Offensive rebound by K. Middleton,90,96
407,4,5:06.0,,K. Middleton misses 2-pt layup at rim (block by A. Aminu),90,96
408,4,5:04.0,,Offensive rebound by K. Middleton,90,96
409,4,4:55.0,,J. Parker misses 2-pt jump shot from 4 ft,90,96
410,4,4:53.0,,Offensive rebound by L. Sanders,90,96
411,4,4:52.0,,L. Sanders misses 2-pt layup at rim (block by A. Aminu),90,96
412,4,4:51.0,Defensive rebound by B. Wright,,90,96
413,4,4:45.0,A. Aminu misses 3-pt jump shot from 25 ft,,90,96
414,4,4:43.0,,Defensive rebound by K. Middleton,90,96
415,4,4:43.0,,Turnover by K. Middleton (lost ball; steal by M. Ellis),90,96
416,4,4:37.0,C. Parsons misses 3-pt jump shot from 26 ft,,90,96
417,4,4:36.0,,Defensive rebound by J. Parker,90,96
418,4,4:23.0,,L. Sanders makes 2-pt dunk at rim (assist by K. Marshall),90,98
419,4,4:20.0,Dallas full timeout,,90,98
420,4,4:20.0,T. Chandler enters the game for B. Wright,,90,98
421,4,4:07.0,T. Chandler makes 2-pt layup at rim (assist by M. Ellis),,92,98
422,4,4:07.0,Shooting foul by K. Middleton (drawn by T. Chandler),,92,98
423,4,4:07.0,T. Chandler misses free throw 1 of 1,,92,98
424,4,4:06.0,Offensive rebound by A. Aminu,,92,98
425,4,3:56.0,M. Ellis makes 2-pt jump shot from 18 ft,,94,98
426,4,3:42.0,,Turnover by J. Bayless (bad pass),94,98
427,4,3:31.0,C. Parsons misses 3-pt jump shot from 25 ft,,94,98
428,4,3:30.0,,Defensive rebound by J. Parker,94,98
429,4,3:19.0,,J. Bayless misses 2-pt jump shot from 15 ft,94,98
430,4,3:17.0,Defensive rebound by C. Parsons,,94,98
431,4,3:09.0,M. Ellis misses 3-pt jump shot from 26 ft,,94,98
432,4,3:08.0,Offensive rebound by T. Chandler,,94,98
433,4,2:57.0,J. Nelson misses 3-pt jump shot from 26 ft,,94,98
434,4,2:57.0,Offensive rebound by T. Chandler,,94,98
435,4,2:57.0,,Loose ball foul by L. Sanders (drawn by T. Chandler),94,98
436,4,2:57.0,T. Chandler makes free throw 1 of 2,,95,98
437,4,2:57.0,,Z. Pachulia enters the game for L. Sanders,95,98
438,4,2:57.0,,O. Mayo enters the game for J. Bayless,95,98
439,4,2:57.0,,B. Knight enters the game for K. Marshall,95,98
440,4,2:57.0,T. Chandler misses free throw 2 of 2,,95,98
441,4,2:55.0,,Defensive rebound by J. Parker,95,98
442,4,2:39.0,,Shooting foul by M. Ellis (drawn by O. Mayo),95,98
443,4,2:39.0,,O. Mayo makes free throw 1 of 2,95,99
444,4,2:39.0,,O. Mayo misses free throw 2 of 2,95,99
445,4,2:38.0,Defensive rebound by J. Nelson,,95,99
446,4,2:23.0,Turnover by J. Nelson (bad pass; steal by O. Mayo),,95,99
447,4,2:01.0,,J. Parker misses 2-pt jump shot from 16 ft,95,99
448,4,2:00.0,Defensive rebound by J. Nelson,,95,99
449,4,1:50.0,J. Nelson makes 3-pt jump shot from 27 ft (assist by M. Ellis),,98,99
450,4,1:41.0,,Turnover by J. Parker (traveling),98,99
451,4,1:34.0,M. Ellis makes 2-pt layup from 1 ft,,100,99
452,4,1:34.0,,Milwaukee full timeout,100,99
453,4,1:34.0,,J. Dudley enters the game for J. Parker,100,99
454,4,1:22.0,,Turnover by O. Mayo (bad pass; steal by A. Aminu),100,99
455,4,1:07.0,M. Ellis makes 2-pt jump shot from 8 ft,,102,99
456,4,0:59.0,,B. Knight makes 2-pt jump shot from 17 ft,102,101
457,4,0:43.0,A. Aminu misses 3-pt jump shot from 24 ft,,102,101
458,4,0:41.0,,Defensive rebound by O. Mayo,102,101
459,4,0:39.0,,Shooting foul by C. Parsons (drawn by B. Knight),102,101
460,4,0:39.0,,B. Knight makes free throw 1 of 2,102,102
461,4,0:39.0,,B. Knight makes free throw 2 of 2,102,103
462,4,0:33.0,M. Ellis makes 2-pt jump shot from 17 ft,,104,103
463,4,0:27.0,,B. Knight misses 2-pt layup from 1 ft (block by T. Chandler),104,103
464,4,0:26.0,,Offensive rebound by Team,104,103
465,4,0:26.0,,Milwaukee full timeout,104,103
466,4,0:26.0,R. Jefferson enters the game for C. Parsons,,104,103
467,4,0:26.0,,Offensive foul by B. Knight (drawn by M. Ellis),104,103
468,4,0:26.0,,Turnover by B. Knight (offensive foul),104,103
469,4,0:19.0,Personal take foul by K. Middleton (drawn by R. Jefferson),,104,103
470,4,0:19.0,R. Jefferson misses free throw 1 of 2,,104,103
471,4,0:19.0,Offensive rebound by Team,,104,103
472,4,0:19.0,R. Jefferson makes free throw 2 of 2,,105,103
473,4,0:19.0,,Milwaukee full timeout,105,103
474,4,0:09.0,,B. Knight makes 2-pt jump shot from 20 ft,105,105
475,4,0:09.0,Dallas full timeout,,105,105
476,4,0:09.0,C. Parsons enters the game for A. Aminu,,105,105
477,4,0:00.0,M. Ellis makes 2-pt jump shot from 18 ft,,107,105
