,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
109,2,11:46.0,,I. Mahinmi misses 2-pt jump shot from 18 ft,38,26
110,2,11:45.0,,Offensive rebound by L. Scola,38,26
111,2,11:33.0,,R. Stuckey makes 2-pt jump shot from 19 ft,38,28
112,2,11:18.0,H. Barnes misses 2-pt jump shot from 5 ft,,38,28
113,2,11:17.0,,Defensive rebound by I. Mahinmi,38,28
114,2,11:13.0,,Offensive foul by L. Scola (drawn by H. Barnes),38,28
115,2,11:13.0,,Turnover by L. Scola (offensive foul),38,28
116,2,11:00.0,A. Iguodala misses 2-pt jump shot from 19 ft,,38,28
117,2,10:59.0,,Defensive rebound by I. Mahinmi,38,28
118,2,10:45.0,,L. Scola makes 2-pt jump shot from 16 ft (assist by D. Rudež),38,30
119,2,10:31.0,L. Barbosa makes 2-pt jump shot from 17 ft,,40,30
120,2,10:15.0,,R. Stuckey makes 2-pt jump shot from 18 ft (assist by C. Watson),40,32
121,2,9:58.0,H. Barnes misses 3-pt jump shot from 24 ft,,40,32
122,2,9:56.0,Offensive rebound by D. Lee,,40,32
123,2,9:56.0,D. Lee misses 2-pt tip-in from 1 ft,,40,32
124,2,9:56.0,,Defensive rebound by I. Mahinmi,40,32
125,2,9:47.0,,Personal foul by H. Barnes (drawn by L. Scola),40,32
126,2,9:36.0,,Turnover by D. Rudež (bad pass; steal by H. Barnes),40,32
127,2,9:21.0,A. Iguodala misses 2-pt jump shot from 14 ft,,40,32
128,2,9:20.0,,Defensive rebound by L. Scola,40,32
129,2,9:03.0,,Turnover by C. Watson (bad pass; steal by B. Rush),40,32
130,2,8:57.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,43,32
131,2,8:36.0,,R. Stuckey misses 2-pt jump shot from 17 ft,43,32
132,2,8:35.0,,Offensive rebound by R. Stuckey,43,32
133,2,8:34.0,,R. Stuckey makes 2-pt layup from 1 ft,43,34
134,2,8:11.0,H. Barnes misses 2-pt jump shot from 8 ft,,43,34
135,2,8:10.0,,Defensive rebound by L. Scola,43,34
136,2,8:05.0,,Shooting foul by L. Barbosa (drawn by C. Watson),43,34
137,2,8:05.0,Official timeout,,43,34
138,2,8:05.0,,C. Watson makes free throw 1 of 3,43,35
139,2,8:05.0,,C. Watson makes free throw 2 of 3,43,36
140,2,8:05.0,,C. Watson makes free throw 3 of 3,43,37
141,2,7:56.0,L. Barbosa makes 2-pt jump shot from 17 ft,,45,37
142,2,7:30.0,,L. Scola makes 2-pt jump shot from 17 ft (assist by R. Stuckey),45,39
143,2,7:19.0,A. Iguodala misses 2-pt jump shot from 13 ft,,45,39
144,2,7:19.0,,Defensive rebound by L. Scola,45,39
145,2,7:05.0,,L. Scola makes 2-pt layup at rim (assist by C. Watson),45,41
146,2,7:00.0,Golden State full timeout,,45,41
147,2,7:00.0,S. Livingston enters the game for L. Barbosa,,45,41
148,2,7:00.0,D. Green enters the game for D. Lee,,45,41
149,2,7:00.0,A. Bogut enters the game for B. Rush,,45,41
150,2,7:00.0,K. Thompson enters the game for A. Iguodala,,45,41
151,2,7:00.0,,G. Hill enters the game for R. Stuckey,45,41
152,2,7:00.0,,R. Hibbert enters the game for I. Mahinmi,45,41
153,2,7:00.0,,S. Hill enters the game for D. Rudež,45,41
154,2,6:55.0,K. Thompson misses 2-pt jump shot from 16 ft,,45,41
155,2,6:51.0,,Defensive rebound by L. Scola,45,41
156,2,6:33.0,,L. Scola misses 2-pt layup at rim (block by D. Green),45,41
157,2,6:33.0,,Offensive rebound by Team,45,41
158,2,6:31.0,,R. Hibbert makes 2-pt jump shot from 16 ft (assist by S. Hill),45,43
159,2,6:14.0,S. Livingston misses 2-pt jump shot from 13 ft,,45,43
160,2,6:13.0,,Defensive rebound by R. Hibbert,45,43
161,2,6:01.0,,C. Watson makes 3-pt jump shot from 25 ft (assist by L. Scola),45,46
162,2,5:37.0,K. Thompson misses 2-pt layup at rim,,45,46
163,2,5:36.0,Offensive rebound by A. Bogut,,45,46
164,2,5:36.0,A. Bogut makes 2-pt tip-in at rim,,47,46
165,2,5:16.0,,L. Scola makes 2-pt layup from 1 ft,47,48
166,2,4:55.0,A. Bogut misses 2-pt layup from 1 ft (block by R. Hibbert),,47,48
167,2,4:53.0,,Defensive rebound by C. Watson,47,48
168,2,4:47.0,,S. Hill misses 3-pt jump shot from 27 ft,47,48
169,2,4:47.0,Defensive rebound by Team,,47,48
170,2,4:47.0,,Loose ball foul by R. Hibbert (drawn by A. Bogut),47,48
171,2,4:31.0,Offensive foul by S. Livingston (drawn by C. Watson),,47,48
172,2,4:31.0,Turnover by S. Livingston (offensive foul),,47,48
173,2,4:22.0,,Personal foul by S. Livingston (drawn by C. Watson),47,48
174,2,4:18.0,,G. Hill makes 2-pt jump shot from 10 ft,47,50
175,2,4:04.0,K. Thompson makes 2-pt jump shot from 16 ft,,49,50
176,2,3:52.0,,G. Hill misses 2-pt jump shot from 16 ft,49,50
177,2,3:51.0,Defensive rebound by S. Livingston,,49,50
178,2,3:47.0,K. Thompson misses 3-pt jump shot from 26 ft,,49,50
179,2,3:45.0,,Defensive rebound by R. Hibbert,49,50
180,2,3:34.0,,Personal foul by H. Barnes (drawn by R. Hibbert),49,50
181,2,3:34.0,,R. Hibbert makes free throw 1 of 2,49,51
182,2,3:34.0,,R. Hibbert makes free throw 2 of 2,49,52
183,2,3:21.0,Offensive foul by A. Bogut (drawn by R. Hibbert),,49,52
184,2,3:21.0,Turnover by A. Bogut (offensive foul),,49,52
185,2,3:21.0,M. Speights enters the game for A. Bogut,,49,52
186,2,3:21.0,A. Iguodala enters the game for H. Barnes,,49,52
187,2,3:12.0,,Shooting foul by M. Speights (drawn by R. Hibbert),49,52
188,2,3:12.0,,R. Hibbert makes free throw 1 of 2,49,53
189,2,3:12.0,,D. West enters the game for L. Scola,49,53
190,2,3:12.0,,R. Hibbert makes free throw 2 of 2,49,54
191,2,2:55.0,S. Livingston makes 2-pt dunk at rim (assist by M. Speights),,51,54
192,2,2:48.0,,Indiana full timeout,51,54
193,2,2:48.0,,R. Stuckey enters the game for S. Hill,51,54
194,2,2:48.0,,C. Miles enters the game for C. Watson,51,54
195,2,2:38.0,,Turnover by D. West (bad pass; steal by M. Speights),51,54
196,2,2:34.0,M. Speights misses 2-pt layup from 2 ft (block by C. Miles),,51,54
197,2,2:34.0,Offensive rebound by Team,,51,54
198,2,2:14.0,K. Thompson misses 3-pt jump shot from 25 ft,,51,54
199,2,2:14.0,Offensive rebound by Team,,51,54
200,2,2:14.0,Turnover by Team (shot clock),,51,54
201,2,1:59.0,,G. Hill misses 2-pt jump shot from 19 ft,51,54
202,2,1:58.0,Defensive rebound by D. Green,,51,54
203,2,1:51.0,Shooting foul by R. Hibbert (drawn by M. Speights),,51,54
204,2,1:51.0,M. Speights makes free throw 1 of 2,,52,54
205,2,1:51.0,M. Speights makes free throw 2 of 2,,53,54
206,2,1:37.0,,C. Miles misses 2-pt jump shot from 17 ft,53,54
207,2,1:36.0,Defensive rebound by K. Thompson,,53,54
208,2,1:28.0,A. Iguodala misses 3-pt jump shot from 24 ft,,53,54
209,2,1:27.0,,Defensive rebound by D. West,53,54
210,2,1:13.0,,R. Hibbert misses 2-pt jump shot from 18 ft,53,54
211,2,1:12.0,Defensive rebound by D. Green,,53,54
212,2,1:05.0,M. Speights misses 2-pt jump shot from 6 ft,,53,54
213,2,1:04.0,Offensive rebound by M. Speights,,53,54
214,2,1:03.0,M. Speights misses 2-pt layup from 1 ft,,53,54
215,2,1:02.0,Offensive rebound by S. Livingston,,53,54
216,2,1:02.0,S. Livingston makes 2-pt dunk at rim,,55,54
217,2,0:48.0,,R. Stuckey makes 2-pt layup from 3 ft,55,56
218,2,0:44.0,Golden State full timeout,,55,56
219,2,0:44.0,,I. Mahinmi enters the game for R. Hibbert,55,56
220,2,0:44.0,L. Barbosa enters the game for S. Livingston,,55,56
221,2,0:34.0,M. Speights misses 2-pt jump shot from 5 ft,,55,56
222,2,0:33.0,,Defensive rebound by R. Stuckey,55,56
223,2,0:30.0,,Personal foul by D. Green (drawn by R. Stuckey),55,56
224,2,0:30.0,,R. Stuckey makes free throw 1 of 2,55,57
225,2,0:30.0,D. Lee enters the game for D. Green,,55,57
226,2,0:30.0,,C. Watson enters the game for G. Hill,55,57
227,2,0:30.0,,R. Stuckey makes free throw 2 of 2,55,58
228,2,0:12.0,D. Lee misses 2-pt jump shot from 20 ft,,55,58
229,2,0:11.0,Offensive rebound by Team,,55,58
230,2,0:11.0,,Loose ball foul by D. West (drawn by M. Speights),55,58
231,2,0:11.0,M. Speights makes free throw 1 of 2,,56,58
232,2,0:11.0,,Indiana full timeout,56,58
233,2,0:11.0,J. Holiday enters the game for L. Barbosa,,56,58
234,2,0:11.0,M. Speights makes free throw 2 of 2,,57,58
235,2,0:01.0,,R. Stuckey misses 2-pt jump shot from 19 ft,57,58
236,2,0:00.0,Defensive rebound by M. Speights,,57,58
237,3,11:41.0,,Personal foul by D. Green (drawn by D. West),57,58
238,3,11:27.0,,G. Hill misses 2-pt jump shot from 10 ft (block by S. Livingston),57,58
239,3,11:26.0,Defensive rebound by S. Livingston,,57,58
240,3,11:05.0,S. Livingston makes 2-pt jump shot from 13 ft (assist by H. Barnes),,59,58
241,3,10:40.0,,G. Hill misses 2-pt jump shot from 8 ft,59,58
242,3,10:38.0,Defensive rebound by K. Thompson,,59,58
243,3,10:29.0,K. Thompson makes 2-pt jump shot from 4 ft,,61,58
244,3,10:10.0,,R. Hibbert misses 2-pt jump shot from 17 ft,61,58
245,3,10:08.0,Defensive rebound by H. Barnes,,61,58
246,3,10:00.0,K. Thompson misses 2-pt jump shot from 8 ft,,61,58
247,3,9:59.0,,Defensive rebound by C. Watson,61,58
248,3,9:47.0,,R. Hibbert misses 2-pt jump shot from 8 ft,61,58
249,3,9:46.0,Defensive rebound by D. Green,,61,58
250,3,9:26.0,A. Bogut misses 2-pt jump shot at rim,,61,58
251,3,9:25.0,Offensive rebound by A. Bogut,,61,58
252,3,9:25.0,A. Bogut makes 2-pt tip-in at rim,,63,58
253,3,9:07.0,,Turnover by D. West (bad pass; steal by A. Bogut),63,58
254,3,9:03.0,K. Thompson misses 2-pt layup from 2 ft (block by D. West),,63,58
255,3,9:01.0,,Defensive rebound by S. Hill,63,58
256,3,8:59.0,,Personal foul by S. Livingston (drawn by C. Watson),63,58
257,3,8:59.0,,C. Miles enters the game for C. Watson,63,58
258,3,8:49.0,,Offensive foul by R. Hibbert (drawn by D. Green),63,58
259,3,8:49.0,,Turnover by R. Hibbert (offensive foul),63,58
260,3,8:31.0,K. Thompson misses 2-pt jump shot from 20 ft,,63,58
261,3,8:31.0,,Defensive rebound by C. Miles,63,58
262,3,8:14.0,,S. Hill misses 3-pt jump shot from 26 ft,63,58
263,3,8:14.0,Defensive rebound by Team,,63,58
264,3,8:14.0,,Loose ball foul by R. Hibbert (drawn by A. Bogut),63,58
265,3,8:14.0,,I. Mahinmi enters the game for R. Hibbert,63,58
266,3,7:59.0,Personal foul by I. Mahinmi (drawn by A. Bogut),,63,58
267,3,7:50.0,Turnover by K. Thompson (step out of bounds),,63,58
268,3,7:30.0,,Indiana full timeout,63,58
269,3,7:29.0,,Turnover by G. Hill (step out of bounds),63,58
270,3,7:29.0,,Violation by Team (delay of game),63,58
271,3,7:13.0,D. Green misses 3-pt jump shot from 26 ft,,63,58
272,3,7:12.0,,Defensive rebound by D. West,63,58
273,3,7:04.0,,S. Hill makes 2-pt jump shot from 15 ft,63,60
274,3,6:55.0,Personal foul by S. Hill (drawn by S. Livingston),,63,60
275,3,6:44.0,H. Barnes makes 2-pt jump shot from 19 ft,,65,60
276,3,6:23.0,,C. Miles makes 3-pt jump shot from 25 ft,65,63
277,3,6:09.0,H. Barnes misses 2-pt layup from 2 ft,,65,63
278,3,6:08.0,,Defensive rebound by C. Miles,65,63
279,3,6:03.0,,S. Hill makes 2-pt dunk at rim,65,65
280,3,5:52.0,Personal foul by G. Hill (drawn by D. Green),,65,65
281,3,5:52.0,Golden State full timeout,,65,65
282,3,5:52.0,A. Iguodala enters the game for D. Green,,65,65
283,3,5:45.0,K. Thompson misses 2-pt jump shot from 14 ft,,65,65
284,3,5:44.0,,Defensive rebound by C. Miles,65,65
285,3,5:25.0,,Turnover by I. Mahinmi (3 sec),65,65
286,3,5:14.0,Turnover by S. Livingston (bad pass; steal by I. Mahinmi),,65,65
287,3,5:02.0,,S. Hill misses 3-pt jump shot from 25 ft,65,65
288,3,5:01.0,Defensive rebound by A. Bogut,,65,65
289,3,4:50.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Livingston),,68,65
290,3,4:34.0,,G. Hill misses 2-pt jump shot from 19 ft,68,65
291,3,4:33.0,,Offensive rebound by D. West,68,65
292,3,4:33.0,Loose ball foul by H. Barnes (drawn by D. West),,68,65
293,3,4:33.0,,R. Stuckey enters the game for S. Hill,68,65
294,3,4:33.0,L. Barbosa enters the game for S. Livingston,,68,65
295,3,4:29.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by I. Mahinmi),68,67
296,3,4:29.0,,Shooting foul by L. Barbosa (drawn by R. Stuckey),68,67
297,3,4:29.0,,R. Stuckey makes free throw 1 of 1,68,68
298,3,4:16.0,A. Bogut misses 2-pt layup from 1 ft,,68,68
299,3,4:14.0,Offensive rebound by H. Barnes,,68,68
300,3,4:14.0,H. Barnes misses 2-pt tip-in at rim,,68,68
301,3,4:13.0,,Defensive rebound by D. West,68,68
302,3,4:06.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by R. Stuckey),68,71
303,3,3:43.0,K. Thompson makes 3-pt jump shot from 26 ft,,71,71
304,3,3:27.0,,I. Mahinmi misses 2-pt dunk at rim,71,71
305,3,3:26.0,,Offensive rebound by G. Hill,71,71
306,3,3:12.0,,R. Stuckey makes 3-pt jump shot from 26 ft (assist by G. Hill),71,74
307,3,2:47.0,L. Barbosa misses 3-pt jump shot from 26 ft,,71,74
308,3,2:46.0,Offensive rebound by H. Barnes,,71,74
309,3,2:27.0,A. Iguodala misses 3-pt jump shot from 25 ft,,71,74
310,3,2:26.0,,Defensive rebound by D. West,71,74
311,3,2:08.0,,C. Miles misses 3-pt jump shot from 26 ft,71,74
312,3,2:06.0,Defensive rebound by Team,,71,74
313,3,2:06.0,D. Lee enters the game for A. Bogut,,71,74
314,3,2:06.0,,C. Watson enters the game for G. Hill,71,74
315,3,1:52.0,K. Thompson misses 3-pt jump shot from 26 ft,,71,74
316,3,1:51.0,,Defensive rebound by C. Miles,71,74
317,3,1:38.0,,I. Mahinmi makes 2-pt hook shot from 6 ft,71,76
318,3,1:38.0,,Shooting foul by D. Lee (drawn by I. Mahinmi),71,76
319,3,1:38.0,,L. Scola enters the game for D. West,71,76
320,3,1:38.0,,I. Mahinmi misses free throw 1 of 1,71,76
321,3,1:38.0,Defensive rebound by D. Lee,,71,76
322,3,1:22.0,Offensive foul by D. Lee (drawn by R. Stuckey),,71,76
323,3,1:22.0,Turnover by D. Lee (offensive foul),,71,76
324,3,1:08.0,,Turnover by R. Stuckey (bad pass; steal by L. Barbosa),71,76
325,3,1:04.0,A. Iguodala makes 2-pt dunk at rim (assist by L. Barbosa),,73,76
326,3,0:48.0,,C. Miles misses 3-pt jump shot from 23 ft,73,76
327,3,0:47.0,Defensive rebound by H. Barnes,,73,76
328,3,0:40.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,76,76
329,3,0:23.0,,C. Miles makes 2-pt dunk at rim (assist by C. Watson),76,78
330,3,0:08.0,H. Barnes makes 2-pt layup from 1 ft,,78,78
331,3,0:00.0,,R. Stuckey makes 3-pt jump shot from 26 ft (assist by C. Watson),78,81
332,4,11:42.0,H. Barnes misses 2-pt jump shot from 16 ft,,78,81
333,4,11:40.0,Offensive rebound by D. Lee,,78,81
334,4,11:27.0,H. Barnes misses 2-pt jump shot from 16 ft,,78,81
335,4,11:26.0,,Defensive rebound by I. Mahinmi,78,81
336,4,11:05.0,,C. Watson misses 3-pt jump shot from 26 ft,78,81
337,4,11:04.0,Defensive rebound by D. Lee,,78,81
338,4,10:48.0,J. Holiday misses 2-pt jump shot from 18 ft,,78,81
339,4,10:47.0,,Defensive rebound by L. Scola,78,81
340,4,10:33.0,,L. Scola makes 2-pt jump shot from 19 ft (assist by C. Watson),78,83
341,4,10:23.0,Offensive foul by D. Lee (drawn by C. Watson),,78,83
342,4,10:23.0,Turnover by D. Lee (offensive foul),,78,83
343,4,10:23.0,D. Green enters the game for H. Barnes,,78,83
344,4,10:13.0,,L. Scola misses 2-pt jump shot from 18 ft (block by D. Green),78,83
345,4,10:13.0,,Offensive rebound by Team,78,83
346,4,10:05.0,,C. Watson makes 2-pt jump shot from 16 ft,78,85
347,4,10:05.0,,Shooting foul by D. Green (drawn by C. Watson),78,85
348,4,10:05.0,,C. Watson misses free throw 1 of 1,78,85
349,4,10:05.0,Defensive rebound by D. Lee,,78,85
350,4,9:46.0,J. Holiday makes 2-pt layup from 2 ft (assist by L. Barbosa),,80,85
351,4,9:31.0,,D. Rudež makes 2-pt jump shot from 18 ft (assist by L. Scola),80,87
352,4,9:16.0,Personal block foul by L. Scola (drawn by J. Holiday),,80,87
353,4,9:12.0,L. Barbosa misses 2-pt jump shot from 15 ft,,80,87
354,4,9:11.0,Offensive rebound by D. Lee,,80,87
355,4,9:09.0,D. Lee makes 2-pt layup at rim,,82,87
356,4,8:51.0,,Offensive foul by I. Mahinmi (drawn by J. Holiday),82,87
357,4,8:51.0,,Turnover by I. Mahinmi (offensive foul),82,87
358,4,8:51.0,Official timeout,,82,87
359,4,8:38.0,D. Green misses 3-pt jump shot from 26 ft,,82,87
360,4,8:37.0,,Defensive rebound by I. Mahinmi,82,87
361,4,8:15.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by D. Green),82,87
362,4,8:13.0,,Offensive rebound by L. Scola,82,87
363,4,8:11.0,,L. Scola misses 2-pt layup at rim,82,87
364,4,8:11.0,Defensive rebound by D. Lee,,82,87
365,4,7:55.0,D. Green misses 2-pt jump shot from 17 ft,,82,87
366,4,7:54.0,,Defensive rebound by R. Stuckey,82,87
367,4,7:48.0,,R. Stuckey misses 2-pt layup at rim,82,87
368,4,7:47.0,,Offensive rebound by I. Mahinmi,82,87
369,4,7:47.0,,I. Mahinmi makes 2-pt dunk at rim,82,89
370,4,7:25.0,D. Green misses 2-pt layup from 3 ft,,82,89
371,4,7:24.0,,Defensive rebound by L. Scola,82,89
372,4,7:15.0,,Turnover by L. Scola (lost ball; steal by A. Iguodala),82,89
373,4,7:09.0,A. Iguodala makes 2-pt dunk at rim (assist by J. Holiday),,84,89
374,4,6:50.0,,Turnover by C. Watson (bad pass; steal by J. Holiday),84,89
375,4,6:45.0,L. Barbosa misses 2-pt layup from 1 ft,,84,89
376,4,6:43.0,,Defensive rebound by I. Mahinmi,84,89
377,4,6:33.0,,C. Watson misses 3-pt jump shot from 25 ft,84,89
378,4,6:32.0,Defensive rebound by A. Iguodala,,84,89
379,4,6:27.0,Golden State full timeout,,84,89
380,4,6:27.0,,R. Hibbert enters the game for I. Mahinmi,84,89
381,4,6:27.0,,G. Hill enters the game for D. Rudež,84,89
382,4,6:27.0,,C. Miles enters the game for R. Stuckey,84,89
383,4,6:27.0,K. Thompson enters the game for L. Barbosa,,84,89
384,4,6:27.0,S. Livingston enters the game for D. Lee,,84,89
385,4,6:27.0,A. Bogut enters the game for J. Holiday,,84,89
386,4,6:19.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by A. Bogut),,86,89
387,4,5:54.0,,C. Miles misses 2-pt jump shot from 4 ft (block by A. Iguodala),86,89
388,4,5:53.0,Defensive rebound by A. Iguodala,,86,89
