,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHARLOTTE_ACTION,BROOKLYN_SCORE,CHARLOTTE_SCORE
33,1,8:07.0,J. Johnson misses 2-pt jump shot from 10 ft,,6,8
34,1,8:06.0,,Defensive rebound by K. Walker,6,8
35,1,7:59.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),6,11
36,1,7:51.0,Brooklyn full timeout,,6,11
37,1,7:47.0,Personal foul by M. Kidd-Gilchrist (drawn by J. Johnson),,6,11
38,1,7:39.0,D. Williams misses 2-pt layup from 2 ft,,6,11
39,1,7:38.0,Offensive rebound by B. Lopez,,6,11
40,1,7:38.0,B. Lopez misses 2-pt tip-in from 1 ft,,6,11
41,1,7:35.0,,Defensive rebound by M. Williams,6,11
42,1,7:28.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,6,11
43,1,7:26.0,Defensive rebound by B. Lopez,,6,11
44,1,7:19.0,J. Johnson makes 2-pt jump shot from 18 ft,,8,11
45,1,7:01.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,8,11
46,1,7:00.0,Defensive rebound by D. Williams,,8,11
47,1,6:47.0,D. Williams misses 2-pt jump shot from 11 ft,,8,11
48,1,6:46.0,,Defensive rebound by A. Jefferson,8,11
49,1,6:34.0,,Turnover by A. Jefferson (lost ball),8,11
50,1,6:20.0,B. Lopez makes 2-pt jump shot from 16 ft (assist by M. Brown),,10,11
51,1,6:07.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,10,11
52,1,6:06.0,Defensive rebound by D. Williams,,10,11
53,1,5:55.0,B. Lopez misses 2-pt hook shot from 10 ft,,10,11
54,1,5:53.0,Offensive rebound by M. Brown,,10,11
55,1,5:47.0,T. Young makes 2-pt layup from 1 ft (assist by D. Williams),,12,11
56,1,5:30.0,,A. Jefferson makes 2-pt jump shot from 12 ft (assist by G. Henderson),12,13
57,1,5:19.0,Turnover by D. Williams (bad pass; steal by G. Henderson),,12,13
58,1,5:08.0,,G. Henderson makes 2-pt jump shot from 16 ft,12,15
59,1,4:51.0,Personal foul by A. Jefferson (drawn by B. Lopez),,12,15
60,1,4:51.0,B. Bogdanović enters the game for M. Brown,,12,15
61,1,4:51.0,,M. Williams enters the game for G. Henderson,12,15
62,1,4:38.0,J. Johnson misses 2-pt jump shot from 13 ft,,12,15
63,1,4:36.0,,Defensive rebound by A. Jefferson,12,15
64,1,4:29.0,,Personal foul by B. Bogdanović (drawn by M. Williams),12,15
65,1,4:21.0,,M. Williams makes 2-pt jump shot from 19 ft (assist by M. Williams),12,17
66,1,4:00.0,Turnover by T. Young (traveling),,12,17
67,1,3:41.0,,A. Jefferson makes 2-pt jump shot from 9 ft,12,19
68,1,3:20.0,D. Williams makes 3-pt jump shot from 22 ft (assist by J. Johnson),,15,19
69,1,3:01.0,,Def 3 sec tech foul by B. Lopez,15,19
70,1,3:01.0,,M. Williams misses technical free throw,15,19
71,1,3:01.0,,Offensive rebound by Team,15,19
72,1,2:53.0,,K. Walker misses 2-pt jump shot from 17 ft,15,19
73,1,2:52.0,Defensive rebound by B. Lopez,,15,19
74,1,2:35.0,Turnover by D. Williams (bad pass; steal by K. Walker),,15,19
75,1,2:29.0,,M. Williams misses 2-pt layup from 1 ft,15,19
76,1,2:28.0,Defensive rebound by T. Young,,15,19
77,1,2:23.0,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),,17,19
78,1,2:07.0,,K. Walker misses 3-pt jump shot from 25 ft,17,19
79,1,2:06.0,Defensive rebound by J. Johnson,,17,19
80,1,1:56.0,B. Lopez makes 2-pt jump shot from 18 ft (assist by J. Johnson),,19,19
81,1,1:39.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Williams),19,22
82,1,1:21.0,T. Young makes 2-pt jump shot from 8 ft (assist by D. Williams),,21,22
83,1,1:07.0,,M. Williams misses 2-pt jump shot from 9 ft,21,22
84,1,1:04.0,Defensive rebound by B. Lopez,,21,22
85,1,0:57.0,B. Lopez misses 2-pt jump shot from 19 ft,,21,22
86,1,0:56.0,,Defensive rebound by M. Williams,21,22
87,1,0:46.0,,Turnover by M. Williams (lost ball; steal by B. Lopez),21,22
88,1,0:42.0,T. Young makes 2-pt layup at rim,,23,22
89,1,0:31.0,,K. Walker misses 2-pt layup at rim,23,22
90,1,0:29.0,,Offensive rebound by A. Jefferson,23,22
91,1,0:29.0,,A. Jefferson makes 2-pt layup at rim,23,24
92,1,0:10.0,B. Lopez misses 2-pt layup from 1 ft (block by A. Jefferson),,23,24
93,1,0:08.0,Offensive rebound by T. Young,,23,24
94,1,0:08.0,T. Young misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,23,24
95,1,0:05.0,,Defensive rebound by M. Williams,23,24
96,1,0:04.0,,K. Walker makes 2-pt layup at rim (assist by M. Williams),23,26
97,1,0:00.0,D. Williams misses 3-pt jump shot from 33 ft,,23,26
98,1,0:00.0,Offensive rebound by Team,,23,26
99,2,11:49.0,,M. Williams misses 3-pt jump shot from 25 ft,23,26
100,2,11:48.0,Defensive rebound by B. Lopez,,23,26
101,2,11:40.0,T. Young misses 2-pt jump shot from 16 ft,,23,26
102,2,11:39.0,,Defensive rebound by L. Stephenson,23,26
103,2,11:33.0,,Turnover by L. Stephenson (bad pass; steal by B. Bogdanović),23,26
104,2,11:31.0,Turnover by B. Bogdanović (bad pass; steal by L. Stephenson),,23,26
105,2,11:14.0,,L. Stephenson makes 2-pt jump shot from 20 ft,23,28
106,2,11:00.0,T. Young makes 2-pt layup at rim,,25,28
107,2,10:56.0,,Offensive foul by M. Williams (drawn by T. Young),25,28
108,2,10:56.0,,Turnover by M. Williams (offensive foul),25,28
109,2,10:56.0,,Violation by Team (delay of game),25,28
110,2,10:56.0,M. Plumlee enters the game for B. Lopez,,25,28
111,2,10:41.0,T. Young misses 2-pt jump shot from 4 ft,,25,28
112,2,10:39.0,,Defensive rebound by L. Stephenson,25,28
113,2,10:31.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by L. Stephenson),25,30
114,2,10:06.0,J. Johnson misses 2-pt jump shot from 6 ft,,25,30
115,2,10:05.0,,Defensive rebound by M. Kidd-Gilchrist,25,30
116,2,9:56.0,,B. Biyombo misses 2-pt hook shot from 4 ft,25,30
117,2,9:55.0,Defensive rebound by M. Plumlee,,25,30
118,2,9:48.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,25,30
119,2,9:47.0,,Defensive rebound by B. Biyombo,25,30
120,2,9:38.0,,J. Maxiell misses 2-pt jump shot from 18 ft,25,30
121,2,9:37.0,,Offensive rebound by M. Kidd-Gilchrist,25,30
122,2,9:27.0,,M. Williams makes 2-pt jump shot from 19 ft,25,32
123,2,9:07.0,M. Plumlee makes 2-pt layup from 2 ft,,27,32
124,2,8:50.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by L. Stephenson),27,34
125,2,8:37.0,J. Jack misses 2-pt jump shot from 18 ft,,27,34
126,2,8:36.0,,Defensive rebound by L. Stephenson,27,34
127,2,8:27.0,,M. Williams misses 3-pt jump shot from 26 ft,27,34
128,2,8:26.0,Defensive rebound by T. Young,,27,34
129,2,8:16.0,J. Johnson misses 2-pt layup from 2 ft,,27,34
130,2,8:16.0,,Defensive rebound by Team,27,34
131,2,8:16.0,Official timeout,,27,34
132,2,8:16.0,C. Jefferson enters the game for J. Johnson,,27,34
133,2,8:16.0,A. Anderson enters the game for T. Young,,27,34
134,2,8:10.0,,G. Henderson enters the game for M. Kidd-Gilchrist,27,34
135,2,7:59.0,,M. Williams misses 3-pt jump shot from 25 ft,27,34
136,2,7:58.0,,Offensive rebound by B. Biyombo,27,34
137,2,7:52.0,,B. Biyombo makes 2-pt dunk at rim (assist by M. Williams),27,36
138,2,7:52.0,,Shooting foul by C. Jefferson (drawn by B. Biyombo),27,36
139,2,7:52.0,,B. Biyombo makes free throw 1 of 1,27,37
140,2,7:38.0,Personal foul by B. Biyombo (drawn by M. Plumlee),,27,37
141,2,7:31.0,J. Jack misses 2-pt jump shot from 17 ft,,27,37
142,2,7:30.0,,Defensive rebound by B. Biyombo,27,37
143,2,7:21.0,,L. Stephenson misses 2-pt layup from 2 ft (block by C. Jefferson),27,37
144,2,7:20.0,,Offensive rebound by B. Biyombo,27,37
145,2,7:14.0,,B. Biyombo misses 2-pt dunk at rim,27,37
146,2,7:13.0,Defensive rebound by B. Bogdanović,,27,37
147,2,7:05.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,27,37
148,2,7:03.0,Offensive rebound by M. Plumlee,,27,37
149,2,6:57.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,30,37
150,2,6:33.0,,L. Stephenson misses 2-pt jump shot from 10 ft,30,37
151,2,6:32.0,Defensive rebound by J. Jack,,30,37
152,2,6:20.0,C. Jefferson misses 2-pt jump shot from 7 ft,,30,37
153,2,6:19.0,,Defensive rebound by B. Biyombo,30,37
154,2,6:14.0,,Shooting foul by A. Anderson (drawn by L. Stephenson),30,37
155,2,6:14.0,,L. Stephenson misses free throw 1 of 2,30,37
156,2,6:14.0,,Offensive rebound by Team,30,37
157,2,6:14.0,,L. Stephenson makes free throw 2 of 2,30,38
158,2,6:02.0,M. Plumlee misses 2-pt layup from 2 ft (block by J. Maxiell),,30,38
159,2,6:01.0,Offensive rebound by Team,,30,38
160,2,5:53.0,J. Jack makes 2-pt layup from 2 ft (assist by M. Plumlee),,32,38
161,2,5:37.0,,B. Biyombo misses 2-pt layup from 2 ft (block by C. Jefferson),32,38
162,2,5:36.0,,Offensive rebound by B. Biyombo,32,38
163,2,5:27.0,,L. Stephenson misses 2-pt jump shot from 15 ft,32,38
164,2,5:21.0,,Offensive rebound by B. Biyombo,32,38
165,2,5:19.0,,L. Stephenson misses 2-pt layup from 2 ft,32,38
166,2,5:17.0,Defensive rebound by M. Plumlee,,32,38
167,2,5:13.0,A. Anderson misses 3-pt jump shot from 25 ft,,32,38
168,2,5:11.0,,Defensive rebound by G. Henderson,32,38
169,2,5:03.0,,G. Henderson makes 2-pt jump shot from 8 ft,32,40
170,2,4:40.0,M. Plumlee makes 2-pt hook shot from 5 ft (assist by J. Jack),,34,40
171,2,4:33.0,,Charlotte full timeout,34,40
172,2,4:33.0,,A. Jefferson enters the game for J. Maxiell,34,40
173,2,4:33.0,,M. Williams enters the game for B. Biyombo,34,40
174,2,4:33.0,B. Lopez enters the game for C. Jefferson,,34,40
175,2,4:25.0,,M. Williams misses 3-pt jump shot from 22 ft,34,40
176,2,4:24.0,Defensive rebound by B. Bogdanović,,34,40
177,2,4:09.0,J. Jack makes 2-pt jump shot from 11 ft,,36,40
178,2,3:44.0,,M. Williams misses 2-pt jump shot from 11 ft,36,40
179,2,3:42.0,Defensive rebound by B. Bogdanović,,36,40
180,2,3:35.0,J. Jack misses 2-pt jump shot from 20 ft,,36,40
181,2,3:33.0,,Defensive rebound by Team,36,40
182,2,3:33.0,Loose ball foul by M. Plumlee (drawn by A. Jefferson),,36,40
183,2,3:33.0,,K. Walker enters the game for M. Williams,36,40
184,2,3:33.0,,M. Kidd-Gilchrist enters the game for L. Stephenson,36,40
185,2,3:14.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),36,42
186,2,3:05.0,Offensive foul by A. Anderson (drawn by G. Henderson),,36,42
187,2,3:05.0,Turnover by A. Anderson (offensive foul),,36,42
188,2,2:41.0,,A. Jefferson misses 2-pt jump shot from 4 ft (block by B. Lopez),36,42
189,2,2:39.0,Defensive rebound by A. Anderson,,36,42
190,2,2:26.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,36,42
191,2,2:25.0,,Defensive rebound by M. Kidd-Gilchrist,36,42
192,2,2:20.0,,G. Henderson misses 2-pt layup from 2 ft,36,42
193,2,2:17.0,Defensive rebound by B. Bogdanović,,36,42
194,2,2:11.0,B. Lopez makes 2-pt hook shot from 4 ft (assist by A. Anderson),,38,42
195,2,1:50.0,,Turnover by M. Williams (lost ball; steal by J. Jack),38,42
196,2,1:40.0,B. Lopez misses 2-pt jump shot from 13 ft,,38,42
197,2,1:39.0,,Defensive rebound by M. Williams,38,42
198,2,1:30.0,,K. Walker misses 2-pt jump shot from 15 ft,38,42
199,2,1:27.0,Defensive rebound by M. Plumlee,,38,42
200,2,1:20.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by J. Jack),,40,42
201,2,1:00.0,,A. Jefferson makes 2-pt layup from 2 ft,40,44
202,2,0:45.0,J. Jack misses 2-pt layup from 2 ft,,40,44
203,2,0:44.0,,Defensive rebound by M. Williams,40,44
204,2,0:40.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),40,46
205,2,0:26.0,B. Lopez makes 2-pt hook shot from 6 ft,,42,46
206,2,0:03.0,,A. Jefferson misses 2-pt jump shot from 18 ft,42,46
207,2,0:02.0,Defensive rebound by J. Jack,,42,46
208,2,0:00.0,J. Jack misses 3-pt jump shot from 55 ft,,42,46
209,2,0:00.0,Offensive rebound by Team,,42,46
210,3,11:41.0,,G. Henderson makes 2-pt jump shot from 9 ft,42,48
211,3,11:17.0,B. Lopez makes 2-pt jump shot from 10 ft,,44,48
212,3,11:00.0,,G. Henderson makes 2-pt jump shot from 16 ft,44,50
213,3,10:43.0,B. Lopez misses 2-pt hook shot from 8 ft,,44,50
214,3,10:41.0,,Defensive rebound by M. Williams,44,50
215,3,10:31.0,,A. Jefferson makes 2-pt jump shot from 13 ft (assist by K. Walker),44,52
216,3,10:13.0,M. Brown misses 2-pt layup from 2 ft (block by A. Jefferson),,44,52
217,3,10:11.0,,Defensive rebound by M. Kidd-Gilchrist,44,52
218,3,10:08.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by T. Young),44,52
219,3,10:08.0,,Offensive rebound by Team,44,52
220,3,9:59.0,,A. Jefferson misses 2-pt jump shot from 10 ft,44,52
221,3,9:58.0,Defensive rebound by D. Williams,,44,52
222,3,9:54.0,T. Young makes 2-pt layup at rim (assist by D. Williams),,46,52
223,3,9:54.0,Shooting foul by K. Walker (drawn by T. Young),,46,52
224,3,9:54.0,T. Young makes free throw 1 of 1,,47,52
225,3,9:46.0,,Personal foul by D. Williams (drawn by K. Walker),47,52
226,3,9:41.0,,G. Henderson misses 2-pt layup from 2 ft (block by M. Brown),47,52
227,3,9:41.0,,Offensive rebound by Team,47,52
228,3,9:38.0,,G. Henderson makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),47,54
229,3,9:08.0,M. Brown misses 2-pt layup from 2 ft,,47,54
230,3,9:07.0,,Defensive rebound by A. Jefferson,47,54
231,3,9:07.0,,Personal foul by T. Young (drawn by K. Walker),47,54
232,3,8:57.0,,G. Henderson misses 2-pt jump shot from 20 ft,47,54
233,3,8:56.0,Defensive rebound by J. Johnson,,47,54
234,3,8:47.0,B. Lopez makes 2-pt jump shot from 8 ft (assist by D. Williams),,49,54
235,3,8:27.0,,A. Jefferson misses 2-pt layup from 2 ft (block by B. Lopez),49,54
236,3,8:26.0,Defensive rebound by Team,,49,54
237,3,8:08.0,T. Young misses 2-pt layup at rim,,49,54
238,3,8:07.0,,Defensive rebound by M. Kidd-Gilchrist,49,54
239,3,7:58.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by G. Henderson),49,56
240,3,7:58.0,Brooklyn full timeout,,49,56
241,3,7:58.0,A. Anderson enters the game for M. Brown,,49,56
242,3,7:44.0,D. Williams makes 2-pt layup from 1 ft (assist by J. Johnson),,51,56
243,3,7:44.0,Shooting foul by G. Henderson (drawn by D. Williams),,51,56
244,3,7:44.0,D. Williams makes free throw 1 of 1,,52,56
245,3,7:28.0,,G. Henderson misses 2-pt jump shot from 18 ft,52,56
246,3,7:27.0,Defensive rebound by B. Lopez,,52,56
247,3,7:13.0,B. Lopez makes 2-pt jump shot from 19 ft (assist by D. Williams),,54,56
248,3,6:56.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by M. Kidd-Gilchrist),54,58
249,3,6:44.0,T. Young misses 3-pt jump shot from 25 ft,,54,58
250,3,6:43.0,,Defensive rebound by M. Kidd-Gilchrist,54,58
251,3,6:22.0,,K. Walker misses 2-pt jump shot from 17 ft,54,58
252,3,6:22.0,Defensive rebound by T. Young,,54,58
253,3,6:22.0,,Technical foul by K. Walker,54,58
254,3,6:22.0,J. Johnson misses technical free throw,,54,58
255,3,6:22.0,Offensive rebound by Team,,54,58
256,3,6:06.0,A. Anderson makes 2-pt jump shot from 6 ft,,56,58
257,3,5:58.0,,Offensive foul by A. Jefferson (drawn by A. Anderson),56,58
258,3,5:58.0,,Turnover by A. Jefferson (offensive foul),56,58
259,3,5:42.0,A. Anderson makes 2-pt layup from 2 ft (assist by J. Johnson),,58,58
260,3,5:42.0,,Charlotte full timeout,58,58
261,3,5:16.0,,K. Walker misses 2-pt jump shot from 18 ft,58,58
262,3,5:14.0,Defensive rebound by A. Anderson,,58,58
263,3,5:05.0,A. Anderson makes 2-pt layup from 1 ft,,60,58
264,3,4:58.0,,Personal take foul by D. Williams (drawn by K. Walker),60,58
265,3,4:58.0,Brooklyn full timeout,,60,58
266,3,4:58.0,,M. Williams enters the game for G. Henderson,60,58
267,3,4:58.0,M. Plumlee enters the game for T. Young,,60,58
268,3,4:33.0,,A. Jefferson misses 2-pt layup from 2 ft,60,58
269,3,4:32.0,Defensive rebound by B. Lopez,,60,58
270,3,4:19.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by D. Williams),,62,58
271,3,4:05.0,,M. Williams misses 2-pt jump shot from 16 ft,62,58
272,3,4:03.0,Defensive rebound by J. Johnson,,62,58
273,3,3:50.0,A. Anderson misses 3-pt jump shot from 25 ft,,62,58
274,3,3:49.0,,Defensive rebound by A. Jefferson,62,58
275,3,3:35.0,,A. Jefferson misses 2-pt hook shot from 8 ft,62,58
276,3,3:34.0,Defensive rebound by M. Plumlee,,62,58
277,3,3:25.0,B. Lopez misses 2-pt jump shot from 19 ft,,62,58
278,3,3:24.0,,Defensive rebound by M. Kidd-Gilchrist,62,58
279,3,3:17.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Williams),62,61
280,3,3:06.0,,L. Stephenson enters the game for M. Kidd-Gilchrist,62,61
281,3,2:58.0,B. Lopez makes 2-pt jump shot from 18 ft (assist by D. Williams),,64,61
282,3,2:42.0,,Turnover by M. Williams (lost ball; steal by A. Anderson),64,61
283,3,2:35.0,A. Anderson misses 2-pt layup from 2 ft,,64,61
284,3,2:33.0,,Defensive rebound by L. Stephenson,64,61
285,3,2:27.0,,Shooting foul by M. Plumlee (drawn by A. Jefferson),64,61
286,3,2:27.0,,A. Jefferson misses free throw 1 of 2,64,61
287,3,2:27.0,,Offensive rebound by Team,64,61
288,3,2:27.0,,G. Henderson enters the game for K. Walker,64,61
289,3,2:27.0,,A. Jefferson makes free throw 2 of 2,64,62
290,3,2:19.0,Personal foul by M. Williams (drawn by A. Anderson),,64,62
291,3,2:19.0,,B. Biyombo enters the game for A. Jefferson,64,62
292,3,2:10.0,Turnover by M. Plumlee (3 sec),,64,62
293,3,1:50.0,,M. Williams misses 3-pt jump shot from 24 ft,64,62
294,3,1:49.0,Defensive rebound by Team,,64,62
295,3,1:36.0,B. Lopez makes 2-pt hook shot from 7 ft (assist by D. Williams),,66,62
296,3,1:20.0,,G. Henderson misses 2-pt jump shot from 17 ft,66,62
297,3,1:19.0,Defensive rebound by M. Plumlee,,66,62
298,3,1:08.0,B. Lopez misses 2-pt jump shot from 12 ft,,66,62
299,3,1:07.0,,Defensive rebound by M. Williams,66,62
300,3,0:58.0,,L. Stephenson misses 2-pt jump shot from 17 ft,66,62
301,3,0:56.0,Defensive rebound by D. Williams,,66,62
302,3,0:33.0,J. Johnson misses 3-pt jump shot from 25 ft,,66,62
303,3,0:32.0,,Defensive rebound by M. Williams,66,62
304,3,0:15.0,,Shooting foul by D. Williams (drawn by M. Williams),66,62
305,3,0:15.0,,M. Williams misses free throw 1 of 3,66,62
306,3,0:15.0,,Offensive rebound by Team,66,62
307,3,0:15.0,,M. Williams makes free throw 2 of 3,66,63
308,3,0:15.0,C. Jefferson enters the game for B. Lopez,,66,63
309,3,0:15.0,B. Bogdanović enters the game for M. Plumlee,,66,63
310,3,0:15.0,,M. Williams makes free throw 3 of 3,66,64
311,3,0:07.0,Personal foul by B. Biyombo (drawn by B. Bogdanović),,66,64
312,3,0:00.0,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by D. Williams),,68,64
313,4,11:46.0,M. Plumlee misses 2-pt layup from 2 ft (block by J. Maxiell),,68,64
314,4,11:45.0,,Defensive rebound by J. Maxiell,68,64
315,4,11:37.0,,Turnover by M. Williams (bad pass),68,64
316,4,11:12.0,C. Jefferson misses 2-pt jump shot from 17 ft,,68,64
317,4,11:11.0,,Defensive rebound by L. Stephenson,68,64
318,4,11:02.0,,Turnover by G. Henderson (lost ball; steal by J. Jack),68,64
319,4,10:56.0,A. Anderson makes 2-pt layup from 1 ft (assist by M. Plumlee),,70,64
320,4,10:33.0,,L. Stephenson misses 2-pt jump shot from 16 ft,70,64
321,4,10:33.0,,Offensive rebound by J. Maxiell,70,64
322,4,10:33.0,,Personal foul by C. Jefferson (drawn by J. Maxiell),70,64
323,4,10:20.0,,L. Stephenson misses 2-pt jump shot from 19 ft,70,64
324,4,10:19.0,Defensive rebound by C. Jefferson,,70,64
325,4,9:56.0,Turnover by C. Jefferson (lost ball; steal by G. Henderson),,70,64
326,4,9:52.0,,Shooting foul by A. Anderson (drawn by G. Henderson),70,64
327,4,9:52.0,,G. Henderson makes free throw 1 of 2,70,65
328,4,9:52.0,B. Lopez enters the game for C. Jefferson,,70,65
329,4,9:52.0,,M. Kidd-Gilchrist enters the game for L. Stephenson,70,65
330,4,9:52.0,,G. Henderson makes free throw 2 of 2,70,66
331,4,9:35.0,Turnover by B. Lopez (step out of bounds),,70,66
332,4,9:16.0,,M. Williams misses 3-pt jump shot from 30 ft,70,66
333,4,9:14.0,,Offensive rebound by B. Biyombo,70,66
334,4,9:08.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by A. Anderson),,70,66
335,4,9:08.0,,Turnover by M. Kidd-Gilchrist (offensive foul),70,66
336,4,8:56.0,B. Lopez makes 2-pt jump shot from 17 ft (assist by J. Jack),,72,66
337,4,8:39.0,,Turnover by Team (back court),72,66
338,4,8:39.0,Official timeout,,72,66
339,4,8:39.0,,A. Jefferson enters the game for B. Biyombo,72,66
340,4,8:26.0,B. Lopez misses 2-pt jump shot from 16 ft,,72,66
341,4,8:26.0,,Defensive rebound by Team,72,66
342,4,8:26.0,Loose ball foul by M. Plumlee (drawn by J. Maxiell),,72,66
343,4,8:11.0,,A. Jefferson misses 2-pt layup from 1 ft,72,66
344,4,8:10.0,Defensive rebound by B. Lopez,,72,66
345,4,8:02.0,Shooting foul by M. Williams (drawn by A. Anderson),,72,66
346,4,8:02.0,J. Jack makes free throw 1 of 2,,73,66
347,4,8:02.0,J. Jack makes free throw 2 of 2,,74,66
348,4,7:51.0,,M. Williams misses 2-pt jump shot from 17 ft,74,66
349,4,7:50.0,Defensive rebound by J. Jack,,74,66
350,4,7:40.0,B. Lopez misses 2-pt layup from 1 ft,,74,66
351,4,7:39.0,,Defensive rebound by A. Jefferson,74,66
352,4,7:29.0,,Shooting foul by B. Lopez (drawn by G. Henderson),74,66
353,4,7:29.0,,G. Henderson misses free throw 1 of 2,74,66
354,4,7:29.0,,Offensive rebound by Team,74,66
355,4,7:29.0,,K. Walker enters the game for J. Maxiell,74,66
356,4,7:29.0,J. Johnson enters the game for A. Anderson,,74,66
357,4,7:29.0,,G. Henderson makes free throw 2 of 2,74,67
358,4,7:05.0,J. Jack misses 2-pt jump shot from 18 ft,,74,67
359,4,7:03.0,,Defensive rebound by A. Jefferson,74,67
360,4,6:50.0,,G. Henderson makes 2-pt jump shot from 18 ft (assist by A. Jefferson),74,69
361,4,6:40.0,Personal foul by M. Williams (drawn by J. Jack),,74,69
362,4,6:40.0,D. Williams enters the game for M. Plumlee,,74,69
363,4,6:28.0,B. Bogdanović misses 2-pt jump shot from 15 ft (block by K. Walker),,74,69
364,4,6:26.0,,Defensive rebound by K. Walker,74,69
365,4,6:23.0,,G. Henderson makes 2-pt jump shot from 16 ft (assist by K. Walker),74,71
366,4,6:23.0,Brooklyn full timeout,,74,71
367,4,6:05.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Williams),,77,71
368,4,5:52.0,,Personal foul by D. Williams (drawn by K. Walker),77,71
369,4,5:52.0,,K. Walker makes free throw 1 of 2,77,72
370,4,5:52.0,,K. Walker makes free throw 2 of 2,77,73
371,4,5:31.0,J. Johnson misses 3-pt jump shot from 25 ft,,77,73
372,4,5:30.0,,Defensive rebound by K. Walker,77,73
373,4,5:08.0,,G. Henderson misses 3-pt jump shot from 23 ft,77,73
374,4,5:06.0,,Offensive rebound by A. Jefferson,77,73
375,4,5:00.0,,A. Jefferson makes 2-pt jump shot from 6 ft (assist by M. Williams),77,75
376,4,4:31.0,D. Williams misses 2-pt layup from 2 ft,,77,75
377,4,4:30.0,,Defensive rebound by K. Walker,77,75
