,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
390,4,6:49.0,,Turnover by M. Smart (bad pass; steal by C. Landry),69,92
391,4,6:43.0,D. Williams misses 2-pt jump shot from 3 ft,,69,92
392,4,6:41.0,Offensive rebound by R. McCallum,,69,92
393,4,6:37.0,R. McCallum makes 2-pt jump shot from 20 ft,,71,92
394,4,6:20.0,,Turnover by J. Nelson (bad pass),71,92
395,4,6:20.0,,E. Turner enters the game for J. Nelson,71,92
396,4,6:09.0,R. Gay misses 2-pt jump shot from 14 ft,,71,92
397,4,6:07.0,,Defensive rebound by J. Crowder,71,92
398,4,5:56.0,,E. Turner misses 2-pt jump shot from 13 ft,71,92
399,4,5:55.0,Defensive rebound by B. McLemore,,71,92
400,4,5:49.0,B. McLemore misses 2-pt jump shot from 17 ft,,71,92
401,4,5:48.0,,Defensive rebound by K. Olynyk,71,92
402,4,5:28.0,,E. Turner misses 2-pt layup from 2 ft,71,92
403,4,5:26.0,Defensive rebound by B. McLemore,,71,92
404,4,5:22.0,Turnover by B. McLemore (bad pass; steal by E. Turner),,71,92
405,4,5:14.0,,B. Bass misses 2-pt jump shot from 12 ft,71,92
406,4,5:12.0,Defensive rebound by B. McLemore,,71,92
407,4,5:04.0,Shooting foul by B. Bass (drawn by B. McLemore),,71,92
408,4,5:04.0,Official timeout,,71,92
409,4,5:04.0,R. Hollins enters the game for R. Gay,,71,92
410,4,5:04.0,O. Casspi enters the game for C. Landry,,71,92
411,4,5:04.0,,J. Sullinger enters the game for B. Bass,71,92
412,4,5:04.0,B. McLemore makes free throw 1 of 2,,72,92
413,4,5:04.0,B. McLemore makes free throw 2 of 2,,73,92
414,4,4:47.0,,Shooting foul by R. McCallum (drawn by E. Turner),73,92
415,4,4:47.0,,E. Turner makes free throw 1 of 2,73,93
416,4,4:47.0,N. Stauskas enters the game for B. McLemore,,73,93
417,4,4:47.0,,E. Turner makes free throw 2 of 2,73,94
418,4,4:34.0,R. McCallum misses 3-pt jump shot from 22 ft,,73,94
419,4,4:33.0,,Defensive rebound by J. Crowder,73,94
420,4,4:26.0,,J. Crowder misses 3-pt jump shot from 24 ft,73,94
421,4,4:25.0,,Offensive rebound by J. Sullinger,73,94
422,4,4:23.0,,J. Sullinger makes 2-pt layup from 1 ft,73,96
423,4,4:08.0,N. Stauskas misses 2-pt jump shot from 17 ft,,73,96
424,4,4:07.0,,Defensive rebound by E. Turner,73,96
425,4,3:57.0,,K. Olynyk makes 2-pt jump shot from 9 ft (assist by E. Turner),73,98
426,4,3:44.0,O. Casspi makes 2-pt jump shot from 5 ft (assist by R. McCallum),,75,98
427,4,3:27.0,,E. Turner misses 2-pt jump shot from 13 ft,75,98
428,4,3:26.0,Defensive rebound by N. Stauskas,,75,98
429,4,3:17.0,Turnover by R. Hollins (lost ball; steal by E. Turner),,75,98
430,4,3:07.0,,K. Olynyk misses 2-pt jump shot from 5 ft,75,98
431,4,3:06.0,,Offensive rebound by J. Crowder,75,98
432,4,3:05.0,,J. Crowder makes 2-pt layup at rim,75,100
433,4,3:05.0,,Shooting foul by R. McCallum (drawn by J. Crowder),75,100
434,4,3:05.0,,B. Wright enters the game for K. Olynyk,75,100
435,4,3:05.0,,J. Crowder makes free throw 1 of 1,75,101
436,4,2:45.0,N. Stauskas misses 2-pt jump shot from 17 ft,,75,101
437,4,2:44.0,,Defensive rebound by E. Turner,75,101
438,4,2:33.0,,J. Sullinger misses 3-pt jump shot from 26 ft,75,101
439,4,2:32.0,,Offensive rebound by J. Crowder,75,101
440,4,2:17.0,,Turnover by E. Turner (lost ball; steal by R. McCallum),75,101
441,4,2:13.0,Shooting foul by B. Wright (drawn by N. Stauskas),,75,101
442,4,2:13.0,,Boston full timeout,75,101
443,4,2:13.0,,P. Pressey enters the game for E. Turner,75,101
444,4,2:13.0,N. Stauskas misses free throw 1 of 2,,75,101
445,4,2:13.0,Offensive rebound by Team,,75,101
446,4,2:13.0,N. Stauskas makes free throw 2 of 2,,76,101
447,4,1:55.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by P. Pressey),76,104
448,4,1:43.0,N. Stauskas makes 2-pt layup at rim,,78,104
449,4,1:24.0,,M. Smart misses 3-pt jump shot from 24 ft,78,104
450,4,1:24.0,Defensive rebound by R. Hollins,,78,104
451,4,1:16.0,R. McCallum makes 2-pt layup at rim,,80,104
452,4,1:08.0,,Offensive foul by P. Pressey (drawn by R. McCallum),80,104
453,4,1:08.0,,Turnover by P. Pressey (offensive foul),80,104
454,4,0:56.0,Turnover by R. McCallum (bad pass),,80,104
455,4,0:47.0,,B. Wright makes 2-pt dunk at rim (assist by J. Sullinger),80,106
456,4,0:34.0,R. Hollins makes 2-pt layup from 1 ft,,82,106
457,4,0:18.0,,M. Smart misses 2-pt jump shot from 20 ft,82,106
458,4,0:17.0,Defensive rebound by O. Casspi,,82,106
459,4,0:06.0,R. Hollins makes 2-pt layup at rim,,84,106
