,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
0,1,11:44.0,,P. Jones misses 3-pt jump shot from 22 ft,0,0
1,1,11:43.0,Defensive rebound by G. Dieng,,0,0
2,1,11:27.0,M. Williams misses 2-pt jump shot from 5 ft,,0,0
3,1,11:26.0,,Defensive rebound by P. Jones,0,0
4,1,11:21.0,,R. Westbrook misses 2-pt layup from 2 ft (block by G. Dieng),0,0
5,1,11:21.0,,Offensive rebound by Team,0,0
6,1,11:21.0,,Violation by Team (delay of game),0,0
7,1,11:18.0,,P. Jones misses 2-pt jump shot from 16 ft,0,0
8,1,11:17.0,Defensive rebound by T. Young,,0,0
9,1,11:00.0,Turnover by A. Wiggins (bad pass),,0,0
10,1,10:41.0,,S. Ibaka makes 2-pt jump shot from 10 ft,0,2
11,1,10:22.0,A. Wiggins makes 2-pt layup from 1 ft,,2,2
12,1,10:08.0,,R. Westbrook misses 2-pt dunk at rim (block by G. Dieng),2,2
13,1,10:06.0,Defensive rebound by T. Young,,2,2
14,1,10:03.0,Turnover by T. Young (traveling),,2,2
15,1,9:53.0,,S. Ibaka misses 2-pt jump shot from 19 ft,2,2
16,1,9:52.0,Defensive rebound by N. Peković,,2,2
17,1,9:44.0,T. Young makes 2-pt hook shot from 3 ft,,4,2
18,1,9:28.0,,S. Adams makes 2-pt layup at rim (assist by P. Jones),4,4
19,1,9:04.0,N. Peković misses 2-pt hook shot from 7 ft (block by S. Adams),,4,4
20,1,9:03.0,,Defensive rebound by S. Ibaka,4,4
21,1,8:57.0,,R. Westbrook misses 2-pt jump shot from 16 ft (block by A. Wiggins),4,4
22,1,8:56.0,Defensive rebound by G. Dieng,,4,4
23,1,8:50.0,,Violation by P. Jones (kicked ball),4,4
24,1,8:41.0,A. Wiggins misses 2-pt hook shot from 3 ft (block by A. Roberson),,4,4
25,1,8:39.0,,Defensive rebound by S. Ibaka,4,4
26,1,8:31.0,,S. Ibaka misses 2-pt jump shot from 4 ft,4,4
27,1,8:30.0,Defensive rebound by Team,,4,4
28,1,8:19.0,M. Williams misses 3-pt jump shot from 24 ft,,4,4
29,1,8:18.0,,Defensive rebound by A. Roberson,4,4
30,1,8:07.0,,S. Adams misses 2-pt hook shot from 4 ft,4,4
31,1,8:06.0,Defensive rebound by N. Peković,,4,4
32,1,7:46.0,N. Peković misses 2-pt hook shot from 4 ft,,4,4
33,1,7:44.0,,Defensive rebound by S. Adams,4,4
34,1,7:37.0,,R. Westbrook misses 2-pt jump shot from 4 ft,4,4
35,1,7:36.0,Defensive rebound by G. Dieng,,4,4
36,1,7:21.0,T. Young misses 2-pt jump shot from 2 ft,,4,4
37,1,7:20.0,Offensive rebound by T. Young,,4,4
38,1,7:20.0,T. Young misses 2-pt tip-in from 2 ft,,4,4
39,1,7:20.0,,Defensive rebound by Team,4,4
40,1,7:07.0,,Turnover by S. Adams (bad pass; steal by G. Dieng),4,4
41,1,7:02.0,Shooting foul by S. Adams (drawn by T. Young),,4,4
42,1,7:02.0,T. Young makes free throw 1 of 2,,5,4
43,1,7:02.0,,D. Waiters enters the game for A. Roberson,5,4
44,1,7:02.0,T. Young makes free throw 2 of 2,,6,4
45,1,6:54.0,,Turnover by R. Westbrook (lost ball),6,4
46,1,6:42.0,A. Wiggins makes 2-pt jump shot from 15 ft (assist by M. Williams),,8,4
47,1,6:34.0,,Oklahoma City full timeout,8,4
48,1,6:21.0,,R. Westbrook misses 2-pt layup from 1 ft,8,4
49,1,6:21.0,Defensive rebound by Team,,8,4
50,1,6:11.0,T. Young misses 2-pt hook shot from 4 ft (block by P. Jones),,8,4
51,1,6:11.0,Offensive rebound by Team,,8,4
52,1,6:07.0,Turnover by T. Young (3 sec),,8,4
53,1,5:55.0,,D. Waiters misses 2-pt jump shot from 16 ft,8,4
54,1,5:53.0,,Offensive rebound by S. Ibaka,8,4
55,1,5:53.0,,S. Ibaka makes 2-pt tip-in at rim,8,6
56,1,5:43.0,Personal foul by D. Waiters (drawn by A. Wiggins),,8,6
57,1,5:29.0,N. Peković misses 2-pt hook shot from 4 ft (block by S. Adams),,8,6
58,1,5:27.0,,Defensive rebound by S. Ibaka,8,6
59,1,5:22.0,,R. Westbrook makes 2-pt jump shot from 14 ft,8,8
60,1,4:55.0,T. Young makes 2-pt jump shot from 4 ft (assist by M. Williams),,10,8
61,1,4:38.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by R. Westbrook),10,10
62,1,4:12.0,T. Young misses 2-pt layup from 2 ft,,10,10
63,1,4:12.0,Offensive rebound by N. Peković,,10,10
64,1,4:12.0,N. Peković misses 2-pt tip-in from 1 ft,,10,10
65,1,4:12.0,,Defensive rebound by Team,10,10
66,1,4:12.0,A. Bennett enters the game for N. Peković,,10,10
67,1,3:56.0,,S. Adams makes 2-pt layup from 1 ft,10,12
68,1,3:45.0,Shooting foul by S. Adams (drawn by A. Wiggins),,10,12
69,1,3:45.0,A. Wiggins misses free throw 1 of 2,,10,12
70,1,3:45.0,Offensive rebound by Team,,10,12
71,1,3:45.0,,N. Collison enters the game for S. Adams,10,12
72,1,3:45.0,,A. Morrow enters the game for P. Jones,10,12
