,QUARTER,TIME_REMAINING,ATLANTA_ACTION,GOLDEN STATE_ACTION,ATLANTA_SCORE,GOLDEN STATE_SCORE
384,4,8:28.0,A. Horford misses 2-pt jump shot from 9 ft,,70,94
385,4,8:27.0,Offensive rebound by D. Carroll,,70,94
386,4,8:25.0,D. Carroll misses 2-pt layup from 1 ft,,70,94
387,4,8:23.0,Offensive rebound by A. Horford,,70,94
388,4,8:16.0,S. Mack makes 2-pt layup at rim (assist by A. Horford),,72,94
389,4,7:52.0,,L. Barbosa misses 2-pt layup from 2 ft,72,94
390,4,7:51.0,,Offensive rebound by H. Barnes,72,94
391,4,7:51.0,,H. Barnes misses 2-pt layup from 1 ft,72,94
392,4,7:48.0,Defensive rebound by A. Horford,,72,94
393,4,7:40.0,A. Horford misses 2-pt hook shot from 6 ft,,72,94
394,4,7:40.0,Offensive rebound by D. Carroll,,72,94
395,4,7:40.0,Shooting foul by H. Barnes (drawn by D. Carroll),,72,94
396,4,7:40.0,D. Carroll misses free throw 1 of 2,,72,94
397,4,7:40.0,Offensive rebound by Team,,72,94
398,4,7:40.0,D. Carroll makes free throw 2 of 2,,73,94
399,4,7:27.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by L. Barbosa),73,97
400,4,7:13.0,A. Horford makes 2-pt jump shot from 18 ft (assist by S. Mack),,75,97
401,4,6:59.0,,Personal foul by D. Carroll (drawn by H. Barnes),75,97
402,4,6:59.0,P. Antić enters the game for A. Horford,,75,97
403,4,6:59.0,D. Schröder enters the game for K. Bazemore,,75,97
404,4,6:59.0,E. Brand enters the game for D. Carroll,,75,97
405,4,6:51.0,,L. Barbosa makes 2-pt jump shot from 22 ft (assist by A. Iguodala),75,99
406,4,6:33.0,D. Schröder misses 3-pt jump shot from 24 ft,,75,99
407,4,6:33.0,Offensive rebound by Team,,75,99
408,4,6:33.0,,Loose ball foul by H. Barnes (drawn by P. Antić),75,99
409,4,6:25.0,S. Mack misses 2-pt jump shot from 14 ft,,75,99
410,4,6:24.0,,Defensive rebound by S. Livingston,75,99
411,4,6:15.0,,H. Barnes makes 2-pt jump shot from 13 ft (assist by S. Livingston),75,101
412,4,6:15.0,,Shooting foul by P. Antić (drawn by H. Barnes),75,101
413,4,6:15.0,,A. Bogut enters the game for F. Ezeli,75,101
414,4,6:15.0,,H. Barnes makes free throw 1 of 1,75,102
415,4,6:00.0,Shooting foul by A. Bogut (drawn by D. Schröder),,75,102
416,4,6:00.0,D. Schröder misses free throw 1 of 2,,75,102
417,4,6:00.0,Offensive rebound by Team,,75,102
418,4,6:00.0,D. Schröder makes free throw 2 of 2,,76,102
419,4,5:45.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by S. Livingston),76,105
420,4,5:32.0,Shooting foul by L. Barbosa (drawn by J. Jenkins),,76,105
421,4,5:32.0,Official timeout,,76,105
422,4,5:32.0,M. Muscala enters the game for D. Schröder,,76,105
423,4,5:32.0,A. Daye enters the game for E. Brand,,76,105
424,4,5:32.0,,M. Speights enters the game for A. Bogut,76,105
425,4,5:32.0,J. Jenkins makes free throw 1 of 2,,77,105
426,4,5:32.0,J. Jenkins makes free throw 2 of 2,,78,105
427,4,5:18.0,,Turnover by S. Livingston (traveling),78,105
428,4,5:04.0,M. Muscala misses 2-pt jump shot from 17 ft,,78,105
429,4,5:02.0,Offensive rebound by A. Daye,,78,105
430,4,4:49.0,M. Muscala makes 2-pt hook shot from 3 ft (assist by S. Mack),,80,105
431,4,4:30.0,,J. Holiday enters the game for A. Iguodala,80,105
432,4,4:24.0,,M. Speights misses 2-pt jump shot from 16 ft,80,105
433,4,4:23.0,Defensive rebound by A. Daye,,80,105
434,4,4:09.0,J. Jenkins makes 2-pt layup from 2 ft (assist by A. Daye),,82,105
435,4,3:53.0,,L. Barbosa misses 3-pt jump shot from 25 ft,82,105
436,4,3:52.0,Defensive rebound by M. Muscala,,82,105
437,4,3:45.0,Turnover by S. Mack (bad pass; steal by J. Holiday),,82,105
438,4,3:39.0,,L. Barbosa misses 2-pt layup from 2 ft,82,105
439,4,3:38.0,Defensive rebound by P. Antić,,82,105
440,4,3:27.0,A. Daye makes 3-pt jump shot from 23 ft (assist by J. Jenkins),,85,105
441,4,3:17.0,,Golden State full timeout,85,105
442,4,3:09.0,,M. Speights makes 2-pt layup from 2 ft (assist by J. Holiday),85,107
443,4,2:45.0,S. Mack misses 3-pt jump shot from 25 ft,,85,107
444,4,2:43.0,,Defensive rebound by J. Holiday,85,107
445,4,2:33.0,,M. Speights misses 2-pt jump shot from 15 ft,85,107
446,4,2:32.0,Defensive rebound by M. Muscala,,85,107
447,4,2:23.0,S. Mack makes 2-pt jump shot from 13 ft,,87,107
448,4,2:04.0,,Personal foul by P. Antić (drawn by H. Barnes),87,107
449,4,2:04.0,,J. McAdoo enters the game for H. Barnes,87,107
450,4,1:56.0,,L. Barbosa misses 2-pt jump shot from 12 ft,87,107
451,4,1:55.0,Defensive rebound by P. Antić,,87,107
452,4,1:50.0,M. Muscala makes 2-pt layup from 1 ft (assist by S. Mack),,89,107
453,4,1:50.0,Shooting foul by J. McAdoo (drawn by M. Muscala),,89,107
454,4,1:50.0,M. Muscala makes free throw 1 of 1,,90,107
455,4,1:39.0,,S. Livingston makes 2-pt jump shot from 10 ft (assist by M. Speights),90,109
456,4,1:25.0,A. Daye misses 2-pt jump shot from 15 ft,,90,109
457,4,1:24.0,,Defensive rebound by L. Barbosa,90,109
458,4,1:14.0,,Shooting foul by A. Daye (drawn by J. Holiday),90,109
459,4,1:14.0,,J. Holiday makes free throw 1 of 2,90,110
460,4,1:14.0,,J. Holiday makes free throw 2 of 2,90,111
461,4,0:59.0,J. Jenkins makes 3-pt jump shot from 25 ft (assist by M. Muscala),,93,111
462,4,0:48.0,,L. Barbosa makes 3-pt jump shot from 25 ft (assist by J. Holiday),93,114
463,4,0:36.0,P. Antić misses 2-pt jump shot from 3 ft,,93,114
464,4,0:35.0,,Defensive rebound by M. Speights,93,114
465,4,0:27.0,,J. McAdoo misses 2-pt jump shot from 3 ft,93,114
466,4,0:24.0,,Offensive rebound by J. McAdoo,93,114
467,4,0:07.0,,J. McAdoo misses 2-pt layup from 2 ft,93,114
468,4,0:06.0,,Offensive rebound by J. McAdoo,93,114
469,4,0:04.0,,Turnover by J. McAdoo (lost ball; steal by S. Mack),93,114
470,4,0:01.0,S. Mack makes 2-pt layup at rim,,95,114
