,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
392,4,4:03.0,Turnover by R. Jackson (offensive foul),,85,94
393,4,3:52.0,,Personal foul by S. Telfair (drawn by T. Hansbrough),85,94
394,4,3:46.0,,D. DeRozan misses 2-pt jump shot from 4 ft,85,94
395,4,3:45.0,Defensive rebound by R. Jackson,,85,94
396,4,3:35.0,N. Collison makes 2-pt layup from 1 ft (assist by R. Jackson),,87,94
397,4,3:11.0,,D. DeRozan misses 3-pt jump shot from 25 ft,87,94
398,4,3:10.0,Defensive rebound by S. Adams,,87,94
399,4,3:00.0,Turnover by S. Telfair (bad pass),,87,94
400,4,3:00.0,,Toronto full timeout,87,94
401,4,3:00.0,,T. Ross enters the game for L. Williams,87,94
402,4,2:43.0,,D. DeRozan misses 3-pt jump shot from 23 ft,87,94
403,4,2:42.0,,Offensive rebound by P. Patterson,87,94
404,4,2:39.0,,P. Patterson makes 2-pt tip-in from 1 ft,87,96
405,4,2:25.0,N. Collison misses 2-pt jump shot from 15 ft,,87,96
406,4,2:24.0,Offensive rebound by N. Collison,,87,96
407,4,2:19.0,R. Jackson misses 2-pt jump shot from 18 ft,,87,96
408,4,2:19.0,,Defensive rebound by Team,87,96
409,4,2:19.0,Loose ball foul by S. Adams (drawn by T. Hansbrough),,87,96
410,4,2:19.0,,T. Hansbrough makes free throw 1 of 2,87,97
411,4,2:19.0,,T. Hansbrough makes free throw 2 of 2,87,98
412,4,2:07.0,Turnover by S. Adams (lost ball),,87,98
413,4,1:57.0,S. Telfair ejected from game,,87,98
414,4,1:57.0,L. Thomas enters the game for S. Telfair,,87,98
415,4,1:57.0,,T. Hansbrough makes flagrant free throw 1 of 2,87,99
416,4,1:57.0,,T. Hansbrough makes flagrant free throw 2 of 2,87,100
417,4,1:48.0,,Turnover by D. DeRozan (bad pass; steal by L. Thomas),87,100
418,4,1:34.0,N. Collison misses 3-pt jump shot from 23 ft,,87,100
419,4,1:33.0,,Defensive rebound by T. Ross,87,100
420,4,1:10.0,,T. Hansbrough misses 3-pt jump shot from 23 ft,87,100
421,4,1:09.0,Defensive rebound by S. Ibaka,,87,100
422,4,1:09.0,Oklahoma City full timeout,,87,100
423,4,1:00.0,R. Jackson misses 3-pt jump shot from 28 ft,,87,100
424,4,1:00.0,Offensive rebound by N. Collison,,87,100
425,4,0:55.0,R. Jackson misses 2-pt jump shot from 2 ft (block by P. Patterson),,87,100
426,4,0:54.0,,Defensive rebound by P. Patterson,87,100
427,4,0:40.0,,D. DeRozan misses 2-pt jump shot from 11 ft,87,100
428,4,0:39.0,Defensive rebound by N. Collison,,87,100
429,4,0:29.0,Shooting foul by D. DeRozan (drawn by S. Adams),,87,100
430,4,0:29.0,S. Adams misses free throw 1 of 2,,87,100
431,4,0:29.0,Offensive rebound by Team,,87,100
432,4,0:29.0,S. Adams makes free throw 2 of 2,,88,100
433,4,0:07.0,,T. Ross misses 3-pt jump shot from 26 ft,88,100
434,4,0:06.0,Defensive rebound by S. Ibaka,,88,100
