,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
29,1,7:37.0,Defensive rebound by Z. Randolph,,9,5
30,1,7:25.0,M. Gasol misses 2-pt jump shot from 20 ft,,9,5
31,1,7:24.0,,Defensive rebound by D. Lillard,9,5
32,1,7:21.0,,M. Leonard makes 2-pt dunk at rim (assist by D. Lillard),9,7
33,1,7:02.0,Z. Randolph misses 2-pt jump shot from 17 ft,,9,7
34,1,7:01.0,,Defensive rebound by W. Matthews,9,7
35,1,6:57.0,,Personal foul by C. Lee (drawn by W. Matthews),9,7
36,1,6:51.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),9,10
37,1,6:25.0,Z. Randolph misses 2-pt jump shot from 4 ft,,9,10
38,1,6:24.0,Offensive rebound by M. Gasol,,9,10
39,1,6:15.0,J. Green makes 2-pt jump shot from 13 ft,,11,10
40,1,6:02.0,,D. Lillard makes 2-pt jump shot from 6 ft,11,12
41,1,5:44.0,C. Lee makes 2-pt jump shot from 14 ft (assist by M. Gasol),,13,12
42,1,5:31.0,,Portland full timeout,13,12
43,1,5:31.0,,A. Afflalo enters the game for W. Matthews,13,12
44,1,5:22.0,,M. Leonard misses 2-pt hook shot from 6 ft (block by M. Gasol),13,12
45,1,5:22.0,Defensive rebound by J. Green,,13,12
46,1,4:58.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by C. Lee),,15,12
47,1,4:43.0,,A. Afflalo makes 2-pt jump shot from 16 ft (assist by D. Lillard),15,14
48,1,4:29.0,J. Green misses 3-pt jump shot from 23 ft,,15,14
49,1,4:28.0,,Defensive rebound by M. Leonard,15,14
50,1,4:25.0,T. Allen enters the game for C. Lee,,15,14
51,1,4:25.0,,C. Kaman enters the game for M. Leonard,15,14
52,1,4:03.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by R. Lopez),15,17
53,1,3:45.0,M. Gasol makes 2-pt jump shot from 9 ft,,17,17
54,1,3:29.0,,D. Lillard makes 2-pt jump shot from 16 ft,17,19
55,1,3:18.0,Turnover by M. Gasol (lost ball),,17,19
56,1,2:55.0,,N. Batum misses 2-pt jump shot from 18 ft,17,19
57,1,2:53.0,,Offensive rebound by R. Lopez,17,19
58,1,2:53.0,,R. Lopez misses 2-pt tip-in at rim,17,19
59,1,2:52.0,Defensive rebound by J. Green,,17,19
60,1,2:43.0,M. Conley makes 2-pt layup from 1 ft,,19,19
61,1,2:37.0,,Personal foul by T. Allen (drawn by A. Afflalo),19,19
62,1,2:37.0,Memphis full timeout,,19,19
63,1,2:37.0,K. Koufos enters the game for Z. Randolph,,19,19
64,1,2:37.0,B. Udrih enters the game for M. Conley,,19,19
65,1,2:37.0,,D. Wright enters the game for N. Batum,19,19
66,1,2:37.0,,W. Matthews enters the game for R. Lopez,19,19
67,1,2:37.0,,S. Blake enters the game for D. Lillard,19,19
68,1,2:30.0,,A. Afflalo misses 2-pt jump shot from 16 ft,19,19
69,1,2:29.0,Defensive rebound by J. Green,,19,19
70,1,2:14.0,M. Gasol misses 2-pt layup at rim,,19,19
71,1,2:13.0,,Defensive rebound by C. Kaman,19,19
72,1,1:58.0,,W. Matthews misses 2-pt layup from 2 ft,19,19
73,1,1:56.0,Defensive rebound by J. Green,,19,19
74,1,1:49.0,Personal foul by S. Blake (drawn by B. Udrih),,19,19
75,1,1:36.0,B. Udrih misses 3-pt jump shot from 25 ft,,19,19
76,1,1:35.0,,Defensive rebound by A. Afflalo,19,19
77,1,1:30.0,,A. Afflalo misses 2-pt layup from 2 ft,19,19
78,1,1:29.0,Defensive rebound by M. Gasol,,19,19
79,1,1:20.0,B. Udrih misses 2-pt jump shot from 16 ft,,19,19
80,1,1:19.0,,Defensive rebound by S. Blake,19,19
81,1,1:09.0,,D. Wright misses 3-pt jump shot from 23 ft,19,19
82,1,1:08.0,Defensive rebound by J. Green,,19,19
83,1,0:51.0,J. Green misses 2-pt jump shot from 19 ft,,19,19
84,1,0:49.0,,Defensive rebound by C. Kaman,19,19
85,1,0:33.0,,W. Matthews misses 3-pt jump shot from 26 ft,19,19
86,1,0:32.0,,Offensive rebound by C. Kaman,19,19
87,1,0:30.0,,C. Kaman misses 2-pt jump shot from 5 ft,19,19
88,1,0:29.0,Defensive rebound by K. Koufos,,19,19
89,1,0:08.0,M. Gasol misses 2-pt jump shot from 12 ft,,19,19
90,1,0:07.0,,Defensive rebound by W. Matthews,19,19
91,1,0:00.0,,C. Kaman makes 2-pt layup from 1 ft (assist by W. Matthews),19,21
92,2,11:43.0,Turnover by B. Udrih (bad pass; steal by A. Afflalo),,19,21
93,2,11:37.0,,Turnover by S. Blake (bad pass; steal by N. Calathes),19,21
94,2,11:15.0,J. Leuer misses 2-pt jump shot from 11 ft,,19,21
95,2,11:13.0,,Defensive rebound by D. Wright,19,21
96,2,10:56.0,,C. Kaman makes 2-pt jump shot from 12 ft (assist by D. Wright),19,23
97,2,10:43.0,,Offensive charge foul by T. Allen (drawn by D. Wright),19,23
98,2,10:43.0,Turnover by T. Allen (offensive foul),,19,23
99,2,10:27.0,,Def 3 sec tech foul by J. Leuer,19,23
100,2,10:27.0,,S. Blake makes technical free throw,19,24
101,2,10:21.0,,D. Wright makes 2-pt layup from 2 ft (assist by C. Kaman),19,26
102,2,10:11.0,B. Udrih misses 2-pt jump shot from 10 ft,,19,26
103,2,10:10.0,Offensive rebound by T. Allen,,19,26
104,2,10:09.0,T. Allen misses 2-pt layup at rim,,19,26
105,2,10:08.0,,Defensive rebound by C. Kaman,19,26
106,2,10:04.0,,Turnover by W. Matthews (bad pass; steal by N. Calathes),19,26
107,2,10:01.0,B. Udrih makes 2-pt layup from 2 ft,,21,26
108,2,9:42.0,,Turnover by D. Wright (bad pass; steal by N. Calathes),21,26
109,2,9:42.0,Personal foul by W. Matthews (drawn by N. Calathes),,21,26
110,2,9:28.0,N. Calathes misses 2-pt jump shot from 8 ft,,21,26
111,2,9:26.0,,Defensive rebound by S. Blake,21,26
112,2,9:09.0,,D. Wright makes 2-pt hook shot from 9 ft (assist by S. Blake),21,28
113,2,8:44.0,K. Koufos misses 2-pt layup from 1 ft (block by C. Kaman),,21,28
114,2,8:43.0,Offensive rebound by T. Allen,,21,28
115,2,8:43.0,Turnover by Team (shot clock),,21,28
116,2,8:43.0,Official timeout,,21,28
117,2,8:43.0,,N. Batum enters the game for W. Matthews,21,28
118,2,8:29.0,,S. Blake misses 2-pt jump shot from 20 ft,21,28
119,2,8:28.0,Defensive rebound by K. Koufos,,21,28
120,2,8:12.0,N. Calathes misses 2-pt jump shot from 7 ft,,21,28
121,2,8:11.0,,Defensive rebound by D. Wright,21,28
122,2,7:52.0,,C. Kaman misses 2-pt hook shot from 6 ft,21,28
123,2,7:50.0,Defensive rebound by K. Koufos,,21,28
124,2,7:43.0,K. Koufos misses 2-pt jump shot from 15 ft,,21,28
125,2,7:42.0,,Defensive rebound by D. Wright,21,28
126,2,7:28.0,,Shooting foul by K. Koufos (drawn by C. Kaman),21,28
127,2,7:28.0,,C. Kaman makes free throw 1 of 2,21,29
128,2,7:28.0,,D. Lillard enters the game for S. Blake,21,29
129,2,7:28.0,Z. Randolph enters the game for J. Leuer,,21,29
130,2,7:28.0,,C. Kaman makes free throw 2 of 2,21,30
131,2,7:12.0,Z. Randolph misses 2-pt jump shot from 16 ft,,21,30
132,2,7:11.0,,Defensive rebound by D. Lillard,21,30
133,2,7:04.0,,D. Wright makes 2-pt layup from 1 ft,21,32
134,2,6:57.0,Memphis full timeout,,21,32
135,2,6:57.0,,R. Lopez enters the game for C. Kaman,21,32
136,2,6:57.0,,W. Matthews enters the game for A. Afflalo,21,32
137,2,6:46.0,Z. Randolph makes 2-pt hook shot from 5 ft,,23,32
138,2,6:29.0,,Turnover by N. Batum (bad pass; steal by K. Koufos),23,32
139,2,6:25.0,,Violation by N. Batum (def goaltending),23,32
140,2,6:25.0,N. Calathes makes 2-pt jump shot from 3 ft,,25,32
141,2,6:12.0,,Personal foul by Z. Randolph (drawn by R. Lopez),25,32
142,2,6:03.0,,N. Batum misses 3-pt jump shot from 25 ft,25,32
143,2,6:02.0,Defensive rebound by N. Calathes,,25,32
144,2,5:53.0,Z. Randolph misses 2-pt jump shot from 7 ft,,25,32
145,2,5:52.0,,Defensive rebound by N. Batum,25,32
146,2,5:52.0,C. Lee enters the game for B. Udrih,,25,32
147,2,5:28.0,,Turnover by R. Lopez (lost ball; steal by Z. Randolph),25,32
148,2,5:11.0,C. Lee makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,28,32
149,2,4:50.0,,D. Wright misses 3-pt jump shot from 26 ft,28,32
150,2,4:49.0,Defensive rebound by K. Koufos,,28,32
151,2,4:42.0,Turnover by N. Calathes (bad pass; steal by D. Wright),,28,32
152,2,4:42.0,,Personal foul by K. Koufos (drawn by D. Wright),28,32
153,2,4:42.0,,M. Leonard enters the game for D. Wright,28,32
154,2,4:42.0,M. Gasol enters the game for K. Koufos,,28,32
155,2,4:42.0,M. Conley enters the game for N. Calathes,,28,32
156,2,4:17.0,,Turnover by D. Lillard (lost ball; steal by T. Allen),28,32
157,2,4:14.0,T. Allen makes 2-pt dunk from 1 ft,,30,32
158,2,4:14.0,,Portland full timeout,30,32
159,2,4:00.0,,D. Lillard misses 3-pt jump shot from 28 ft,30,32
160,2,3:59.0,Defensive rebound by M. Conley,,30,32
161,2,3:43.0,M. Conley makes 2-pt layup from 2 ft,,32,32
162,2,3:26.0,,W. Matthews misses 3-pt jump shot from 25 ft,32,32
163,2,3:25.0,,Offensive rebound by Team,32,32
164,2,3:25.0,Loose ball foul by M. Gasol (drawn by R. Lopez),,32,32
165,2,3:25.0,,A. Afflalo enters the game for W. Matthews,32,32
166,2,3:18.0,,D. Lillard misses 2-pt jump shot from 5 ft,32,32
167,2,3:17.0,Defensive rebound by Z. Randolph,,32,32
168,2,3:07.0,M. Conley misses 2-pt jump shot from 14 ft,,32,32
169,2,3:04.0,,Defensive rebound by A. Afflalo,32,32
170,2,2:58.0,,Turnover by A. Afflalo (bad pass; steal by M. Conley),32,32
171,2,2:54.0,M. Conley makes 2-pt layup from 1 ft,,34,32
172,2,2:39.0,,M. Leonard misses 2-pt jump shot from 15 ft,34,32
173,2,2:38.0,Defensive rebound by M. Gasol,,34,32
174,2,2:24.0,Z. Randolph misses 2-pt jump shot from 5 ft,,34,32
175,2,2:22.0,,Defensive rebound by A. Afflalo,34,32
176,2,2:14.0,,Personal foul by M. Conley (drawn by A. Afflalo),34,32
177,2,2:14.0,,A. Afflalo misses free throw 1 of 2,34,32
178,2,2:14.0,,Offensive rebound by Team,34,32
179,2,2:14.0,J. Green enters the game for T. Allen,,34,32
180,2,2:14.0,,A. Afflalo makes free throw 2 of 2,34,33
181,2,2:04.0,J. Green makes 2-pt dunk from 2 ft,,36,33
182,2,1:43.0,,R. Lopez misses 2-pt jump shot from 4 ft,36,33
183,2,1:42.0,Defensive rebound by M. Gasol,,36,33
184,2,1:32.0,Turnover by Z. Randolph (bad pass; steal by R. Lopez),,36,33
185,2,1:27.0,,N. Batum makes 2-pt dunk at rim (assist by D. Lillard),36,35
186,2,1:01.0,M. Gasol misses 2-pt jump shot from 18 ft,,36,35
187,2,1:00.0,Offensive rebound by Z. Randolph,,36,35
188,2,1:00.0,Z. Randolph makes 2-pt hook shot from 6 ft,,38,35
189,2,0:49.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by N. Batum),38,38
190,2,0:31.0,Z. Randolph misses 2-pt jump shot from 5 ft,,38,38
191,2,0:29.0,,Defensive rebound by N. Batum,38,38
192,2,0:29.0,T. Allen enters the game for M. Conley,,38,38
193,2,0:18.0,,Turnover by D. Lillard (bad pass; steal by C. Lee),38,38
194,2,0:13.0,Memphis full timeout,,38,38
195,2,0:13.0,M. Conley enters the game for T. Allen,,38,38
196,2,0:13.0,,C. Kaman enters the game for M. Leonard,38,38
197,2,0:01.0,Z. Randolph misses 3-pt jump shot from 23 ft,,38,38
198,2,0:00.0,,Defensive rebound by A. Afflalo,38,38
199,3,11:38.0,J. Green makes 2-pt layup from 2 ft,,40,38
200,3,11:22.0,,Shooting foul by C. Lee (drawn by W. Matthews),40,38
201,3,11:22.0,,W. Matthews makes free throw 1 of 2,40,39
202,3,11:22.0,,W. Matthews makes free throw 2 of 2,40,40
203,3,11:04.0,M. Gasol makes 2-pt jump shot from 4 ft,,42,40
204,3,10:43.0,,R. Lopez makes 2-pt layup from 1 ft (assist by D. Lillard),42,42
205,3,10:24.0,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),,44,42
206,3,10:14.0,,N. Batum misses 3-pt jump shot from 26 ft,44,42
207,3,10:13.0,Defensive rebound by Z. Randolph,,44,42
208,3,10:06.0,M. Conley misses 2-pt layup from 2 ft,,44,42
209,3,10:06.0,Offensive rebound by Team,,44,42
210,3,10:06.0,,Loose ball foul by M. Leonard (drawn by M. Gasol),44,42
211,3,9:55.0,Shooting block foul by M. Leonard (drawn by M. Gasol),,44,42
212,3,9:55.0,M. Gasol makes free throw 1 of 2,,45,42
213,3,9:55.0,,C. Kaman enters the game for M. Leonard,45,42
214,3,9:55.0,M. Gasol makes free throw 2 of 2,,46,42
215,3,9:31.0,,R. Lopez makes 2-pt layup from 2 ft (assist by C. Kaman),46,44
216,3,9:09.0,C. Lee makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,49,44
217,3,8:48.0,,D. Lillard makes 2-pt jump shot from 16 ft,49,46
218,3,8:28.0,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),,51,46
219,3,8:21.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by N. Batum),51,49
220,3,8:21.0,,Shooting foul by M. Conley (drawn by D. Lillard),51,49
221,3,8:21.0,,D. Lillard makes free throw 1 of 1,51,50
222,3,8:03.0,C. Lee makes 2-pt jump shot from 19 ft (assist by Z. Randolph),,53,50
223,3,7:51.0,,D. Lillard misses 2-pt jump shot from 19 ft,53,50
224,3,7:50.0,,Offensive rebound by R. Lopez,53,50
225,3,7:50.0,,R. Lopez makes 2-pt tip-in at rim,53,52
226,3,7:42.0,Technical foul by Team,,53,52
227,3,7:42.0,,D. Lillard makes technical free throw,53,53
228,3,7:35.0,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),,56,53
229,3,7:17.0,,D. Lillard misses 3-pt jump shot from 23 ft (block by M. Gasol),56,53
230,3,7:17.0,Defensive rebound by Team,,56,53
231,3,7:09.0,M. Conley misses 2-pt layup from 2 ft (block by R. Lopez),,56,53
232,3,7:08.0,,Defensive rebound by N. Batum,56,53
233,3,7:02.0,,D. Lillard makes 2-pt layup from 2 ft (assist by N. Batum),56,55
234,3,6:34.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,58,55
235,3,6:17.0,,N. Batum makes 2-pt jump shot from 14 ft (assist by D. Lillard),58,57
236,3,5:56.0,M. Conley misses 2-pt jump shot from 4 ft,,58,57
237,3,5:55.0,,Defensive rebound by C. Kaman,58,57
238,3,5:35.0,,Turnover by D. Lillard (lost ball; steal by M. Conley),58,57
239,3,5:17.0,Turnover by Z. Randolph (bad pass; steal by W. Matthews),,58,57
240,3,5:13.0,,D. Lillard makes 2-pt layup from 1 ft (assist by W. Matthews),58,59
241,3,5:13.0,Memphis full timeout,,58,59
242,3,5:13.0,,A. Afflalo enters the game for W. Matthews,58,59
243,3,5:13.0,B. Udrih enters the game for M. Conley,,58,59
244,3,4:59.0,C. Lee misses 2-pt jump shot from 10 ft,,58,59
245,3,4:57.0,,Defensive rebound by N. Batum,58,59
246,3,4:43.0,,D. Lillard makes 3-pt jump shot from 26 ft,58,62
247,3,4:23.0,Z. Randolph misses 2-pt jump shot from 16 ft,,58,62
248,3,4:22.0,,Defensive rebound by C. Kaman,58,62
249,3,3:59.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by R. Lopez),58,65
250,3,3:42.0,Z. Randolph misses 2-pt layup from 2 ft,,58,65
251,3,3:41.0,,Defensive rebound by C. Kaman,58,65
252,3,3:34.0,,Turnover by A. Afflalo (step out of bounds),58,65
253,3,3:17.0,C. Lee makes 2-pt jump shot from 6 ft,,60,65
254,3,3:03.0,,Turnover by C. Kaman (lost ball; steal by Z. Randolph),60,65
255,3,3:03.0,Personal foul by C. Kaman (drawn by Z. Randolph),,60,65
256,3,3:03.0,,S. Blake enters the game for D. Lillard,60,65
257,3,2:47.0,M. Gasol misses 2-pt jump shot from 9 ft,,60,65
258,3,2:46.0,,Defensive rebound by C. Kaman,60,65
259,3,2:29.0,,N. Batum misses 3-pt jump shot from 25 ft,60,65
260,3,2:27.0,,Offensive rebound by R. Lopez,60,65
261,3,2:27.0,,R. Lopez misses 2-pt tip-in at rim,60,65
262,3,2:26.0,,Offensive rebound by R. Lopez,60,65
263,3,2:23.0,,Portland full timeout,60,65
264,3,2:23.0,T. Allen enters the game for J. Green,,60,65
265,3,2:23.0,,W. Matthews enters the game for N. Batum,60,65
266,3,2:11.0,,R. Lopez misses 2-pt hook shot from 6 ft,60,65
267,3,2:09.0,Defensive rebound by Z. Randolph,,60,65
268,3,1:50.0,B. Udrih misses 2-pt jump shot from 7 ft,,60,65
269,3,1:49.0,,Defensive rebound by S. Blake,60,65
270,3,1:33.0,,S. Blake makes 3-pt jump shot from 25 ft (assist by C. Kaman),60,68
271,3,1:14.0,Z. Randolph misses 2-pt jump shot from 3 ft,,60,68
272,3,1:13.0,,Defensive rebound by C. Kaman,60,68
273,3,1:00.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by W. Matthews),60,71
274,3,0:48.0,B. Udrih makes 2-pt jump shot from 15 ft (assist by C. Lee),,62,71
275,3,0:33.0,,S. Blake makes 3-pt jump shot from 26 ft,62,74
276,3,0:22.0,B. Udrih makes 2-pt jump shot from 16 ft,,64,74
277,3,0:00.0,,S. Blake makes 3-pt jump shot from 25 ft (assist by A. Afflalo),64,77
278,4,11:49.0,,W. Matthews misses 3-pt jump shot from 23 ft,64,77
279,4,11:48.0,Defensive rebound by T. Allen,,64,77
280,4,11:34.0,Z. Randolph makes 2-pt layup from 1 ft (assist by B. Udrih),,66,77
281,4,11:21.0,,Shooting foul by T. Allen (drawn by A. Afflalo),66,77
282,4,11:21.0,,A. Afflalo makes free throw 1 of 2,66,78
283,4,11:21.0,,A. Afflalo makes free throw 2 of 2,66,79
284,4,11:09.0,Shooting foul by C. Kaman (drawn by Z. Randolph),,66,79
285,4,11:09.0,Z. Randolph misses free throw 1 of 2,,66,79
286,4,11:09.0,Offensive rebound by Team,,66,79
287,4,11:09.0,Z. Randolph makes free throw 2 of 2,,67,79
288,4,10:56.0,N. Calathes enters the game for C. Lee,,67,79
289,4,10:49.0,,C. Kaman misses 2-pt jump shot from 15 ft,67,79
290,4,10:48.0,Defensive rebound by Z. Randolph,,67,79
291,4,10:36.0,Z. Randolph makes 2-pt jump shot from 15 ft,,69,79
292,4,10:26.0,,Personal foul by N. Calathes (drawn by W. Matthews),69,79
293,4,10:17.0,,D. Wright misses 2-pt jump shot from 20 ft,69,79
294,4,10:17.0,,Offensive rebound by Team,69,79
295,4,10:04.0,,S. Blake makes 3-pt jump shot from 24 ft (assist by A. Afflalo),69,82
296,4,9:44.0,Personal foul by W. Matthews (drawn by N. Calathes),,69,82
297,4,9:44.0,M. Conley enters the game for B. Udrih,,69,82
298,4,9:37.0,T. Allen misses 2-pt layup from 1 ft,,69,82
299,4,9:37.0,Offensive rebound by Team,,69,82
300,4,9:37.0,Personal foul by D. Wright (drawn by K. Koufos),,69,82
301,4,9:37.0,,D. Lillard enters the game for W. Matthews,69,82
302,4,9:23.0,N. Calathes misses 3-pt jump shot from 25 ft,,69,82
303,4,9:22.0,Offensive rebound by M. Conley,,69,82
304,4,9:10.0,Z. Randolph makes 2-pt layup from 1 ft,,71,82
305,4,9:10.0,Shooting foul by C. Kaman (drawn by Z. Randolph),,71,82
306,4,9:10.0,Z. Randolph misses free throw 1 of 1,,71,82
307,4,9:09.0,,Defensive rebound by D. Wright,71,82
308,4,8:58.0,,C. Kaman misses 2-pt jump shot from 17 ft,71,82
309,4,8:57.0,Defensive rebound by N. Calathes,,71,82
310,4,8:51.0,Personal foul by S. Blake (drawn by M. Conley),,71,82
311,4,8:51.0,Official timeout,,71,82
312,4,8:51.0,,R. Lopez enters the game for C. Kaman,71,82
313,4,8:51.0,M. Conley makes free throw 1 of 2,,72,82
314,4,8:51.0,M. Conley makes free throw 2 of 2,,73,82
315,4,8:32.0,,D. Wright misses 2-pt layup from 1 ft,73,82
316,4,8:31.0,Defensive rebound by T. Allen,,73,82
317,4,8:21.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Conley),,75,82
318,4,8:10.0,,Turnover by S. Blake (bad pass),75,82
319,4,8:10.0,,W. Matthews enters the game for S. Blake,75,82
320,4,8:10.0,,N. Batum enters the game for A. Afflalo,75,82
321,4,8:01.0,M. Conley misses 2-pt layup from 2 ft (block by R. Lopez),,75,82
322,4,7:59.0,,Defensive rebound by D. Lillard,75,82
323,4,7:53.0,,Shooting foul by K. Koufos (drawn by D. Wright),75,82
324,4,7:53.0,,D. Wright makes 2-pt jump shot from 18 ft (assist by N. Batum),75,84
325,4,7:53.0,,D. Wright makes free throw 1 of 1,75,85
326,4,7:40.0,T. Allen misses 3-pt jump shot from 23 ft,,75,85
327,4,7:39.0,,Defensive rebound by D. Wright,75,85
328,4,7:31.0,,Turnover by D. Lillard (lost ball; steal by N. Calathes),75,85
329,4,7:22.0,M. Conley misses 2-pt jump shot from 15 ft,,75,85
330,4,7:20.0,Offensive rebound by K. Koufos,,75,85
331,4,7:20.0,K. Koufos makes 2-pt tip-in at rim,,77,85
332,4,7:00.0,,Turnover by N. Batum (bad pass; steal by T. Allen),77,85
333,4,6:56.0,M. Conley makes 2-pt layup from 1 ft,,79,85
334,4,6:56.0,,Portland full timeout,79,85
335,4,6:56.0,M. Gasol enters the game for Z. Randolph,,79,85
336,4,6:37.0,,W. Matthews misses 2-pt layup from 2 ft,79,85
337,4,6:36.0,Defensive rebound by K. Koufos,,79,85
338,4,6:28.0,K. Koufos makes 2-pt hook shot from 7 ft (assist by M. Conley),,81,85
339,4,6:04.0,,D. Lillard misses 2-pt jump shot from 18 ft,81,85
340,4,6:03.0,Defensive rebound by M. Conley,,81,85
341,4,5:45.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,83,85
342,4,5:20.0,,D. Wright misses 2-pt jump shot from 5 ft,83,85
343,4,5:19.0,,Offensive rebound by R. Lopez,83,85
344,4,5:19.0,,R. Lopez misses 2-pt tip-in from 1 ft,83,85
345,4,5:18.0,Defensive rebound by M. Gasol,,83,85
346,4,5:12.0,K. Koufos misses 2-pt layup at rim (block by N. Batum),,83,85
347,4,5:10.0,,Defensive rebound by D. Lillard,83,85
348,4,5:07.0,,Personal foul by M. Conley (drawn by D. Lillard),83,85
349,4,5:07.0,,D. Lillard misses free throw 1 of 2,83,85
350,4,5:07.0,,Offensive rebound by Team,83,85
351,4,5:07.0,,C. Kaman enters the game for D. Wright,83,85
352,4,5:07.0,,D. Lillard misses free throw 2 of 2,83,85
353,4,5:06.0,Defensive rebound by T. Allen,,83,85
354,4,4:48.0,M. Gasol makes 2-pt jump shot from 11 ft (assist by M. Conley),,85,85
355,4,4:25.0,,C. Kaman misses 2-pt hook shot from 8 ft (block by M. Gasol),85,85
356,4,4:25.0,,Offensive rebound by Team,85,85
357,4,4:21.0,,N. Batum misses 2-pt jump shot from 20 ft,85,85
358,4,4:20.0,Defensive rebound by M. Conley,,85,85
359,4,4:14.0,T. Allen makes 2-pt dunk at rim (assist by M. Conley),,87,85
360,4,3:52.0,,Personal foul by N. Calathes (drawn by W. Matthews),87,85
361,4,3:52.0,,W. Matthews makes free throw 1 of 2,87,86
362,4,3:52.0,,M. Leonard enters the game for C. Kaman,87,86
363,4,3:52.0,Z. Randolph enters the game for K. Koufos,,87,86
364,4,3:52.0,,W. Matthews makes free throw 2 of 2,87,87
365,4,3:36.0,M. Conley misses 2-pt jump shot from 6 ft,,87,87
366,4,3:34.0,Offensive rebound by M. Conley,,87,87
367,4,3:34.0,M. Conley misses 2-pt tip-in at rim,,87,87
368,4,3:33.0,,Defensive rebound by R. Lopez,87,87
369,4,3:28.0,C. Lee enters the game for N. Calathes,,87,87
370,4,3:25.0,,D. Lillard misses 3-pt jump shot from 28 ft,87,87
371,4,3:24.0,Defensive rebound by C. Lee,,87,87
372,4,3:08.0,M. Gasol makes 2-pt jump shot from 11 ft,,89,87
373,4,2:56.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by D. Lillard),89,90
374,4,2:38.0,M. Gasol misses 2-pt jump shot from 21 ft,,89,90
375,4,2:37.0,Offensive rebound by Z. Randolph,,89,90
376,4,2:27.0,C. Lee makes 2-pt layup from 2 ft,,91,90
377,4,2:27.0,Shooting foul by M. Leonard (drawn by C. Lee),,91,90
378,4,2:27.0,Memphis full timeout,,91,90
379,4,2:27.0,C. Lee makes free throw 1 of 1,,92,90
380,4,2:04.0,,W. Matthews misses 3-pt jump shot from 28 ft,92,90
381,4,2:03.0,Defensive rebound by Z. Randolph,,92,90
382,4,1:41.0,Z. Randolph misses 2-pt hook shot from 6 ft,,92,90
383,4,1:39.0,,Defensive rebound by N. Batum,92,90
384,4,1:28.0,,D. Lillard misses 2-pt jump shot from 21 ft,92,90
385,4,1:27.0,Defensive rebound by T. Allen,,92,90
