,QUARTER,TIME_REMAINING,DALLAS_ACTION,UTAH_ACTION,DALLAS_SCORE,UTAH_SCORE
0,1,11:40.0,M. Ellis misses 2-pt jump shot from 5 ft,,0,0
1,1,11:39.0,,Defensive rebound by E. Freedom,0,0
2,1,11:21.0,,A. Burks misses 2-pt jump shot from 20 ft,0,0
3,1,11:20.0,Defensive rebound by D. Nowitzki,,0,0
4,1,10:56.0,C. Parsons misses 2-pt layup from 2 ft,,0,0
5,1,10:55.0,,Defensive rebound by D. Favors,0,0
6,1,10:44.0,,E. Freedom makes 2-pt layup from 1 ft,0,2
7,1,10:25.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,0,2
8,1,10:24.0,,Defensive rebound by D. Favors,0,2
9,1,10:15.0,,E. Freedom misses 2-pt layup from 2 ft,0,2
10,1,10:14.0,Defensive rebound by D. Nowitzki,,0,2
11,1,10:04.0,J. Nelson makes 3-pt jump shot from 22 ft (assist by M. Ellis),,3,2
12,1,9:44.0,,T. Burke misses 3-pt jump shot from 25 ft,3,2
13,1,9:43.0,,Offensive rebound by D. Favors,3,2
14,1,9:31.0,,Turnover by E. Freedom (bad pass; steal by M. Ellis),3,2
15,1,9:16.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,5,2
16,1,9:02.0,,T. Burke makes 2-pt layup from 1 ft,5,4
17,1,8:52.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,5,4
18,1,8:50.0,,Defensive rebound by D. Favors,5,4
19,1,8:45.0,,Offensive foul by D. Favors (drawn by J. Nelson),5,4
20,1,8:45.0,,Turnover by D. Favors (offensive foul),5,4
21,1,8:34.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by J. Nelson),,7,4
22,1,8:15.0,,Shooting foul by D. Nowitzki (drawn by D. Favors),7,4
23,1,8:15.0,,D. Favors makes free throw 1 of 2,7,5
24,1,8:15.0,,D. Favors makes free throw 2 of 2,7,6
25,1,8:04.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by J. Nelson),,9,6
26,1,7:47.0,,Turnover by E. Freedom (traveling),9,6
27,1,7:36.0,J. Nelson makes 2-pt jump shot from 9 ft,,11,6
28,1,7:21.0,,D. Favors makes 2-pt layup from 1 ft (assist by T. Burke),11,8
29,1,6:51.0,C. Parsons misses 3-pt jump shot from 25 ft,,11,8
30,1,6:50.0,,Defensive rebound by E. Freedom,11,8
31,1,6:31.0,,Turnover by D. Favors (bad pass; steal by J. Nelson),11,8
32,1,6:23.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Ellis),,14,8
33,1,5:59.0,,T. Burke misses 2-pt jump shot from 4 ft,14,8
34,1,5:57.0,,Offensive rebound by E. Freedom,14,8
35,1,5:57.0,,E. Freedom makes 2-pt layup from 2 ft,14,10
36,1,5:56.0,Dallas full timeout,,14,10
37,1,5:56.0,B. Wright enters the game for D. Nowitzki,,14,10
38,1,5:56.0,,R. Hood enters the game for G. Hayward,14,10
39,1,5:39.0,J. Nelson misses 3-pt jump shot from 24 ft,,14,10
40,1,5:38.0,,Defensive rebound by A. Burks,14,10
41,1,5:38.0,,Turnover by A. Burks (lost ball),14,10
42,1,5:29.0,B. Wright misses 2-pt jump shot from 7 ft,,14,10
43,1,5:27.0,,Defensive rebound by A. Burks,14,10
44,1,5:11.0,,T. Burke misses 2-pt jump shot from 22 ft,14,10
45,1,5:10.0,Defensive rebound by T. Chandler,,14,10
46,1,4:56.0,C. Parsons makes 2-pt jump shot from 4 ft,,16,10
47,1,4:36.0,,E. Freedom misses 2-pt dunk at rim (block by B. Wright),16,10
48,1,4:36.0,,Offensive rebound by Team,16,10
49,1,4:30.0,,A. Burks misses 2-pt jump shot from 17 ft,16,10
50,1,4:29.0,Defensive rebound by T. Chandler,,16,10
51,1,4:27.0,Turnover by T. Chandler (bad pass; steal by R. Hood),,16,10
52,1,4:22.0,,Turnover by A. Burks (lost ball; steal by C. Parsons),16,10
53,1,4:11.0,Shooting foul by A. Burks (drawn by T. Chandler),,16,10
54,1,4:11.0,T. Chandler makes free throw 1 of 2,,17,10
55,1,4:11.0,D. Harris enters the game for J. Nelson,,17,10
56,1,4:11.0,,T. Booker enters the game for E. Freedom,17,10
57,1,4:11.0,T. Chandler makes free throw 2 of 2,,18,10
58,1,3:58.0,,Personal foul by T. Chandler (drawn by D. Favors),18,10
59,1,3:58.0,A. Aminu enters the game for T. Chandler,,18,10
60,1,3:43.0,,Turnover by T. Booker (lost ball; steal by D. Harris),18,10
