,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
388,4,6:25.0,,J. Nelson makes 3-pt jump shot from 26 ft,86,87
389,4,6:23.0,Boston full timeout,,86,87
390,4,6:23.0,E. Turner enters the game for M. Thornton,,86,87
391,4,6:23.0,A. Bradley enters the game for P. Pressey,,86,87
392,4,6:08.0,T. Zeller makes 2-pt hook shot from 4 ft (assist by A. Bradley),,88,87
393,4,5:42.0,,A. Afflalo makes 2-pt jump shot from 15 ft (assist by K. Faried),88,89
394,4,5:26.0,Turnover by A. Bradley (bad pass),,88,89
395,4,5:10.0,,Offensive foul by K. Faried (drawn by T. Zeller),88,89
396,4,5:10.0,,Turnover by K. Faried (offensive foul),88,89
397,4,5:10.0,M. Smart enters the game for T. Prince,,88,89
398,4,4:45.0,B. Bass makes 2-pt jump shot from 16 ft,,90,89
399,4,4:27.0,,Shooting foul by B. Bass (drawn by A. Afflalo),90,89
400,4,4:27.0,,A. Afflalo makes free throw 1 of 2,90,90
401,4,4:27.0,,A. Afflalo makes free throw 2 of 2,90,91
402,4,4:03.0,Turnover by Team (shot clock),,90,91
403,4,3:54.0,,Offensive foul by A. Afflalo (drawn by M. Smart),90,91
404,4,3:54.0,,Turnover by A. Afflalo (offensive foul),90,91
405,4,3:54.0,J. Crowder enters the game for M. Smart,,90,91
406,4,3:54.0,J. Sullinger enters the game for T. Zeller,,90,91
407,4,3:41.0,B. Bass misses 2-pt jump shot from 18 ft,,90,91
408,4,3:40.0,Offensive rebound by J. Crowder,,90,91
409,4,3:35.0,B. Bass misses 2-pt layup from 2 ft (block by W. Chandler),,90,91
410,4,3:34.0,Offensive rebound by B. Bass,,90,91
411,4,3:29.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by B. Bass),,93,91
412,4,3:12.0,,W. Chandler misses 3-pt jump shot from 23 ft,93,91
413,4,3:11.0,,Offensive rebound by K. Faried,93,91
414,4,3:08.0,,K. Faried makes 2-pt layup from 2 ft,93,93
415,4,2:53.0,E. Turner makes 2-pt jump shot from 20 ft,,95,93
416,4,2:44.0,,Personal block foul by A. Bradley (drawn by J. Nelson),95,93
417,4,2:44.0,,Denver full timeout,95,93
418,4,2:40.0,,J. Nelson makes 2-pt layup from 2 ft (assist by J. Hickson),95,95
419,4,2:26.0,Offensive foul by J. Sullinger (drawn by K. Faried),,95,95
420,4,2:26.0,Turnover by J. Sullinger (offensive foul),,95,95
421,4,2:26.0,T. Zeller enters the game for J. Sullinger,,95,95
422,4,2:12.0,,J. Nelson misses 2-pt jump shot from 22 ft,95,95
423,4,2:11.0,Defensive rebound by B. Bass,,95,95
424,4,1:51.0,A. Bradley misses 2-pt jump shot from 22 ft,,95,95
425,4,1:49.0,,Defensive rebound by W. Chandler,95,95
426,4,1:34.0,,Shooting foul by B. Bass (drawn by J. Hickson),95,95
427,4,1:34.0,,J. Hickson makes free throw 1 of 2,95,96
428,4,1:34.0,,J. Hickson misses free throw 2 of 2,95,96
429,4,1:33.0,Defensive rebound by B. Bass,,95,96
430,4,1:33.0,Boston full timeout,,95,96
431,4,1:33.0,J. Sullinger enters the game for T. Zeller,,95,96
432,4,1:24.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by E. Turner),,98,96
433,4,1:11.0,,Shooting foul by A. Bradley (drawn by W. Chandler),98,96
434,4,1:11.0,,W. Chandler makes free throw 1 of 2,98,97
435,4,1:11.0,,W. Chandler misses free throw 2 of 2,98,97
436,4,1:09.0,Defensive rebound by J. Crowder,,98,97
437,4,0:56.0,Offensive foul by J. Sullinger (drawn by K. Faried),,98,97
438,4,0:56.0,Turnover by J. Sullinger (offensive foul),,98,97
439,4,0:56.0,,Denver full timeout,98,97
440,4,0:56.0,T. Zeller enters the game for J. Sullinger,,98,97
441,4,0:51.0,Violation by A. Bradley (kicked ball),,98,97
442,4,0:43.0,,J. Nelson misses 2-pt jump shot from 3 ft,98,97
443,4,0:42.0,Defensive rebound by T. Zeller,,98,97
444,4,0:31.0,Boston full timeout,,98,97
445,4,0:26.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by E. Turner),,100,97
446,4,0:26.0,,Denver full timeout,100,97
447,4,0:26.0,,D. Gallinari enters the game for K. Faried,100,97
448,4,0:26.0,T. Prince enters the game for T. Zeller,,100,97
449,4,0:18.0,,A. Afflalo misses 3-pt jump shot from 22 ft,100,97
450,4,0:16.0,,Offensive rebound by J. Hickson,100,97
451,4,0:15.0,,J. Hickson makes 2-pt layup from 2 ft,100,99
452,4,0:14.0,Personal take foul by A. Afflalo (drawn by E. Turner),,100,99
453,4,0:14.0,E. Turner misses free throw 1 of 2,,100,99
454,4,0:14.0,Offensive rebound by Team,,100,99
455,4,0:14.0,,K. Faried enters the game for D. Gallinari,100,99
456,4,0:14.0,E. Turner misses free throw 2 of 2,,100,99
457,4,0:12.0,,Defensive rebound by A. Afflalo,100,99
458,4,0:01.0,,J. Nelson misses 2-pt jump shot from 18 ft,100,99
459,4,0:00.0,,Offensive rebound by Team,100,99
