,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
158,2,4:44.0,,Personal foul by M. Bonner (drawn by J. Meeks),35,27
159,2,4:44.0,,K. Caldwell-Pope enters the game for J. Meeks,35,27
160,2,4:44.0,B. Diaw enters the game for M. Bonner,,35,27
161,2,4:31.0,,D. Augustin makes 2-pt layup at rim,35,29
162,2,4:21.0,Shooting foul by D. Augustin (drawn by T. Parker),,35,29
163,2,4:21.0,T. Parker makes free throw 1 of 2,,36,29
164,2,4:21.0,,G. Monroe enters the game for A. Tolliver,36,29
165,2,4:21.0,T. Parker makes free throw 2 of 2,,37,29
166,2,3:59.0,,K. Caldwell-Pope makes 2-pt jump shot from 7 ft (assist by D. Augustin),37,31
167,2,3:45.0,T. Parker misses 2-pt layup at rim,,37,31
168,2,3:42.0,,Defensive rebound by D. Augustin,37,31
169,2,3:37.0,,D. Augustin misses 2-pt jump shot from 3 ft (block by K. Leonard),37,31
170,2,3:34.0,Defensive rebound by B. Diaw,,37,31
171,2,3:29.0,D. Green makes 3-pt jump shot from 26 ft (assist by B. Diaw),,40,31
172,2,3:05.0,,D. Augustin misses 2-pt jump shot from 3 ft,40,31
173,2,3:04.0,,Offensive rebound by G. Monroe,40,31
174,2,3:02.0,,G. Monroe makes 2-pt layup at rim,40,33
175,2,2:50.0,D. Green misses 3-pt jump shot from 25 ft,,40,33
176,2,2:49.0,,Defensive rebound by A. Drummond,40,33
177,2,2:38.0,,G. Monroe misses 2-pt hook shot from 6 ft,40,33
178,2,2:36.0,Defensive rebound by B. Diaw,,40,33
179,2,2:25.0,A. Baynes makes 2-pt dunk at rim (assist by T. Parker),,42,33
180,2,1:59.0,,K. Singler misses 2-pt jump shot from 17 ft,42,33
181,2,1:58.0,Defensive rebound by T. Parker,,42,33
182,2,1:50.0,T. Parker makes 2-pt layup at rim,,44,33
183,2,1:27.0,,Turnover by D. Augustin (bad pass; steal by K. Leonard),44,33
184,2,1:06.0,K. Leonard misses 3-pt jump shot from 23 ft,,44,33
185,2,1:05.0,Offensive rebound by D. Green,,44,33
186,2,0:49.0,Official timeout,,44,33
187,2,0:49.0,,J. Lucas III enters the game for D. Augustin,44,33
188,2,0:47.0,Turnover by T. Parker (step out of bounds),,44,33
189,2,0:34.0,,Shooting foul by D. Green (drawn by K. Caldwell-Pope),44,33
190,2,0:34.0,,K. Caldwell-Pope makes free throw 1 of 2,44,34
191,2,0:34.0,M. Ginóbili enters the game for K. Leonard,,44,34
192,2,0:34.0,M. Bonner enters the game for B. Diaw,,44,34
193,2,0:34.0,,A. Tolliver enters the game for G. Monroe,44,34
194,2,0:34.0,,K. Caldwell-Pope makes free throw 2 of 2,44,35
195,2,0:16.0,Shooting foul by A. Tolliver (drawn by T. Parker),,44,35
196,2,0:16.0,T. Parker makes free throw 1 of 2,,45,35
197,2,0:16.0,,D. Augustin enters the game for J. Lucas III,45,35
198,2,0:16.0,T. Parker makes free throw 2 of 2,,46,35
199,2,0:13.0,,Personal take foul by A. Baynes (drawn by A. Drummond),46,35
200,2,0:13.0,,A. Drummond misses free throw 1 of 2,46,35
201,2,0:13.0,,Offensive rebound by Team,46,35
202,2,0:13.0,,J. Lucas III enters the game for D. Augustin,46,35
203,2,0:13.0,,A. Drummond makes free throw 2 of 2,46,36
204,2,0:04.0,T. Parker makes 2-pt layup at rim,,48,36
205,2,0:01.0,,J. Lucas III makes 3-pt jump shot from 34 ft,48,39
206,3,11:36.0,,D. Augustin misses 3-pt jump shot from 26 ft,48,39
207,3,11:35.0,Defensive rebound by T. Duncan,,48,39
208,3,11:22.0,K. Leonard misses 3-pt jump shot from 26 ft,,48,39
209,3,11:21.0,,Defensive rebound by A. Drummond,48,39
210,3,11:12.0,,Turnover by D. Augustin (bad pass; steal by K. Leonard),48,39
211,3,11:10.0,Shooting foul by K. Caldwell-Pope (drawn by K. Leonard),,48,39
212,3,11:10.0,K. Leonard makes free throw 1 of 2,,49,39
213,3,11:10.0,K. Leonard makes free throw 2 of 2,,50,39
214,3,10:52.0,,G. Monroe misses 2-pt hook shot from 5 ft,50,39
215,3,10:51.0,,Offensive rebound by G. Monroe,50,39
216,3,10:44.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,50,39
217,3,10:43.0,Defensive rebound by K. Leonard,,50,39
218,3,10:36.0,K. Leonard makes 2-pt dunk at rim,,52,39
219,3,10:21.0,,Shooting foul by T. Duncan (drawn by D. Augustin),52,39
220,3,10:21.0,,D. Augustin makes free throw 1 of 2,52,40
221,3,10:21.0,,D. Augustin makes free throw 2 of 2,52,41
222,3,10:06.0,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),,55,41
223,3,9:43.0,,K. Caldwell-Pope makes 2-pt jump shot from 7 ft (assist by D. Augustin),55,43
224,3,9:26.0,T. Parker makes 2-pt jump shot from 11 ft,,57,43
225,3,9:12.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,57,43
226,3,9:11.0,Defensive rebound by T. Duncan,,57,43
227,3,9:03.0,Turnover by T. Parker (lost ball; steal by G. Monroe),,57,43
228,3,8:57.0,,Shooting foul by K. Leonard (drawn by K. Caldwell-Pope),57,43
229,3,8:57.0,,K. Caldwell-Pope makes free throw 1 of 2,57,44
230,3,8:57.0,,K. Caldwell-Pope makes free throw 2 of 2,57,45
231,3,8:30.0,A. Baynes makes 2-pt jump shot from 7 ft (assist by K. Leonard),,59,45
232,3,8:09.0,,G. Monroe misses 2-pt layup from 2 ft,59,45
233,3,8:08.0,,Offensive rebound by A. Drummond,59,45
234,3,8:07.0,,Shooting foul by K. Leonard (drawn by A. Drummond),59,45
235,3,8:07.0,,A. Drummond misses free throw 1 of 2,59,45
236,3,8:07.0,,Offensive rebound by Team,59,45
237,3,8:07.0,M. Ginóbili enters the game for K. Leonard,,59,45
238,3,8:07.0,,A. Drummond makes free throw 2 of 2,59,46
239,3,7:49.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),,62,46
240,3,7:22.0,,K. Singler misses 2-pt jump shot from 15 ft,62,46
241,3,7:20.0,Defensive rebound by D. Green,,62,46
242,3,7:09.0,T. Duncan makes 2-pt jump shot from 17 ft (assist by T. Parker),,64,46
243,3,7:03.0,,Detroit full timeout,64,46
244,3,7:03.0,,J. Meeks enters the game for G. Monroe,64,46
245,3,7:03.0,,A. Tolliver enters the game for K. Caldwell-Pope,64,46
246,3,6:53.0,,J. Meeks makes 2-pt jump shot from 15 ft (assist by D. Augustin),64,48
247,3,6:29.0,T. Duncan makes 2-pt jump shot from 8 ft,,66,48
248,3,6:14.0,,D. Augustin misses 2-pt jump shot from 7 ft,66,48
249,3,6:13.0,Defensive rebound by M. Ginóbili,,66,48
250,3,5:57.0,D. Green misses 3-pt jump shot from 26 ft,,66,48
251,3,5:55.0,,Defensive rebound by A. Drummond,66,48
252,3,5:45.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Augustin),66,51
253,3,5:40.0,San Antonio full timeout,,66,51
254,3,5:40.0,,J. Jerebko enters the game for K. Singler,66,51
255,3,5:40.0,M. Belinelli enters the game for A. Baynes,,66,51
256,3,5:31.0,T. Duncan makes 2-pt layup at rim (assist by M. Ginóbili),,68,51
257,3,5:08.0,,D. Augustin makes 2-pt jump shot from 8 ft,68,53
258,3,4:58.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,68,53
259,3,4:58.0,,Defensive rebound by J. Jerebko,68,53
260,3,4:48.0,,D. Augustin makes 3-pt jump shot from 26 ft,68,56
261,3,4:27.0,T. Duncan makes 2-pt layup at rim (assist by D. Green),,70,56
262,3,4:13.0,,D. Augustin misses 3-pt jump shot from 27 ft,70,56
263,3,4:13.0,Defensive rebound by D. Green,,70,56
264,3,4:13.0,Personal foul by A. Drummond (drawn by D. Green),,70,56
265,3,4:13.0,,K. Caldwell-Pope enters the game for A. Tolliver,70,56
266,3,4:04.0,Personal foul by J. Meeks (drawn by M. Ginóbili),,70,56
267,3,3:53.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by D. Green),,73,56
268,3,3:29.0,,D. Augustin misses 3-pt jump shot from 27 ft,73,56
269,3,3:28.0,Defensive rebound by Team,,73,56
270,3,3:28.0,,Loose ball foul by A. Drummond (drawn by D. Green),73,56
271,3,3:28.0,,G. Monroe enters the game for A. Drummond,73,56
272,3,3:06.0,D. Green misses 3-pt jump shot from 26 ft,,73,56
273,3,3:05.0,,Defensive rebound by J. Jerebko,73,56
274,3,2:48.0,,J. Jerebko misses 2-pt hook shot from 6 ft,73,56
275,3,2:46.0,Defensive rebound by D. Green,,73,56
276,3,2:39.0,M. Belinelli misses 3-pt jump shot from 22 ft,,73,56
277,3,2:38.0,Offensive rebound by T. Duncan,,73,56
278,3,2:29.0,M. Belinelli misses 2-pt layup at rim,,73,56
279,3,2:27.0,,Defensive rebound by J. Jerebko,73,56
280,3,2:19.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by J. Meeks),73,59
281,3,1:51.0,M. Ginóbili makes 2-pt layup at rim (assist by D. Green),,75,59
282,3,1:46.0,,Detroit full timeout,75,59
283,3,1:46.0,T. Splitter enters the game for T. Duncan,,75,59
284,3,1:46.0,P. Mills enters the game for T. Parker,,75,59
285,3,1:37.0,,D. Augustin makes 2-pt layup at rim,75,61
286,3,1:16.0,P. Mills misses 2-pt jump shot from 14 ft,,75,61
287,3,1:14.0,Offensive rebound by T. Splitter,,75,61
288,3,1:00.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by M. Ginóbili),,77,61
289,3,0:47.0,,D. Augustin misses 2-pt jump shot from 6 ft,77,61
290,3,0:45.0,Defensive rebound by D. Green,,77,61
291,3,0:36.0,D. Green makes 3-pt jump shot from 22 ft (assist by T. Splitter),,80,61
292,3,0:18.0,,K. Caldwell-Pope makes 2-pt layup at rim,80,63
293,3,0:02.0,M. Ginóbili makes 2-pt jump shot from 18 ft,,82,63
294,3,0:01.0,,D. Augustin misses 3-pt jump shot from 47 ft,82,63
295,3,0:00.0,,Offensive rebound by Team,82,63
296,4,11:37.0,D. Green misses 3-pt jump shot from 26 ft,,82,63
297,4,11:35.0,,Defensive rebound by J. Jerebko,82,63
298,4,11:23.0,,Personal foul by M. Ginóbili (drawn by J. Meeks),82,63
299,4,11:16.0,,J. Lucas III makes 2-pt jump shot from 18 ft,82,65
300,4,11:04.0,T. Splitter misses 2-pt layup from 2 ft (block by J. Jerebko),,82,65
301,4,11:03.0,,Defensive rebound by J. Jerebko,82,65
302,4,10:46.0,,Personal foul by T. Splitter (drawn by J. Jerebko),82,65
303,4,10:46.0,K. Leonard enters the game for M. Ginóbili,,82,65
304,4,10:46.0,C. Joseph enters the game for D. Green,,82,65
305,4,10:40.0,,J. Meeks makes 2-pt jump shot from 16 ft (assist by J. Lucas III),82,67
306,4,10:23.0,P. Mills misses 3-pt jump shot from 26 ft,,82,67
307,4,10:22.0,,Defensive rebound by J. Jerebko,82,67
308,4,10:12.0,,J. Lucas III makes 2-pt jump shot from 16 ft,82,69
309,4,10:12.0,San Antonio full timeout,,82,69
310,4,9:53.0,T. Splitter makes 2-pt layup at rim (assist by K. Leonard),,84,69
311,4,9:36.0,,J. Lucas III misses 2-pt jump shot from 20 ft,84,69
312,4,9:35.0,Defensive rebound by P. Mills,,84,69
313,4,9:27.0,M. Belinelli misses 3-pt jump shot from 23 ft,,84,69
314,4,9:26.0,,Defensive rebound by K. Caldwell-Pope,84,69
315,4,9:11.0,,J. Meeks misses 2-pt jump shot from 4 ft,84,69
316,4,9:10.0,Defensive rebound by K. Leonard,,84,69
317,4,8:59.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by P. Mills),,87,69
318,4,8:39.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Lucas III),87,72
319,4,8:21.0,T. Splitter makes 2-pt layup at rim (assist by C. Joseph),,89,72
320,4,8:02.0,,Shooting foul by T. Splitter (drawn by G. Monroe),89,72
321,4,8:02.0,,G. Monroe makes 2-pt layup at rim (assist by J. Lucas III),89,74
322,4,8:02.0,,D. Augustin enters the game for J. Lucas III,89,74
323,4,8:02.0,T. Parker enters the game for P. Mills,,89,74
324,4,8:02.0,,G. Monroe misses free throw 1 of 1,89,74
325,4,8:01.0,Defensive rebound by K. Leonard,,89,74
326,4,7:51.0,K. Leonard makes 2-pt jump shot from 4 ft,,91,74
327,4,7:34.0,,K. Caldwell-Pope makes 2-pt layup at rim,91,76
328,4,7:10.0,K. Leonard misses 2-pt jump shot from 23 ft,,91,76
329,4,7:07.0,,Defensive rebound by D. Augustin,91,76
330,4,6:54.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,91,79
331,4,6:42.0,T. Parker misses 2-pt jump shot from 6 ft,,91,79
332,4,6:41.0,Offensive rebound by T. Parker,,91,79
333,4,6:40.0,T. Splitter misses 2-pt jump shot from 4 ft,,91,79
334,4,6:40.0,Offensive rebound by Team,,91,79
335,4,6:40.0,Personal foul by G. Monroe (drawn by T. Splitter),,91,79
336,4,6:40.0,,A. Drummond enters the game for G. Monroe,91,79
337,4,6:40.0,,A. Tolliver enters the game for J. Jerebko,91,79
338,4,6:40.0,D. Green enters the game for K. Leonard,,91,79
339,4,6:40.0,A. Baynes enters the game for T. Splitter,,91,79
340,4,6:35.0,T. Parker makes 2-pt jump shot from 14 ft,,93,79
341,4,6:16.0,,J. Meeks misses 2-pt jump shot from 15 ft,93,79
342,4,6:15.0,Defensive rebound by C. Joseph,,93,79
343,4,6:07.0,T. Parker misses 2-pt jump shot from 17 ft,,93,79
344,4,6:06.0,,Defensive rebound by K. Caldwell-Pope,93,79
345,4,5:54.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,93,79
346,4,5:54.0,Defensive rebound by Team,,93,79
347,4,5:54.0,,Loose ball foul by A. Drummond (drawn by A. Baynes),93,79
348,4,5:54.0,Official timeout,,93,79
349,4,5:54.0,M. Ginóbili enters the game for M. Belinelli,,93,79
350,4,5:37.0,D. Green makes 2-pt jump shot from 6 ft,,95,79
351,4,5:21.0,,D. Augustin makes 2-pt layup from 1 ft,95,81
352,4,5:13.0,T. Parker misses 2-pt jump shot from 13 ft,,95,81
353,4,5:13.0,Offensive rebound by Team,,95,81
354,4,5:07.0,D. Green misses 3-pt jump shot from 22 ft,,95,81
355,4,5:06.0,,Defensive rebound by A. Tolliver,95,81
356,4,4:56.0,,A. Drummond misses 2-pt hook shot from 4 ft,95,81
357,4,4:54.0,Defensive rebound by D. Green,,95,81
358,4,4:40.0,,Offensive charge foul by C. Joseph (drawn by A. Tolliver),95,81
359,4,4:40.0,Turnover by C. Joseph (offensive foul),,95,81
360,4,4:29.0,,J. Meeks misses 3-pt jump shot from 25 ft,95,81
361,4,4:28.0,Defensive rebound by A. Baynes,,95,81
362,4,4:11.0,C. Joseph misses 2-pt jump shot from 17 ft,,95,81
363,4,4:10.0,,Defensive rebound by Team,95,81
364,4,4:05.0,,Turnover by A. Tolliver (lost ball; steal by D. Green),95,81
365,4,4:00.0,D. Green makes 2-pt layup at rim,,97,81
366,4,3:41.0,,Shooting foul by C. Joseph (drawn by D. Augustin),97,81
367,4,3:41.0,,D. Augustin makes free throw 1 of 2,97,82
368,4,3:41.0,,D. Augustin makes free throw 2 of 2,97,83
369,4,3:31.0,Turnover by T. Parker (bad pass),,97,83
370,4,3:19.0,,D. Augustin misses 2-pt jump shot from 4 ft (block by C. Joseph),97,83
371,4,3:17.0,,Offensive rebound by Team,97,83
372,4,3:17.0,K. Leonard enters the game for C. Joseph,,97,83
373,4,3:15.0,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Leonard),97,83
374,4,3:13.0,K. Leonard misses 2-pt jump shot from 3 ft (block by A. Drummond),,97,83
375,4,3:12.0,Offensive rebound by M. Ginóbili,,97,83
376,4,3:11.0,M. Ginóbili makes 2-pt layup from 4 ft,,99,83
377,4,2:50.0,,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,99,83
378,4,2:50.0,,Offensive rebound by A. Tolliver,99,83
379,4,2:50.0,,A. Tolliver misses 2-pt tip-in from 3 ft,99,83
380,4,2:50.0,Defensive rebound by Team,,99,83
381,4,2:50.0,,Loose ball foul by A. Drummond (drawn by M. Ginóbili),99,83
