,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
0,1,11:50.0,D. Green misses 2-pt jump shot from 17 ft,,0,0
1,1,11:49.0,,Defensive rebound by D. Augustin,0,0
2,1,11:28.0,,A. Drummond misses 2-pt hook shot from 6 ft,0,0
3,1,11:28.0,Defensive rebound by Team,,0,0
4,1,11:14.0,Turnover by T. Parker (lost ball),,0,0
5,1,11:01.0,,K. Caldwell-Pope makes 2-pt layup at rim,0,2
6,1,10:47.0,K. Leonard misses 2-pt jump shot from 19 ft,,0,2
7,1,10:46.0,,Defensive rebound by K. Singler,0,2
8,1,10:41.0,,Turnover by D. Augustin (offensive foul),0,2
9,1,10:41.0,,Offensive foul by D. Augustin (drawn by D. Green),0,2
10,1,10:26.0,A. Baynes makes 2-pt layup at rim (assist by T. Duncan),,2,2
11,1,10:01.0,,A. Drummond makes 2-pt layup at rim (assist by G. Monroe),2,4
12,1,9:36.0,A. Baynes makes 2-pt layup at rim,,4,4
13,1,9:25.0,,Personal foul by K. Leonard (drawn by K. Singler),4,4
14,1,9:18.0,,G. Monroe makes 2-pt layup at rim (assist by D. Augustin),4,6
15,1,8:58.0,T. Duncan misses 2-pt jump shot from 18 ft,,4,6
16,1,8:57.0,,Defensive rebound by K. Caldwell-Pope,4,6
17,1,8:47.0,,D. Augustin misses 2-pt jump shot from 3 ft (block by T. Duncan),4,6
18,1,8:45.0,Defensive rebound by A. Baynes,,4,6
19,1,8:31.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,7,6
20,1,8:10.0,,K. Singler misses 3-pt jump shot from 26 ft,7,6
21,1,8:09.0,,Offensive rebound by A. Drummond,7,6
22,1,8:05.0,,A. Drummond misses 2-pt jump shot from 3 ft (block by D. Green),7,6
23,1,8:04.0,,Offensive rebound by G. Monroe,7,6
24,1,8:03.0,,G. Monroe misses 2-pt layup from 2 ft (block by K. Leonard),7,6
25,1,8:02.0,,Offensive rebound by G. Monroe,7,6
26,1,8:00.0,,G. Monroe misses 2-pt hook shot from 4 ft,7,6
27,1,7:58.0,,Offensive rebound by A. Drummond,7,6
28,1,7:57.0,,A. Drummond misses 2-pt tip-in at rim,7,6
29,1,7:54.0,Defensive rebound by A. Baynes,,7,6
30,1,7:49.0,T. Parker makes 2-pt jump shot from 4 ft,,9,6
31,1,7:28.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,9,6
32,1,7:27.0,Defensive rebound by Team,,9,6
33,1,7:09.0,A. Baynes misses 2-pt layup from 1 ft,,9,6
34,1,7:08.0,,Defensive rebound by K. Singler,9,6
35,1,7:00.0,,Turnover by D. Augustin (bad pass; steal by D. Green),9,6
36,1,6:57.0,Personal foul by K. Caldwell-Pope (drawn by T. Parker),,9,6
37,1,6:48.0,T. Parker makes 2-pt jump shot from 17 ft,,11,6
38,1,6:29.0,,D. Augustin makes 2-pt layup at rim (assist by G. Monroe),11,8
39,1,6:28.0,San Antonio full timeout,,11,8
40,1,6:03.0,T. Duncan misses 2-pt jump shot from 12 ft,,11,8
41,1,6:02.0,,Defensive rebound by G. Monroe,11,8
42,1,5:55.0,,K. Caldwell-Pope misses 2-pt jump shot from 8 ft (block by D. Green),11,8
43,1,5:55.0,,Offensive rebound by Team,11,8
44,1,5:55.0,M. Ginóbili enters the game for D. Green,,11,8
45,1,5:55.0,B. Diaw enters the game for A. Baynes,,11,8
46,1,5:48.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,11,8
47,1,5:47.0,Defensive rebound by K. Leonard,,11,8
48,1,5:29.0,K. Leonard misses 2-pt dunk at rim (block by A. Drummond),,11,8
49,1,5:29.0,Offensive rebound by Team,,11,8
50,1,5:26.0,T. Duncan misses 2-pt jump shot from 16 ft,,11,8
51,1,5:25.0,,Defensive rebound by K. Singler,11,8
52,1,5:17.0,,D. Augustin makes 2-pt layup at rim,11,10
53,1,5:01.0,,Technical foul by Team,11,10
54,1,5:01.0,T. Parker makes technical free throw,,12,10
55,1,4:50.0,K. Leonard misses 2-pt hook shot from 6 ft,,12,10
56,1,4:49.0,,Defensive rebound by A. Drummond,12,10
57,1,4:39.0,,Turnover by D. Augustin (bad pass; steal by K. Leonard),12,10
58,1,4:34.0,K. Leonard misses 2-pt jump shot from 3 ft (block by K. Caldwell-Pope),,12,10
59,1,4:32.0,Offensive rebound by K. Leonard,,12,10
60,1,4:28.0,Turnover by K. Leonard (lost ball; steal by K. Singler),,12,10
61,1,4:26.0,,A. Drummond misses 2-pt dunk at rim,12,10
62,1,4:26.0,Defensive rebound by Team,,12,10
63,1,4:26.0,T. Splitter enters the game for T. Duncan,,12,10
64,1,4:08.0,K. Leonard misses 2-pt jump shot from 11 ft,,12,10
65,1,4:07.0,Offensive rebound by T. Splitter,,12,10
66,1,4:05.0,T. Splitter makes 2-pt tip-in at rim,,14,10
67,1,3:50.0,,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,14,10
68,1,3:49.0,,Offensive rebound by A. Drummond,14,10
69,1,3:49.0,,A. Drummond makes 2-pt tip-in at rim,14,12
70,1,3:34.0,B. Diaw makes 2-pt layup at rim (assist by T. Parker),,16,12
71,1,3:11.0,,Turnover by G. Monroe (traveling),16,12
72,1,3:11.0,,J. Meeks enters the game for K. Singler,16,12
73,1,3:11.0,,A. Tolliver enters the game for A. Drummond,16,12
74,1,3:11.0,M. Belinelli enters the game for K. Leonard,,16,12
75,1,3:11.0,P. Mills enters the game for T. Parker,,16,12
76,1,2:55.0,B. Diaw misses 2-pt jump shot from 5 ft,,16,12
77,1,2:54.0,Offensive rebound by B. Diaw,,16,12
78,1,2:45.0,B. Diaw misses 2-pt jump shot from 6 ft,,16,12
79,1,2:44.0,,Defensive rebound by G. Monroe,16,12
80,1,2:29.0,,J. Meeks misses 2-pt jump shot from 14 ft,16,12
81,1,2:26.0,Defensive rebound by B. Diaw,,16,12
82,1,2:17.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,16,12
83,1,2:17.0,,Defensive rebound by Team,16,12
84,1,2:17.0,Loose ball foul by B. Diaw (drawn by J. Meeks),,16,12
85,1,2:17.0,,Detroit full timeout,16,12
86,1,2:17.0,,J. Lucas III enters the game for D. Augustin,16,12
87,1,1:52.0,,G. Monroe misses 2-pt jump shot from 15 ft,16,12
88,1,1:51.0,Defensive rebound by T. Splitter,,16,12
89,1,1:39.0,M. Belinelli misses 2-pt jump shot from 5 ft,,16,12
90,1,1:36.0,,Defensive rebound by J. Meeks,16,12
91,1,1:27.0,,G. Monroe misses 2-pt jump shot from 3 ft,16,12
92,1,1:26.0,Defensive rebound by T. Splitter,,16,12
93,1,1:13.0,M. Ginóbili makes 2-pt layup at rim (assist by M. Belinelli),,18,12
94,1,0:48.0,,Turnover by J. Meeks (lost ball; steal by M. Ginóbili),18,12
95,1,0:45.0,M. Ginóbili makes 2-pt layup at rim (assist by M. Belinelli),,20,12
96,1,0:26.0,,J. Lucas III misses 2-pt jump shot from 17 ft,20,12
97,1,0:25.0,Defensive rebound by M. Belinelli,,20,12
98,1,0:03.0,M. Belinelli misses 3-pt jump shot from 27 ft,,20,12
99,1,0:02.0,,Defensive rebound by A. Tolliver,20,12
100,2,11:44.0,,J. Lucas III makes 2-pt jump shot from 17 ft,20,14
101,2,11:26.0,Turnover by T. Splitter (bad pass),,20,14
102,2,11:10.0,,A. Drummond misses 2-pt layup at rim,20,14
103,2,11:09.0,Defensive rebound by B. Diaw,,20,14
104,2,10:54.0,T. Splitter misses 2-pt hook shot from 7 ft,,20,14
105,2,10:53.0,Offensive rebound by B. Diaw,,20,14
106,2,10:51.0,B. Diaw misses 2-pt tip-in at rim,,20,14
107,2,10:49.0,,Defensive rebound by A. Tolliver,20,14
108,2,10:42.0,,K. Singler misses 3-pt jump shot from 26 ft,20,14
109,2,10:41.0,Defensive rebound by T. Splitter,,20,14
110,2,10:34.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,20,14
111,2,10:33.0,Offensive rebound by T. Splitter,,20,14
112,2,10:23.0,Turnover by M. Ginóbili (bad pass; steal by J. Lucas III),,20,14
113,2,10:15.0,,Shooting foul by B. Diaw (drawn by A. Drummond),20,14
114,2,10:15.0,,A. Drummond misses free throw 1 of 2,20,14
115,2,10:15.0,,Offensive rebound by Team,20,14
116,2,10:15.0,K. Leonard enters the game for M. Ginóbili,,20,14
117,2,10:15.0,,A. Drummond misses free throw 2 of 2,20,14
118,2,10:14.0,Defensive rebound by T. Splitter,,20,14
119,2,9:59.0,M. Belinelli makes 2-pt layup from 1 ft (assist by P. Mills),,22,14
120,2,9:47.0,,Turnover by J. Lucas III (bad pass; steal by P. Mills),22,14
121,2,9:32.0,B. Diaw misses 3-pt jump shot from 26 ft,,22,14
122,2,9:31.0,Offensive rebound by P. Mills,,22,14
123,2,9:26.0,P. Mills makes 3-pt jump shot from 26 ft,,25,14
124,2,9:26.0,,Detroit full timeout,25,14
125,2,9:26.0,M. Bonner enters the game for B. Diaw,,25,14
126,2,9:09.0,,A. Drummond makes 2-pt layup from 1 ft (assist by J. Lucas III),25,16
127,2,8:52.0,M. Bonner misses 2-pt jump shot from 23 ft,,25,16
128,2,8:51.0,Offensive rebound by K. Leonard,,25,16
129,2,8:35.0,P. Mills makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,28,16
130,2,8:15.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by J. Lucas III),28,19
131,2,7:59.0,M. Belinelli misses 3-pt jump shot from 26 ft,,28,19
132,2,7:58.0,,Defensive rebound by A. Drummond,28,19
133,2,7:50.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by J. Lucas III),28,22
134,2,7:46.0,San Antonio full timeout,,28,22
135,2,7:22.0,M. Bonner misses 3-pt jump shot from 22 ft,,28,22
136,2,7:21.0,,Defensive rebound by Team,28,22
137,2,7:21.0,D. Green enters the game for M. Belinelli,,28,22
138,2,7:03.0,,A. Tolliver misses 2-pt layup at rim,28,22
139,2,7:02.0,Defensive rebound by D. Green,,28,22
140,2,6:53.0,Shooting foul by K. Singler (drawn by K. Leonard),,28,22
141,2,6:53.0,K. Leonard makes free throw 1 of 2,,29,22
142,2,6:53.0,T. Parker enters the game for P. Mills,,29,22
143,2,6:53.0,A. Baynes enters the game for T. Splitter,,29,22
144,2,6:53.0,,D. Augustin enters the game for J. Lucas III,29,22
145,2,6:53.0,K. Leonard makes free throw 2 of 2,,30,22
146,2,6:44.0,,J. Meeks misses 2-pt jump shot from 20 ft,30,22
147,2,6:43.0,Defensive rebound by D. Green,,30,22
148,2,6:33.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Leonard),,33,22
149,2,6:15.0,,Personal foul by K. Leonard (drawn by K. Singler),33,22
150,2,6:04.0,,A. Tolliver makes 3-pt jump shot from 28 ft (assist by K. Singler),33,25
151,2,5:39.0,A. Baynes makes 2-pt jump shot from 7 ft (assist by D. Green),,35,25
152,2,5:24.0,,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),35,27
153,2,5:02.0,K. Leonard misses 2-pt jump shot from 5 ft,,35,27
154,2,5:01.0,Offensive rebound by A. Baynes,,35,27
155,2,4:58.0,A. Baynes misses 2-pt layup from 2 ft,,35,27
156,2,4:57.0,Offensive rebound by M. Bonner,,35,27
157,2,4:44.0,Turnover by T. Parker (bad pass; steal by J. Meeks),,35,27
